phase294_variant_id,continuation_family,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H8,replenishment_absorption_continuation,ALL,ORIG,8,4,38,2,0,0,0,0,1.6128815139669688,3.1636535264151404,3.2257630279339375,102.40517548996627
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,38,2,0,0,0,0,1.6128815139669688,3.1636535264151404,3.2257630279339375,102.40517548996627
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H8,replenishment_absorption_continuation,NONOPEN,ORIG,8,4,38,2,0,0,0,0,1.6128815139669688,3.1636535264151404,3.2257630279339375,102.40517548996627
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,38,2,0,0,0,0,1.6128815139669688,3.1636535264151404,3.2257630279339375,102.40517548996627
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,replenishment_absorption_continuation,ALL,ORIG,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_ORIG_H8,replenishment_absorption_continuation,NONOPEN,ORIG,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,replenishment_absorption_continuation,ALL,ORIG,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H8,replenishment_absorption_continuation,NONOPEN,ORIG,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,26,2,0,0,0,0,1.611614460432148,3.1610669551157935,3.223228920864296,102.3247276464856
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,291,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,291,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,283,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,283,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,291,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,291,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,283,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,283,2,0,0,0,0,0.7320567297499646,1.1640788573430807,3.192201969872394,101.33974507531408
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,411,3,0,0,0,0,-0.5103345482224872,0.5421394404914078,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,411,3,0,0,0,0,-0.5103345482224872,0.5421394404914078,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,347,3,0,0,0,0,-0.7189782938169095,0.4378175676941967,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,347,3,0,0,0,0,-0.7189782938169095,0.4378175676941967,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,411,3,0,0,0,0,-0.5103345482224872,0.5421394404914078,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,411,3,0,0,0,0,-0.5103345482224872,0.5421394404914078,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,347,3,0,0,0,0,-0.7189782938169095,0.4378175676941967,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,347,3,0,0,0,0,-0.7189782938169095,0.4378175676941967,3.189226858410606,101.24529709240018
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,202,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,202,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,195,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,195,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,202,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,202,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,195,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,195,2,0,0,0,0,0.7293773117343226,1.161898040178374,3.1888375372448508,101.23293769031271
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,285,3,0,0,0,0,-0.5122015931162528,0.5408136790997291,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,285,3,0,0,0,0,-0.5122015931162528,0.5408136790997291,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,228,3,0,0,0,0,-0.7208306168161879,0.4364991672497615,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,228,3,0,0,0,0,-0.7208306168161879,0.4364991672497615,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H8,spread_compressed_absorption_continuation,ALL,ORIG,8,4,285,3,0,0,0,0,-0.5122015931162528,0.5408136790997291,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,8,4,285,3,0,0,0,0,-0.5122015931162528,0.5408136790997291,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,NONOPEN,ORIG,8,4,228,3,0,0,0,0,-0.7208306168161879,0.4364991672497615,3.187657902631422,101.19548897242609
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,228,3,0,0,0,0,-0.7208306168161879,0.4364991672497615,3.187657902631422,101.19548897242609
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H5,withdrawal_followthrough_continuation,ALL,ORIG,5,4,299,3,0,0,0,0,-0.7744653000106578,0.35443958613949156,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,5,4,299,3,0,0,0,0,-0.7744653000106578,0.35443958613949156,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H5,withdrawal_followthrough_continuation,NONOPEN,ORIG,5,4,147,2,0,0,0,0,0.1884052396254082,0.8358748559575245,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,5,4,147,2,0,0,0,0,0.1884052396254082,0.8358748559575245,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H5,withdrawal_followthrough_continuation,ALL,ORIG,5,4,180,2,0,0,0,0,-0.280033289045653,0.601655591621994,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,5,4,180,2,0,0,0,0,-0.280033289045653,0.601655591621994,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H5,withdrawal_followthrough_continuation,NONOPEN,ORIG,5,4,142,2,0,0,0,0,1.483344472289641,2.962664507430605,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,5,4,142,2,0,0,0,0,1.483344472289641,2.962664507430605,2.966688944579282,94.18060141521529
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H8,withdrawal_followthrough_continuation,NONOPEN,ORIG,8,4,338,2,0,0,0,0,0.4661698892904313,1.9271911285849426,2.9220424785890224,92.7632532885404
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,338,2,0,0,0,0,0.4661698892904313,1.9271911285849426,2.9220424785890224,92.7632532885404
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H5,withdrawal_followthrough_continuation,NONOPEN,ORIG,5,4,338,3,0,0,0,0,1.3890696677350562,2.8232645191730668,2.868389702876021,91.05999056749272
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,5,4,338,3,0,0,0,0,1.3890696677350562,2.8232645191730668,2.868389702876021,91.05999056749272
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H5,withdrawal_followthrough_continuation,ALL,ORIG,5,4,504,4,0,0,0,0,-0.8687401045652424,0.2601647815849069,2.7781393354701125,88.19489953873374
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,5,4,504,4,0,0,0,0,-0.8687401045652424,0.2601647815849069,2.7781393354701125,88.19489953873374
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H5,withdrawal_followthrough_continuation,NONOPEN,ORIG,5,4,343,3,0,0,0,0,0.09413043507082369,0.7416000514029399,2.7781393354701125,88.19489953873374
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,5,4,343,3,0,0,0,0,0.09413043507082369,0.7416000514029399,2.7781393354701125,88.19489953873374
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H5,withdrawal_followthrough_continuation,ALL,ORIG,5,4,385,3,0,0,0,0,-0.3743080936002375,0.5073807870674094,2.7781393354701125,88.19489953873374
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,5,4,385,3,0,0,0,0,-0.3743080936002375,0.5073807870674094,2.7781393354701125,88.19489953873374
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H8,consensus_depth_continuation,ALL,ORIG,8,4,287,4,0,0,0,0,-12.150713204354474,-5.4377785159254595,2.55031234500711,80.96229666689239
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,ALL,PRESSURE_SIGN_CONT,8,4,287,4,0,0,0,0,-12.150713204354474,-5.4377785159254595,2.55031234500711,80.96229666689239
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H8,consensus_depth_continuation,NONOPEN,ORIG,8,4,155,4,0,0,0,0,-12.150713204354474,-5.4377785159254595,2.55031234500711,80.96229666689239
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,155,4,0,0,0,0,-12.150713204354474,-5.4377785159254595,2.55031234500711,80.96229666689239
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H8,consensus_depth_continuation,ALL,ORIG,8,4,210,4,0,0,0,0,-12.151427656597297,-5.43832563646884,2.549552767319233,80.93818308949946
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,ALL,PRESSURE_SIGN_CONT,8,4,210,4,0,0,0,0,-12.151427656597297,-5.43832563646884,2.549552767319233,80.93818308949946
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H8,consensus_depth_continuation,NONOPEN,ORIG,8,4,102,4,0,0,0,0,-12.151427656597297,-5.43832563646884,2.549552767319233,80.93818308949946
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,102,4,0,0,0,0,-12.151427656597297,-5.43832563646884,2.549552767319233,80.93818308949946
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H8,consensus_depth_continuation,ALL,ORIG,8,4,194,3,0,0,0,0,-8.826013602783906,-3.775660305315051,2.5493859843076088,80.93288839071774
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,ALL,PRESSURE_SIGN_CONT,8,4,194,3,0,0,0,0,-8.826013602783906,-3.775660305315051,2.5493859843076088,80.93288839071774
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H8,consensus_depth_continuation,NONOPEN,ORIG,8,4,92,3,0,0,0,0,-8.826013602783906,-3.775660305315051,2.5493859843076088,80.93288839071774
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,92,3,0,0,0,0,-8.826013602783906,-3.775660305315051,2.5493859843076088,80.93288839071774
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H8,consensus_depth_continuation,ALL,ORIG,8,4,146,3,0,0,0,0,-8.826384323538871,-3.775972568170494,2.548878374395767,80.91677379034181
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,ALL,PRESSURE_SIGN_CONT,8,4,146,3,0,0,0,0,-8.826384323538871,-3.775972568170494,2.548878374395767,80.91677379034181
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H8,consensus_depth_continuation,NONOPEN,ORIG,8,4,59,3,0,0,0,0,-8.826384323538871,-3.775972568170494,2.548878374395767,80.91677379034181
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,59,3,0,0,0,0,-8.826384323538871,-3.775972568170494,2.548878374395767,80.91677379034181
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H8,consensus_depth_continuation,ALL,ORIG,8,4,151,3,0,0,0,0,-8.826403506434126,-3.775988726169655,2.5488521081896325,80.91593994252803
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,ALL,PRESSURE_SIGN_CONT,8,4,151,3,0,0,0,0,-8.826403506434126,-3.775988726169655,2.5488521081896325,80.91593994252803
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H8,consensus_depth_continuation,NONOPEN,ORIG,8,4,58,3,0,0,0,0,-8.826403506434126,-3.775988726169655,2.5488521081896325,80.91593994252803
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,58,3,0,0,0,0,-8.826403506434126,-3.775988726169655,2.5488521081896325,80.91593994252803
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,consensus_depth_continuation,ALL,ORIG,8,4,114,3,0,0,0,0,-8.927448014477898,-3.8266525324378007,2.548285899204593,80.89796505411407
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,ALL,PRESSURE_SIGN_CONT,8,4,114,3,0,0,0,0,-8.927448014477898,-3.8266525324378007,2.548285899204593,80.89796505411407
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H8,consensus_depth_continuation,NONOPEN,ORIG,8,4,34,3,0,0,0,0,-8.413451960111598,-3.5696545052546504,2.548285899204593,80.89796505411407
P294_P294_CONSENSUS_DEPTH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,consensus_depth_continuation,NONOPEN,PRESSURE_SIGN_CONT,8,4,34,3,0,0,0,0,-8.413451960111598,-3.5696545052546504,2.548285899204593,80.89796505411407
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,504,2,0,0,0,0,-0.01917208502458789,0.5911264712801223,2.4028500551696648,76.2809541323703
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,504,2,0,0,0,0,-0.01917208502458789,0.5911264712801223,2.4028500551696648,76.2809541323703
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,NONOPEN,ORIG,13,4,343,2,0,0,0,0,0.6881239370935517,0.944774482339192,2.4028500551696648,76.2809541323703
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,343,2,0,0,0,0,0.6881239370935517,0.944774482339192,2.4028500551696648,76.2809541323703
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,385,2,0,0,0,0,-0.06839991966377387,0.5665125539605292,2.4028500551696648,76.2809541323703
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,385,2,0,0,0,0,-0.06839991966377387,0.5665125539605292,2.4028500551696648,76.2809541323703
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H5,withdrawal_followthrough_continuation,ALL,ORIG,5,4,151,2,0,0,0,0,1.1271731346543061,2.254310692591439,2.2543462693086123,71.56654823201944
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,5,4,151,2,0,0,0,0,1.1271731346543061,2.254310692591439,2.2543462693086123,71.56654823201944
