trade_month,symbol,realism_review_flag,opportunity_abstention_flag,candidate_generation_allowed,candidate_generation_status,strategy_replay_allowed,why
2026-01,ADANIPORTS,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,MARUTI,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,NESTLEIND,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,NIFTYBEES,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,ONGC,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,RELIANCE,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-08,SBIN,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-08,SUNPHARMA,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-08,TCS,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,TECHM,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-08,ULTRACEMCO,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-08,WIPRO,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-09,ADANIPORTS,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,AXISBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,BAJAJ-AUTO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,BANKBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,BHARTIARTL,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,BPCL,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,BRITANNIA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,CIPLA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,DRREDDY,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,GOLDBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,HCLTECH,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,HDFCBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,HINDUNILVR,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,ICICIBANK,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,INFY,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,ITBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,ITC,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,JUNIORBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,KOTAKBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,LT,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,M&M,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,MARUTI,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,NESTLEIND,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,NIFTYBEES,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,ONGC,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,RELIANCE,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,SBIN,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,SUNPHARMA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,TCS,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,TECHM,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,ULTRACEMCO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-09,WIPRO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,ADANIPORTS,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,AXISBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,BAJAJ-AUTO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,BANKBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,BHARTIARTL,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,BPCL,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,BRITANNIA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,CIPLA,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,DRREDDY,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,GOLDBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,HCLTECH,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,HDFCBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,HINDUNILVR,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,ICICIBANK,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,INFY,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,ITBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,ITC,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,JUNIORBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,KOTAKBANK,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,LT,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,M&M,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,MARUTI,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,NESTLEIND,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,NIFTYBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,ONGC,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,RELIANCE,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,SBIN,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,SUNPHARMA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,TCS,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,TECHM,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,ULTRACEMCO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-10,WIPRO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,ADANIPORTS,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,AXISBANK,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,BAJAJ-AUTO,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,BANKBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,BHARTIARTL,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,BPCL,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,BRITANNIA,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,CIPLA,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,DRREDDY,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,GOLDBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,HCLTECH,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,HDFCBANK,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,HINDUNILVR,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,ICICIBANK,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,INFY,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,ITBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,ITC,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,JUNIORBEES,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,KOTAKBANK,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,LT,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,M&M,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,MARUTI,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,NESTLEIND,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,NIFTYBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,ONGC,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,RELIANCE,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,SBIN,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,SUNPHARMA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-11,TCS,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,TECHM,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-11,ULTRACEMCO,0,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design only; replay still closed
2026-11,WIPRO,1,0,1,allowed_for_precommit_design_only,0,allowed for label/precommit design with realism-review warning; replay still closed
2026-12,ADANIPORTS,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,AXISBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,BAJAJ-AUTO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,BANKBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,BHARTIARTL,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,BPCL,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,BRITANNIA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,CIPLA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,DRREDDY,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,GOLDBEES,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,HCLTECH,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,HDFCBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,HINDUNILVR,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,ICICIBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,INFY,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,ITBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,ITC,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,JUNIORBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,KOTAKBANK,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,LT,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,M&M,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,MARUTI,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,NESTLEIND,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,NIFTYBEES,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,ONGC,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,RELIANCE,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,SBIN,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,SUNPHARMA,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,TCS,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,TECHM,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,ULTRACEMCO,1,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
2026-12,WIPRO,0,1,0,blocked_by_opportunity_abstention_filter,0,blocked: low-opportunity symbol/month; no candidate generation or replay
