phase360_work_order_id,family_id,primary_scenario_id,source_id,symbol,announcement_time_ist,announcement_date,market_session,diagnostic_trade_date,diagnostic_start_rule,description,no_lookahead_rule_applied,full_depth_levels_1_to_5_required,levels_2_to_5_materiality_required,cost_profile,paper_live_or_profit_claim_allowed
P373_2026-07-15_HINDUNILVR_106697752,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HINDUNILVR,14-Jul-2026 21:10:36,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_ICICIBANK_106697294,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,14-Jul-2026 17:16:57,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_ICICIBANK_106697317,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,14-Jul-2026 17:24:51,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_INFY_106697740,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,INFY,14-Jul-2026 20:54:14,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_MARUTI_106697620,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,MARUTI,14-Jul-2026 19:32:54,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_MARUTI_106698349,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,MARUTI,15-Jul-2026 12:29:23,2026-07-15,regular_session,2026-07-15,first_real_tick_after_announcement,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_SBIN_106697426,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,14-Jul-2026 18:02:49,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Credit Rating,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_SUNPHARMA_106697486,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SUNPHARMA,14-Jul-2026 18:29:25,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_SUNPHARMA_106697990,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SUNPHARMA,15-Jul-2026 08:40:33,2026-07-15,pre_open_or_overnight,2026-07-15,market_open_same_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_TCS_106698208,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,15-Jul-2026 11:30:12,2026-07-15,regular_session,2026-07-15,first_real_tick_after_announcement,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_ULTRACEMCO_106697207,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,14-Jul-2026 16:39:20,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_ULTRACEMCO_106698570,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,15-Jul-2026 15:12:15,2026-07-15,regular_session,2026-07-15,first_real_tick_after_announcement,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_WIPRO_106697074,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,14-Jul-2026 15:36:00,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_BAJAJ-AUTO_106699726,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,16-Jul-2026 10:33:45,2026-07-16,regular_session,2026-07-16,first_real_tick_after_announcement,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_BAJAJ-AUTO_106699933,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,16-Jul-2026 12:57:44,2026-07-16,regular_session,2026-07-16,first_real_tick_after_announcement,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_DRREDDY_106698720,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,15-Jul-2026 16:25:09,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_HCLTECH_106699373,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,15-Jul-2026 22:34:19,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_HDFCBANK_106698807,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,15-Jul-2026 17:00:18,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Appointment,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_HDFCBANK_106699773,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,16-Jul-2026 11:06:07,2026-07-16,regular_session,2026-07-16,first_real_tick_after_announcement,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_HINDUNILVR_106699154,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HINDUNILVR,15-Jul-2026 19:03:06,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_ICICIBANK_106700095,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,16-Jul-2026 15:08:02,2026-07-16,regular_session,2026-07-16,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_NESTLEIND_106698830,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,NESTLEIND,15-Jul-2026 17:09:23,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Action(s) taken or orders passed,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_SBIN_106699268,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,15-Jul-2026 20:24:55,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Appointment,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_TCS_106699212,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,15-Jul-2026 19:37:13,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_TCS_106699790,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,16-Jul-2026 11:30:08,2026-07-16,regular_session,2026-07-16,first_real_tick_after_announcement,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_ULTRACEMCO_106699163,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,15-Jul-2026 19:07:06,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Rumour Verification - Regulation 30(11),1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_WIPRO_106699128,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,15-Jul-2026 18:53:51,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-16_WIPRO_106699287,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,15-Jul-2026 20:36:36,2026-07-15,post_close,2026-07-16,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_ADANIPORTS_106700313,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ADANIPORTS,16-Jul-2026 17:19:19,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Credit Rating,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_BPCL_106701384,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BPCL,17-Jul-2026 14:13:29,2026-07-17,regular_session,2026-07-17,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_BRITANNIA_106700936,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BRITANNIA,16-Jul-2026 23:55:26,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_BRITANNIA_106700938,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BRITANNIA,17-Jul-2026 00:04:13,2026-07-17,pre_open_or_overnight,2026-07-17,market_open_same_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_BRITANNIA_106700956,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BRITANNIA,17-Jul-2026 02:41:00,2026-07-17,pre_open_or_overnight,2026-07-17,market_open_same_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_HCLTECH_106700150,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,16-Jul-2026 15:48:23,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_HCLTECH_106700164,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,16-Jul-2026 15:55:58,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Acquisition,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_ONGC_106700128,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ONGC,16-Jul-2026 15:32:22,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Credit Rating- Revision,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_SBIN_106700879,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,16-Jul-2026 22:52:22,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_SBIN_106701118,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,17-Jul-2026 10:23:45,2026-07-17,regular_session,2026-07-17,first_real_tick_after_announcement,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106700185,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,16-Jul-2026 16:05:12,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106700192,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,16-Jul-2026 16:07:34,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106700196,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,16-Jul-2026 16:09:29,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106700200,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,16-Jul-2026 16:11:14,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Investor Presentation,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106700609,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,16-Jul-2026 19:45:23,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Acquisition,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106700674,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,16-Jul-2026 20:37:17,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_TECHM_106701371,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TECHM,17-Jul-2026 13:57:27,2026-07-17,regular_session,2026-07-17,first_real_tick_after_announcement,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700151,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 15:49:54,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700155,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 15:52:41,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Dividend,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700161,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 15:55:25,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700170,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 15:58:02,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Record Date,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700314,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 17:19:37,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700663,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 20:27:05,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-17_WIPRO_106700695,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,16-Jul-2026 20:59:03,2026-07-16,post_close,2026-07-17,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_AXISBANK_106703402,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,20-Jul-2026 15:19:45,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_BAJAJ-AUTO_106701591,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,17-Jul-2026 16:27:40,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_BHARTIARTL_106701559,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,17-Jul-2026 16:13:26,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Action(s) taken or orders passed,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_BHARTIARTL_106702038,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,17-Jul-2026 19:31:45,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Action(s) taken or orders passed,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_BRITANNIA_106701684,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BRITANNIA,17-Jul-2026 16:58:52,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_HCLTECH_106701955,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,17-Jul-2026 18:51:06,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_HCLTECH_106703288,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,20-Jul-2026 13:16:48,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_ITC_106703368,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ITC,20-Jul-2026 14:44:43,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_LT_106701686,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,LT,17-Jul-2026 17:00:01,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_LT_106702971,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,LT,20-Jul-2026 09:09:48,2026-07-20,pre_open_or_overnight,2026-07-20,market_open_same_day,Bagging/Receiving of orders/contracts,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_ONGC_106701922,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ONGC,17-Jul-2026 18:35:05,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_RELIANCE_106701986,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:07:44,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_RELIANCE_106702014,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:19:47,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_RELIANCE_106702019,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:23:12,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Investor Presentation,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_ULTRACEMCO_106703342,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:22:16,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_ULTRACEMCO_106703346,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:26:28,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Investor Presentation,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_ULTRACEMCO_106703351,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:28:05,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-20_ULTRACEMCO_106703362,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:42:09,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Appointment,1,1,1,zerodha_2x_all_in_cost_proxy,0
