dataset,layer,column,arrow_type,nullable,recommended_type_note
phase9_tier_c_features_5m,synthetic_feature_product,mid_price,double,True,candidate for fixed-point integer ticks where exact tick-grid replay is required
phase9_tier_c_features_5m,synthetic_feature_product,spread_ticks,int64,True,
phase9_tier_c_features_5m,synthetic_feature_product,spread,double,True,candidate for fixed-point integer ticks where exact tick-grid replay is required
phase9_tier_c_features_5m,synthetic_feature_product,l1_imbalance,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,l5_imbalance,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,microprice_l1,double,True,candidate for fixed-point integer ticks where exact tick-grid replay is required
phase9_tier_c_features_5m,synthetic_feature_product,mlofi_qty,double,True,integer quantity/order type preferred
phase9_tier_c_features_5m,synthetic_feature_product,momentum_3,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,local_volatility_6,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,book_slope_l5,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,book_convexity_l5,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,event_intensity_proxy,double,True,
phase9_tier_c_features_5m,synthetic_feature_product,is_market_shock_day,bool,True,boolean flag is appropriate
phase9_tier_c_features_5m,synthetic_feature_product,is_symbol_shock,bool,True,boolean flag is appropriate
phase9_tier_c_features_5m,synthetic_feature_product,is_duplicate,bool,True,boolean flag is appropriate
phase9_tier_c_features_5m,synthetic_feature_product,is_disconnect_gap,bool,True,boolean flag is appropriate
phase9_tier_c_features_5m,synthetic_feature_product,is_out_of_order_injected,bool,True,boolean flag is appropriate
phase9_tier_c_features_5m,synthetic_feature_product,mid_return_1,double,True,candidate for fixed-point integer ticks where exact tick-grid replay is required
phase9_tier_c_features_5m,synthetic_feature_product,future_mid_return_1,double,True,candidate for fixed-point integer ticks where exact tick-grid replay is required
