phase296_variant_id,feed_profile,strategy_family,intensity_threshold_quantile,beyond_l1_materiality_quantile,spread_regime,daily_event_limit,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,uses_l1_l5_spread_proxy,raw_l1_l5_book_state_persisted,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,112,5,112,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,109,5,109,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,105,5,105,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,317,7,115,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,303,7,114,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,288,7,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,1,86,3,86,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,3,84,3,84,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,6,78,3,78,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,1,263,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,3,250,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,6,235,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,1,77,4,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,3,76,4,76,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,6,71,4,71,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,1,222,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,3,212,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,6,198,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,1,168,13,168,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,3,158,13,158,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,6,147,13,147,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,1,499,16,171,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,3,477,15,169,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,6,439,15,162,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,1,108,13,108,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,3,97,13,97,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,6,94,12,94,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,1,316,14,113,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,3,290,13,108,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,6,274,12,106,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,167,10,167,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,155,10,155,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,138,10,138,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,494,13,170,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,464,13,167,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,423,13,159,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,109,12,109,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,101,11,101,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,87,10,87,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,310,17,111,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,288,17,107,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,264,16,102,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,1,171,8,171,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,3,164,8,164,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,6,157,8,157,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,1,506,13,176,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,3,486,13,175,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,6,461,13,175,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,1,109,10,109,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,3,106,10,106,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,6,104,10,104,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,1,313,13,113,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,3,302,13,111,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,6,288,13,110,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,170,6,170,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,162,5,162,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,149,5,149,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,505,10,176,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,477,10,176,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,448,10,174,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,110,7,110,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,108,7,108,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,102,7,102,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,315,11,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,301,11,112,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,284,11,111,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,169,4,169,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,163,4,163,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,152,4,152,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,503,8,176,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,476,8,176,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,442,8,175,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,112,5,112,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,109,5,109,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,105,5,105,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,317,7,115,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,303,7,114,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,288,7,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,1,88,3,88,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,3,86,3,86,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,6,79,3,79,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,1,263,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,3,250,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,6,234,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,1,77,4,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,3,76,4,76,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,6,71,4,71,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,1,224,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,3,214,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,6,200,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,1,168,13,168,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,3,160,13,160,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,6,149,13,149,1,1,1,0,0,0,fixed_initial_capital
