scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase296_variant_id,feed_profile,strategy_family,spread_regime,daily_event_limit,exit_horizon_ticks,selected_event_rows,uses_top5,uses_levels_2_to_5,uses_l1_l5_spread_proxy,raw_l1_l5_book_state_persisted,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC1_COST200,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,1,cost200,2.0,0.0,332,3,329,0,329,0,1,1,14,1,116,-655.337290129881,-0.06553372901298811,-0.142366376821319,1,0,300000.0,0.3,0.09909638554216867,-655.337290129881,1,0,0,0,0,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,1,332,1,1,1,0,0,0,0,0,0,0
P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,2,cost200,2.0,0.0,332,6,326,0,326,0,1,1,14,2,116,-692.8222777778925,-0.06928222777778925,-0.15050966724140424,1,0,600000.0,0.6,0.19728915662650603,-959.4779276462602,1,0,0,0,0,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,1,332,1,1,1,0,0,0,0,0,0,0
P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,316,3,313,0,313,0,1,1,14,1,116,914.7167614304735,0.09147167614304735,0.1987143309314477,1,0,300000.0,0.3,0.0990506329113924,0.0,1,0,0,0,0,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,316,1,1,1,0,0,0,0,0,0,0
P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,316,6,310,0,310,0,1,1,14,2,116,-445.34141062738536,-0.044534141062738536,-0.09674658230870786,1,0,600000.0,0.6,0.19715189873417724,-1526.19383877882,1,0,0,0,0,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,316,1,1,1,0,0,0,0,0,0,0
P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,289,3,286,0,286,0,1,1,14,1,113,-31.289566068420413,-0.0031289566068420415,-0.006977850132072518,1,0,300000.0,0.3,0.09896193771626298,-607.5478158693652,1,0,0,0,0,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,6,289,1,1,1,0,0,0,0,0,0,0
P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,289,6,283,0,283,0,1,1,14,2,113,-2316.100476742887,-0.23161004767428872,-0.5165109027780598,1,0,600000.0,0.6,0.19688581314878895,-2316.100476742887,1,0,0,0,0,P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,6,289,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,168,1,167,0,167,0,1,1,6,1,168,-216.52201800818966,-0.021652201800818966,-0.03247830270122845,1,0,100000.0,0.1,0.0994047619047619,-216.52201800818966,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,168,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,168,2,166,0,166,0,1,1,6,2,168,-525.0779520246067,-0.05250779520246067,-0.07876169280369101,1,0,200000.0,0.2,0.19821428571428573,-525.0779520246067,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,168,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,160,1,159,0,159,0,1,1,5,1,160,-472.32010804911596,-0.047232010804911594,-0.07439041701773576,1,0,100000.0,0.1,0.099375,-472.32010804911596,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,160,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,2,cost200,2.0,0.0,160,2,158,0,158,0,1,1,5,2,160,-755.4194137959507,-0.07554194137959508,-0.11897855767286225,1,0,200000.0,0.2,0.19812500000000002,-755.4194137959507,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,160,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,1000000.0,100000.0,1,cost200,2.0,0.0,148,1,147,0,147,0,1,1,5,1,148,167.1751170531997,0.01671751170531997,0.028464952363112382,1,0,100000.0,0.1,0.09932432432432434,0.0,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,148,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,1000000.0,100000.0,2,cost200,2.0,0.0,148,2,146,0,146,0,1,1,5,2,148,460.03202590574745,0.04600320259057475,0.0783297773839516,1,0,200000.0,0.2,0.19797297297297298,0.0,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,148,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,1,cost200,2.0,0.0,505,3,502,0,502,0,1,1,10,2,176,-517.0343956256202,-0.051703439562562015,-0.07402992482821379,1,0,300000.0,0.3,0.09940594059405941,-555.0445911683703,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,1,505,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,2,cost200,2.0,0.0,505,6,499,0,499,0,1,1,10,3,176,-987.5885256359396,-0.09875885256359397,-0.141404720716055,1,0,600000.0,0.6,0.19821782178217823,-987.5885256359396,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,1,505,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,477,3,474,0,474,0,1,1,10,2,176,-870.7926163257935,-0.08707926163257934,-0.1246816700648295,1,0,300000.0,0.3,0.09937106918238994,-870.7926163257935,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,3,477,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,477,6,471,0,471,0,1,1,10,3,176,-2009.7955862600647,-0.20097955862600647,-0.2877661862145093,1,0,600000.0,0.6,0.19811320754716982,-2009.7955862600647,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,3,477,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,449,3,446,0,446,0,1,1,10,2,174,-89.84589031590338,-0.008984589031590337,-0.013012163425061866,1,0,300000.0,0.3,0.09933184855233854,-580.5814492331176,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,449,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,449,6,443,0,443,0,1,1,10,3,174,-866.0646009121965,-0.08660646009121964,-0.12543004564935256,1,0,600000.0,0.6,0.1979955456570156,-1356.8001598294109,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,449,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,110,1,109,0,109,0,1,1,7,1,110,-308.555934016417,-0.030855593401641696,-0.07068735942921553,1,0,100000.0,0.1,0.09909090909090909,-308.555934016417,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,110,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,110,2,108,0,108,0,1,1,7,1,110,-127.85322250654247,-0.012785322250654247,-0.029290010974226094,1,0,200000.0,0.2,0.1972727272727273,-308.555934016417,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,110,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,108,1,107,0,107,0,1,1,7,1,108,-283.0993057468347,-0.02830993057468347,-0.06605650467426144,1,0,100000.0,0.1,0.09907407407407408,-283.0993057468347,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,108,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,2,cost200,2.0,0.0,108,2,106,0,106,0,1,1,7,1,108,102.67902739851519,0.01026790273985152,0.02395843972632021,1,0,200000.0,0.2,0.19722222222222222,-283.0993057468347,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,108,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,1000000.0,100000.0,1,cost200,2.0,0.0,102,1,101,0,101,0,1,1,7,1,102,292.85690885254775,0.029285690885254772,0.07235288336357061,1,0,100000.0,0.1,0.09901960784313726,0.0,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,102,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,1000000.0,100000.0,2,cost200,2.0,0.0,102,2,100,0,100,0,1,1,7,1,102,34.569617798978186,0.0034569617798978188,0.008540729103276964,1,0,200000.0,0.2,0.1970588235294118,-258.28729105356956,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,102,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,1,cost200,2.0,0.0,313,3,310,0,310,0,1,1,11,1,113,-470.55413001031945,-0.04705541300103194,-0.10493773518814203,1,0,300000.0,0.3,0.09904153354632587,-470.55413001031945,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,1,313,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,2,cost200,2.0,0.0,313,6,307,0,307,0,1,1,11,1,113,-993.2164667902578,-0.09932164667902578,-0.22149606162048227,1,0,600000.0,0.6,0.19712460063897763,-993.2164667902578,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,1,313,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,299,3,296,0,296,0,1,1,11,1,112,-1139.0029699342713,-0.11390029699342712,-0.25627566823521103,1,0,300000.0,0.3,0.09899665551839465,-1139.0029699342713,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,3,299,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,299,5,294,1,293,0,1,1,11,1,112,-1540.401838545392,-0.1540401838545392,-0.3465904136727132,1,0,500000.0,0.5,0.19732441471571907,-1540.401838545392,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,3,299,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,282,3,279,0,279,0,1,1,11,1,111,-776.2187105962932,-0.07762187105962932,-0.17622262618942874,1,0,300000.0,0.3,0.09893617021276596,-776.2187105962932,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,282,1,1,1,0,0,0,0,0,0,0
