strategy_id,execution_profile,fill_model,queue_position_bucket,trade_date,orders,mean_fill_ratio,submitted_notional_inr,filled_notional_inr,unfilled_notional_inr,filled_net_pnl_inr,filled_cost_inr,risk_adjusted_net_pnl_inr,max_intraday_drawdown_inr,max_abs_position_units,position_limit_breach_rows,daily_loss_limit_breach_rows,daily_halt_rows
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-05,1840,0.75,184000000.0,138000000.0,46000000.0,226022.88380330853,136462.65664849716,226022.88380330853,-5668.890811250333,46.5,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-06,2546,0.7398664571877455,254600000.0,188370000.0,66230000.0,899061.3802133086,187566.73655481284,899061.3802133086,-15362.48878017944,45.15,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-07,1106,0.75,110600000.0,82950000.0,27650000.0,128237.12808401596,82964.53280993718,128237.12808401596,-6284.294981677682,90.0,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-10,2889,0.7433541017653168,288900000.0,214755000.0,74145000.0,898704.5749523463,216775.97100369667,898704.5749523463,-8646.334762694903,294.45,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-11,978,0.75,97800000.0,73350000.0,24450000.0,291442.01438119845,73743.39630112561,291442.01438119845,-7851.0811618384905,85.5,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-12,3306,0.741745311554749,330600000.0,245221000.0,85379000.0,1697713.610973729,250278.79752185737,1697713.610973729,-17158.634914895287,273.0,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-13,4098,0.7469058077110786,409800000.0,306082000.0,103718000.0,2670389.113986082,312412.4835307906,2670389.113986082,-53036.294249143175,600.58,567,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-14,1669,0.75,166900000.0,125175000.0,41725000.0,503872.69086319883,125395.1219383269,503872.69086319883,-19342.637083088746,218.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-17,3595,0.75,359500000.0,269625000.0,89875000.0,3024403.397874443,273456.06226113485,3024403.397874443,-17846.722582564747,503.25,11,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-18,3001,0.75,300100000.0,225075000.0,75025000.0,1240752.489589316,228003.68101844855,1240752.489589316,-14447.45533175455,92.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-19,1857,0.75,185700000.0,139275000.0,46425000.0,157032.9658703373,140028.92625217626,157032.9658703373,-9389.617849915678,219.75,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-20,4501,0.6704532326149745,450100000.0,301771000.0,148329000.0,170626.0959865387,320421.8027475267,170626.0959865387,-108817.0951671243,777.9399999999999,1639,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-21,2237,0.6494948591864104,223700000.0,145292000.0,78408000.0,649009.348551148,151223.65523299185,649009.348551148,-11284.37406250745,63.37,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-24,3082,0.7423069435431537,308200000.0,228779000.0,79421000.0,1829404.6399849586,232157.71176711834,1829404.6399849586,-29077.745366190822,291.22,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-25,1664,0.75,166400000.0,124800000.0,41600000.0,1207145.4744499887,123911.30737530868,1207145.4744499887,-12227.525950563373,315.75,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-26,4686,0.7070315834400341,468600000.0,331315000.0,137285000.0,1194732.1066635654,343880.90380090836,1194732.1066635654,-23834.689913326292,70.62,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-27,3927,0.7454163483575248,392700000.0,292725000.0,99975000.0,1106102.4438341937,297546.2091896552,1106102.4438341937,-9170.59160396445,163.8,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-28,2702,0.75,270200000.0,202650000.0,67550000.0,1133023.929003073,204088.29955108222,1133023.929003073,-8549.113376608904,133.5,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-08-31,2249,0.656345042240996,224900000.0,147612000.0,77288000.0,650266.7022569079,157195.67664604908,650266.7022569079,-26236.843941592146,17.919999999999998,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-01,3793,0.7455813340363827,379300000.0,282799000.0,96501000.0,3072098.2689178195,287696.4265295035,3072098.2689178195,-11151.524203996814,269.41,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-02,2120,0.740061320754717,212000000.0,156893000.0,55107000.0,469782.7668258664,159476.81007157572,469782.7668258664,-19792.02990414152,99.51,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-03,1815,0.75,181500000.0,136125000.0,45375000.0,153986.44508526477,136720.95875444406,153986.44508526477,-30518.00135268273,569.25,247,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-04,2568,0.601113707165109,256800000.0,154366000.0,102434000.0,-149667.5833406705,165865.79051390878,-75482.45130186102,-181225.6414538959,254.44,0,1156,1156
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-07,2336,0.75,233600000.0,175200000.0,58400000.0,768171.2434090271,176974.49307123042,768171.2434090271,-13690.947296784841,38.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-08,1010,0.7196732673267326,101000000.0,72687000.0,28313000.0,34577.1036937874,77491.85596415454,34577.1036937874,-24974.73497083819,162.61,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-09,3908,0.6372517911975435,390800000.0,249038000.0,141762000.0,1824434.5971478,267199.5737853592,1824434.5971478,-16983.588511111215,146.58,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-10,2202,0.75,220200000.0,165150000.0,55050000.0,388742.78013988584,165135.83217983993,388742.78013988584,-3618.343362966887,161.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-11,3334,0.75,333400000.0,250050000.0,83350000.0,891764.7508575658,253545.8758256829,891764.7508575658,-15074.08827161201,384.0,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-14,1522,0.75,152200000.0,114150000.0,38050000.0,79131.1522575971,114158.79301237508,79131.1522575971,-19584.134618961514,196.5,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-15,2060,0.7443203883495145,206000000.0,153330000.0,52670000.0,1845836.5053854953,153900.01723479913,1845836.5053854953,-22983.177420245018,527.4,93,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-16,3115,0.668744783306581,311500000.0,208314000.0,103186000.0,1914574.9514742768,220923.80329264296,1914574.9514742768,-17191.793571554444,122.56,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-17,1930,0.75,193000000.0,144750000.0,48250000.0,274753.8053603775,144759.97986380509,274753.8053603775,-6933.505514067923,269.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-18,1791,0.7410106085985484,179100000.0,132715000.0,46385000.0,925901.4000822664,133240.448340195,925901.4000822664,-7732.545008133267,337.55,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-21,2745,0.75,274500000.0,205875000.0,68625000.0,3157981.5939601436,208317.82335086912,3157981.5939601436,-36280.034805208445,732.0,923,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-22,766,0.7411879895561357,76600000.0,56775000.0,19825000.0,839024.3444140377,57350.57135358267,839024.3444140377,-13530.004073238146,97.35,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-23,3534,0.6605885681946803,353400000.0,233452000.0,119948000.0,1998719.0744438395,252175.68828445865,1998719.0744438395,-62215.737808589474,809.08,1292,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-24,1983,0.75,198300000.0,148725000.0,49575000.0,1288299.7430515846,149024.5273459599,1288299.7430515846,-18733.937303677085,356.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-25,3809,0.6636702546600157,380900000.0,252792000.0,128108000.0,2277179.296921125,264934.97068305966,2277179.296921125,-34255.17350086011,167.72,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-28,2433,0.75,243300000.0,182475000.0,60825000.0,389213.62942879536,183662.2193277706,389213.62942879536,-17319.54444804277,196.5,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-29,1349,0.75,134900000.0,101175000.0,33725000.0,457588.8772880149,101295.37310191536,457588.8772880149,-7336.7401775683975,32.25,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-09-30,1829,0.75,182900000.0,137175000.0,45725000.0,1076499.578639082,137088.01268315365,1076499.578639082,-18250.169964209195,261.75,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-10-01,749,0.6700801068090787,74900000.0,50189000.0,24711000.0,182972.46627373283,51809.85829111392,182972.46627373283,-9997.365062843426,67.05,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-10-02,1880,0.7026117021276597,188000000.0,132091000.0,55909000.0,1301815.482766888,135919.5699182718,1301815.482766888,-10236.828626249451,119.04,0,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-10-05,2256,0.7477393617021277,225600000.0,168690000.0,56910000.0,1023703.9869930622,170113.40160216668,1023703.9869930622,-13487.173319410424,605.4,437,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-10-06,5036,0.7439237490071485,503600000.0,374640000.0,128960000.0,3098705.248469497,383679.0687558858,3098705.248469497,-21113.066334079485,678.75,1456,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-10-07,2144,0.7432835820895521,214400000.0,159360000.0,55040000.0,751161.1949754,160066.10501142632,751161.1949754,-9117.01261587313,681.3,540,0,0
S01,retail_marketable_default,neutral_partial,middle_queue_proxy,2026-10-08,2749,0.5995634776282285,274900000.0,164820000.0,110080000.0,453132.1892928815,180995.97475951054,453132.1892928815,-21404.693003034772,39.28,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-14,1993,0.45,199300000.0,89685000.0,109615000.0,536214.2894667567,89809.1945355091,536214.2894667567,-6173.248917496763,220.5,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-15,2480,0.2654637096774194,248000000.0,65835000.0,182165000.0,474817.0608818913,68828.52162072923,474817.0608818913,-6446.951697074124,102.30000000000001,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-16,3041,0.32282144031568566,304100000.0,98170000.0,205930000.0,748793.5589343247,103203.85302060281,748793.5589343247,-11333.503760757332,36.449999999999996,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-17,2088,0.45,208800000.0,93960000.0,114840000.0,31477.792701157967,94063.84582930154,31477.792701157967,-17476.109649920578,10.35,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-20,1520,0.4212828947368421,152000000.0,64035000.0,87965000.0,2888513.8443580014,65690.56687107965,2888513.8443580014,-15123.048320466565,367.25,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-21,4056,0.44903846153846155,405600000.0,182130000.0,223470000.0,46370.095852472994,184032.96123786687,46370.095852472994,-34952.68319012191,210.6,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-22,494,0.45,49400000.0,22230000.0,27170000.0,132523.95483781598,22035.734363848944,132523.95483781598,-2570.342964279651,65.25,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-23,1859,0.41358257127487896,185900000.0,76885000.0,109015000.0,380511.4260335586,77585.82952225656,380511.4260335586,-8070.189759771747,120.7,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-24,3383,0.45000000000000007,338300000.0,152235000.0,186065000.0,2124933.6401632773,154045.33044351035,2124933.6401632773,-9954.952967300778,126.9,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-27,2976,0.45,297600000.0,133920000.0,163680000.0,596584.5886566571,134287.33228075865,596584.5886566571,-11839.795007763423,312.3,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-28,3171,0.44202144433932516,317100000.0,140165000.0,176935000.0,993935.8359554062,142278.2205954952,993935.8359554062,-23388.048288391205,253.8,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-29,3156,0.45,315600000.0,142020000.0,173580000.0,2000516.895608257,142876.03585645524,2000516.895608257,-14948.408906478067,747.0,999,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-30,3505,0.4432097004279601,350500000.0,155345000.0,195155000.0,1725275.9840710699,156955.57331123741,1725275.9840710699,-12170.898943539243,315.45,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-07-31,2855,0.44737302977232923,285500000.0,127725000.0,157775000.0,960421.9535435948,130574.10697758646,960421.9535435948,-9296.601380644337,214.5,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-03,1797,0.45,179700000.0,80865000.0,98835000.0,107866.54677805277,81560.16049274847,107866.54677805277,-17575.70216012028,48.6,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-04,3398,0.4318716892289582,339800000.0,146750000.0,193050000.0,668147.516004876,150223.7965025169,668147.516004876,-7670.396779205184,205.95000000000002,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-05,1840,0.45,184000000.0,82800000.0,101200000.0,135613.73028198513,81877.5939890983,135613.73028198513,-3401.3344867502,27.900000000000002,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-06,2546,0.4331107619795758,254600000.0,110270000.0,144330000.0,524947.2999327134,109745.52881147573,524947.2999327134,-9217.49326810766,31.25,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-07,1106,0.45,110600000.0,49770000.0,60830000.0,76942.27685040957,49778.719685962315,76942.27685040957,-3770.576989006615,54.0,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-10,2889,0.4389235029421945,288900000.0,126805000.0,162095000.0,528967.3279780345,127898.34809094887,528967.3279780345,-5187.800857616938,179.55,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-11,978,0.45,97800000.0,44010000.0,53790000.0,174865.2086287191,44246.03778067537,174865.2086287191,-4710.648697103097,51.300000000000004,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-12,3306,0.43610102843315185,330600000.0,144175000.0,186425000.0,1007854.736190976,147181.59941684513,1007854.736190976,-10295.180948937195,164.6,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-13,4098,0.444716935090288,409800000.0,182245000.0,227555000.0,1570199.8963514261,186088.00538660178,1570199.8963514261,-31821.7765494859,360.65000000000003,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-14,1669,0.45000000000000007,166900000.0,75105000.0,91795000.0,302323.6145179193,75237.07316299614,302323.6145179193,-11605.582249853294,130.95000000000002,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-17,3595,0.45,359500000.0,161775000.0,197725000.0,1814642.0387246658,164073.63735668093,1814642.0387246658,-10708.03354953885,301.95,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-18,3001,0.45,300100000.0,135045000.0,165055000.0,744451.4937535897,136802.20861106913,744451.4937535897,-8668.473199052736,55.35,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-19,1857,0.45,185700000.0,83565000.0,102135000.0,94219.77952220239,84017.35575130575,94219.77952220239,-5633.770709949406,131.85,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-20,4501,0.31493001555209954,450100000.0,141750000.0,308350000.0,389928.603071715,148810.78514473257,389928.603071715,-31483.460385802355,318.05,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-21,2237,0.27995082700044704,223700000.0,62625000.0,161075000.0,348393.7752406957,63903.94229199513,348393.7752406957,-6336.592003286252,25.35,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-24,3082,0.43700519143413374,308200000.0,134685000.0,173515000.0,1129820.7301109182,136660.23826396064,1129820.7301109182,-17446.647219714498,164.3,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-25,1664,0.45000000000000007,166400000.0,74880000.0,91520000.0,724287.2846699932,74346.78442518521,724287.2846699932,-7336.515570338117,189.45000000000002,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-26,4686,0.3769632949210414,468600000.0,176645000.0,291955000.0,524407.7593236215,181694.21954771652,524407.7593236215,-13361.271475203393,88.45,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-27,3927,0.44236058059587474,392700000.0,173715000.0,218985000.0,654786.6280642617,176488.49809976,654786.6280642617,-5502.354962378624,98.60000000000001,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-28,2702,0.45,270200000.0,121590000.0,148610000.0,679814.3574018438,122452.97973064934,679814.3574018438,-5129.46802596534,80.10000000000001,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-08-31,2249,0.2938639395286794,224900000.0,66090000.0,158810000.0,260328.04382269073,69439.27338161631,260328.04382269073,-13064.858172131062,21.9,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-01,3793,0.4424070656472449,379300000.0,167805000.0,211495000.0,1820247.9329046297,170865.1259538603,1820247.9329046297,-6690.914522398089,163.45000000000002,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-02,2120,0.4321462264150943,212000000.0,91615000.0,120385000.0,274757.373011019,93028.65048509634,274757.373011019,-12259.638186616921,65.75,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-03,1815,0.45,181500000.0,81675000.0,99825000.0,92391.86705115886,82032.57525266644,92391.86705115886,-18310.80081160964,341.55,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-04,2568,0.19826713395638632,256800000.0,50915000.0,205885000.0,-10713.540330401736,54218.136268579554,-10713.540330401736,-33856.032641727885,68.35000000000001,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-07,2336,0.45,233600000.0,105120000.0,128480000.0,460902.7460454163,106184.69584273825,460902.7460454163,-8214.568378070893,22.95,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-08,1010,0.39514851485148517,101000000.0,39910000.0,61090000.0,26599.94275387923,42298.19142807195,26599.94275387923,-11140.615302459775,76.80000000000001,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-09,3908,0.2599795291709314,390800000.0,101600000.0,289200000.0,703911.2759514546,107593.80790413292,703911.2759514546,-8001.197389156579,53.300000000000004,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-10,2202,0.45,220200000.0,99090000.0,121110000.0,233245.66808393152,99081.49930790396,233245.66808393152,-2171.0060177801315,96.75,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-11,3334,0.45,333400000.0,150030000.0,183370000.0,535058.8505145394,152127.52549540973,535058.8505145394,-9044.452962967189,230.4,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-14,1522,0.45,152200000.0,68490000.0,83710000.0,47478.691354558265,68495.27580742505,47478.691354558265,-11750.480771376911,117.9,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-15,2060,0.4405339805825243,206000000.0,90750000.0,115250000.0,1086094.0809865529,91112.81271278972,1086094.0809865529,-13789.906452147057,311.0,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-16,3115,0.3125040128410915,311500000.0,97345000.0,214155000.0,984773.3383449222,101543.9581005999,984773.3383449222,-9083.991533468143,150.85,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-17,1930,0.45,193000000.0,86850000.0,106150000.0,164852.2832162265,86855.98791828305,164852.2832162265,-4160.103308440753,161.55,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-18,1791,0.434785036292574,179100000.0,77870000.0,101230000.0,542884.1091677344,78285.64527148935,542884.1091677344,-4201.324466346443,198.5,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-21,2745,0.45,274500000.0,123525000.0,150975000.0,1894788.9563760862,124990.69401052149,1894788.9563760862,-21768.02088312502,439.2,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-22,766,0.43531331592689293,76600000.0,33345000.0,43255000.0,482773.36508215393,33667.333362829886,482773.36508215393,-8118.002443942889,51.85,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-23,3534,0.30005659309564237,353400000.0,106040000.0,247360000.0,1374257.0868292106,112802.52797116028,1374257.0868292106,-23070.220238644048,419.1,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-24,1983,0.45,198300000.0,89235000.0,109065000.0,772979.8458309508,89414.71640757595,772979.8458309508,-11240.362382206251,213.75,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-25,3809,0.30294040430559205,380900000.0,115390000.0,265510000.0,964293.1463342276,119219.89764996772,964293.1463342276,-16694.9908759557,156.8,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-28,2433,0.45000000000000007,243300000.0,109485000.0,133815000.0,233528.17765727724,110197.33159666236,233528.17765727724,-10391.72666882566,117.9,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-29,1349,0.45000000000000007,134900000.0,60705000.0,74195000.0,274553.32637280895,60777.22386114922,274553.32637280895,-4402.044106541056,19.35,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-09-30,1829,0.45,182900000.0,82305000.0,100595000.0,645899.7471834492,82252.80760989219,645899.7471834492,-10950.101978525518,157.05,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-10-01,749,0.31475300400534045,74900000.0,23575000.0,51325000.0,96314.28597148455,24075.283268995576,96314.28597148455,-6107.996435416935,26.450000000000003,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-10-02,1880,0.36984042553191493,188000000.0,69530000.0,118470000.0,608808.8252425877,70942.79204714265,608808.8252425877,-6142.097175749717,97.05,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-10-05,2256,0.4462322695035461,225600000.0,100670000.0,124930000.0,607304.8870985846,101529.22593064263,607304.8870985846,-8092.303991646255,364.2,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-10-06,5036,0.4398729150119143,503600000.0,221520000.0,282080000.0,1861108.2265289633,226752.15940906425,1861108.2265289633,-11340.9715417673,400.85,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-10-07,2144,0.43880597014925377,214400000.0,94080000.0,120320000.0,445450.5434702178,94545.28527690483,445450.5434702178,-5470.207569523889,401.1,0,0,0
S01,retail_marketable_default,pessimistic_partial,back_queue_proxy,2026-10-08,2749,0.19918152055292837,274900000.0,54755000.0,220145000.0,150306.569858393,60160.308727536816,150306.569858393,-7134.897667678262,14.450000000000001,0,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-14,1945,1.0,194500000.0,194500000.0,0.0,-1489987.7290145005,234505.28750086797,-75575.5325513431,-1493498.1296457916,511.0,23,1794,1794
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-15,2453,0.9737749694251937,245300000.0,238867000.0,6433000.0,-611471.7414822485,302041.85009605583,-76453.81850220122,-653675.9936511423,544.42,248,1859,1865
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-16,3024,0.9740410052910053,302400000.0,294550000.0,7850000.0,-460652.13273784146,389220.86536391574,-79882.11173517011,-493579.3574774349,137.46,0,2407,2580
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-17,2052,1.0,205200000.0,205200000.0,0.0,235793.52740209256,247368.45942420725,235793.52740209256,-35689.34287011581,74.0,0,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-20,1502,0.994121171770972,150200000.0,149317000.0,883000.0,-611853.0023762297,198820.34340920928,-77271.91940750371,-644404.48397329,794.24,558,1368,1368
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-21,4076,0.9999950932286555,407600000.0,407598000.0,2000.0,85804.19332753342,496886.6670334108,85804.19332753342,-39335.65999379128,477.98,0,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-22,483,1.0,48300000.0,48300000.0,0.0,69777.66891547908,59104.969597515286,69777.66891547908,-10917.64976557439,142.0,0,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-23,1848,0.9865097402597403,184800000.0,182307000.0,2493000.0,-34033.51011102324,228060.59163544615,-34033.51011102324,-74784.24751567171,266.0,0,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-24,3356,1.0,335600000.0,335600000.0,0.0,-657027.3432521177,407979.97466360655,-76372.01179374993,-707461.02730642,285.0,0,2206,2309
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-27,2967,1.0,296700000.0,296700000.0,0.0,-608911.0961098769,359530.5134974448,-76322.82131805344,-620591.2805719755,701.0,818,2314,2319
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-28,3162,0.9995414294750159,316200000.0,316055000.0,145000.0,3111637.188800167,387380.54508882866,3111637.188800167,-34122.004848752986,597.89,564,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-29,3080,1.0,308000000.0,308000000.0,0.0,-1159153.443292341,373518.4266848034,-76273.75555554638,-1164937.7735160212,1578.0,1958,2672,2684
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-30,3467,0.9697231035477357,346700000.0,336203000.0,10497000.0,-579952.8976916871,435612.0034524926,-75849.59258776008,-603133.4584376346,686.13,982,2389,2638
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-07-31,2815,0.9997158081705151,281500000.0,281420000.0,80000.0,-865091.931549111,345746.62523420394,-77153.53020359778,-876583.6366989947,449.2,0,2268,2278
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-08-03,1767,1.0,176700000.0,176700000.0,0.0,-124520.43903844575,215858.5212015351,-76163.86371193924,-142367.23859449947,105.0,0,241,253
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-08-04,3411,0.9994488419818235,341100000.0,340912000.0,188000.0,158684.8185658407,418549.83686134533,158684.8185658407,-65768.3101198413,455.8,0,0,0
S01,stressed_retail,optimistic_marketable,front_or_marketable,2026-08-05,1772,1.0,177200000.0,177200000.0,0.0,-218838.5365146693,211496.85285122716,-75128.3528674002,-225052.2171622811,35.0,0,1091,1098
