strategy_id,risk_requirement,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,blocking_gap,evidence_source,required_next_evidence,acceptance_eligible_now
S06,daily_loss_limit_validation,no acceptance-run daily-loss breach or unhandled halt under current limits,9 severity rows; current_limit_pass_rows=0,proxy_daily_loss_summary_available_not_acceptance,True,False,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",False
S06,drawdown_breach_validation,no acceptance-run drawdown breach under current limits,9 severity rows; high_severity_rows=2,proxy_drawdown_breach_summary_available_not_acceptance,True,False,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,False
S06,position_limit_validation,no acceptance-run position-limit breach under current limits,9 severity rows; current_limit_pass_rows=0,proxy_position_limit_summary_available_not_acceptance,True,False,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,False
S06,strategy_full_run_coverage,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=partial_missing_required_features,proxy_full_run_available_not_acceptance,True,False,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,False
S06,tail_loss_validation,1pct tail trade loss within current limit and no tail breach under current profile,36 sensitivity rows; all_profile_pass_rows=7; high_limit_rows=14,proxy_tail_loss_sensitivity_available_not_acceptance,True,False,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,False
S07,broker_exchange_fill_provenance,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,False
S07,contract_note_and_cost_reconciliation,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,False
S07,daily_equity_curve_and_halt_coverage,"daily equity curves, halt state and loss-limit state for every traded day",531 daily rows over up to 59 trade dates,proxy_daily_risk_state_available_not_acceptance,True,False,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",False
S07,daily_loss_limit_validation,no acceptance-run daily-loss breach or unhandled halt under current limits,9 severity rows; current_limit_pass_rows=0,proxy_daily_loss_summary_available_not_acceptance,True,False,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",False
S07,drawdown_breach_validation,no acceptance-run drawdown breach under current limits,9 severity rows; high_severity_rows=9,proxy_drawdown_breach_summary_available_not_acceptance,True,False,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,False
S07,position_limit_validation,no acceptance-run position-limit breach under current limits,9 severity rows; current_limit_pass_rows=0,proxy_position_limit_summary_available_not_acceptance,True,False,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,False
S07,strategy_full_run_coverage,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=runnable_proxy,proxy_full_run_available_not_acceptance,True,False,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,False
S07,tail_loss_validation,1pct tail trade loss within current limit and no tail breach under current profile,36 sensitivity rows; all_profile_pass_rows=0; high_limit_rows=32,proxy_tail_loss_sensitivity_available_not_acceptance,True,False,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,False
S08,broker_exchange_fill_provenance,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,False
S08,contract_note_and_cost_reconciliation,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,False
S08,daily_equity_curve_and_halt_coverage,"daily equity curves, halt state and loss-limit state for every traded day",567 daily rows over up to 63 trade dates,proxy_daily_risk_state_available_not_acceptance,True,False,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",False
S08,daily_loss_limit_validation,no acceptance-run daily-loss breach or unhandled halt under current limits,9 severity rows; current_limit_pass_rows=0,proxy_daily_loss_summary_available_not_acceptance,True,False,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",False
S08,drawdown_breach_validation,no acceptance-run drawdown breach under current limits,9 severity rows; high_severity_rows=8,proxy_drawdown_breach_summary_available_not_acceptance,True,False,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,False
S08,position_limit_validation,no acceptance-run position-limit breach under current limits,9 severity rows; current_limit_pass_rows=0,proxy_position_limit_summary_available_not_acceptance,True,False,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,False
S08,strategy_full_run_coverage,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=partial_missing_required_features,proxy_full_run_available_not_acceptance,True,False,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,False
S08,tail_loss_validation,1pct tail trade loss within current limit and no tail breach under current profile,36 sensitivity rows; all_profile_pass_rows=1; high_limit_rows=28,proxy_tail_loss_sensitivity_available_not_acceptance,True,False,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,False
S09,broker_exchange_fill_provenance,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,False
S09,contract_note_and_cost_reconciliation,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,False
S09,daily_equity_curve_and_halt_coverage,"daily equity curves, halt state and loss-limit state for every traded day",567 daily rows over up to 63 trade dates,proxy_daily_risk_state_available_not_acceptance,True,False,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",False
S09,daily_loss_limit_validation,no acceptance-run daily-loss breach or unhandled halt under current limits,9 severity rows; current_limit_pass_rows=0,proxy_daily_loss_summary_available_not_acceptance,True,False,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",False
S09,drawdown_breach_validation,no acceptance-run drawdown breach under current limits,9 severity rows; high_severity_rows=9,proxy_drawdown_breach_summary_available_not_acceptance,True,False,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,False
S09,position_limit_validation,no acceptance-run position-limit breach under current limits,9 severity rows; current_limit_pass_rows=0,proxy_position_limit_summary_available_not_acceptance,True,False,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,False
S09,strategy_full_run_coverage,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=runnable_proxy,proxy_full_run_available_not_acceptance,True,False,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,False
S09,tail_loss_validation,1pct tail trade loss within current limit and no tail breach under current profile,36 sensitivity rows; all_profile_pass_rows=0; high_limit_rows=36,proxy_tail_loss_sensitivity_available_not_acceptance,True,False,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,False
S10,broker_exchange_fill_provenance,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,False
S10,contract_note_and_cost_reconciliation,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,False
S10,daily_equity_curve_and_halt_coverage,"daily equity curves, halt state and loss-limit state for every traded day",0 daily rows over up to 0 trade dates,missing_daily_risk_state,False,False,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",False
S10,daily_loss_limit_validation,no acceptance-run daily-loss breach or unhandled halt under current limits,0 severity rows; current_limit_pass_rows=0,missing_daily_loss_summary,False,False,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",False
S10,drawdown_breach_validation,no acceptance-run drawdown breach under current limits,0 severity rows; high_severity_rows=0,missing_drawdown_summary,False,False,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,False
S10,position_limit_validation,no acceptance-run position-limit breach under current limits,0 severity rows; current_limit_pass_rows=0,missing_position_limit_summary,False,False,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,False
S10,strategy_full_run_coverage,strategy has lifecycle risk rows across deployable profiles and all fill models,0 lifecycle rows; profiles=0; fill_models=0; support_level=not_supported_by_current_product,missing_current_proxy_run,False,False,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,False
S10,tail_loss_validation,1pct tail trade loss within current limit and no tail breach under current profile,0 sensitivity rows; all_profile_pass_rows=0; high_limit_rows=0,missing_tail_loss_sensitivity,False,False,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,False
S11,broker_exchange_fill_provenance,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,False
S11,contract_note_and_cost_reconciliation,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,False
S11,daily_equity_curve_and_halt_coverage,"daily equity curves, halt state and loss-limit state for every traded day",0 daily rows over up to 0 trade dates,missing_daily_risk_state,False,False,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",False
S11,daily_loss_limit_validation,no acceptance-run daily-loss breach or unhandled halt under current limits,0 severity rows; current_limit_pass_rows=0,missing_daily_loss_summary,False,False,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",False
S11,drawdown_breach_validation,no acceptance-run drawdown breach under current limits,0 severity rows; high_severity_rows=0,missing_drawdown_summary,False,False,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,False
S11,position_limit_validation,no acceptance-run position-limit breach under current limits,0 severity rows; current_limit_pass_rows=0,missing_position_limit_summary,False,False,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,False
S11,strategy_full_run_coverage,strategy has lifecycle risk rows across deployable profiles and all fill models,0 lifecycle rows; profiles=0; fill_models=0; support_level=not_supported_by_current_product,missing_current_proxy_run,False,False,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv,Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,False
