strategy_id,execution_profile,fill_model,queue_position_bucket,risk_limit_profile,profile_role,trade_dates,orders,daily_loss_limit_inr,drawdown_limit_inr,tail_trade_loss_limit_inr,max_abs_position_limit_units,breach_days,daily_loss_breach_days,drawdown_breach_days,position_limit_breach_days,tail_trade_loss_breach,breach_day_fraction,worst_daily_risk_adjusted_net_pnl_inr,tail_loss_1pct_filled_pnl_inr,max_intraday_drawdown_inr,max_abs_position_units,daily_loss_excess_ratio,drawdown_excess_ratio,position_excess_ratio,tail_loss_excess_ratio,risk_limit_severity_score,risk_limit_status,risk_pass_candidate_under_limit_profile,risk_evidence_scope,not_acceptance_grade
S01,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,166760,-75000.0,-100000.0,-35000.0,500.0,62,62,62,1,False,0.9841269841269841,-78412.28114796088,-3173.585520173721,-3310633.1169203767,815.85,0.04549708197281177,32.10633116920377,0.6317000000000002,0.0,914.842404692113,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,410666,-50000.0,-75000.0,-25000.0,250.0,42,42,40,10,False,0.7,-78243.44739357063,-4620.532682386589,-2445805.498639101,715.59,0.5648689478714126,31.610739981854685,1.8623600000000002,0.0,911.6374232431525,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,retail_marketable_default,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,879151,-50000.0,-75000.0,-25000.0,250.0,63,63,63,6,False,1.0,-81240.95110322043,-6902.461742496184,-2390343.2967974255,389.19,0.6248190220644085,30.871243957299008,0.5567599999999999,0.0,898.5367744840853,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,158070,-75000.0,-100000.0,-35000.0,500.0,45,39,40,12,False,0.7142857142857143,-78550.3240997377,-4541.440236519823,-3285297.776376496,1183.5,0.047337654663169415,31.85297776376496,1.367,0.0,896.2764568892748,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,59,227842,-50000.0,-75000.0,-25000.0,250.0,59,43,56,59,False,1.0,-78344.10990822429,-4196.012743041441,-2107033.6125700716,1097.27,0.5668821981644858,27.093781500934288,3.38908,0.0,859.2981924774693,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,59,237064,-50000.0,-75000.0,-25000.0,250.0,59,42,48,59,False,1.0,-77222.9845482786,-4211.181801812625,-2063284.6923859036,1132.29,0.5444596909655721,26.51046256514538,3.52916,0.0,846.9562564027739,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,590612,-75000.0,-100000.0,-35000.0,500.0,63,36,30,63,False,1.0,-77125.95870236872,-2574.4514106583147,-2757539.119558872,2523.75,0.02834611603158299,26.575391195588722,4.0475,0.0,846.0434327905077,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,870977,-50000.0,-75000.0,-25000.0,250.0,63,63,63,1,False,1.0,-77969.794148466,-4899.920643508245,-2244084.3505623,302.05,0.55939588296932,28.921124674164002,0.20819999999999994,0.0,841.177013928333,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,870977,-75000.0,-100000.0,-35000.0,500.0,63,63,63,0,False,1.0,-85647.84978755037,-6749.27132546079,-3018491.7207961213,436.09999999999997,0.14197133050067157,29.184917207961213,0.0,0.0,833.1722134615471,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,60,429202,-75000.0,-100000.0,-35000.0,500.0,43,42,42,3,False,0.7166666666666667,-81069.71944762759,-5568.968292290368,-3086594.051191471,743.05,0.08092959263503463,29.86594051191471,0.4861,0.0,830.0604192804103,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,60,270999,-150000.0,-200000.0,-75000.0,1000.0,27,0,24,11,False,0.45,-77931.31617752751,-6159.564357137921,-6022102.454187624,3341.98,0.0,29.11051227093812,2.34198,0.0,819.602406773453,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,449765,-75000.0,-100000.0,-35000.0,500.0,63,13,15,63,False,1.0,-77283.51111506509,-2518.3920126116727,-2663663.653645916,2387.55,0.030446814867534533,25.63663653645916,3.7751,0.0,817.1790837831672,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,pessimistic_partial,back_queue_proxy,expanded_research_limits,looser_research_sensitivity,63,432377,-150000.0,-200000.0,-75000.0,1000.0,63,0,49,63,False,1.0,-76591.09032639595,-2819.7949267311574,-5630294.925841199,2471.1,0.0,27.151474629205996,1.4710999999999999,0.0,808.2088657301499,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,63,436284,-150000.0,-200000.0,-75000.0,1000.0,63,0,62,63,False,1.0,-80296.31894517194,-6993.529752211691,-4876042.4087042725,7061.01,0.0,23.38021204352136,6.0610100000000005,0.0,805.725501088034,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,stress_capacity_limits,very_loose_stress_sensitivity,60,283411,-300000.0,-500000.0,-150000.0,2500.0,34,0,34,0,False,0.5666666666666667,-80597.43625860073,-5927.151556934391,-15470465.719989896,2098.58,0.0,29.940931439979792,0.0,0.0,805.1899526661614,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,stressed_retail,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,567805,-75000.0,-100000.0,-35000.0,500.0,63,57,58,63,False,1.0,-76793.45016010758,-2651.7398418781486,-2602485.2371501606,2433.75,0.02391266880143439,25.024852371501606,3.8674999999999997,0.0,803.5691260075761,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,retail_marketable_default,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,59,229792,-50000.0,-75000.0,-25000.0,250.0,59,48,57,59,False,1.0,-81133.22332084956,-6635.994338999994,-1852932.2918625488,1411.97,0.6226644664169911,23.705763891500652,4.64788,0.0,801.168308947941,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,retail_marketable_default,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,431798,-50000.0,-75000.0,-25000.0,250.0,63,63,62,59,False,1.0,-78762.78953106429,-7023.856472175505,-1825582.491884069,1507.14,0.5752557906212858,23.341099891787586,5.028560000000001,0.0,798.4800920602218,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,449765,-75000.0,-100000.0,-35000.0,500.0,63,17,37,63,False,1.0,-79601.1732613325,-6292.798922310233,-1801525.5124831249,7243.04,0.06134897681776663,17.01525512483125,13.48608,0.0,796.6367025412253,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,retail_marketable_default,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,573028,-75000.0,-100000.0,-35000.0,500.0,63,56,56,63,False,1.0,-78936.69671594375,-2628.7243436213807,-2537684.884940522,2458.2,0.052489289545916584,24.376848849405217,3.9163999999999994,0.0,789.0614534737783,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,59,227842,-75000.0,-100000.0,-35000.0,500.0,57,48,57,44,False,0.9661016949152542,-82351.35422242968,-6015.482834735516,-2680834.2155820383,1407.6399999999999,0.09801805629906246,25.808342155820384,1.8152799999999996,0.0,780.5747747945115,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,expanded_research_limits,looser_research_sensitivity,63,166760,-150000.0,-200000.0,-75000.0,1000.0,62,0,62,1,False,0.9841269841269841,-79039.08927158795,-5749.40683879972,-5517721.861533961,1359.75,0.0,26.588609307669806,0.35975,0.0,770.3229311044437,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,expanded_research_limits,looser_research_sensitivity,60,283411,-150000.0,-200000.0,-75000.0,1000.0,36,0,36,0,False,0.6,-77446.32810751522,-3032.816351684469,-5859015.414705419,961.95,0.0,28.295077073527096,0.0,0.0,767.3769268381774,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,158070,-50000.0,-75000.0,-25000.0,250.0,44,38,35,14,False,0.6984126984126984,-76825.01073515097,-2632.9709451993886,-1967868.5218632775,710.1,0.5365002147030193,25.238246958177033,1.8404000000000003,0.0,751.0179491632712,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,pessimistic_partial,back_queue_proxy,expanded_research_limits,looser_research_sensitivity,63,436284,-150000.0,-200000.0,-75000.0,1000.0,63,0,51,63,False,1.0,-77140.40019946803,-2909.791313752877,-5019969.108084814,2523.1,0.0,24.09984554042407,1.5231,0.0,732.9581385106018,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,590612,-75000.0,-100000.0,-35000.0,500.0,63,50,47,63,False,1.0,-76988.63693720897,-4520.351365454871,-2027493.3661191459,4015.85,0.02651515916278635,19.274933661191458,7.031699999999999,0.0,723.1702205088561,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,60,270999,-75000.0,-100000.0,-35000.0,500.0,27,23,23,10,False,0.45,-76699.04394932493,-2573.8131336021806,-2696343.755932779,1163.2,0.022653919324332472,25.96343755932779,1.3264,0.0,721.1802869663031,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,567805,-75000.0,-100000.0,-35000.0,500.0,63,63,63,63,False,1.0,-81594.38718428362,-6388.193475628093,-1832090.7221014097,5070.56,0.0879251624571149,17.320907221014096,9.14112,0.0,718.0432095867802,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,retail_marketable_default,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,60,414066,-75000.0,-100000.0,-35000.0,500.0,31,26,29,2,False,0.5166666666666667,-79434.81051346382,-6015.875494876075,-2699447.68379471,689.28,0.059130806846184214,25.994476837947097,0.37856,0.0,710.5780577864987,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,426101,-50000.0,-75000.0,-25000.0,250.0,63,63,62,51,False,1.0,-80333.94929311592,-5034.209342148915,-1650607.132305917,1121.66,0.6066789858623183,21.008095097412227,3.4866400000000004,0.0,710.1021520818637,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,426101,-75000.0,-100000.0,-35000.0,500.0,63,63,63,36,False,1.0,-79285.7250659865,-7049.971960658064,-2283127.0251148567,1504.04,0.05714300087981994,21.831270251148567,2.00808,0.0,687.3719313007097,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,retail_marketable_default,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,573028,-75000.0,-100000.0,-35000.0,500.0,63,63,63,63,False,1.0,-83919.32079900912,-6362.840045793917,-1692670.4578864502,5121.76,0.11892427732012156,15.926704578864502,9.24352,0.0,686.0111214046156,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,retail_marketable_default,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,573028,-75000.0,-100000.0,-35000.0,500.0,63,60,61,63,False,1.0,-77714.676646401,-4603.8232600808415,-1871876.4467715267,3912.04,0.036195688618680055,17.718764467715268,6.82408,0.0,680.3556039083487,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,retail_marketable_default,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,879151,-75000.0,-100000.0,-35000.0,500.0,63,63,63,0,False,1.0,-81240.95110322043,-6902.461742496184,-2390343.2967974255,389.19,0.08321268137627236,22.903432967974254,0.0,0.0,674.6661412337631,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,567805,-75000.0,-100000.0,-35000.0,500.0,63,63,63,63,False,1.0,-77564.32159889182,-4630.990233428473,-1853452.6974204213,3872.99,0.03419095465189104,17.534526974204212,6.745979999999999,0.0,674.1375482214025,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,449765,-50000.0,-75000.0,-25000.0,250.0,63,13,36,63,False,1.0,-77329.67510155015,-4503.3726300437565,-686944.6241980295,4629.96,0.5465935020310031,8.159261655973728,17.51984,0.0,668.0431789501183,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,retail_marketable_default,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,879151,-50000.0,-75000.0,-25000.0,250.0,63,63,63,4,False,1.0,-80098.8437079432,-4993.8071488673695,-1723741.5234439499,273.86,0.601976874158864,21.983220312586,0.09543999999999997,0.0,666.5387296686216,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,907352,-50000.0,-75000.0,-25000.0,250.0,63,58,63,8,False,1.0,-78299.47437626007,-6844.937404185436,-1683630.1094399157,393.92,0.5659894875252014,21.448401459198877,0.57568,0.0,661.873373668102,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,60,410666,-75000.0,-100000.0,-35000.0,500.0,39,39,38,2,False,0.65,-78243.44739357063,-4620.532682386589,-2445805.498639101,715.59,0.04324596524760849,23.458054986391012,0.4311800000000001,0.0,661.1561237909656,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,retail_marketable_default,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,59,229792,-50000.0,-75000.0,-25000.0,250.0,59,43,51,59,False,1.0,-77210.42646128862,-4612.631001829466,-1505699.902352489,1103.32,0.5442085292257723,19.07599869803319,3.4132799999999994,0.0,658.770780681474,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,870977,-75000.0,-100000.0,-35000.0,500.0,63,63,63,0,False,1.0,-77969.794148466,-4899.920643508245,-2244084.3505623,302.05,0.03959725531288005,21.440843505623,0.0,0.0,637.011019023397,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,429202,-50000.0,-75000.0,-25000.0,250.0,40,35,37,4,False,0.6666666666666666,-77072.71604629687,-2912.9464285714316,-1669818.7265620453,402.75,0.5414543209259375,21.264249687493937,0.611,0.0,624.0292668771635,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,59,227842,-75000.0,-100000.0,-35000.0,500.0,56,42,55,44,False,0.9491525423728814,-78344.10990822429,-4196.012743041441,-2107033.6125700716,1097.27,0.044588132109657064,20.070336125700717,1.19454,0.0,621.6791606825475,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,59,237064,-75000.0,-100000.0,-35000.0,500.0,56,39,44,44,False,0.9491525423728814,-77222.9845482786,-4211.181801812625,-2063284.6923859036,1132.29,0.02963979397704808,19.632846923859034,1.26458,0.0,611.7690221831901,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,neutral_partial,middle_queue_proxy,expanded_research_limits,looser_research_sensitivity,60,270999,-150000.0,-200000.0,-75000.0,1000.0,25,0,21,8,False,0.4166666666666667,-77640.61636048697,-4386.586243522265,-4509985.106660825,2163.9,0.0,21.549925533304126,1.1639,0.0,603.6928049992698,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,neutral_partial,middle_queue_proxy,expanded_research_limits,looser_research_sensitivity,63,436284,-150000.0,-200000.0,-75000.0,1000.0,63,0,59,63,False,1.0,-79392.47913140777,-5049.40357335567,-3590264.0970662064,4692.99,0.0,16.95132048533103,3.69299,0.0,597.6428121332758,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,59,227842,-50000.0,-75000.0,-25000.0,250.0,51,38,47,44,False,0.864406779661017,-76442.47952524383,-2377.584251712205,-1439411.2734942506,767.4,0.5288495905048767,18.192150313256676,2.0696,0.0,595.8576755601405,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,63,158070,-150000.0,-200000.0,-75000.0,1000.0,37,0,35,4,False,0.5873015873015873,-79882.11173517011,-6295.444545242256,-4383531.492633989,1578.0,0.0,20.917657463169945,0.5780000000000001,0.0,593.2315953094073,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,590612,-75000.0,-100000.0,-35000.0,500.0,63,55,52,63,False,1.0,-87270.46800278337,-6266.763320043501,-1294546.8876923278,5257.4,0.16360624003711166,11.945468876923279,9.5148,0.0,593.0228779240097,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,60,429202,-150000.0,-200000.0,-75000.0,1000.0,41,0,41,1,False,0.6833333333333333,-79320.45334872838,-8316.904879250846,-4283945.319405626,1031.3,0.0,20.419726597028127,0.031299999999999883,0.0,579.4524982590365,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,retail_marketable_default,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,59,229792,-75000.0,-100000.0,-35000.0,500.0,56,48,53,44,False,0.9491525423728814,-81133.22332084956,-6635.994338999994,-1852932.2918625488,1411.97,0.08177631094466076,17.52932291862549,1.82394,0.0,571.6715349765419,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,retail_marketable_default,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,431798,-75000.0,-100000.0,-35000.0,500.0,62,62,62,42,False,0.9841269841269841,-78762.78953106429,-7023.856472175505,-1825582.491884069,1507.14,0.05017052708085723,17.25582491884069,2.0142800000000003,0.0,571.3481845607372,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,448403,-50000.0,-75000.0,-25000.0,250.0,59,35,36,58,False,0.9365079365079365,-82531.27829960096,-6901.783832501391,-1006010.0814855743,1846.66,0.6506255659920193,12.41346775314099,6.386640000000001,0.0,547.9859266291189,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,retail_marketable_default,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,431798,-50000.0,-75000.0,-25000.0,250.0,62,61,61,50,False,0.9841269841269841,-79551.16473847204,-5001.980209904339,-1151598.2114244408,1124.31,0.5910232947694409,14.354642818992545,3.4972399999999997,0.0,541.9991512567481,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,optimistic_marketable,front_or_marketable,stress_capacity_limits,very_loose_stress_sensitivity,63,432377,-300000.0,-500000.0,-150000.0,2500.0,63,0,50,63,False,1.0,-81087.06173306958,-6771.860532484232,-8471257.71815683,6992.15,0.0,15.94251543631366,1.7968599999999997,0.0,534.5000859078415,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,158070,-75000.0,-100000.0,-35000.0,500.0,35,34,34,2,False,0.5555555555555556,-76825.01073515097,-2632.9709451993886,-1967868.5218632775,710.1,0.02433347646867956,18.678685218632776,0.42020000000000013,0.0,531.5350229330919,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,870977,-50000.0,-75000.0,-25000.0,250.0,63,63,63,0,False,1.0,-76900.27317510029,-2778.5442097033433,-1315404.2582827853,146.85,0.5380054635020057,16.538723443770472,0.0,0.0,526.9182226818119,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,410666,-50000.0,-75000.0,-25000.0,250.0,39,38,37,3,False,0.65,-77747.20588387773,-2710.514700159739,-1367989.4302807108,396.15000000000003,0.5549441176775547,17.239859070409477,0.5846000000000002,0.0,521.5620797021758,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,59,237064,-150000.0,-200000.0,-75000.0,1000.0,50,0,38,20,False,0.847457627118644,-80560.24615345575,-6062.10045662101,-3574742.974187814,1456.18,0.0,16.87371487093907,0.45618000000000003,0.0,515.7122344853412,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,retail_marketable_default,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,60,414066,-150000.0,-200000.0,-75000.0,1000.0,26,0,26,0,False,0.43333333333333335,-79165.0422043194,-8582.592706710802,-3978012.382607056,957.22,0.0,18.89006191303528,0.0,0.0,515.5848811592153,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,426101,-75000.0,-100000.0,-35000.0,500.0,62,62,61,21,False,0.9841269841269841,-80333.94929311592,-5034.209342148915,-1650607.132305917,1121.66,0.07111932390821218,15.506071323059171,1.2433200000000002,0.0,512.708864586883,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,retail_marketable_default,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,879151,-75000.0,-100000.0,-35000.0,500.0,63,63,63,0,False,1.0,-80098.8437079432,-4993.8071488673695,-1723741.5234439499,273.86,0.06798458277257602,16.2374152344395,0.0,0.0,507.6349954303019,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,retail_marketable_default,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,59,229792,-50000.0,-75000.0,-25000.0,250.0,55,35,45,46,False,0.9322033898305084,-76093.01679386912,-2554.4854144857527,-1143193.8051951523,772.05,0.5218603358773823,14.242584069268696,2.0881999999999996,0.0,504.0954491117028,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
