strategy_id,execution_profile,fill_model,queue_position_bucket,orders,trade_dates,mean_fill_ratio,submitted_notional_inr,filled_notional_inr,unfilled_notional_inr,filled_net_pnl_inr,filled_cost_inr,risk_adjusted_net_pnl_inr,worst_daily_filled_net_pnl_inr,worst_daily_risk_adjusted_net_pnl_inr,tail_loss_1pct_filled_pnl_inr,max_intraday_drawdown_inr,max_abs_position_units,position_limit_breach_rows,daily_loss_limit_breach_rows,daily_halt_rows,risk_evidence_scope,not_acceptance_grade,risk_limits,name,role,support_level,caveat
S05,stressed_retail,neutral_partial,middle_queue_proxy,432377,63,0.7080399975021797,43237700000.0,30614021000.0,12623679000.0,-47510843.17853153,47186818.01293505,6703894.831075791,-7249085.7664044695,-78967.32308207417,-4939.908940671084,-7256915.624508995,4658.75,373529,326265,336851,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,stressed_retail,pessimistic_partial,back_queue_proxy,432377,63,0.3761953110364335,43237700000.0,16265820000.0,26971880000.0,-27309214.674729947,24160173.48950872,4449230.226139983,-5628067.836854409,-76591.09032639595,-2819.7949267311574,-5630294.925841199,2471.1,327513,282391,304069,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S06,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,34373,54,0.9730046839088818,3437300000.0,3344509000.0,92791000.0,642133.9459846966,683416.9195792577,1425164.1700634528,-284275.92440165457,-78971.70534008245,-7979.75295381311,-435537.75370499655,204.74,0,6380,8892,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,34373,54,0.6644622232566257,3437300000.0,2283956000.0,1153344000.0,514736.8285668836,432642.92297073413,910290.2755379084,-219562.0776285993,-77236.59573725789,-5307.832783278327,-311477.4050405851,141.26,0,3789,5042,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,34373,54,0.30364384836935976,3437300000.0,1043715000.0,2393585000.0,367071.424826779,141691.3138700773,447311.76864640444,-141932.50145289768,-75483.95265419401,-2857.1371084570073,-178705.62147933833,67.5,0,631,729,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,retail_marketable_default,optimistic_marketable,front_or_marketable,33129,54,0.984114823870325,3312900000.0,3260274000.0,52626000.0,-5774811.7759263655,3604979.2396504926,-1891256.0610975975,-941788.8342760933,-78857.51906792176,-8343.709962547711,-993177.9374921434,181.73,0,13405,15678,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,retail_marketable_default,neutral_partial,middle_queue_proxy,33129,54,0.6991732319116183,3312900000.0,2316291000.0,996609000.0,-4173247.99915408,2535534.894622837,-1770587.063323177,-707629.1405774874,-80907.847709344,-5750.927212036088,-746366.3725841169,123.52,0,9555,11699,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,retail_marketable_default,pessimistic_partial,back_queue_proxy,33129,54,0.3626460201032329,3312900000.0,1201410000.0,2111490000.0,-2274196.254957527,1274355.9058925582,-1238616.5058852045,-426651.6723364452,-77763.8168955158,-3310.308165806511,-450315.6474385509,65.1,0,5352,5642,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,stressed_retail,optimistic_marketable,front_or_marketable,32935,54,0.9845972369819341,3293500000.0,3242771000.0,50729000.0,-3478464.6136258743,4278351.451868687,-1370316.7230031395,-520810.1681773312,-77352.64217807783,-6201.071248182307,-524807.9628174437,190.09,0,11041,13043,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,stressed_retail,neutral_partial,middle_queue_proxy,32935,54,0.7004930924548353,3293500000.0,2307074000.0,986426000.0,-2499288.1393087194,3018497.09388681,-1354399.4198275472,-389304.4418998625,-78420.77557860139,-4455.94696242025,-392302.7878799468,135.26,0,8112,8865,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S06,stressed_retail,pessimistic_partial,back_queue_proxy,32935,54,0.364739638682253,3293500000.0,1201270000.0,2092230000.0,-1338482.6413469505,1531470.4543178608,-1044284.0510668398,-231642.77139084137,-77116.15294269344,-2623.202139954101,-233441.778978892,70.4,0,3022,3252,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Absorption and exhaustion reversal,priority,partial_missing_required_features,Can only label absorption-like proxies; top-five market-by-price cannot prove iceberg/participant identity.
S07,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,237064,59,0.9864780818681874,23706400000.0,23385844000.0,320556000.0,-19903171.013951167,8819569.196652766,149853.75676159735,-3568662.5411955756,-80560.24615345575,-6062.10045662101,-3574742.974187814,1456.18,111532,116348,132446,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,237064,59,0.7043020450173793,23706400000.0,16696466000.0,7009934000.0,-12882938.957065023,5941912.951489528,675356.9271006043,-2052756.712651238,-77222.9845482786,-4211.181801812625,-2063284.6923859036,1132.29,82199,88493,102612,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,237064,59,0.3695599078729795,23706400000.0,8760935000.0,14945465000.0,-4712030.499829796,2551235.010792375,2099536.3150425316,-1006004.1440324434,-76218.22247864814,-2299.571847202149,-1006954.7064686823,793.1999999999999,24082,59264,66500,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,retail_marketable_default,optimistic_marketable,front_or_marketable,229792,59,0.9863310298008635,22979200000.0,22665098000.0,314102000.0,-23523160.205784384,31374898.31861204,861282.9346226737,-1677146.335472543,-81133.22332084956,-6635.994338999994,-1852932.2918625488,1411.97,105617,155944,176734,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,retail_marketable_default,neutral_partial,middle_queue_proxy,229792,59,0.7039488755048047,22979200000.0,16176182000.0,6803018000.0,-15062088.017657034,22066389.35850662,1520977.7813023976,-1402264.7684041043,-77210.42646128862,-4612.631001829466,-1505699.902352489,1103.32,75534,137391,150634,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,retail_marketable_default,pessimistic_partial,back_queue_proxy,229792,59,0.3690446142598526,22979200000.0,8480350000.0,14498850000.0,-5184840.164074935,11048759.713949442,3974706.6035814257,-1143399.399306017,-76093.01679386912,-2554.4854144857527,-1143193.8051951523,772.05,20573,100217,104216,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,stressed_retail,optimistic_marketable,front_or_marketable,227842,59,0.9872306686212374,22784200000.0,22493261000.0,290939000.0,-36306594.97282585,37463109.16181555,-930625.8918950331,-2634616.6700278646,-82351.35422242968,-6015.482834735516,-2680834.2155820383,1407.6399999999999,104167,167925,180715,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,stressed_retail,neutral_partial,middle_queue_proxy,227842,59,0.7067366420589707,22784200000.0,16102429000.0,6681771000.0,-25446259.064214423,26522827.580810387,1064243.8826933857,-2093522.5422647288,-78344.10990822429,-4196.012743041441,-2107033.6125700716,1097.27,74312,153460,157713,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S07,stressed_retail,pessimistic_partial,back_queue_proxy,227842,59,0.373764933594333,22784200000.0,8515935000.0,14268265000.0,-12629376.570579836,13556772.589518026,1695520.1534462844,-1440592.3569568484,-76442.47952524383,-2377.584251712205,-1439411.2734942506,767.4,19667,118250,122154,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Mean reversion after imbalance,priority,runnable_proxy,Proxy uses imbalance/intensity and regime_code; explicit replenishment is still missing.
S08,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,448403,63,0.9876722055829241,44840300000.0,44287518000.0,552782000.0,-6264034.9140293235,6872177.476439198,1106651.8932539667,-998087.6260065816,-82531.27829960096,-6901.783832501391,-1006010.0814855743,1846.66,114832,152766,160494,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,448403,63,0.7102862157478874,44840300000.0,31849447000.0,12990853000.0,-3752035.208586675,4642848.4284096435,1006903.742301822,-743576.613684337,-76593.57614982709,-4927.1329473139585,-749047.8517063352,1377.39,54416,116717,124685,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,448403,63,0.3815350254124081,44840300000.0,17108145000.0,27732155000.0,-860506.1097235171,2022110.997959316,1559531.7061333626,-451052.03791701456,-76245.20653637992,-2834.785389350775,-452705.11369335104,814.5,3474,80541,83264,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,retail_marketable_default,optimistic_marketable,front_or_marketable,431798,63,0.9877129815330319,43179800000.0,42649249000.0,530551000.0,-45178280.94466415,46638950.13179091,-4766400.46408992,-1821362.2386294815,-78762.78953106429,-7023.856472175505,-1825582.491884069,1507.14,105217,378784,380664,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,retail_marketable_default,neutral_partial,middle_queue_proxy,431798,63,0.7104106781411681,43179800000.0,30675391000.0,12504409000.0,-31829222.839952108,33259077.201321922,-4668087.071404136,-1134129.3111021805,-79551.16473847204,-5001.980209904339,-1151598.2114244408,1124.31,47675,359859,362548,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,retail_marketable_default,pessimistic_partial,back_queue_proxy,431798,63,0.38174424152034053,43179800000.0,16483640000.0,26696160000.0,-16082874.837578107,17421441.31780267,-3903624.367477916,-589278.4355842428,-76646.63277192802,-2874.2425111282146,-592206.9242971065,665.1,2997,277770,279729,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,stressed_retail,optimistic_marketable,front_or_marketable,426101,63,0.98769458414789,42610100000.0,42085765000.0,524335000.0,-56889024.78749272,54919576.62805263,-4791614.270179182,-2274646.03579687,-79285.7250659865,-7049.971960658064,-2283127.0251148567,1504.04,88016,386237,387868,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,stressed_retail,neutral_partial,middle_queue_proxy,426101,63,0.7103536485481141,42610100000.0,30268240000.0,12341860000.0,-40525149.69760986,39218884.91595204,-4762860.25072173,-1636591.9119508544,-80333.94929311592,-5034.209342148915,-1650607.132305917,1121.66,41016,370711,372114,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S08,stressed_retail,pessimistic_partial,back_queue_proxy,426101,63,0.381647661000561,42610100000.0,16262045000.0,26348055000.0,-21167531.925569132,20630565.452727374,-4464152.845311414,-1042353.5160338738,-77532.25311252056,-2897.6642792009948,-1045006.1685437402,663.0,2111,299741,302061,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Cross-ticker/index lead-lag OFI,research,partial_missing_required_features,"Can compute market-level proxy factors, but causal lead-lag validation requires dedicated synthetic controls."
S09,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,590612,63,0.9904211394282538,59061200000.0,58495461000.0,565739000.0,-15715942.522289837,14442507.88798178,-1730510.5013948206,-1288128.349895048,-87270.46800278337,-6266.763320043501,-1294546.8876923278,5257.4,503447,330359,376490,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,590612,63,0.7182461412907288,59061200000.0,42420479000.0,16640721000.0,-11037184.530501744,9884731.574802885,17122.98223818188,-2026148.391236016,-76988.63693720897,-4520.351365454871,-2027493.3661191459,4015.85,492779,265181,295508,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,590612,63,0.3945625046561871,59061200000.0,23303335000.0,35757865000.0,-5519769.971257603,4501037.459193286,3369438.5774542443,-2755513.4548952407,-77125.95870236872,-2574.4514106583147,-2757539.119558872,2523.75,440261,165759,190214,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,retail_marketable_default,optimistic_marketable,front_or_marketable,573028,63,0.9904815995029911,57302800000.0,56757369000.0,545431000.0,-59711701.72938898,69842264.55621983,-4751543.82080457,-1691954.086744909,-83919.32079900912,-6362.840045793917,-1692670.4578864502,5121.76,489565,517592,529327,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,retail_marketable_default,neutral_partial,middle_queue_proxy,573028,63,0.7184228519374272,57302800000.0,41167641000.0,16135159000.0,-43021339.15861487,50102519.8419643,-3234839.4274423826,-1864360.967922028,-77714.676646401,-4603.8232600808415,-1871876.4467715267,3912.04,478823,486288,494542,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,retail_marketable_default,pessimistic_partial,back_queue_proxy,573028,63,0.3948531310860901,57302800000.0,22626190000.0,34676610000.0,-23198671.333393574,26660972.908971485,692267.2480886758,-2535443.912664354,-78936.69671594375,-2628.7243436213807,-2537684.884940522,2458.2,418143,416433,427634,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,stressed_retail,optimistic_marketable,front_or_marketable,567805,63,0.990475497750108,56780500000.0,56239694000.0,540806000.0,-72258595.20721646,83648605.46108225,-4755096.352147179,-1832570.739551866,-81594.38718428362,-6388.193475628093,-1832090.7221014097,5070.56,484814,532232,533108,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,stressed_retail,neutral_partial,middle_queue_proxy,567805,63,0.7184119724201091,56780500000.0,40791791000.0,15988709000.0,-52153932.934893474,60137179.535690166,-4742790.844991848,-1840786.144769564,-77564.32159889182,-4630.990233428473,-1853452.6974204213,3872.99,474067,502771,522825,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
S09,stressed_retail,pessimistic_partial,back_queue_proxy,567805,63,0.39484118667500295,56780500000.0,22419280000.0,34361220000.0,-28260373.197203446,32209744.07549564,-99792.3441317709,-2601313.78714053,-76793.45016010758,-2651.7398418781486,-2602485.2371501606,2433.75,412648,439759,449356,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure queue-imbalance scalping,benchmark,runnable_proxy,Benchmark only. Accuracy above 50% is not sufficient without spread/cost survival.
