trade_month,trade_date,feed_profile,source_event_bar_id,symbols_present,total_source_events,min_source_events_in_bar,regimes,market_shock_bar,symbol_shock_symbols,expected_symbols,coverage_fraction,coverage_pass
2026-04,2026-04-07,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,normal_retail,7,22,110,5,1,0,0,32,0.6875,False
2026-04,2026-04-07,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-07,stressed_retail,7,5,25,5,1,0,0,32,0.15625,False
2026-04,2026-04-08,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,disconnect_scenario,7,4,20,5,1,0,0,32,0.125,False
2026-04,2026-04-08,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,good_retail,7,27,135,5,1,0,0,32,0.84375,False
2026-04,2026-04-08,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,normal_retail,7,19,95,5,1,0,0,32,0.59375,False
2026-04,2026-04-08,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,6,32,319,9,1,0,0,32,1.0,True
2026-04,2026-04-08,stressed_retail,7,7,35,5,1,0,0,32,0.21875,False
2026-04,2026-04-13,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,disconnect_scenario,6,32,318,8,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,good_retail,7,26,130,5,1,0,0,32,0.8125,False
2026-04,2026-04-13,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,normal_retail,7,19,95,5,1,0,0,32,0.59375,False
2026-04,2026-04-13,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-13,stressed_retail,7,3,15,5,1,0,0,32,0.09375,False
2026-04,2026-04-14,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,6,32,317,7,1,0,0,32,1.0,True
2026-04,2026-04-14,disconnect_scenario,7,5,25,5,1,0,0,32,0.15625,False
2026-04,2026-04-14,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,good_retail,7,26,130,5,1,0,0,32,0.8125,False
2026-04,2026-04-14,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,normal_retail,7,19,95,5,1,0,0,32,0.59375,False
2026-04,2026-04-14,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-14,stressed_retail,7,9,45,5,1,0,0,32,0.28125,False
2026-04,2026-04-17,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,disconnect_scenario,6,32,296,6,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,good_retail,7,24,120,5,1,0,0,32,0.75,False
2026-04,2026-04-17,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,normal_retail,7,13,65,5,1,0,0,32,0.40625,False
2026-04,2026-04-17,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-17,stressed_retail,7,2,10,5,1,0,0,32,0.0625,False
2026-04,2026-04-20,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,disconnect_scenario,6,32,315,8,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,good_retail,7,28,140,5,1,0,0,32,0.875,False
2026-04,2026-04-20,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,normal_retail,7,24,120,5,1,0,0,32,0.75,False
2026-04,2026-04-20,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-20,stressed_retail,7,10,50,5,1,0,0,32,0.3125,False
2026-04,2026-04-28,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,6,32,318,8,1,0,0,32,1.0,True
2026-04,2026-04-28,disconnect_scenario,7,4,20,5,1,0,0,32,0.125,False
2026-04,2026-04-28,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,good_retail,7,29,145,5,1,0,0,32,0.90625,False
2026-04,2026-04-28,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,normal_retail,7,20,100,5,1,0,0,32,0.625,False
2026-04,2026-04-28,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-04,2026-04-28,stressed_retail,7,10,50,5,1,0,0,32,0.3125,False
2026-04,2026-04-29,disconnect_scenario,0,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,disconnect_scenario,1,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,disconnect_scenario,2,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,disconnect_scenario,3,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,disconnect_scenario,4,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,disconnect_scenario,5,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,disconnect_scenario,6,31,285,6,1,0,6,32,0.96875,True
2026-04,2026-04-29,good_retail,0,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,1,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,2,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,3,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,4,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,5,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,6,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,good_retail,7,26,130,5,1,0,5,32,0.8125,False
2026-04,2026-04-29,ideal_research,0,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,1,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,2,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,3,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,4,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,5,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,6,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,ideal_research,7,32,160,5,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,0,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,1,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,2,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,3,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,4,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,5,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,6,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,normal_retail,7,16,80,5,1,0,2,32,0.5,False
2026-04,2026-04-29,stressed_retail,0,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,1,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,2,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,3,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,4,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,5,32,320,10,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,6,32,318,9,1,0,6,32,1.0,True
2026-04,2026-04-29,stressed_retail,7,3,15,5,1,0,1,32,0.09375,False
2026-05,2026-05-05,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,6,32,318,9,1,0,0,32,1.0,True
2026-05,2026-05-05,disconnect_scenario,7,3,15,5,1,0,0,32,0.09375,False
2026-05,2026-05-05,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,good_retail,7,27,135,5,1,0,0,32,0.84375,False
2026-05,2026-05-05,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,normal_retail,7,17,85,5,1,0,0,32,0.53125,False
2026-05,2026-05-05,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-05,2026-05-05,stressed_retail,7,6,30,5,1,0,0,32,0.1875,False
2026-05,2026-05-08,disconnect_scenario,0,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,1,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,2,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,3,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,4,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,5,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,6,32,297,6,1,1,3,32,1.0,True
2026-05,2026-05-08,disconnect_scenario,7,1,5,5,1,1,0,32,0.03125,False
2026-05,2026-05-08,good_retail,0,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,good_retail,1,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,good_retail,2,32,320,10,1,1,3,32,1.0,True
2026-05,2026-05-08,good_retail,3,32,320,10,1,1,3,32,1.0,True
