scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase283_variant_id,ensemble_family_id,ensemble_family,vote_threshold,bucket_id,bucket_rule,seed_ids,included_target_families,selected_event_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT75000_CONC1_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,141,2,139,3,136,0,2,2,4,2,8,268.63037475777736,0.26863037475777735,8.461856804869987,1,0,150000.0,1.5,0.7393617021276596,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,141,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT75000_CONC2_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,141,3,138,10,128,0,2,2,4,3,8,246.9333350341735,0.2469333350341735,7.7784000535764655,1,0,150000.0,1.5,0.9716312056737588,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,141,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT100000_CONC1_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,141,2,139,3,136,0,2,2,4,2,8,358.17383301036983,0.3581738330103698,11.28247573982665,1,0,200000.0,2.0,0.9858156028368794,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,141,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT100000_CONC2_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,141,3,138,10,128,0,2,2,4,3,8,246.9333350341735,0.2469333350341735,7.7784000535764655,1,0,150000.0,1.5,0.9716312056737588,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,141,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT50000_CONC1_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,77,2,75,3,72,0,2,2,4,2,8,179.08691650518492,0.1790869165051849,5.641237869913325,1,0,100000.0,1.0,0.487012987012987,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,77,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT50000_CONC2_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,77,3,74,6,68,0,2,2,4,3,8,239.82006426712707,0.2398200642671271,7.554332024414504,1,0,150000.0,1.5,0.948051948051948,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,77,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT75000_CONC1_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,77,2,75,3,72,0,2,2,4,2,8,268.63037475777736,0.26863037475777735,8.461856804869987,1,0,150000.0,1.5,0.7305194805194806,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,77,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT75000_CONC2_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,77,3,74,6,68,0,2,2,4,3,8,239.82006426712707,0.2398200642671271,7.554332024414504,1,0,150000.0,1.5,0.948051948051948,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,77,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT100000_CONC1_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,77,2,75,3,72,0,2,2,4,2,8,358.17383301036983,0.3581738330103698,11.28247573982665,1,0,200000.0,2.0,0.974025974025974,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,77,1,1,0,0,0,0,0
P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT100000_CONC2_COST200,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,77,3,74,6,68,0,2,2,4,3,8,239.82006426712707,0.2398200642671271,7.554332024414504,1,0,150000.0,1.5,0.948051948051948,0.0,1,0,0,0,0,P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,2,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,77,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT50000_CONC1_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,516,2,514,11,503,0,2,2,7,2,8,20.95231442900743,0.02095231442900743,0.6599979045137341,1,0,100000.0,1.0,0.49806201550387597,-4.681801755091319,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,ALL_EVENTS,all eligible ensemble events,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,516,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT50000_CONC2_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,516,4,512,29,483,0,2,2,7,4,8,14.945524412738244,0.014945524412738245,0.4707840190012547,1,0,200000.0,2.0,0.9932170542635659,-34.52197584054658,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,ALL_EVENTS,all eligible ensemble events,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,516,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT75000_CONC1_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,516,2,514,11,503,0,2,2,7,2,8,31.428471643511145,0.03142847164351115,0.9899968567706011,1,0,150000.0,1.5,0.747093023255814,-7.022702632636979,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,ALL_EVENTS,all eligible ensemble events,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,516,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT75000_CONC2_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,516,4,512,29,483,0,2,2,7,4,8,14.945524412738244,0.014945524412738245,0.4707840190012547,1,0,200000.0,2.0,0.9932170542635659,-34.52197584054658,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,ALL_EVENTS,all eligible ensemble events,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,516,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT100000_CONC1_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,516,2,514,11,503,0,2,2,7,2,8,41.90462885801486,0.04190462885801486,1.3199958090274682,1,0,200000.0,2.0,0.9961240310077519,-9.363603510182639,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,ALL_EVENTS,all eligible ensemble events,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,516,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT100000_CONC2_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,516,4,512,29,483,0,2,2,7,4,8,14.945524412738244,0.014945524412738245,0.4707840190012547,1,0,200000.0,2.0,0.9932170542635659,-34.52197584054658,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,ALL_EVENTS,all eligible ensemble events,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,516,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC1_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,204,1,203,7,196,0,2,1,4,1,8,-4.681801755091319,-0.0046818017550913195,-0.14747675528537657,1,0,50000.0,0.5,0.49754901960784315,-4.681801755091319,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,204,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC2_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,204,2,202,16,186,0,2,2,4,2,8,23.83338406918608,0.023833384069186083,0.7507515981793617,1,0,100000.0,1.0,0.9901960784313726,-4.681801755091319,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,204,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT75000_CONC1_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,204,1,203,7,196,0,2,1,4,1,8,-7.022702632636979,-0.007022702632636979,-0.22121513292806483,1,0,75000.0,0.75,0.7463235294117647,-7.022702632636979,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,204,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT75000_CONC2_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,204,2,202,16,186,0,2,2,4,2,8,23.83338406918608,0.023833384069186083,0.7507515981793617,1,0,100000.0,1.0,0.9901960784313726,-4.681801755091319,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,204,1,1,0,0,0,0,0
P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT100000_CONC1_COST200,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,204,1,203,7,196,0,2,1,4,1,8,-9.363603510182639,-0.009363603510182639,-0.29495351057075314,1,0,100000.0,1.0,0.9950980392156863,-9.363603510182639,1,0,0,0,0,P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,1,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,204,1,1,0,0,0,0,0
