synthetic_year_day,daily_net_pnl_inr,daily_trades,running_net_pnl_inr,running_peak_inr,drawdown_inr,strategy_id,execution_profile
30,17740.773259318583,1003,-3054175.1763486955,-104926.95891755914,-2949248.2174311364,S02,zero_latency_spread_only_control
32,-323645.78847211774,6743,-3377820.9648208134,-104926.95891755914,-3272894.0059032543,S02,zero_latency_spread_only_control
33,-151209.81874704442,2639,-3529030.783567858,-104926.95891755914,-3424103.824650299,S02,zero_latency_spread_only_control
34,-127919.316899664,3054,-3656950.1004675217,-104926.95891755914,-3552023.1415499626,S02,zero_latency_spread_only_control
36,-150825.8178463175,4005,-3807775.918313839,-104926.95891755914,-3702848.95939628,S02,zero_latency_spread_only_control
37,-46655.82184236577,1454,-3854431.740156205,-104926.95891755914,-3749504.781238646,S02,zero_latency_spread_only_control
38,-78741.29395409975,1767,-3933173.0341103044,-104926.95891755914,-3828246.0751927453,S02,zero_latency_spread_only_control
39,-55530.87576924735,640,-3988703.9098795517,-104926.95891755914,-3883776.9509619926,S02,zero_latency_spread_only_control
40,-19043.078391443778,522,-4007746.9882709957,-104926.95891755914,-3902820.0293534365,S02,zero_latency_spread_only_control
41,-168835.12097510448,1500,-4176582.1092461003,-104926.95891755914,-4071655.150328541,S02,zero_latency_spread_only_control
42,-143329.63765045794,7412,-4319911.746896558,-104926.95891755914,-4214984.787978999,S02,zero_latency_spread_only_control
43,-68881.6815479607,1449,-4388793.428444519,-104926.95891755914,-4283866.46952696,S02,zero_latency_spread_only_control
44,-215323.95833313875,4277,-4604117.386777657,-104926.95891755914,-4499190.427860098,S02,zero_latency_spread_only_control
45,-86820.10178714259,3188,-4690937.4885648,-104926.95891755914,-4586010.52964724,S02,zero_latency_spread_only_control
46,-1381.8847484902212,112,-4692319.37331329,-104926.95891755914,-4587392.414395731,S02,zero_latency_spread_only_control
47,-176546.17603665663,4553,-4868865.549349947,-104926.95891755914,-4763938.590432388,S02,zero_latency_spread_only_control
48,-24316.09428885536,382,-4893181.643638803,-104926.95891755914,-4788254.684721244,S02,zero_latency_spread_only_control
49,-46566.08493072862,1476,-4939747.728569531,-104926.95891755914,-4834820.769651972,S02,zero_latency_spread_only_control
50,-32786.084546148006,364,-4972533.813115679,-104926.95891755914,-4867606.85419812,S02,zero_latency_spread_only_control
51,-38884.01535204273,1390,-5011417.828467721,-104926.95891755914,-4906490.869550162,S02,zero_latency_spread_only_control
52,49532.68464572484,7827,-4961885.143821997,-104926.95891755914,-4856958.1849044375,S02,zero_latency_spread_only_control
54,-43668.328047170646,757,-5005553.471869167,-104926.95891755914,-4900626.512951608,S02,zero_latency_spread_only_control
55,5545.487611666832,432,-5000007.9842575,-104926.95891755914,-4895081.025339941,S02,zero_latency_spread_only_control
56,-18914.71655380914,454,-5018922.700811309,-104926.95891755914,-4913995.74189375,S02,zero_latency_spread_only_control
57,-82424.34275267023,2234,-5101347.043563979,-104926.95891755914,-4996420.08464642,S02,zero_latency_spread_only_control
58,51.59474671670312,1,-5101295.448817262,-104926.95891755914,-4996368.489899703,S02,zero_latency_spread_only_control
59,-6808.204839313807,557,-5108103.653656576,-104926.95891755914,-5003176.694739017,S02,zero_latency_spread_only_control
60,55363.353579751696,1377,-5052740.300076824,-104926.95891755914,-4947813.341159265,S02,zero_latency_spread_only_control
61,-83896.77620869008,4325,-5136637.076285514,-104926.95891755914,-5031710.117367955,S02,zero_latency_spread_only_control
62,-16342.195859218196,2182,-5152979.272144732,-104926.95891755914,-5048052.313227173,S02,zero_latency_spread_only_control
63,-173352.4224689793,4644,-5326331.694613711,-104926.95891755914,-5221404.735696152,S02,zero_latency_spread_only_control
64,-51248.31545395328,1379,-5377580.010067664,-104926.95891755914,-5272653.051150105,S02,zero_latency_spread_only_control
65,-35516.1945558112,5608,-5413096.204623476,-104926.95891755914,-5308169.245705917,S02,zero_latency_spread_only_control
66,-1485693.3499317698,8401,-6898789.554555246,-104926.95891755914,-6793862.595637687,S02,zero_latency_spread_only_control
67,25346.792970182472,1047,-6873442.761585063,-104926.95891755914,-6768515.802667504,S02,zero_latency_spread_only_control
68,-25428.719855232426,371,-6898871.481440295,-104926.95891755914,-6793944.522522736,S02,zero_latency_spread_only_control
69,-1307.6010346726891,1566,-6900179.082474968,-104926.95891755914,-6795252.123557409,S02,zero_latency_spread_only_control
71,-475952.0961505624,5490,-7376131.178625531,-104926.95891755914,-7271204.219707971,S02,zero_latency_spread_only_control
72,-187785.51668156078,5267,-7563916.695307091,-104926.95891755914,-7458989.736389532,S02,zero_latency_spread_only_control
73,-10217.472278268498,301,-7574134.167585359,-104926.95891755914,-7469207.2086678,S02,zero_latency_spread_only_control
74,-23918.35927500964,451,-7598052.526860368,-104926.95891755914,-7493125.567942809,S02,zero_latency_spread_only_control
75,-6692.608287282401,1133,-7604745.135147651,-104926.95891755914,-7499818.176230092,S02,zero_latency_spread_only_control
76,-149785.51586514295,4685,-7754530.651012794,-104926.95891755914,-7649603.692095235,S02,zero_latency_spread_only_control
77,-25211.566012998446,1614,-7779742.217025792,-104926.95891755914,-7674815.258108233,S02,zero_latency_spread_only_control
78,-179638.34587153216,3236,-7959380.562897325,-104926.95891755914,-7854453.603979765,S02,zero_latency_spread_only_control
79,-34310.48296736,631,-7993691.0458646845,-104926.95891755914,-7888764.086947125,S02,zero_latency_spread_only_control
80,9506.610951307975,1618,-7984184.434913376,-104926.95891755914,-7879257.475995817,S02,zero_latency_spread_only_control
81,-209408.40918346832,4795,-8193592.844096845,-104926.95891755914,-8088665.885179286,S02,zero_latency_spread_only_control
82,-42559.79573434156,596,-8236152.639831186,-104926.95891755914,-8131225.680913627,S02,zero_latency_spread_only_control
83,-84113.6133547968,1053,-8320266.253185983,-104926.95891755914,-8215339.294268424,S02,zero_latency_spread_only_control
84,-86008.12233708013,1391,-8406274.375523062,-104926.95891755914,-8301347.416605503,S02,zero_latency_spread_only_control
85,-303771.3108895928,4357,-8710045.686412655,-104926.95891755914,-8605118.727495095,S02,zero_latency_spread_only_control
86,-422211.3512615472,3954,-9132257.037674202,-104926.95891755914,-9027330.078756642,S02,zero_latency_spread_only_control
87,-18291.241066997754,1324,-9150548.2787412,-104926.95891755914,-9045621.31982364,S02,zero_latency_spread_only_control
88,-5216.114157962177,192,-9155764.392899161,-104926.95891755914,-9050837.433981601,S02,zero_latency_spread_only_control
89,-235796.35162995392,3725,-9391560.744529115,-104926.95891755914,-9286633.785611555,S02,zero_latency_spread_only_control
90,-19164.55737624616,1275,-9410725.301905362,-104926.95891755914,-9305798.342987802,S02,zero_latency_spread_only_control
91,-65747.00932172562,4610,-9476472.311227087,-104926.95891755914,-9371545.352309527,S02,zero_latency_spread_only_control
92,-102272.28719657984,1747,-9578744.598423667,-104926.95891755914,-9473817.639506107,S02,zero_latency_spread_only_control
93,-148607.24580769904,3468,-9727351.844231367,-104926.95891755914,-9622424.885313807,S02,zero_latency_spread_only_control
94,-27521.415847359098,3467,-9754873.260078726,-104926.95891755914,-9649946.301161166,S02,zero_latency_spread_only_control
95,-20192.41529712539,2406,-9775065.67537585,-104926.95891755914,-9670138.71645829,S02,zero_latency_spread_only_control
96,-85672.85443118031,4221,-9860738.529807031,-104926.95891755914,-9755811.570889471,S02,zero_latency_spread_only_control
97,-12966.074994594228,899,-9873704.604801625,-104926.95891755914,-9768777.645884065,S02,zero_latency_spread_only_control
98,-177131.64656445975,3642,-10050836.251366084,-104926.95891755914,-9945909.292448524,S02,zero_latency_spread_only_control
99,-40048.653197936364,1267,-10090884.904564021,-104926.95891755914,-9985957.945646461,S02,zero_latency_spread_only_control
100,-170596.21323874476,2361,-10261481.117802765,-104926.95891755914,-10156554.158885205,S02,zero_latency_spread_only_control
101,-56583.81105193412,666,-10318064.9288547,-104926.95891755914,-10213137.96993714,S02,zero_latency_spread_only_control
102,-321127.820795809,5606,-10639192.74965051,-104926.95891755914,-10534265.79073295,S02,zero_latency_spread_only_control
103,-170175.91147471167,2074,-10809368.661125222,-104926.95891755914,-10704441.702207662,S02,zero_latency_spread_only_control
104,-20799.94778466403,240,-10830168.608909886,-104926.95891755914,-10725241.649992326,S02,zero_latency_spread_only_control
105,-21262.736337065966,3510,-10851431.345246952,-104926.95891755914,-10746504.386329392,S02,zero_latency_spread_only_control
107,95829.06177915944,2225,-10755602.283467792,-104926.95891755914,-10650675.324550232,S02,zero_latency_spread_only_control
109,-129034.82965568196,4096,-10884637.113123475,-104926.95891755914,-10779710.154205915,S02,zero_latency_spread_only_control
110,-15947.076967582263,332,-10900584.190091057,-104926.95891755914,-10795657.231173497,S02,zero_latency_spread_only_control
111,-181777.4559780754,2952,-11082361.646069132,-104926.95891755914,-10977434.687151572,S02,zero_latency_spread_only_control
112,4190.641365774202,800,-11078171.004703358,-104926.95891755914,-10973244.045785798,S02,zero_latency_spread_only_control
113,-14903.08880214386,410,-11093074.093505502,-104926.95891755914,-10988147.134587942,S02,zero_latency_spread_only_control
114,-19586.1177860166,537,-11112660.211291518,-104926.95891755914,-11007733.252373958,S02,zero_latency_spread_only_control
115,-191599.6080723168,3237,-11304259.819363834,-104926.95891755914,-11199332.860446274,S02,zero_latency_spread_only_control
116,-31667.75404634807,989,-11335927.573410183,-104926.95891755914,-11231000.614492623,S02,zero_latency_spread_only_control
117,-216233.50581445996,7085,-11552161.079224642,-104926.95891755914,-11447234.120307082,S02,zero_latency_spread_only_control
118,-50410.338319228904,2582,-11602571.417543871,-104926.95891755914,-11497644.458626311,S02,zero_latency_spread_only_control
119,-60096.79906135122,1381,-11662668.216605222,-104926.95891755914,-11557741.257687662,S02,zero_latency_spread_only_control
120,688.9453149839262,3,-11661979.271290237,-104926.95891755914,-11557052.312372677,S02,zero_latency_spread_only_control
121,-84017.79828678371,1749,-11745997.069577022,-104926.95891755914,-11641070.110659461,S02,zero_latency_spread_only_control
122,-15815.30789050741,186,-11761812.37746753,-104926.95891755914,-11656885.41854997,S02,zero_latency_spread_only_control
123,-40419.70526248806,1748,-11802232.082730018,-104926.95891755914,-11697305.123812458,S02,zero_latency_spread_only_control
124,-448273.45306823833,4789,-12250505.535798255,-104926.95891755914,-12145578.576880695,S02,zero_latency_spread_only_control
125,-4865.076191458873,362,-12255370.611989714,-104926.95891755914,-12150443.653072154,S02,zero_latency_spread_only_control
126,-277254.7224914588,3515,-12532625.334481172,-104926.95891755914,-12427698.375563612,S02,zero_latency_spread_only_control
127,35137.379476187125,1372,-12497487.955004985,-104926.95891755914,-12392560.996087424,S02,zero_latency_spread_only_control
128,-41872.1250211536,1201,-12539360.080026139,-104926.95891755914,-12434433.121108579,S02,zero_latency_spread_only_control
129,-331678.51823279617,7999,-12871038.598258935,-104926.95891755914,-12766111.639341375,S02,zero_latency_spread_only_control
130,16269.74858351982,1331,-12854768.849675415,-104926.95891755914,-12749841.890757855,S02,zero_latency_spread_only_control
131,-275.84154786986034,4,-12855044.691223284,-104926.95891755914,-12750117.732305724,S02,zero_latency_spread_only_control
132,-107757.74879057132,3252,-12962802.440013856,-104926.95891755914,-12857875.481096296,S02,zero_latency_spread_only_control
133,1385.5743115910136,600,-12961416.865702264,-104926.95891755914,-12856489.906784704,S02,zero_latency_spread_only_control
134,1448.6133827954077,218,-12959968.252319468,-104926.95891755914,-12855041.293401908,S02,zero_latency_spread_only_control
135,-226430.18273915575,2294,-13186398.435058624,-104926.95891755914,-13081471.476141063,S02,zero_latency_spread_only_control
136,-190165.01565153658,3264,-13376563.45071016,-104926.95891755914,-13271636.4917926,S02,zero_latency_spread_only_control
137,-307604.36259645823,4496,-13684167.813306618,-104926.95891755914,-13579240.854389058,S02,zero_latency_spread_only_control
138,-88360.11934238358,1884,-13772527.932649001,-104926.95891755914,-13667600.973731441,S02,zero_latency_spread_only_control
139,-1414941.8014882924,8115,-15187469.734137293,-104926.95891755914,-15082542.775219733,S02,zero_latency_spread_only_control
140,-151993.50676994972,3447,-15339463.240907243,-104926.95891755914,-15234536.281989682,S02,zero_latency_spread_only_control
141,-53164.52211185921,975,-15392627.763019102,-104926.95891755914,-15287700.804101542,S02,zero_latency_spread_only_control
142,-242880.07934398507,4406,-15635507.842363087,-104926.95891755914,-15530580.883445527,S02,zero_latency_spread_only_control
143,-69875.07046553849,2400,-15705382.912828626,-104926.95891755914,-15600455.953911066,S02,zero_latency_spread_only_control
144,-109303.81992643702,1662,-15814686.732755063,-104926.95891755914,-15709759.773837503,S02,zero_latency_spread_only_control
145,-11912.541827470304,1560,-15826599.274582533,-104926.95891755914,-15721672.315664973,S02,zero_latency_spread_only_control
146,-133248.37015474343,4696,-15959847.644737277,-104926.95891755914,-15854920.685819717,S02,zero_latency_spread_only_control
148,-107158.65379474575,2927,-16067006.298532022,-104926.95891755914,-15962079.339614462,S02,zero_latency_spread_only_control
149,-311044.21485003835,4817,-16378050.51338206,-104926.95891755914,-16273123.5544645,S02,zero_latency_spread_only_control
150,-1473.3700738988487,163,-16379523.88345596,-104926.95891755914,-16274596.9245384,S02,zero_latency_spread_only_control
151,-78284.67214266612,4737,-16457808.555598626,-104926.95891755914,-16352881.596681066,S02,zero_latency_spread_only_control
152,-561.4097019006531,719,-16458369.965300526,-104926.95891755914,-16353443.006382966,S02,zero_latency_spread_only_control
153,-156088.17551609178,2134,-16614458.140816618,-104926.95891755914,-16509531.181899058,S02,zero_latency_spread_only_control
154,117219.526674696,7375,-16497238.614141922,-104926.95891755914,-16392311.655224362,S02,zero_latency_spread_only_control
155,-123940.96687678887,2650,-16621179.58101871,-104926.95891755914,-16516252.62210115,S02,zero_latency_spread_only_control
156,-90810.76364350962,2287,-16711990.34466222,-104926.95891755914,-16607063.38574466,S02,zero_latency_spread_only_control
157,-5181.682273725621,164,-16717172.026935944,-104926.95891755914,-16612245.068018384,S02,zero_latency_spread_only_control
158,-218962.4840572292,5445,-16936134.510993175,-104926.95891755914,-16831207.552075617,S02,zero_latency_spread_only_control
159,-140267.73682097855,2764,-17076402.247814152,-104926.95891755914,-16971475.288896594,S02,zero_latency_spread_only_control
160,-107551.28509493096,2422,-17183953.532909084,-104926.95891755914,-17079026.573991526,S02,zero_latency_spread_only_control
161,-589889.6276843365,7959,-17773843.16059342,-104926.95891755914,-17668916.201675862,S02,zero_latency_spread_only_control
162,4440.956599496704,1592,-17769402.203993924,-104926.95891755914,-17664475.245076366,S02,zero_latency_spread_only_control
163,-22121.88285203565,682,-17791524.08684596,-104926.95891755914,-17686597.127928402,S02,zero_latency_spread_only_control
164,86746.87470555522,2571,-17704777.212140404,-104926.95891755914,-17599850.253222845,S02,zero_latency_spread_only_control
165,-242967.61510378023,3910,-17947744.827244185,-104926.95891755914,-17842817.868326627,S02,zero_latency_spread_only_control
166,-164422.9408575101,2801,-18112167.768101696,-104926.95891755914,-18007240.809184138,S02,zero_latency_spread_only_control
167,25175.25469285118,627,-18086992.513408843,-104926.95891755914,-17982065.554491285,S02,zero_latency_spread_only_control
168,-689678.3742049218,6896,-18776670.887613766,-104926.95891755914,-18671743.928696208,S02,zero_latency_spread_only_control
169,42367.020473767494,2233,-18734303.86714,-104926.95891755914,-18629376.90822244,S02,zero_latency_spread_only_control
170,-74765.75482192072,1710,-18809069.621961918,-104926.95891755914,-18704142.66304436,S02,zero_latency_spread_only_control
171,2517.1325558816557,149,-18806552.489406034,-104926.95891755914,-18701625.530488476,S02,zero_latency_spread_only_control
172,-6687.539965087667,160,-18813240.029371124,-104926.95891755914,-18708313.070453566,S02,zero_latency_spread_only_control
173,53671.70307314645,3891,-18759568.326297976,-104926.95891755914,-18654641.367380418,S02,zero_latency_spread_only_control
175,-5710.309918953623,226,-18765278.63621693,-104926.95891755914,-18660351.677299373,S02,zero_latency_spread_only_control
176,-189452.146683152,4991,-18954730.782900084,-104926.95891755914,-18849803.823982526,S02,zero_latency_spread_only_control
177,-32174.59257769458,472,-18986905.37547778,-104926.95891755914,-18881978.41656022,S02,zero_latency_spread_only_control
178,-876542.1558423577,7850,-19863447.531320136,-104926.95891755914,-19758520.572402578,S02,zero_latency_spread_only_control
179,-21923.200160935965,1255,-19885370.73148107,-104926.95891755914,-19780443.772563513,S02,zero_latency_spread_only_control
180,-117561.78383174025,4195,-20002932.515312813,-104926.95891755914,-19898005.556395255,S02,zero_latency_spread_only_control
181,-18385.297246164082,1479,-20021317.81255898,-104926.95891755914,-19916390.85364142,S02,zero_latency_spread_only_control
182,-98974.65126683438,1657,-20120292.463825814,-104926.95891755914,-20015365.504908256,S02,zero_latency_spread_only_control
183,-28813.3497139482,1303,-20149105.813539762,-104926.95891755914,-20044178.854622204,S02,zero_latency_spread_only_control
184,-21124.07736259479,370,-20170229.890902355,-104926.95891755914,-20065302.931984797,S02,zero_latency_spread_only_control
185,220192.61626035007,6378,-19950037.274642006,-104926.95891755914,-19845110.315724447,S02,zero_latency_spread_only_control
186,63233.442286129815,2655,-19886803.832355876,-104926.95891755914,-19781876.873438317,S02,zero_latency_spread_only_control
187,-82910.68555625773,4781,-19969714.517912135,-104926.95891755914,-19864787.558994576,S02,zero_latency_spread_only_control
188,-20386.93146256257,2785,-19990101.449374698,-104926.95891755914,-19885174.49045714,S02,zero_latency_spread_only_control
189,-1430876.6750467955,8263,-21420978.124421492,-104926.95891755914,-21316051.165503934,S02,zero_latency_spread_only_control
190,-104926.95891755914,1679,-21525905.08333905,-104926.95891755914,-21420978.124421492,S02,zero_latency_spread_only_control
191,-183959.14311502315,4533,-21709864.22645407,-104926.95891755914,-21604937.267536514,S02,zero_latency_spread_only_control
192,-119.05739387469998,1,-21709983.283847947,-104926.95891755914,-21605056.32493039,S02,zero_latency_spread_only_control
193,-8008.719115579845,756,-21717992.002963528,-104926.95891755914,-21613065.04404597,S02,zero_latency_spread_only_control
194,-1264422.7034319742,8080,-22982414.706395503,-104926.95891755914,-22877487.747477945,S02,zero_latency_spread_only_control
195,-53926.84109864403,3994,-23036341.547494147,-104926.95891755914,-22931414.58857659,S02,zero_latency_spread_only_control
196,1032.8252487350658,128,-23035308.72224541,-104926.95891755914,-22930381.763327852,S02,zero_latency_spread_only_control
197,-20796.18216332628,440,-23056104.904408738,-104926.95891755914,-22951177.94549118,S02,zero_latency_spread_only_control
198,58074.250843314076,2163,-22998030.653565425,-104926.95891755914,-22893103.694647867,S02,zero_latency_spread_only_control
199,-31520.56624304422,1398,-23029551.21980847,-104926.95891755914,-22924624.260890912,S02,zero_latency_spread_only_control
200,-115226.45205082084,2689,-23144777.67185929,-104926.95891755914,-23039850.712941732,S02,zero_latency_spread_only_control
201,-201575.12892646782,3051,-23346352.800785758,-104926.95891755914,-23241425.8418682,S02,zero_latency_spread_only_control
202,-17.409923989885996,14,-23346370.210709747,-104926.95891755914,-23241443.25179219,S02,zero_latency_spread_only_control
203,-177638.92719971592,2398,-23524009.137909465,-104926.95891755914,-23419082.178991906,S02,zero_latency_spread_only_control
204,-58538.670907755855,612,-23582547.80881722,-104926.95891755914,-23477620.84989966,S02,zero_latency_spread_only_control
205,-309845.42740142246,4885,-23892393.236218642,-104926.95891755914,-23787466.277301084,S02,zero_latency_spread_only_control
206,43.155532539284465,2,-23892350.080686104,-104926.95891755914,-23787423.121768545,S02,zero_latency_spread_only_control
207,-13324.173242322306,384,-23905674.253928427,-104926.95891755914,-23800747.29501087,S02,zero_latency_spread_only_control
208,-39740.54805447641,624,-23945414.801982902,-104926.95891755914,-23840487.843065344,S02,zero_latency_spread_only_control
209,77431.20347287072,1333,-23867983.59851003,-104926.95891755914,-23763056.639592472,S02,zero_latency_spread_only_control
210,-3071.857870207776,491,-23871055.456380237,-104926.95891755914,-23766128.49746268,S02,zero_latency_spread_only_control
211,-148526.1661643628,1999,-24019581.6225446,-104926.95891755914,-23914654.663627043,S02,zero_latency_spread_only_control
212,-20428.206010039325,2042,-24040009.82855464,-104926.95891755914,-23935082.869637083,S02,zero_latency_spread_only_control
213,-11536.762811624785,661,-24051546.591366265,-104926.95891755914,-23946619.632448707,S02,zero_latency_spread_only_control
214,-303012.2395417707,5087,-24354558.830908034,-104926.95891755914,-24249631.871990476,S02,zero_latency_spread_only_control
215,-189553.02412727394,2847,-24544111.85503531,-104926.95891755914,-24439184.89611775,S02,zero_latency_spread_only_control
216,9960.025167309957,1589,-24534151.829868,-104926.95891755914,-24429224.87095044,S02,zero_latency_spread_only_control
217,129340.0911992584,3857,-24404811.73866874,-104926.95891755914,-24299884.77975118,S02,zero_latency_spread_only_control
218,-88082.33536076553,1165,-24492894.074029505,-104926.95891755914,-24387967.115111947,S02,zero_latency_spread_only_control
219,17740.773259318583,1003,-24475153.300770186,-104926.95891755914,-24370226.341852628,S02,zero_latency_spread_only_control
221,-323645.78847211774,6743,-24798799.089242302,-104926.95891755914,-24693872.130324744,S02,zero_latency_spread_only_control
222,-151209.81874704442,2639,-24950008.907989345,-104926.95891755914,-24845081.949071787,S02,zero_latency_spread_only_control
223,-127919.316899664,3054,-25077928.22488901,-104926.95891755914,-24973001.265971452,S02,zero_latency_spread_only_control
225,-150825.8178463175,4005,-25228754.042735327,-104926.95891755914,-25123827.08381777,S02,zero_latency_spread_only_control
226,-46655.82184236577,1454,-25275409.864577692,-104926.95891755914,-25170482.905660134,S02,zero_latency_spread_only_control
227,-78741.29395409975,1767,-25354151.158531792,-104926.95891755914,-25249224.199614234,S02,zero_latency_spread_only_control
228,-55530.87576924735,640,-25409682.03430104,-104926.95891755914,-25304755.07538348,S02,zero_latency_spread_only_control
229,-19043.078391443778,522,-25428725.112692483,-104926.95891755914,-25323798.153774925,S02,zero_latency_spread_only_control
230,-168835.12097510448,1500,-25597560.233667586,-104926.95891755914,-25492633.274750028,S02,zero_latency_spread_only_control
231,-143329.63765045794,7412,-25740889.871318042,-104926.95891755914,-25635962.912400484,S02,zero_latency_spread_only_control
232,-68881.6815479607,1449,-25809771.552866004,-104926.95891755914,-25704844.593948446,S02,zero_latency_spread_only_control
233,-215323.95833313875,4277,-26025095.511199143,-104926.95891755914,-25920168.552281585,S02,zero_latency_spread_only_control
234,-86820.10178714259,3188,-26111915.612986285,-104926.95891755914,-26006988.654068727,S02,zero_latency_spread_only_control
235,-1381.8847484902212,112,-26113297.497734774,-104926.95891755914,-26008370.538817216,S02,zero_latency_spread_only_control
236,-176546.17603665663,4553,-26289843.67377143,-104926.95891755914,-26184916.71485387,S02,zero_latency_spread_only_control
237,-24316.09428885536,382,-26314159.768060286,-104926.95891755914,-26209232.809142727,S02,zero_latency_spread_only_control
238,-46566.08493072862,1476,-26360725.852991015,-104926.95891755914,-26255798.894073457,S02,zero_latency_spread_only_control
239,-32786.084546148006,364,-26393511.937537163,-104926.95891755914,-26288584.978619605,S02,zero_latency_spread_only_control
240,-38884.01535204273,1390,-26432395.952889208,-104926.95891755914,-26327468.99397165,S02,zero_latency_spread_only_control
241,49532.68464572484,7827,-26382863.268243484,-104926.95891755914,-26277936.309325926,S02,zero_latency_spread_only_control
243,-43668.328047170646,757,-26426531.596290655,-104926.95891755914,-26321604.637373097,S02,zero_latency_spread_only_control
244,5545.487611666832,432,-26420986.10867899,-104926.95891755914,-26316059.14976143,S02,zero_latency_spread_only_control
245,-18914.71655380914,454,-26439900.8252328,-104926.95891755914,-26334973.866315242,S02,zero_latency_spread_only_control
246,-82424.34275267023,2234,-26522325.16798547,-104926.95891755914,-26417398.20906791,S02,zero_latency_spread_only_control
247,51.59474671670312,1,-26522273.573238753,-104926.95891755914,-26417346.614321195,S02,zero_latency_spread_only_control
248,-6808.204839313807,557,-26529081.778078068,-104926.95891755914,-26424154.81916051,S02,zero_latency_spread_only_control
249,55363.353579751696,1377,-26473718.424498316,-104926.95891755914,-26368791.465580758,S02,zero_latency_spread_only_control
250,-83896.77620869008,4325,-26557615.200707007,-104926.95891755914,-26452688.24178945,S02,zero_latency_spread_only_control
251,-16342.195859218196,2182,-26573957.396566227,-104926.95891755914,-26469030.43764867,S02,zero_latency_spread_only_control
252,-173352.4224689793,4644,-26747309.819035206,-104926.95891755914,-26642382.860117648,S02,zero_latency_spread_only_control
1,-225125.4834356871,1549,-225125.4834356871,-225125.4834356871,0.0,S02,retail_marketable_default
2,-552104.8794949654,4215,-777230.3629306526,-225125.4834356871,-552104.8794949654,S02,retail_marketable_default
3,-9.636908774229852,1,-777239.9998394268,-225125.4834356871,-552114.5164037397,S02,retail_marketable_default
4,-73199.60300907712,723,-850439.602848504,-225125.4834356871,-625314.1194128168,S02,retail_marketable_default
5,-883851.874571801,7569,-1734291.477420305,-225125.4834356871,-1509165.9939846178,S02,retail_marketable_default
6,-225674.18467495582,3758,-1959965.6620952608,-225125.4834356871,-1734840.1786595737,S02,retail_marketable_default
7,-8103.932014506517,126,-1968069.5941097673,-225125.4834356871,-1742944.1106740802,S02,retail_marketable_default
8,-55266.09045164177,433,-2023335.684561409,-225125.4834356871,-1798210.201125722,S02,retail_marketable_default
9,-261126.54743655754,1925,-2284462.2319979668,-225125.4834356871,-2059336.7485622796,S02,retail_marketable_default
10,-135483.67094045997,1337,-2419945.902938427,-225125.4834356871,-2194820.41950274,S02,retail_marketable_default
11,-282473.6494971645,2458,-2702419.5524355914,-225125.4834356871,-2477294.068999904,S02,retail_marketable_default
12,-245803.96054030955,2905,-2948223.512975901,-225125.4834356871,-2723098.0295402138,S02,retail_marketable_default
13,-313.7385316034008,14,-2948537.2515075044,-225125.4834356871,-2723411.7680718172,S02,retail_marketable_default
14,-223175.9465184285,2185,-3171713.198025933,-225125.4834356871,-2946587.714590246,S02,retail_marketable_default
15,-13963.428658815033,594,-3185676.626684748,-225125.4834356871,-2960551.143249061,S02,retail_marketable_default
16,-414633.31891481805,4644,-3600309.945599566,-225125.4834356871,-3375184.462163879,S02,retail_marketable_default
17,-252.53217457143649,2,-3600562.4777741376,-225125.4834356871,-3375436.9943384505,S02,retail_marketable_default
18,-41575.74627894815,374,-3642138.224053086,-225125.4834356871,-3417012.7406173986,S02,retail_marketable_default
19,-83669.47818150012,585,-3725807.702234586,-225125.4834356871,-3500682.2187988986,S02,retail_marketable_default
20,-202961.83030058737,1303,-3928769.532535173,-225125.4834356871,-3703644.049099486,S02,retail_marketable_default
21,-42703.08878647639,406,-3971472.6213216493,-225125.4834356871,-3746347.137885962,S02,retail_marketable_default
22,-184306.05111704313,1870,-4155778.6724386923,-225125.4834356871,-3930653.189003005,S02,retail_marketable_default
23,-96285.44682228874,2014,-4252064.119260981,-225125.4834356871,-4026938.6358252936,S02,retail_marketable_default
24,-31985.824067885198,652,-4284049.943328866,-225125.4834356871,-4058924.4598931787,S02,retail_marketable_default
25,-207162.3540913759,4807,-4491212.297420242,-225125.4834356871,-4266086.813984555,S02,retail_marketable_default
26,-344256.09640499955,2717,-4835468.393825241,-225125.4834356871,-4610342.910389555,S02,retail_marketable_default
27,-93807.05916362956,1562,-4929275.452988871,-225125.4834356871,-4704149.969553185,S02,retail_marketable_default
28,-323105.64994816465,3559,-5252381.102937036,-225125.4834356871,-5027255.6195013495,S02,retail_marketable_default
29,-124017.35493837592,1116,-5376398.457875412,-225125.4834356871,-5151272.974439725,S02,retail_marketable_default
30,-107969.56537355039,942,-5484368.023248962,-225125.4834356871,-5259242.539813275,S02,retail_marketable_default
32,-773582.1089242763,6437,-6257950.132173238,-225125.4834356871,-6032824.648737552,S02,retail_marketable_default
33,-230080.12235954043,2506,-6488030.254532779,-225125.4834356871,-6262904.771097092,S02,retail_marketable_default
34,-320277.8797453872,2822,-6808308.134278166,-225125.4834356871,-6583182.650842479,S02,retail_marketable_default
36,-437325.4689019635,3719,-7245633.60318013,-225125.4834356871,-7020508.119744443,S02,retail_marketable_default
37,-134617.28114076945,1361,-7380250.8843209,-225125.4834356871,-7155125.400885213,S02,retail_marketable_default
38,-164044.2595256517,1686,-7544295.143846552,-225125.4834356871,-7319169.660410865,S02,retail_marketable_default
