trade_month,symbol,feed_profile,rows
2026-10,TECHM,good_retail,101200
2026-10,ULTRACEMCO,disconnect_scenario,148800
2026-10,ULTRACEMCO,good_retail,101200
2026-10,WIPRO,disconnect_scenario,148800
2026-10,WIPRO,good_retail,101200
2026-11,ADANIPORTS,disconnect_scenario,148800
2026-11,ADANIPORTS,good_retail,101200
2026-11,AXISBANK,disconnect_scenario,144832
2026-11,AXISBANK,good_retail,105168
2026-11,BAJAJ-AUTO,disconnect_scenario,144832
2026-11,BAJAJ-AUTO,good_retail,105168
2026-11,BANKBEES,disconnect_scenario,146816
2026-11,BANKBEES,good_retail,103184
2026-11,BHARTIARTL,disconnect_scenario,148800
2026-11,BHARTIARTL,good_retail,101200
2026-11,BPCL,disconnect_scenario,150784
2026-11,BPCL,good_retail,99216
2026-11,BRITANNIA,disconnect_scenario,146816
2026-11,BRITANNIA,good_retail,103184
2026-11,CIPLA,disconnect_scenario,146816
2026-11,CIPLA,good_retail,103184
2026-11,DRREDDY,disconnect_scenario,148800
2026-11,DRREDDY,good_retail,101200
2026-11,GOLDBEES,disconnect_scenario,148800
2026-11,GOLDBEES,good_retail,101200
2026-11,HCLTECH,disconnect_scenario,146816
2026-11,HCLTECH,good_retail,103184
2026-11,HDFCBANK,disconnect_scenario,148800
2026-11,HDFCBANK,good_retail,101200
2026-11,HINDUNILVR,disconnect_scenario,144832
2026-11,HINDUNILVR,good_retail,105168
2026-11,ICICIBANK,disconnect_scenario,150784
2026-11,ICICIBANK,good_retail,99216
2026-11,INFY,disconnect_scenario,148800
2026-11,INFY,good_retail,101200
2026-11,ITBEES,disconnect_scenario,144832
2026-11,ITBEES,good_retail,105168
2026-11,ITC,disconnect_scenario,146816
2026-11,ITC,good_retail,103184
2026-11,JUNIORBEES,disconnect_scenario,150784
2026-11,JUNIORBEES,good_retail,99216
2026-11,KOTAKBANK,disconnect_scenario,148800
2026-11,KOTAKBANK,good_retail,101200
2026-11,LT,disconnect_scenario,144832
2026-11,LT,good_retail,105168
2026-11,M&M,disconnect_scenario,148800
2026-11,M&M,good_retail,101200
2026-11,MARUTI,disconnect_scenario,146816
2026-11,MARUTI,good_retail,103184
2026-11,NESTLEIND,disconnect_scenario,146816
2026-11,NESTLEIND,good_retail,103184
2026-11,NIFTYBEES,disconnect_scenario,148800
2026-11,NIFTYBEES,good_retail,101200
2026-11,ONGC,disconnect_scenario,144832
2026-11,ONGC,good_retail,105168
2026-11,RELIANCE,disconnect_scenario,146816
2026-11,RELIANCE,good_retail,103184
2026-11,SBIN,disconnect_scenario,148800
2026-11,SBIN,good_retail,101200
2026-11,SUNPHARMA,disconnect_scenario,144832
2026-11,SUNPHARMA,good_retail,105168
2026-11,TCS,disconnect_scenario,150784
2026-11,TCS,good_retail,99216
2026-11,TECHM,disconnect_scenario,140864
2026-11,TECHM,good_retail,109136
2026-11,ULTRACEMCO,disconnect_scenario,144832
2026-11,ULTRACEMCO,good_retail,105168
2026-11,WIPRO,disconnect_scenario,144832
2026-11,WIPRO,good_retail,105168
2026-12,ADANIPORTS,disconnect_scenario,148800
2026-12,ADANIPORTS,good_retail,101200
2026-12,AXISBANK,disconnect_scenario,146816
2026-12,AXISBANK,good_retail,103184
2026-12,BAJAJ-AUTO,disconnect_scenario,148800
2026-12,BAJAJ-AUTO,good_retail,101200
2026-12,BANKBEES,disconnect_scenario,148800
2026-12,BANKBEES,good_retail,101200
2026-12,BHARTIARTL,disconnect_scenario,148800
2026-12,BHARTIARTL,good_retail,101200
2026-12,BPCL,disconnect_scenario,148800
2026-12,BPCL,good_retail,101200
2026-12,BRITANNIA,disconnect_scenario,146816
2026-12,BRITANNIA,good_retail,103184
2026-12,CIPLA,disconnect_scenario,148800
2026-12,CIPLA,good_retail,101200
2026-12,DRREDDY,disconnect_scenario,146816
2026-12,DRREDDY,good_retail,103184
2026-12,GOLDBEES,disconnect_scenario,144832
2026-12,GOLDBEES,good_retail,105168
2026-12,HCLTECH,disconnect_scenario,148800
2026-12,HCLTECH,good_retail,101200
2026-12,HDFCBANK,disconnect_scenario,144832
2026-12,HDFCBANK,good_retail,105168
2026-12,HINDUNILVR,disconnect_scenario,148800
2026-12,HINDUNILVR,good_retail,101200
2026-12,ICICIBANK,disconnect_scenario,148800
2026-12,ICICIBANK,good_retail,101200
2026-12,INFY,disconnect_scenario,144832
2026-12,INFY,good_retail,105168
2026-12,ITBEES,disconnect_scenario,140864
2026-12,ITBEES,good_retail,109136
2026-12,ITC,disconnect_scenario,146816
2026-12,ITC,good_retail,103184
2026-12,JUNIORBEES,disconnect_scenario,142848
2026-12,JUNIORBEES,good_retail,107152
2026-12,KOTAKBANK,disconnect_scenario,140864
2026-12,KOTAKBANK,good_retail,109136
2026-12,LT,disconnect_scenario,146816
2026-12,LT,good_retail,103184
2026-12,M&M,disconnect_scenario,146816
2026-12,M&M,good_retail,103184
2026-12,MARUTI,disconnect_scenario,146816
2026-12,MARUTI,good_retail,103184
2026-12,NESTLEIND,disconnect_scenario,146816
2026-12,NESTLEIND,good_retail,103184
2026-12,NIFTYBEES,disconnect_scenario,146816
2026-12,NIFTYBEES,good_retail,103184
2026-12,ONGC,disconnect_scenario,146816
2026-12,ONGC,good_retail,103184
2026-12,RELIANCE,disconnect_scenario,146816
2026-12,RELIANCE,good_retail,103184
2026-12,SBIN,disconnect_scenario,146816
2026-12,SBIN,good_retail,103184
2026-12,SUNPHARMA,disconnect_scenario,146816
2026-12,SUNPHARMA,good_retail,103184
2026-12,TCS,disconnect_scenario,148800
2026-12,TCS,good_retail,101200
2026-12,TECHM,disconnect_scenario,144832
2026-12,TECHM,good_retail,105168
2026-12,ULTRACEMCO,disconnect_scenario,146816
2026-12,ULTRACEMCO,good_retail,103184
2026-12,WIPRO,disconnect_scenario,150784
2026-12,WIPRO,good_retail,99216
