trade_month,symbol,path
2026-08,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=DRREDDY\part-00000.parquet
2026-08,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=GOLDBEES\part-00000.parquet
2026-08,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HCLTECH\part-00000.parquet
2026-08,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet
2026-08,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HINDUNILVR\part-00000.parquet
2026-08,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ICICIBANK\part-00000.parquet
2026-08,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=INFY\part-00000.parquet
2026-08,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITBEES\part-00000.parquet
2026-08,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITC\part-00000.parquet
2026-08,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=JUNIORBEES\part-00000.parquet
2026-08,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=KOTAKBANK\part-00000.parquet
2026-08,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=LT\part-00000.parquet
2026-08,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=M&M\part-00000.parquet
2026-08,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=MARUTI\part-00000.parquet
2026-08,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NESTLEIND\part-00000.parquet
2026-08,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NIFTYBEES\part-00000.parquet
2026-08,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ONGC\part-00000.parquet
2026-08,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=RELIANCE\part-00000.parquet
2026-08,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SBIN\part-00000.parquet
2026-08,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SUNPHARMA\part-00000.parquet
2026-08,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TCS\part-00000.parquet
2026-08,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TECHM\part-00000.parquet
2026-08,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ULTRACEMCO\part-00000.parquet
2026-08,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=WIPRO\part-00000.parquet
2026-09,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ADANIPORTS\part-00000.parquet
2026-09,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=AXISBANK\part-00000.parquet
2026-09,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BAJAJ-AUTO\part-00000.parquet
2026-09,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BANKBEES\part-00000.parquet
2026-09,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BHARTIARTL\part-00000.parquet
2026-09,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BPCL\part-00000.parquet
2026-09,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BRITANNIA\part-00000.parquet
2026-09,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=CIPLA\part-00000.parquet
2026-09,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=DRREDDY\part-00000.parquet
2026-09,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=GOLDBEES\part-00000.parquet
2026-09,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HCLTECH\part-00000.parquet
2026-09,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HDFCBANK\part-00000.parquet
2026-09,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HINDUNILVR\part-00000.parquet
2026-09,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ICICIBANK\part-00000.parquet
2026-09,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=INFY\part-00000.parquet
2026-09,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ITBEES\part-00000.parquet
2026-09,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ITC\part-00000.parquet
2026-09,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=JUNIORBEES\part-00000.parquet
2026-09,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=KOTAKBANK\part-00000.parquet
2026-09,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=LT\part-00000.parquet
2026-09,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=M&M\part-00000.parquet
2026-09,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=MARUTI\part-00000.parquet
2026-09,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=NESTLEIND\part-00000.parquet
2026-09,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=NIFTYBEES\part-00000.parquet
2026-09,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ONGC\part-00000.parquet
2026-09,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=RELIANCE\part-00000.parquet
2026-09,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=SBIN\part-00000.parquet
2026-09,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=SUNPHARMA\part-00000.parquet
2026-09,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=TCS\part-00000.parquet
2026-09,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=TECHM\part-00000.parquet
2026-09,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ULTRACEMCO\part-00000.parquet
2026-09,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=WIPRO\part-00000.parquet
2026-10,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ADANIPORTS\part-00000.parquet
2026-10,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=AXISBANK\part-00000.parquet
2026-10,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BAJAJ-AUTO\part-00000.parquet
2026-10,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BANKBEES\part-00000.parquet
2026-10,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BHARTIARTL\part-00000.parquet
2026-10,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BPCL\part-00000.parquet
2026-10,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BRITANNIA\part-00000.parquet
2026-10,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=CIPLA\part-00000.parquet
2026-10,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=DRREDDY\part-00000.parquet
2026-10,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=GOLDBEES\part-00000.parquet
2026-10,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HCLTECH\part-00000.parquet
2026-10,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HDFCBANK\part-00000.parquet
2026-10,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HINDUNILVR\part-00000.parquet
2026-10,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ICICIBANK\part-00000.parquet
2026-10,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=INFY\part-00000.parquet
2026-10,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ITBEES\part-00000.parquet
2026-10,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ITC\part-00000.parquet
2026-10,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=JUNIORBEES\part-00000.parquet
2026-10,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=KOTAKBANK\part-00000.parquet
2026-10,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=LT\part-00000.parquet
2026-10,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=M&M\part-00000.parquet
2026-10,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=MARUTI\part-00000.parquet
2026-10,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=NESTLEIND\part-00000.parquet
2026-10,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=NIFTYBEES\part-00000.parquet
2026-10,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ONGC\part-00000.parquet
2026-10,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=RELIANCE\part-00000.parquet
2026-10,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=SBIN\part-00000.parquet
2026-10,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=SUNPHARMA\part-00000.parquet
2026-10,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=TCS\part-00000.parquet
2026-10,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=TECHM\part-00000.parquet
2026-10,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ULTRACEMCO\part-00000.parquet
2026-10,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=WIPRO\part-00000.parquet
2026-11,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ADANIPORTS\part-00000.parquet
2026-11,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=AXISBANK\part-00000.parquet
2026-11,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BAJAJ-AUTO\part-00000.parquet
2026-11,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BANKBEES\part-00000.parquet
2026-11,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BHARTIARTL\part-00000.parquet
2026-11,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BPCL\part-00000.parquet
2026-11,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BRITANNIA\part-00000.parquet
2026-11,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=CIPLA\part-00000.parquet
2026-11,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=DRREDDY\part-00000.parquet
2026-11,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=GOLDBEES\part-00000.parquet
2026-11,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HCLTECH\part-00000.parquet
2026-11,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet
2026-11,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HINDUNILVR\part-00000.parquet
2026-11,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ICICIBANK\part-00000.parquet
2026-11,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=INFY\part-00000.parquet
2026-11,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ITBEES\part-00000.parquet
2026-11,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ITC\part-00000.parquet
2026-11,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=JUNIORBEES\part-00000.parquet
2026-11,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=KOTAKBANK\part-00000.parquet
2026-11,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=LT\part-00000.parquet
2026-11,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=M&M\part-00000.parquet
2026-11,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=MARUTI\part-00000.parquet
2026-11,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=NESTLEIND\part-00000.parquet
2026-11,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=NIFTYBEES\part-00000.parquet
2026-11,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ONGC\part-00000.parquet
2026-11,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=RELIANCE\part-00000.parquet
2026-11,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=SBIN\part-00000.parquet
2026-11,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=SUNPHARMA\part-00000.parquet
2026-11,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=TCS\part-00000.parquet
2026-11,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=TECHM\part-00000.parquet
2026-11,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ULTRACEMCO\part-00000.parquet
2026-11,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=WIPRO\part-00000.parquet
2026-12,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ADANIPORTS\part-00000.parquet
2026-12,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=AXISBANK\part-00000.parquet
2026-12,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BAJAJ-AUTO\part-00000.parquet
2026-12,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BANKBEES\part-00000.parquet
2026-12,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BHARTIARTL\part-00000.parquet
2026-12,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BPCL\part-00000.parquet
2026-12,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BRITANNIA\part-00000.parquet
2026-12,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=CIPLA\part-00000.parquet
2026-12,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=DRREDDY\part-00000.parquet
2026-12,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=GOLDBEES\part-00000.parquet
2026-12,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HCLTECH\part-00000.parquet
2026-12,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet
2026-12,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HINDUNILVR\part-00000.parquet
2026-12,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ICICIBANK\part-00000.parquet
2026-12,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=INFY\part-00000.parquet
2026-12,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ITBEES\part-00000.parquet
2026-12,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ITC\part-00000.parquet
2026-12,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=JUNIORBEES\part-00000.parquet
2026-12,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=KOTAKBANK\part-00000.parquet
2026-12,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=LT\part-00000.parquet
2026-12,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=M&M\part-00000.parquet
2026-12,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=MARUTI\part-00000.parquet
2026-12,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=NESTLEIND\part-00000.parquet
2026-12,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=NIFTYBEES\part-00000.parquet
2026-12,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ONGC\part-00000.parquet
2026-12,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=RELIANCE\part-00000.parquet
2026-12,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=SBIN\part-00000.parquet
2026-12,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=SUNPHARMA\part-00000.parquet
2026-12,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=TCS\part-00000.parquet
2026-12,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=TECHM\part-00000.parquet
2026-12,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ULTRACEMCO\part-00000.parquet
2026-12,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=WIPRO\part-00000.parquet
