shard_id,trade_month,symbol,source_rows,target_dense_multiplier,target_dense_rows,estimated_dense_bytes,estimated_runtime_seconds
dense_target_BHARTIARTL_2026-11,2026-11,BHARTIARTL,7859,1983.4142901697412,15587653,233185679.63963097,40.408074239336656
dense_target_HDFCBANK_2026-11,2026-11,HDFCBANK,7858,1983.4142901697412,15585669,233155999.71357638,40.40293109050656
dense_target_HINDUNILVR_2026-05,2026-05,HINDUNILVR,7857,1983.4142901697412,15583686,233126334.7471619,40.39779053398939
dense_target_INFY_2026-05,2026-05,INFY,7857,1983.4142901697412,15583686,233126334.7471619,40.39779053398939
dense_target_SUNPHARMA_2026-05,2026-05,SUNPHARMA,7857,1983.4142901697412,15583686,233126334.7471619,40.39779053398939
dense_target_LT_2026-08,2026-08,LT,7856,1983.4142901697412,15581703,233096669.78074744,40.39264997747221
dense_target_SUNPHARMA_2026-11,2026-11,SUNPHARMA,7856,1983.4142901697412,15581703,233096669.78074744,40.39264997747221
dense_target_ITC_2026-08,2026-08,ITC,7854,1983.4142901697412,15577736,233037324.88827834,40.38236627212495
dense_target_BHARTIARTL_2026-08,2026-08,BHARTIARTL,7853,1983.4142901697412,15575752,233007644.96222374,40.377223123294854
dense_target_DRREDDY_2026-05,2026-05,DRREDDY,7853,1983.4142901697412,15575752,233007644.96222374,40.377223123294854
dense_target_HCLTECH_2026-08,2026-08,HCLTECH,7853,1983.4142901697412,15575752,233007644.96222374,40.377223123294854
dense_target_RELIANCE_2026-05,2026-05,RELIANCE,7853,1983.4142901697412,15575752,233007644.96222374,40.377223123294854
dense_target_AXISBANK_2026-11,2026-11,AXISBANK,7852,1983.4142901697412,15573769,232977979.99580926,40.37208256677768
dense_target_BAJAJ-AUTO_2026-11,2026-11,BAJAJ-AUTO,7852,1983.4142901697412,15573769,232977979.99580926,40.37208256677768
dense_target_BPCL_2026-05,2026-05,BPCL,7852,1983.4142901697412,15573769,232977979.99580926,40.37208256677768
dense_target_ITBEES_2026-05,2026-05,ITBEES,7852,1983.4142901697412,15573769,232977979.99580926,40.37208256677768
dense_target_ITBEES_2026-11,2026-11,ITBEES,7851,1983.4142901697412,15571786,232948315.02939478,40.3669420102605
dense_target_WIPRO_2026-05,2026-05,WIPRO,7851,1983.4142901697412,15571786,232948315.02939478,40.3669420102605
dense_target_ICICIBANK_2026-08,2026-08,ICICIBANK,7850,1983.4142901697412,15569802,232918635.10334018,40.36179886143041
dense_target_MARUTI_2026-05,2026-05,MARUTI,7850,1983.4142901697412,15569802,232918635.10334018,40.36179886143041
dense_target_MARUTI_2026-08,2026-08,MARUTI,7850,1983.4142901697412,15569802,232918635.10334018,40.36179886143041
dense_target_RELIANCE_2026-08,2026-08,RELIANCE,7850,1983.4142901697412,15569802,232918635.10334018,40.36179886143041
dense_target_TECHM_2026-08,2026-08,TECHM,7850,1983.4142901697412,15569802,232918635.10334018,40.36179886143041
dense_target_ULTRACEMCO_2026-11,2026-11,ULTRACEMCO,7850,1983.4142901697412,15569802,232918635.10334018,40.36179886143041
dense_target_ADANIPORTS_2026-11,2026-11,ADANIPORTS,7849,1983.4142901697412,15567819,232888970.1369257,40.35665830491324
dense_target_BAJAJ-AUTO_2026-05,2026-05,BAJAJ-AUTO,7849,1983.4142901697412,15567819,232888970.1369257,40.35665830491324
dense_target_SBIN_2026-11,2026-11,SBIN,7849,1983.4142901697412,15567819,232888970.1369257,40.35665830491324
dense_target_HDFCBANK_2026-05,2026-05,HDFCBANK,7848,1983.4142901697412,15565835,232859290.2108711,40.351515156083146
dense_target_INFY_2026-08,2026-08,INFY,7848,1983.4142901697412,15565835,232859290.2108711,40.351515156083146
dense_target_M&M_2026-08,2026-08,M&M,7848,1983.4142901697412,15565835,232859290.2108711,40.351515156083146
dense_target_DRREDDY_2026-08,2026-08,DRREDDY,7847,1983.4142901697412,15563852,232829625.24445662,40.34637459956597
dense_target_NIFTYBEES_2026-11,2026-11,NIFTYBEES,7847,1983.4142901697412,15563852,232829625.24445662,40.34637459956597
dense_target_BRITANNIA_2026-08,2026-08,BRITANNIA,7846,1983.4142901697412,15561869,232799960.27804214,40.34123404304879
dense_target_CIPLA_2026-05,2026-05,CIPLA,7846,1983.4142901697412,15561869,232799960.27804214,40.34123404304879
dense_target_NIFTYBEES_2026-05,2026-05,NIFTYBEES,7846,1983.4142901697412,15561869,232799960.27804214,40.34123404304879
dense_target_ONGC_2026-08,2026-08,ONGC,7846,1983.4142901697412,15561869,232799960.27804214,40.34123404304879
dense_target_SUNPHARMA_2026-08,2026-08,SUNPHARMA,7846,1983.4142901697412,15561869,232799960.27804214,40.34123404304879
dense_target_BANKBEES_2026-11,2026-11,BANKBEES,7845,1983.4142901697412,15559885,232770280.35198754,40.3360908942187
dense_target_TECHM_2026-05,2026-05,TECHM,7845,1983.4142901697412,15559885,232770280.35198754,40.3360908942187
dense_target_BANKBEES_2026-08,2026-08,BANKBEES,7844,1983.4142901697412,15557902,232740615.38557306,40.33095033770152
dense_target_ICICIBANK_2026-05,2026-05,ICICIBANK,7844,1983.4142901697412,15557902,232740615.38557306,40.33095033770152
dense_target_ICICIBANK_2026-11,2026-11,ICICIBANK,7844,1983.4142901697412,15557902,232740615.38557306,40.33095033770152
dense_target_KOTAKBANK_2026-08,2026-08,KOTAKBANK,7844,1983.4142901697412,15557902,232740615.38557306,40.33095033770152
dense_target_AXISBANK_2026-08,2026-08,AXISBANK,7843,1983.4142901697412,15555918,232710935.45951846,40.32580718887144
dense_target_ITC_2026-11,2026-11,ITC,7843,1983.4142901697412,15555918,232710935.45951846,40.32580718887144
dense_target_M&M_2026-11,2026-11,M&M,7843,1983.4142901697412,15555918,232710935.45951846,40.32580718887144
dense_target_TCS_2026-11,2026-11,TCS,7843,1983.4142901697412,15555918,232710935.45951846,40.32580718887144
dense_target_LT_2026-11,2026-11,LT,7842,1983.4142901697412,15553935,232681270.49310398,40.32066663235426
dense_target_NIFTYBEES_2026-08,2026-08,NIFTYBEES,7842,1983.4142901697412,15553935,232681270.49310398,40.32066663235426
dense_target_ULTRACEMCO_2026-05,2026-05,ULTRACEMCO,7842,1983.4142901697412,15553935,232681270.49310398,40.32066663235426
dense_target_ADANIPORTS_2026-05,2026-05,ADANIPORTS,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_GOLDBEES_2026-05,2026-05,GOLDBEES,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_GOLDBEES_2026-08,2026-08,GOLDBEES,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_HDFCBANK_2026-08,2026-08,HDFCBANK,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_ITBEES_2026-08,2026-08,ITBEES,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_ITC_2026-05,2026-05,ITC,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_WIPRO_2026-11,2026-11,WIPRO,7841,1983.4142901697412,15551951,232651590.56704935,40.31552348352417
dense_target_ADANIPORTS_2026-08,2026-08,ADANIPORTS,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_BANKBEES_2026-05,2026-05,BANKBEES,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_BHARTIARTL_2026-05,2026-05,BHARTIARTL,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_CIPLA_2026-08,2026-08,CIPLA,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_CIPLA_2026-11,2026-11,CIPLA,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_HCLTECH_2026-11,2026-11,HCLTECH,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_ONGC_2026-05,2026-05,ONGC,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_ONGC_2026-11,2026-11,ONGC,7840,1983.4142901697412,15549968,232621925.6006349,40.31038292700699
dense_target_JUNIORBEES_2026-08,2026-08,JUNIORBEES,7839,1983.4142901697412,15547985,232592260.63422042,40.305242370489815
dense_target_MARUTI_2026-11,2026-11,MARUTI,7839,1983.4142901697412,15547985,232592260.63422042,40.305242370489815
dense_target_JUNIORBEES_2026-05,2026-05,JUNIORBEES,7838,1983.4142901697412,15546001,232562580.7081658,40.30009922165972
dense_target_JUNIORBEES_2026-11,2026-11,JUNIORBEES,7838,1983.4142901697412,15546001,232562580.7081658,40.30009922165972
dense_target_NESTLEIND_2026-11,2026-11,NESTLEIND,7838,1983.4142901697412,15546001,232562580.7081658,40.30009922165972
dense_target_RELIANCE_2026-11,2026-11,RELIANCE,7838,1983.4142901697412,15546001,232562580.7081658,40.30009922165972
dense_target_TCS_2026-08,2026-08,TCS,7838,1983.4142901697412,15546001,232562580.7081658,40.30009922165972
dense_target_WIPRO_2026-08,2026-08,WIPRO,7838,1983.4142901697412,15546001,232562580.7081658,40.30009922165972
dense_target_DRREDDY_2026-11,2026-11,DRREDDY,7837,1983.4142901697412,15544018,232532915.74175134,40.29495866514255
dense_target_BAJAJ-AUTO_2026-08,2026-08,BAJAJ-AUTO,7836,1983.4142901697412,15542034,232503235.81569672,40.28981551631246
dense_target_HINDUNILVR_2026-08,2026-08,HINDUNILVR,7836,1983.4142901697412,15542034,232503235.81569672,40.28981551631246
dense_target_KOTAKBANK_2026-11,2026-11,KOTAKBANK,7836,1983.4142901697412,15542034,232503235.81569672,40.28981551631246
dense_target_M&M_2026-05,2026-05,M&M,7836,1983.4142901697412,15542034,232503235.81569672,40.28981551631246
dense_target_HINDUNILVR_2026-11,2026-11,HINDUNILVR,7835,1983.4142901697412,15540051,232473570.84928226,40.28467495979528
dense_target_GOLDBEES_2026-11,2026-11,GOLDBEES,7834,1983.4142901697412,15538068,232443905.88286778,40.279534403278106
dense_target_KOTAKBANK_2026-05,2026-05,KOTAKBANK,7834,1983.4142901697412,15538068,232443905.88286778,40.279534403278106
dense_target_LT_2026-05,2026-05,LT,7834,1983.4142901697412,15538068,232443905.88286778,40.279534403278106
dense_target_NESTLEIND_2026-05,2026-05,NESTLEIND,7833,1983.4142901697412,15536084,232414225.95681316,40.27439125444801
dense_target_SBIN_2026-05,2026-05,SBIN,7832,1983.4142901697412,15534101,232384560.9903987,40.26925069793084
dense_target_ULTRACEMCO_2026-08,2026-08,ULTRACEMCO,7832,1983.4142901697412,15534101,232384560.9903987,40.26925069793084
dense_target_HCLTECH_2026-05,2026-05,HCLTECH,7831,1983.4142901697412,15532117,232354881.06434408,40.26410754910075
dense_target_AXISBANK_2026-05,2026-05,AXISBANK,7829,1983.4142901697412,15528150,232295536.171875,40.25382384375348
dense_target_INFY_2026-11,2026-11,INFY,7829,1983.4142901697412,15528150,232295536.171875,40.25382384375348
dense_target_BRITANNIA_2026-11,2026-11,BRITANNIA,7827,1983.4142901697412,15524184,232236206.23904607,40.243542730719135
dense_target_NESTLEIND_2026-08,2026-08,NESTLEIND,7827,1983.4142901697412,15524184,232236206.23904607,40.243542730719135
dense_target_BPCL_2026-08,2026-08,BPCL,7821,1983.4142901697412,15512283,232058171.5616388,40.21269161467733
dense_target_TECHM_2026-11,2026-11,TECHM,7817,1983.4142901697412,15504350,231939496.7363408,40.19212679629571
dense_target_ITC_2026-02,2026-02,ITC,7486,1983.4142901697412,14847839,222118328.42281124,38.49024484992822
dense_target_BHARTIARTL_2026-02,2026-02,BHARTIARTL,7484,1983.4142901697412,14843873,222058998.4899823,38.479963736893865
dense_target_BAJAJ-AUTO_2026-02,2026-02,BAJAJ-AUTO,7480,1983.4142901697412,14835939,221940308.70504412,38.45939632619933
dense_target_ITBEES_2026-02,2026-02,ITBEES,7480,1983.4142901697412,14835939,221940308.70504412,38.45939632619933
dense_target_JUNIORBEES_2026-02,2026-02,JUNIORBEES,7478,1983.4142901697412,14831972,221880963.81257504,38.44911262085206
dense_target_HDFCBANK_2026-02,2026-02,HDFCBANK,7476,1983.4142901697412,14828005,221821618.92010596,38.4388289155048
dense_target_ADANIPORTS_2026-02,2026-02,ADANIPORTS,7475,1983.4142901697412,14826022,221791953.95369148,38.433688358987624
dense_target_BPCL_2026-02,2026-02,BPCL,7474,1983.4142901697412,14824038,221762274.0276369,38.42854521015753
dense_target_AXISBANK_2026-02,2026-02,AXISBANK,7473,1983.4142901697412,14822055,221732609.0612224,38.423404653640354
dense_target_ONGC_2026-02,2026-02,ONGC,7473,1983.4142901697412,14822055,221732609.0612224,38.423404653640354
dense_target_SBIN_2026-02,2026-02,SBIN,7472,1983.4142901697412,14820072,221702944.09480792,38.418264097123185
dense_target_SUNPHARMA_2026-02,2026-02,SUNPHARMA,7472,1983.4142901697412,14820072,221702944.09480792,38.418264097123185
dense_target_ICICIBANK_2026-02,2026-02,ICICIBANK,7469,1983.4142901697412,14814121,221613919.27628425,38.40283724294582
dense_target_CIPLA_2026-02,2026-02,CIPLA,7468,1983.4142901697412,14812138,221584254.30986977,38.397696686428645
dense_target_GOLDBEES_2026-02,2026-02,GOLDBEES,7468,1983.4142901697412,14812138,221584254.30986977,38.397696686428645
dense_target_KOTAKBANK_2026-02,2026-02,KOTAKBANK,7467,1983.4142901697412,14810155,221554589.34345528,38.39255612991147
dense_target_MARUTI_2026-02,2026-02,MARUTI,7466,1983.4142901697412,14808171,221524909.4174007,38.38741298108138
dense_target_NESTLEIND_2026-02,2026-02,NESTLEIND,7466,1983.4142901697412,14808171,221524909.4174007,38.38741298108138
dense_target_BANKBEES_2026-02,2026-02,BANKBEES,7465,1983.4142901697412,14806188,221495244.4509862,38.382272424564206
dense_target_HCLTECH_2026-02,2026-02,HCLTECH,7465,1983.4142901697412,14806188,221495244.4509862,38.382272424564206
dense_target_ULTRACEMCO_2026-02,2026-02,ULTRACEMCO,7465,1983.4142901697412,14806188,221495244.4509862,38.382272424564206
dense_target_WIPRO_2026-02,2026-02,WIPRO,7465,1983.4142901697412,14806188,221495244.4509862,38.382272424564206
dense_target_LT_2026-02,2026-02,LT,7464,1983.4142901697412,14804204,221465564.5249316,38.37712927573411
dense_target_TCS_2026-02,2026-02,TCS,7464,1983.4142901697412,14804204,221465564.5249316,38.37712927573411
dense_target_HINDUNILVR_2026-02,2026-02,HINDUNILVR,7463,1983.4142901697412,14802221,221435899.55851713,38.37198871921694
dense_target_DRREDDY_2026-02,2026-02,DRREDDY,7462,1983.4142901697412,14800237,221406219.6324625,38.36684557038684
dense_target_BRITANNIA_2026-02,2026-02,BRITANNIA,7460,1983.4142901697412,14796271,221346889.69963357,38.3565644573525
dense_target_INFY_2026-02,2026-02,INFY,7459,1983.4142901697412,14794287,221317209.77357894,38.351421308522404
dense_target_NIFTYBEES_2026-02,2026-02,NIFTYBEES,7458,1983.4142901697412,14792304,221287544.8071645,38.34628075200523
dense_target_M&M_2026-02,2026-02,M&M,7457,1983.4142901697412,14790320,221257864.88110986,38.341137603175135
dense_target_RELIANCE_2026-02,2026-02,RELIANCE,7453,1983.4142901697412,14782387,221139190.05581185,38.32057278479352
dense_target_TECHM_2026-02,2026-02,TECHM,7443,1983.4142901697412,14762553,220842480.55310658,38.2691568503701
dense_target_CIPLA_2026-12,2026-12,CIPLA,5245,1983.4142901697412,10403008,155625256.14192966,26.967852028551903
dense_target_BAJAJ-AUTO_2026-12,2026-12,BAJAJ-AUTO,5234,1983.4142901697412,10381190,155298866.71316975,26.91129294529839
dense_target_BANKBEES_2026-12,2026-12,BANKBEES,5234,1983.4142901697412,10381190,155298866.71316975,26.91129294529839
dense_target_MARUTI_2026-12,2026-12,MARUTI,5233,1983.4142901697412,10379207,155269201.7467553,26.906152388781216
dense_target_HCLTECH_2026-12,2026-12,HCLTECH,5232,1983.4142901697412,10377224,155239536.78034082,26.90101183226404
dense_target_JUNIORBEES_2026-12,2026-12,JUNIORBEES,5232,1983.4142901697412,10377224,155239536.78034082,26.90101183226404
dense_target_TCS_2026-12,2026-12,TCS,5232,1983.4142901697412,10377224,155239536.78034082,26.90101183226404
dense_target_AXISBANK_2026-12,2026-12,AXISBANK,5231,1983.4142901697412,10375240,155209856.8542862,26.89586868343395
dense_target_BPCL_2026-12,2026-12,BPCL,5231,1983.4142901697412,10375240,155209856.8542862,26.89586868343395
dense_target_NESTLEIND_2026-12,2026-12,NESTLEIND,5231,1983.4142901697412,10375240,155209856.8542862,26.89586868343395
dense_target_HDFCBANK_2026-12,2026-12,HDFCBANK,5230,1983.4142901697412,10373257,155180191.88787174,26.890728126916773
dense_target_ICICIBANK_2026-12,2026-12,ICICIBANK,5230,1983.4142901697412,10373257,155180191.88787174,26.890728126916773
dense_target_BHARTIARTL_2026-12,2026-12,BHARTIARTL,5229,1983.4142901697412,10371273,155150511.96181712,26.88558497808668
dense_target_GOLDBEES_2026-12,2026-12,GOLDBEES,5229,1983.4142901697412,10371273,155150511.96181712,26.88558497808668
dense_target_KOTAKBANK_2026-12,2026-12,KOTAKBANK,5228,1983.4142901697412,10369290,155120846.99540266,26.880444421569507
dense_target_NIFTYBEES_2026-12,2026-12,NIFTYBEES,5228,1983.4142901697412,10369290,155120846.99540266,26.880444421569507
dense_target_TECHM_2026-12,2026-12,TECHM,5228,1983.4142901697412,10369290,155120846.99540266,26.880444421569507
dense_target_ONGC_2026-12,2026-12,ONGC,5227,1983.4142901697412,10367306,155091167.06934804,26.875301272739414
dense_target_RELIANCE_2026-12,2026-12,RELIANCE,5227,1983.4142901697412,10367306,155091167.06934804,26.875301272739414
dense_target_WIPRO_2026-12,2026-12,WIPRO,5227,1983.4142901697412,10367306,155091167.06934804,26.875301272739414
dense_target_HINDUNILVR_2026-12,2026-12,HINDUNILVR,5226,1983.4142901697412,10365323,155061502.10293356,26.870160716222237
dense_target_BRITANNIA_2026-12,2026-12,BRITANNIA,5224,1983.4142901697412,10361356,155002157.21046448,26.85987701087497
dense_target_DRREDDY_2026-12,2026-12,DRREDDY,5223,1983.4142901697412,10359373,154972492.24405003,26.8547364543578
dense_target_INFY_2026-12,2026-12,INFY,5222,1983.4142901697412,10357389,154942812.3179954,26.849593305527705
dense_target_ITC_2026-12,2026-12,ITC,5222,1983.4142901697412,10357389,154942812.3179954,26.849593305527705
dense_target_SUNPHARMA_2026-12,2026-12,SUNPHARMA,5222,1983.4142901697412,10357389,154942812.3179954,26.849593305527705
dense_target_ADANIPORTS_2026-12,2026-12,ADANIPORTS,5221,1983.4142901697412,10355406,154913147.35158092,26.84445274901053
dense_target_ITBEES_2026-12,2026-12,ITBEES,5220,1983.4142901697412,10353423,154883482.38516647,26.839312192493356
dense_target_LT_2026-12,2026-12,LT,5220,1983.4142901697412,10353423,154883482.38516647,26.839312192493356
dense_target_M&M_2026-12,2026-12,M&M,5220,1983.4142901697412,10353423,154883482.38516647,26.839312192493356
dense_target_ULTRACEMCO_2026-12,2026-12,ULTRACEMCO,5220,1983.4142901697412,10353423,154883482.38516647,26.839312192493356
dense_target_SBIN_2026-12,2026-12,SBIN,5216,1983.4142901697412,10345489,154764792.60022828,26.81874478179882
