scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase286_variant_id,lifecycle_family_id,lifecycle_family,grid_id,selected_event_rows,side_multiplier,entry_delay_ticks,exit_horizon_ticks,take_profit_bps,stop_loss_bps,latency_bucket,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,lifecycle_proxy_model,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT100000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8,P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8,100000.0,100000.0,2,cost200,2.0,0.0,861,5,856,73,783,0,1,1,6,3,8,51.86631511404528,0.051866315114045276,1.633788926092426,1,0,250000.0,2.5,0.9819976771196284,-68.85359541420848,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_ORIG_E2_H8,861,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT100000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8,P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8,100000.0,100000.0,4,cost200,2.0,0.0,861,7,854,85,769,0,1,1,6,5,8,-70.03207219160338,-0.07003207219160337,-2.2060102740355063,1,0,175000.0,1.75,0.9497677119628339,-95.96522974862602,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_ORIG_E2_H8,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_ORIG_E2_H8,861,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,25000.0,1,cost200,2.0,0.0,861,7,854,55,799,0,1,1,6,3,8,-443.15373339591537,-0.4431537333959154,-13.959342601971334,1,0,175000.0,1.75,0.24796747967479674,-443.15373339591537,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT25000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,25000.0,2,cost200,2.0,0.0,861,19,842,143,699,0,1,1,6,5,8,-1341.7382421369837,-1.3417382421369837,-42.264754627314986,1,0,475000.0,4.75,0.4817073170731707,-1341.7382421369837,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT25000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,25000.0,4,cost200,2.0,0.0,861,26,835,170,665,0,1,1,6,6,8,-1774.4044285356654,-1.7744044285356655,-55.893739498873465,1,0,650000.0,6.5,0.9204413472706156,-1774.4044285356654,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT50000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,50000.0,1,cost200,2.0,0.0,861,7,854,55,799,0,1,1,6,3,8,-886.3074667918307,-0.8863074667918308,-27.91868520394267,1,0,350000.0,3.5,0.4959349593495935,-886.3074667918307,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT50000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,50000.0,2,cost200,2.0,0.0,861,19,842,143,699,0,1,1,6,5,8,-2683.4764842739673,-2.6834764842739673,-84.52950925462997,1,0,950000.0,9.5,0.9634146341463414,-2683.4764842739673,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT50000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,50000.0,4,cost200,2.0,0.0,861,26,835,170,665,0,1,1,6,6,8,-1774.4044285356654,-1.7744044285356655,-55.893739498873465,1,0,650000.0,6.5,0.9204413472706156,-1774.4044285356654,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT75000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,75000.0,1,cost200,2.0,0.0,861,7,854,55,799,0,1,1,6,3,8,-1329.461200187746,-1.3294612001877462,-41.878027805914,1,0,525000.0,5.25,0.7439024390243902,-1329.461200187746,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT75000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,75000.0,2,cost200,2.0,0.0,861,19,842,143,699,0,1,1,6,5,8,-2683.4764842739673,-2.6834764842739673,-84.52950925462997,1,0,950000.0,9.5,0.9634146341463414,-2683.4764842739673,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT75000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,75000.0,4,cost200,2.0,0.0,861,26,835,170,665,0,1,1,6,6,8,-1774.4044285356654,-1.7744044285356655,-55.893739498873465,1,0,650000.0,6.5,0.9204413472706156,-1774.4044285356654,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT100000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,100000.0,1,cost200,2.0,0.0,861,7,854,55,799,0,1,1,6,3,8,-1772.6149335836615,-1.7726149335836616,-55.83737040788534,1,0,700000.0,7.0,0.991869918699187,-1772.6149335836615,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT100000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,100000.0,2,cost200,2.0,0.0,861,19,842,143,699,0,1,1,6,5,8,-2683.4764842739673,-2.6834764842739673,-84.52950925462997,1,0,950000.0,9.5,0.9634146341463414,-2683.4764842739673,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT100000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,100000.0,100000.0,4,cost200,2.0,0.0,861,26,835,170,665,0,1,1,6,6,8,-1774.4044285356654,-1.7744044285356655,-55.893739498873465,1,0,650000.0,6.5,0.9204413472706156,-1774.4044285356654,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H3,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H3,861,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT25000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,25000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-315.6525518123421,-0.3156525518123421,-9.943055382088776,1,0,100000.0,1.0,0.24883855981416958,-315.6525518123421,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT25000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,25000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-628.3481256606591,-0.6283481256606591,-19.792965958310763,1,0,200000.0,2.0,0.4901277584204414,-628.3481256606591,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT25000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,25000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1078.7970470095934,-1.0787970470095933,-33.98210698080219,1,0,350000.0,3.5,0.9454123112659698,-1078.7970470095934,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT50000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,50000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-631.3051036246842,-0.6313051036246842,-19.886110764177552,1,0,200000.0,2.0,0.49767711962833916,-631.3051036246842,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT50000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,50000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-1256.6962513213182,-1.2566962513213182,-39.585931916621526,1,0,400000.0,4.0,0.9802555168408827,-1256.6962513213182,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT50000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,50000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1078.7970470095934,-1.0787970470095933,-33.98210698080219,1,0,350000.0,3.5,0.9454123112659698,-1078.7970470095934,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT75000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,75000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-946.9576554370263,-0.9469576554370264,-29.82916614626633,1,0,300000.0,3.0,0.7465156794425087,-946.9576554370263,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT75000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,75000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-1256.6962513213182,-1.2566962513213182,-39.585931916621526,1,0,400000.0,4.0,0.9802555168408827,-1256.6962513213182,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT75000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,75000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1078.7970470095934,-1.0787970470095933,-33.98210698080219,1,0,350000.0,3.5,0.9454123112659698,-1078.7970470095934,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT100000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,100000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-1262.6102072493684,-1.2626102072493683,-39.772221528355104,1,0,400000.0,4.0,0.9953542392566783,-1262.6102072493684,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT100000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,100000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-1256.6962513213182,-1.2566962513213182,-39.585931916621526,1,0,400000.0,4.0,0.9802555168408827,-1256.6962513213182,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT100000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,100000.0,100000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1078.7970470095934,-1.0787970470095933,-33.98210698080219,1,0,350000.0,3.5,0.9454123112659698,-1078.7970470095934,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E0_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E0_H5,861,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT25000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,25000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-329.0330798736495,-0.3290330798736495,-10.364542016019959,1,0,100000.0,1.0,0.24883855981416958,-329.0330798736495,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT25000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,25000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-648.0178061598384,-0.6480178061598384,-20.41256089403491,1,0,200000.0,2.0,0.4901277584204414,-648.0178061598384,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT25000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,25000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1113.3203273876727,-1.1133203273876726,-35.06959031271169,1,0,350000.0,3.5,0.9454123112659698,-1113.3203273876727,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT50000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,50000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-658.066159747299,-0.658066159747299,-20.729084032039918,1,0,200000.0,2.0,0.49767711962833916,-658.066159747299,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT50000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,50000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-1296.0356123196768,-1.2960356123196768,-40.82512178806982,1,0,400000.0,4.0,0.9802555168408827,-1296.0356123196768,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT50000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,50000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1113.3203273876727,-1.1133203273876726,-35.06959031271169,1,0,350000.0,3.5,0.9454123112659698,-1113.3203273876727,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT75000_CONC1_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,75000.0,1,cost200,2.0,0.0,861,4,857,52,805,0,1,1,6,1,8,-987.0992396209484,-0.9870992396209484,-31.093626048059875,1,0,300000.0,3.0,0.7465156794425087,-987.0992396209484,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT75000_CONC2_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,75000.0,2,cost200,2.0,0.0,861,8,853,76,777,0,1,1,6,4,8,-1296.0356123196768,-1.2960356123196768,-40.82512178806982,1,0,400000.0,4.0,0.9802555168408827,-1296.0356123196768,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5_CAP100000_NOT75000_CONC4_COST200,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,100000.0,75000.0,4,cost200,2.0,0.0,861,14,847,150,697,0,1,1,6,6,8,-1113.3203273876727,-1.1133203273876726,-35.06959031271169,1,0,350000.0,3.5,0.9454123112659698,-1113.3203273876727,1,0,0,0,0,P286_P285_ENTRY_DELAY_TEST_P285_GRID_INV_E1_H5,P285_ENTRY_DELAY_TEST,entry_delay_test,P285_GRID_INV_E1_H5,861,-1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
