symbol,file,rows,row_groups,bytes,exact_schema_matches_first,schema_matches_first
BRITANNIA,part-083156_681170-038631.parquet,4,1,34310,False,True
BRITANNIA,part-083210_779873-038663.parquet,4,1,34411,False,True
BRITANNIA,part-083224_911825-038695.parquet,6,1,34367,False,True
BRITANNIA,part-083239_524991-038727.parquet,6,1,34436,False,True
BRITANNIA,part-083253_671293-038759.parquet,6,1,34503,False,True
BRITANNIA,part-083308_003754-038791.parquet,6,1,34457,False,True
BRITANNIA,part-083322_529018-038823.parquet,4,1,34334,False,True
BRITANNIA,part-083336_751237-038855.parquet,7,1,34442,False,True
BRITANNIA,part-083351_025070-038887.parquet,3,1,34313,False,True
BRITANNIA,part-083405_284066-038919.parquet,4,1,34335,False,True
BRITANNIA,part-083419_452897-038951.parquet,6,1,34447,False,True
BRITANNIA,part-083433_763776-038983.parquet,4,1,34326,False,True
BRITANNIA,part-083448_022440-039015.parquet,6,1,34511,False,True
BRITANNIA,part-083502_259834-039047.parquet,4,1,34385,False,True
BRITANNIA,part-083516_757007-039079.parquet,6,1,34454,False,True
BRITANNIA,part-083531_031922-039111.parquet,6,1,34442,False,True
BRITANNIA,part-083545_203131-039143.parquet,5,1,34373,False,True
BRITANNIA,part-083559_522605-039175.parquet,5,1,34399,False,True
BRITANNIA,part-083613_913857-039207.parquet,7,1,34458,False,True
BRITANNIA,part-083628_203101-039239.parquet,5,1,34461,False,True
BRITANNIA,part-083642_547071-039271.parquet,6,1,34469,False,True
BRITANNIA,part-083656_981503-039303.parquet,7,1,34536,False,True
BRITANNIA,part-083711_192070-039335.parquet,8,1,34732,False,True
BRITANNIA,part-083725_551342-039367.parquet,5,1,34412,False,True
BRITANNIA,part-083740_022996-039399.parquet,6,1,34381,False,True
BRITANNIA,part-083754_440485-039431.parquet,5,1,34396,False,True
BRITANNIA,part-083808_756286-039463.parquet,5,1,34429,False,True
BRITANNIA,part-083823_276973-039495.parquet,8,1,34515,False,True
BRITANNIA,part-083837_797603-039527.parquet,5,1,34506,False,True
BRITANNIA,part-083852_098453-039559.parquet,7,1,34403,False,True
BRITANNIA,part-083906_408889-039591.parquet,5,1,34394,False,True
BRITANNIA,part-083921_038848-039623.parquet,5,1,34357,False,True
BRITANNIA,part-083935_593462-039655.parquet,4,1,34275,False,True
BRITANNIA,part-083950_013795-039687.parquet,7,1,34432,False,True
BRITANNIA,part-084004_598951-039719.parquet,5,1,34334,False,True
BRITANNIA,part-084019_113670-039751.parquet,5,1,34378,False,True
BRITANNIA,part-084033_463331-039783.parquet,6,1,34601,False,True
BRITANNIA,part-084047_999493-039815.parquet,5,1,34450,False,True
BRITANNIA,part-084102_527186-039847.parquet,5,1,34427,False,True
BRITANNIA,part-084117_064707-039879.parquet,6,1,34369,False,True
BRITANNIA,part-084131_554874-039911.parquet,5,1,34701,False,True
BRITANNIA,part-084145_987634-039943.parquet,5,1,34473,False,True
BRITANNIA,part-084200_725355-039975.parquet,6,1,34614,False,True
BRITANNIA,part-084215_360726-040007.parquet,7,1,34490,False,True
BRITANNIA,part-084229_740044-040039.parquet,6,1,34579,False,True
BRITANNIA,part-084244_341897-040071.parquet,5,1,34434,False,True
BRITANNIA,part-084258_769534-040103.parquet,7,1,34494,False,True
BRITANNIA,part-084313_499626-040135.parquet,5,1,34367,False,True
BRITANNIA,part-084327_944932-040167.parquet,4,1,34281,False,True
BRITANNIA,part-084342_479772-040199.parquet,7,1,34646,False,True
BRITANNIA,part-084356_781831-040231.parquet,6,1,34408,False,True
BRITANNIA,part-084410_980871-040263.parquet,5,1,34404,False,True
BRITANNIA,part-084425_548483-040295.parquet,5,1,34334,False,True
BRITANNIA,part-084440_112214-040327.parquet,5,1,34418,False,True
BRITANNIA,part-084454_874325-040359.parquet,5,1,34442,False,True
BRITANNIA,part-084509_309594-040391.parquet,6,1,34398,False,True
BRITANNIA,part-084523_836848-040423.parquet,4,1,34434,False,True
BRITANNIA,part-084538_298522-040455.parquet,6,1,34390,False,True
BRITANNIA,part-084552_838777-040487.parquet,6,1,34421,False,True
BRITANNIA,part-084607_036307-040519.parquet,4,1,34421,False,True
BRITANNIA,part-084622_082053-040551.parquet,6,1,34423,False,True
BRITANNIA,part-084636_791317-040583.parquet,7,1,34467,False,True
BRITANNIA,part-084651_345823-040615.parquet,5,1,34376,False,True
BRITANNIA,part-084705_815048-040647.parquet,7,1,34383,False,True
BRITANNIA,part-084720_026126-040679.parquet,5,1,34417,False,True
BRITANNIA,part-084734_526574-040711.parquet,7,1,34409,False,True
BRITANNIA,part-084748_707101-040743.parquet,3,1,34311,False,True
BRITANNIA,part-084803_601123-040775.parquet,5,1,34373,False,True
BRITANNIA,part-084818_054815-040807.parquet,6,1,34429,False,True
BRITANNIA,part-084832_309158-040839.parquet,6,1,34466,False,True
BRITANNIA,part-084846_745997-040871.parquet,5,1,34496,False,True
BRITANNIA,part-084901_257759-040903.parquet,3,1,34385,False,True
BRITANNIA,part-084915_770206-040935.parquet,5,1,34435,False,True
BRITANNIA,part-084930_038886-040967.parquet,5,1,34435,False,True
BRITANNIA,part-084944_204173-040999.parquet,6,1,34501,False,True
BRITANNIA,part-084958_537861-041031.parquet,6,1,34590,False,True
BRITANNIA,part-085013_106390-041063.parquet,6,1,34536,False,True
BRITANNIA,part-085027_526075-041095.parquet,4,1,34296,False,True
BRITANNIA,part-085042_356290-041127.parquet,5,1,34350,False,True
BRITANNIA,part-085057_084805-041159.parquet,7,1,34549,False,True
BRITANNIA,part-085111_441078-041191.parquet,8,1,34679,False,True
BRITANNIA,part-085126_057487-041223.parquet,6,1,34395,False,True
BRITANNIA,part-085140_834372-041255.parquet,7,1,34458,False,True
BRITANNIA,part-085155_272810-041287.parquet,7,1,34569,False,True
BRITANNIA,part-085209_912552-041319.parquet,5,1,34559,False,True
BRITANNIA,part-085224_810080-041351.parquet,7,1,34488,False,True
BRITANNIA,part-085239_372965-041383.parquet,6,1,34481,False,True
BRITANNIA,part-085254_050586-041415.parquet,6,1,34581,False,True
BRITANNIA,part-085308_780484-041447.parquet,5,1,34499,False,True
BRITANNIA,part-085323_539085-041479.parquet,6,1,34476,False,True
BRITANNIA,part-085338_055403-041511.parquet,6,1,34434,False,True
BRITANNIA,part-085352_795193-041543.parquet,4,1,34431,False,True
BRITANNIA,part-085407_336609-041575.parquet,5,1,34405,False,True
BRITANNIA,part-085421_840769-041607.parquet,6,1,34387,False,True
BRITANNIA,part-085436_500515-041639.parquet,8,1,34517,False,True
BRITANNIA,part-085451_040156-041671.parquet,4,1,34310,False,True
BRITANNIA,part-085505_871503-041703.parquet,6,1,34551,False,True
BRITANNIA,part-085520_556830-041735.parquet,6,1,34473,False,True
BRITANNIA,part-085535_313730-041767.parquet,7,1,34451,False,True
BRITANNIA,part-085550_057770-041799.parquet,7,1,34488,False,True
BRITANNIA,part-085604_793842-041831.parquet,6,1,34450,False,True
BRITANNIA,part-085619_634916-041863.parquet,6,1,34473,False,True
BRITANNIA,part-085634_697088-041895.parquet,4,1,34340,False,True
BRITANNIA,part-085649_863958-041927.parquet,7,1,34453,False,True
BRITANNIA,part-085705_253286-041959.parquet,7,1,34412,False,True
BRITANNIA,part-085720_521101-041991.parquet,6,1,34489,False,True
BRITANNIA,part-085735_378853-042023.parquet,5,1,34466,False,True
BRITANNIA,part-085750_440925-042055.parquet,7,1,34580,False,True
BRITANNIA,part-085805_104240-042087.parquet,5,1,34604,False,True
BRITANNIA,part-085819_731948-042119.parquet,5,1,34597,False,True
BRITANNIA,part-085834_361128-042151.parquet,7,1,34662,False,True
BRITANNIA,part-085849_025429-042183.parquet,6,1,34541,False,True
BRITANNIA,part-085903_630890-042215.parquet,5,1,34497,False,True
BRITANNIA,part-085918_437397-042247.parquet,7,1,34550,False,True
BRITANNIA,part-085933_633030-042279.parquet,4,1,34509,False,True
BRITANNIA,part-085948_381668-042311.parquet,5,1,34545,False,True
BRITANNIA,part-090002_809146-042343.parquet,5,1,34384,False,True
BRITANNIA,part-090017_586007-042375.parquet,4,1,34472,False,True
BRITANNIA,part-090032_366531-042407.parquet,6,1,34477,False,True
BRITANNIA,part-090047_366891-042439.parquet,4,1,34305,False,True
BRITANNIA,part-090102_293981-042471.parquet,8,1,34586,False,True
BRITANNIA,part-090116_862985-042503.parquet,6,1,34627,False,True
BRITANNIA,part-090131_347848-042535.parquet,6,1,34473,False,True
BRITANNIA,part-090146_078786-042567.parquet,7,1,34515,False,True
BRITANNIA,part-090200_863915-042599.parquet,7,1,34453,False,True
BRITANNIA,part-090215_611116-042631.parquet,6,1,34604,False,True
BRITANNIA,part-090230_390754-042663.parquet,7,1,34438,False,True
BRITANNIA,part-090245_088243-042695.parquet,8,1,34575,False,True
BRITANNIA,part-090259_662774-042727.parquet,7,1,34459,False,True
BRITANNIA,part-090314_264970-042759.parquet,4,1,34310,False,True
BRITANNIA,part-090328_824456-042791.parquet,6,1,34466,False,True
BRITANNIA,part-090343_593291-042823.parquet,7,1,34439,False,True
BRITANNIA,part-090358_346786-042855.parquet,7,1,34382,False,True
BRITANNIA,part-090413_312582-042887.parquet,6,1,34413,False,True
BRITANNIA,part-090428_049014-042919.parquet,6,1,34570,False,True
BRITANNIA,part-090443_103057-042951.parquet,3,1,34349,False,True
BRITANNIA,part-090457_903824-042983.parquet,7,1,34477,False,True
BRITANNIA,part-090512_600375-043015.parquet,7,1,34457,False,True
BRITANNIA,part-090527_333847-043047.parquet,6,1,34462,False,True
BRITANNIA,part-090541_804837-043079.parquet,4,1,34538,False,True
BRITANNIA,part-090556_291350-043111.parquet,6,1,34486,False,True
BRITANNIA,part-090610_794261-043143.parquet,6,1,34491,False,True
BRITANNIA,part-090625_792407-043175.parquet,7,1,34584,False,True
BRITANNIA,part-090641_236046-043207.parquet,7,1,34434,False,True
BRITANNIA,part-090656_026390-043239.parquet,5,1,34407,False,True
BRITANNIA,part-090710_748113-043271.parquet,6,1,34634,False,True
BRITANNIA,part-090725_722774-043303.parquet,7,1,34584,False,True
BRITANNIA,part-090740_563451-043335.parquet,3,1,34423,False,True
BRITANNIA,part-090754_995495-043367.parquet,5,1,34550,False,True
BRITANNIA,part-090809_599703-043399.parquet,6,1,34577,False,True
BRITANNIA,part-090824_132308-043431.parquet,5,1,34379,False,True
BRITANNIA,part-090838_834767-043463.parquet,8,1,34465,False,True
BRITANNIA,part-090853_526917-043495.parquet,5,1,34470,False,True
BRITANNIA,part-090908_050232-043527.parquet,6,1,34678,False,True
BRITANNIA,part-090923_005487-043559.parquet,5,1,34346,False,True
BRITANNIA,part-090937_952255-043591.parquet,6,1,34725,False,True
BRITANNIA,part-090952_905492-043623.parquet,7,1,34601,False,True
BRITANNIA,part-091007_855183-043655.parquet,6,1,34713,False,True
BRITANNIA,part-091022_841368-043687.parquet,7,1,34578,False,True
BRITANNIA,part-091037_570596-043719.parquet,7,1,34484,False,True
BRITANNIA,part-091052_478814-043751.parquet,6,1,34324,False,True
BRITANNIA,part-091107_323668-043783.parquet,6,1,34526,False,True
BRITANNIA,part-091122_359826-043815.parquet,6,1,34484,False,True
BRITANNIA,part-091137_275836-043847.parquet,8,1,34630,False,True
BRITANNIA,part-091151_846005-043879.parquet,6,1,34399,False,True
BRITANNIA,part-091206_815042-043911.parquet,6,1,34551,False,True
BRITANNIA,part-091221_842551-043943.parquet,7,1,34661,False,True
BRITANNIA,part-091236_852027-043975.parquet,7,1,34383,False,True
BRITANNIA,part-091251_537036-044007.parquet,6,1,34472,False,True
BRITANNIA,part-091306_356916-044039.parquet,6,1,34576,False,True
BRITANNIA,part-091321_410653-044071.parquet,7,1,34626,False,True
BRITANNIA,part-091336_092010-044103.parquet,6,1,34566,False,True
BRITANNIA,part-091350_564868-044135.parquet,5,1,34365,False,True
BRITANNIA,part-091405_119464-044167.parquet,6,1,34775,False,True
BRITANNIA,part-091419_815045-044199.parquet,8,1,34717,False,True
BRITANNIA,part-091434_371729-044231.parquet,7,1,34675,False,True
BRITANNIA,part-091448_782224-044263.parquet,6,1,34591,False,True
BRITANNIA,part-091503_292508-044295.parquet,7,1,34557,False,True
BRITANNIA,part-091517_889669-044327.parquet,6,1,34715,False,True
BRITANNIA,part-091532_810147-044359.parquet,5,1,34711,False,True
BRITANNIA,part-091547_601498-044391.parquet,5,1,34522,False,True
BRITANNIA,part-091602_312212-044423.parquet,5,1,34370,False,True
BRITANNIA,part-091617_141725-044455.parquet,6,1,34528,False,True
BRITANNIA,part-091631_890114-044487.parquet,5,1,34476,False,True
BRITANNIA,part-091646_639684-044519.parquet,5,1,34494,False,True
BRITANNIA,part-091701_067069-044551.parquet,5,1,34539,False,True
BRITANNIA,part-091715_819840-044583.parquet,6,1,34729,False,True
BRITANNIA,part-091730_582640-044615.parquet,7,1,34591,False,True
BRITANNIA,part-091745_360444-044647.parquet,5,1,34536,False,True
BRITANNIA,part-091800_366580-044679.parquet,6,1,34473,False,True
BRITANNIA,part-091815_127689-044711.parquet,5,1,34413,False,True
BRITANNIA,part-091829_838919-044743.parquet,5,1,34542,False,True
BRITANNIA,part-091844_558665-044775.parquet,6,1,34580,False,True
BRITANNIA,part-091859_035708-044807.parquet,6,1,34503,False,True
BRITANNIA,part-091913_538491-044839.parquet,5,1,34441,False,True
BRITANNIA,part-091928_103925-044871.parquet,7,1,34612,False,True
BRITANNIA,part-091942_479091-044903.parquet,6,1,34548,False,True
BRITANNIA,part-091957_074132-044935.parquet,6,1,34487,False,True
BRITANNIA,part-092011_493082-044967.parquet,5,1,34546,False,True
BRITANNIA,part-092025_990540-044999.parquet,5,1,34388,False,True
BRITANNIA,part-092040_306178-045031.parquet,4,1,34317,False,True
BRITANNIA,part-092055_055532-045063.parquet,6,1,34389,False,True
BRITANNIA,part-092109_511632-045095.parquet,5,1,34466,False,True
BRITANNIA,part-092124_084690-045127.parquet,6,1,34387,False,True
BRITANNIA,part-092138_749881-045159.parquet,5,1,34687,False,True
BRITANNIA,part-092153_334249-045191.parquet,6,1,34688,False,True
BRITANNIA,part-092208_112617-045223.parquet,5,1,34529,False,True
BRITANNIA,part-092222_812670-045255.parquet,6,1,34564,False,True
BRITANNIA,part-092237_475824-045287.parquet,7,1,34510,False,True
BRITANNIA,part-092252_804386-045319.parquet,7,1,34536,False,True
BRITANNIA,part-092307_291371-045351.parquet,7,1,34692,False,True
BRITANNIA,part-092321_767090-045383.parquet,5,1,34457,False,True
BRITANNIA,part-092336_328463-045415.parquet,8,1,34693,False,True
BRITANNIA,part-092351_053814-045447.parquet,7,1,34429,False,True
BRITANNIA,part-092405_830049-045479.parquet,3,1,34453,False,True
BRITANNIA,part-092420_853112-045511.parquet,5,1,34397,False,True
BRITANNIA,part-092435_651982-045543.parquet,5,1,34558,False,True
BRITANNIA,part-092450_284452-045575.parquet,6,1,34541,False,True
BRITANNIA,part-092504_991493-045607.parquet,5,1,34403,False,True
BRITANNIA,part-092519_576316-045639.parquet,7,1,34591,False,True
BRITANNIA,part-092534_165287-045671.parquet,4,1,34470,False,True
BRITANNIA,part-092548_906202-045703.parquet,5,1,34399,False,True
BRITANNIA,part-092603_562415-045735.parquet,6,1,34426,False,True
BRITANNIA,part-092618_343783-045767.parquet,5,1,34469,False,True
BRITANNIA,part-092632_979976-045799.parquet,5,1,34486,False,True
BRITANNIA,part-092647_602086-045831.parquet,6,1,34355,False,True
BRITANNIA,part-092702_420145-045863.parquet,4,1,34340,False,True
BRITANNIA,part-092717_071334-045895.parquet,6,1,34476,False,True
BRITANNIA,part-092731_884336-045927.parquet,6,1,34530,False,True
BRITANNIA,part-092746_539082-045959.parquet,6,1,34463,False,True
BRITANNIA,part-092801_085402-045991.parquet,5,1,34367,False,True
BRITANNIA,part-092815_940570-046023.parquet,5,1,34461,False,True
BRITANNIA,part-092830_584331-046055.parquet,6,1,34532,False,True
BRITANNIA,part-092845_286079-046087.parquet,6,1,34566,False,True
BRITANNIA,part-092859_654913-046119.parquet,6,1,34480,False,True
BRITANNIA,part-092914_294848-046151.parquet,6,1,34483,False,True
BRITANNIA,part-092928_817355-046183.parquet,4,1,34455,False,True
BRITANNIA,part-092943_365057-046215.parquet,4,1,34455,False,True
BRITANNIA,part-092958_056607-046247.parquet,7,1,34573,False,True
BRITANNIA,part-093012_520253-046279.parquet,3,1,34359,False,True
BRITANNIA,part-093027_052398-046311.parquet,4,1,34502,False,True
BRITANNIA,part-093041_572208-046343.parquet,5,1,34728,False,True
BRITANNIA,part-093056_266642-046375.parquet,5,1,34418,False,True
BRITANNIA,part-093110_837395-046407.parquet,5,1,34562,False,True
BRITANNIA,part-093125_596540-046439.parquet,5,1,34560,False,True
BRITANNIA,part-093140_365204-046471.parquet,4,1,34411,False,True
BRITANNIA,part-093155_064417-046503.parquet,5,1,34404,False,True
BRITANNIA,part-093209_844665-046535.parquet,4,1,34314,False,True
BRITANNIA,part-093224_577522-046567.parquet,3,1,34454,False,True
BRITANNIA,part-093239_110556-046599.parquet,6,1,34515,False,True
BRITANNIA,part-093253_819850-046631.parquet,3,1,34435,False,True
BRITANNIA,part-093308_304162-046663.parquet,3,1,34365,False,True
BRITANNIA,part-093323_070794-046695.parquet,4,1,34654,False,True
BRITANNIA,part-093337_870554-046727.parquet,4,1,34503,False,True
BRITANNIA,part-093352_557520-046759.parquet,6,1,34656,False,True
BRITANNIA,part-093407_332055-046791.parquet,4,1,34584,False,True
BRITANNIA,part-093422_146066-046823.parquet,4,1,34509,False,True
BRITANNIA,part-093436_837720-046855.parquet,6,1,34811,False,True
BRITANNIA,part-093451_620214-046887.parquet,4,1,34691,False,True
BRITANNIA,part-093506_594251-046919.parquet,4,1,34393,False,True
BRITANNIA,part-093521_646732-046951.parquet,6,1,34542,False,True
BRITANNIA,part-093536_345595-046983.parquet,5,1,34491,False,True
BRITANNIA,part-093551_127493-047015.parquet,5,1,34425,False,True
BRITANNIA,part-093605_901742-047047.parquet,4,1,34476,False,True
BRITANNIA,part-093620_779353-047079.parquet,6,1,34571,False,True
BRITANNIA,part-093635_372323-047111.parquet,4,1,34435,False,True
BRITANNIA,part-093650_136481-047143.parquet,5,1,34638,False,True
BRITANNIA,part-093704_922105-047175.parquet,5,1,34608,False,True
BRITANNIA,part-093720_128324-047207.parquet,5,1,34436,False,True
BRITANNIA,part-093734_887425-047239.parquet,4,1,34478,False,True
BRITANNIA,part-093749_942427-047271.parquet,4,1,34439,False,True
BRITANNIA,part-093804_880854-047303.parquet,5,1,34709,False,True
BRITANNIA,part-093819_895339-047335.parquet,5,1,34793,False,True
BRITANNIA,part-093835_136273-047367.parquet,4,1,34504,False,True
BRITANNIA,part-093849_883626-047399.parquet,6,1,34568,False,True
BRITANNIA,part-093904_914095-047431.parquet,4,1,34516,False,True
BRITANNIA,part-093920_156451-047463.parquet,5,1,34533,False,True
BRITANNIA,part-093935_370909-047495.parquet,3,1,34674,False,True
BRITANNIA,part-093950_388895-047527.parquet,5,1,34582,False,True
BRITANNIA,part-094005_365322-047559.parquet,4,1,34369,False,True
BRITANNIA,part-094020_377605-047591.parquet,4,1,34308,False,True
BRITANNIA,part-094035_401012-047623.parquet,4,1,34490,False,True
BRITANNIA,part-094050_375326-047655.parquet,3,1,34408,False,True
BRITANNIA,part-094105_380790-047687.parquet,5,1,34621,False,True
BRITANNIA,part-094120_399173-047719.parquet,4,1,34575,False,True
BRITANNIA,part-094135_399163-047751.parquet,5,1,34451,False,True
BRITANNIA,part-094150_366248-047783.parquet,3,1,34349,False,True
BRITANNIA,part-094205_176021-047815.parquet,5,1,34463,False,True
BRITANNIA,part-094220_106356-047847.parquet,4,1,34518,False,True
BRITANNIA,part-094234_858120-047879.parquet,4,1,34575,False,True
BRITANNIA,part-094249_911174-047911.parquet,5,1,34493,False,True
BRITANNIA,part-094304_572077-047943.parquet,4,1,34369,False,True
BRITANNIA,part-094319_364159-047975.parquet,4,1,34509,False,True
BRITANNIA,part-094334_630357-048007.parquet,4,1,34347,False,True
BRITANNIA,part-094349_607702-048039.parquet,4,1,34376,False,True
BRITANNIA,part-094404_613093-048071.parquet,6,1,34481,False,True
BRITANNIA,part-094419_380201-048103.parquet,3,1,34470,False,True
BRITANNIA,part-094434_361259-048135.parquet,4,1,34576,False,True
BRITANNIA,part-094449_312483-048167.parquet,3,1,34378,False,True
BRITANNIA,part-094504_117817-048199.parquet,4,1,34405,False,True
BRITANNIA,part-094519_137567-048231.parquet,4,1,34365,False,True
BRITANNIA,part-094534_169102-048263.parquet,3,1,34353,False,True
BRITANNIA,part-094549_145893-048295.parquet,4,1,34521,False,True
BRITANNIA,part-094604_242865-048327.parquet,4,1,34464,False,True
BRITANNIA,part-094619_322820-048359.parquet,4,1,34422,False,True
BRITANNIA,part-094634_132931-048391.parquet,4,1,34400,False,True
BRITANNIA,part-094648_963611-048423.parquet,3,1,34367,False,True
BRITANNIA,part-094703_843115-048455.parquet,4,1,34517,False,True
BRITANNIA,part-094718_579042-048487.parquet,3,1,34455,False,True
BRITANNIA,part-094733_597024-048519.parquet,3,1,34320,False,True
BRITANNIA,part-094748_364625-048551.parquet,3,1,34299,False,True
BRITANNIA,part-094803_380247-048583.parquet,3,1,34324,False,True
BRITANNIA,part-094818_414439-048615.parquet,5,1,34497,False,True
BRITANNIA,part-094833_375346-048647.parquet,3,1,34401,False,True
BRITANNIA,part-094848_519722-048679.parquet,4,1,34377,False,True
BRITANNIA,part-094903_581101-048711.parquet,3,1,34297,False,True
BRITANNIA,part-094918_379906-048743.parquet,3,1,34442,False,True
BRITANNIA,part-094933_327535-048775.parquet,3,1,34358,False,True
BRITANNIA,part-094948_433510-048807.parquet,4,1,34387,False,True
BRITANNIA,part-095003_395969-048839.parquet,3,1,34437,False,True
BRITANNIA,part-095018_395043-048871.parquet,2,1,34162,False,True
BRITANNIA,part-095033_135736-048903.parquet,4,1,34361,False,True
BRITANNIA,part-095048_424255-048935.parquet,4,1,34344,False,True
BRITANNIA,part-095103_338441-048967.parquet,4,1,34387,False,True
BRITANNIA,part-095118_366901-048999.parquet,3,1,34482,False,True
BRITANNIA,part-095133_125278-049031.parquet,4,1,34346,False,True
BRITANNIA,part-095148_071426-049063.parquet,3,1,34335,False,True
BRITANNIA,part-095203_115479-049095.parquet,3,1,34475,False,True
BRITANNIA,part-095218_584813-049127.parquet,5,1,34572,False,True
BRITANNIA,part-095233_413864-049159.parquet,3,1,34322,False,True
BRITANNIA,part-095248_369583-049191.parquet,5,1,34655,False,True
BRITANNIA,part-095303_106517-049223.parquet,4,1,34708,False,True
BRITANNIA,part-095317_910870-049255.parquet,4,1,34509,False,True
BRITANNIA,part-095332_596029-049287.parquet,3,1,34319,False,True
BRITANNIA,part-095347_381437-049319.parquet,3,1,34468,False,True
BRITANNIA,part-095402_139037-049351.parquet,4,1,34584,False,True
BRITANNIA,part-095417_080918-049383.parquet,4,1,34721,False,True
BRITANNIA,part-095432_171733-049415.parquet,3,1,34337,False,True
BRITANNIA,part-095447_128998-049447.parquet,4,1,34553,False,True
BRITANNIA,part-095502_263431-049479.parquet,3,1,34403,False,True
BRITANNIA,part-095517_164151-049511.parquet,3,1,34372,False,True
BRITANNIA,part-095532_207328-049543.parquet,3,1,34283,False,True
BRITANNIA,part-095547_045826-049575.parquet,3,1,34486,False,True
BRITANNIA,part-095601_859867-049607.parquet,2,1,34316,False,True
BRITANNIA,part-095616_628894-049639.parquet,3,1,34628,False,True
BRITANNIA,part-095631_884606-049671.parquet,4,1,34472,False,True
BRITANNIA,part-095646_551501-049703.parquet,4,1,34452,False,True
BRITANNIA,part-095701_335890-049735.parquet,5,1,34486,False,True
BRITANNIA,part-095716_052528-049767.parquet,2,1,34140,False,True
BRITANNIA,part-095730_594282-049799.parquet,4,1,34487,False,True
BRITANNIA,part-095745_295613-049831.parquet,2,1,34402,False,True
BRITANNIA,part-095759_848250-049863.parquet,3,1,34324,False,True
BRITANNIA,part-095814_583808-049895.parquet,4,1,34668,False,True
BRITANNIA,part-095829_353792-049927.parquet,3,1,34443,False,True
BRITANNIA,part-095844_090129-049959.parquet,2,1,34419,False,True
BRITANNIA,part-095859_059082-049991.parquet,4,1,34460,False,True
BRITANNIA,part-095913_910831-050023.parquet,3,1,34322,False,True
BRITANNIA,part-095929_120723-050055.parquet,3,1,34466,False,True
BRITANNIA,part-095944_095985-050087.parquet,3,1,34435,False,True
BRITANNIA,part-095958_949908-050119.parquet,3,1,34395,False,True
BRITANNIA,part-100032_165141-050151.parquet,3,1,34345,False,True
BRITANNIA,part-100122_650311-050184.parquet,1,1,34098,False,True
CIPLA,part-034502_320381-000012.parquet,1,1,34062,True,True
CIPLA,part-034516_069040-000040.parquet,3,1,34180,True,True
CIPLA,part-034530_102026-000072.parquet,3,1,34449,False,True
CIPLA,part-034544_127249-000104.parquet,2,1,34403,False,True
CIPLA,part-034558_344675-000136.parquet,3,1,34441,False,True
CIPLA,part-034612_320795-000168.parquet,3,1,34457,False,True
CIPLA,part-034626_337695-000200.parquet,3,1,34445,False,True
CIPLA,part-034640_299619-000232.parquet,4,1,34437,False,True
CIPLA,part-034654_343272-000264.parquet,2,1,34131,False,True
CIPLA,part-034708_357938-000296.parquet,3,1,34442,False,True
CIPLA,part-034722_839159-000328.parquet,4,1,34686,False,True
CIPLA,part-034736_832595-000360.parquet,2,1,34378,False,True
CIPLA,part-034751_089320-000392.parquet,3,1,34615,False,True
CIPLA,part-034805_025883-000424.parquet,3,1,34458,False,True
CIPLA,part-034819_055724-000456.parquet,3,1,34410,False,True
CIPLA,part-034833_116732-000488.parquet,3,1,34440,False,True
CIPLA,part-034847_314782-000520.parquet,3,1,34414,False,True
CIPLA,part-034901_309520-000552.parquet,3,1,34439,False,True
CIPLA,part-034915_369589-000584.parquet,3,1,34444,False,True
CIPLA,part-034929_606429-000616.parquet,2,1,34397,False,True
CIPLA,part-034943_853658-000648.parquet,4,1,34707,False,True
CIPLA,part-034958_096251-000680.parquet,3,1,34459,False,True
CIPLA,part-035012_343639-000712.parquet,2,1,34406,False,True
CIPLA,part-035026_386397-000744.parquet,4,1,34635,False,True
CIPLA,part-035040_708591-000776.parquet,3,1,34436,False,True
CIPLA,part-035055_114122-000808.parquet,4,1,34707,False,True
CIPLA,part-035109_352088-000840.parquet,2,1,34107,False,True
CIPLA,part-035123_618929-000872.parquet,4,1,34486,False,True
CIPLA,part-035138_105216-000904.parquet,3,1,34454,False,True
CIPLA,part-035152_559710-000936.parquet,4,1,34700,False,True
CIPLA,part-035207_080704-000968.parquet,2,1,34377,False,True
CIPLA,part-035221_222242-001000.parquet,3,1,34461,False,True
CIPLA,part-035235_681845-001032.parquet,3,1,34364,False,True
CIPLA,part-035250_246347-001064.parquet,4,1,34683,False,True
CIPLA,part-035304_908017-001096.parquet,4,1,34646,False,True
CIPLA,part-035319_222202-001128.parquet,2,1,34128,False,True
CIPLA,part-035334_062043-001160.parquet,4,1,34437,False,True
CIPLA,part-035348_965778-001192.parquet,3,1,34421,False,True
CIPLA,part-035403_760501-001224.parquet,4,1,34651,False,True
CIPLA,part-035418_340806-001256.parquet,4,1,34474,False,True
CIPLA,part-035432_612563-001288.parquet,3,1,34409,False,True
CIPLA,part-035447_183777-001320.parquet,4,1,34634,False,True
CIPLA,part-035501_758737-001352.parquet,2,1,34371,False,True
CIPLA,part-035516_438058-001384.parquet,4,1,34435,False,True
CIPLA,part-035530_637611-001416.parquet,4,1,34465,False,True
CIPLA,part-035544_811676-001448.parquet,4,1,34497,False,True
CIPLA,part-035558_894204-001480.parquet,3,1,34420,False,True
CIPLA,part-035613_364355-001512.parquet,4,1,34573,False,True
CIPLA,part-035627_637087-001544.parquet,2,1,34106,False,True
CIPLA,part-035641_797279-001576.parquet,4,1,34479,False,True
CIPLA,part-035655_812456-001608.parquet,4,1,34475,False,True
