horizon_sec,trade_date,exchange,symbol,split_role,rows,cost_aware_actionable_rows,actionable_rate,up_rows,down_rows,neutral_rows,median_retail_cost_bound_bps,median_stressed_cost_bound_bps,max_abs_forward_move_bps,test_rows_used
15,2026-07-13,NSE,HDFCBANK,validation,1,1,1.0,0,1,0,15.608691952897997,18.361406435234745,10000.0,0
15,2026-07-13,NSE,HINDUNILVR,validation,4,1,0.25,0,1,3,14.838673181488796,16.833372977599705,10000.0,0
15,2026-07-13,NSE,ICICIBANK,validation,1,1,1.0,0,1,0,23.190311430398637,27.45379469622682,10000.0,0
15,2026-07-13,NSE,INFY,validation,1,1,1.0,0,1,0,36.40262106638834,44.11691974588192,10000.0,0
15,2026-07-13,NSE,ITBEES,validation,151,0,0.0,0,0,151,45.73884599531491,78.52573124121623,25.740025740026336,0
15,2026-07-13,NSE,ITC,validation,2,1,0.5,0,1,1,15.414167342560395,19.880446931661858,10000.0,0
15,2026-07-13,NSE,JUNIORBEES,validation,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-13,NSE,KOTAKBANK,validation,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-13,NSE,LT,validation,1,1,1.0,0,1,0,13.104633128588073,14.504676402653025,10000.0,0
15,2026-07-13,NSE,M&M,validation,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-13,NSE,MARUTI,validation,1,0,0.0,0,0,1,17.117030340792745,19.38410654380576,1.462629808395495,0
15,2026-07-13,NSE,NESTLEIND,validation,31,2,0.06451612903225806,1,1,29,13.171969521874034,14.92334435111483,10000.0,0
15,2026-07-13,NSE,NIFTYBEES,validation,1,0,0.0,0,0,1,19.213030616560808,24.685485924841835,1.0944910616553343,0
15,2026-07-13,NSE,ONGC,validation,6,0,0.0,0,0,6,15.506679047365665,20.33254681457388,7.644798519323142,0
15,2026-07-13,NSE,RELIANCE,validation,4,1,0.25,0,1,3,11.350571308499568,12.699207793964293,10000.0,0
15,2026-07-13,NSE,SBIN,validation,2,1,0.5,0,1,1,19.832928089068595,23.446795703541966,10000.0,0
15,2026-07-13,NSE,SUNPHARMA,validation,3,1,0.3333333333333333,0,1,2,17.095161902486677,19.69135069733572,10000.0,0
15,2026-07-13,NSE,TCS,validation,3,1,0.3333333333333333,0,1,2,13.309944223673657,14.914161022115275,10000.0,0
15,2026-07-13,NSE,TECHM,validation,106,3,0.02830188679245283,2,1,103,14.303731246435321,16.31560166191366,10000.0,0
15,2026-07-13,NSE,ULTRACEMCO,validation,29,1,0.034482758620689655,0,1,28,11.808401495553062,12.7582331163112,10000.0,0
15,2026-07-13,NSE,WIPRO,validation,92,1,0.010869565217391304,0,1,91,18.292066093444568,24.97469682240798,10000.0,0
