horizon_sec,trade_date,exchange,symbol,split_role,rows,cost_aware_actionable_rows,cost_aware_up_rows,cost_aware_down_rows,label_file,bytes,test_rows_used
15,2026-07-08,NSE,BAJAJ-AUTO,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,BANKBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,BHARTIARTL,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,BPCL,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,BRITANNIA,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,CIPLA,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,DRREDDY,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,GOLDBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,HCLTECH,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,HDFCBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,HINDUNILVR,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,ICICIBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,INFY,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,ITBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,ITC,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,JUNIORBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,KOTAKBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,LT,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,M&M,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,MARUTI,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,NESTLEIND,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,NIFTYBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,ONGC,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,RELIANCE,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,SBIN,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,SUNPHARMA,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,TCS,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,TECHM,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,ULTRACEMCO,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,WIPRO,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,ADANIPORTS,train,5,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,10720,0
15,2026-07-09,NSE,AXISBANK,train,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,10578,0
15,2026-07-09,NSE,BAJAJ-AUTO,train,11,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,10931,0
15,2026-07-09,NSE,BANKBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,BHARTIARTL,train,14,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,11023,0
15,2026-07-09,NSE,BPCL,train,8,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,10787,0
15,2026-07-09,NSE,BRITANNIA,train,175,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,15358,0
15,2026-07-09,NSE,CIPLA,train,10,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,10829,0
15,2026-07-09,NSE,DRREDDY,train,525,7,2,5,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,25398,0
15,2026-07-09,NSE,GOLDBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,HCLTECH,train,129,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,14383,0
15,2026-07-09,NSE,HDFCBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,HINDUNILVR,train,52,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,12156,0
15,2026-07-09,NSE,ICICIBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,INFY,train,2,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,10590,0
15,2026-07-09,NSE,ITBEES,train,85,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,12187,0
15,2026-07-09,NSE,ITC,train,4,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,10643,0
15,2026-07-09,NSE,JUNIORBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,KOTAKBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,LT,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,M&M,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,MARUTI,train,3,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,10636,0
15,2026-07-09,NSE,NESTLEIND,train,10,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,10850,0
15,2026-07-09,NSE,NIFTYBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,ONGC,train,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,10558,0
15,2026-07-09,NSE,RELIANCE,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,SBIN,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,8375,0
15,2026-07-09,NSE,SUNPHARMA,train,90,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,13241,0
15,2026-07-09,NSE,TCS,train,10,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,10868,0
15,2026-07-09,NSE,TECHM,train,43,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,11888,0
15,2026-07-09,NSE,ULTRACEMCO,train,2,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,10596,0
15,2026-07-09,NSE,WIPRO,train,180,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,15782,0
15,2026-07-10,NSE,ADANIPORTS,train,2,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,10652,0
15,2026-07-10,NSE,AXISBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,BAJAJ-AUTO,train,7,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,10812,0
15,2026-07-10,NSE,BANKBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,BHARTIARTL,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,BPCL,train,5,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,10681,0
15,2026-07-10,NSE,BRITANNIA,train,70,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,12744,0
15,2026-07-10,NSE,CIPLA,train,9,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,10844,0
15,2026-07-10,NSE,DRREDDY,train,2,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,10605,0
15,2026-07-10,NSE,GOLDBEES,train,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,10578,0
15,2026-07-10,NSE,HCLTECH,train,131,1,1,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,14623,0
15,2026-07-10,NSE,HDFCBANK,train,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,10578,0
15,2026-07-10,NSE,HINDUNILVR,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,ICICIBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,INFY,train,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,10558,0
15,2026-07-10,NSE,ITBEES,train,56,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,11545,0
15,2026-07-10,NSE,ITC,train,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,10552,0
15,2026-07-10,NSE,JUNIORBEES,train,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,10588,0
15,2026-07-10,NSE,KOTAKBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,LT,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,M&M,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,MARUTI,train,2,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,10632,0
15,2026-07-10,NSE,NESTLEIND,train,21,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,11293,0
15,2026-07-10,NSE,NIFTYBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,ONGC,train,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,10558,0
15,2026-07-10,NSE,RELIANCE,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,8375,0
15,2026-07-10,NSE,SBIN,train,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,10558,0
15,2026-07-10,NSE,SUNPHARMA,train,2,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,10647,0
15,2026-07-10,NSE,TCS,train,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,10552,0
15,2026-07-10,NSE,TECHM,train,28,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,11487,0
15,2026-07-10,NSE,ULTRACEMCO,train,28,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,11408,0
15,2026-07-10,NSE,WIPRO,train,61,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,12329,0
15,2026-07-13,NSE,ADANIPORTS,validation,6,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,10771,0
15,2026-07-13,NSE,AXISBANK,validation,3,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,10703,0
15,2026-07-13,NSE,BAJAJ-AUTO,validation,66,6,3,3,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,12968,0
15,2026-07-13,NSE,BANKBEES,validation,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-13,NSE,BHARTIARTL,validation,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,10613,0
15,2026-07-13,NSE,BPCL,validation,47,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,11588,0
15,2026-07-13,NSE,BRITANNIA,validation,77,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,12732,0
15,2026-07-13,NSE,CIPLA,validation,22,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,11270,0
15,2026-07-13,NSE,DRREDDY,validation,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,10598,0
15,2026-07-13,NSE,GOLDBEES,validation,4,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,10677,0
15,2026-07-13,NSE,HCLTECH,validation,179,3,1,2,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,16150,0
15,2026-07-13,NSE,HDFCBANK,validation,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,10603,0
15,2026-07-13,NSE,HINDUNILVR,validation,4,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,10743,0
15,2026-07-13,NSE,ICICIBANK,validation,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,10608,0
15,2026-07-13,NSE,INFY,validation,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,10583,0
15,2026-07-13,NSE,ITBEES,validation,151,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,14123,0
15,2026-07-13,NSE,ITC,validation,2,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,10625,0
15,2026-07-13,NSE,JUNIORBEES,validation,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,8375,0
15,2026-07-13,NSE,KOTAKBANK,validation,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,8375,0
15,2026-07-13,NSE,LT,validation,1,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,10572,0
15,2026-07-13,NSE,M&M,validation,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,8375,0
15,2026-07-13,NSE,MARUTI,validation,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,10593,0
15,2026-07-13,NSE,NESTLEIND,validation,31,2,1,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,11650,0
15,2026-07-13,NSE,NIFTYBEES,validation,1,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,10608,0
15,2026-07-13,NSE,ONGC,validation,6,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,10746,0
15,2026-07-13,NSE,RELIANCE,validation,4,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,10733,0
15,2026-07-13,NSE,SBIN,validation,2,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,10647,0
15,2026-07-13,NSE,SUNPHARMA,validation,3,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,10708,0
15,2026-07-13,NSE,TCS,validation,3,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,10677,0
15,2026-07-13,NSE,TECHM,validation,106,3,2,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,14181,0
15,2026-07-13,NSE,ULTRACEMCO,validation,29,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,11485,0
15,2026-07-13,NSE,WIPRO,validation,92,1,0,1,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,13677,0
