sorted_shard_index,trade_month,symbol,shard_path,already_labeled_by_any_passive_stage,target_priority
243,2026-08,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=KOTAKBANK\part-00000.parquet,False,1
244,2026-08,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=LT\part-00000.parquet,False,1
245,2026-08,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=M&M\part-00000.parquet,False,1
246,2026-08,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=MARUTI\part-00000.parquet,False,1
247,2026-08,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NESTLEIND\part-00000.parquet,False,1
248,2026-08,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NIFTYBEES\part-00000.parquet,False,1
249,2026-08,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ONGC\part-00000.parquet,False,1
250,2026-08,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=RELIANCE\part-00000.parquet,False,1
251,2026-08,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SBIN\part-00000.parquet,False,1
252,2026-08,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SUNPHARMA\part-00000.parquet,False,1
253,2026-08,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TCS\part-00000.parquet,False,1
254,2026-08,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TECHM\part-00000.parquet,False,1
255,2026-08,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ULTRACEMCO\part-00000.parquet,False,1
256,2026-08,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=WIPRO\part-00000.parquet,False,1
257,2026-09,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ADANIPORTS\part-00000.parquet,False,1
258,2026-09,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=AXISBANK\part-00000.parquet,False,1
259,2026-09,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BAJAJ-AUTO\part-00000.parquet,False,1
260,2026-09,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BANKBEES\part-00000.parquet,False,1
261,2026-09,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BHARTIARTL\part-00000.parquet,False,1
262,2026-09,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BPCL\part-00000.parquet,False,1
263,2026-09,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BRITANNIA\part-00000.parquet,False,1
264,2026-09,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=CIPLA\part-00000.parquet,False,1
265,2026-09,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=DRREDDY\part-00000.parquet,False,1
266,2026-09,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=GOLDBEES\part-00000.parquet,False,1
267,2026-09,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HCLTECH\part-00000.parquet,False,1
268,2026-09,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HDFCBANK\part-00000.parquet,False,1
269,2026-09,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HINDUNILVR\part-00000.parquet,False,1
270,2026-09,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ICICIBANK\part-00000.parquet,False,1
271,2026-09,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=INFY\part-00000.parquet,False,1
272,2026-09,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ITBEES\part-00000.parquet,False,1
273,2026-09,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ITC\part-00000.parquet,False,1
274,2026-09,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=JUNIORBEES\part-00000.parquet,False,1
275,2026-09,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=KOTAKBANK\part-00000.parquet,False,1
276,2026-09,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=LT\part-00000.parquet,False,1
277,2026-09,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=M&M\part-00000.parquet,False,1
278,2026-09,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=MARUTI\part-00000.parquet,False,1
279,2026-09,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=NESTLEIND\part-00000.parquet,False,1
280,2026-09,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=NIFTYBEES\part-00000.parquet,False,1
281,2026-09,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ONGC\part-00000.parquet,False,1
282,2026-09,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=RELIANCE\part-00000.parquet,False,1
283,2026-09,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=SBIN\part-00000.parquet,False,1
284,2026-09,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=SUNPHARMA\part-00000.parquet,False,1
285,2026-09,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=TCS\part-00000.parquet,False,1
286,2026-09,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=TECHM\part-00000.parquet,False,1
287,2026-09,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ULTRACEMCO\part-00000.parquet,False,1
288,2026-09,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=WIPRO\part-00000.parquet,False,1
289,2026-10,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ADANIPORTS\part-00000.parquet,False,1
290,2026-10,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=AXISBANK\part-00000.parquet,False,1
291,2026-10,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BAJAJ-AUTO\part-00000.parquet,False,1
292,2026-10,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BANKBEES\part-00000.parquet,False,1
293,2026-10,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BHARTIARTL\part-00000.parquet,False,1
294,2026-10,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BPCL\part-00000.parquet,False,1
295,2026-10,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BRITANNIA\part-00000.parquet,False,1
296,2026-10,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=CIPLA\part-00000.parquet,False,1
297,2026-10,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=DRREDDY\part-00000.parquet,False,1
298,2026-10,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=GOLDBEES\part-00000.parquet,False,1
299,2026-10,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HCLTECH\part-00000.parquet,False,1
300,2026-10,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HDFCBANK\part-00000.parquet,False,1
301,2026-10,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HINDUNILVR\part-00000.parquet,False,1
302,2026-10,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ICICIBANK\part-00000.parquet,False,1
303,2026-10,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=INFY\part-00000.parquet,False,1
304,2026-10,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ITBEES\part-00000.parquet,False,1
305,2026-10,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ITC\part-00000.parquet,False,1
306,2026-10,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=JUNIORBEES\part-00000.parquet,False,1
307,2026-10,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=KOTAKBANK\part-00000.parquet,False,1
308,2026-10,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=LT\part-00000.parquet,False,1
309,2026-10,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=M&M\part-00000.parquet,False,1
310,2026-10,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=MARUTI\part-00000.parquet,False,1
311,2026-10,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=NESTLEIND\part-00000.parquet,False,1
312,2026-10,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=NIFTYBEES\part-00000.parquet,False,1
313,2026-10,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ONGC\part-00000.parquet,False,1
314,2026-10,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=RELIANCE\part-00000.parquet,False,1
315,2026-10,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=SBIN\part-00000.parquet,False,1
316,2026-10,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=SUNPHARMA\part-00000.parquet,False,1
317,2026-10,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=TCS\part-00000.parquet,False,1
318,2026-10,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=TECHM\part-00000.parquet,False,1
319,2026-10,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ULTRACEMCO\part-00000.parquet,False,1
320,2026-10,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=WIPRO\part-00000.parquet,False,1
321,2026-11,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ADANIPORTS\part-00000.parquet,False,1
322,2026-11,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=AXISBANK\part-00000.parquet,False,1
323,2026-11,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BAJAJ-AUTO\part-00000.parquet,False,1
324,2026-11,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BANKBEES\part-00000.parquet,False,1
325,2026-11,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BHARTIARTL\part-00000.parquet,False,1
326,2026-11,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BPCL\part-00000.parquet,False,1
327,2026-11,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BRITANNIA\part-00000.parquet,False,1
328,2026-11,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=CIPLA\part-00000.parquet,False,1
329,2026-11,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=DRREDDY\part-00000.parquet,False,1
330,2026-11,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=GOLDBEES\part-00000.parquet,False,1
331,2026-11,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HCLTECH\part-00000.parquet,False,1
332,2026-11,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet,False,1
333,2026-11,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HINDUNILVR\part-00000.parquet,False,1
334,2026-11,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ICICIBANK\part-00000.parquet,False,1
335,2026-11,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=INFY\part-00000.parquet,False,1
336,2026-11,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ITBEES\part-00000.parquet,False,1
337,2026-11,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ITC\part-00000.parquet,False,1
338,2026-11,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=JUNIORBEES\part-00000.parquet,False,1
339,2026-11,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=KOTAKBANK\part-00000.parquet,False,1
340,2026-11,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=LT\part-00000.parquet,False,1
341,2026-11,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=M&M\part-00000.parquet,False,1
342,2026-11,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=MARUTI\part-00000.parquet,False,1
343,2026-11,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=NESTLEIND\part-00000.parquet,False,1
344,2026-11,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=NIFTYBEES\part-00000.parquet,False,1
345,2026-11,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ONGC\part-00000.parquet,False,1
346,2026-11,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=RELIANCE\part-00000.parquet,False,1
347,2026-11,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=SBIN\part-00000.parquet,False,1
348,2026-11,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=SUNPHARMA\part-00000.parquet,False,1
349,2026-11,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=TCS\part-00000.parquet,False,1
350,2026-11,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=TECHM\part-00000.parquet,False,1
351,2026-11,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ULTRACEMCO\part-00000.parquet,False,1
352,2026-11,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=WIPRO\part-00000.parquet,False,1
353,2026-12,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ADANIPORTS\part-00000.parquet,False,1
354,2026-12,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=AXISBANK\part-00000.parquet,False,1
355,2026-12,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BAJAJ-AUTO\part-00000.parquet,False,1
356,2026-12,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BANKBEES\part-00000.parquet,False,1
357,2026-12,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BHARTIARTL\part-00000.parquet,False,1
358,2026-12,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BPCL\part-00000.parquet,False,1
359,2026-12,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BRITANNIA\part-00000.parquet,False,1
360,2026-12,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=CIPLA\part-00000.parquet,False,1
361,2026-12,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=DRREDDY\part-00000.parquet,False,1
362,2026-12,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=GOLDBEES\part-00000.parquet,False,1
363,2026-12,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HCLTECH\part-00000.parquet,False,1
364,2026-12,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet,False,1
365,2026-12,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HINDUNILVR\part-00000.parquet,False,1
366,2026-12,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ICICIBANK\part-00000.parquet,False,1
367,2026-12,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=INFY\part-00000.parquet,False,1
368,2026-12,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ITBEES\part-00000.parquet,False,1
369,2026-12,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ITC\part-00000.parquet,False,1
370,2026-12,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=JUNIORBEES\part-00000.parquet,False,1
371,2026-12,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=KOTAKBANK\part-00000.parquet,False,1
372,2026-12,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=LT\part-00000.parquet,False,1
373,2026-12,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=M&M\part-00000.parquet,False,1
374,2026-12,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=MARUTI\part-00000.parquet,False,1
375,2026-12,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=NESTLEIND\part-00000.parquet,False,1
376,2026-12,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=NIFTYBEES\part-00000.parquet,False,1
377,2026-12,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ONGC\part-00000.parquet,False,1
378,2026-12,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=RELIANCE\part-00000.parquet,False,1
379,2026-12,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=SBIN\part-00000.parquet,False,1
380,2026-12,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=SUNPHARMA\part-00000.parquet,False,1
381,2026-12,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=TCS\part-00000.parquet,False,1
382,2026-12,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=TECHM\part-00000.parquet,False,1
383,2026-12,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ULTRACEMCO\part-00000.parquet,False,1
384,2026-12,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=WIPRO\part-00000.parquet,False,1
1,2026-01,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,True,2
2,2026-01,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=AXISBANK\part-00000.parquet,True,2
3,2026-01,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,True,2
4,2026-01,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,True,2
5,2026-01,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,True,2
6,2026-01,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BPCL\part-00000.parquet,True,2
7,2026-01,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BRITANNIA\part-00000.parquet,True,2
8,2026-01,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,True,2
9,2026-01,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,True,2
10,2026-01,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,True,2
11,2026-01,HCLTECH,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,True,2
12,2026-01,HDFCBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,True,2
13,2026-01,HINDUNILVR,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HINDUNILVR\part-00000.parquet,True,2
14,2026-01,ICICIBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ICICIBANK\part-00000.parquet,True,2
15,2026-01,INFY,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=INFY\part-00000.parquet,True,2
16,2026-01,ITBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ITBEES\part-00000.parquet,True,2
17,2026-01,ITC,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ITC\part-00000.parquet,True,2
18,2026-01,JUNIORBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=JUNIORBEES\part-00000.parquet,True,2
19,2026-01,KOTAKBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=KOTAKBANK\part-00000.parquet,True,2
20,2026-01,LT,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=LT\part-00000.parquet,True,2
21,2026-01,M&M,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=M&M\part-00000.parquet,True,2
22,2026-01,MARUTI,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=MARUTI\part-00000.parquet,True,2
23,2026-01,NESTLEIND,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=NESTLEIND\part-00000.parquet,True,2
24,2026-01,NIFTYBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=NIFTYBEES\part-00000.parquet,True,2
25,2026-01,ONGC,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ONGC\part-00000.parquet,True,2
26,2026-01,RELIANCE,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=RELIANCE\part-00000.parquet,True,2
27,2026-01,SBIN,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=SBIN\part-00000.parquet,True,2
28,2026-01,SUNPHARMA,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=SUNPHARMA\part-00000.parquet,True,2
29,2026-01,TCS,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=TCS\part-00000.parquet,True,2
30,2026-01,TECHM,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=TECHM\part-00000.parquet,True,2
31,2026-01,ULTRACEMCO,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ULTRACEMCO\part-00000.parquet,True,2
32,2026-01,WIPRO,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=WIPRO\part-00000.parquet,True,2
