scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase273_scope_id,phase273_scope_candidate_id,order_policy,candidate_subset_size
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC4_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,75000.0,4,cost100,1.0,0.0,11,8,3,3,0,0,1,1,7,7,1,87.67711530042142,0.03507084612016857,8.83785322228248,0,0,500000.0,2.0,0.20454545454545456,-222.41333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC4_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,75000.0,4,cost150,1.5,0.0,11,8,3,3,0,0,1,1,7,7,1,-119.02588469957855,-0.04761035387983142,-11.997809177717517,0,0,500000.0,2.0,0.20454545454545456,-273.7182442138434,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC4_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,75000.0,4,cost200,2.0,0.0,11,8,3,3,0,0,1,1,7,7,1,-325.72888469957854,-0.1302915538798314,-32.83347157771752,0,0,500000.0,2.0,0.20454545454545456,-401.4262769837845,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC4_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,75000.0,4,cost100_plus_1bp,1.0,1.0,11,8,3,3,0,0,1,1,7,7,1,37.67711530042146,0.015070846120168586,3.7978532222824835,0,0,500000.0,2.0,0.20454545454545456,-228.66333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC4_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,75000.0,4,cost100_plus_2bp,1.0,2.0,11,8,3,3,0,0,1,1,7,7,1,-12.322884699578523,-0.004929153879831409,-1.242146777717515,0,0,500000.0,2.0,0.20454545454545456,-234.91333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC1_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,1,cost100,1.0,0.0,11,5,6,2,4,0,1,1,7,5,1,545.516320875022,0.21820652835000878,54.98804514420221,0,1,500000.0,2.0,0.21818181818181823,-128.8549363787629,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC1_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,1,cost150,1.5,0.0,11,5,6,2,4,0,1,1,7,5,1,338.8133208750219,0.13552532835000874,34.15238274420221,0,1,500000.0,2.0,0.21818181818181823,-206.32778424927977,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC1_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,1,cost200,2.0,0.0,11,5,6,2,4,0,1,1,7,5,1,132.11032087502196,0.05284412835000878,13.316720344202214,0,1,500000.0,2.0,0.21818181818181823,-289.0089842492797,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC1_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,1,cost100_plus_1bp,1.0,1.0,11,5,6,2,4,0,1,1,7,5,1,495.51632087502196,0.1982065283500088,49.94804514420222,0,1,500000.0,2.0,0.21818181818181823,-143.64658424927973,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC1_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,1,cost100_plus_2bp,1.0,2.0,11,5,6,2,4,0,1,1,7,5,1,445.51632087502196,0.17820652835000877,44.90804514420221,0,1,500000.0,2.0,0.21818181818181823,-163.64658424927973,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC2_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,2,cost100,1.0,0.0,11,7,4,3,1,0,1,1,7,6,1,-0.6258238148633097,-0.0002503295259453239,-0.06308304053822163,0,0,700000.0,2.8,0.29090909090909095,-355.8613381970156,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC2_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,2,cost150,1.5,0.0,11,7,4,3,1,0,1,1,7,6,1,-290.01002381486336,-0.11600400952594535,-29.233010400538227,0,0,700000.0,2.8,0.29090909090909095,-489.3169367497598,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC2_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,2,cost200,2.0,0.0,11,7,4,3,1,0,1,1,7,6,1,-579.3942238148633,-0.2317576895259453,-58.402937760538215,0,0,700000.0,2.8,0.29090909090909095,-700.5100514695928,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC2_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,2,cost100_plus_1bp,1.0,1.0,11,7,4,3,1,0,1,1,7,6,1,-70.62582381486331,-0.028250329525945327,-7.119083040538222,0,0,700000.0,2.8,0.29090909090909095,-365.8613381970156,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC2_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,2,cost100_plus_2bp,1.0,2.0,11,7,4,3,1,0,1,1,7,6,1,-140.6258238148633,-0.05625032952594533,-14.175083040538222,0,0,700000.0,2.8,0.29090909090909095,-382.6139367497598,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC3_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,3,cost100,1.0,0.0,11,8,3,3,0,0,1,1,7,7,1,116.90282040056191,0.04676112816022476,11.78380429637664,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-296.5511151641797,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC3_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,3,cost150,1.5,0.0,11,8,3,3,0,0,1,1,7,7,1,-158.70117959943815,-0.06348047183977526,-15.997078903623365,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-364.95765895179125,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC3_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,3,cost200,2.0,0.0,11,8,3,3,0,0,1,1,7,7,1,-434.305179599438,-0.17372207183977523,-43.77796210362336,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-535.2350359783793,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC3_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,3,cost100_plus_1bp,1.0,1.0,11,8,3,3,0,0,1,1,7,7,1,50.23615373389522,0.020094461493558088,5.063804296376638,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-304.884448497513,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC3_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,3,cost100_plus_2bp,1.0,2.0,11,8,3,3,0,0,1,1,7,7,1,-16.430512932771364,-0.006572205173108546,-1.6561957036233537,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-313.2177818308463,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC4_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,4,cost100,1.0,0.0,11,8,3,3,0,0,1,1,7,7,1,87.67711530042142,0.03507084612016857,8.83785322228248,0,0,500000.0,2.0,0.20454545454545456,-222.41333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC4_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,4,cost150,1.5,0.0,11,8,3,3,0,0,1,1,7,7,1,-119.02588469957855,-0.04761035387983142,-11.997809177717517,0,0,500000.0,2.0,0.20454545454545456,-273.7182442138434,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC4_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,4,cost200,2.0,0.0,11,8,3,3,0,0,1,1,7,7,1,-325.72888469957854,-0.1302915538798314,-32.83347157771752,0,0,500000.0,2.0,0.20454545454545456,-401.4262769837845,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC4_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,4,cost100_plus_1bp,1.0,1.0,11,8,3,3,0,0,1,1,7,7,1,37.67711530042146,0.015070846120168586,3.7978532222824835,0,0,500000.0,2.0,0.20454545454545456,-228.66333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT100000_CONC4_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,100000.0,4,cost100_plus_2bp,1.0,2.0,11,8,3,3,0,0,1,1,7,7,1,-12.322884699578523,-0.004929153879831409,-1.242146777717515,0,0,500000.0,2.0,0.20454545454545456,-234.91333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC1_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,1,cost100,1.0,0.0,11,5,6,2,4,0,1,1,7,5,1,681.8954010937774,0.27275816043751094,68.73505643025275,0,1,625000.0,2.5,0.2727272727272727,-161.0686704734536,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC1_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,1,cost150,1.5,0.0,11,5,6,2,4,0,1,1,7,5,1,423.5166510937774,0.16940666043751096,42.69047843025276,0,1,625000.0,2.5,0.2727272727272727,-257.9097303115997,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC1_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,1,cost200,2.0,0.0,11,5,6,2,4,0,1,1,7,5,1,165.13790109377746,0.06605516043751099,16.64590043025277,0,1,625000.0,2.5,0.2727272727272727,-361.26123031159966,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC1_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,1,cost100_plus_1bp,1.0,1.0,11,5,6,2,4,0,1,1,7,5,1,619.3954010937775,0.24775816043751103,62.43505643025278,0,1,625000.0,2.5,0.2727272727272727,-179.5582303115997,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC1_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,1,cost100_plus_2bp,1.0,2.0,11,5,6,2,4,0,1,1,7,5,1,556.8954010937775,0.222758160437511,56.135056430252774,0,1,625000.0,2.5,0.2727272727272727,-204.5582303115997,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC2_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,2,cost100,1.0,0.0,11,7,4,3,1,0,1,1,7,6,1,-0.7822797685791159,-0.00031291190743164634,-0.07885380067277488,0,0,875000.0,3.5,0.36363636363636365,-444.8266727462695,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC2_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,2,cost150,1.5,0.0,11,7,4,3,1,0,1,1,7,6,1,-362.51252976857916,-0.14500501190743167,-36.541263000672785,0,0,875000.0,3.5,0.36363636363636365,-611.6461709371997,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC2_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,2,cost200,2.0,0.0,11,7,4,3,1,0,1,1,7,6,1,-724.2427797685791,-0.28969711190743164,-73.00367220067277,0,0,875000.0,3.5,0.36363636363636365,-875.637564336991,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC2_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,2,cost100_plus_1bp,1.0,1.0,11,7,4,3,1,0,1,1,7,6,1,-88.28227976857909,-0.03531291190743164,-8.898853800672773,0,0,875000.0,3.5,0.36363636363636365,-457.3266727462695,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC2_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,2,cost100_plus_2bp,1.0,2.0,11,7,4,3,1,0,1,1,7,6,1,-175.78227976857903,-0.07031291190743161,-17.718853800672765,0,0,875000.0,3.5,0.36363636363636365,-478.26742093719963,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC3_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,3,cost100,1.0,0.0,11,8,3,3,0,0,1,1,7,7,1,116.90282040056191,0.04676112816022476,11.78380429637664,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-296.5511151641797,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC3_COST150,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,3,cost150,1.5,0.0,11,8,3,3,0,0,1,1,7,7,1,-158.70117959943815,-0.06348047183977526,-15.997078903623365,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-364.95765895179125,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC3_COST200,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,3,cost200,2.0,0.0,11,8,3,3,0,0,1,1,7,7,1,-434.305179599438,-0.17372207183977523,-43.77796210362336,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-535.2350359783793,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC3_COST100_PLUS_1BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,3,cost100_plus_1bp,1.0,1.0,11,8,3,3,0,0,1,1,7,7,1,50.23615373389522,0.020094461493558088,5.063804296376638,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-304.884448497513,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC3_COST100_PLUS_2BP,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,3,cost100_plus_2bp,1.0,2.0,11,8,3,3,0,0,1,1,7,7,1,-16.430512932771364,-0.006572205173108546,-1.6561957036233537,0,0,666666.6666666669,2.6666666666666674,0.2727272727272727,-313.2177818308463,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
P271_P273_PRIORITY01_REVERSE_RANK_TIME_CAP250000_NOT125000_CONC4_COST100,P273_PRIORITY01_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,250000.0,125000.0,4,cost100,1.0,0.0,11,8,3,3,0,0,1,1,7,7,1,87.67711530042142,0.03507084612016857,8.83785322228248,0,0,500000.0,2.0,0.20454545454545456,-222.41333637313474,0,0,0,0,0,PRIORITY01,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION,reverse_rank_time,1
