candidate_id,feature,uses_full_top_five_depth,uses_depth_beyond_l1,sign_mode,horizon,threshold_quantile,threshold_abs_value,spread_cap_quantile,spread_cap_bps,churn_floor_quantile,churn_floor,symbols,trade_dates,cost100_trade_rows,cost100_net_pnl_inr,cost100_gross_pnl_inr,cost100_cost_inr,cost100_win_rate,cost100_profit_factor,cost100_avg_net_pnl_per_trade,cost100_max_drawdown_inr,cost150_trade_rows,cost150_net_pnl_inr,cost150_gross_pnl_inr,cost150_cost_inr,cost150_win_rate,cost150_profit_factor,cost150_avg_net_pnl_per_trade,cost150_max_drawdown_inr,cost200_trade_rows,cost200_net_pnl_inr,cost200_gross_pnl_inr,cost200_cost_inr,cost200_win_rate,cost200_profit_factor,cost200_avg_net_pnl_per_trade,cost200_max_drawdown_inr,random_side_net_pnl_inr,random_side_beat,survivor_candidate
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_FOLLOW_H10_TQ0p7_SPQ0p5_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,follow,10,0.7,0.2908250802862845,0.5,2.6725913756795983,0.75,80028.5,11,1,72,-4501.668117921363,2856.669276608559,7358.337394529921,0.20833333333333334,0.2911493579105163,-62.523168304463375,-4380.708074142936,72,-8180.8368151863215,2856.669276608559,11037.50609179488,0.1527777777777778,0.12744947735923393,-113.62273354425446,-8012.8280191934,72,-11860.005512451284,2856.669276608559,14716.674789059842,0.06944444444444445,0.0663643989071436,-164.72229878404562,-11644.947964243856,-6549.802520569445,1,0
P256_AVG_DEPTH_SLOPE_ASK_FOLLOW_H3_TQ0p9_SPQ0p5_CQ0p75,avg_depth_slope_ask,1,1,follow,3,0.9,594.85625,0.5,2.6725913756795983,0.75,80028.5,9,1,58,-5988.106293783242,-115.83787191633557,5872.2684218669065,0.05172413793103448,0.040093945163843465,-103.24321196178003,-5882.852059769744,58,-8924.240504716696,-115.83787191633557,8808.402632800362,0.034482758620689655,0.011295775554907374,-153.8662155985637,-8766.359153696449,58,-11860.37471565015,-115.83787191633557,11744.536843733813,0.017241379310344827,0.0007265608697632153,-204.48921923534743,-11649.866247623155,-6005.872547063914,1,0
P256_TOP5_ORDER_CHURN_SUM_FOLLOW_H6_TQ0p9_SPQ0p5_CQ0p75,top5_order_churn_sum,1,1,follow,6,0.9,476.5,0.5,2.6725913756795983,0.75,80028.5,10,1,60,-5747.215488132939,388.1460753914045,6135.361563524344,0.18333333333333332,0.0923672198521969,-95.78692480221565,-5667.961109054373,60,-8814.896269895109,388.1460753914045,9203.042345286514,0.06666666666666667,0.02289009135130547,-146.91493783158515,-8689.590443279063,60,-11882.577051657285,388.1460753914045,12270.723127048688,0.03333333333333333,0.0014719324267384829,-198.04295086095473,-11711.219777503762,-5138.91400322507,0,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_FOLLOW_H3_TQ0p9_SPQ0p75_CQ0p5,avg_depth_beyond_l1_qty_imbalance,1,1,follow,3,0.9,0.4628532906704733,0.75,3.4284694119258963,0.5,29584.5,15,1,63,-5309.722478765219,1275.9164839903026,6585.63896275552,0.12698412698412698,0.05245981796336094,-84.28130918674951,-5194.470715483473,63,-8602.541960142977,1275.9164839903026,9878.458444133279,0.031746031746031744,0.007691495208026798,-136.54828508163456,-8439.317229980928,63,-11895.361441520738,1275.9164839903026,13171.27792551104,0.0,0.0,-188.81526097651965,-11684.163744478386,-6786.226654990464,1,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_FOLLOW_H10_TQ0p9_SPQ0p9_CQ0p5,avg_level_weighted_depth_imbalance,1,1,follow,10,0.9,0.4923259942989653,0.9,4.157489561967698,0.5,29584.5,14,1,65,-5051.336247195616,1862.7734075104875,6914.109654706103,0.18461538461538463,0.26519503385743304,-77.71286534147102,-5019.127009367974,65,-8508.391074548668,1862.7734075104875,10371.164482059154,0.16923076923076924,0.12299120809984114,-130.89832422382565,-8359.076618191015,65,-11965.44590190172,1862.7734075104875,13828.219309412207,0.07692307692307693,0.06321098309156649,-184.0837831061803,-11710.456498772928,-8454.945261613957,1,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_FOLLOW_H10_TQ0p8_SPQ0p75_CQ0p75,avg_level_weighted_depth_imbalance,1,1,follow,10,0.8,0.3822176352197379,0.75,3.4284694119258963,0.75,80028.5,10,1,75,-4076.6211665961455,3813.0308383281795,7889.6520049243245,0.24,0.3773169198206899,-54.35494888794861,-4122.465349065359,75,-8021.447169058308,3813.0308383281795,11834.478007386486,0.2,0.16596223169611463,-106.95262892077744,-7958.158597911532,75,-11966.27317152047,3813.0308383281795,15779.304009848649,0.12,0.07639715818594707,-159.55030895360628,-11805.282118516567,-9399.263773245331,1,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_REVERSE_H10_TQ0p9_SPQ0p9_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,reverse,10,0.9,0.4628532906704733,0.9,4.157489561967698,0.75,80028.5,11,1,48,-6759.947185303068,-1535.7528619532322,5224.194323349835,0.16666666666666666,0.058430291321084835,-140.83223302714725,-6651.339096907275,48,-9372.044346977986,-1535.7528619532322,7836.2914850247535,0.041666666666666664,0.008083879373626134,-195.2509238953747,-9202.836676661427,48,-11984.141508652903,-1535.7528619532322,10448.38864669967,0.0,0.0,-249.66961476360214,-11754.33425641558,-5652.071441651436,0,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_FOLLOW_H10_TQ0p9_SPQ0p5_CQ0p0,avg_level_weighted_depth_imbalance,1,1,follow,10,0.9,0.4923259942989653,0.5,2.6725913756795983,0.0,536.0,19,1,67,-5286.521222235933,1444.240268865793,6730.761491101725,0.208955223880597,0.2450349116982822,-78.90330182441691,-5207.236961282414,67,-8651.901967786795,1444.240268865793,10096.142236652586,0.14925373134328357,0.10964002497040588,-129.13286519084767,-8519.723020506464,67,-12017.28271333766,1444.240268865793,13461.52298220345,0.07462686567164178,0.057446674474318525,-179.3624285572785,-11832.209079730519,-7068.709809194112,1,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_REVERSE_H6_TQ0p9_SPQ0p9_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,reverse,6,0.9,0.4628532906704733,0.9,4.157489561967698,0.75,80028.5,11,1,53,-6257.506619899882,-490.51940451775295,5766.987215382129,0.1320754716981132,0.09106855081965654,-118.06616263962042,-6138.825671147498,53,-9141.000227590946,-490.51940451775295,8650.480823073194,0.07547169811320754,0.03313913229374487,-172.47170240737634,-8961.719696917797,53,-12024.493835282012,-490.51940451775295,11533.974430764258,0.03773584905660377,0.013334174997682493,-226.8772421751323,-11784.6137226881,-6088.339955904703,0,0
P256_AVG_DEPTH_CONVEXITY_ASK_REVERSE_H10_TQ0p9_SPQ0p5_CQ0p0,avg_depth_convexity_ask,1,1,reverse,10,0.9,2113.45,0.5,2.6725913756795983,0.0,536.0,12,1,58,-6159.130213265959,-291.7708080745873,5867.359405191373,0.13793103448275862,0.06773069896404321,-106.19190022872344,-6091.895248186385,58,-9092.809915861648,-291.7708080745873,8801.039107787059,0.08620689655172414,0.012118678501305016,-156.77258475623532,-8978.526198567577,58,-12026.489618457335,-291.7708080745873,11734.718810382747,0.0,0.0,-207.35326928374715,-11865.15714894876,-5865.442158678001,0,0
P256_AVG_DEPTH_CONVEXITY_ASK_REVERSE_H10_TQ0p9_SPQ0p5_CQ0p5,avg_depth_convexity_ask,1,1,reverse,10,0.9,2113.45,0.5,2.6725913756795983,0.5,29584.5,12,1,58,-6159.130213265959,-291.7708080745873,5867.359405191373,0.13793103448275862,0.06773069896404321,-106.19190022872344,-6091.895248186385,58,-9092.809915861648,-291.7708080745873,8801.039107787059,0.08620689655172414,0.012118678501305016,-156.77258475623532,-8978.526198567577,58,-12026.489618457335,-291.7708080745873,11734.718810382747,0.0,0.0,-207.35326928374715,-11865.15714894876,-5865.442158678001,0,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_REVERSE_H3_TQ0p9_SPQ0p9_CQ0p75,avg_level_weighted_depth_imbalance,1,1,reverse,3,0.9,0.4923259942989653,0.9,4.157489561967698,0.75,80028.5,12,1,54,-6214.161212132283,-387.2073890338279,5826.953823098456,0.1111111111111111,0.018034274974565178,-115.07705948393117,-6087.086213082752,54,-9127.638123681509,-387.2073890338279,8740.43073464768,0.0,0.0,-169.03033562373165,-8939.963542711217,54,-12041.11503523074,-387.2073890338279,11653.907646196913,0.0,0.0,-222.98361176353222,-11792.840872339684,-5581.066280603562,0,0
P256_TOP5_ORDER_CHURN_SUM_REVERSE_H3_TQ0p95_SPQ0p9_CQ0p75,top5_order_churn_sum,1,1,reverse,3,0.95,621.25,0.9,4.157489561967698,0.75,80028.5,10,1,55,-6241.825178479591,-416.42696467529834,5825.398213804292,0.09090909090909091,0.018608569240138508,-113.48773051781075,-6089.762542088099,55,-9154.52428538173,-416.42696467529834,8738.097320706434,0.0,0.0,-166.44589609784964,-8956.410201452762,55,-12067.223392283879,-416.42696467529834,11650.796427608584,0.0,0.0,-219.4040616778887,-11823.057860817436,-5674.676811552151,0,0
P256_DEPTH_WITHDRAWAL_PRESSURE_REVERSE_H6_TQ0p9_SPQ0p5_CQ0p75,depth_withdrawal_pressure,1,1,reverse,6,0.9,18636.5,0.5,2.6725913756795983,0.75,80028.5,11,1,62,-5825.761975274152,447.61136194139124,6273.373337215544,0.0967741935483871,0.046211494514027035,-93.96390282700246,-5862.2866155698575,62,-8962.448643881922,447.61136194139124,9410.060005823314,0.03225806451612903,0.01272025253144014,-144.5556232884181,-8890.987662640253,62,-12099.135312489694,447.61136194139124,12546.746674431088,0.016129032258064516,0.0008016606186224144,-195.14734374983377,-11921.854402665185,-5684.768334586993,0,0
P256_AVG_DEPTH_CONVEXITY_ASK_FOLLOW_H6_TQ0p9_SPQ0p5_CQ0p75,avg_depth_convexity_ask,1,1,follow,6,0.9,2113.45,0.5,2.6725913756795983,0.75,80028.5,10,1,59,-6148.7674188912515,-180.05692529819964,5968.710493593052,0.11864406779661017,0.09316231585201759,-104.21639693036019,-6016.894468502123,59,-9133.122665687777,-180.05692529819964,8953.065740389578,0.05084745762711865,0.04040693486453662,-154.79868924894538,-8954.200963084151,59,-12117.477912484303,-180.05692529819964,11937.420987186104,0.05084745762711865,0.018217753893502508,-205.38098156753054,-11891.50745766617,-5614.912062404428,0,0
P256_TOP5_ORDER_CHURN_SUM_REVERSE_H6_TQ0p95_SPQ0p9_CQ0p75,top5_order_churn_sum,1,1,reverse,6,0.95,621.25,0.9,4.157489561967698,0.75,80028.5,10,1,50,-6874.505975801243,-1586.7480336550723,5287.7579421461705,0.06,0.020945483575076543,-137.49011951602486,-6769.5545647298995,50,-9518.384946874326,-1586.7480336550723,7931.636913219256,0.02,0.0010859969508928888,-190.36769893748652,-9367.38208826551,50,-12162.263917947414,-1586.7480336550723,10575.515884292341,0.0,0.0,-243.24527835894827,-11965.209611801116,-5413.0045200081295,0,0
P256_AVG_ORDER_COUNT_IMBALANCE_L1_L5_REVERSE_H3_TQ0p95_SPQ0p5_CQ0p5,avg_order_count_imbalance_l1_l5,1,1,reverse,3,0.95,0.39738816321364145,0.5,2.6725913756795983,0.5,29584.5,10,1,54,-6814.537858960218,-1392.8165266489764,5421.72133231124,0.037037037037037035,0.007006291701101149,-126.19514553630033,-6639.161709601474,54,-9525.398525115837,-1392.8165266489764,8132.5819984668615,0.0,0.0,-176.3962689836266,-9298.122199307663,54,-12236.259191271458,-1392.8165266489764,10843.44266462248,0.0,0.0,-226.59739243095294,-11960.360357100502,-5859.74283330814,0,0
P256_AVG_DEPTH_SLOPE_BID_REVERSE_H3_TQ0p95_SPQ0p9_CQ0p0,avg_depth_slope_bid,1,1,reverse,3,0.95,1188.7843750000002,0.9,4.157489561967698,0.0,536.0,5,1,53,-6759.874426460046,-1256.853886511322,5503.020539948722,0.018867924528301886,0.0004846361638514249,-127.54480049924616,-6623.215403739464,53,-9511.384696434405,-1256.853886511322,8254.530809923084,0.0,0.0,-179.4600886119699,-9314.962940388323,53,-12262.894966408765,-1256.853886511322,11006.041079897444,0.0,0.0,-231.37537672469367,-12006.710477037184,-5246.548092428261,0,0
P256_AVG_DEPTH_SLOPE_BID_REVERSE_H3_TQ0p95_SPQ0p9_CQ0p5,avg_depth_slope_bid,1,1,reverse,3,0.95,1188.7843750000002,0.9,4.157489561967698,0.5,29584.5,5,1,53,-6759.874426460046,-1256.853886511322,5503.020539948722,0.018867924528301886,0.0004846361638514249,-127.54480049924616,-6623.215403739464,53,-9511.384696434405,-1256.853886511322,8254.530809923084,0.0,0.0,-179.4600886119699,-9314.962940388323,53,-12262.894966408765,-1256.853886511322,11006.041079897444,0.0,0.0,-231.37537672469367,-12006.710477037184,-5246.548092428261,0,0
P256_AVG_DEPTH_SLOPE_ASK_REVERSE_H10_TQ0p9_SPQ0p5_CQ0p0,avg_depth_slope_ask,1,1,reverse,10,0.9,594.85625,0.5,2.6725913756795983,0.0,536.0,11,1,56,-6631.078315444234,-988.3042769211258,5642.774038523108,0.08928571428571429,0.07078349897025935,-118.4121127757899,-6561.992666234775,56,-9452.465334705788,-988.3042769211258,8464.161057784662,0.05357142857142857,0.030615756304228997,-168.79402383403195,-9335.406718616028,56,-12273.852353967344,-988.3042769211258,11285.548077046216,0.03571428571428571,0.012126645468522976,-219.175934892274,-12108.820770997281,-6063.985832121827,0,0
P256_AVG_DEPTH_SLOPE_ASK_REVERSE_H10_TQ0p9_SPQ0p5_CQ0p5,avg_depth_slope_ask,1,1,reverse,10,0.9,594.85625,0.5,2.6725913756795983,0.5,29584.5,11,1,56,-6631.078315444234,-988.3042769211258,5642.774038523108,0.08928571428571429,0.07078349897025935,-118.4121127757899,-6561.992666234775,56,-9452.465334705788,-988.3042769211258,8464.161057784662,0.05357142857142857,0.030615756304228997,-168.79402383403195,-9335.406718616028,56,-12273.852353967344,-988.3042769211258,11285.548077046216,0.03571428571428571,0.012126645468522976,-219.175934892274,-12108.820770997281,-6063.985832121827,0,0
P256_TOP5_ORDER_CHURN_SUM_REVERSE_H6_TQ0p95_SPQ0p75_CQ0p5,top5_order_churn_sum,1,1,reverse,6,0.95,621.25,0.75,3.4284694119258963,0.5,29584.5,13,1,52,-6898.268368929784,-1478.2051093928383,5420.063259536944,0.057692307692307696,0.020874839020200618,-132.65900709480354,-6793.316957858439,52,-9608.299998698256,-1478.2051093928383,8130.094889305417,0.019230769230769232,0.0010758450594466466,-184.77499997496645,-9457.297140089437,52,-12318.331628466727,-1478.2051093928383,10840.126519073889,0.0,0.0,-236.89099285512935,-12121.277322320431,-5612.5890001923135,0,0
P256_AVG_ORDER_COUNT_IMBALANCE_L1_L5_FOLLOW_H6_TQ0p9_SPQ0p75_CQ0p75,avg_order_count_imbalance_l1_l5,1,1,follow,6,0.9,0.3149704884526193,0.75,3.4284694119258963,0.75,80028.5,9,1,68,-5491.332046832257,1437.6061161896384,6928.938163021895,0.11764705882352941,0.08691355480920206,-80.75488304165084,-5435.009988363387,68,-8955.801128343206,1437.6061161896384,10393.407244532842,0.058823529411764705,0.024927957438719162,-131.70295776975303,-8852.430317659835,68,-12420.270209854152,1437.6061161896384,13857.87632604379,0.029411764705882353,0.0042540310235986995,-182.65103249785517,-12269.850646956293,-6782.250443845041,1,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_REVERSE_H6_TQ0p8_SPQ0p5_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,reverse,6,0.8,0.3551181697085512,0.5,2.6725913756795983,0.75,80028.5,11,1,57,-6634.676651080811,-833.5942594221324,5801.082391658678,0.12280701754385964,0.05505543015321148,-116.39783598387388,-6500.886957562472,57,-9535.217846910151,-833.5942594221324,8701.623587488019,0.05263157894736842,0.014344227146327784,-167.28452363000264,-9348.801036385059,57,-12435.75904273949,-833.5942594221324,11602.164783317356,0.03508771929824561,0.0007815744728854774,-218.1712112761314,-12196.715115207657,-5348.8156193577315,0,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_FOLLOW_H6_TQ0p9_SPQ0p75_CQ0p5,avg_level_weighted_depth_imbalance,1,1,follow,6,0.9,0.4923259942989653,0.75,3.4284694119258963,0.5,29584.5,14,1,66,-5684.875809701885,1149.6726356370555,6834.548445338942,0.12121212121212122,0.12031025702842589,-86.13448196518009,-5376.72747323316,66,-9102.150032371355,1149.6726356370555,10251.82266800841,0.07575757575757576,0.04668663580936058,-137.91136412683872,-8741.895124631907,66,-12519.424255040825,1149.6726356370555,13669.096890677883,0.06060606060606061,0.015456369243219461,-189.68824628849734,-12107.062776030645,-6712.265923298978,1,0
P256_DEPTH_WITHDRAWAL_PRESSURE_REVERSE_H6_TQ0p9_SPQ0p5_CQ0p0,depth_withdrawal_pressure,1,1,reverse,6,0.9,18636.5,0.5,2.6725913756795983,0.0,536.0,12,1,64,-6084.344709944406,383.6800193119049,6468.024729256309,0.09375,0.04433459253133148,-95.06788609288134,-6120.869350240111,64,-9318.35707457256,383.6800193119049,9702.037093884464,0.03125,0.012240357848249277,-145.59932929019624,-9246.896093330888,64,-12552.369439200715,383.6800193119049,12936.049458512618,0.015625,0.0007727370607305631,-196.13077248751117,-12375.088529376204,-5943.351069257245,0,0
P256_DEPTH_WITHDRAWAL_PRESSURE_REVERSE_H6_TQ0p9_SPQ0p5_CQ0p5,depth_withdrawal_pressure,1,1,reverse,6,0.9,18636.5,0.5,2.6725913756795983,0.5,29584.5,12,1,64,-6084.344709944406,383.6800193119049,6468.024729256309,0.09375,0.04433459253133148,-95.06788609288134,-6120.869350240111,64,-9318.35707457256,383.6800193119049,9702.037093884464,0.03125,0.012240357848249277,-145.59932929019624,-9246.896093330888,64,-12552.369439200715,383.6800193119049,12936.049458512618,0.015625,0.0007727370607305631,-196.13077248751117,-12375.088529376204,-5943.351069257245,0,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_REVERSE_H10_TQ0p8_SPQ0p5_CQ0p75,avg_level_weighted_depth_imbalance,1,1,reverse,10,0.8,0.3822176352197379,0.5,2.6725913756795983,0.75,80028.5,10,1,52,-7262.166871376261,-1964.9576054117656,5297.209265964496,0.057692307692307696,0.008842144753313796,-139.65705521877425,-7107.395222339671,52,-9910.771504358509,-1964.9576054117656,7945.813898946743,0.0,0.0,-190.5917596992021,-9703.372738315169,52,-12559.376137340756,-1964.9576054117656,10594.418531928992,0.0,0.0,-241.52646417962993,-12299.35025429067,-5226.2216781408615,0,0
P256_AVG_DEPTH_SLOPE_BID_REVERSE_H10_TQ0p9_SPQ0p5_CQ0p75,avg_depth_slope_bid,1,1,reverse,10,0.9,514.7249999999999,0.5,2.6725913756795983,0.75,80028.5,8,1,56,-6886.303300840542,-1212.0550799643581,5674.248220876184,0.14285714285714285,0.08881637397507627,-122.96970180072397,-6843.837232119264,56,-9723.427411278633,-1212.0550799643581,8511.372331314276,0.07142857142857142,0.03854856734473482,-173.6326323442613,-9483.297064304175,56,-12560.551521716727,-1212.0550799643581,11348.496441752368,0.03571428571428571,0.01869236366458804,-224.2955628877987,-12271.798666379484,-5975.281744041535,0,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_FOLLOW_H10_TQ0p8_SPQ0p5_CQ0p5,avg_depth_beyond_l1_qty_imbalance,1,1,follow,10,0.8,0.3551181697085512,0.5,2.6725913756795983,0.5,29584.5,15,1,84,-4060.0730077552653,4488.513626416834,8548.5866341721,0.2619047619047619,0.42423493609130286,-48.33420247327697,-4447.507210123677,84,-8334.366324841314,4488.513626416834,12822.87995125815,0.20238095238095238,0.1931767166543937,-99.21864672430135,-8249.20792304539,84,-12608.659641927363,4488.513626416834,17097.1732683442,0.13095238095238096,0.09666503073686913,-150.10309097532576,-12424.346017153293,-10342.709958741916,1,0
P256_AVG_ORDER_COUNT_IMBALANCE_L1_L5_REVERSE_H3_TQ0p9_SPQ0p5_CQ0p75,avg_order_count_imbalance_l1_l5,1,1,reverse,3,0.9,0.3149704884526193,0.5,2.6725913756795983,0.75,80028.5,9,1,60,-6621.822057243374,-611.6299078622544,6010.192149381118,0.05,0.005703035008830831,-110.36370095405623,-6522.607677354332,60,-9626.918131933931,-611.6299078622544,9015.288224071677,0.0,0.0,-160.4486355322322,-9477.377331743744,60,-12632.014206624492,-611.6299078622544,12020.384298762236,0.0,0.0,-210.5335701104082,-12435.424654219807,-6081.791260682419,0,0
P256_AVG_ORDER_COUNT_IMBALANCE_L1_L5_REVERSE_H6_TQ0p9_SPQ0p5_CQ0p75,avg_order_count_imbalance_l1_l5,1,1,reverse,6,0.9,0.3149704884526193,0.5,2.6725913756795983,0.75,80028.5,8,1,58,-6831.672227636895,-1026.8616405782805,5804.810587058613,0.05172413793103448,0.020492446084958947,-117.78745220063611,-6734.482708337015,58,-9734.0775211662,-1026.8616405782805,8707.215880587919,0.017241379310344827,0.0055313304862847175,-167.8289227787276,-9555.155818562573,58,-12636.48281469551,-1026.8616405782805,11609.621174117226,0.017241379310344827,0.0004547787926072584,-217.87039335681914,-12410.512359877379,-5936.451369430835,0,0
P256_AVG_ORDER_COUNT_IMBALANCE_L1_L5_REVERSE_H6_TQ0p95_SPQ0p5_CQ0p5,avg_order_count_imbalance_l1_l5,1,1,reverse,6,0.95,0.39738816321364145,0.5,2.6725913756795983,0.5,29584.5,10,1,53,-7322.056277606114,-2006.7625377737318,5315.293739832383,0.018867924528301886,5.7218579619224104e-05,-138.1520052378512,-7181.9645236595825,53,-9979.703147522305,-2006.7625377737318,7972.940609748575,0.0,0.0,-188.29628580230764,-9790.988885212993,53,-12637.350017438499,-2006.7625377737318,10630.587479664766,0.0,0.0,-238.44056636676413,-12400.013246766404,-5527.413908463651,0,0
P256_TOP5_ORDER_CHURN_SUM_REVERSE_H6_TQ0p9_SPQ0p5_CQ0p75,top5_order_churn_sum,1,1,reverse,6,0.9,476.5,0.5,2.6725913756795983,0.75,80028.5,10,1,60,-6523.507638915748,-388.1460753914045,6135.361563524344,0.11666666666666667,0.04518803854364295,-108.72512731526247,-6418.556227844405,60,-9591.188420677921,-388.1460753914045,9203.042345286514,0.03333333333333333,0.008392134003231612,-159.853140344632,-9440.1855620691,60,-12658.869202440092,-388.1460753914045,12270.723127048688,0.016666666666666666,0.000453974910967112,-210.98115337400154,-12461.814896293796,-5138.91400322507,0,0
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_FOLLOW_H10_TQ0p7_SPQ0p5_CQ0p75,avg_level_weighted_depth_imbalance,1,1,follow,10,0.7,0.30546886405772544,0.5,2.6725913756795983,0.75,80028.5,11,1,75,-4979.560887624864,2700.2217550244345,7679.782642649299,0.22666666666666666,0.3032560747825125,-66.39414516833152,-4923.824068634457,75,-8819.452208949515,2700.2217550244345,11519.67396397395,0.14666666666666667,0.141803964006566,-117.59269611932686,-8711.08827295236,75,-12659.343530274164,2700.2217550244345,15359.565285298599,0.08,0.07927472753715467,-168.79124707032219,-12498.352477270257,-6991.181464104055,1,0
P256_TOP5_ORDER_CHURN_SUM_REVERSE_H3_TQ0p95_SPQ0p75_CQ0p5,top5_order_churn_sum,1,1,reverse,3,0.95,621.25,0.75,3.4284694119258963,0.5,29584.5,13,1,57,-6701.795607718771,-744.0920765237059,5957.703531195066,0.08771929824561403,0.014182956908376962,-117.5753615389258,-6549.73297132728,57,-9680.647373316302,-744.0920765237059,8936.555296792598,0.0,0.0,-169.83591883011056,-9482.53328938733,57,-12659.499138913834,-744.0920765237059,11915.407062390132,0.0,0.0,-222.09647612129532,-12415.333607447392,-6381.7485523290225,0,0
P256_AVG_DEPTH_SLOPE_ASK_FOLLOW_H6_TQ0p9_SPQ0p5_CQ0p5,avg_depth_slope_ask,1,1,follow,6,0.9,594.85625,0.5,2.6725913756795983,0.5,29584.5,11,1,65,-6127.957876013559,425.5800019520749,6553.537877965634,0.13846153846153847,0.10702654617322208,-94.27627501559321,-6021.939335546265,65,-9404.726814996375,425.5800019520749,9830.30681694845,0.09230769230769231,0.03774854924754537,-144.68810484609807,-9250.73530764878,65,-12681.495753979194,425.5800019520749,13107.075755931268,0.07692307692307693,0.008011367469196612,-195.09993467660297,-12479.531279751296,-7002.024438398138,1,0
P256_AVG_DEPTH_CONVEXITY_ASK_FOLLOW_H3_TQ0p9_SPQ0p5_CQ0p75,avg_depth_convexity_ask,1,1,follow,3,0.9,2113.45,0.5,2.6725913756795983,0.75,80028.5,11,1,64,-6228.401229769621,243.87813052582078,6472.279360295442,0.046875,0.012448580880475731,-97.31876921515033,-6125.909181793935,64,-9464.540909917341,243.87813052582078,9708.419040443163,0.0,0.0,-147.88345171745846,-9315.000109727158,64,-12700.680590065062,243.87813052582078,12944.558720590883,0.0,0.0,-198.4481342197666,-12504.091037660373,-6184.743583203068,0,0
P256_AVG_DEPTH_SLOPE_ASK_FOLLOW_H10_TQ0p9_SPQ0p75_CQ0p0,avg_depth_slope_ask,1,1,follow,10,0.9,594.85625,0.75,3.4284694119258963,0.0,536.0,13,1,77,-4671.159004206959,3359.9070790835012,8031.0660832904605,0.24675324675324675,0.32401802696980736,-60.66440265203843,-5329.815047958192,77,-8686.692045852189,3359.9070790835012,12046.599124935688,0.16883116883116883,0.13748889591074245,-112.8141824136648,-8852.533398969852,77,-12702.225087497416,3359.9070790835012,16062.132166580921,0.06493506493506493,0.0706842528416777,-164.96396217529113,-12483.472935425063,-11009.702409201536,1,0
P256_AVG_DEPTH_SLOPE_ASK_FOLLOW_H10_TQ0p9_SPQ0p75_CQ0p5,avg_depth_slope_ask,1,1,follow,10,0.9,594.85625,0.75,3.4284694119258963,0.5,29584.5,13,1,77,-4671.159004206959,3359.9070790835012,8031.0660832904605,0.24675324675324675,0.32401802696980736,-60.66440265203843,-5329.815047958192,77,-8686.692045852189,3359.9070790835012,12046.599124935688,0.16883116883116883,0.13748889591074245,-112.8141824136648,-8852.533398969852,77,-12702.225087497416,3359.9070790835012,16062.132166580921,0.06493506493506493,0.0706842528416777,-164.96396217529113,-12483.472935425063,-11009.702409201536,1,0
P256_AVG_ORDER_COUNT_IMBALANCE_L1_L5_REVERSE_H10_TQ0p9_SPQ0p5_CQ0p75,avg_order_count_imbalance_l1_l5,1,1,reverse,10,0.9,0.3149704884526193,0.5,2.6725913756795983,0.75,80028.5,8,1,52,-7496.911259677124,-2290.464463048447,5206.4467966286775,0.09615384615384616,0.024699430357247854,-144.17137037840624,-7396.363907974364,52,-10100.134657991459,-2290.464463048447,7809.6701949430135,0.019230769230769232,0.006531982463677935,-194.23335880752805,-9932.125861998533,52,-12703.3580563058,-2290.464463048447,10412.893593257355,0.019230769230769232,0.0014161379125326834,-244.29534723665,-12488.300508098377,-5790.2475181557265,0,0
P256_AVG_DEPTH_SLOPE_BID_REVERSE_H6_TQ0p9_SPQ0p5_CQ0p75,avg_depth_slope_bid,1,1,reverse,6,0.9,514.7249999999999,0.5,2.6725913756795983,0.75,80028.5,8,1,64,-6262.906917942606,201.73268205223553,6464.639599994842,0.171875,0.11069393761733913,-97.85792059285322,-6206.429059825855,64,-9495.226717940028,201.73268205223553,9696.959399992264,0.078125,0.04411293755735858,-148.36291746781293,-9306.512455630715,64,-12727.546517937448,201.73268205223553,12929.279199989684,0.0625,0.015196045588544335,-198.86791434277262,-12490.209747265355,-7079.420176621803,1,0
