candidate_id,family_id,signal_source,direction,feature_filter,horizon_event_bars,threshold_quantile,event_window_score_threshold,abs_bar_return_bps_threshold,abs_l5_imbalance_threshold,abs_microprice_dev_threshold,train_months,test_months,train_trades,train_symbols,train_days,train_net_pnl_inr,train_gross_pnl_inr,train_cost_pnl_drag_inr,train_precision_cost_clear,train_positive_months,train_max_day_trade_fraction,train_max_month_contribution_abs,train_max_symbol_contribution_abs,train_gross_to_cost_ratio,test_trades,test_symbols,test_days,test_net_pnl_inr,test_gross_pnl_inr,test_cost_pnl_drag_inr,test_precision_cost_clear,test_positive_months,test_max_day_trade_fraction,test_max_month_contribution_abs,test_max_symbol_contribution_abs,test_gross_to_cost_ratio,train_pass,test_pass,phase231_synthetic_candidate
P231_L5_IMBALANCE_REVERSAL_H6_Q0_95,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,3,4,10,1,3,-26990.649485451624,-25823.60000990243,1167.0494755492005,0.0,0,0.5,0.6358416066719299,1.0000000000000002,22.127253857639698,24,2,4,-44082.54125184163,-41269.0379664237,2813.5032854179344,0.16666666666666666,0,0.4166666666666667,0.38931008618364293,1.0130607879451021,14.668203225607163,False,False,False
P231_MICROPRICE_CONTINUATION_H6_Q0_95,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2,2,8,4,2,-31654.637324052615,-30465.10592748406,1189.5313965685586,0.125,0,0.75,0.956496481436108,0.8360230850394971,25.61101456873417,21,3,4,-52276.013360382836,-49476.59666544524,2799.4166949375854,0.09523809523809523,0,0.47619047619047616,0.7597945769152344,0.7288755556289734,17.673894977806565,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_9,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,5,6,115,5,19,-46320.86881950464,-33297.826474976624,13023.042344528025,0.5391304347826087,0,0.16521739130434782,0.482253152522067,1.037510166493524,2.556839300224466,168,5,17,-64601.77867396512,-45560.47286529753,19041.30580866759,0.47619047619047616,3,0.11904761904761904,1.300257401828088,1.0260631669952756,2.392717879913385,False,False,False
P231_EVENT_REVERSAL_H3_Q0_99,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,5,5,314,32,7,-254788.0757887966,-213624.5613853495,41163.514403447065,0.4394904458598726,2,0.3089171974522293,0.9496916573596665,0.3027520129281072,5.189657989150227,331,31,8,-106895.55418393575,-67993.17946909124,38902.374714844525,0.595166163141994,3,0.3564954682779456,2.1189000841383985,0.1955290405257651,1.7477899477212666,False,False,False
P231_MICROPRICE_CONTINUATION_H6_Q0_9,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,4,5,97,8,11,-166381.40670102165,-153651.1403641464,12730.26633687523,0.36082474226804123,0,0.38144329896907214,0.953046132534474,0.226595414737784,12.06975064764133,125,7,14,-109023.46752081158,-93125.59406141202,15897.873459399554,0.4,1,0.28,1.0153617913071604,0.4270253204301926,5.857739042849903,False,False,False
P231_MICROPRICE_CONTINUATION_H3_Q0_95,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,5,5,165,6,7,-164355.27005531208,-139136.82638962608,25218.443665685998,0.4121212121212121,1,0.26666666666666666,0.5455715846768968,0.4296423203543475,5.517264595473253,97,5,10,-112293.36689288012,-97933.81571637727,14359.551176502857,0.32989690721649484,2,0.2268041237113402,0.4517847051398434,0.33564761978664914,6.820116764974558,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_9,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,6,6,376,5,30,-155735.14259693603,-109658.65674013736,46076.485856798645,0.3882978723404255,1,0.1196808510638298,0.3304516822597805,0.5679416534177762,2.379926652413252,364,5,28,-174380.8752186034,-131819.2138864855,42561.661332117896,0.38186813186813184,2,0.09615384615384616,0.4976973175380174,0.39482597736490277,3.0971350685273187,False,False,False
P231_EVENT_CONTINUATION_H3_Q0_975,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,5,6,1002,32,16,228060.42613775138,354165.82530688844,126105.39916913709,0.5139720558882236,2,0.23952095808383234,2.9879165486313344,0.28766662618550637,2.8084905772501343,940,32,18,-321857.54463274946,-212301.38819924457,109556.15643350488,0.37659574468085105,2,0.1702127659574468,1.0685362529656752,0.16267750702979428,1.937831657393904,False,False,False
P231_MICROPRICE_CONTINUATION_H3_Q0_9,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,6,6,471,8,18,-487363.40883503295,-420199.0493741271,67164.35946090586,0.3885350318471338,0,0.21443736730360935,0.39234652540454945,0.24386437373627884,6.256280157316336,365,8,19,-330669.00072886515,-280315.90395037294,50353.096778492225,0.3452054794520548,0,0.15616438356164383,0.4005404828792942,0.26700766944158766,5.567004253651124,False,False,False
P231_EVENT_CONTINUATION_H6_Q0_975,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,4,5,301,25,7,75582.42304365139,110402.07704807054,34819.65400441915,0.6777408637873754,2,0.3222591362126246,5.413304595634822,0.3481116989530755,3.170682771117106,538,32,11,-388910.71861414495,-329651.0672100561,59259.65140408889,0.4033457249070632,2,0.29739776951672864,1.05204268853631,0.1182314279893359,5.562824947487125,True,False,False
P231_EVENT_CONTINUATION_H6_Q0_95,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,5,5,691,32,17,-26683.571343227573,52943.55190915248,79627.12325238004,0.5890014471780028,3,0.19536903039073805,26.57494166257769,1.4049923341310095,0.664893440157905,1039,32,17,-1031707.0607127935,-915922.362923449,115784.69778934444,0.3666987487969201,2,0.15688161693936478,0.7260074641722046,0.06978314914965274,7.910564870928398,False,False,False
P231_EVENT_CONTINUATION_H3_Q0_95,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,6,6,2110,32,28,-211624.92653035262,48054.65844021214,259679.58497056476,0.4194312796208531,2,0.17014218009478674,4.530949756580827,0.4222721419257496,0.1850536631351257,2123,32,25,-1158732.3909399416,-911965.6707533712,246766.72018657048,0.3268959020254357,1,0.11163447951012719,0.42896919904018666,0.08125998459446022,3.69565908265049,False,False,False
P231_EVENT_CONTINUATION_H6_Q0_9,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,6,6,1616,32,32,492866.4935516415,675122.7564989314,182256.2629472899,0.6361386138613861,3,0.10952970297029703,1.7076047706112496,0.16294916569128587,3.7042499696934024,1994,32,27,-1558898.6042947657,-1335244.3016157676,223654.302678998,0.40722166499498497,2,0.08826479438314945,0.606228169503786,0.05980755774260585,5.970125705706587,True,False,False
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,6,6,4625,32,43,-151212.21397834824,397369.0684780923,548581.2824564405,0.42702702702702705,2,0.1052972972972973,9.662333459568085,0.6233811057900952,0.7243576862461489,4493,32,39,-2008383.2786002157,-1490006.41576085,518376.8628393654,0.3445359448030269,2,0.08924994435789005,0.4838021130037418,0.0596927120186275,2.8743690596055274,False,False,False
