root,trade_date,exchange,symbol,file,rows,column_count,missing_required_columns,required_schema_pass,l1_book_sample_pass,observed_trade_dates,observed_symbols,sample_status,sample_error
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-100126_870322-028540.parquet,1,54,,True,False,2026-07-09,JUNIORBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-062606_134313-000019.parquet,19,54,,True,False,2026-07-09,KOTAKBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-100126_991948-028541.parquet,1,54,,True,False,2026-07-09,KOTAKBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-062606_274994-000020.parquet,5,54,,True,False,2026-07-09,LT,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-100127_126341-028542.parquet,1,54,,True,False,2026-07-09,LT,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-062606_408397-000021.parquet,17,54,,True,False,2026-07-09,M&M,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-100127_275178-028543.parquet,1,54,,True,False,2026-07-09,M&M,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-062606_541546-000022.parquet,19,54,,True,False,2026-07-09,MARUTI,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-100127_396080-028544.parquet,1,54,,True,False,2026-07-09,MARUTI,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-062606_708199-000023.parquet,6,54,,True,False,2026-07-09,NESTLEIND,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-100127_534944-028545.parquet,1,54,,True,False,2026-07-09,NESTLEIND,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-062606_871561-000024.parquet,12,54,,True,False,2026-07-09,NIFTYBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-100127_659215-028546.parquet,1,54,,True,False,2026-07-09,NIFTYBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-062607_032914-000025.parquet,6,54,,True,False,2026-07-09,ONGC,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-100127_783397-028547.parquet,1,54,,True,False,2026-07-09,ONGC,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-062607_166803-000026.parquet,19,54,,True,False,2026-07-09,RELIANCE,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-100127_926700-028548.parquet,1,54,,True,False,2026-07-09,RELIANCE,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-062607_297281-000027.parquet,7,54,,True,False,2026-07-09,SBIN,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-100128_058790-028549.parquet,1,54,,True,False,2026-07-09,SBIN,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-062607_430516-000028.parquet,19,54,,True,False,2026-07-09,SUNPHARMA,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-100128_181143-028550.parquet,1,54,,True,False,2026-07-09,SUNPHARMA,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-062607_576207-000029.parquet,19,54,,True,False,2026-07-09,TCS,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-100128_305657-028551.parquet,1,54,,True,False,2026-07-09,TCS,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-062607_717273-000030.parquet,6,54,,True,False,2026-07-09,TECHM,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-100128_428176-028552.parquet,1,54,,True,False,2026-07-09,TECHM,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-062607_847509-000031.parquet,6,54,,True,False,2026-07-09,ULTRACEMCO,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-100128_554751-028553.parquet,1,54,,True,False,2026-07-09,ULTRACEMCO,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-062607_986353-000032.parquet,7,54,,True,False,2026-07-09,WIPRO,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-100128_686429-028554.parquet,1,54,,True,False,2026-07-09,WIPRO,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ADANIPORTS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\part-034501_427736-000006.parquet,1,54,,True,True,2026-07-10,ADANIPORTS,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ADANIPORTS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\part-100459_922852-050494.parquet,1,54,,True,False,2026-07-10,ADANIPORTS,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,AXISBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\part-034501_554219-000007.parquet,1,54,,True,True,2026-07-10,AXISBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,AXISBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\part-100500_057541-050495.parquet,1,54,,True,False,2026-07-10,AXISBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BAJAJ-AUTO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_687922-000008.parquet,1,54,,True,True,2026-07-10,BAJAJ-AUTO,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BAJAJ-AUTO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\part-100500_189033-050496.parquet,1,54,,True,False,2026-07-10,BAJAJ-AUTO,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BANKBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\part-034515_256625-000036.parquet,2,54,,True,False,2026-07-10,BANKBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BANKBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\part-100500_312515-050497.parquet,1,54,,True,False,2026-07-10,BANKBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BHARTIARTL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\part-034501_813567-000009.parquet,1,54,,True,True,2026-07-10,BHARTIARTL,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BHARTIARTL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\part-100500_440202-050498.parquet,1,54,,True,False,2026-07-10,BHARTIARTL,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\part-034501_935674-000010.parquet,1,54,,True,True,2026-07-10,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\part-100500_560374-050499.parquet,1,54,,True,False,2026-07-10,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\part-034502_065410-000011.parquet,1,54,,True,True,2026-07-10,BRITANNIA,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\part-100500_706610-050500.parquet,1,54,,True,False,2026-07-10,BRITANNIA,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,CIPLA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\part-034502_196217-000012.parquet,1,54,,True,True,2026-07-10,CIPLA,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,CIPLA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\part-100500_845851-050501.parquet,1,54,,True,False,2026-07-10,CIPLA,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,DRREDDY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\part-034502_333833-000013.parquet,1,54,,True,True,2026-07-10,DRREDDY,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,DRREDDY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\part-100116_245030-050470.parquet,3,54,,True,False,2026-07-10,DRREDDY,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,GOLDBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\part-034515_924773-000042.parquet,2,54,,True,False,2026-07-10,GOLDBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,GOLDBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\part-100500_982747-050502.parquet,1,54,,True,False,2026-07-10,GOLDBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HCLTECH,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\part-034502_462491-000014.parquet,1,54,,True,True,2026-07-10,HCLTECH,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HCLTECH,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\part-100116_495078-050472.parquet,3,54,,True,False,2026-07-10,HCLTECH,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HDFCBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\part-034502_590319-000015.parquet,1,54,,True,True,2026-07-10,HDFCBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HDFCBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\part-100116_612297-050473.parquet,8,54,,True,False,2026-07-10,HDFCBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HINDUNILVR,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\part-034502_714378-000016.parquet,1,54,,True,True,2026-07-10,HINDUNILVR,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HINDUNILVR,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\part-100501_119585-050503.parquet,1,54,,True,False,2026-07-10,HINDUNILVR,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\part-034502_837031-000017.parquet,1,54,,True,True,2026-07-10,ICICIBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\part-100116_866685-050475.parquet,4,54,,True,False,2026-07-10,ICICIBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=INFY\part-034502_957663-000018.parquet,1,54,,True,True,2026-07-10,INFY,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=INFY\part-100116_988612-050476.parquet,6,54,,True,True,2026-07-10,INFY,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\part-034516_587518-000048.parquet,2,54,,True,False,2026-07-10,ITBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\part-100501_269037-050504.parquet,1,54,,True,False,2026-07-10,ITBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ITC\part-034503_084233-000019.parquet,1,54,,True,True,2026-07-10,ITC,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ITC\part-100117_301894-050478.parquet,7,54,,True,False,2026-07-10,ITC,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\part-034516_831123-000050.parquet,2,54,,True,False,2026-07-10,JUNIORBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\part-100117_423795-050479.parquet,3,54,,True,True,2026-07-10,JUNIORBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\part-034503_210949-000020.parquet,2,54,,True,True,2026-07-10,KOTAKBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\part-100501_421627-050505.parquet,1,54,,True,False,2026-07-10,KOTAKBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=LT\part-034503_332609-000021.parquet,1,54,,True,True,2026-07-10,LT,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=LT\part-100501_551617-050506.parquet,1,54,,True,False,2026-07-10,LT,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=M&M\part-034503_456777-000022.parquet,1,54,,True,True,2026-07-10,M&M,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=M&M\part-100501_679090-050507.parquet,1,54,,True,False,2026-07-10,M&M,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-034503_581048-000023.parquet,1,54,,True,True,2026-07-10,MARUTI,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-100117_914479-050483.parquet,5,54,,True,False,2026-07-10,MARUTI,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-034503_704039-000024.parquet,1,54,,True,True,2026-07-10,NESTLEIND,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-100501_808605-050508.parquet,1,54,,True,False,2026-07-10,NESTLEIND,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-034517_509328-000056.parquet,2,54,,True,False,2026-07-10,NIFTYBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-100501_949071-050509.parquet,1,54,,True,False,2026-07-10,NIFTYBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-034503_830760-000025.parquet,1,54,,True,True,2026-07-10,ONGC,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-100502_083531-050510.parquet,1,54,,True,False,2026-07-10,ONGC,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-034503_950112-000026.parquet,1,54,,True,True,2026-07-10,RELIANCE,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-100118_427973-050487.parquet,3,54,,True,True,2026-07-10,RELIANCE,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-034504_082031-000027.parquet,2,54,,True,True,2026-07-10,SBIN,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-100118_549569-050488.parquet,7,54,,True,False,2026-07-10,SBIN,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\part-034504_206778-000028.parquet,1,54,,True,True,2026-07-10,SUNPHARMA,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\part-100502_213121-050511.parquet,1,54,,True,False,2026-07-10,SUNPHARMA,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TCS\part-034504_326835-000029.parquet,1,54,,True,True,2026-07-10,TCS,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TCS\part-100118_856115-050490.parquet,7,54,,True,True,2026-07-10,TCS,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\part-034504_447838-000030.parquet,1,54,,True,True,2026-07-10,TECHM,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\part-100502_338219-050512.parquet,1,54,,True,False,2026-07-10,TECHM,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\part-034504_579897-000031.parquet,1,54,,True,True,2026-07-10,ULTRACEMCO,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\part-100502_466504-050513.parquet,1,54,,True,False,2026-07-10,ULTRACEMCO,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-034504_701826-000032.parquet,1,54,,True,True,2026-07-10,WIPRO,ok,
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-100502_587143-050514.parquet,1,54,,True,False,2026-07-10,WIPRO,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ADANIPORTS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-034500_632676-000001.parquet,1,54,,True,True,2026-07-14,ADANIPORTS,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ADANIPORTS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-100139_611568-049722.parquet,1,54,,True,False,2026-07-14,ADANIPORTS,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,AXISBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-034500_798004-000002.parquet,1,54,,True,True,2026-07-14,AXISBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,AXISBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-100139_756420-049723.parquet,1,54,,True,False,2026-07-14,AXISBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BAJAJ-AUTO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-034500_954024-000003.parquet,2,54,,True,True,2026-07-14,BAJAJ-AUTO,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BAJAJ-AUTO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-100119_773845-049696.parquet,1,54,,True,False,2026-07-14,BAJAJ-AUTO,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BANKBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-034501_115368-000004.parquet,1,54,,True,False,2026-07-14,BANKBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BANKBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-100139_904980-049724.parquet,1,54,,True,False,2026-07-14,BANKBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BHARTIARTL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-034501_274405-000005.parquet,2,54,,True,True,2026-07-14,BHARTIARTL,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BHARTIARTL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-100119_906571-049697.parquet,1,54,,True,False,2026-07-14,BHARTIARTL,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-034501_414136-000006.parquet,1,54,,True,True,2026-07-14,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-100140_055285-049725.parquet,1,54,,True,False,2026-07-14,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\part-034501_562116-000007.parquet,1,54,,True,True,2026-07-14,BRITANNIA,ok,
