phase,runner_count,output_rows,has_runner,has_outputs,has_acceptance_summary,status,branch,strategy_replay_allowed,pnl_allowed,test_rows_used,test_replay_execution,test_result_allowed,test_replay_allowed_next,untouched_test_replay_precommit_allowed,reuse_without_redesign_allowed,additional_validation_breadth_available_now,may_relabel_test_as_validation,breadth_warning,date_count_warning,promotion_allowed,paper_or_live_acceptance_allowed,next_action,runner,output_dir
185,1,1,True,True,True,validation_interpretation_cost_dominated_no_test_no_promotion,real_receive_flow_source,,,0,,,0,,,,,,,0,0,redesign_cost_aware_receive_flow_family_or_close_current_family_set_before_test_replay,scripts\run_phase185_validation_replay_interpretation.py,outputs\phase185
186,1,1,True,True,True,current_family_set_closed_cost_aware_redesign_pending,real_receive_flow_source,,,,,,0,,0,,,,,0,0,build_phase187_cost_aware_sparse_receive_flow_candidate_no_test,scripts\run_phase186_cost_aware_family_closure_precommit.py,outputs\phase186
187,1,1,True,True,True,cost_aware_sparse_candidate_validation_interpretation_pending,real_receive_flow_source,,,0,,,0,,,,,,,0,0,build_phase188_cost_aware_sparse_candidate_interpretation_no_test,scripts\run_phase187_cost_aware_sparse_candidate.py,outputs\phase187
188,1,1,True,True,True,sparse_candidate_interpreted_phase189_decision_pending,real_receive_flow_source,,,,,,0,,,,,1,1,0,0,build_phase189_untouched_test_replay_precommit_or_redesign_decision,scripts\run_phase188_sparse_candidate_interpretation.py,outputs\phase188
189,1,1,True,True,True,test_replay_deferred_validation_breadth_pending,real_receive_flow_source,,,,,,0,0,,,,,,0,0,build_phase190_additional_validation_breadth_or_diagnostic_test_spec_no_execution,scripts\run_phase189_test_replay_precommit_decision.py,outputs\phase189
190,1,1,True,True,True,diagnostic_test_spec_written_validation_breadth_pending,real_receive_flow_source,,,,0,,0,,,0,0,,,0,0,add_real_validation_date_or_build_phase191_diagnostic_test_replay_precommit_no_execution,scripts\run_phase190_validation_breadth_or_diagnostic_test_spec.py,outputs\phase190
191,1,1,True,True,True,diagnostic_test_replay_precommitted_no_execution,real_receive_flow_source,,,,0,0,0,,,,,,,0,0,either_add_real_validation_date_or_explicitly_authorize_phase192_diagnostic_test_replay,scripts\run_phase191_diagnostic_test_replay_precommit.py,outputs\phase191
192,1,1,True,True,True,real_validation_date_downloaded_no_test,real_receive_flow_source,,,,0,0,,,,,,,,0,0,run_phase172_phase176_phase181_then_validation_breadth_replay,scripts\run_phase192_azure_real_validation_date_download.py,outputs\phase192
193,1,1,True,True,True,validation_breadth_extended_mixed_negative_by_date_no_test,real_receive_flow_source,,,,0,0,,,,,,1,0,0,0,add_more_validation_dates_or_redesign_before_any_test_replay,scripts\run_phase193_validation_breadth_extension_replay.py,outputs\phase193
194,1,1,True,True,True,frozen_sparse_candidate_closed_for_test_replay_redesign_required,real_receive_flow_source,,,,,,0,,,,,,,0,0,redesign_receive_flow_candidate_with_date_and_symbol_breadth_gates_before_test,scripts\run_phase194_sparse_candidate_fragility_decision.py,outputs\phase194
195,1,1,True,True,True,redesign_search_no_extension_gate_survivor_no_test,real_receive_flow_source,,,,,,0,,,,,,,0,0,redesign_or_expand_feature_family_no_test,scripts\run_phase195_receive_flow_redesign_candidate_search.py,outputs\phase195
196,1,1,True,True,True,expanded_feature_model_search_no_train_survivor_no_test,real_receive_flow_source,,,,,,0,,,,,,,0,0,expand_non_receive_flow_features_or_pause_this_branch_no_test,scripts\run_phase196_expanded_feature_model_search.py,outputs\phase196
197,1,1,True,True,True,non_receive_flow_feature_expansion_precommitted_phase198_ready_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase198_non_receive_flow_context_model_search_no_test,scripts\run_phase197_non_receive_flow_feature_expansion_precommit.py,outputs\phase197
198,1,1,True,True,True,non_receive_flow_context_model_search_no_train_survivor_no_test,real_receive_flow_source,,,,,,0,,,,,,,0,0,expand_or_pause_non_receive_flow_context_branch_no_test,scripts\run_phase198_non_receive_flow_context_model_search.py,outputs\phase198
199,1,1,True,True,True,current_receive_flow_context_branch_paused_material_redesign_required_no_test,real_receive_flow_source,0,,,,,0,0,,,,,,0,0,run_phase200_material_new_hypothesis_precommit_no_test,scripts\run_phase199_branch_pause_or_material_redesign_decision.py,outputs\phase199
200,1,1,True,True,True,material_new_passive_queue_hypothesis_precommitted_label_expansion_pending_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase201_passive_queue_label_only_stage01_expansion_no_replay,scripts\run_phase200_material_new_hypothesis_precommit.py,outputs\phase200
201,1,1,True,True,True,passive_queue_stage01_label_expansion_complete_no_replay_candidate_redesign_pending,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase202_passive_feature_redesign_precommit_no_replay,scripts\run_phase201_passive_queue_label_stage01_acceptance.py,outputs\phase201
202,1,1,True,True,True,passive_feature_redesign_precommitted_label_materialization_pending_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase203_redesigned_passive_label_materialization_no_replay,scripts\run_phase202_passive_feature_redesign_precommit.py,outputs\phase202
203,1,1,True,True,True,redesigned_passive_labels_materialized_candidate_gate_closed_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,redesign_passive_labels_or_expand_label_materialization_before_replay,scripts\run_phase203_redesigned_passive_label_materialization.py,outputs\phase203
204,1,1,True,True,True,passive_redesign_closed_for_replay_material_new_source_or_label_breadth_pending_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase205_material_new_source_precommit_or_label_breadth_plan_no_replay,scripts\run_phase204_passive_redesign_closure_decision.py,outputs\phase204
205,1,1,True,True,True,material_new_source_precommitted_phase206_contract_pending_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase206_selected_source_nonoverlap_feature_contract_no_replay,scripts\run_phase205_material_new_source_precommit.py,outputs\phase205
206,1,1,True,True,True,selected_source_nonoverlap_feature_contract_complete_phase207_matrix_pending_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase207_allowed_feature_matrix_precommit_no_model_no_replay,scripts\run_phase206_selected_source_nonoverlap_feature_contract.py,outputs\phase206
207,1,1,True,True,True,allowed_feature_matrix_precommitted_phase208_quality_gate_pending_no_model_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase208_feature_matrix_quality_gate_no_model_no_replay,scripts\run_phase207_allowed_feature_matrix_precommit.py,outputs\phase207
208,1,1,True,True,True,feature_matrix_quality_gate_complete_phase209_model_precommit_pending_no_execution_no_replay,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase209_model_fit_precommit_spec_no_execution_no_replay,scripts\run_phase208_feature_matrix_quality_gate.py,outputs\phase208
209,1,1,True,True,True,model_fit_precommit_spec_complete_phase210_train_validation_fit_dry_run_pending_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase210_train_validation_model_fit_dry_run_no_replay_no_test,scripts\run_phase209_model_fit_precommit_spec.py,outputs\phase209
210,1,1,True,True,True,train_validation_model_fit_dry_run_complete_phase211_validation_interpretation_pending_no_replay_no_test,real_receive_flow_source,0,,0,,,0,,,,,,,0,0,run_phase211_model_fit_validation_interpretation_no_replay_no_test,scripts\run_phase210_train_validation_model_fit_dry_run.py,outputs\phase210
211,1,1,True,True,True,model_fit_validation_interpretation_complete_phase212_closure_or_redesign_pending_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase212_model_family_closure_or_redesign_precommit_no_replay_no_test,scripts\run_phase211_model_fit_validation_interpretation.py,outputs\phase211
212,1,1,True,True,True,model_family_closure_or_redesign_precommit_complete_phase213_material_new_source_pending_no_replay_no_test,real_receive_flow_source,0,,,,,0,,0,,,,,0,0,run_phase213_material_new_model_source_precommit_no_replay_no_test,scripts\run_phase212_model_family_closure_or_redesign_precommit.py,outputs\phase212
213,1,1,True,True,True,material_new_model_source_precommit_complete_phase214_event_surprise_label_materialization_pending_no_model_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase214_event_surprise_label_contract_materialization_no_model_no_replay_no_test,scripts\run_phase213_material_new_model_source_precommit.py,outputs\phase213
214,1,1,True,True,True,event_surprise_label_materialization_complete_phase215_quality_interpretation_pending_no_model_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase215_event_surprise_label_quality_interpretation_no_model_no_replay_no_test,scripts\run_phase214_event_surprise_label_materialization.py,outputs\phase214
215,1,1,True,True,True,event_surprise_label_quality_interpretation_complete_phase216_event_only_target_precommit_pending_no_model_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase216_event_surprise_label_redesign_or_event_only_target_precommit_no_model_no_replay_no_test,scripts\run_phase215_event_surprise_label_quality_interpretation.py,outputs\phase215
216,1,1,True,True,True,event_surprise_event_only_target_precommit_complete_phase217_design_matrix_precommit_pending_no_model_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase217_event_only_design_matrix_precommit_no_model_no_replay_no_test,scripts\run_phase216_event_surprise_event_only_target_precommit.py,outputs\phase216
217,1,1,True,True,True,event_only_design_matrix_precommit_complete_phase218_model_fit_precommit_or_stop_pending_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase218_event_only_model_fit_precommit_or_stop_no_replay_no_test,scripts\run_phase217_event_only_design_matrix_precommit.py,outputs\phase217
218,1,1,True,True,True,event_only_model_fit_precommit_complete_phase219_train_validation_fit_dry_run_pending_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase219_event_only_train_validation_model_fit_dry_run_no_replay_no_test,scripts\run_phase218_event_only_model_fit_precommit_or_stop.py,outputs\phase218
219,1,1,True,True,True,event_only_train_validation_model_fit_dry_run_complete_phase220_validation_interpretation_pending_no_replay_no_test,real_receive_flow_source,0,,0,,,0,,,,,,,0,0,run_phase220_event_only_model_fit_validation_interpretation_no_replay_no_test,scripts\run_phase219_event_only_train_validation_model_fit_dry_run.py,outputs\phase219
220,1,1,True,True,True,event_only_model_fit_validation_interpretation_complete_phase221_signal_replay_precommit_or_stop_pending_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase221_event_only_signal_replay_precommit_or_stop_no_replay_no_test,scripts\run_phase220_event_only_model_fit_validation_interpretation.py,outputs\phase220
221,1,1,True,True,True,event_only_signal_replay_precommit_complete_phase222_train_validation_replay_dry_run_pending_no_test,real_receive_flow_source,,,,,,0,,,,,,,0,0,run_phase222_event_only_train_validation_signal_replay_dry_run_no_test,scripts\run_phase221_event_only_signal_replay_precommit_or_stop.py,outputs\phase221
222,1,1,True,True,True,event_only_train_validation_signal_replay_dry_run_complete_phase223_validation_interpretation_pending_no_test,real_receive_flow_source,,,0,,,0,,,,,,,0,0,run_phase223_event_only_signal_replay_validation_interpretation_no_test,scripts\run_phase222_event_only_train_validation_signal_replay_dry_run.py,outputs\phase222
223,1,1,True,True,True,event_only_signal_replay_validation_interpretation_complete_phase224_closure_or_redesign_precommit_pending_no_test,real_receive_flow_source,,,0,,,0,,,,,,,0,0,run_phase224_event_only_signal_replay_closure_or_redesign_precommit_no_test,scripts\run_phase223_event_only_signal_replay_validation_interpretation.py,outputs\phase223
224,1,1,True,True,True,event_only_signal_replay_candidate_set_closed_phase225_cost_aware_redesign_precommit_pending_no_fit_no_replay_no_test,real_receive_flow_source,0,,,,,0,,,,,,,0,0,run_phase225_cost_aware_event_source_redesign_precommit_no_fit_no_replay_no_test,scripts\run_phase224_event_only_signal_replay_closure_or_redesign_precommit.py,outputs\phase224
225,1,1,True,True,True,cost_aware_event_source_redesign_precommit_complete_phase226_label_materialization_pending_no_fit_no_replay_no_test,real_receive_flow_source,0,,0,,,0,,,,,,,0,0,run_phase226_cost_aware_event_label_materialization_dry_run_no_fit_no_replay_no_test,scripts\run_phase225_cost_aware_event_source_redesign_precommit.py,outputs\phase225
226,1,1,True,True,True,cost_aware_event_label_materialization_complete_phase227_quality_interpretation_pending_no_fit_no_replay_no_test,real_receive_flow_source,0,,0,,,0,,,,,,,0,0,run_phase227_cost_aware_event_label_quality_interpretation_no_fit_no_replay_no_test,scripts\run_phase226_cost_aware_event_label_materialization_dry_run.py,outputs\phase226
227,1,1,True,True,True,cost_aware_event_label_quality_interpretation_complete_phase228_closure_or_redesign_pending_no_fit_no_replay_no_test,real_receive_flow_source,0,,0,,,0,,,,,,,0,0,run_phase228_cost_aware_label_redesign_closure_or_relaxation_precommit_no_fit_no_replay_no_test,scripts\run_phase227_cost_aware_event_label_quality_interpretation.py,outputs\phase227
228,1,1,True,True,True,cost_aware_label_set_closed_phase229_source_expansion_precommit_pending_no_materialization_no_fit_no_replay_no_test,real_receive_flow_source,0,,0,,,0,,,,,,,0,0,run_phase229_cost_aware_source_expansion_precommit_no_materialization_no_fit_no_replay_no_test,scripts\run_phase228_cost_aware_label_redesign_closure_or_relaxation_precommit.py,outputs\phase228
229,1,1,True,True,True,multi_strategy_profitability_search_complete,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase230_expand_low_turnover_high_edge_strategy_search_no_generator_profit_tuning,scripts\run_phase229_multi_strategy_profitability_search.py,outputs\phase229
230,1,1,True,True,True,low_turnover_high_edge_expansion_complete,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase231_material_new_strategy_forms_longer_horizon_or_pessimistic_passive_no_generator_profit_tuning,scripts\run_phase230_low_turnover_high_edge_strategy_search.py,outputs\phase230
231,1,1,True,True,True,material_new_strategy_forms_positive_synthetic_candidates_found,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase232_validate_phase231_candidates_on_stricter_holdout_and_negative_controls_no_paper_live,scripts\run_phase231_material_new_strategy_forms.py,outputs\phase231
232,1,1,True,True,True,phase231_candidate_validated_by_stricter_controls,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase233_fragility_and_realism_validation_for_phase232_candidates_no_paper_live,scripts\run_phase232_validate_phase231_candidates.py,outputs\phase232
233,1,1,True,True,True,phase232_candidate_passed_fragility_realism_validation,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase234_prepare_real_anchor_or_sealed_generator_holdout_for_phase233_candidate_no_paper_live,scripts\run_phase233_fragility_realism_validation.py,outputs\phase233
234,1,1,True,True,True,phase233_candidate_prepared_for_real_anchor_adapter,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase235_build_real_anchor_event_bar_microprice_reversal_adapter_no_paper_live,scripts\run_phase234_prepare_holdout.py,outputs\phase234
235,1,1,True,True,True,phase233_candidate_failed_real_anchor_breadth_on_adapter,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase236_close_or_redesign_microprice_reversal_after_real_anchor_failure_no_paper_live,scripts\run_phase235_real_anchor_microprice_replay.py,outputs\phase235
236,1,1,True,True,True,real_anchor_neighbor_positive_pockets_breadth_failed,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase237_redesign_threshold_transfer_or_expand_real_anchor_strategy_family_no_paper_live,scripts\run_phase236_real_anchor_neighbor_search.py,outputs\phase236
237,1,1,True,True,True,real_anchor_threshold_transfer_candidate_opened_for_validation,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase238_precommit_unseen_real_anchor_or_walk_forward_validation_for_phase237_candidate_no_paper_live,scripts\run_phase237_threshold_transfer_search.py,outputs\phase237
238,1,1,True,True,True,phase237_candidate_validation_precommitted_unseen_dates_needed,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase239_acquire_or_materialize_unseen_real_anchor_validation_dates_no_paper_live,scripts\run_phase238_validation_precommit.py,outputs\phase238
239,1,1,True,True,True,unseen_real_l2_dates_available_for_download,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase240_execute_unseen_real_l2_download_and_materialization_no_paper_live,scripts\run_phase239_unseen_date_acquisition.py,outputs\phase239
240,1,1,True,True,True,unseen_raw_l2_download_partial_or_in_progress,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,resume_phase240_unseen_raw_l2_download_no_paper_live,scripts\run_phase240_unseen_l2_downloader.py,outputs\phase240
241,1,1,True,True,True,one_date_unseen_diagnostic_positive_but_fragile,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,close_or_redesign_phase237_candidate_after_one_date_unseen_real_l2_diagnostic_failure_no_paper_live,scripts\run_phase241_one_date_unseen_real_l2_diagnostic.py,outputs\phase241
242,1,1,True,True,True,phase237_candidate_closed_redesign_queue_opened,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase243_cost_stress_first_redesign_search_without_2026_07_17_holdout_tuning_no_paper_live,scripts\run_phase242_close_or_redesign_after_one_date_diagnostic.py,outputs\phase242
243,1,1,True,True,True,cost_stress_first_redesign_candidate_found_future_holdout_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,precommit_future_holdout_for_phase243_candidate_after_storage_decision_no_2026_07_17_tuning_no_paper_live,scripts\run_phase243_cost_stress_first_redesign_search.py,outputs\phase243
244,1,1,True,True,True,future_holdout_precommitted_storage_decision_required,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,choose_storage_option_then_download_fresh_unseen_dates_for_phase244_frozen_candidate_no_tuning_no_paper_live,scripts\run_phase244_future_holdout_precommit.py,outputs\phase244
245,1,1,True,True,True,storage_audit_local_space_feasible_policy_choice_required,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,choose_local_c_drive_download_or_cleanup_policy_then_run_phase246_fresh_holdout_download_no_tuning_no_paper_live,scripts\run_phase245_storage_decision_audit.py,outputs\phase245
246,1,1,True,True,True,phase244_candidate_failed_one_fresh_date_diagnostic_redesign_required,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,close_or_redesign_phase244_candidate_after_phase246_one_date_failure_no_more_downloads_no_paper_live,scripts\run_phase246_fresh_one_date_holdout_diagnostic.py,outputs\phase246
247,1,1,True,True,True,l2_imbalance_regime_filter_training_search_precommitted,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase248_training_only_l2_imbalance_regime_filtered_redesign_no_2026_07_17_or_2026_07_20_tuning_no_downloads_no_paper_live,scripts\run_phase247_l2_imbalance_regime_filter_redesign_precommit.py,outputs\phase247
248,1,1,True,True,True,l2_imbalance_regime_filtered_search_no_survivor_broaden_or_close,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,close_or_broaden_phase248_l2_imbalance_regime_filtered_search_no_downloads_no_paper_live,scripts\run_phase248_l2_imbalance_regime_filtered_redesign_search.py,outputs\phase248
249,1,1,True,True,True,single_name_reversal_closed_pair_basket_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase250_pair_basket_relative_value_precommit_no_downloads_no_2026_07_17_or_2026_07_20_tuning_no_paper_live,scripts\run_phase249_close_or_broaden_after_l2_filtered_no_survivor.py,outputs\phase249
250,1,1,True,True,True,pair_basket_relative_value_training_search_precommitted,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase251_training_only_pair_basket_relative_value_search_no_downloads_no_2026_07_17_or_2026_07_20_tuning_no_paper_live,scripts\run_phase250_pair_basket_relative_value_precommit.py,outputs\phase250
251,1,1,True,True,True,pair_basket_relative_value_no_survivor_broaden_or_close,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,close_or_broaden_phase251_pair_basket_relative_value_search_no_downloads_no_paper_live,scripts\run_phase251_pair_basket_relative_value_search.py,outputs\phase251
252,1,1,True,True,True,aggregate_pair_basket_closed_richer_raw_depth_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase253_richer_raw_top5_depth_feature_materialization_precommit_no_new_downloads_no_paper_live,scripts\run_phase252_close_or_broaden_after_pair_basket_no_survivor.py,outputs\phase252
253,1,1,True,True,True,richer_raw_top5_depth_materialization_precommitted,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase254_materialize_richer_raw_top5_depth_event_bars_existing_raw_only_no_paper_live,scripts\run_phase253_richer_raw_top5_depth_feature_materialization_precommit.py,outputs\phase253
254,1,1,True,True,True,richer_raw_top5_depth_materialized_quality_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase255_richer_raw_depth_feature_quality_interpretation_no_replay_no_paper_live,scripts\run_phase254_materialize_richer_raw_top5_depth_event_bars.py,outputs\phase254
255,1,1,True,True,True,richer_raw_top5_depth_quality_passed_strategy_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase256_richer_raw_top5_depth_cost_aware_strategy_search_training_only_no_paper_live,scripts\run_phase255_richer_raw_depth_feature_quality_interpretation.py,outputs\phase255
256,1,1,True,True,True,richer_raw_top5_depth_taker_search_no_survivor_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase257_richer_raw_top5_depth_strategy_search_interpretation_no_paper_live,scripts\run_phase256_richer_raw_top5_depth_cost_aware_strategy_search.py,outputs\phase256
257,1,1,True,True,True,passive_queue_aware_spread_capture_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase258_passive_queue_aware_spread_capture_precommit_full_top5_depth_no_paper_live,scripts\run_phase257_richer_raw_top5_depth_strategy_search_interpretation.py,outputs\phase257
258,1,1,True,True,True,passive_queue_aware_spread_capture_training_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase259_passive_queue_aware_spread_capture_training_search_full_top5_depth_no_paper_live,scripts\run_phase258_passive_queue_aware_spread_capture_precommit.py,outputs\phase258
259,1,1,True,True,True,passive_queue_aware_training_search_no_survivor_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase260_passive_queue_aware_spread_capture_interpretation_no_paper_live,scripts\run_phase259_passive_queue_aware_spread_capture_training_search.py,outputs\phase259
260,1,1,True,True,True,passive_opportunity_breadth_fill_model_repair_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase261_passive_opportunity_breadth_fill_model_repair_precommit_full_top5_depth_no_paper_live,scripts\run_phase260_passive_queue_aware_spread_capture_interpretation.py,outputs\phase260
261,1,1,True,True,True,passive_opportunity_breadth_fill_model_training_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase262_passive_opportunity_breadth_fill_model_training_search_full_top5_depth_no_paper_live,scripts\run_phase261_passive_opportunity_breadth_fill_model_repair_precommit.py,outputs\phase261
262,1,1,True,True,True,passive_opportunity_breadth_fill_model_training_no_survivor_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase263_passive_opportunity_breadth_fill_model_interpretation_no_paper_live,scripts\run_phase262_passive_opportunity_breadth_fill_model_training_search.py,outputs\phase262
263,1,1,True,True,True,full_depth_liquidity_shock_absorption_event_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase264_full_depth_liquidity_shock_absorption_event_precommit_no_paper_live,scripts\run_phase263_passive_opportunity_breadth_fill_model_interpretation.py,outputs\phase263
264,1,1,True,True,True,full_depth_liquidity_shock_absorption_event_training_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase265_full_depth_liquidity_shock_absorption_event_training_search_no_paper_live,scripts\run_phase264_full_depth_liquidity_shock_absorption_event_precommit.py,outputs\phase264
265,1,1,True,True,True,full_depth_liquidity_shock_training_no_survivor_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase266_full_depth_liquidity_shock_absorption_event_interpretation_no_paper_live,scripts\run_phase265_full_depth_liquidity_shock_absorption_event_training_search.py,outputs\phase265
266,1,1,True,True,True,full_depth_liquidity_shock_breadth_shuffle_repair_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase267_full_depth_liquidity_shock_breadth_shuffle_robustness_repair_precommit_no_paper_live,scripts\run_phase266_full_depth_liquidity_shock_absorption_event_interpretation.py,outputs\phase266
267,1,1,True,True,True,full_depth_liquidity_shock_two_lane_training_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase268_full_depth_liquidity_shock_breadth_shuffle_robustness_repair_training_search_no_paper_live,scripts\run_phase267_full_depth_liquidity_shock_breadth_shuffle_robustness_repair_precommit.py,outputs\phase267
268,1,1,True,True,True,full_depth_liquidity_shock_two_lane_training_no_acceptance_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase269_full_depth_liquidity_shock_two_lane_training_interpretation_no_paper_live,scripts\run_phase268_full_depth_liquidity_shock_breadth_shuffle_robustness_repair_training_search.py,outputs\phase268
269,1,1,True,True,True,fixed_capital_concurrency_capacity_return_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase270_fixed_capital_concurrency_and_capacity_return_precommit_no_paper_live,scripts\run_phase269_full_depth_liquidity_shock_two_lane_training_interpretation.py,outputs\phase269
270,1,1,True,True,True,fixed_capital_concurrency_capacity_return_analysis_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase271_fixed_capital_concurrency_and_capacity_return_analysis_no_paper_live,scripts\run_phase270_fixed_capital_concurrency_and_capacity_return_precommit.py,outputs\phase270
271,1,1,True,True,True,fixed_capital_capacity_return_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase272_fixed_capital_capacity_return_interpretation_no_paper_live,scripts\run_phase271_fixed_capital_concurrency_and_capacity_return_analysis.py,outputs\phase271
272,1,1,True,True,True,focused_capital_aware_candidate_followthrough_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase273_focused_capital_aware_candidate_followthrough_search_no_paper_live,scripts\run_phase272_fixed_capital_capacity_return_interpretation.py,outputs\phase272
273,1,1,True,True,True,focused_capital_followthrough_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase274_focused_capital_followthrough_interpretation_no_paper_live,scripts\run_phase273_focused_capital_aware_candidate_followthrough_search.py,outputs\phase273
274,1,1,True,True,True,focused_capital_multiday_synthetic_followthrough_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase275_focused_capital_multiday_synthetic_followthrough_search_no_paper_live,scripts\run_phase274_focused_capital_followthrough_interpretation.py,outputs\phase274
275,1,1,True,True,True,multiday_synthetic_followthrough_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase276_multiday_synthetic_followthrough_interpretation_no_paper_live,scripts\run_phase275_focused_capital_multiday_synthetic_followthrough_search.py,outputs\phase275
276,1,1,True,True,True,cost_robust_full_depth_redesign_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase277_cost_robust_full_depth_redesign_search_no_paper_live,scripts\run_phase276_multiday_synthetic_followthrough_interpretation.py,outputs\phase276
277,1,1,True,True,True,cost_robust_redesign_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase278_cost_robust_redesign_interpretation_no_paper_live,scripts\run_phase277_cost_robust_full_depth_redesign_search.py,outputs\phase277
278,1,1,True,True,True,material_new_target_construction_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase279_material_new_target_construction_precommit_no_paper_live,scripts\run_phase278_cost_robust_redesign_interpretation.py,outputs\phase278
279,1,1,True,True,True,material_new_target_construction_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase280_material_new_target_construction_search_no_paper_live,scripts\run_phase279_material_new_target_construction_precommit.py,outputs\phase279
280,1,1,True,True,True,material_new_target_construction_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase281_material_new_target_construction_interpretation_no_paper_live,scripts\run_phase280_material_new_target_construction_search.py,outputs\phase280
