shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
119,2026-04-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,33644,250,-36.600151696074775,-37.58102330712831,1.0,0.0,-44.86827169607477,-56.58936258852832,-14.859354481996379,4.818671867396618,0.3963220823854509
119,2026-04-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,206336,2250,-33.76194399198385,-16.175104105722315,1.0,0.0,-42.030063991983845,-225.89198805088472,-2.3996434815409806,4.812592451752722,0.41582456586938693
120,2026-04-01,NIFTYBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,239980,3050,-31.38341012907908,-19.709729439169045,1.0,0.0,-39.65153012907922,-156.16147308781802,0.0,3.577292702298811,0.6218682301587267
120,2026-04-01,NIFTYBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,239980,2650,-33.43540340794537,-25.854435983708733,1.0,0.0,-41.70352340794516,-206.31758679567457,-0.35648082133188375,3.5772927022989656,0.6218682301588069
122,2026-04-01,RELIANCE,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,245932,3200,-47.92255405517081,-36.78678678678771,1.0,0.0,-56.19067405517093,-273.79886601014647,-4.411440335269079,2.991844941110102,0.4456784074618663
122,2026-04-01,RELIANCE,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,245932,2800,-51.569338892911865,-32.64130112075547,1.0,0.0,-59.83745889291196,-456.8416428728317,0.0,2.9918449411099615,0.445678407461894
124,2026-04-01,SUNPHARMA,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,109120,1250,-41.88550061774759,-31.772061084350824,1.0,0.0,-50.153620617747514,-286.0458076884276,-3.5912169095020374,4.09536148058769,0.30865459067315043
124,2026-04-01,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,109120,1450,-31.103318469680886,-25.234682547693453,1.0,0.0,-39.37143846968078,-162.43551105889375,-2.0544427324098447,4.095361480587725,0.3086545906731588
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I01_0p30_0p40,43564,400,-38.1244812856902,-25.636796354278623,1.0,0.0,-46.39260128569036,-122.34222072224132,-7.610350076103778,5.0510555203043355,0.39376835499101304
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,47616,600,-93.38654412581297,-52.489584661536966,1.0,0.0,-101.6546641258129,-323.71454263058985,-14.932802389248101,4.961024105736748,0.4382650135562445
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,13888,150,-151.46162325906707,-41.93734067922006,1.0,0.0,-159.72974325906725,-404.28159736517034,-8.165931732810883,4.942412639568957,0.3926368729904171
127,2026-04-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I01_0p30_0p40,43564,600,-93.13813583567561,-26.73796791443861,1.0,0.0,-101.40625583567567,-378.93541058098054,-6.76361176868423,5.051055520304251,0.3937683549910281
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I02_0p40_0p60,134912,1300,-25.465928464172706,-24.31597771654248,1.0,0.0,-33.73404846417276,-78.00704579768447,-0.8379420144122296,5.056389085748107,0.43875855675300257
127,2026-04-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I02_0p40_0p60,134912,1950,-31.84281722384431,-26.861411902963095,1.0,0.0,-40.11093722384427,-92.48260648226703,-2.5054284282610695,5.0563890857481635,0.43875855675301123
127,2026-04-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,47616,550,-29.210221161114255,-26.556016597509835,1.0,0.0,-37.47834116111427,-74.67585754144079,0.0,4.961024105736761,0.4382650135562275
