trade_date,exchange,symbol,remote_path,local_path,remote_size
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071312_932242-028290.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071312_932242-028290.parquet,35287
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071327_372815-028322.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071327_372815-028322.parquet,35313
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071341_372845-028354.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071341_372845-028354.parquet,35575
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071355_862579-028386.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071355_862579-028386.parquet,35069
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071410_131990-028418.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071410_131990-028418.parquet,35091
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071424_631131-028450.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071424_631131-028450.parquet,34744
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071438_895694-028482.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071438_895694-028482.parquet,34970
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071452_864784-028514.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071452_864784-028514.parquet,35074
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071506_893127-028546.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071506_893127-028546.parquet,35267
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071521_153316-028578.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071521_153316-028578.parquet,35629
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071535_393519-028610.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071535_393519-028610.parquet,35500
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071549_705256-028642.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071549_705256-028642.parquet,35271
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071603_882045-028674.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071603_882045-028674.parquet,35173
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071617_892038-028706.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071617_892038-028706.parquet,35126
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071631_866803-028738.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071631_866803-028738.parquet,34783
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071646_119499-028770.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071646_119499-028770.parquet,35301
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071700_135509-028802.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071700_135509-028802.parquet,35123
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071714_120613-028834.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071714_120613-028834.parquet,34611
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071728_374122-028866.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071728_374122-028866.parquet,34906
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071742_620819-028898.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071742_620819-028898.parquet,34925
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071756_633902-028930.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071756_633902-028930.parquet,35202
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071811_125628-028962.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071811_125628-028962.parquet,35447
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071825_399047-028994.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071825_399047-028994.parquet,35253
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071839_629480-029026.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071839_629480-029026.parquet,34851
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071853_630080-029058.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071853_630080-029058.parquet,35172
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071907_894177-029090.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071907_894177-029090.parquet,34980
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071922_149693-029122.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071922_149693-029122.parquet,34950
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071936_422522-029154.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071936_422522-029154.parquet,35079
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-071950_622383-029186.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-071950_622383-029186.parquet,34928
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072004_872631-029218.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072004_872631-029218.parquet,34870
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072019_123147-029250.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072019_123147-029250.parquet,35399
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072033_373068-029282.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072033_373068-029282.parquet,35147
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072047_616849-029314.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072047_616849-029314.parquet,35182
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072101_872626-029346.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072101_872626-029346.parquet,35160
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072116_130302-029378.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072116_130302-029378.parquet,34898
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072130_375111-029410.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072130_375111-029410.parquet,35221
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072144_618883-029442.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072144_618883-029442.parquet,34710
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072158_618521-029474.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072158_618521-029474.parquet,34942
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072212_652878-029506.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072212_652878-029506.parquet,34999
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072226_871210-029538.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072226_871210-029538.parquet,35567
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072240_897076-029570.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072240_897076-029570.parquet,35243
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072255_125124-029602.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072255_125124-029602.parquet,35199
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072309_130055-029634.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072309_130055-029634.parquet,35055
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072323_403187-029666.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072323_403187-029666.parquet,34929
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072337_643154-029698.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072337_643154-029698.parquet,35179
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072351_888548-029730.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072351_888548-029730.parquet,34961
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072406_141247-029762.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072406_141247-029762.parquet,34669
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072420_121436-029794.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072420_121436-029794.parquet,34753
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072434_116893-029826.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072434_116893-029826.parquet,34987
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072448_132642-029858.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072448_132642-029858.parquet,34761
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072502_408340-029890.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072502_408340-029890.parquet,34748
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072516_945336-029922.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072516_945336-029922.parquet,34852
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072531_967184-029954.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072531_967184-029954.parquet,35708
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072546_943487-029986.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072546_943487-029986.parquet,35259
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072601_953951-030018.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072601_953951-030018.parquet,35101
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072617_182531-030050.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072617_182531-030050.parquet,34786
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072631_880932-030082.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072631_880932-030082.parquet,35185
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072645_882878-030114.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072645_882878-030114.parquet,34721
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072700_150123-030146.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072700_150123-030146.parquet,35066
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072714_634172-030178.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072714_634172-030178.parquet,34871
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072729_124626-030210.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072729_124626-030210.parquet,35391
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072743_375246-030242.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072743_375246-030242.parquet,35282
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072757_385121-030274.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072757_385121-030274.parquet,35102
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072811_634820-030306.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072811_634820-030306.parquet,35350
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072825_614558-030338.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072825_614558-030338.parquet,35665
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072839_627615-030370.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072839_627615-030370.parquet,35606
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072853_878697-030402.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072853_878697-030402.parquet,35212
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072907_882428-030434.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072907_882428-030434.parquet,35141
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072922_134534-030466.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072922_134534-030466.parquet,35146
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072936_381166-030498.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072936_381166-030498.parquet,35198
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-072950_628617-030530.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-072950_628617-030530.parquet,35305
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073004_884750-030562.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073004_884750-030562.parquet,35305
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073019_156526-030594.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073019_156526-030594.parquet,35291
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073033_408694-030626.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073033_408694-030626.parquet,35236
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073047_650831-030658.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073047_650831-030658.parquet,35210
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073101_929745-030690.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073101_929745-030690.parquet,35013
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073116_405911-030722.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073116_405911-030722.parquet,35161
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073130_924376-030754.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073130_924376-030754.parquet,35291
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073145_445708-030786.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073145_445708-030786.parquet,35397
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073159_894496-030818.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073159_894496-030818.parquet,35102
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073214_137535-030850.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073214_137535-030850.parquet,35042
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073228_435587-030882.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073228_435587-030882.parquet,35224
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073242_912822-030914.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073242_912822-030914.parquet,35263
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073257_403058-030946.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073257_403058-030946.parquet,35184
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073311_661709-030978.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073311_661709-030978.parquet,35292
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073326_142498-031010.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073326_142498-031010.parquet,35378
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073340_400719-031042.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073340_400719-031042.parquet,35028
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073354_653138-031074.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073354_653138-031074.parquet,34980
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073408_885789-031106.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073408_885789-031106.parquet,34948
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073422_891257-031138.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073422_891257-031138.parquet,35055
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073437_146700-031170.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073437_146700-031170.parquet,35331
2026-07-20,NSE,BAJAJ-AUTO,raw_l2/trade_date=2026-07-20/exchange=NSE/symbol=BAJAJ-AUTO/part-073451_386938-031202.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-20\exchange=NSE\symbol=BAJAJ-AUTO\part-073451_386938-031202.parquet,35198
