scenario_id,seed_scope,fill_model_id,execution_policy_id,max_concurrent_positions,initial_capital_inr,fixed_notional_inr,cost_profile,cost_multiplier,input_event_rows,scheduled_event_rows,canceled_event_rows,crossed_after_no_fill_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,passive_entry_attempt_rows,passive_entry_fill_rows,passive_exit_attempt_rows,passive_exit_fill_rows,forced_flatten_rows,avg_entry_fill_probability,avg_adverse_selection_penalty_bps_scheduled,avg_net_edge_bps_scheduled,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,scheduled_trade_dates,positive_trade_dates,negative_trade_dates,positive_symbol_date_rows,realized_net_pnl_inr,portfolio_return_pct,mechanical_annualized_portfolio_return_pct,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,event_floor_met,annualized_above12,breadth_met,cost200_acceptance_survivor,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,above12_but_sparse,broad_but_below12,acceptance_block_reason,preserve_for_terminal_report
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,141,10,23,0,108,3,105,0,141,10,3,0,10,0.0512755994134113,1.6252015321410884,139.0935928033555,16,3,1,1,33,6,2,5,2,10432.019460251671,1.0432019460251671,7.966269406010368,750000.0,0.75,0.1244680851063829,-1187.991818441118,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,141,13,40,0,88,4,84,0,141,13,3,1,12,0.1091268699050471,2.135347954592829,102.63860792010152,16,5,1,1,33,8,1,8,1,10007.2642722099,1.00072642722099,7.6419108987784705,975000.0,0.975,0.2303191489361702,-1232.6111978053505,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,1,2,0,3,0,3,0,6,1,0,0,1,0.1005663228434678,4.426856964816066,71.3980554695638,1,1,1,1,2,1,1,0,1,535.4854160217285,0.0535485416021728,6.747116241873779,75000.0,0.075,0.0375,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,1,1000000.0,75000.0,cost200,2.0,6,2,1,0,3,0,3,0,6,2,0,0,2,0.2081392122710124,3.239980017974726,24.79768953254854,1,1,1,1,2,1,1,1,1,371.965342988228,0.0371965342988228,4.686763321651673,150000.0,0.15,0.0375,-173.20382264403554,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,1,2,0,3,0,3,0,6,1,0,0,1,0.2014035017734848,2.9121363498933674,49.05390082681912,1,1,1,1,2,1,1,0,1,367.9042562011434,0.0367904256201143,4.635593628134408,75000.0,0.075,0.0375,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,2,1,0,3,0,3,0,6,2,0,0,2,0.1560062312460761,3.6890474706800553,24.348622079843217,1,1,1,1,2,1,1,1,1,365.2293311976482,0.0365229331197648,4.601889573090367,150000.0,0.15,0.0375,-175.78965603010042,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,2,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.2011372600041447,4.675615307310675,23.362054243212597,1,1,1,1,2,2,1,1,1,350.43081364818886,0.0350430813648188,4.41542825196718,150000.0,0.15,0.0375,-185.05460237353964,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,2,1,0,3,0,3,0,6,2,0,0,2,0.2014035017734848,2.9121363498933674,13.196095571796214,1,1,1,1,2,1,1,1,1,197.9414335769432,0.0197941433576943,2.4940620630694847,150000.0,0.15,0.0375,-169.9628226242002,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC4_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,4,1000000.0,75000.0,cost200,2.0,6,3,3,0,0,0,0,0,6,3,0,0,3,0.4178151521076541,3.32268601263162,8.785902576606112,1,1,1,1,2,2,1,2,1,197.68280797363747,0.0197682807973637,2.490803380467832,225000.0,0.225,0.0375,-174.28253501459056,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.4110794416101265,3.029842982371001,13.07838893931858,1,1,1,1,2,2,1,1,1,196.17583408977868,0.0196175834089778,2.4718155095312118,150000.0,0.15,0.0375,-171.72842211136475,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,2,1,0,3,0,3,0,6,2,0,0,2,0.1513021254163873,3.499479384298742,12.608752537390838,1,1,1,1,2,1,1,1,1,189.13128806086257,0.0189131288060862,2.383054229566868,150000.0,0.15,0.0375,-174.91867003012788,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,1,1000000.0,75000.0,cost200,2.0,6,3,0,0,3,0,3,0,6,3,0,0,3,0.1560062312460761,3.770843288638235,8.337745300599503,1,1,1,1,2,1,1,1,1,187.5992692634888,0.0187599269263488,2.3637507927199586,225000.0,0.225,0.0375,-353.41971796425986,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.1984873624100096,4.111251317496519,11.996980604193062,1,1,1,1,2,1,1,1,1,179.95470906289594,0.0179954709062895,2.267429334192489,150000.0,0.15,0.0375,-178.95618488122383,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,141,4,35,0,102,0,102,0,141,4,0,0,4,0.0215117979447514,4.398041014130846,12.511114816591594,16,2,1,1,33,3,1,3,1,375.3334444977478,0.0375333444497747,0.286618266707371,300000.0,0.3,0.0542553191489361,-544.127142516303,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,1,1000000.0,75000.0,cost200,2.0,141,1,2,0,138,0,138,0,141,1,0,0,1,0.0085703617775951,2.9121363498933674,49.05390082681912,16,1,1,1,33,1,1,0,1,367.9042562011434,0.0367904256201143,0.2809450683717823,75000.0,0.075,0.0734042553191489,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,141,12,127,0,2,2,0,0,141,12,0,0,12,0.1353446600869125,4.25336452672424,3.729024275914531,16,7,1,1,33,9,3,7,3,335.6121848323078,0.0335612184832307,0.2562856684173987,900000.0,0.9,0.1382978723404255,-724.2891858369585,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,141,10,56,0,75,3,72,0,141,10,0,0,10,0.059877074649796,4.272143174652927,3.668457409398782,16,6,1,1,33,6,2,6,2,275.1343057049091,0.0275134305704909,0.2101025607201124,750000.0,0.75,0.1851063829787234,-1453.7344770974778,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.2011418743213539,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.2011418743213539,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.2011418743213539,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.2011418743213539,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,1,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.2011418743213539,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.2011418743213539,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.3134053636069935,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.3134053636069935,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.4193518796732833,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.4193518796732833,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.4193518796732833,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,2,1000000.0,75000.0,cost200,2.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0.4193518796732833,0.0,0.0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,6,0,6,0,0,0,0,0,6,0,0,0,0,0.2011372600041447,0.0,0.0,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,0,6,0,0,0,0,0,6,0,0,0,0,0.2011372600041447,0.0,0.0,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
