symbol,trade_month_partition,dense_file_path,file_min_epoch,file_max_epoch,file_min_ist,file_max_ist,source_rows,row_groups
ULTRACEMCO,2026-04,raw_synthetic_l2_dense_full_year\trade_month=2026-04\symbol=ULTRACEMCO\part-00000.parquet,1784106875,1786650957,2026-07-15T14:44:35+05:30,2026-08-14T01:25:57+05:30,16321516,33
WIPRO,2026-04,raw_synthetic_l2_dense_full_year\trade_month=2026-04\symbol=WIPRO\part-00000.parquet,1784106875,1786640707,2026-07-15T14:44:35+05:30,2026-08-13T22:35:07+05:30,16279864,33
ADANIPORTS,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=ADANIPORTS\part-00000.parquet,1786698875,1789152457,2026-08-14T14:44:35+05:30,2026-09-12T00:17:37+05:30,15551951,31
AXISBANK,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=AXISBANK\part-00000.parquet,1786698875,1789152957,2026-08-14T14:44:35+05:30,2026-09-12T00:25:57+05:30,15528150,31
BAJAJ-AUTO,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=BAJAJ-AUTO\part-00000.parquet,1786698475,1789148957,2026-08-14T14:37:55+05:30,2026-09-11T23:19:17+05:30,15567819,31
BANKBEES,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=BANKBEES\part-00000.parquet,1786698875,1789150457,2026-08-14T14:44:35+05:30,2026-09-11T23:44:17+05:30,15549968,31
BHARTIARTL,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=BHARTIARTL\part-00000.parquet,1786698875,1789150957,2026-08-14T14:44:35+05:30,2026-09-11T23:52:37+05:30,15549968,31
BPCL,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=BPCL\part-00000.parquet,1786698875,1789154457,2026-08-14T14:44:35+05:30,2026-09-12T00:50:57+05:30,15573769,31
BRITANNIA,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=BRITANNIA\part-00000.parquet,1786698875,1789146957,2026-08-14T14:44:35+05:30,2026-09-11T22:45:57+05:30,15589636,31
CIPLA,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=CIPLA\part-00000.parquet,1786698875,1789146457,2026-08-14T14:44:35+05:30,2026-09-11T22:37:37+05:30,15561869,31
DRREDDY,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=DRREDDY\part-00000.parquet,1786698875,1789146457,2026-08-14T14:44:35+05:30,2026-09-11T22:37:37+05:30,15575752,31
GOLDBEES,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=GOLDBEES\part-00000.parquet,1786698875,1789165457,2026-08-14T14:44:35+05:30,2026-09-12T03:54:17+05:30,15551951,31
HCLTECH,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=HCLTECH\part-00000.parquet,1786698475,1789154457,2026-08-14T14:37:55+05:30,2026-09-12T00:50:57+05:30,15532117,31
HDFCBANK,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=HDFCBANK\part-00000.parquet,1786698725,1789154957,2026-08-14T14:42:05+05:30,2026-09-12T00:59:17+05:30,15565835,31
HINDUNILVR,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=HINDUNILVR\part-00000.parquet,1786698875,1789149957,2026-08-14T14:44:35+05:30,2026-09-11T23:35:57+05:30,15583686,31
ICICIBANK,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=ICICIBANK\part-00000.parquet,1786698875,1789151957,2026-08-14T14:44:35+05:30,2026-09-12T00:09:17+05:30,15557902,31
INFY,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=INFY\part-00000.parquet,1786698875,1789153457,2026-08-14T14:44:35+05:30,2026-09-12T00:34:17+05:30,15583686,31
ITBEES,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=ITBEES\part-00000.parquet,1786698875,1789148957,2026-08-14T14:44:35+05:30,2026-09-11T23:19:17+05:30,15573769,31
ITC,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=ITC\part-00000.parquet,1786698875,1789153613,2026-08-14T14:44:35+05:30,2026-09-12T00:36:53+05:30,15551951,31
JUNIORBEES,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=JUNIORBEES\part-00000.parquet,1786698875,1789165457,2026-08-14T14:44:35+05:30,2026-09-12T03:54:17+05:30,15546001,31
KOTAKBANK,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=KOTAKBANK\part-00000.parquet,1786698875,1789150957,2026-08-14T14:44:35+05:30,2026-09-11T23:52:37+05:30,15538068,31
LT,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=LT\part-00000.parquet,1786698875,1789153957,2026-08-14T14:44:35+05:30,2026-09-12T00:42:37+05:30,15538068,31
M&M,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=M&M\part-00000.parquet,1786698875,1789157207,2026-08-14T14:44:35+05:30,2026-09-12T01:36:47+05:30,15542034,31
MARUTI,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=MARUTI\part-00000.parquet,1786698725,1789159957,2026-08-14T14:42:05+05:30,2026-09-12T02:22:37+05:30,15569802,31
NESTLEIND,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=NESTLEIND\part-00000.parquet,1786698451,1789142707,2026-08-14T14:37:31+05:30,2026-09-11T21:35:07+05:30,15536084,31
NIFTYBEES,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=NIFTYBEES\part-00000.parquet,1786698875,1789152957,2026-08-14T14:44:35+05:30,2026-09-12T00:25:57+05:30,15561869,31
ONGC,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=ONGC\part-00000.parquet,1786698875,1789147207,2026-08-14T14:44:35+05:30,2026-09-11T22:50:07+05:30,15549968,31
RELIANCE,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=RELIANCE\part-00000.parquet,1786698475,1789154457,2026-08-14T14:37:55+05:30,2026-09-12T00:50:57+05:30,15575752,31
SBIN,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=SBIN\part-00000.parquet,1786698875,1789148457,2026-08-14T14:44:35+05:30,2026-09-11T23:10:57+05:30,15534101,31
SUNPHARMA,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=SUNPHARMA\part-00000.parquet,1786698875,1789154957,2026-08-14T14:44:35+05:30,2026-09-12T00:59:17+05:30,15583686,31
TCS,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=TCS\part-00000.parquet,1786698875,1789155457,2026-08-14T14:44:35+05:30,2026-09-12T01:07:37+05:30,15601537,31
TECHM,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=TECHM\part-00000.parquet,1786698475,1789163957,2026-08-14T14:37:55+05:30,2026-09-12T03:29:17+05:30,15559885,31
ULTRACEMCO,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=ULTRACEMCO\part-00000.parquet,1786698875,1789148957,2026-08-14T14:44:35+05:30,2026-09-11T23:19:17+05:30,15553935,31
WIPRO,2026-05,raw_synthetic_l2_dense_full_year\trade_month=2026-05\symbol=WIPRO\part-00000.parquet,1786698475,1789150957,2026-08-14T14:37:55+05:30,2026-09-11T23:52:37+05:30,15571786,31
ADANIPORTS,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=ADANIPORTS\part-00000.parquet,1784020475,1791482707,2026-07-14T14:44:35+05:30,2026-10-08T23:35:07+05:30,16301682,33
AXISBANK,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=AXISBANK\part-00000.parquet,1784020475,1791500457,2026-07-14T14:44:35+05:30,2026-10-09T04:30:57+05:30,16311599,33
BAJAJ-AUTO,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=BAJAJ-AUTO\part-00000.parquet,1784020475,1791484457,2026-07-14T14:44:35+05:30,2026-10-09T00:04:17+05:30,16291765,33
BANKBEES,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=BANKBEES\part-00000.parquet,1784020475,1791491457,2026-07-14T14:44:35+05:30,2026-10-09T02:00:57+05:30,16267964,33
BHARTIARTL,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=BHARTIARTL\part-00000.parquet,1784020475,1791498888,2026-07-14T14:44:35+05:30,2026-10-09T04:04:48+05:30,16301682,33
BPCL,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=BPCL\part-00000.parquet,1784020475,1791482457,2026-07-14T14:44:35+05:30,2026-10-08T23:30:57+05:30,16281848,33
BRITANNIA,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=BRITANNIA\part-00000.parquet,1784020475,1791486957,2026-07-14T14:44:35+05:30,2026-10-09T00:45:57+05:30,16283831,33
CIPLA,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=CIPLA\part-00000.parquet,1784020475,1791502457,2026-07-14T14:44:35+05:30,2026-10-09T05:04:17+05:30,16279864,33
DRREDDY,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=DRREDDY\part-00000.parquet,1784020475,1791492457,2026-07-14T14:44:35+05:30,2026-10-09T02:17:37+05:30,16293748,33
GOLDBEES,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=GOLDBEES\part-00000.parquet,1784020475,1791489957,2026-07-14T14:44:35+05:30,2026-10-09T01:35:57+05:30,16301682,33
HCLTECH,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=HCLTECH\part-00000.parquet,1784020475,1791494457,2026-07-14T14:44:35+05:30,2026-10-09T02:50:57+05:30,16309616,33
HDFCBANK,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=HDFCBANK\part-00000.parquet,1784020475,1791495718,2026-07-14T14:44:35+05:30,2026-10-09T03:11:58+05:30,16260030,33
HINDUNILVR,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=HINDUNILVR\part-00000.parquet,1784020475,1791483457,2026-07-14T14:44:35+05:30,2026-10-08T23:47:37+05:30,16315566,33
ICICIBANK,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=ICICIBANK\part-00000.parquet,1784020475,1791481457,2026-07-14T14:44:35+05:30,2026-10-08T23:14:17+05:30,16325483,33
INFY,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=INFY\part-00000.parquet,1784020475,1791495957,2026-07-14T14:44:35+05:30,2026-10-09T03:15:57+05:30,16307632,33
ITBEES,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=ITBEES\part-00000.parquet,1784020475,1791496957,2026-07-14T14:44:35+05:30,2026-10-09T03:32:37+05:30,16281848,33
ITC,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=ITC\part-00000.parquet,1784020475,1791488957,2026-07-14T14:44:35+05:30,2026-10-09T01:19:17+05:30,16323500,33
JUNIORBEES,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=JUNIORBEES\part-00000.parquet,1784020475,1791500957,2026-07-14T14:44:35+05:30,2026-10-09T04:39:17+05:30,16301682,33
KOTAKBANK,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=KOTAKBANK\part-00000.parquet,1784020475,1791483207,2026-07-14T14:44:35+05:30,2026-10-08T23:43:27+05:30,16317549,33
LT,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=LT\part-00000.parquet,1784020475,1791488457,2026-07-14T14:44:35+05:30,2026-10-09T01:10:57+05:30,16262014,33
M&M,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=M&M\part-00000.parquet,1784020475,1791494457,2026-07-14T14:44:35+05:30,2026-10-09T02:50:57+05:30,16305649,33
MARUTI,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=MARUTI\part-00000.parquet,1784020475,1791479957,2026-07-14T14:44:35+05:30,2026-10-08T22:49:17+05:30,16301682,33
NESTLEIND,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=NESTLEIND\part-00000.parquet,1784020475,1791481957,2026-07-14T14:44:35+05:30,2026-10-08T23:22:37+05:30,16331433,33
NIFTYBEES,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=NIFTYBEES\part-00000.parquet,1784020475,1791483457,2026-07-14T14:44:35+05:30,2026-10-08T23:47:37+05:30,16331433,33
ONGC,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=ONGC\part-00000.parquet,1784020475,1791478957,2026-07-14T14:44:35+05:30,2026-10-08T22:32:37+05:30,16285815,33
RELIANCE,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=RELIANCE\part-00000.parquet,1784020475,1791493457,2026-07-14T14:44:35+05:30,2026-10-09T02:34:17+05:30,16283831,33
SBIN,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=SBIN\part-00000.parquet,1784020475,1791494457,2026-07-14T14:44:35+05:30,2026-10-09T02:50:57+05:30,16285815,33
SUNPHARMA,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=SUNPHARMA\part-00000.parquet,1784020475,1791481457,2026-07-14T14:44:35+05:30,2026-10-08T23:14:17+05:30,16277881,33
TCS,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=TCS\part-00000.parquet,1784020475,1791482457,2026-07-14T14:44:35+05:30,2026-10-08T23:30:57+05:30,16279864,33
TECHM,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=TECHM\part-00000.parquet,1784020475,1791493457,2026-07-14T14:44:35+05:30,2026-10-09T02:34:17+05:30,16281848,33
ULTRACEMCO,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=ULTRACEMCO\part-00000.parquet,1784020475,1791495457,2026-07-14T14:44:35+05:30,2026-10-09T03:07:37+05:30,16319533,33
WIPRO,2026-06,raw_synthetic_l2_dense_full_year\trade_month=2026-06\symbol=WIPRO\part-00000.parquet,1784020475,1791484957,2026-07-14T14:44:35+05:30,2026-10-09T00:12:37+05:30,16291765,33
ADANIPORTS,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=ADANIPORTS\part-00000.parquet,1784279563,1787080207,2026-07-17T14:42:43+05:30,2026-08-19T00:40:07+05:30,17059346,34
AXISBANK,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=AXISBANK\part-00000.parquet,1784279675,1787071457,2026-07-17T14:44:35+05:30,2026-08-18T22:14:17+05:30,17059346,34
BAJAJ-AUTO,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=BAJAJ-AUTO\part-00000.parquet,1784279475,1787076957,2026-07-17T14:41:15+05:30,2026-08-18T23:45:57+05:30,17041496,34
BANKBEES,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=BANKBEES\part-00000.parquet,1784279675,1787075457,2026-07-17T14:44:35+05:30,2026-08-18T23:20:57+05:30,17069263,34
BHARTIARTL,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=BHARTIARTL\part-00000.parquet,1784279675,1787078457,2026-07-17T14:44:35+05:30,2026-08-19T00:10:57+05:30,17055379,34
BPCL,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=BPCL\part-00000.parquet,1784279475,1787088457,2026-07-17T14:41:15+05:30,2026-08-19T02:57:37+05:30,17061330,34
BRITANNIA,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=BRITANNIA\part-00000.parquet,1784279675,1787073457,2026-07-17T14:44:35+05:30,2026-08-18T22:47:37+05:30,17025628,34
CIPLA,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=CIPLA\part-00000.parquet,1784279675,1787074457,2026-07-17T14:44:35+05:30,2026-08-18T23:04:17+05:30,17045462,34
DRREDDY,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=DRREDDY\part-00000.parquet,1784279675,1787077457,2026-07-17T14:44:35+05:30,2026-08-18T23:54:17+05:30,17041496,34
GOLDBEES,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=GOLDBEES\part-00000.parquet,1784279675,1787069207,2026-07-17T14:44:35+05:30,2026-08-18T21:36:47+05:30,17059346,34
HCLTECH,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=HCLTECH\part-00000.parquet,1784279675,1787090457,2026-07-17T14:44:35+05:30,2026-08-19T03:30:57+05:30,17033562,34
HDFCBANK,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=HDFCBANK\part-00000.parquet,1784279475,1787070457,2026-07-17T14:41:15+05:30,2026-08-18T21:57:37+05:30,17031579,34
HINDUNILVR,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=HINDUNILVR\part-00000.parquet,1784279675,1787071207,2026-07-17T14:44:35+05:30,2026-08-18T22:10:07+05:30,17051413,34
ICICIBANK,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=ICICIBANK\part-00000.parquet,1784279675,1787089457,2026-07-17T14:44:35+05:30,2026-08-19T03:14:17+05:30,17037529,34
INFY,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=INFY\part-00000.parquet,1784279675,1787082957,2026-07-17T14:44:35+05:30,2026-08-19T01:25:57+05:30,17053396,34
ITBEES,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=ITBEES\part-00000.parquet,1784279475,1787074457,2026-07-17T14:41:15+05:30,2026-08-18T23:04:17+05:30,17055379,34
ITC,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=ITC\part-00000.parquet,1784279675,1787080457,2026-07-17T14:44:35+05:30,2026-08-19T00:44:17+05:30,17031579,34
JUNIORBEES,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=JUNIORBEES\part-00000.parquet,1784279475,1787081457,2026-07-17T14:41:15+05:30,2026-08-19T01:00:57+05:30,17073230,34
KOTAKBANK,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=KOTAKBANK\part-00000.parquet,1784279675,1787068957,2026-07-17T14:44:35+05:30,2026-08-18T21:32:37+05:30,17039512,34
LT,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=LT\part-00000.parquet,1784279475,1787081457,2026-07-17T14:41:15+05:30,2026-08-19T01:00:57+05:30,17027612,34
M&M,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=M&M\part-00000.parquet,1784279475,1787086457,2026-07-17T14:41:15+05:30,2026-08-19T02:24:17+05:30,17051413,34
MARUTI,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=MARUTI\part-00000.parquet,1784279249,1787074957,2026-07-17T14:37:29+05:30,2026-08-18T23:12:37+05:30,17053396,34
NESTLEIND,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=NESTLEIND\part-00000.parquet,1784279475,1787078957,2026-07-17T14:41:15+05:30,2026-08-19T00:19:17+05:30,17079180,34
NIFTYBEES,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=NIFTYBEES\part-00000.parquet,1784279475,1787083957,2026-07-17T14:41:15+05:30,2026-08-19T01:42:37+05:30,17057363,34
ONGC,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=ONGC\part-00000.parquet,1784279675,1787084457,2026-07-17T14:44:35+05:30,2026-08-19T01:50:57+05:30,17039512,34
RELIANCE,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=RELIANCE\part-00000.parquet,1784279675,1787074678,2026-07-17T14:44:35+05:30,2026-08-18T23:07:58+05:30,17037529,34
SBIN,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=SBIN\part-00000.parquet,1784279675,1787085957,2026-07-17T14:44:35+05:30,2026-08-19T02:15:57+05:30,17071247,34
SUNPHARMA,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=SUNPHARMA\part-00000.parquet,1784279675,1787073457,2026-07-17T14:44:35+05:30,2026-08-18T22:47:37+05:30,17057363,34
TCS,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=TCS\part-00000.parquet,1784279675,1787099957,2026-07-17T14:44:35+05:30,2026-08-19T06:09:17+05:30,17033562,34
TECHM,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=TECHM\part-00000.parquet,1784279675,1787090457,2026-07-17T14:44:35+05:30,2026-08-19T03:30:57+05:30,17037529,34
ULTRACEMCO,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=ULTRACEMCO\part-00000.parquet,1784279675,1787070207,2026-07-17T14:44:35+05:30,2026-08-18T21:53:27+05:30,17047446,34
WIPRO,2026-07,raw_synthetic_l2_dense_full_year\trade_month=2026-07\symbol=WIPRO\part-00000.parquet,1784279675,1787074457,2026-07-17T14:44:35+05:30,2026-08-18T23:04:17+05:30,17043479,34
ADANIPORTS,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ADANIPORTS\part-00000.parquet,1787130875,1789579457,2026-08-19T14:44:35+05:30,2026-09-16T22:54:17+05:30,15549968,31
AXISBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=AXISBANK\part-00000.parquet,1787130875,1789583957,2026-08-19T14:44:35+05:30,2026-09-17T00:09:17+05:30,15555918,31
BAJAJ-AUTO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BAJAJ-AUTO\part-00000.parquet,1787130875,1789580957,2026-08-19T14:44:35+05:30,2026-09-16T23:19:17+05:30,15542034,31
BANKBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BANKBEES\part-00000.parquet,1787130875,1789582957,2026-08-19T14:44:35+05:30,2026-09-16T23:52:37+05:30,15557902,31
BHARTIARTL,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BHARTIARTL\part-00000.parquet,1787130875,1789581957,2026-08-19T14:44:35+05:30,2026-09-16T23:35:57+05:30,15575752,31
BPCL,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BPCL\part-00000.parquet,1787130725,1789588457,2026-08-19T14:42:05+05:30,2026-09-17T01:24:17+05:30,15512283,31
BRITANNIA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BRITANNIA\part-00000.parquet,1787130875,1789584457,2026-08-19T14:44:35+05:30,2026-09-17T00:17:37+05:30,15561869,31
CIPLA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=CIPLA\part-00000.parquet,1787130875,1789593457,2026-08-19T14:44:35+05:30,2026-09-17T02:47:37+05:30,15549968,31
DRREDDY,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=DRREDDY\part-00000.parquet,1787130875,1789584957,2026-08-19T14:44:35+05:30,2026-09-17T00:25:57+05:30,15563852,31
GOLDBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=GOLDBEES\part-00000.parquet,1787130875,1789579457,2026-08-19T14:44:35+05:30,2026-09-16T22:54:17+05:30,15551951,31
HCLTECH,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HCLTECH\part-00000.parquet,1787130875,1789585457,2026-08-19T14:44:35+05:30,2026-09-17T00:34:17+05:30,15575752,31
HDFCBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet,1787130875,1789586189,2026-08-19T14:44:35+05:30,2026-09-17T00:46:29+05:30,15551951,31
HINDUNILVR,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HINDUNILVR\part-00000.parquet,1787130875,1789597457,2026-08-19T14:44:35+05:30,2026-09-17T03:54:17+05:30,15542034,31
ICICIBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ICICIBANK\part-00000.parquet,1787130875,1789582957,2026-08-19T14:44:35+05:30,2026-09-16T23:52:37+05:30,15569802,31
INFY,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=INFY\part-00000.parquet,1787130875,1789581957,2026-08-19T14:44:35+05:30,2026-09-16T23:35:57+05:30,15565835,31
ITBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITBEES\part-00000.parquet,1787130875,1789580457,2026-08-19T14:44:35+05:30,2026-09-16T23:10:57+05:30,15551951,31
ITC,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITC\part-00000.parquet,1787130875,1789576957,2026-08-19T14:44:35+05:30,2026-09-16T22:12:37+05:30,15577736,31
JUNIORBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=JUNIORBEES\part-00000.parquet,1787130875,1789581957,2026-08-19T14:44:35+05:30,2026-09-16T23:35:57+05:30,15547985,31
KOTAKBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=KOTAKBANK\part-00000.parquet,1787130475,1789596457,2026-08-19T14:37:55+05:30,2026-09-17T03:37:37+05:30,15557902,31
LT,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=LT\part-00000.parquet,1787130875,1789596707,2026-08-19T14:44:35+05:30,2026-09-17T03:41:47+05:30,15581703,31
M&M,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=M&M\part-00000.parquet,1787130875,1789595957,2026-08-19T14:44:35+05:30,2026-09-17T03:29:17+05:30,15565835,31
MARUTI,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=MARUTI\part-00000.parquet,1787130875,1789595457,2026-08-19T14:44:35+05:30,2026-09-17T03:20:57+05:30,15569802,31
NESTLEIND,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NESTLEIND\part-00000.parquet,1787130875,1789577707,2026-08-19T14:44:35+05:30,2026-09-16T22:25:07+05:30,15524184,31
NIFTYBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NIFTYBEES\part-00000.parquet,1787130875,1789585957,2026-08-19T14:44:35+05:30,2026-09-17T00:42:37+05:30,15553935,31
ONGC,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ONGC\part-00000.parquet,1787130725,1789586457,2026-08-19T14:42:05+05:30,2026-09-17T00:50:57+05:30,15561869,31
RELIANCE,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=RELIANCE\part-00000.parquet,1787130475,1789587957,2026-08-19T14:37:55+05:30,2026-09-17T01:15:57+05:30,15569802,31
SBIN,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SBIN\part-00000.parquet,1787130875,1789580957,2026-08-19T14:44:35+05:30,2026-09-16T23:19:17+05:30,15595587,31
SUNPHARMA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SUNPHARMA\part-00000.parquet,1787130475,1789586707,2026-08-19T14:37:55+05:30,2026-09-17T00:55:07+05:30,15561869,31
