candidate_id,feature_name,fill_assumption,split,trade_month,observations,expected_fills,symbols,expected_net_pnl_inr,expected_gross_pnl_inr,expected_cost_pnl_inr,adverse_selection_rate
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,train,2026-02,579,76.9425,5,-48636.266853172856,-42274.568622172854,6361.698231,0.4525043177892919
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,train,2026-03,585,85.2675,5,-55010.98256454311,-47960.96334354311,7050.019221,0.5128205128205128
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,train,2026-04,463,63.460499999999996,5,-35842.10954184691,-30595.119249246916,5246.9902926,0.4838012958963283
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,train,2026-05,672,98.0475,4,-46058.92899594647,-37952.244038946475,8106.684957,0.4955357142857143
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,train,2026-06,770,109.30199999999999,5,-74104.7260750081,-65067.50555260811,9037.2205224,0.5051948051948052
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,test,2026-07,575,161.2625,5,-71101.62919298458,-57768.25217798458,13333.377015000002,0.5356521739130434
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,test,2026-08,799,217.0,5,-97432.33734593677,-79490.51694593678,17941.8204,0.5193992490613266
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,test,2026-09,556,142.2125,5,-56561.863056058544,-44803.56290105854,11758.300155,0.5269784172661871
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,test,2026-10,413,113.9375,4,-46864.65950902842,-37444.17028402842,9420.489225000001,0.48184019370460046
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,test,2026-11,794,205.0625,5,-82758.49627478073,-65803.68269978074,16954.813575,0.47103274559193953
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,test,2026-12,261,63.1375,5,-41191.0454799766,-35970.76121497661,5220.284265000001,0.5287356321839081
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,train,2026-01,434,113.3875,4,-65209.09225887914,-55834.077693879146,9375.014565000001,0.5345622119815668
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,train,2026-02,579,143.3125,5,-61422.086863866294,-49572.8373888663,11849.249475,0.4525043177892919
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,train,2026-03,585,154.26250000000002,5,-76119.43233299491,-63364.82371799491,12754.608615000001,0.5128205128205128
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,train,2026-04,463,116.85000000000001,5,-47965.92204696214,-38304.623826962146,9661.29822,0.4838012958963283
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,train,2026-05,672,176.3375,4,-60801.06809118091,-46221.27198618091,14579.796105000001,0.4955357142857143
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,base_queue,train,2026-06,770,199.6125,5,-102324.25955574504,-85820.05852074503,16504.201035000002,0.5051948051948052
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,test,2026-07,575,263.58750000000003,5,-75510.70497747223,-53716.974172472226,21793.730805000003,0.5356521739130434
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,test,2026-08,799,363.0375,5,-96121.54590054965,-66105.16975554965,30016.376145000002,0.5193992490613266
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,test,2026-09,556,253.8,5,-52029.4693157527,-31044.9807557527,20984.48856,0.5269784172661871
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,test,2026-10,413,184.275,4,-37516.159883831424,-22280.081753831422,15236.078130000002,0.48184019370460046
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,test,2026-11,794,352.6875,5,-70522.05488111675,-41361.42915611677,29160.625725,0.47103274559193953
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,test,2026-12,261,119.1375,5,-47780.099394807636,-37929.667929807634,9850.431465000001,0.5287356321839081
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,train,2026-01,434,198.675,4,-63354.542688813235,-46927.85527881324,16426.687410000002,0.5345622119815668
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,train,2026-02,579,255.0375,5,-48186.295998270005,-27099.48945327001,21086.806545000003,0.4525043177892919
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,train,2026-03,585,264.9375,5,-80264.24497785505,-58358.89455285505,21905.350425,0.5128205128205128
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,train,2026-04,463,206.6625,5,-44050.194155872865,-26963.090660872862,17087.103495,0.4838012958963283
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,train,2026-05,672,301.725,4,-59835.5848614913,-34888.599791491295,24946.985070000002,0.4955357142857143
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,optimistic_queue,train,2026-06,770,347.96250000000003,5,-103606.38155330464,-74836.42449830465,28769.957055000003,0.5051948051948052
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,test,2026-07,234,36.5835,5,-29423.76569324238,-26398.998013042383,3024.7676802,0.5897435897435898
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,test,2026-08,399,56.355,5,-45834.01340322816,-41174.51437722815,4659.499026,0.5338345864661654
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,test,2026-09,382,48.84,5,-32442.343720624052,-28404.193912624054,4038.149808,0.5314136125654451
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,test,2026-10,189,31.68,4,-22650.063893552044,-20030.723477552045,2619.340416,0.5079365079365079
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,test,2026-11,406,48.7125,5,-35509.793996793196,-31482.186041793193,4027.607955,0.43596059113300495
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,test,2026-12,174,20.0655,5,-23567.611238012567,-21908.571619412567,1659.0396186,0.5459770114942529
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,train,2026-01,224,28.9305,4,-31488.029160063194,-29096.020703463193,2392.0084566,0.5580357142857143
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,train,2026-02,378,44.4525,5,-36995.29534089445,-33319.90929789445,3675.386043,0.43386243386243384
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,train,2026-03,275,36.8655,5,-31986.82945906813,-28938.745680468128,3048.0837786,0.5309090909090909
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,train,2026-04,266,29.2005,5,-22778.517275414488,-20364.184894814487,2414.3323806000003,0.4473684210526316
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,train,2026-05,188,26.0865,4,-11652.25844337371,-9495.39531957371,2156.8631238,0.5159574468085106
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,pessimistic_queue,train,2026-06,360,45.7455,5,-42997.77888382479,-39215.48604922478,3782.2928346,0.49444444444444446
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,test,2026-07,234,65.2625,5,-43249.28069692843,-37853.29888192843,5395.981815,0.5897435897435898
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,test,2026-08,399,103.875,5,-63430.50611933095,-54841.99646933095,8588.509650000002,0.5338345864661654
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,test,2026-09,382,94.3875,5,-45122.08307248233,-37318.01130748233,7804.071765000001,0.5314136125654451
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,test,2026-10,189,53.75,4,-28537.674426831378,-24093.559926831378,4444.114500000001,0.5079365079365079
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,test,2026-11,406,95.0,5,-46227.42341769973,-38372.709417699734,7854.714000000001,0.43596059113300495
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,test,2026-12,174,41.150000000000006,5,-37054.178784550146,-33651.84740455015,3402.3313800000005,0.5459770114942529
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,train,2026-01,224,56.00000000000001,4,-45195.032567023976,-40564.88536702397,4630.1472,0.5580357142857143
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,train,2026-02,378,87.5625,5,-47985.929296874645,-40746.15672187465,7239.772575000001,0.43386243386243384
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,train,2026-03,275,69.7125,5,-47595.79694996402,-41831.883794964015,5763.913155000001,0.5309090909090909
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,train,2026-04,266,59.4125,5,-31358.935603533857,-26446.638808533855,4912.296795,0.4473684210526316
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,train,2026-05,188,48.2625,4,-14679.40975424427,-10689.00833924427,3990.4014150000003,0.5159574468085106
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,base_queue,train,2026-06,360,87.7625,5,-59903.24381446057,-52646.93499946057,7256.308815000001,0.49444444444444446
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,test,2026-07,234,110.025,5,-52316.28635746454,-43219.28732746454,9096.99903,0.5897435897435898
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,test,2026-08,399,182.5875,5,-64920.065539941104,-49823.5119349411,15096.553605000001,0.5338345864661654
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,test,2026-09,382,174.6,5,-42354.62862457981,-27918.491104579814,14436.13752,0.5314136125654451
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,test,2026-10,189,85.5,4,-26911.53080313408,-19842.288203134078,7069.2426000000005,0.5079365079365079
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,test,2026-11,406,177.4125,5,-37243.023952563286,-22574.34555756329,14668.678395,0.43596059113300495
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,test,2026-12,174,80.10000000000001,5,-45281.591507940386,-38658.82738794038,6622.764120000001,0.5459770114942529
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,train,2026-01,224,103.72500000000001,4,-46029.70620424002,-37453.59873424002,8576.10747,0.5580357142857143
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,train,2026-02,378,165.15,5,-38614.21787264384,-24959.41769264385,13654.80018,0.43386243386243384
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,train,2026-03,275,125.66250000000001,5,-55056.98118679285,-44667.05489179285,10389.926295000001,0.5309090909090909
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,train,2026-04,266,116.55,5,-28016.25500480093,-18379.76114480093,9636.49386,0.4473684210526316
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,train,2026-05,188,85.275,4,-12077.621465618284,-5026.982135618284,7050.639330000001,0.5159574468085106
P89_L1_IMBALANCE_Q0_9_I0_75,l1_imbalance,optimistic_queue,train,2026-06,360,161.55,5,-57312.2802494635,-43955.132389463506,13357.147860000001,0.49444444444444446
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,test,2026-07,3095,476.445,18,-273499.97813661373,-234106.93380261376,39393.044334,0.4991922455573506
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,test,2026-08,4126,625.7909999999999,17,-401113.92087082774,-349372.77004162775,51741.1508292,0.5089675230247213
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,test,2026-09,2709,362.649,17,-252492.99089914368,-222508.73640034368,29984.2544988,0.5112587670727206
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,test,2026-10,2125,341.712,16,-205674.58212737506,-177421.4239129751,28253.1582144,0.4851764705882353
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,test,2026-11,4016,588.204,18,-380516.8933800419,-331883.48081524187,48633.4125648,0.4833167330677291
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,test,2026-12,1426,179.8725,18,-154451.98602993792,-139579.91188293791,14872.074147000001,0.517531556802244
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,train,2026-01,2131,310.4085,18,-240588.79670794567,-214923.84943774567,25664.9472702,0.5396527451900516
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,train,2026-02,3057,425.514,18,-304524.3109588281,-269342.30282202805,35182.0081368,0.47235852142623486
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,train,2026-03,3000,436.7025,18,-298539.1015903074,-262432.0148473074,36107.086743,0.5046666666666667
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,train,2026-04,2384,327.822,18,-204934.67746410804,-177829.96111770807,27104.7163464,0.4861577181208054
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,train,2026-05,3465,499.224,17,-247574.34825194944,-206297.90886314944,41276.4393888,0.48744588744588746
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,pessimistic_queue,train,2026-06,3680,530.8365,17,-396632.67296778824,-352742.4741439882,43890.1988238,0.5157608695652174
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,test,2026-07,3095,838.1,18,-357126.06853608805,-287830.954816088,69295.11372000001,0.4991922455573506
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,test,2026-08,4126,1110.7375,17,-528245.1454695315,-436408.0360845315,91837.109385,0.5089675230247213
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,test,2026-09,2709,683.2125,17,-353068.25828298467,-296579.42892798467,56488.82935500001,0.5112587670727206
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,test,2026-10,2125,587.55,16,-246054.57786587966,-197475.2388058797,48579.339060000006,0.4851764705882353
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,test,2026-11,4016,1053.425,18,-499114.81945372414,-412016.37634372414,87098.44311000001,0.4833167330677291
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,test,2026-12,1426,349.5375,18,-229934.6055191903,-201034.42557419033,28900.179945000003,0.517531556802244
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,train,2026-01,2131,565.35,18,-343881.54302646604,-297137.72660646605,46743.81642,0.5396527451900516
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,train,2026-02,3057,778.6125000000001,18,-401120.7999684613,-336744.18413346127,64376.615835000004,0.47235852142623486
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,train,2026-03,3000,788.9125,18,-407549.43872971175,-342321.20653471176,65228.232195000004,0.5046666666666667
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,train,2026-04,2384,603.8875,18,-277910.4593862977,-227980.31622129766,49930.143165,0.4861577181208054
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,train,2026-05,3465,901.5625,17,-322043.86002759036,-247501.59065259036,74542.269375,0.48744588744588746
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,base_queue,train,2026-06,3680,964.9375,17,-545929.3115860573,-466147.1211610574,79782.19042500001,0.5157608695652174
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,test,2026-07,3095,1395.0,18,-343044.1078407157,-227703.83384071573,115340.274,0.4991922455573506
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,test,2026-08,4126,1867.5,17,-508864.1140411292,-354456.9730411292,154407.141,0.5089675230247213
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,test,2026-09,2709,1227.825,17,-359484.40277079557,-257966.35838079557,101518.04439000001,0.5112587670727206
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,test,2026-10,2125,950.1750000000001,16,-198264.3620233113,-119702.7528133113,78561.60921000001,0.4851764705882353
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,test,2026-11,4016,1794.0375000000001,18,-468064.93404162745,-319731.76069662743,148333.17334500002,0.4833167330677291
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,test,2026-12,1426,647.775,18,-262290.6445158015,-208731.83018580152,53558.81433,0.517531556802244
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,train,2026-01,2131,979.0875,18,-378612.52142693574,-297660.3920219358,80952.129405,0.5396527451900516
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,train,2026-02,3057,1358.8875,18,-369978.80568280653,-257624.35651780653,112354.44916500001,0.47235852142623486
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,train,2026-03,3000,1353.7125,18,-419909.12361976824,-307982.5496647683,111926.573955,0.5046666666666667
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,train,2026-04,2384,1065.9375,18,-265442.3315908077,-177309.3399658077,88132.99162500001,0.4861577181208054
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,train,2026-05,3465,1550.5875,17,-303056.2022090622,-174851.76700406222,128204.435205,0.48744588744588746
P89_L5_IMBALANCE_Q0_5_I0_5,l5_imbalance,optimistic_queue,train,2026-06,3680,1670.4,17,-552771.5194206618,-414660.8429406618,138110.67648,0.5157608695652174
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,test,2026-07,1242,175.356,18,-138647.98531103093,-124149.34080383094,14498.6445072,0.5120772946859904
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,test,2026-08,1943,271.386,17,-226646.18299901424,-204207.66285581424,22438.5201432,0.532681420483788
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,test,2026-09,1969,250.404,17,-207536.56419410222,-186832.86098930222,20703.7032048,0.5190452006094464
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,test,2026-10,1020,163.524,16,-116354.30131288739,-102833.9407640874,13520.3605488,0.4852941176470588
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,test,2026-11,1973,247.014,18,-209523.3097280704,-189099.8957912704,20423.4139368,0.45970603142422706
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,test,2026-12,883,100.69800000000001,18,-117721.43224771017,-109395.60077011016,8325.8314776,0.5379388448471121
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,train,2026-01,1073,140.3835,18,-157047.2351696324,-145440.1589294324,11607.0762402,0.5666356011183598
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,train,2026-02,1869,229.584,18,-228194.54236343486,-209212.26174263484,18982.2806208,0.45639379347244513
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,train,2026-03,1400,184.068,18,-155548.17920513693,-140329.2160835369,15218.9631216,0.5185714285714286
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,train,2026-04,1355,158.58,18,-130466.75391391343,-117355.16921791343,13111.584696,0.47675276752767526
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,train,2026-05,970,131.496,17,-72746.62783983153,-61874.38076463154,10872.2470752,0.5164948453608248
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,pessimistic_queue,train,2026-06,1675,224.232,17,-228592.82270065005,-210053.05186225005,18539.7708384,0.5229850746268657
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,test,2026-07,1242,321.6125,18,-193754.58604170618,-167163.27860670618,26591.307435000002,0.5120772946859904
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,test,2026-08,1943,503.02500000000003,17,-313965.8466713408,-272375.1360413408,41590.71063,0.532681420483788
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,test,2026-09,1969,484.8625,17,-295526.5960884991,-255437.58275349915,40089.013335,0.5190452006094464
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,test,2026-10,1020,281.525,16,-141552.83286290726,-118276.00803290728,23276.82483,0.4852941176470588
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,test,2026-11,1973,473.925,18,-288312.7119912335,-249128.0242812335,39184.687710000006,0.45970603142422706
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,test,2026-12,883,207.25000000000003,18,-184486.55857708617,-167350.87987708615,17135.678700000004,0.5379388448471121
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,train,2026-01,1073,271.4375,18,-236959.67215243925,-214516.89392743926,22442.778225000002,0.5666356011183598
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,train,2026-02,1869,444.425,18,-312726.4823677739,-275980.8900577739,36745.59231000001,0.45639379347244513
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,train,2026-03,1400,350.4375,18,-229355.5778442238,-200380.98481922378,28974.593025000002,0.5185714285714286
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,train,2026-04,1355,315.07500000000005,18,-185485.94738827687,-159435.16829827684,26050.779090000004,0.47675276752767526
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,train,2026-05,970,245.88750000000002,17,-97620.88850735551,-77290.61494235552,20330.273565000003,0.5164948453608248
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,base_queue,train,2026-06,1675,423.1125,17,-323145.2706824146,-288161.8214474146,34983.44923500001,0.5229850746268657
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,test,2026-07,1242,562.6125000000001,18,-206481.50264945833,-159964.02601445833,46517.476635000006,0.5120772946859904
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,test,2026-08,1943,888.75,17,-321236.1970561416,-247753.2805561416,73482.9165,0.532681420483788
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,test,2026-09,1969,895.725,17,-305970.46060679405,-231910.84273679406,74059.61787,0.5190452006094464
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,test,2026-10,1020,456.1875,16,-120198.60288295282,-82480.47295795282,37718.129925,0.4852941176470588
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,test,2026-11,1973,870.975,18,-280961.25697254593,-208947.99880254595,72013.25817,0.45970603142422706
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,test,2026-12,883,405.1125,18,-223579.621615594,-190084.43398059398,33495.187635,0.5379388448471121
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,train,2026-01,1073,499.5,18,-276598.76352599286,-235299.50412599283,41299.2594,0.5666356011183598
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,train,2026-02,1869,824.0625,18,-306218.8342058245,-238084.35783082448,68134.476375,0.45639379347244513
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,train,2026-03,1400,636.1875,18,-258865.68359795425,-206264.93767295423,52600.745925,0.5185714285714286
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,train,2026-04,1355,602.6625,18,-182215.2546220856,-132386.3959270856,49828.858695,0.47675276752767526
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,train,2026-05,970,440.325,17,-93744.13468713878,-57337.535297138784,36406.59939,0.5164948453608248
P89_L5_IMBALANCE_Q0_5_I0_75,l5_imbalance,optimistic_queue,train,2026-06,1675,762.4125,17,-328436.5176335853,-265399.3372385853,63037.180395,0.5229850746268657
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,test,2026-07,1561,239.037,9,-136391.53032388046,-116627.66431948046,19763.8660044,0.4971172325432415
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,test,2026-08,2054,329.0835,9,-210049.779773649,-182840.76109344902,27209.0186802,0.5408958130477117
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,test,2026-09,1395,187.917,9,-120022.90798598125,-104485.70492558125,15537.203060400001,0.5168458781362008
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,test,2026-10,1098,171.54,9,-95950.5267319316,-81767.3936839316,14183.133048,0.4663023679417122
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,test,2026-11,2024,287.4345,9,-172330.18658012067,-148564.75719872068,23765.4293814,0.4624505928853755
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,test,2026-12,730,87.2205,9,-76982.12114164248,-69770.62553704248,7211.495604600001,0.4945205479452055
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,train,2026-01,1083,170.2725,9,-133884.39737296288,-119806.06274596289,14078.334627,0.5909510618651893
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,train,2026-02,1544,205.5345,9,-131807.94998015126,-114814.11087875125,16993.8391014,0.44430051813471505
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,train,2026-03,1526,215.41049999999998,9,-150243.00303433786,-132432.60440173786,17810.3986326,0.4895150720838794
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,train,2026-04,1232,169.4415,9,-96083.94562060972,-82074.31907080972,14009.6265498,0.476461038961039
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,train,2026-05,1745,257.9805,9,-130440.00330659148,-109109.86598999148,21330.1373166,0.4951289398280802
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,pessimistic_queue,train,2026-06,1871,273.051,9,-205577.4251114335,-183001.2407702335,22576.1843412,0.5200427578834848
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,base_queue,test,2026-07,1561,421.925,9,-179150.85824552356,-144265.59293552354,34885.26531,0.4971172325432415
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,base_queue,test,2026-08,2054,573.5625,9,-278560.4565646913,-231137.6207896913,47422.83577500001,0.5408958130477117
P89_L5_IMBALANCE_Q0_75_I0_5,l5_imbalance,base_queue,test,2026-09,1395,353.71250000000003,9,-163754.55474285857,-134509.18078785858,29245.373955000003,0.5168458781362008
