file,rows,column_count,required_schema_pass,missing_required_columns,observed_trade_dates,observed_symbols,read_status,read_error,location,trade_date,exchange,symbol
real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-034504_701826-000032.parquet,1,54,True,,2026-07-10,WIPRO,ok,,target,2026-07-10,NSE,WIPRO
real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-100502_587143-050514.parquet,1,54,True,,2026-07-10,WIPRO,ok,,target,2026-07-10,NSE,WIPRO
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-034500_632676-000001.parquet,1,54,True,,2026-07-14,ADANIPORTS,ok,,scratch,2026-07-14,NSE,ADANIPORTS
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-100139_611568-049722.parquet,1,54,True,,2026-07-14,ADANIPORTS,ok,,scratch,2026-07-14,NSE,ADANIPORTS
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-034500_798004-000002.parquet,1,54,True,,2026-07-14,AXISBANK,ok,,scratch,2026-07-14,NSE,AXISBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-100139_756420-049723.parquet,1,54,True,,2026-07-14,AXISBANK,ok,,scratch,2026-07-14,NSE,AXISBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-034500_954024-000003.parquet,2,54,True,,2026-07-14,BAJAJ-AUTO,ok,,scratch,2026-07-14,NSE,BAJAJ-AUTO
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-100119_773845-049696.parquet,1,54,True,,2026-07-14,BAJAJ-AUTO,ok,,scratch,2026-07-14,NSE,BAJAJ-AUTO
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-034501_115368-000004.parquet,1,54,True,,2026-07-14,BANKBEES,ok,,scratch,2026-07-14,NSE,BANKBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-100139_904980-049724.parquet,1,54,True,,2026-07-14,BANKBEES,ok,,scratch,2026-07-14,NSE,BANKBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-034501_274405-000005.parquet,2,54,True,,2026-07-14,BHARTIARTL,ok,,scratch,2026-07-14,NSE,BHARTIARTL
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-100119_906571-049697.parquet,1,54,True,,2026-07-14,BHARTIARTL,ok,,scratch,2026-07-14,NSE,BHARTIARTL
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-034501_414136-000006.parquet,1,54,True,,2026-07-14,BPCL,ok,,scratch,2026-07-14,NSE,BPCL
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-100140_055285-049725.parquet,1,54,True,,2026-07-14,BPCL,ok,,scratch,2026-07-14,NSE,BPCL
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\part-034501_562116-000007.parquet,1,54,True,,2026-07-14,BRITANNIA,ok,,scratch,2026-07-14,NSE,BRITANNIA
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\part-100120_192084-049699.parquet,1,54,True,,2026-07-14,BRITANNIA,ok,,scratch,2026-07-14,NSE,BRITANNIA
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\part-034501_706625-000008.parquet,1,54,True,,2026-07-14,CIPLA,ok,,scratch,2026-07-14,NSE,CIPLA
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\part-100120_331836-049700.parquet,1,54,True,,2026-07-14,CIPLA,ok,,scratch,2026-07-14,NSE,CIPLA
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\part-034501_839149-000009.parquet,1,54,True,,2026-07-14,DRREDDY,ok,,scratch,2026-07-14,NSE,DRREDDY
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\part-100140_216627-049726.parquet,1,54,True,,2026-07-14,DRREDDY,ok,,scratch,2026-07-14,NSE,DRREDDY
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\part-034501_979205-000010.parquet,1,54,True,,2026-07-14,GOLDBEES,ok,,scratch,2026-07-14,NSE,GOLDBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\part-100120_471606-049701.parquet,1,54,True,,2026-07-14,GOLDBEES,ok,,scratch,2026-07-14,NSE,GOLDBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\part-034502_145371-000011.parquet,2,54,True,,2026-07-14,HCLTECH,ok,,scratch,2026-07-14,NSE,HCLTECH
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\part-100140_372066-049727.parquet,1,54,True,,2026-07-14,HCLTECH,ok,,scratch,2026-07-14,NSE,HCLTECH
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\part-034502_307986-000012.parquet,2,54,True,,2026-07-14,HDFCBANK,ok,,scratch,2026-07-14,NSE,HDFCBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\part-100120_774208-049703.parquet,1,54,True,,2026-07-14,HDFCBANK,ok,,scratch,2026-07-14,NSE,HDFCBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\part-034502_458235-000013.parquet,1,54,True,,2026-07-14,HINDUNILVR,ok,,scratch,2026-07-14,NSE,HINDUNILVR
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\part-100120_911778-049704.parquet,1,54,True,,2026-07-14,HINDUNILVR,ok,,scratch,2026-07-14,NSE,HINDUNILVR
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\part-034502_624959-000014.parquet,2,54,True,,2026-07-14,ICICIBANK,ok,,scratch,2026-07-14,NSE,ICICIBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\part-100121_048327-049705.parquet,1,54,True,,2026-07-14,ICICIBANK,ok,,scratch,2026-07-14,NSE,ICICIBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=INFY\part-034502_778784-000015.parquet,2,54,True,,2026-07-14,INFY,ok,,scratch,2026-07-14,NSE,INFY
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=INFY\part-100121_213170-049706.parquet,1,54,True,,2026-07-14,INFY,ok,,scratch,2026-07-14,NSE,INFY
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\part-034502_932658-000016.parquet,1,54,True,,2026-07-14,ITBEES,ok,,scratch,2026-07-14,NSE,ITBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\part-100140_527770-049728.parquet,1,54,True,,2026-07-14,ITBEES,ok,,scratch,2026-07-14,NSE,ITBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ITC\part-034503_084404-000017.parquet,2,54,True,,2026-07-14,ITC,ok,,scratch,2026-07-14,NSE,ITC
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ITC\part-100140_688473-049729.parquet,1,54,True,,2026-07-14,ITC,ok,,scratch,2026-07-14,NSE,ITC
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\part-034503_213734-000018.parquet,1,54,True,,2026-07-14,JUNIORBEES,ok,,scratch,2026-07-14,NSE,JUNIORBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\part-100121_489966-049708.parquet,1,54,True,,2026-07-14,JUNIORBEES,ok,,scratch,2026-07-14,NSE,JUNIORBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\part-034503_345395-000019.parquet,2,54,True,,2026-07-14,KOTAKBANK,ok,,scratch,2026-07-14,NSE,KOTAKBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\part-100121_630926-049709.parquet,2,54,True,,2026-07-14,KOTAKBANK,ok,,scratch,2026-07-14,NSE,KOTAKBANK
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=LT\part-034503_507822-000020.parquet,1,54,True,,2026-07-14,LT,ok,,scratch,2026-07-14,NSE,LT
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=LT\part-100121_774998-049710.parquet,1,54,True,,2026-07-14,LT,ok,,scratch,2026-07-14,NSE,LT
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=M&M\part-034503_646284-000021.parquet,1,54,True,,2026-07-14,M&M,ok,,scratch,2026-07-14,NSE,M&M
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=M&M\part-100121_909056-049711.parquet,1,54,True,,2026-07-14,M&M,ok,,scratch,2026-07-14,NSE,M&M
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\part-034503_791797-000022.parquet,1,54,True,,2026-07-14,MARUTI,ok,,scratch,2026-07-14,NSE,MARUTI
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\part-100122_045792-049712.parquet,1,54,True,,2026-07-14,MARUTI,ok,,scratch,2026-07-14,NSE,MARUTI
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\part-034503_918807-000023.parquet,1,54,True,,2026-07-14,NESTLEIND,ok,,scratch,2026-07-14,NSE,NESTLEIND
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\part-100122_195009-049713.parquet,1,54,True,,2026-07-14,NESTLEIND,ok,,scratch,2026-07-14,NSE,NESTLEIND
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\part-034504_048836-000024.parquet,1,54,True,,2026-07-14,NIFTYBEES,ok,,scratch,2026-07-14,NSE,NIFTYBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\part-100122_330537-049714.parquet,1,54,True,,2026-07-14,NIFTYBEES,ok,,scratch,2026-07-14,NSE,NIFTYBEES
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\part-034504_188129-000025.parquet,1,54,True,,2026-07-14,ONGC,ok,,scratch,2026-07-14,NSE,ONGC
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\part-100122_482859-049715.parquet,1,54,True,,2026-07-14,ONGC,ok,,scratch,2026-07-14,NSE,ONGC
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\part-034504_340968-000026.parquet,1,54,True,,2026-07-14,RELIANCE,ok,,scratch,2026-07-14,NSE,RELIANCE
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\part-100140_835336-049730.parquet,1,54,True,,2026-07-14,RELIANCE,ok,,scratch,2026-07-14,NSE,RELIANCE
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\part-034504_489891-000027.parquet,1,54,True,,2026-07-14,SBIN,ok,,scratch,2026-07-14,NSE,SBIN
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\part-100141_008621-049731.parquet,1,54,True,,2026-07-14,SBIN,ok,,scratch,2026-07-14,NSE,SBIN
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\part-034504_658564-000028.parquet,1,54,True,,2026-07-14,SUNPHARMA,ok,,scratch,2026-07-14,NSE,SUNPHARMA
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\part-100122_775631-049717.parquet,1,54,True,,2026-07-14,SUNPHARMA,ok,,scratch,2026-07-14,NSE,SUNPHARMA
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=TCS\part-034504_838768-000029.parquet,2,54,True,,2026-07-14,TCS,ok,,scratch,2026-07-14,NSE,TCS
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=TCS\part-100122_919601-049718.parquet,1,54,True,,2026-07-14,TCS,ok,,scratch,2026-07-14,NSE,TCS
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\part-034504_986692-000030.parquet,1,54,True,,2026-07-14,TECHM,ok,,scratch,2026-07-14,NSE,TECHM
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\part-100123_059873-049719.parquet,1,54,True,,2026-07-14,TECHM,ok,,scratch,2026-07-14,NSE,TECHM
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\part-034505_129076-000031.parquet,1,54,True,,2026-07-14,ULTRACEMCO,ok,,scratch,2026-07-14,NSE,ULTRACEMCO
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\part-100123_201560-049720.parquet,1,54,True,,2026-07-14,ULTRACEMCO,ok,,scratch,2026-07-14,NSE,ULTRACEMCO
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\part-034505_294518-000032.parquet,1,54,True,,2026-07-14,WIPRO,ok,,scratch,2026-07-14,NSE,WIPRO
scratch_azcopy_selected\raw_l2\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\part-100141_162655-049732.parquet,1,54,True,,2026-07-14,WIPRO,ok,,scratch,2026-07-14,NSE,WIPRO
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-034500_632676-000001.parquet,1,54,True,,2026-07-14,ADANIPORTS,ok,,target,2026-07-14,NSE,ADANIPORTS
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-100139_611568-049722.parquet,1,54,True,,2026-07-14,ADANIPORTS,ok,,target,2026-07-14,NSE,ADANIPORTS
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-034500_798004-000002.parquet,1,54,True,,2026-07-14,AXISBANK,ok,,target,2026-07-14,NSE,AXISBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-100139_756420-049723.parquet,1,54,True,,2026-07-14,AXISBANK,ok,,target,2026-07-14,NSE,AXISBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-034500_954024-000003.parquet,2,54,True,,2026-07-14,BAJAJ-AUTO,ok,,target,2026-07-14,NSE,BAJAJ-AUTO
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-100119_773845-049696.parquet,1,54,True,,2026-07-14,BAJAJ-AUTO,ok,,target,2026-07-14,NSE,BAJAJ-AUTO
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-034501_115368-000004.parquet,1,54,True,,2026-07-14,BANKBEES,ok,,target,2026-07-14,NSE,BANKBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-100139_904980-049724.parquet,1,54,True,,2026-07-14,BANKBEES,ok,,target,2026-07-14,NSE,BANKBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-034501_274405-000005.parquet,2,54,True,,2026-07-14,BHARTIARTL,ok,,target,2026-07-14,NSE,BHARTIARTL
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-100119_906571-049697.parquet,1,54,True,,2026-07-14,BHARTIARTL,ok,,target,2026-07-14,NSE,BHARTIARTL
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-034501_414136-000006.parquet,1,54,True,,2026-07-14,BPCL,ok,,target,2026-07-14,NSE,BPCL
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-100140_055285-049725.parquet,1,54,True,,2026-07-14,BPCL,ok,,target,2026-07-14,NSE,BPCL
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\part-034501_562116-000007.parquet,1,54,True,,2026-07-14,BRITANNIA,ok,,target,2026-07-14,NSE,BRITANNIA
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\part-100120_192084-049699.parquet,1,54,True,,2026-07-14,BRITANNIA,ok,,target,2026-07-14,NSE,BRITANNIA
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\part-034501_706625-000008.parquet,1,54,True,,2026-07-14,CIPLA,ok,,target,2026-07-14,NSE,CIPLA
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\part-100120_331836-049700.parquet,1,54,True,,2026-07-14,CIPLA,ok,,target,2026-07-14,NSE,CIPLA
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\part-034501_839149-000009.parquet,1,54,True,,2026-07-14,DRREDDY,ok,,target,2026-07-14,NSE,DRREDDY
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\part-100140_216627-049726.parquet,1,54,True,,2026-07-14,DRREDDY,ok,,target,2026-07-14,NSE,DRREDDY
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\part-034501_979205-000010.parquet,1,54,True,,2026-07-14,GOLDBEES,ok,,target,2026-07-14,NSE,GOLDBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\part-100120_471606-049701.parquet,1,54,True,,2026-07-14,GOLDBEES,ok,,target,2026-07-14,NSE,GOLDBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\part-034502_145371-000011.parquet,2,54,True,,2026-07-14,HCLTECH,ok,,target,2026-07-14,NSE,HCLTECH
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\part-100140_372066-049727.parquet,1,54,True,,2026-07-14,HCLTECH,ok,,target,2026-07-14,NSE,HCLTECH
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\part-034502_307986-000012.parquet,2,54,True,,2026-07-14,HDFCBANK,ok,,target,2026-07-14,NSE,HDFCBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\part-100120_774208-049703.parquet,1,54,True,,2026-07-14,HDFCBANK,ok,,target,2026-07-14,NSE,HDFCBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\part-034502_458235-000013.parquet,1,54,True,,2026-07-14,HINDUNILVR,ok,,target,2026-07-14,NSE,HINDUNILVR
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\part-100120_911778-049704.parquet,1,54,True,,2026-07-14,HINDUNILVR,ok,,target,2026-07-14,NSE,HINDUNILVR
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\part-034502_624959-000014.parquet,2,54,True,,2026-07-14,ICICIBANK,ok,,target,2026-07-14,NSE,ICICIBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\part-100121_048327-049705.parquet,1,54,True,,2026-07-14,ICICIBANK,ok,,target,2026-07-14,NSE,ICICIBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=INFY\part-034502_778784-000015.parquet,2,54,True,,2026-07-14,INFY,ok,,target,2026-07-14,NSE,INFY
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=INFY\part-100121_213170-049706.parquet,1,54,True,,2026-07-14,INFY,ok,,target,2026-07-14,NSE,INFY
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\part-034502_932658-000016.parquet,1,54,True,,2026-07-14,ITBEES,ok,,target,2026-07-14,NSE,ITBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\part-100140_527770-049728.parquet,1,54,True,,2026-07-14,ITBEES,ok,,target,2026-07-14,NSE,ITBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ITC\part-034503_084404-000017.parquet,2,54,True,,2026-07-14,ITC,ok,,target,2026-07-14,NSE,ITC
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ITC\part-100140_688473-049729.parquet,1,54,True,,2026-07-14,ITC,ok,,target,2026-07-14,NSE,ITC
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\part-034503_213734-000018.parquet,1,54,True,,2026-07-14,JUNIORBEES,ok,,target,2026-07-14,NSE,JUNIORBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\part-100121_489966-049708.parquet,1,54,True,,2026-07-14,JUNIORBEES,ok,,target,2026-07-14,NSE,JUNIORBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\part-034503_345395-000019.parquet,2,54,True,,2026-07-14,KOTAKBANK,ok,,target,2026-07-14,NSE,KOTAKBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\part-100121_630926-049709.parquet,2,54,True,,2026-07-14,KOTAKBANK,ok,,target,2026-07-14,NSE,KOTAKBANK
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=LT\part-034503_507822-000020.parquet,1,54,True,,2026-07-14,LT,ok,,target,2026-07-14,NSE,LT
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=LT\part-100121_774998-049710.parquet,1,54,True,,2026-07-14,LT,ok,,target,2026-07-14,NSE,LT
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=M&M\part-034503_646284-000021.parquet,1,54,True,,2026-07-14,M&M,ok,,target,2026-07-14,NSE,M&M
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=M&M\part-100121_909056-049711.parquet,1,54,True,,2026-07-14,M&M,ok,,target,2026-07-14,NSE,M&M
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\part-034503_791797-000022.parquet,1,54,True,,2026-07-14,MARUTI,ok,,target,2026-07-14,NSE,MARUTI
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\part-100122_045792-049712.parquet,1,54,True,,2026-07-14,MARUTI,ok,,target,2026-07-14,NSE,MARUTI
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\part-034503_918807-000023.parquet,1,54,True,,2026-07-14,NESTLEIND,ok,,target,2026-07-14,NSE,NESTLEIND
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\part-100122_195009-049713.parquet,1,54,True,,2026-07-14,NESTLEIND,ok,,target,2026-07-14,NSE,NESTLEIND
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\part-034504_048836-000024.parquet,1,54,True,,2026-07-14,NIFTYBEES,ok,,target,2026-07-14,NSE,NIFTYBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\part-100122_330537-049714.parquet,1,54,True,,2026-07-14,NIFTYBEES,ok,,target,2026-07-14,NSE,NIFTYBEES
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\part-034504_188129-000025.parquet,1,54,True,,2026-07-14,ONGC,ok,,target,2026-07-14,NSE,ONGC
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\part-100122_482859-049715.parquet,1,54,True,,2026-07-14,ONGC,ok,,target,2026-07-14,NSE,ONGC
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\part-034504_340968-000026.parquet,1,54,True,,2026-07-14,RELIANCE,ok,,target,2026-07-14,NSE,RELIANCE
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\part-100140_835336-049730.parquet,1,54,True,,2026-07-14,RELIANCE,ok,,target,2026-07-14,NSE,RELIANCE
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\part-034504_489891-000027.parquet,1,54,True,,2026-07-14,SBIN,ok,,target,2026-07-14,NSE,SBIN
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\part-100141_008621-049731.parquet,1,54,True,,2026-07-14,SBIN,ok,,target,2026-07-14,NSE,SBIN
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\part-034504_658564-000028.parquet,1,54,True,,2026-07-14,SUNPHARMA,ok,,target,2026-07-14,NSE,SUNPHARMA
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\part-100122_775631-049717.parquet,1,54,True,,2026-07-14,SUNPHARMA,ok,,target,2026-07-14,NSE,SUNPHARMA
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=TCS\part-034504_838768-000029.parquet,2,54,True,,2026-07-14,TCS,ok,,target,2026-07-14,NSE,TCS
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=TCS\part-100122_919601-049718.parquet,1,54,True,,2026-07-14,TCS,ok,,target,2026-07-14,NSE,TCS
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\part-034504_986692-000030.parquet,1,54,True,,2026-07-14,TECHM,ok,,target,2026-07-14,NSE,TECHM
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\part-100123_059873-049719.parquet,1,54,True,,2026-07-14,TECHM,ok,,target,2026-07-14,NSE,TECHM
real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\part-034505_129076-000031.parquet,1,54,True,,2026-07-14,ULTRACEMCO,ok,,target,2026-07-14,NSE,ULTRACEMCO
