artifact_id,manifest_path,required_field,current_coverage_status,matched_aliases,remediation_status,recommended_value_source,recommended_action
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase20_m02,outputs/phase20_m02/strategy_support_contract_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase20_m03,outputs/phase20_m03/predictive_validation_contract_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase20_m04,outputs/phase20_m04/robustness_execution_contract_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase3,outputs/phase3/regime_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase3,outputs/phase3/regime_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase3,outputs/phase3/regime_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase3,outputs/phase3/regime_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase3,outputs/phase3/regime_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase3,outputs/phase3/regime_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase3,outputs/phase3/regime_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase3,outputs/phase3/regime_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase3,outputs/phase3/regime_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase3,outputs/phase3/regime_manifest.json,ticker_metadata_version,present_exact,symbols;ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase4,outputs/phase4/scenario_manifest.json,ticker_metadata_version,present_exact,symbols;ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase5,outputs/phase5/price_process_manifest.json,ticker_metadata_version,present_exact,symbols;ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase6,outputs/phase6/l2_book_manifest.json,ticker_metadata_version,present_exact,symbols;ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase7,outputs/phase7/shock_library_manifest.json,ticker_metadata_version,present_exact,target_symbols;ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase8,outputs/phase8/retail_feed_manifest.json,ticker_metadata_version,present_exact,symbols;ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase9,outputs/phase9/data_product_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
stage_a1,outputs/stage_a1/manifest_check.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
