scenario_id,scope,family_id,entry_timing_policy,horizon_seconds,depth_threshold_quantile,trade_rows,diagnostic_trade_dates,symbols,positive_symbol_date_cells,net_pnl_inr,side_flip_net_pnl_inr,random_side_net_pnl_inr,annualized_return_pct,side_flip_annualized_return_pct,random_side_annualized_return_pct,control_pass,above12,acceptance_candidate
P345_0061_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_delay_300s_H900_Q0p5,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,delay_300s,900,0.5,7,4,3,1,-105.29225808260594,-2481.7228506476117,-131.94624910798555,-2.6533649036816698,-62.53941583631982,-3.3250454775212357,1,0,0
P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,40,6,13,14,-290.2760768086655,-16975.724632787747,-9847.033142524822,-4.876638090385581,-285.1921738308342,-165.430156794417,1,0,0
P345_0047_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H300_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,300,0.75,1,1,1,0,-59.44483418321164,-294.05331858878833,-59.44483418321164,-5.992039285667733,-29.640574513749865,-5.992039285667733,0,0,0
P345_0016_P344_CATALYST_CATEGORY_CONTINUATION_delay_60s_H1800_Q0p5,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_60s,1800,0.5,7,4,5,1,-334.7647866444089,-2245.2259347636173,-1878.3118777343943,-8.436072623439104,-56.57969355604315,-47.33345931890674,1,0,0
P345_0006_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H1800_Q0p0,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,1800,0.0,40,6,13,13,-518.6089934886018,-16337.238568806926,-11385.767501420905,-8.71263109060851,-274.4656079559564,-191.28089402387118,1,0,0
P345_0064_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_delay_300s_H1800_Q0p5,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,delay_300s,1800,0.5,7,4,3,1,-392.6220290796264,-2235.4934750900293,-1759.0713012276206,-9.894075132806584,-56.33443557226874,-44.32859679093604,1,0,0
P345_0003_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H900_Q0p0,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,900,0.0,40,6,13,12,-634.5603182890011,-16297.333189808103,-17593.948257609696,-10.66061334725522,-273.79519758877615,-295.5783307278429,1,0,0
P345_0041_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H900_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,900,0.75,3,2,3,1,-594.086644891632,-552.5841735912029,-594.086644891632,-29.941966902538255,-27.850242348996623,-29.941966902538255,0,0,0
P345_0011_P344_CATALYST_CATEGORY_CONTINUATION_delay_60s_H300_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_60s,300,0.75,1,1,1,0,-299.6858525344087,-123.2796801136,-299.6858525344087,-30.208333935468396,-12.426591755450879,-30.208333935468396,0,0,0
P345_0050_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H900_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,900,0.75,1,1,1,0,-321.6801818895942,-64.07052534878835,-64.07052534878835,-32.4253623344711,-6.458308955157865,-6.458308955157865,0,0,0
P345_0020_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H300_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,300,0.75,2,1,2,0,-333.3155115487883,-395.7149938352262,-333.3155115487883,-33.59820356411787,-39.8880713785908,-33.59820356411787,0,0,0
P345_0038_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H300_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,300,0.75,3,2,3,1,-667.5982515280175,-471.3902483256203,-667.5982515280175,-33.646951877012086,-23.758068515611264,-33.646951877012086,0,0,0
P345_0035_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H1800_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,1800,0.75,25,4,6,2,-1648.967945245319,-8890.523449235703,-5324.16835452769,-41.55399222018204,-224.04119092073972,-134.16904253409777,1,0,0
P345_0023_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H900_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,900,0.75,2,1,2,0,-436.30780591278835,-315.9042358375797,-436.30780591278835,-43.97982683600907,-31.84314697242803,-43.97982683600907,0,0,0
P345_0005_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H900_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,900,0.75,11,3,6,3,-1654.4083423508614,-2780.4965845369106,-2369.3015634792846,-55.58812030298895,-93.42468524044018,-79.60853253290396,1,0,0
P345_0060_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_delay_300s_H900_Q0p0,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,delay_300s,900,0.0,27,6,5,3,-3385.724449297565,-6971.397979037059,-4145.200843570978,-56.8801707481991,-117.11948604782258,-69.63937417199243,1,0,0
P345_0019_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H300_Q0p5,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,300,0.5,6,3,4,0,-1877.1339234695765,-401.8952015432087,-334.48758258238536,-63.07169982857777,-13.503678771851812,-11.238782774768149,0,0,0
P345_0059_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_market_open_or_first_tick_after_announcement_H1800_Q0p75,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,market_open_or_first_tick_after_announcement,1800,0.75,5,4,3,1,-2542.6653546200205,544.9332761076232,-424.99773895198535,-64.07516693642452,13.732318557912105,-10.709943021590032,0,0,0
P345_0008_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H1800_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,1800,0.75,11,3,6,3,-1924.7881131860552,-2527.162436657264,-3810.622718590873,-64.67288060305145,-84.91265787168408,-128.03692334465333,1,0,0
P345_0018_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H300_Q0p0,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,300,0.0,40,6,13,6,-3872.6892737803214,-11558.588361164551,-5821.927323830641,-65.0611797995094,-194.18428446756445,-97.80837904035478,1,0,0
P345_0056_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_market_open_or_first_tick_after_announcement_H900_Q0p75,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,market_open_or_first_tick_after_announcement,900,0.75,5,4,3,1,-2622.8531498272173,570.1467353220057,-2051.5311789939856,-66.09589937564587,14.367697730114546,-51.69858571064844,0,0,0
P345_0049_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H900_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,900,0.5,18,6,12,5,-4155.453753842623,-2562.9687854117265,-4251.446334828443,-69.81162306455606,-43.057875594917014,-71.42429842511784,0,0,0
P345_0063_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_delay_300s_H1800_Q0p0,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,delay_300s,1800,0.0,27,6,5,3,-4251.269069898234,-6098.767774385446,-6065.83704660862,-71.42132037429033,-102.45929860967549,-101.9060623830248,1,0,0
P345_0044_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H1800_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,1800,0.75,3,2,3,1,-1424.669741032803,239.88370516918258,-2404.796597101209,-71.80335494805327,12.090138740526802,-121.20174849390092,0,0,0
P345_0046_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H300_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,300,0.5,18,6,12,3,-4544.510628322878,-2288.367987380033,-3135.2651031508376,-76.34777855582435,-38.44458218798455,-52.67245373293408,0,0,0
P345_0025_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H1800_Q0p5,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,1800,0.5,6,3,4,1,-2468.889649727965,211.98754606240874,-1000.4477778175709,-82.95469223085964,7.122781547696934,-33.61504533467039,0,0,0
P345_0022_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H900_Q0p5,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,900,0.5,6,3,4,0,-2867.5598221835626,610.0412012384521,712.7473741924495,-96.3500100253677,20.49738436161199,23.948311772866305,0,0,0
P345_0040_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H900_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,900,0.5,27,6,15,7,-6694.723187956661,-3590.819875748999,-2214.0843184466175,-112.4713495576719,-60.32577391258318,-37.196616549903176,0,0,0
P345_0032_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H900_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,900,0.75,25,4,6,2,-4497.119895199024,-6076.505853625349,-3925.7584083710008,-113.32742135901539,-153.1279475113588,-98.92911189094922,0,0,0
P345_0043_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H1800_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,1800,0.5,27,6,15,8,-7095.011948719631,-3168.3723735989433,-6779.382555771336,-119.1962007384898,-53.22865587646225,-113.89362693695846,0,0,0
P345_0052_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H1800_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,1800,0.5,18,6,12,3,-7150.630855568204,342.78924485422147,-2445.7118901615368,-120.13059837354585,5.7588593135509205,-41.087959754713815,0,0,0
P345_0053_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H1800_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,1800,0.75,1,1,1,0,-1204.9992478480058,819.0634006928087,-1204.9992478480058,-121.46392418307899,82.56159078983512,-121.46392418307899,0,0,0
P345_0066_P344_NEGATIVE_CONTROL_FAILED_SURVIVOR_REPLAY_phase342_exact_H900_Q0p0,isolated_all_events,P344_NEGATIVE_CONTROL_FAILED_SURVIVOR_REPLAY,phase342_exact,900,0.0,98,7,23,26,-8858.826357085394,-23427.886357085248,0.0,-127.56709954202968,-337.36156354202757,0.0,0,0,0
P345_0034_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H1800_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,1800,0.5,49,6,17,8,-7799.305598840013,-12837.574290477078,-15138.831695563835,-131.0283340605122,-215.67124808001486,-254.33237248547243,1,0,0
P345_0017_P344_CATALYST_CATEGORY_CONTINUATION_delay_60s_H1800_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_60s,1800,0.75,1,1,1,0,-1324.4091851967971,901.6584752239883,901.6584752239883,-133.50044586783716,90.88717430257802,90.88717430257802,0,0,0
P345_0014_P344_CATALYST_CATEGORY_CONTINUATION_delay_60s_H900_Q0p75,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_60s,900,0.75,1,1,1,0,-1366.406043092797,943.6641373279883,-1366.406043092797,-137.73372914375395,95.12134504266122,-137.73372914375395,0,0,0
P345_0037_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H300_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,300,0.5,27,6,15,5,-8994.939402958466,-1462.4871499218239,-6592.754028834521,-151.11498196970223,-24.56978411868664,-110.75826768441995,0,0,0
P345_0031_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H900_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,900,0.5,49,6,17,8,-9059.570233344664,-11654.804719937696,-13693.921749529167,-152.20077992019034,-195.80071929495327,-230.05788539209001,1,0,0
P345_0024_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H1800_Q0p0,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,1800,0.0,40,6,13,12,-9167.933096360524,-6045.135181704012,-15031.629503336084,-154.0212760188568,-101.5582710526274,-252.5313756560462,0,0,0
P345_0021_P344_CATALYST_CATEGORY_CONTINUATION_delay_300s_H900_Q0p0,isolated_all_events,P344_CATALYST_CATEGORY_CONTINUATION,delay_300s,900,0.0,40,6,13,8,-10066.45587104547,-5234.7359448885245,-5242.0482277497995,-169.11645863356387,-87.94356387412721,-88.06641022619662,0,0,0
P345_0055_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_market_open_or_first_tick_after_announcement_H900_Q0p5,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,market_open_or_first_tick_after_announcement,900,0.5,16,6,5,1,-11406.324512064417,4522.788312154221,-134.70541740478512,-191.62625180268222,75.98284364419091,-2.2630510124003904,0,0,0
P345_0057_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_market_open_or_first_tick_after_announcement_H1800_Q0p0,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,market_open_or_first_tick_after_announcement,1800,0.0,28,7,5,3,-13572.029333143839,1938.833118424003,-1550.2408416600404,-195.43722239727126,27.919196905305647,-22.32346811990458,0,0,0
P345_0054_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_market_open_or_first_tick_after_announcement_H900_Q0p0,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,market_open_or_first_tick_after_announcement,900,0.0,28,7,5,3,-13755.157644651588,1999.4377130066637,-4828.849353878127,-198.07427008298285,28.791903067295955,-69.53543069584502,0,0,0
P345_0058_P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC_market_open_or_first_tick_after_announcement_H1800_Q0p5,isolated_all_events,P344_SBIN_AND_BANK_CATALYST_DIAGNOSTIC,market_open_or_first_tick_after_announcement,1800,0.5,16,6,5,1,-11838.103988176234,5115.326337768023,289.53921430337095,-198.88014700136068,85.9374824745028,4.864258800296632,0,0,0
P345_0045_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_300s_H300_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_300s,300,0.0,97,7,23,10,-14577.543218890803,-22630.127756316368,-21734.13518221918,-209.91662235202756,-325.87383969095566,-312.9715466239562,1,0,0
P345_0033_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H1800_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,1800,0.0,98,7,23,18,-17463.162697832686,-24049.112158071024,-22727.077665349985,-251.46954284879067,-346.30721507622275,-327.26991838103976,1,0,0
P345_0030_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H900_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,900,0.0,98,7,23,18,-18988.23020167602,-22793.835960453507,-24690.586504463754,-273.43051490413467,-328.23123783053046,-355.54444566427804,1,0,0
P345_0028_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H300_Q0p5,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,300,0.5,49,6,17,5,-18337.29605895874,-3076.801724603408,-12526.134827239819,-308.06657379050677,-51.690268973337254,-210.43906509762894,0,0,0
P345_0027_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H300_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,300,0.0,98,7,23,14,-26207.491977624042,-16323.285663994546,-20340.078342593097,-377.38788447778626,-235.05531356152147,-292.8971281333406,0,0,0
P345_0029_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_first_valid_tick_H300_Q0p75,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,first_valid_tick,300,0.75,25,4,6,1,-15554.537216024204,4476.577735173781,-4598.856683694434,-391.97433784380996,112.80975892637929,-115.89118842909973,0,0,0
P345_0042_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H1800_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,1800,0.0,98,7,23,22,-37507.48337506315,-620.5018553599675,-18412.55706327211,-540.1077606009093,-8.93522671718353,-265.14082171111835,0,0,0
P345_0039_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H900_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,900,0.0,98,7,23,19,-42291.032346493754,4187.012583295718,-26434.947611507447,-608.9908657895102,60.29298119945834,-380.66324560570723,0,0,0
P345_0036_P344_FULL_DEPTH_CATALYST_REACTION_FILTER_delay_60s_H300_Q0p0,isolated_all_events,P344_FULL_DEPTH_CATALYST_REACTION_FILTER,delay_60s,300,0.0,98,7,23,12,-42891.88426295765,4359.681655170647,-22040.715927578727,-617.6431333865901,62.77941583445732,-317.38630935713365,0,0,0
