scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase298_variant_id,strategy_family,symbol,threshold_quantile,daily_event_limit,exit_horizon_ticks,selected_event_rows,trade_months,source_files,uses_raw_book_state_l1_l5,uses_top5,uses_levels_2_to_5,uses_order_count_levels_1_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,57,3,54,0,54,0,1,1,1,1,19,-496.08720000000005,-0.04960872,-0.6579682863157895,1,0,300000.0,0.3,0.09473684210526316,-496.08720000000005,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,3,57,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,57,6,51,0,51,0,1,1,1,1,19,-992.1744,-0.09921743999999999,-1.3159365726315788,1,0,600000.0,0.6,0.18421052631578946,-992.1744,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,3,57,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,57,3,54,0,54,0,1,1,1,1,19,-391.4782528582956,-0.03914782528582956,-0.5192237880015288,1,0,300000.0,0.3,0.09473684210526316,-391.4782528582956,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,6,57,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,57,6,51,0,51,0,1,1,1,1,19,-856.9018934323149,-0.08569018934323148,-1.1365225112891755,1,0,600000.0,0.6,0.18421052631578946,-856.9018934323149,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,6,57,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,8,1,7,0,7,0,1,1,1,1,8,-165.3624,-0.01653624,-0.52089156,1,0,100000.0,0.1,0.08750000000000001,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,1,8,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,8,2,6,0,6,0,1,1,1,1,8,-330.7248,-0.03307248,-1.04178312,1,0,200000.0,0.2,0.1625,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,1,8,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,8,1,7,0,7,0,1,1,1,1,8,-165.3624,-0.01653624,-0.52089156,1,0,100000.0,0.1,0.08750000000000001,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,3,8,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3,1000000.0,100000.0,2,cost200,2.0,0.0,8,2,6,0,6,0,1,1,1,1,8,-330.7248,-0.03307248,-1.04178312,1,0,200000.0,0.2,0.1625,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,3,8,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6,1000000.0,100000.0,1,cost200,2.0,0.0,9,1,8,0,8,0,1,1,1,1,9,-165.3624,-0.01653624,-0.46301472000000005,1,0,100000.0,0.1,0.08888888888888889,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,6,9,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6,1000000.0,100000.0,2,cost200,2.0,0.0,9,2,7,0,7,0,1,1,1,1,9,-330.7248,-0.03307248,-0.9260294400000001,1,0,200000.0,0.2,0.16666666666666666,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,6,9,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1,1000000.0,100000.0,1,cost200,2.0,0.0,24,3,21,0,21,0,1,1,1,1,8,-496.08720000000005,-0.04960872,-1.56267468,1,0,300000.0,0.3,0.08750000000000001,-496.08720000000005,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,3,1,24,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1,1000000.0,100000.0,2,cost200,2.0,0.0,24,6,18,0,18,0,1,1,1,1,8,-992.1744,-0.09921743999999999,-3.1253493599999995,1,0,600000.0,0.6,0.1625,-992.1744,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,3,1,24,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,24,3,21,0,21,0,1,1,1,1,8,-496.08720000000005,-0.04960872,-1.56267468,1,0,300000.0,0.3,0.08750000000000001,-496.08720000000005,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,3,3,24,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,24,6,18,0,18,0,1,1,1,1,8,-992.1744,-0.09921743999999999,-3.1253493599999995,1,0,600000.0,0.6,0.1625,-992.1744,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,3,3,24,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,27,3,24,0,24,0,1,1,1,1,9,-391.4782528582956,-0.03914782528582956,-1.0961391080032277,1,0,300000.0,0.3,0.0888888888888889,-391.4782528582956,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,3,6,27,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,27,6,21,0,21,0,1,1,1,1,9,-819.2933575256291,-0.0819293357525629,-2.2940214010717614,1,0,600000.0,0.6,0.16666666666666666,-819.2933575256291,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-07_Q99_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,3,6,27,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,14,1,13,0,13,0,1,1,1,1,14,-165.3624,-0.01653624,-0.29765232,1,0,100000.0,0.1,0.09285714285714286,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,1,1,14,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,14,2,12,0,12,0,1,1,1,1,14,-330.7248,-0.03307248,-0.59530464,1,0,200000.0,0.2,0.17857142857142858,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,1,1,14,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,14,1,13,0,13,0,1,1,1,1,14,-165.3624,-0.01653624,-0.29765232,1,0,100000.0,0.1,0.09285714285714286,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,1,3,14,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3,1000000.0,100000.0,2,cost200,2.0,0.0,14,2,12,0,12,0,1,1,1,1,14,-330.7248,-0.03307248,-0.59530464,1,0,200000.0,0.2,0.17857142857142858,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,1,3,14,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6,1000000.0,100000.0,1,cost200,2.0,0.0,14,1,13,0,13,0,1,1,1,1,14,-165.3624,-0.01653624,-0.29765232,1,0,100000.0,0.1,0.09285714285714286,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,1,6,14,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6,1000000.0,100000.0,2,cost200,2.0,0.0,14,2,12,0,12,0,1,1,1,1,14,-330.7248,-0.03307248,-0.59530464,1,0,200000.0,0.2,0.17857142857142858,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL1_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,1,6,14,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1,1000000.0,100000.0,1,cost200,2.0,0.0,42,3,39,0,39,0,1,1,1,1,14,-496.08720000000005,-0.04960872,-0.89295696,1,0,300000.0,0.3,0.09285714285714286,-496.08720000000005,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,1,42,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1,1000000.0,100000.0,2,cost200,2.0,0.0,42,6,36,0,36,0,1,1,1,1,14,-992.1744,-0.09921743999999999,-1.7859139199999998,1,0,600000.0,0.6,0.17857142857142858,-992.1744,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,1,42,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,42,3,39,0,39,0,1,1,1,1,14,-496.08720000000005,-0.04960872,-0.89295696,1,0,300000.0,0.3,0.09285714285714286,-496.08720000000005,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,3,42,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,42,6,36,0,36,0,1,1,1,1,14,-992.1744,-0.09921743999999999,-1.7859139199999998,1,0,600000.0,0.6,0.17857142857142858,-992.1744,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,3,42,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,42,3,39,0,39,0,1,1,1,1,14,-855.1334833099827,-0.08551334833099827,-1.5392402699579688,1,0,300000.0,0.3,0.09285714285714286,-855.1334833099827,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,6,42,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,42,6,36,0,36,0,1,1,1,1,14,-1264.7261818889965,-0.12647261818889965,-2.2765071274001936,1,0,600000.0,0.6,0.17857142857142858,-1264.7261818889965,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q95_DL3_H6,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.95,3,6,42,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,6,1,5,0,5,0,1,1,1,1,6,-165.3624,-0.01653624,-0.69452208,1,0,100000.0,0.1,0.08333333333333333,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,6,2,4,0,4,0,1,1,1,1,6,-330.7248,-0.03307248,-1.38904416,1,0,200000.0,0.2,0.15,-330.7248,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H1,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0
P271_P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,6,1,5,0,5,0,1,1,1,1,6,-165.3624,-0.01653624,-0.69452208,1,0,100000.0,0.1,0.08333333333333333,-165.3624,1,0,0,0,0,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION_HDFCBANK_2026-08_Q99_DL1_H3,P298_RAW_BEYOND_L1_ABSORPTION_CONTINUATION,HDFCBANK,0.99,1,3,6,1,1,1,1,1,1,0,0,0,0,0,0
