horizon_sec,trade_date,exchange,symbol,split_role,rows_joined,used_in_phase184,used_in_phase197_feature_precommit
15,2026-07-08,NSE,GOLDBEES,train,583,1,1
15,2026-07-08,NSE,HCLTECH,train,583,1,1
15,2026-07-08,NSE,HDFCBANK,train,583,1,1
15,2026-07-08,NSE,HINDUNILVR,train,583,1,1
15,2026-07-08,NSE,ICICIBANK,train,583,1,1
15,2026-07-08,NSE,INFY,train,583,1,1
15,2026-07-08,NSE,ITBEES,train,583,1,1
15,2026-07-08,NSE,ITC,train,583,1,1
15,2026-07-08,NSE,JUNIORBEES,train,583,1,1
15,2026-07-08,NSE,KOTAKBANK,train,583,1,1
15,2026-07-08,NSE,LT,train,583,1,1
15,2026-07-08,NSE,M&M,train,583,1,1
15,2026-07-08,NSE,MARUTI,train,583,1,1
15,2026-07-08,NSE,NESTLEIND,train,583,1,1
15,2026-07-08,NSE,NIFTYBEES,train,583,1,1
15,2026-07-08,NSE,ONGC,train,583,1,1
15,2026-07-08,NSE,RELIANCE,train,583,1,1
15,2026-07-08,NSE,SBIN,train,583,1,1
15,2026-07-08,NSE,SUNPHARMA,train,583,1,1
15,2026-07-08,NSE,TCS,train,583,1,1
15,2026-07-08,NSE,TECHM,train,583,1,1
15,2026-07-08,NSE,ULTRACEMCO,train,583,1,1
15,2026-07-08,NSE,WIPRO,train,583,1,1
15,2026-07-09,NSE,ADANIPORTS,train,858,1,1
15,2026-07-09,NSE,AXISBANK,train,858,1,1
15,2026-07-09,NSE,BAJAJ-AUTO,train,858,1,1
15,2026-07-09,NSE,BANKBEES,train,859,1,1
15,2026-07-09,NSE,BHARTIARTL,train,858,1,1
15,2026-07-09,NSE,BPCL,train,858,1,1
15,2026-07-09,NSE,BRITANNIA,train,857,1,1
15,2026-07-09,NSE,CIPLA,train,858,1,1
15,2026-07-09,NSE,DRREDDY,train,858,1,1
15,2026-07-09,NSE,GOLDBEES,train,859,1,1
15,2026-07-09,NSE,HCLTECH,train,858,1,1
15,2026-07-09,NSE,HDFCBANK,train,858,1,1
15,2026-07-09,NSE,HINDUNILVR,train,858,1,1
15,2026-07-09,NSE,ICICIBANK,train,858,1,1
15,2026-07-09,NSE,INFY,train,858,1,1
15,2026-07-09,NSE,ITBEES,train,859,1,1
15,2026-07-09,NSE,ITC,train,858,1,1
15,2026-07-09,NSE,JUNIORBEES,train,859,1,1
15,2026-07-09,NSE,KOTAKBANK,train,858,1,1
15,2026-07-09,NSE,LT,train,858,1,1
15,2026-07-09,NSE,M&M,train,858,1,1
15,2026-07-09,NSE,MARUTI,train,858,1,1
15,2026-07-09,NSE,NESTLEIND,train,858,1,1
15,2026-07-09,NSE,NIFTYBEES,train,859,1,1
15,2026-07-09,NSE,ONGC,train,858,1,1
15,2026-07-09,NSE,RELIANCE,train,858,1,1
15,2026-07-09,NSE,SBIN,train,858,1,1
15,2026-07-09,NSE,SUNPHARMA,train,858,1,1
15,2026-07-09,NSE,TCS,train,858,1,1
15,2026-07-09,NSE,TECHM,train,858,1,1
15,2026-07-09,NSE,ULTRACEMCO,train,858,1,1
15,2026-07-09,NSE,WIPRO,train,858,1,1
15,2026-07-10,NSE,ADANIPORTS,train,1502,1,1
15,2026-07-10,NSE,AXISBANK,train,1502,1,1
15,2026-07-10,NSE,BAJAJ-AUTO,train,1502,1,1
15,2026-07-10,NSE,BANKBEES,train,1501,1,1
15,2026-07-10,NSE,BHARTIARTL,train,1502,1,1
15,2026-07-10,NSE,BPCL,train,1502,1,1
15,2026-07-10,NSE,BRITANNIA,train,1501,1,1
15,2026-07-10,NSE,CIPLA,train,1502,1,1
15,2026-07-10,NSE,DRREDDY,train,1502,1,1
15,2026-07-10,NSE,GOLDBEES,train,1501,1,1
15,2026-07-10,NSE,HCLTECH,train,1502,1,1
15,2026-07-10,NSE,HDFCBANK,train,1502,1,1
15,2026-07-10,NSE,HINDUNILVR,train,1502,1,1
15,2026-07-10,NSE,ICICIBANK,train,1502,1,1
15,2026-07-10,NSE,INFY,train,1501,1,1
15,2026-07-10,NSE,ITBEES,train,1501,1,1
15,2026-07-10,NSE,ITC,train,1502,1,1
15,2026-07-10,NSE,JUNIORBEES,train,1500,1,1
15,2026-07-10,NSE,KOTAKBANK,train,1502,1,1
15,2026-07-10,NSE,LT,train,1502,1,1
15,2026-07-10,NSE,M&M,train,1502,1,1
15,2026-07-10,NSE,MARUTI,train,1502,1,1
15,2026-07-10,NSE,NESTLEIND,train,1502,1,1
15,2026-07-10,NSE,NIFTYBEES,train,1501,1,1
15,2026-07-10,NSE,ONGC,train,1502,1,1
15,2026-07-10,NSE,RELIANCE,train,1501,1,1
15,2026-07-10,NSE,SBIN,train,1502,1,1
15,2026-07-10,NSE,SUNPHARMA,train,1502,1,1
15,2026-07-10,NSE,TCS,train,1501,1,1
15,2026-07-10,NSE,TECHM,train,1502,1,1
15,2026-07-10,NSE,ULTRACEMCO,train,1501,1,1
15,2026-07-10,NSE,WIPRO,train,1502,1,1
15,2026-07-13,NSE,ADANIPORTS,validation,1502,1,1
15,2026-07-13,NSE,AXISBANK,validation,1502,1,1
15,2026-07-13,NSE,BAJAJ-AUTO,validation,1502,1,1
15,2026-07-13,NSE,BANKBEES,validation,1502,1,1
15,2026-07-13,NSE,BHARTIARTL,validation,1502,1,1
15,2026-07-13,NSE,BPCL,validation,1502,1,1
15,2026-07-13,NSE,BRITANNIA,validation,1502,1,1
15,2026-07-13,NSE,CIPLA,validation,1502,1,1
15,2026-07-13,NSE,DRREDDY,validation,1502,1,1
15,2026-07-13,NSE,GOLDBEES,validation,1502,1,1
15,2026-07-13,NSE,HCLTECH,validation,1502,1,1
15,2026-07-13,NSE,HDFCBANK,validation,1502,1,1
15,2026-07-13,NSE,HINDUNILVR,validation,1502,1,1
15,2026-07-13,NSE,ICICIBANK,validation,1502,1,1
15,2026-07-13,NSE,INFY,validation,1502,1,1
15,2026-07-13,NSE,ITBEES,validation,1502,1,1
15,2026-07-13,NSE,ITC,validation,1502,1,1
15,2026-07-13,NSE,JUNIORBEES,validation,1502,1,1
15,2026-07-13,NSE,KOTAKBANK,validation,1502,1,1
15,2026-07-13,NSE,LT,validation,1502,1,1
15,2026-07-13,NSE,M&M,validation,1502,1,1
15,2026-07-13,NSE,MARUTI,validation,1502,1,1
15,2026-07-13,NSE,NESTLEIND,validation,1502,1,1
15,2026-07-13,NSE,NIFTYBEES,validation,1502,1,1
15,2026-07-13,NSE,ONGC,validation,1502,1,1
15,2026-07-13,NSE,RELIANCE,validation,1502,1,1
15,2026-07-13,NSE,SBIN,validation,1502,1,1
15,2026-07-13,NSE,SUNPHARMA,validation,1502,1,1
15,2026-07-13,NSE,TCS,validation,1502,1,1
15,2026-07-13,NSE,TECHM,validation,1502,1,1
15,2026-07-13,NSE,ULTRACEMCO,validation,1502,1,1
15,2026-07-13,NSE,WIPRO,validation,1502,1,1
15,2026-07-14,NSE,ADANIPORTS,test_untouched,0,0,0
15,2026-07-14,NSE,AXISBANK,test_untouched,0,0,0
15,2026-07-14,NSE,BAJAJ-AUTO,test_untouched,0,0,0
15,2026-07-14,NSE,BANKBEES,test_untouched,0,0,0
15,2026-07-14,NSE,BHARTIARTL,test_untouched,0,0,0
15,2026-07-14,NSE,BPCL,test_untouched,0,0,0
15,2026-07-14,NSE,BRITANNIA,test_untouched,0,0,0
15,2026-07-14,NSE,CIPLA,test_untouched,0,0,0
15,2026-07-14,NSE,DRREDDY,test_untouched,0,0,0
15,2026-07-14,NSE,GOLDBEES,test_untouched,0,0,0
15,2026-07-14,NSE,HCLTECH,test_untouched,0,0,0
15,2026-07-14,NSE,HDFCBANK,test_untouched,0,0,0
15,2026-07-14,NSE,HINDUNILVR,test_untouched,0,0,0
15,2026-07-14,NSE,ICICIBANK,test_untouched,0,0,0
15,2026-07-14,NSE,INFY,test_untouched,0,0,0
15,2026-07-14,NSE,ITBEES,test_untouched,0,0,0
15,2026-07-14,NSE,ITC,test_untouched,0,0,0
15,2026-07-14,NSE,JUNIORBEES,test_untouched,0,0,0
15,2026-07-14,NSE,KOTAKBANK,test_untouched,0,0,0
15,2026-07-14,NSE,LT,test_untouched,0,0,0
15,2026-07-14,NSE,M&M,test_untouched,0,0,0
15,2026-07-14,NSE,MARUTI,test_untouched,0,0,0
15,2026-07-14,NSE,NESTLEIND,test_untouched,0,0,0
15,2026-07-14,NSE,NIFTYBEES,test_untouched,0,0,0
15,2026-07-14,NSE,ONGC,test_untouched,0,0,0
15,2026-07-14,NSE,RELIANCE,test_untouched,0,0,0
15,2026-07-14,NSE,SBIN,test_untouched,0,0,0
15,2026-07-14,NSE,SUNPHARMA,test_untouched,0,0,0
15,2026-07-14,NSE,TCS,test_untouched,0,0,0
15,2026-07-14,NSE,TECHM,test_untouched,0,0,0
15,2026-07-14,NSE,ULTRACEMCO,test_untouched,0,0,0
15,2026-07-14,NSE,WIPRO,test_untouched,0,0,0
15,2026-07-15,NSE,ADANIPORTS,unassigned,1502,0,1
15,2026-07-15,NSE,AXISBANK,unassigned,1502,0,1
15,2026-07-15,NSE,BAJAJ-AUTO,unassigned,1502,0,1
15,2026-07-15,NSE,BANKBEES,unassigned,1501,0,1
15,2026-07-15,NSE,BHARTIARTL,unassigned,1502,0,1
15,2026-07-15,NSE,BPCL,unassigned,1502,0,1
15,2026-07-15,NSE,BRITANNIA,unassigned,1502,0,1
15,2026-07-15,NSE,CIPLA,unassigned,1502,0,1
15,2026-07-15,NSE,DRREDDY,unassigned,1502,0,1
15,2026-07-15,NSE,GOLDBEES,unassigned,1501,0,1
15,2026-07-15,NSE,HCLTECH,unassigned,1502,0,1
15,2026-07-15,NSE,HDFCBANK,unassigned,1502,0,1
15,2026-07-15,NSE,HINDUNILVR,unassigned,1502,0,1
15,2026-07-15,NSE,ICICIBANK,unassigned,1502,0,1
15,2026-07-15,NSE,INFY,unassigned,1502,0,1
15,2026-07-15,NSE,ITBEES,unassigned,1501,0,1
15,2026-07-15,NSE,ITC,unassigned,1502,0,1
15,2026-07-15,NSE,JUNIORBEES,unassigned,1501,0,1
15,2026-07-15,NSE,KOTAKBANK,unassigned,1502,0,1
15,2026-07-15,NSE,LT,unassigned,1502,0,1
15,2026-07-15,NSE,M&M,unassigned,1502,0,1
15,2026-07-15,NSE,MARUTI,unassigned,1502,0,1
15,2026-07-15,NSE,NESTLEIND,unassigned,1502,0,1
15,2026-07-15,NSE,NIFTYBEES,unassigned,1501,0,1
15,2026-07-15,NSE,ONGC,unassigned,1502,0,1
15,2026-07-15,NSE,RELIANCE,unassigned,1502,0,1
15,2026-07-15,NSE,SBIN,unassigned,1502,0,1
15,2026-07-15,NSE,SUNPHARMA,unassigned,1502,0,1
15,2026-07-15,NSE,TCS,unassigned,1502,0,1
15,2026-07-15,NSE,TECHM,unassigned,1501,0,1
15,2026-07-15,NSE,ULTRACEMCO,unassigned,1502,0,1
15,2026-07-15,NSE,WIPRO,unassigned,1502,0,1
15,2026-07-16,NSE,ADANIPORTS,unassigned,1502,0,1
15,2026-07-16,NSE,AXISBANK,unassigned,1502,0,1
15,2026-07-16,NSE,BAJAJ-AUTO,unassigned,1502,0,1
15,2026-07-16,NSE,BANKBEES,unassigned,1501,0,1
15,2026-07-16,NSE,BHARTIARTL,unassigned,1502,0,1
15,2026-07-16,NSE,BPCL,unassigned,1502,0,1
15,2026-07-16,NSE,BRITANNIA,unassigned,1502,0,1
15,2026-07-16,NSE,CIPLA,unassigned,1502,0,1
15,2026-07-16,NSE,DRREDDY,unassigned,1502,0,1
15,2026-07-16,NSE,GOLDBEES,unassigned,1501,0,1
15,2026-07-16,NSE,HCLTECH,unassigned,1502,0,1
15,2026-07-16,NSE,HDFCBANK,unassigned,1502,0,1
15,2026-07-16,NSE,HINDUNILVR,unassigned,1502,0,1
15,2026-07-16,NSE,ICICIBANK,unassigned,1502,0,1
15,2026-07-16,NSE,INFY,unassigned,1502,0,1
15,2026-07-16,NSE,ITBEES,unassigned,1501,0,1
15,2026-07-16,NSE,ITC,unassigned,1502,0,1
15,2026-07-16,NSE,JUNIORBEES,unassigned,1501,0,1
15,2026-07-16,NSE,KOTAKBANK,unassigned,1502,0,1
15,2026-07-16,NSE,LT,unassigned,1502,0,1
15,2026-07-16,NSE,M&M,unassigned,1502,0,1
15,2026-07-16,NSE,MARUTI,unassigned,1502,0,1
15,2026-07-16,NSE,NESTLEIND,unassigned,1502,0,1
15,2026-07-16,NSE,NIFTYBEES,unassigned,1501,0,1
15,2026-07-16,NSE,ONGC,unassigned,1502,0,1
15,2026-07-16,NSE,RELIANCE,unassigned,1502,0,1
15,2026-07-16,NSE,SBIN,unassigned,1502,0,1
15,2026-07-16,NSE,SUNPHARMA,unassigned,1502,0,1
15,2026-07-16,NSE,TCS,unassigned,1502,0,1
15,2026-07-16,NSE,TECHM,unassigned,1502,0,1
15,2026-07-16,NSE,ULTRACEMCO,unassigned,1502,0,1
15,2026-07-16,NSE,WIPRO,unassigned,1502,0,1
60,2026-07-08,NSE,ADANIPORTS,train,147,1,1
60,2026-07-08,NSE,AXISBANK,train,147,1,1
60,2026-07-08,NSE,BAJAJ-AUTO,train,147,1,1
60,2026-07-08,NSE,BANKBEES,train,147,1,1
60,2026-07-08,NSE,BHARTIARTL,train,147,1,1
60,2026-07-08,NSE,BPCL,train,147,1,1
60,2026-07-08,NSE,BRITANNIA,train,147,1,1
60,2026-07-08,NSE,CIPLA,train,147,1,1
60,2026-07-08,NSE,DRREDDY,train,147,1,1
60,2026-07-08,NSE,GOLDBEES,train,147,1,1
60,2026-07-08,NSE,HCLTECH,train,147,1,1
60,2026-07-08,NSE,HDFCBANK,train,147,1,1
60,2026-07-08,NSE,HINDUNILVR,train,147,1,1
60,2026-07-08,NSE,ICICIBANK,train,147,1,1
60,2026-07-08,NSE,INFY,train,147,1,1
60,2026-07-08,NSE,ITBEES,train,147,1,1
60,2026-07-08,NSE,ITC,train,147,1,1
60,2026-07-08,NSE,JUNIORBEES,train,147,1,1
60,2026-07-08,NSE,KOTAKBANK,train,147,1,1
60,2026-07-08,NSE,LT,train,147,1,1
60,2026-07-08,NSE,M&M,train,147,1,1
60,2026-07-08,NSE,MARUTI,train,147,1,1
60,2026-07-08,NSE,NESTLEIND,train,147,1,1
60,2026-07-08,NSE,NIFTYBEES,train,147,1,1
60,2026-07-08,NSE,ONGC,train,147,1,1
60,2026-07-08,NSE,RELIANCE,train,147,1,1
60,2026-07-08,NSE,SBIN,train,147,1,1
60,2026-07-08,NSE,SUNPHARMA,train,147,1,1
60,2026-07-08,NSE,TCS,train,147,1,1
60,2026-07-08,NSE,TECHM,train,147,1,1
60,2026-07-08,NSE,ULTRACEMCO,train,147,1,1
60,2026-07-08,NSE,WIPRO,train,147,1,1
60,2026-07-09,NSE,ADANIPORTS,train,216,1,1
60,2026-07-09,NSE,AXISBANK,train,216,1,1
60,2026-07-09,NSE,BAJAJ-AUTO,train,216,1,1
60,2026-07-09,NSE,BANKBEES,train,216,1,1
60,2026-07-09,NSE,BHARTIARTL,train,216,1,1
60,2026-07-09,NSE,BPCL,train,216,1,1
60,2026-07-09,NSE,BRITANNIA,train,215,1,1
60,2026-07-09,NSE,CIPLA,train,216,1,1
60,2026-07-09,NSE,DRREDDY,train,216,1,1
60,2026-07-09,NSE,GOLDBEES,train,216,1,1
60,2026-07-09,NSE,HCLTECH,train,216,1,1
60,2026-07-09,NSE,HDFCBANK,train,216,1,1
60,2026-07-09,NSE,HINDUNILVR,train,216,1,1
60,2026-07-09,NSE,ICICIBANK,train,216,1,1
60,2026-07-09,NSE,INFY,train,216,1,1
60,2026-07-09,NSE,ITBEES,train,216,1,1
60,2026-07-09,NSE,ITC,train,216,1,1
60,2026-07-09,NSE,JUNIORBEES,train,216,1,1
60,2026-07-09,NSE,KOTAKBANK,train,216,1,1
60,2026-07-09,NSE,LT,train,216,1,1
60,2026-07-09,NSE,M&M,train,216,1,1
60,2026-07-09,NSE,MARUTI,train,216,1,1
60,2026-07-09,NSE,NESTLEIND,train,216,1,1
60,2026-07-09,NSE,NIFTYBEES,train,216,1,1
60,2026-07-09,NSE,ONGC,train,216,1,1
60,2026-07-09,NSE,RELIANCE,train,216,1,1
60,2026-07-09,NSE,SBIN,train,216,1,1
60,2026-07-09,NSE,SUNPHARMA,train,216,1,1
60,2026-07-09,NSE,TCS,train,216,1,1
60,2026-07-09,NSE,TECHM,train,216,1,1
60,2026-07-09,NSE,ULTRACEMCO,train,216,1,1
60,2026-07-09,NSE,WIPRO,train,216,1,1
60,2026-07-10,NSE,ADANIPORTS,train,377,1,1
60,2026-07-10,NSE,AXISBANK,train,377,1,1
60,2026-07-10,NSE,BAJAJ-AUTO,train,377,1,1
60,2026-07-10,NSE,BANKBEES,train,376,1,1
60,2026-07-10,NSE,BHARTIARTL,train,377,1,1
60,2026-07-10,NSE,BPCL,train,377,1,1
60,2026-07-10,NSE,BRITANNIA,train,377,1,1
60,2026-07-10,NSE,CIPLA,train,377,1,1
60,2026-07-10,NSE,DRREDDY,train,377,1,1
60,2026-07-10,NSE,GOLDBEES,train,376,1,1
60,2026-07-10,NSE,HCLTECH,train,377,1,1
60,2026-07-10,NSE,HDFCBANK,train,377,1,1
60,2026-07-10,NSE,HINDUNILVR,train,377,1,1
60,2026-07-10,NSE,ICICIBANK,train,377,1,1
60,2026-07-10,NSE,INFY,train,376,1,1
60,2026-07-10,NSE,ITBEES,train,376,1,1
60,2026-07-10,NSE,ITC,train,377,1,1
60,2026-07-10,NSE,JUNIORBEES,train,375,1,1
60,2026-07-10,NSE,KOTAKBANK,train,377,1,1
60,2026-07-10,NSE,LT,train,377,1,1
60,2026-07-10,NSE,M&M,train,377,1,1
60,2026-07-10,NSE,MARUTI,train,377,1,1
60,2026-07-10,NSE,NESTLEIND,train,377,1,1
60,2026-07-10,NSE,NIFTYBEES,train,376,1,1
60,2026-07-10,NSE,ONGC,train,377,1,1
60,2026-07-10,NSE,RELIANCE,train,376,1,1
60,2026-07-10,NSE,SBIN,train,377,1,1
60,2026-07-10,NSE,SUNPHARMA,train,377,1,1
60,2026-07-10,NSE,TCS,train,376,1,1
60,2026-07-10,NSE,TECHM,train,377,1,1
60,2026-07-10,NSE,ULTRACEMCO,train,377,1,1
60,2026-07-10,NSE,WIPRO,train,377,1,1
60,2026-07-13,NSE,ADANIPORTS,validation,377,1,1
60,2026-07-13,NSE,AXISBANK,validation,377,1,1
60,2026-07-13,NSE,BAJAJ-AUTO,validation,377,1,1
60,2026-07-13,NSE,BANKBEES,validation,376,1,1
60,2026-07-13,NSE,BHARTIARTL,validation,377,1,1
60,2026-07-13,NSE,BPCL,validation,377,1,1
60,2026-07-13,NSE,BRITANNIA,validation,377,1,1
60,2026-07-13,NSE,CIPLA,validation,377,1,1
60,2026-07-13,NSE,DRREDDY,validation,377,1,1
60,2026-07-13,NSE,GOLDBEES,validation,376,1,1
60,2026-07-13,NSE,HCLTECH,validation,377,1,1
60,2026-07-13,NSE,HDFCBANK,validation,377,1,1
60,2026-07-13,NSE,HINDUNILVR,validation,377,1,1
60,2026-07-13,NSE,ICICIBANK,validation,377,1,1
60,2026-07-13,NSE,INFY,validation,377,1,1
60,2026-07-13,NSE,ITBEES,validation,376,1,1
60,2026-07-13,NSE,ITC,validation,377,1,1
60,2026-07-13,NSE,JUNIORBEES,validation,376,1,1
60,2026-07-13,NSE,KOTAKBANK,validation,377,1,1
60,2026-07-13,NSE,LT,validation,377,1,1
60,2026-07-13,NSE,M&M,validation,377,1,1
60,2026-07-13,NSE,MARUTI,validation,377,1,1
60,2026-07-13,NSE,NESTLEIND,validation,377,1,1
60,2026-07-13,NSE,NIFTYBEES,validation,376,1,1
60,2026-07-13,NSE,ONGC,validation,377,1,1
60,2026-07-13,NSE,RELIANCE,validation,377,1,1
60,2026-07-13,NSE,SBIN,validation,377,1,1
60,2026-07-13,NSE,SUNPHARMA,validation,377,1,1
60,2026-07-13,NSE,TCS,validation,377,1,1
60,2026-07-13,NSE,TECHM,validation,377,1,1
60,2026-07-13,NSE,ULTRACEMCO,validation,377,1,1
60,2026-07-13,NSE,WIPRO,validation,377,1,1
60,2026-07-14,NSE,ADANIPORTS,test_untouched,0,0,0
60,2026-07-14,NSE,AXISBANK,test_untouched,0,0,0
60,2026-07-14,NSE,BAJAJ-AUTO,test_untouched,0,0,0
60,2026-07-14,NSE,BANKBEES,test_untouched,0,0,0
60,2026-07-14,NSE,BHARTIARTL,test_untouched,0,0,0
60,2026-07-14,NSE,BPCL,test_untouched,0,0,0
60,2026-07-14,NSE,BRITANNIA,test_untouched,0,0,0
60,2026-07-14,NSE,CIPLA,test_untouched,0,0,0
60,2026-07-14,NSE,DRREDDY,test_untouched,0,0,0
60,2026-07-14,NSE,GOLDBEES,test_untouched,0,0,0
60,2026-07-14,NSE,HCLTECH,test_untouched,0,0,0
60,2026-07-14,NSE,HDFCBANK,test_untouched,0,0,0
60,2026-07-14,NSE,HINDUNILVR,test_untouched,0,0,0
60,2026-07-14,NSE,ICICIBANK,test_untouched,0,0,0
60,2026-07-14,NSE,INFY,test_untouched,0,0,0
60,2026-07-14,NSE,ITBEES,test_untouched,0,0,0
60,2026-07-14,NSE,ITC,test_untouched,0,0,0
60,2026-07-14,NSE,JUNIORBEES,test_untouched,0,0,0
60,2026-07-14,NSE,KOTAKBANK,test_untouched,0,0,0
60,2026-07-14,NSE,LT,test_untouched,0,0,0
60,2026-07-14,NSE,M&M,test_untouched,0,0,0
60,2026-07-14,NSE,MARUTI,test_untouched,0,0,0
60,2026-07-14,NSE,NESTLEIND,test_untouched,0,0,0
60,2026-07-14,NSE,NIFTYBEES,test_untouched,0,0,0
60,2026-07-14,NSE,ONGC,test_untouched,0,0,0
60,2026-07-14,NSE,RELIANCE,test_untouched,0,0,0
60,2026-07-14,NSE,SBIN,test_untouched,0,0,0
60,2026-07-14,NSE,SUNPHARMA,test_untouched,0,0,0
60,2026-07-14,NSE,TCS,test_untouched,0,0,0
60,2026-07-14,NSE,TECHM,test_untouched,0,0,0
60,2026-07-14,NSE,ULTRACEMCO,test_untouched,0,0,0
60,2026-07-14,NSE,WIPRO,test_untouched,0,0,0
60,2026-07-15,NSE,ADANIPORTS,unassigned,377,0,1
60,2026-07-15,NSE,AXISBANK,unassigned,377,0,1
60,2026-07-15,NSE,BAJAJ-AUTO,unassigned,377,0,1
60,2026-07-15,NSE,BANKBEES,unassigned,376,0,1
60,2026-07-15,NSE,BHARTIARTL,unassigned,377,0,1
60,2026-07-15,NSE,BPCL,unassigned,377,0,1
60,2026-07-15,NSE,BRITANNIA,unassigned,377,0,1
60,2026-07-15,NSE,CIPLA,unassigned,377,0,1
60,2026-07-15,NSE,DRREDDY,unassigned,377,0,1
60,2026-07-15,NSE,GOLDBEES,unassigned,376,0,1
60,2026-07-15,NSE,HCLTECH,unassigned,377,0,1
60,2026-07-15,NSE,HDFCBANK,unassigned,377,0,1
60,2026-07-15,NSE,HINDUNILVR,unassigned,377,0,1
60,2026-07-15,NSE,ICICIBANK,unassigned,377,0,1
60,2026-07-15,NSE,INFY,unassigned,377,0,1
60,2026-07-15,NSE,ITBEES,unassigned,376,0,1
60,2026-07-15,NSE,ITC,unassigned,377,0,1
60,2026-07-15,NSE,JUNIORBEES,unassigned,376,0,1
60,2026-07-15,NSE,KOTAKBANK,unassigned,377,0,1
60,2026-07-15,NSE,LT,unassigned,377,0,1
60,2026-07-15,NSE,M&M,unassigned,377,0,1
60,2026-07-15,NSE,MARUTI,unassigned,377,0,1
60,2026-07-15,NSE,NESTLEIND,unassigned,377,0,1
60,2026-07-15,NSE,NIFTYBEES,unassigned,376,0,1
60,2026-07-15,NSE,ONGC,unassigned,377,0,1
60,2026-07-15,NSE,RELIANCE,unassigned,377,0,1
60,2026-07-15,NSE,SBIN,unassigned,377,0,1
60,2026-07-15,NSE,SUNPHARMA,unassigned,377,0,1
60,2026-07-15,NSE,TCS,unassigned,377,0,1
60,2026-07-15,NSE,TECHM,unassigned,376,0,1
60,2026-07-15,NSE,ULTRACEMCO,unassigned,377,0,1
60,2026-07-15,NSE,WIPRO,unassigned,377,0,1
60,2026-07-16,NSE,ADANIPORTS,unassigned,377,0,1
60,2026-07-16,NSE,AXISBANK,unassigned,377,0,1
60,2026-07-16,NSE,BAJAJ-AUTO,unassigned,377,0,1
60,2026-07-16,NSE,BANKBEES,unassigned,376,0,1
60,2026-07-16,NSE,BHARTIARTL,unassigned,377,0,1
60,2026-07-16,NSE,BPCL,unassigned,377,0,1
60,2026-07-16,NSE,BRITANNIA,unassigned,377,0,1
60,2026-07-16,NSE,CIPLA,unassigned,377,0,1
60,2026-07-16,NSE,DRREDDY,unassigned,377,0,1
60,2026-07-16,NSE,GOLDBEES,unassigned,376,0,1
60,2026-07-16,NSE,HCLTECH,unassigned,377,0,1
60,2026-07-16,NSE,HDFCBANK,unassigned,377,0,1
60,2026-07-16,NSE,HINDUNILVR,unassigned,377,0,1
60,2026-07-16,NSE,ICICIBANK,unassigned,377,0,1
60,2026-07-16,NSE,INFY,unassigned,377,0,1
60,2026-07-16,NSE,ITBEES,unassigned,376,0,1
60,2026-07-16,NSE,ITC,unassigned,377,0,1
60,2026-07-16,NSE,JUNIORBEES,unassigned,376,0,1
60,2026-07-16,NSE,KOTAKBANK,unassigned,377,0,1
60,2026-07-16,NSE,LT,unassigned,377,0,1
60,2026-07-16,NSE,M&M,unassigned,377,0,1
60,2026-07-16,NSE,MARUTI,unassigned,377,0,1
60,2026-07-16,NSE,NESTLEIND,unassigned,377,0,1
60,2026-07-16,NSE,NIFTYBEES,unassigned,376,0,1
60,2026-07-16,NSE,ONGC,unassigned,377,0,1
60,2026-07-16,NSE,RELIANCE,unassigned,377,0,1
60,2026-07-16,NSE,SBIN,unassigned,377,0,1
60,2026-07-16,NSE,SUNPHARMA,unassigned,377,0,1
60,2026-07-16,NSE,TCS,unassigned,377,0,1
60,2026-07-16,NSE,TECHM,unassigned,377,0,1
60,2026-07-16,NSE,ULTRACEMCO,unassigned,377,0,1
60,2026-07-16,NSE,WIPRO,unassigned,377,0,1
