panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr
synthetic,2026-01-01,AXISBANK,1835,1836,2585,1784021420.0,1784021420.0,1784021670.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,1860,1861,2609,1784021428.0,1784021428.0,1784021678.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,1885,1886,2636,1784021436.0,1784021437.0,1784021687.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,1910,1911,2660,1784021445.0,1784021445.0,1784021695.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,1935,1936,2684,1784021453.0,1784021453.0,1784021703.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,1960,1961,2711,1784021461.0,1784021462.0,1784021712.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,1985,1986,2735,1784021470.0,1784021470.0,1784021720.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2010,2011,2759,1784021478.0,1784021478.0,1784021728.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2035,2036,2786,1784021486.0,1784021487.0,1784021737.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2060,2061,2810,1784021495.0,1784021495.0,1784021745.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2085,2086,2834,1784021503.0,1784021503.0,1784021753.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2110,2111,2861,1784021511.0,1784021512.0,1784021762.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2135,2136,2885,1784021520.0,1784021520.0,1784021770.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2160,2161,2909,1784021528.0,1784021528.0,1784021778.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2185,2186,2936,1784021536.0,1784021537.0,1784021787.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2210,2211,2960,1784021545.0,1784021545.0,1784021795.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2235,2236,2984,1784021553.0,1784021553.0,1784021803.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2260,2261,3011,1784021561.0,1784021562.0,1784021812.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2285,2286,3035,1784021570.0,1784021570.0,1784021820.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2310,2311,3059,1784021578.0,1784021578.0,1784021828.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2335,2336,3086,1784021586.0,1784021587.0,1784021837.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2360,2361,3110,1784021595.0,1784021595.0,1784021845.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2385,2386,3134,1784021603.0,1784021603.0,1784021853.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2410,2411,3161,1784021611.0,1784021612.0,1784021862.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2435,2436,3185,1784021620.0,1784021620.0,1784021870.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2460,2461,3209,1784021628.0,1784021628.0,1784021878.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2485,2486,3236,1784021636.0,1784021637.0,1784021887.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2510,2511,3260,1784021645.0,1784021645.0,1784021895.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2535,2536,3284,1784021653.0,1784021653.0,1784021903.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2560,2561,3311,1784021661.0,1784021662.0,1784021912.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2585,2586,3335,1784021670.0,1784021670.0,1784021920.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2610,2611,3359,1784021678.0,1784021678.0,1784021928.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2635,2636,3386,1784021686.0,1784021687.0,1784021937.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2660,2661,3410,1784021695.0,1784021695.0,1784021945.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2685,2686,3434,1784021703.0,1784021703.0,1784021953.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2710,2711,3461,1784021711.0,1784021712.0,1784021962.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2735,2736,3485,1784021720.0,1784021720.0,1784021970.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2760,2761,3509,1784021728.0,1784021728.0,1784021978.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2785,2786,3536,1784021736.0,1784021737.0,1784021987.0,750,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2810,2811,3560,1784021745.0,1784021745.0,1784021995.0,749,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2835,2836,3584,1784021753.0,1784021753.0,1784022003.0,748,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2860,2861,3606,1784021761.0,1784021762.0,1784022012.0,745,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2885,2886,3622,1784021770.0,1784021770.0,1784022020.0,736,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2910,2911,3638,1784021778.0,1784021778.0,1784022028.0,727,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,2935,2936,3656,1784021786.0,1784021787.0,1784022037.0,720,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,2960,2961,3672,1784021795.0,1784021795.0,1784022045.0,711,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,AXISBANK,2985,2986,3688,1784021803.0,1784021803.0,1784022053.0,702,250.0,0.025380710659898477,0.026899001860937237,0.02672040603075086,1.5169902912624809,-0.01238990894163308,1322.3,1316.5,1322.1,1316.7,-600.1563929199999,239.86880708,-435.0,405.0,165.15639291999997,165.13119292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,239.86880708,-840.0251999999999
synthetic,2026-01-01,AXISBANK,3010,3011,3706,1784021811.0,1784021812.0,1784022062.0,695,250.0,0.033734939759036145,0.034216867469879515,0.03416017009213324,1.5126304643778967,-0.015450035435861091,1316.7,1316.5,1316.5,1316.7,-180.09977188000002,-180.09977188000002,-15.0,-15.0,165.09977188000002,165.09977188000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.09977188000002,0.0
synthetic,2026-01-01,AXISBANK,3035,3036,3722,1784021820.0,1784021820.0,1784022070.0,686,250.0,0.017766497461928935,0.016582064297800337,0.016721409375933114,1.519064256418392,-0.007166318303971335,1318.5,1316.5,1318.3,1316.7,-315.11797149999995,-45.1098715,-150.0,120.0,165.11797149999998,165.1098715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-45.1098715,-270.00809999999996
synthetic,2026-01-01,BAJAJ-AUTO,60,61,560,1784020505.0,1784020505.0,1784020755.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,85,86,586,1784020517.0,1784020518.0,1784020768.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,110,111,610,1784020530.0,1784020530.0,1784020780.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,135,136,636,1784020542.0,1784020543.0,1784020793.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,160,161,660,1784020555.0,1784020555.0,1784020805.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,185,186,686,1784020567.0,1784020568.0,1784020818.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,210,211,710,1784020580.0,1784020580.0,1784020830.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,235,236,736,1784020592.0,1784020593.0,1784020843.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,260,261,760,1784020605.0,1784020605.0,1784020855.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,285,286,786,1784020617.0,1784020618.0,1784020868.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,310,311,810,1784020630.0,1784020630.0,1784020880.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,335,336,836,1784020642.0,1784020643.0,1784020893.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,360,361,860,1784020655.0,1784020655.0,1784020905.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,385,386,886,1784020667.0,1784020668.0,1784020918.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,410,411,910,1784020680.0,1784020680.0,1784020930.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
synthetic,2026-01-01,BAJAJ-AUTO,435,436,936,1784020692.0,1784020693.0,1784020943.0,500,250.0,0.1099476439790576,0.07834583842261385,0.08206312548113934,2.9225523623964933,-0.024788298691301,10261.0,10258.0,10258.0,10261.0,-186.75654685199999,-186.75654685199999,-27.0,-27.0,159.75654685199999,159.75654685199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.75654685199999,0.0
synthetic,2026-01-01,BAJAJ-AUTO,460,461,960,1784020705.0,1784020705.0,1784020955.0,499,250.0,0.11055276381909548,0.07553173672751633,0.07965124870696025,2.924119109118378,-0.02260972365893306,10266.5,10258.0,10263.5,10261.0,-236.26322004600001,-137.260250046,-76.5,22.5,159.76322004600001,159.760250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-137.260250046,-99.00297
