label_file,read_status,horizon_sec,trade_date,exchange,symbol,split_role,rows,missing_required_columns,forbidden_columns,bucket_monotonic_violations,duplicate_bucket_rows,split_role_mismatch_rows,test_role_rows,label_available_fraction,audit_pass
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,TCS,unassigned,15264,,,0,0,0,0,0.9999344863731656,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,TECHM,unassigned,12464,,,0,0,0,0,0.9999197689345315,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,ULTRACEMCO,unassigned,10844,,,0,0,0,0,0.999907783105865,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,WIPRO,unassigned,9636,,,0,0,0,0,0.9998962224989623,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,ADANIPORTS,train,1618,,,0,0,0,0,0.9993819530284301,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,AXISBANK,train,1700,,,0,0,0,0,0.9994117647058823,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,BAJAJ-AUTO,train,1595,,,0,0,0,0,0.9993730407523511,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,BANKBEES,train,1694,,,0,0,0,0,0.999409681227863,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,BHARTIARTL,train,1617,,,0,0,0,0,0.9993815708101422,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,BPCL,train,1579,,,0,0,0,0,0.999366687777074,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,BRITANNIA,train,1526,,,0,0,0,0,0.9993446920052425,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,CIPLA,train,1573,,,0,0,0,0,0.9993642720915448,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,DRREDDY,train,1583,,,0,0,0,0,0.9993682880606444,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,GOLDBEES,train,1643,,,0,0,0,0,0.9993913572732805,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,HCLTECH,train,1565,,,0,0,0,0,0.9993610223642172,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,HDFCBANK,train,1746,,,0,0,0,0,0.9994272623138603,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,HINDUNILVR,train,1619,,,0,0,0,0,0.9993823347745522,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,ICICIBANK,train,1723,,,0,0,0,0,0.9994196169471852,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,INFY,train,1683,,,0,0,0,0,0.9994058229352347,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,ITBEES,train,1586,,,0,0,0,0,0.9993694829760403,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,ITC,train,1644,,,0,0,0,0,0.9993917274939172,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,JUNIORBEES,train,1686,,,0,0,0,0,0.9994068801897983,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,KOTAKBANK,train,1665,,,0,0,0,0,0.9993993993993994,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,LT,train,1734,,,0,0,0,0,0.9994232987312572,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,M&M,train,1715,,,0,0,0,0,0.9994169096209913,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,MARUTI,train,1680,,,0,0,0,0,0.9994047619047619,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,NESTLEIND,train,1581,,,0,0,0,0,0.9993674889310563,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,NIFTYBEES,train,1688,,,0,0,0,0,0.9994075829383886,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,ONGC,train,1629,,,0,0,0,0,0.9993861264579497,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,RELIANCE,train,1732,,,0,0,0,0,0.9994226327944573,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,SBIN,train,1687,,,0,0,0,0,0.999407231772377,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,SUNPHARMA,train,1601,,,0,0,0,0,0.9993753903810119,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,TCS,train,1652,,,0,0,0,0,0.9993946731234867,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,TECHM,train,1575,,,0,0,0,0,0.9993650793650793,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,ULTRACEMCO,train,1578,,,0,0,0,0,0.9993662864385298,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,5,2026-07-08,NSE,WIPRO,train,1570,,,0,0,0,0,0.9993630573248408,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,ADANIPORTS,train,2449,,,0,0,0,0,0.9995916700694161,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,AXISBANK,train,2523,,,0,0,0,0,0.9996036464526358,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,BAJAJ-AUTO,train,2391,,,0,0,0,0,0.999581764951903,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,BANKBEES,train,2538,,,0,0,0,0,0.9996059889676912,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,BHARTIARTL,train,2559,,,0,0,0,0,0.9996092223524814,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,BPCL,train,2422,,,0,0,0,0,0.999587118084228,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,BRITANNIA,train,2365,,,0,0,0,0,0.9995771670190274,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,CIPLA,train,2408,,,0,0,0,0,0.9995847176079734,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,DRREDDY,train,2540,,,0,0,0,0,0.9996062992125985,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,GOLDBEES,train,2470,,,0,0,0,0,0.9995951417004049,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,HCLTECH,train,2463,,,0,0,0,0,0.9995939910678034,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,HDFCBANK,train,2558,,,0,0,0,0,0.9996090695856138,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,HINDUNILVR,train,2485,,,0,0,0,0,0.9995975855130784,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,ICICIBANK,train,2549,,,0,0,0,0,0.9996076892899176,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,INFY,train,2533,,,0,0,0,0,0.9996052112120016,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,ITBEES,train,2351,,,0,0,0,0,0.9995746490854955,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,ITC,train,2528,,,0,0,0,0,0.9996044303797469,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,JUNIORBEES,train,2526,,,0,0,0,0,0.9996041171813144,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,KOTAKBANK,train,2556,,,0,0,0,0,0.9996087636932708,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,LT,train,2558,,,0,0,0,0,0.9996090695856138,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,M&M,train,2506,,,0,0,0,0,0.9996009577015164,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,MARUTI,train,2494,,,0,0,0,0,0.9995990376904571,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,NESTLEIND,train,2387,,,0,0,0,0,0.9995810640971932,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,NIFTYBEES,train,2515,,,0,0,0,0,0.9996023856858847,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,ONGC,train,2452,,,0,0,0,0,0.9995921696574225,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,RELIANCE,train,2540,,,0,0,0,0,0.9996062992125985,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,SBIN,train,2521,,,0,0,0,0,0.9996033320111067,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,SUNPHARMA,train,2518,,,0,0,0,0,0.9996028594122319,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,TCS,train,2531,,,0,0,0,0,0.9996048992493086,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,TECHM,train,2393,,,0,0,0,0,0.9995821145006268,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,ULTRACEMCO,train,2359,,,0,0,0,0,0.9995760915642221,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,5,2026-07-09,NSE,WIPRO,train,2448,,,0,0,0,0,0.9995915032679739,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,ADANIPORTS,train,4277,,,0,0,0,0,0.999766191255553,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,AXISBANK,train,4311,,,0,0,0,0,0.9997680352586407,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,BAJAJ-AUTO,train,4203,,,0,0,0,0,0.9997620747085415,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,BANKBEES,train,4107,,,0,0,0,0,0.9995130265400536,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,BHARTIARTL,train,4352,,,0,0,0,0,0.9997702205882353,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,BPCL,train,4074,,,0,0,0,0,0.9997545409916544,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,BRITANNIA,train,3918,,,0,0,0,0,0.9997447677386422,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,CIPLA,train,4191,,,0,0,0,0,0.9997613934621808,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,DRREDDY,train,4376,,,0,0,0,0,0.9997714808043876,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,GOLDBEES,train,4252,,,0,0,0,0,0.9995296331138288,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,HCLTECH,train,4426,,,0,0,0,0,0.999774062358789,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,HDFCBANK,train,4449,,,0,0,0,0,0.9997752303888514,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,HINDUNILVR,train,4185,,,0,0,0,0,0.9997610513739545,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,ICICIBANK,train,4343,,,0,0,0,0,0.9997697444163021,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,INFY,train,4461,,,0,0,0,0,0.9997758350145707,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,ITBEES,train,4068,,,0,0,0,0,0.9995083579154376,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,ITC,train,4336,,,0,0,0,0,0.9997693726937269,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,JUNIORBEES,train,4331,,,0,0,0,0,0.9995382128838606,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,KOTAKBANK,train,4286,,,0,0,0,0,0.9997666822211853,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,LT,train,4271,,,0,0,0,0,0.9997658627955982,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,M&M,train,4237,,,0,0,0,0,0.9997639839509087,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,MARUTI,train,4274,,,0,0,0,0,0.9997660271408516,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,NESTLEIND,train,4128,,,0,0,0,0,0.9997577519379846,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,NIFTYBEES,train,4297,,,0,0,0,0,0.9995345589946474,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,ONGC,train,4238,,,0,0,0,0,0.9997640396413403,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,RELIANCE,train,4361,,,0,0,0,0,0.9997706947947719,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,SBIN,train,4355,,,0,0,0,0,0.9997703788748565,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,SUNPHARMA,train,4286,,,0,0,0,0,0.9997666822211853,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,TCS,train,4482,,,0,0,0,0,0.999776885319054,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,TECHM,train,4255,,,0,0,0,0,0.9997649823736781,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,ULTRACEMCO,train,4019,,,0,0,0,0,0.9997511818860413,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,5,2026-07-10,NSE,WIPRO,train,4322,,,0,0,0,0,0.9997686256362796,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,ADANIPORTS,validation,4269,,,0,0,0,0,0.9997657531037714,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,AXISBANK,validation,4286,,,0,0,0,0,0.9997666822211853,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,BAJAJ-AUTO,validation,4385,,,0,0,0,0,0.9997719498289623,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,BANKBEES,validation,4286,,,0,0,0,0,0.9997666822211853,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,BHARTIARTL,validation,4368,,,0,0,0,0,0.9997710622710623,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,BPCL,validation,4190,,,0,0,0,0,0.9997613365155131,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,BRITANNIA,validation,4044,,,0,0,0,0,0.9997527200791295,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,CIPLA,validation,4213,,,0,0,0,0,0.9997626394493235,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,DRREDDY,validation,4259,,,0,0,0,0,0.999765203099319,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,GOLDBEES,validation,4228,,,0,0,0,0,0.999763481551561,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,HCLTECH,validation,4401,,,0,0,0,0,0.9997727789138832,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,HDFCBANK,validation,4474,,,0,0,0,0,0.9997764863656683,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,HINDUNILVR,validation,4218,,,0,0,0,0,0.9997629208155524,1
derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,5,2026-07-13,NSE,ICICIBANK,validation,4389,,,0,0,0,0,0.9997721576668945,1
