work_order_id,source_scenario_id,lane_id,horizon_seconds,side_policy,execution_policy,cost_profile,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,official_source_id,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,no_lookahead_rule_applied,replay_execution_allowed_in_phase341
P341_2026-07-14_HCLTECH_106695871,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 17:55:38,post_close,2026-07-14,market_open_next_available_real_l2_day,Record Date,1,0
P341_2026-07-14_HCLTECH_106695928,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:20:56,post_close,2026-07-14,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-14_HCLTECH_106695980,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:34:52,post_close,2026-07-14,market_open_next_available_real_l2_day,Change in Director(s),1,0
P341_2026-07-14_HCLTECH_106695992,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:39:10,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_HCLTECH_106696002,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:42:59,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_HCLTECH_106696014,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:47:42,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_HCLTECH_106696210,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 21:38:18,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_HCLTECH_106696346,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 23:11:05,post_close,2026-07-14,market_open_next_available_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,0
P341_2026-07-14_ICICIBANK_106696630,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,14-Jul-2026 11:04:53,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,0
P341_2026-07-14_KOTAKBANK_106696676,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,14-Jul-2026 11:22:48,regular_session,2026-07-14,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,0
P341_2026-07-14_KOTAKBANK_106696863,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,14-Jul-2026 13:02:56,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,0
P341_2026-07-14_M&M_106696043,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:00:26,post_close,2026-07-14,market_open_next_available_real_l2_day,Copy of Newspaper Publication,1,0
P341_2026-07-14_M&M_106696059,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:11:01,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_M&M_106696068,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:20:00,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_M&M_106696128,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:48:10,post_close,2026-07-14,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-14_SBIN_106695773,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,13-Jul-2026 17:06:47,post_close,2026-07-14,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-14_TCS_106696698,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,TCS,14-Jul-2026 11:30:30,regular_session,2026-07-14,first_real_tick_after_announcement,Updates,1,0
P341_2026-07-14_TCS_106696979,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,TCS,14-Jul-2026 14:24:37,regular_session,2026-07-14,first_real_tick_after_announcement,Updates,1,0
P341_2026-07-15_AXISBANK_106697208,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 16:39:47,post_close,2026-07-15,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-15_AXISBANK_106697779,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 21:54:56,post_close,2026-07-15,market_open_next_available_real_l2_day,ESOP/ESOS/ESPS,1,0
P341_2026-07-15_AXISBANK_106697899,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 23:12:30,post_close,2026-07-15,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-15_AXISBANK_106697950,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 23:43:06,post_close,2026-07-15,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-15_BAJAJ-AUTO_106697273,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,14-Jul-2026 17:06:39,post_close,2026-07-15,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-15_BHARTIARTL_106697323,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,14-Jul-2026 17:26:34,post_close,2026-07-15,market_open_next_available_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,0
P341_2026-07-15_HCLTECH_106697280,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,14-Jul-2026 17:09:10,post_close,2026-07-15,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-15_HINDUNILVR_106697752,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HINDUNILVR,14-Jul-2026 21:10:36,post_close,2026-07-15,market_open_next_available_real_l2_day,Copy of Newspaper Publication,1,0
P341_2026-07-15_ICICIBANK_106697294,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,14-Jul-2026 17:16:57,post_close,2026-07-15,market_open_next_available_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,0
P341_2026-07-15_ICICIBANK_106697317,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,14-Jul-2026 17:24:51,post_close,2026-07-15,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-15_INFY_106697740,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,INFY,14-Jul-2026 20:54:14,post_close,2026-07-15,market_open_next_available_real_l2_day,Updates,1,0
P341_2026-07-15_MARUTI_106697620,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,MARUTI,14-Jul-2026 19:32:54,post_close,2026-07-15,market_open_next_available_real_l2_day,Press Release,1,0
P341_2026-07-15_MARUTI_106698349,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,MARUTI,15-Jul-2026 12:29:23,regular_session,2026-07-15,first_real_tick_after_announcement,Copy of Newspaper Publication,1,0
P341_2026-07-15_SBIN_106697426,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,14-Jul-2026 18:02:49,post_close,2026-07-15,market_open_next_available_real_l2_day,Credit Rating,1,0
P341_2026-07-15_SUNPHARMA_106697486,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,SUNPHARMA,14-Jul-2026 18:29:25,post_close,2026-07-15,market_open_next_available_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,0
P341_2026-07-15_SUNPHARMA_106697990,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,SUNPHARMA,15-Jul-2026 08:40:33,pre_open_or_overnight,2026-07-15,market_open_same_day,Press Release,1,0
P341_2026-07-15_TCS_106698208,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,TCS,15-Jul-2026 11:30:12,regular_session,2026-07-15,first_real_tick_after_announcement,Updates,1,0
P341_2026-07-15_ULTRACEMCO_106697207,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,14-Jul-2026 16:39:20,post_close,2026-07-15,market_open_next_available_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,0
P341_2026-07-15_ULTRACEMCO_106698570,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,15-Jul-2026 15:12:15,regular_session,2026-07-15,first_real_tick_after_announcement,Copy of Newspaper Publication,1,0
P341_2026-07-15_WIPRO_106697074,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,14-Jul-2026 15:36:00,post_close,2026-07-15,market_open_next_available_real_l2_day,Copy of Newspaper Publication,1,0
P341_2026-07-16_BAJAJ-AUTO_106699726,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,16-Jul-2026 10:33:45,regular_session,2026-07-16,first_real_tick_after_announcement,General Updates,1,0
P341_2026-07-16_BAJAJ-AUTO_106699933,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,16-Jul-2026 12:57:44,regular_session,2026-07-16,first_real_tick_after_announcement,Copy of Newspaper Publication,1,0
P341_2026-07-16_DRREDDY_106698720,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,15-Jul-2026 16:25:09,post_close,2026-07-16,market_open_next_available_real_l2_day,General Updates,1,0
P341_2026-07-16_HCLTECH_106699373,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,15-Jul-2026 22:34:19,post_close,2026-07-16,market_open_next_available_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,0
P341_2026-07-16_HDFCBANK_106698807,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,15-Jul-2026 17:00:18,post_close,2026-07-16,market_open_next_available_real_l2_day,Appointment,1,0
P341_2026-07-16_HDFCBANK_106699773,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,16-Jul-2026 11:06:07,regular_session,2026-07-16,first_real_tick_after_announcement,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,0
P341_2026-07-16_HINDUNILVR_106699154,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,900,long_only,taker_entry_taker_exit,zerodha_2x_all_in_cost_proxy,250000.0,100000.0,2,NSE_CORPORATE_ANNOUNCEMENTS,HINDUNILVR,15-Jul-2026 19:03:06,post_close,2026-07-16,market_open_next_available_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,0
