horizon_sec,trade_date,exchange,symbol,rows,parquet_file,bytes
1,2026-07-14,NSE,JUNIORBEES,11963,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,573407
1,2026-07-14,NSE,KOTAKBANK,11204,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,559734
1,2026-07-14,NSE,LT,12561,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=LT\receive_flow_features.parquet,604800
1,2026-07-14,NSE,M&M,13068,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=M&M\receive_flow_features.parquet,629012
1,2026-07-14,NSE,MARUTI,11008,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,491933
1,2026-07-14,NSE,NESTLEIND,9368,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,443292
1,2026-07-14,NSE,NIFTYBEES,11590,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,574909
1,2026-07-14,NSE,ONGC,10278,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,513706
1,2026-07-14,NSE,RELIANCE,13625,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,691314
1,2026-07-14,NSE,SBIN,12764,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,640612
1,2026-07-14,NSE,SUNPHARMA,11509,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,555076
1,2026-07-14,NSE,TCS,15792,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=TCS\receive_flow_features.parquet,793500
1,2026-07-14,NSE,TECHM,11095,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,539034
1,2026-07-14,NSE,ULTRACEMCO,7965,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,351136
1,2026-07-14,NSE,WIPRO,9396,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,465864
1,2026-07-15,NSE,ADANIPORTS,10123,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,472714
1,2026-07-15,NSE,AXISBANK,15634,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,798386
1,2026-07-15,NSE,BAJAJ-AUTO,14797,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,645291
1,2026-07-15,NSE,BANKBEES,12146,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,571406
1,2026-07-15,NSE,BHARTIARTL,11420,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,566257
1,2026-07-15,NSE,BPCL,8175,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,379887
1,2026-07-15,NSE,BRITANNIA,6463,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,289260
1,2026-07-15,NSE,CIPLA,8702,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,397186
1,2026-07-15,NSE,DRREDDY,7818,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,361693
1,2026-07-15,NSE,GOLDBEES,9171,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,432442
1,2026-07-15,NSE,HCLTECH,10358,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,505694
1,2026-07-15,NSE,HDFCBANK,15203,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,784054
1,2026-07-15,NSE,HINDUNILVR,9061,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,435468
1,2026-07-15,NSE,ICICIBANK,14980,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,765364
1,2026-07-15,NSE,INFY,15271,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=INFY\receive_flow_features.parquet,777802
1,2026-07-15,NSE,ITBEES,6727,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,318365
1,2026-07-15,NSE,ITC,9670,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ITC\receive_flow_features.parquet,444035
1,2026-07-15,NSE,JUNIORBEES,14353,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,675000
1,2026-07-15,NSE,KOTAKBANK,9572,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,458713
1,2026-07-15,NSE,LT,13054,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=LT\receive_flow_features.parquet,649653
1,2026-07-15,NSE,M&M,14536,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=M&M\receive_flow_features.parquet,701724
1,2026-07-15,NSE,MARUTI,11030,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,487882
1,2026-07-15,NSE,NESTLEIND,7020,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,330877
1,2026-07-15,NSE,NIFTYBEES,13048,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,635291
1,2026-07-15,NSE,ONGC,10933,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,540854
1,2026-07-15,NSE,RELIANCE,13692,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,687058
1,2026-07-15,NSE,SBIN,14130,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,721112
1,2026-07-15,NSE,SUNPHARMA,11790,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,558880
1,2026-07-15,NSE,TCS,15134,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=TCS\receive_flow_features.parquet,744065
1,2026-07-15,NSE,TECHM,12409,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,599398
1,2026-07-15,NSE,ULTRACEMCO,9876,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,428147
1,2026-07-15,NSE,WIPRO,9447,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,456743
1,2026-07-16,NSE,ADANIPORTS,10221,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,491948
1,2026-07-16,NSE,AXISBANK,10954,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,525153
1,2026-07-16,NSE,BAJAJ-AUTO,11216,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,473598
1,2026-07-16,NSE,BANKBEES,13926,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,649660
1,2026-07-16,NSE,BHARTIARTL,11104,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,532560
1,2026-07-16,NSE,BPCL,8956,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,419127
1,2026-07-16,NSE,BRITANNIA,8889,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,394099
1,2026-07-16,NSE,CIPLA,7853,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,356638
1,2026-07-16,NSE,DRREDDY,9393,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,432751
1,2026-07-16,NSE,GOLDBEES,9124,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,416201
1,2026-07-16,NSE,HCLTECH,11916,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,575395
1,2026-07-16,NSE,HDFCBANK,14730,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,750687
1,2026-07-16,NSE,HINDUNILVR,9790,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,469121
1,2026-07-16,NSE,ICICIBANK,13218,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,653277
1,2026-07-16,NSE,INFY,15265,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=INFY\receive_flow_features.parquet,778294
1,2026-07-16,NSE,ITBEES,7341,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,346416
1,2026-07-16,NSE,ITC,15577,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ITC\receive_flow_features.parquet,790747
1,2026-07-16,NSE,JUNIORBEES,14826,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,711025
1,2026-07-16,NSE,KOTAKBANK,11770,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,569480
1,2026-07-16,NSE,LT,15916,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=LT\receive_flow_features.parquet,778647
1,2026-07-16,NSE,M&M,14879,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=M&M\receive_flow_features.parquet,712915
1,2026-07-16,NSE,MARUTI,13273,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,586477
1,2026-07-16,NSE,NESTLEIND,7417,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,343337
1,2026-07-16,NSE,NIFTYBEES,12013,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,578402
1,2026-07-16,NSE,ONGC,9278,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,439870
1,2026-07-16,NSE,RELIANCE,13338,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,659092
1,2026-07-16,NSE,SBIN,11541,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,558297
1,2026-07-16,NSE,SUNPHARMA,10005,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,458762
1,2026-07-16,NSE,TCS,15264,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=TCS\receive_flow_features.parquet,746947
1,2026-07-16,NSE,TECHM,12464,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,603184
1,2026-07-16,NSE,ULTRACEMCO,10844,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,473338
1,2026-07-16,NSE,WIPRO,9636,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,457832
5,2026-07-08,NSE,ADANIPORTS,1618,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,98415
5,2026-07-08,NSE,AXISBANK,1700,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,106193
5,2026-07-08,NSE,BAJAJ-AUTO,1595,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,89620
5,2026-07-08,NSE,BANKBEES,1694,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,107210
5,2026-07-08,NSE,BHARTIARTL,1617,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,99817
5,2026-07-08,NSE,BPCL,1579,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,94496
5,2026-07-08,NSE,BRITANNIA,1526,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,86013
5,2026-07-08,NSE,CIPLA,1573,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,92188
5,2026-07-08,NSE,DRREDDY,1583,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,95120
5,2026-07-08,NSE,GOLDBEES,1643,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,100815
5,2026-07-08,NSE,HCLTECH,1565,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,94556
5,2026-07-08,NSE,HDFCBANK,1746,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,111542
5,2026-07-08,NSE,HINDUNILVR,1619,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,98971
5,2026-07-08,NSE,ICICIBANK,1723,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,107127
5,2026-07-08,NSE,INFY,1683,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\receive_flow_features.parquet,102832
5,2026-07-08,NSE,ITBEES,1586,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,92281
5,2026-07-08,NSE,ITC,1644,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\receive_flow_features.parquet,100054
5,2026-07-08,NSE,JUNIORBEES,1686,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,107430
5,2026-07-08,NSE,KOTAKBANK,1665,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,102539
5,2026-07-08,NSE,LT,1734,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=LT\receive_flow_features.parquet,108071
5,2026-07-08,NSE,M&M,1715,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\receive_flow_features.parquet,108525
5,2026-07-08,NSE,MARUTI,1680,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,98295
5,2026-07-08,NSE,NESTLEIND,1581,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,94349
5,2026-07-08,NSE,NIFTYBEES,1688,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,106580
5,2026-07-08,NSE,ONGC,1629,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,103657
5,2026-07-08,NSE,RELIANCE,1732,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,107613
5,2026-07-08,NSE,SBIN,1687,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,105449
5,2026-07-08,NSE,SUNPHARMA,1601,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,94680
5,2026-07-08,NSE,TCS,1652,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\receive_flow_features.parquet,100411
5,2026-07-08,NSE,TECHM,1575,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,93652
5,2026-07-08,NSE,ULTRACEMCO,1578,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,88770
5,2026-07-08,NSE,WIPRO,1570,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,97238
5,2026-07-09,NSE,ADANIPORTS,2449,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,139827
5,2026-07-09,NSE,AXISBANK,2523,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,149799
5,2026-07-09,NSE,BAJAJ-AUTO,2391,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,128057
5,2026-07-09,NSE,BANKBEES,2538,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,147233
5,2026-07-09,NSE,BHARTIARTL,2559,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,151734
5,2026-07-09,NSE,BPCL,2422,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,139531
5,2026-07-09,NSE,BRITANNIA,2365,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,125708
5,2026-07-09,NSE,CIPLA,2408,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,136590
5,2026-07-09,NSE,DRREDDY,2540,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,152345
5,2026-07-09,NSE,GOLDBEES,2470,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,144576
5,2026-07-09,NSE,HCLTECH,2463,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,143668
5,2026-07-09,NSE,HDFCBANK,2558,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,153865
5,2026-07-09,NSE,HINDUNILVR,2485,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,143800
5,2026-07-09,NSE,ICICIBANK,2549,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,151865
5,2026-07-09,NSE,INFY,2533,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_features.parquet,150585
5,2026-07-09,NSE,ITBEES,2351,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,134027
5,2026-07-09,NSE,ITC,2528,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_features.parquet,146733
5,2026-07-09,NSE,JUNIORBEES,2526,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,145993
5,2026-07-09,NSE,KOTAKBANK,2556,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,153740
5,2026-07-09,NSE,LT,2558,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_features.parquet,152858
5,2026-07-09,NSE,M&M,2506,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_features.parquet,149349
5,2026-07-09,NSE,MARUTI,2494,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,134349
5,2026-07-09,NSE,NESTLEIND,2387,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,134519
5,2026-07-09,NSE,NIFTYBEES,2515,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,149254
5,2026-07-09,NSE,ONGC,2452,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,147023
5,2026-07-09,NSE,RELIANCE,2540,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,153629
5,2026-07-09,NSE,SBIN,2521,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,149733
5,2026-07-09,NSE,SUNPHARMA,2518,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,145249
5,2026-07-09,NSE,TCS,2531,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_features.parquet,149303
5,2026-07-09,NSE,TECHM,2393,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,136971
5,2026-07-09,NSE,ULTRACEMCO,2359,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,122944
5,2026-07-09,NSE,WIPRO,2448,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,145798
5,2026-07-10,NSE,ADANIPORTS,4277,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,235231
5,2026-07-10,NSE,AXISBANK,4311,derived_real_l2_receive_flow_features_phase176\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,240809
