symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap,anchor_source,synthetic_source,gate_type,absolute_delta
ADANIPORTS,one-tick volatility scale,one_tick_return_std,0.0004411553501896,0.0001295997146243,0.2937734169348783,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
AXISBANK,median spread scale,median_spread_bps,1.5143484515790528,1.5166883110731175,1.0015451262169053,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
AXISBANK,tail spread scale,p90_spread_bps,3.025947499809846,3.764046952721688,1.2439234167011244,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
AXISBANK,displayed L1 depth scale,median_l1_depth,249.0,808.0,3.244979919678715,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
AXISBANK,displayed L5 depth scale,median_l5_depth,3048.0,6870.0,2.253937007874016,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
AXISBANK,L1 imbalance scale,median_abs_l1_imbalance,0.5495978552278821,0.0224089635854341,0.0407733825237412,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
AXISBANK,one-tick volatility scale,one_tick_return_std,0.0004231706657462,0.0001210256349371,0.2859972222405914,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BAJAJ-AUTO,median spread scale,median_spread_bps,2.466273707056009,3.344931085556668,1.356269207260662,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BAJAJ-AUTO,tail spread scale,p90_spread_bps,4.374433608466025,4.895361644841513,1.1190846822700231,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BAJAJ-AUTO,displayed L1 depth scale,median_l1_depth,61.0,806.0,13.21311475409836,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BAJAJ-AUTO,displayed L5 depth scale,median_l5_depth,366.0,6852.5,18.72267759562841,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BAJAJ-AUTO,L1 imbalance scale,median_abs_l1_imbalance,0.5789473684210527,0.0,0.0,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BAJAJ-AUTO,one-tick volatility scale,one_tick_return_std,0.0007120099059319,0.0001212367257786,0.1702739312594186,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BANKBEES,median spread scale,median_spread_bps,3.3338889814976747,3.82299722317458,1.1467080170909545,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BANKBEES,tail spread scale,p90_spread_bps,5.6550400307047,5.861777609182269,1.036558110527081,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BANKBEES,displayed L1 depth scale,median_l1_depth,403.0,800.0,1.9851116625310172,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BANKBEES,displayed L5 depth scale,median_l5_depth,5262.0,6800.0,1.2922843025465602,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BANKBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8080307101727447,0.3279220779220779,0.4058287312520253,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BANKBEES,one-tick volatility scale,one_tick_return_std,0.000217664533879,0.0001056741829357,0.4854910492421511,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BHARTIARTL,median spread scale,median_spread_bps,2.0929259104232467,1.5769347017619852,0.7534594005017053,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BHARTIARTL,tail spread scale,p90_spread_bps,3.1563664413141352,3.6575919198571736,1.158798253581215,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BHARTIARTL,displayed L1 depth scale,median_l1_depth,415.0,806.0,1.9421686746987952,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BHARTIARTL,displayed L5 depth scale,median_l5_depth,3715.0,6851.0,1.8441453566621804,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BHARTIARTL,L1 imbalance scale,median_abs_l1_imbalance,0.5478260869565217,0.0797720797720797,0.1456157011712567,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BHARTIARTL,one-tick volatility scale,one_tick_return_std,0.0004374798903004,0.0001201886126552,0.2747294568732787,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BPCL,median spread scale,median_spread_bps,1.639209900828174,1.635844627477654,0.9979470149925158,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BPCL,tail spread scale,p90_spread_bps,4.899959167006198,4.889956420707637,0.9979586061929018,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BPCL,displayed L1 depth scale,median_l1_depth,2059.0,810.0,0.3933948518698397,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BPCL,displayed L5 depth scale,median_l5_depth,19762.0,6885.0,0.3483959113450056,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BPCL,L1 imbalance scale,median_abs_l1_imbalance,0.6534859521331946,0.0528052805280528,0.0808055327825776,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BPCL,one-tick volatility scale,one_tick_return_std,0.0006153089784578,0.0001296861635088,0.2107659209424487,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BRITANNIA,median spread scale,median_spread_bps,2.817562808170932,3.746247898589069,1.329605816674237,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BRITANNIA,tail spread scale,p90_spread_bps,5.59753708368318,5.630207942346671,1.0058366489002328,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BRITANNIA,displayed L1 depth scale,median_l1_depth,35.0,802.0,22.914285714285715,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BRITANNIA,displayed L5 depth scale,median_l5_depth,406.5,6816.0,16.767527675276753,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BRITANNIA,L1 imbalance scale,median_abs_l1_imbalance,0.5420363329108576,0.0,0.0,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
BRITANNIA,one-tick volatility scale,one_tick_return_std,0.0004900395431743,0.0001039353636481,0.2120958708247906,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
CIPLA,median spread scale,median_spread_bps,2.803869339687814,2.8100938571354668,1.002219974147706,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
CIPLA,tail spread scale,p90_spread_bps,4.90069113575094,4.922081688977493,1.0043648033785495,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
CIPLA,displayed L1 depth scale,median_l1_depth,136.0,802.0,5.897058823529412,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
CIPLA,displayed L5 depth scale,median_l5_depth,1594.0,6816.0,4.27603513174404,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
CIPLA,L1 imbalance scale,median_abs_l1_imbalance,0.6756756756756757,0.5685279187817259,0.8414213197969544,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
CIPLA,one-tick volatility scale,one_tick_return_std,0.0004395412175018,0.0001038905887669,0.2363614255732209,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
DRREDDY,median spread scale,median_spread_bps,3.246489732975113,2.4386873358962946,0.7511766666397123,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
DRREDDY,tail spread scale,p90_spread_bps,4.86933939295495,4.86512455732545,0.9991344132562212,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
DRREDDY,displayed L1 depth scale,median_l1_depth,271.5,802.0,2.9539594843462247,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
DRREDDY,displayed L5 depth scale,median_l5_depth,2642.0,6816.0,2.579863739591219,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
DRREDDY,L1 imbalance scale,median_abs_l1_imbalance,0.6188312886265104,0.2072538860103626,0.3349117761488119,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
DRREDDY,one-tick volatility scale,one_tick_return_std,0.0005422428372631,0.0001003342310976,0.1850356043502994,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
GOLDBEES,median spread scale,median_spread_bps,0.8570816370263652,0.8562670183062101,0.9990495436082596,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
GOLDBEES,tail spread scale,p90_spread_bps,2.56486983285608,2.5559758715878687,0.9965323927342123,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
GOLDBEES,displayed L1 depth scale,median_l1_depth,11211.5,800.0,0.0713553048209427,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
GOLDBEES,displayed L5 depth scale,median_l5_depth,95705.5,6800.0,0.0710512979922784,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
GOLDBEES,L1 imbalance scale,median_abs_l1_imbalance,0.7474247686637312,0.2022792022792023,0.2706348662231828,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
GOLDBEES,one-tick volatility scale,one_tick_return_std,0.0002850981786107,0.0001033349910377,0.3624540554459378,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HCLTECH,median spread scale,median_spread_bps,3.2557382386445024,2.461402137727384,0.7560196666032236,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HCLTECH,tail spread scale,p90_spread_bps,4.262175318971785,4.886984413028124,1.1465939449452467,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HCLTECH,displayed L1 depth scale,median_l1_depth,339.5,810.0,2.385861561119293,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HCLTECH,displayed L5 depth scale,median_l5_depth,4819.0,6885.0,1.4287196513799545,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HCLTECH,L1 imbalance scale,median_abs_l1_imbalance,0.6606060606060606,0.2939632545931758,0.4449902477786606,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HCLTECH,one-tick volatility scale,one_tick_return_std,0.0009230660025647,0.0001251749096759,0.1356077564639359,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HDFCBANK,median spread scale,median_spread_bps,1.220479648502139,1.2229947472378389,1.0020607461490951,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HDFCBANK,tail spread scale,p90_spread_bps,2.4508455616850657,3.037187321565245,1.2392405988556223,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HDFCBANK,displayed L1 depth scale,median_l1_depth,1010.0,808.0,0.8,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HDFCBANK,displayed L5 depth scale,median_l5_depth,15104.0,6868.0,0.4547139830508475,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HDFCBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6221233709952622,0.5723684210526315,0.9200239819587012,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HDFCBANK,one-tick volatility scale,one_tick_return_std,0.0002661320563781,0.0001215444046912,0.4567071188093617,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HINDUNILVR,median spread scale,median_spread_bps,1.410304626579205,1.8845367867474232,1.3362622168506264,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HINDUNILVR,tail spread scale,p90_spread_bps,3.52031676225702,4.206418293246204,1.1948976689669528,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HINDUNILVR,displayed L1 depth scale,median_l1_depth,188.5,802.0,4.254641909814324,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HINDUNILVR,displayed L5 depth scale,median_l5_depth,1287.0,6816.0,5.296037296037296,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HINDUNILVR,L1 imbalance scale,median_abs_l1_imbalance,0.6277653381101658,0.0730897009966777,0.116428379458968,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
HINDUNILVR,one-tick volatility scale,one_tick_return_std,0.0004491870726258,0.0001056645212124,0.235235000408097,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ICICIBANK,median spread scale,median_spread_bps,1.4178363816818766,1.4257708073414228,1.0055961504176767,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ICICIBANK,tail spread scale,p90_spread_bps,2.8435345134008028,3.539033772999296,1.2445897021192442,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ICICIBANK,displayed L1 depth scale,median_l1_depth,580.0,810.0,1.396551724137931,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ICICIBANK,displayed L5 depth scale,median_l5_depth,6394.0,6884.0,1.0766343446981546,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ICICIBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6189433235605364,0.3687707641196013,0.5958069989320004,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ICICIBANK,one-tick volatility scale,one_tick_return_std,0.0002723495224193,0.000120141395613,0.4411294521312455,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
INFY,median spread scale,median_spread_bps,1.814223512337132,1.8159778813898173,1.00096700822184,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
INFY,tail spread scale,p90_spread_bps,3.66367466569052,4.5082512268078645,1.2305271723569269,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
INFY,displayed L1 depth scale,median_l1_depth,613.0,810.0,1.3213703099510603,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
INFY,displayed L5 depth scale,median_l5_depth,9352.0,6885.0,0.7362061591103507,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
INFY,L1 imbalance scale,median_abs_l1_imbalance,0.7581573896353166,0.1875,0.2473101265822785,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
INFY,one-tick volatility scale,one_tick_return_std,0.0006784295765149,0.0001241827718092,0.1830444545875106,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITBEES,median spread scale,median_spread_bps,3.127941694266626,3.114294612271914,0.9956370407991536,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITBEES,tail spread scale,p90_spread_bps,6.297229219143444,6.203993510623756,0.9851941694870734,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITBEES,displayed L1 depth scale,median_l1_depth,134432.0,802.0,0.0059658414663175,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITBEES,displayed L5 depth scale,median_l5_depth,2152154.5,6816.0,0.0031670588705411,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITBEES,L1 imbalance scale,median_abs_l1_imbalance,0.6847403586078421,0.7403314917127072,1.081185711351801,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITBEES,one-tick volatility scale,one_tick_return_std,0.0008419522636051,0.0001024943476622,0.1217341553586687,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITC,median spread scale,median_spread_bps,1.7871503887056162,1.7860370481312915,0.9993770302816368,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITC,tail spread scale,p90_spread_bps,3.925553837585375,5.329117409339602,1.357545362979295,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITC,displayed L1 depth scale,median_l1_depth,5559.0,800.0,0.143910775319302,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITC,displayed L5 depth scale,median_l5_depth,113657.0,6800.0,0.0598291350290787,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITC,L1 imbalance scale,median_abs_l1_imbalance,0.5893918609967993,0.5098684210526315,0.8650754358744027,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ITC,one-tick volatility scale,one_tick_return_std,0.0003538134638181,0.0001052968662719,0.2976055945855409,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
JUNIORBEES,median spread scale,median_spread_bps,3.6007767389819154,3.965496597859059,1.1012892176648157,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
JUNIORBEES,tail spread scale,p90_spread_bps,5.535779804703658,6.039543590404753,1.0910014132558263,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
JUNIORBEES,displayed L1 depth scale,median_l1_depth,417.0,798.0,1.9136690647482013,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
JUNIORBEES,displayed L5 depth scale,median_l5_depth,8912.0,6784.0,0.7612208258527827,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
JUNIORBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8632375189107413,0.6977401129943502,0.8082828858907563,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
JUNIORBEES,one-tick volatility scale,one_tick_return_std,0.0002105588049157,9.60819702351878e-05,0.4563189379500031,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
KOTAKBANK,median spread scale,median_spread_bps,2.623294858342674,2.636235371530523,1.0049329236272069,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
KOTAKBANK,tail spread scale,p90_spread_bps,3.96432111000931,4.033517996749986,1.0174549146803382,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
KOTAKBANK,displayed L1 depth scale,median_l1_depth,1719.0,808.0,0.4700407213496219,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
KOTAKBANK,displayed L5 depth scale,median_l5_depth,25525.0,6870.0,0.2691478942213516,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
KOTAKBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6708571428571428,0.1505681818181818,0.2244414975995044,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
KOTAKBANK,one-tick volatility scale,one_tick_return_std,0.0004387580939967,0.0001205601515236,0.2747759031073969,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
LT,median spread scale,median_spread_bps,1.2775471095496649,1.503406154569857,1.1767911674895557,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
LT,tail spread scale,p90_spread_bps,2.8017982450552315,3.5468157511556373,1.2659069072568854,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
LT,displayed L1 depth scale,median_l1_depth,106.0,806.0,7.60377358490566,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
LT,displayed L5 depth scale,median_l5_depth,481.0,6850.0,14.241164241164242,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
LT,L1 imbalance scale,median_abs_l1_imbalance,0.5492957746478874,0.0903954802259887,0.1645661306678255,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
LT,one-tick volatility scale,one_tick_return_std,0.0003339160897955,0.0001141743641823,0.3419253149863193,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
M&M,median spread scale,median_spread_bps,1.2672263583071004,1.274666794133636,1.0058714339216204,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
M&M,tail spread scale,p90_spread_bps,2.8643906801859527,3.4667370519337988,1.2102877850827047,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
M&M,displayed L1 depth scale,median_l1_depth,47.0,806.0,17.148936170212767,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
M&M,displayed L5 depth scale,median_l5_depth,447.0,6850.0,15.324384787472036,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
M&M,L1 imbalance scale,median_abs_l1_imbalance,0.6765475152571927,0.1861198738170347,0.2751024423558489,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
M&M,one-tick volatility scale,one_tick_return_std,0.0004201292138649,0.0001123359792219,0.267384355847336,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
MARUTI,median spread scale,median_spread_bps,2.911530203192002,2.9304888055327627,1.0065115595641,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
MARUTI,tail spread scale,p90_spread_bps,4.362050163576881,4.369440569621128,1.0016942505856437,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
MARUTI,displayed L1 depth scale,median_l1_depth,40.0,806.0,20.15,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
MARUTI,displayed L5 depth scale,median_l5_depth,411.0,6851.0,16.669099756690997,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
MARUTI,L1 imbalance scale,median_abs_l1_imbalance,0.592948717948718,0.1326530612244898,0.2237175951461666,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
MARUTI,one-tick volatility scale,one_tick_return_std,0.0004288971469949,0.0001111251518912,0.2590951062973087,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NESTLEIND,median spread scale,median_spread_bps,2.4406884964413558,2.7965378860960577,1.1457987736548718,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NESTLEIND,tail spread scale,p90_spread_bps,4.188189306157591,4.877530436661228,1.1645916839265475,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NESTLEIND,displayed L1 depth scale,median_l1_depth,349.0,802.0,2.297994269340974,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NESTLEIND,displayed L5 depth scale,median_l5_depth,2850.0,6817.0,2.391929824561404,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NESTLEIND,L1 imbalance scale,median_abs_l1_imbalance,0.6190476190476191,0.4119601328903654,0.665474060822898,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NESTLEIND,one-tick volatility scale,one_tick_return_std,0.0006511569426619,0.0001002978541542,0.1540302307831069,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NIFTYBEES,median spread scale,median_spread_bps,1.4575665925723724,1.4588647552141822,1.0008906369344803,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NIFTYBEES,tail spread scale,p90_spread_bps,3.6411964983767007,3.625647540649523,0.995729711996013,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NIFTYBEES,displayed L1 depth scale,median_l1_depth,2941.0,798.0,0.2713362801768106,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NIFTYBEES,displayed L5 depth scale,median_l5_depth,51029.5,6783.0,0.1329231131012453,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
