panel,scenario_id,scenario_grid_id,trade_date,symbol,quote_id,side,cancel_latency_ms,decide_latency_ms,move_threshold_spread_fraction,quote_post_ts,fill_ts,exit_ts,quote_price,exit_bid,exit_ask,quantity,l2_l5_signal,top5_churn,cancel_lost_race,effective_cancel_latency_ms,cost_model_version,buy_value_inr,sell_value_inr,gross_pnl_inr,cost200_inr,net_pnl_inr
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-04-01,SBIN,synthetic_dense_2026-04-01_SBIN_500,ask,150,10,0.75,1784107475.0,1784107475.0,1784107501.0,1043.4,1044.1,1044.5,95,0.06349206349206349,0.07019756066573497,1,142.54743910067987,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99227.5,99123.00000000001,-104.49999999998545,165.192647606,-269.6926476059855
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-04-01,SBIN,synthetic_dense_2026-04-01_SBIN_750,bid,150,10,0.75,1784107558.0,1784107559.0,1784107584.0,1044.1,1045.7,1046.1,95,0.05216881594372802,0.06909064921865074,1,140.03474946899348,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99189.49999999999,99341.5,152.00000000001455,165.203871172,-13.20387117198544
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-04-01,SBIN,synthetic_dense_2026-04-01_SBIN_750,ask,150,10,0.75,1784107558.0,1784107558.0,1784107584.0,1044.5,1045.7,1046.1,95,0.05216881594372802,0.06909064921865074,1,167.18234948023152,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99379.49999999999,99227.5,-151.99999999998545,165.220956884,-317.2209568839854
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-04-01,SBIN,synthetic_dense_2026-04-01_SBIN_1000,bid,150,10,0.75,1784107641.0,1784107642.0,1784107668.0,1045.7,1043.0,1043.4,95,0.05341972642188625,0.06997998983610723,1,143.99664905374644,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99341.5,99085.0,-256.5,165.205173318,-421.705173318
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-04-01,SBIN,synthetic_dense_2026-04-01_SBIN_1250,ask,150,10,0.75,1784107725.0,1784107725.0,1784107751.0,1043.4,1044.1,1044.5,95,0.06349206349206349,0.07019756066573497,1,142.6315824929071,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99227.5,99123.00000000001,-104.49999999998545,165.192647606,-269.6926476059855
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_0,ask,150,10,0.75,1786698975.0,1786698975.0,1786699014.0,1321.7,1323.6,1323.8,75,0.026530612244897958,0.012515842839036756,1,138.27759069237464,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99285.0,99127.5,-157.5,165.20073595,-322.70073594999997
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_250,ask,150,10,0.75,1786699100.0,1786699100.0,1786699139.0,1321.7,1323.6,1323.8,75,0.026530612244897958,0.012515842839036756,1,142.30905403847362,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99285.0,99127.5,-157.5,165.20073595,-322.70073594999997
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_500,ask,150,10,0.75,1786699225.0,1786699225.0,1786699264.0,1321.7,1323.6,1323.8,75,0.026530612244897958,0.012515842839036756,1,149.93537450254772,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99285.0,99127.5,-157.5,165.20073595,-322.70073594999997
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_750,ask,150,10,0.75,1786699350.0,1786699350.0,1786699389.0,1321.7,1323.6,1323.8,75,0.026530612244897958,0.012515842839036756,1,170.4829177283761,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99285.0,99127.5,-157.5,165.20073595,-322.70073594999997
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_1000,ask,150,10,0.75,1786699475.0,1786699475.0,1786699501.0,1321.7,1323.6,1323.8,75,0.026530612244897958,0.02181310024009604,1,174.88661943306096,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99285.0,99127.5,-157.5,165.20073595,-322.70073594999997
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_1250,bid,150,10,0.75,1786699558.0,1786699559.0,1786699584.0,1323.6,1324.5,1324.7,75,0.02938706968933669,0.022070078031212484,1,145.93973593094648,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99270.0,99337.5,67.5,165.21442428999998,-97.71442428999998
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,AXISBANK,synthetic_dense_2026-05-01_AXISBANK_1250,ask,150,10,0.75,1786699558.0,1786699558.0,1786699584.0,1323.8,1324.5,1324.7,75,0.02938706968933669,0.022070078031212484,1,144.70001155598547,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99352.5,99285.0,-67.5,165.22161865000004,-232.72161865000004
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,HDFCBANK,synthetic_dense_2026-05-01_HDFCBANK_500,ask,150,10,0.75,1786699475.0,1786699475.0,1786699501.0,818.8,819.7,819.8,122,-0.5683501683501684,0.029883310820951522,1,170.8187754905347,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100015.59999999999,99893.59999999999,-122.0,165.3565430704,-287.3565430704
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,HDFCBANK,synthetic_dense_2026-05-01_HDFCBANK_750,bid,150,10,0.75,1786699558.0,1786699559.0,1786699584.0,819.7,819.9,820.0,121,-0.569314509270284,0.03019660813447396,1,140.3251587370774,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99183.70000000001,99207.9,24.199999999982538,165.1930943792,-140.99309437921747
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,HDFCBANK,synthetic_dense_2026-05-01_HDFCBANK_750,ask,150,10,0.75,1786699558.0,1786699558.0,1786699584.0,819.8,819.9,820.0,121,-0.569314509270284,0.03019660813447396,1,127.59170965077891,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99220.0,99195.79999999999,-24.20000000001164,165.19708282960002,-189.39708282961166
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,HDFCBANK,synthetic_dense_2026-05-01_HDFCBANK_1000,bid,150,10,0.75,1786699641.0,1786699642.0,1786699668.0,819.9,818.7,818.8,121,-0.5715041438899665,0.030326054329881436,1,137.37796736697257,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99207.9,99062.70000000001,-145.19999999998254,165.1854941272,-310.38549412718254
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,HDFCBANK,synthetic_dense_2026-05-01_HDFCBANK_1250,ask,150,10,0.75,1786699725.0,1786699725.0,1786699751.0,818.8,819.7,819.8,122,-0.5683501683501684,0.029883310820951522,1,136.60676614617333,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100015.59999999999,99893.59999999999,-122.0,165.3565430704,-287.3565430704
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,INFY,synthetic_dense_2026-05-01_INFY_0,ask,150,10,0.75,1786698975.0,1786698975.0,1786699014.0,1106.2,1107.3,1107.5,90,-0.17772317772317772,0.039598997493734335,1,153.12690801227794,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99675.0,99558.0,-117.0,165.28551919600002,-282.285519196
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,INFY,synthetic_dense_2026-05-01_INFY_250,ask,150,10,0.75,1786699100.0,1786699100.0,1786699139.0,1106.2,1107.3,1107.5,90,-0.17772317772317772,0.039598997493734335,1,185.24335903542678,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99675.0,99558.0,-117.0,165.28551919600002,-282.285519196
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,INFY,synthetic_dense_2026-05-01_INFY_500,ask,150,10,0.75,1786699225.0,1786699225.0,1786699264.0,1106.2,1107.3,1107.5,90,-0.17772317772317772,0.039598997493734335,1,148.7221542199434,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99675.0,99558.0,-117.0,165.28551919600002,-282.285519196
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,INFY,synthetic_dense_2026-05-01_INFY_750,ask,150,10,0.75,1786699350.0,1786699350.0,1786699389.0,1106.2,1107.3,1107.5,90,-0.17772317772317772,0.039598997493734335,1,163.8183295219754,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99675.0,99558.0,-117.0,165.28551919600002,-282.285519196
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,INFY,synthetic_dense_2026-05-01_INFY_1000,ask,150,10,0.75,1786699475.0,1786699475.0,1786699514.0,1106.2,1107.3,1107.5,90,-0.17772317772317772,0.039598997493734335,1,133.7247740531717,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99675.0,99558.0,-117.0,165.28551919600002,-282.285519196
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,INFY,synthetic_dense_2026-05-01_INFY_1250,ask,150,10,0.75,1786699600.0,1786699600.0,1786699639.0,1106.2,1107.3,1107.5,90,-0.17772317772317772,0.039598997493734335,1,130.5343534130152,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99675.0,99558.0,-117.0,165.28551919600002,-282.285519196
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,RELIANCE,synthetic_dense_2026-05-01_RELIANCE_500,ask,150,10,0.75,1786698975.0,1786698975.0,1786699014.0,1299.2,1300.1,1300.3,76,0.44882154882154884,0.022701149425287358,1,156.62298559573892,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98822.8,98739.2,-83.60000000000582,165.10937634400003,-248.70937634400585
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,RELIANCE,synthetic_dense_2026-05-01_RELIANCE_750,ask,150,10,0.75,1786699100.0,1786699100.0,1786699139.0,1299.2,1300.1,1300.3,76,0.44882154882154884,0.022701149425287358,1,135.17572165067938,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98822.8,98739.2,-83.60000000000582,165.10937634400003,-248.70937634400585
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,RELIANCE,synthetic_dense_2026-05-01_RELIANCE_1000,ask,150,10,0.75,1786699225.0,1786699225.0,1786699264.0,1299.2,1300.1,1300.3,76,0.44882154882154884,0.022701149425287358,1,149.3190953362015,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98822.8,98739.2,-83.60000000000582,165.10937634400003,-248.70937634400585
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,RELIANCE,synthetic_dense_2026-05-01_RELIANCE_1250,ask,150,10,0.75,1786699350.0,1786699350.0,1786699389.0,1299.2,1300.1,1300.3,76,0.44882154882154884,0.022701149425287358,1,148.94320091065472,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98822.8,98739.2,-83.60000000000582,165.10937634400003,-248.70937634400585
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,SBIN,synthetic_dense_2026-05-01_SBIN_500,ask,150,10,0.75,1786699475.0,1786699475.0,1786699514.0,1041.0,1042.3,1042.5,96,0.053553384978107105,0.0022034213462253627,1,140.11177003377108,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100080.0,99936.0,-144.0,165.368396992,-309.368396992
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,SBIN,synthetic_dense_2026-05-01_SBIN_750,ask,150,10,0.75,1786699600.0,1786699600.0,1786699639.0,1041.0,1042.3,1042.5,96,0.053553384978107105,0.0022034213462253627,1,171.72317807365587,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100080.0,99936.0,-144.0,165.368396992,-309.368396992
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,SBIN,synthetic_dense_2026-05-01_SBIN_1000,ask,150,10,0.75,1786699725.0,1786699725.0,1786699764.0,1041.0,1042.3,1042.5,96,0.053553384978107105,0.0022034213462253627,1,138.4715974766227,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100080.0,99936.0,-144.0,165.368396992,-309.368396992
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,2026-05-01,SBIN,synthetic_dense_2026-05-01_SBIN_1250,ask,150,10,0.75,1786699850.0,1786699850.0,1786699889.0,1041.0,1042.3,1042.5,96,0.053553384978107105,0.0022034213462253627,1,156.0670124898115,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100080.0,99936.0,-144.0,165.368396992,-309.368396992
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_750,bid,150,20,0.25,1784021058.0,1784021059.0,1784021084.0,1318.3,1322.1,1322.3,75,0.026899001860937237,0.035303776683087026,1,155.09338971092026,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98872.5,99157.5,285.0,165.14737036000002,119.85262963999998
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_750,ask,150,20,0.25,1784021058.0,1784021058.0,1784021084.0,1318.5,1322.1,1322.3,75,0.026899001860937237,0.035303776683087026,1,151.288132154125,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99172.5,98887.5,-285.0,165.16761472000002,-450.16761472
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_1000,bid,150,20,0.25,1784021141.0,1784021142.0,1784021168.0,1322.1,1316.5,1316.7,75,0.034216867469879515,0.03530564263322884,1,136.6713311494095,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99157.5,98737.5,-420.0,165.15437074000002,-585.15437074
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_1500,bid,150,20,0.25,1784021308.0,1784021309.0,1784021334.0,1318.3,1322.1,1322.3,75,0.026899001860937237,0.035303776683087026,1,143.9501394207419,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98872.5,99157.5,285.0,165.14737036000002,119.85262963999998
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_1500,ask,150,20,0.25,1784021308.0,1784021308.0,1784021334.0,1318.5,1322.1,1322.3,75,0.026899001860937237,0.035303776683087026,1,148.1953213924394,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99172.5,98887.5,-285.0,165.16761472000002,-450.16761472
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_1750,bid,150,20,0.25,1784021391.0,1784021392.0,1784021418.0,1322.1,1316.5,1316.7,75,0.034216867469879515,0.03530564263322884,1,137.69145228388516,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99157.5,98737.5,-420.0,165.15437074000002,-585.15437074
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_5000,bid,150,20,0.25,1784022046.0,1784022046.0,1784022057.0,1328.1,1327.9,1328.1,75,0.03967043027158987,0.03860853986264556,1,158.64269754512674,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99607.5,99592.5,-15.0,165.27900040000003,-180.27900040000003
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_5000,ask,150,20,0.25,1784022046.0,1784022046.0,1784022057.0,1328.3,1327.9,1328.1,75,0.03967043027158987,0.03860853986264556,1,141.7073619125295,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99607.5,99622.5,15.0,165.28124476,-150.28124476
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_5250,bid,150,20,0.25,1784022082.0,1784022083.0,1784022093.0,1318.3,1328.1,1328.3,75,0.026899001860937237,0.03835286652732159,1,157.1669238493927,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98872.5,99607.5,735.0,165.18103576000001,569.81896424
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_5250,ask,150,20,0.25,1784022082.0,1784022082.0,1784022093.0,1318.5,1328.1,1328.3,75,0.026899001860937237,0.03835286652732159,1,145.70582438959124,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99622.5,98887.5,-735.0,165.22828012,-900.22828012
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_0,ask,150,20,0.25,1784020424.0,1784020475.0,1784020489.0,815.65,815.55,815.65,122,-0.5782178217821782,0.012128712871287129,1,165.14911046191978,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99509.3,99509.3,0.0,165.25953750320002,-165.25953750320002
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_250,bid,150,20,0.25,1784020574.0,1784020575.0,1784020614.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,146.41598369351166,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_500,bid,150,20,0.25,1784020699.0,1784020700.0,1784020739.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,194.22641622136783,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_750,bid,150,20,0.25,1784020824.0,1784020825.0,1784020864.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,146.77234933060663,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1000,bid,150,20,0.25,1784020949.0,1784020950.0,1784020989.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,144.0838897076958,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1250,bid,150,20,0.25,1784021074.0,1784021075.0,1784021114.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,154.90561784902823,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_500,bid,150,20,0.25,1784020975.0,1784020975.0,1784021001.0,1101.6,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,161.69156932625472,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99143.99999999999,98946.00000000001,-197.9999999999709,165.16814907999998,-363.1681490799709
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_500,ask,150,20,0.25,1784020975.0,1784020975.0,1784021001.0,1101.8,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,148.52292425887174,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98963.99999999999,99162.0,198.00000000001455,165.16004231199997,32.83995768801458
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_750,ask,150,20,0.25,1784021058.0,1784021058.0,1784021084.0,1099.6,1105.5,1105.7,90,-0.19311276164753544,0.04788222384784199,1,149.59720252362914,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99513.0,98963.99999999999,-549.0000000000146,165.219241324,-714.2192413240145
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1000,bid,150,20,0.25,1784021141.0,1784021142.0,1784021168.0,1105.5,1101.6,1101.8,90,-0.17358490566037735,0.0476609363569861,1,146.9585584974751,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99495.0,99143.99999999999,-351.00000000001455,165.230280868,-516.2302808680146
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1250,bid,150,20,0.25,1784021225.0,1784021225.0,1784021251.0,1101.6,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,151.85470307457842,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99143.99999999999,98946.00000000001,-197.9999999999709,165.16814907999998,-363.1681490799709
