quarter_profile,profile_description,seed,scenario_day,trade_date,weekday,regime_code,regime_family,intraday_template,vol_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier,correlation_multiplier,is_gap_day,is_market_shock_day,event_cluster,shock_symbol_count,shock_symbols,observed_anchor_regime_code,observed_anchor_evidence,evidence_label,experiment_segment,segment_purpose,shuffle_allowed
Q-B,bullish/high-momentum,4102,39,2026-09-04,Friday,D05,Strong rally,trend_with_lulls,1.65,1.35,1.1,0.9,1.35,False,True,False,1,ADANIPORTS,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,40,2026-09-07,Monday,D18,False-breakout day,breakout_reversal,1.4,1.2,1.15,0.9,0.85,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,41,2026-09-08,Tuesday,D15,Rotation day,dispersion_rotation,1.15,1.1,1.05,1.0,0.65,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,42,2026-09-09,Wednesday,D11,Gap-down recovery,gap_open_then_path,1.5,1.25,1.2,0.9,1.2,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,43,2026-09-10,Thursday,D02,Low-volatility sideways,normal_open_lull_close,0.65,0.8,0.85,1.05,0.8,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,44,2026-09-11,Friday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,45,2026-09-14,Monday,D02,Low-volatility sideways,normal_open_lull_close,0.65,0.8,0.85,1.05,0.8,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-B,bullish/high-momentum,4102,46,2026-09-15,Tuesday,D10,Gap-down continuation,gap_open_then_path,1.55,1.3,1.25,0.85,1.3,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,47,2026-09-16,Wednesday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,True,False,1,ADANIPORTS,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,48,2026-09-17,Thursday,D19,Trend reversal day,breakout_reversal,1.5,1.25,1.15,0.9,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,49,2026-09-18,Friday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,50,2026-09-21,Monday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,51,2026-09-22,Tuesday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,52,2026-09-23,Wednesday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,53,2026-09-24,Thursday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,54,2026-09-25,Friday,D20,Shock-and-normalize,shock_liquidity_recovery,2.0,1.45,1.6,0.7,1.55,False,True,False,17,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC|JUNIORBEES|KOTAKBANK|NESTLEIND|ONGC|SUNPHARMA,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,55,2026-09-28,Monday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,56,2026-09-29,Tuesday,D18,False-breakout day,breakout_reversal,1.4,1.2,1.15,0.9,0.85,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,57,2026-09-30,Wednesday,D02,Low-volatility sideways,normal_open_lull_close,0.65,0.8,0.85,1.05,0.8,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,58,2026-10-01,Thursday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,True,False,2,ADANIPORTS|BAJAJ-AUTO,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,59,2026-10-02,Friday,D17,Stock-specific dispersion,dispersion_rotation,1.25,1.15,1.1,0.95,0.55,False,False,False,5,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,60,2026-10-05,Monday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,True,1,ADANIPORTS,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,61,2026-10-06,Tuesday,D05,Strong rally,trend_with_lulls,1.65,1.35,1.1,0.9,1.35,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,62,2026-10-07,Wednesday,D17,Stock-specific dispersion,dispersion_rotation,1.25,1.15,1.1,0.95,0.55,False,False,False,4,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-B,bullish/high-momentum,4102,63,2026-10-08,Thursday,D08,Gap-up continuation,gap_open_then_path,1.35,1.2,1.05,0.95,1.2,True,True,False,2,ADANIPORTS|BAJAJ-AUTO,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,1,2026-07-14,Tuesday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,2,2026-07-15,Wednesday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,3,2026-07-16,Thursday,D07,Sell-off/panic,shock_liquidity_recovery,2.2,1.55,1.75,0.65,1.7,False,True,False,17,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC|JUNIORBEES|KOTAKBANK|NESTLEIND|ONGC|SUNPHARMA,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,4,2026-07-17,Friday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,5,2026-07-20,Monday,D02,Low-volatility sideways,normal_open_lull_close,0.65,0.8,0.85,1.05,0.8,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,6,2026-07-21,Tuesday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,7,2026-07-22,Wednesday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,8,2026-07-23,Thursday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,9,2026-07-24,Friday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,10,2026-07-27,Monday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,11,2026-07-28,Tuesday,D12,Event day,event_cluster,1.6,1.35,1.25,0.85,1.2,False,False,True,3,ADANIPORTS|BAJAJ-AUTO|BANKBEES,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,12,2026-07-29,Wednesday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,13,2026-07-30,Thursday,D07,Sell-off/panic,shock_liquidity_recovery,2.2,1.55,1.75,0.65,1.7,False,True,False,11,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,14,2026-07-31,Friday,D09,Gap-up fade,gap_open_then_path,1.45,1.2,1.15,0.9,1.1,True,False,True,1,ADANIPORTS,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,15,2026-08-03,Monday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,16,2026-08-04,Tuesday,D12,Event day,event_cluster,1.6,1.35,1.25,0.85,1.2,False,False,True,6,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,17,2026-08-05,Wednesday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,18,2026-08-06,Thursday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,19,2026-08-07,Friday,D18,False-breakout day,breakout_reversal,1.4,1.2,1.15,0.9,0.85,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,20,2026-08-10,Monday,D12,Event day,event_cluster,1.6,1.35,1.25,0.85,1.2,False,False,True,5,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,21,2026-08-11,Tuesday,D02,Low-volatility sideways,normal_open_lull_close,0.65,0.8,0.85,1.05,0.8,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,22,2026-08-12,Wednesday,D08,Gap-up continuation,gap_open_then_path,1.35,1.2,1.05,0.95,1.2,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,23,2026-08-13,Thursday,D10,Gap-down continuation,gap_open_then_path,1.55,1.3,1.25,0.85,1.3,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,24,2026-08-14,Friday,D15,Rotation day,dispersion_rotation,1.15,1.1,1.05,1.0,0.65,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,25,2026-08-17,Monday,D10,Gap-down continuation,gap_open_then_path,1.55,1.3,1.25,0.85,1.3,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,26,2026-08-18,Tuesday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,27,2026-08-19,Wednesday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,28,2026-08-20,Thursday,D07,Sell-off/panic,shock_liquidity_recovery,2.2,1.55,1.75,0.65,1.7,False,True,False,12,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,29,2026-08-21,Friday,D19,Trend reversal day,breakout_reversal,1.5,1.25,1.15,0.9,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,30,2026-08-24,Monday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,calibration_development,feature construction and rough thresholds,False
Q-C,stressed/volatile,4103,31,2026-08-25,Tuesday,D15,Rotation day,dispersion_rotation,1.15,1.1,1.05,1.0,0.65,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,32,2026-08-26,Wednesday,D05,Strong rally,trend_with_lulls,1.65,1.35,1.1,0.9,1.35,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,33,2026-08-27,Thursday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,34,2026-08-28,Friday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,35,2026-08-31,Monday,D07,Sell-off/panic,shock_liquidity_recovery,2.2,1.55,1.75,0.65,1.7,False,True,False,14,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC|JUNIORBEES|KOTAKBANK,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,36,2026-09-01,Tuesday,D18,False-breakout day,breakout_reversal,1.4,1.2,1.15,0.9,0.85,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,37,2026-09-02,Wednesday,D13,Liquidity-stressed,liquidity_stress,1.35,0.8,2.0,0.5,0.9,False,False,False,6,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,38,2026-09-03,Thursday,D09,Gap-up fade,gap_open_then_path,1.45,1.2,1.15,0.9,1.1,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,39,2026-09-04,Friday,D11,Gap-down recovery,gap_open_then_path,1.5,1.25,1.2,0.9,1.2,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,40,2026-09-07,Monday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,41,2026-09-08,Tuesday,D13,Liquidity-stressed,liquidity_stress,1.35,0.8,2.0,0.5,0.9,False,False,False,6,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,42,2026-09-09,Wednesday,D20,Shock-and-normalize,shock_liquidity_recovery,2.0,1.45,1.6,0.7,1.55,False,True,False,14,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC|JUNIORBEES|KOTAKBANK,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,43,2026-09-10,Thursday,D19,Trend reversal day,breakout_reversal,1.5,1.25,1.15,0.9,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,44,2026-09-11,Friday,D18,False-breakout day,breakout_reversal,1.4,1.2,1.15,0.9,0.85,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,45,2026-09-14,Monday,D15,Rotation day,dispersion_rotation,1.15,1.1,1.05,1.0,0.65,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,validation,model/threshold selection,False
Q-C,stressed/volatile,4103,46,2026-09-15,Tuesday,D17,Stock-specific dispersion,dispersion_rotation,1.25,1.15,1.1,0.95,0.55,False,False,False,2,ADANIPORTS|BAJAJ-AUTO,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,47,2026-09-16,Wednesday,D12,Event day,event_cluster,1.6,1.35,1.25,0.85,1.2,False,False,True,3,ADANIPORTS|BAJAJ-AUTO|BANKBEES,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,48,2026-09-17,Thursday,D02,Low-volatility sideways,normal_open_lull_close,0.65,0.8,0.85,1.05,0.8,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,49,2026-09-18,Friday,D17,Stock-specific dispersion,dispersion_rotation,1.25,1.15,1.1,0.95,0.55,False,False,False,4,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,50,2026-09-21,Monday,D05,Strong rally,trend_with_lulls,1.65,1.35,1.1,0.9,1.35,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,51,2026-09-22,Tuesday,D17,Stock-specific dispersion,dispersion_rotation,1.25,1.15,1.1,0.95,0.55,False,False,False,5,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,52,2026-09-23,Wednesday,D07,Sell-off/panic,shock_liquidity_recovery,2.2,1.55,1.75,0.65,1.7,False,True,False,12,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,53,2026-09-24,Thursday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,54,2026-09-25,Friday,D10,Gap-down continuation,gap_open_then_path,1.55,1.3,1.25,0.85,1.3,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,55,2026-09-28,Monday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,True,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,56,2026-09-29,Tuesday,D04,Gradual bullish trend,trend_with_lulls,1.1,1.1,1.0,1.0,1.1,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,57,2026-09-30,Wednesday,D06,Gradual bearish trend,trend_with_lulls,1.15,1.1,1.05,0.95,1.15,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,58,2026-10-01,Thursday,D01,Normal balanced,normal_open_lull_close,1.0,1.0,1.0,1.0,1.0,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,59,2026-10-02,Friday,D20,Shock-and-normalize,shock_liquidity_recovery,2.0,1.45,1.6,0.7,1.55,False,True,False,9,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,60,2026-10-05,Monday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,61,2026-10-06,Tuesday,D12,Event day,event_cluster,1.6,1.35,1.25,0.85,1.2,False,False,True,3,ADANIPORTS|BAJAJ-AUTO|BANKBEES,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,62,2026-10-07,Wednesday,D03,High-volatility sideways,normal_open_lull_close,1.45,1.15,1.2,0.95,1.05,False,False,False,0,,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
Q-C,stressed/volatile,4103,63,2026-10-08,Thursday,D07,Sell-off/panic,shock_liquidity_recovery,2.2,1.55,1.75,0.65,1.7,False,True,False,17,ADANIPORTS|BAJAJ-AUTO|BANKBEES|BHARTIARTL|BPCL|BRITANNIA|CIPLA|DRREDDY|GOLDBEES|HINDUNILVR|ITBEES|ITC|JUNIORBEES|KOTAKBANK|NESTLEIND|ONGC|SUNPHARMA,D04,one_day_candidate_not_promotable,synthetic_scenario_design,untouched_test,final quarter evaluation,False
