root,trade_date,exchange,symbol,parquet_files,bytes
real_data_sample\l2_multiday_panel,2026-07-15,NSE,MARUTI,1563,54604515
real_data_sample\l2_multiday_panel,2026-07-15,NSE,NESTLEIND,1563,54087560
real_data_sample\l2_multiday_panel,2026-07-15,NSE,NIFTYBEES,1563,54871228
real_data_sample\l2_multiday_panel,2026-07-15,NSE,ONGC,1563,54714810
real_data_sample\l2_multiday_panel,2026-07-15,NSE,RELIANCE,1562,55393728
real_data_sample\l2_multiday_panel,2026-07-15,NSE,SBIN,1563,55699881
real_data_sample\l2_multiday_panel,2026-07-15,NSE,SUNPHARMA,1563,55026923
real_data_sample\l2_multiday_panel,2026-07-15,NSE,TCS,1563,55776785
real_data_sample\l2_multiday_panel,2026-07-15,NSE,TECHM,1563,55040630
real_data_sample\l2_multiday_panel,2026-07-15,NSE,ULTRACEMCO,1563,54443215
real_data_sample\l2_multiday_panel,2026-07-15,NSE,WIPRO,1562,54490807
real_data_sample\l2_multiday_panel,2026-07-16,NSE,ADANIPORTS,1571,54925395
real_data_sample\l2_multiday_panel,2026-07-16,NSE,AXISBANK,1571,54988542
real_data_sample\l2_multiday_panel,2026-07-16,NSE,BAJAJ-AUTO,1572,54879663
real_data_sample\l2_multiday_panel,2026-07-16,NSE,BANKBEES,1572,55086791
real_data_sample\l2_multiday_panel,2026-07-16,NSE,BHARTIARTL,1571,55047614
real_data_sample\l2_multiday_panel,2026-07-16,NSE,BPCL,1572,54566338
real_data_sample\l2_multiday_panel,2026-07-16,NSE,BRITANNIA,1572,54560656
real_data_sample\l2_multiday_panel,2026-07-16,NSE,CIPLA,1571,54338161
real_data_sample\l2_multiday_panel,2026-07-16,NSE,DRREDDY,1571,54591185
real_data_sample\l2_multiday_panel,2026-07-16,NSE,GOLDBEES,1572,54545648
real_data_sample\l2_multiday_panel,2026-07-16,NSE,HCLTECH,1571,55288037
real_data_sample\l2_multiday_panel,2026-07-16,NSE,HDFCBANK,1571,56045143
real_data_sample\l2_multiday_panel,2026-07-16,NSE,HINDUNILVR,1571,54829705
real_data_sample\l2_multiday_panel,2026-07-16,NSE,ICICIBANK,1571,55519919
real_data_sample\l2_multiday_panel,2026-07-16,NSE,INFY,1571,56084535
real_data_sample\l2_multiday_panel,2026-07-16,NSE,ITBEES,1572,54293203
real_data_sample\l2_multiday_panel,2026-07-16,NSE,ITC,1572,55741890
real_data_sample\l2_multiday_panel,2026-07-16,NSE,JUNIORBEES,1572,55373790
real_data_sample\l2_multiday_panel,2026-07-16,NSE,KOTAKBANK,1571,55109025
real_data_sample\l2_multiday_panel,2026-07-16,NSE,LT,1571,56133335
real_data_sample\l2_multiday_panel,2026-07-16,NSE,M&M,1571,55751214
real_data_sample\l2_multiday_panel,2026-07-16,NSE,MARUTI,1572,55173283
real_data_sample\l2_multiday_panel,2026-07-16,NSE,NESTLEIND,1571,54308318
real_data_sample\l2_multiday_panel,2026-07-16,NSE,NIFTYBEES,1572,54909980
real_data_sample\l2_multiday_panel,2026-07-16,NSE,ONGC,1571,54522759
real_data_sample\l2_multiday_panel,2026-07-16,NSE,RELIANCE,1571,55551632
real_data_sample\l2_multiday_panel,2026-07-16,NSE,SBIN,1572,55138669
real_data_sample\l2_multiday_panel,2026-07-16,NSE,SUNPHARMA,1571,54790054
real_data_sample\l2_multiday_panel,2026-07-16,NSE,TCS,1571,56060041
real_data_sample\l2_multiday_panel,2026-07-16,NSE,TECHM,1571,55343287
real_data_sample\l2_multiday_panel,2026-07-16,NSE,ULTRACEMCO,1571,54776574
real_data_sample\l2_multiday_panel,2026-07-16,NSE,WIPRO,1571,54760316
real_data_sample\l2_unseen_validation,2026-07-17,NSE,ADANIPORTS,1587,55392571
real_data_sample\l2_unseen_validation,2026-07-17,NSE,AXISBANK,1587,56615900
real_data_sample\l2_unseen_validation,2026-07-17,NSE,BAJAJ-AUTO,1587,56114086
real_data_sample\l2_unseen_validation,2026-07-17,NSE,BANKBEES,1587,55534558
real_data_sample\l2_unseen_validation,2026-07-17,NSE,BHARTIARTL,1587,55660349
real_data_sample\l2_unseen_validation,2026-07-17,NSE,BPCL,1587,54874585
real_data_sample\l2_unseen_validation,2026-07-17,NSE,BRITANNIA,1587,54825111
real_data_sample\l2_unseen_validation,2026-07-17,NSE,CIPLA,1588,55263626
real_data_sample\l2_unseen_validation,2026-07-17,NSE,DRREDDY,1587,55297207
real_data_sample\l2_unseen_validation,2026-07-17,NSE,GOLDBEES,1587,55218567
real_data_sample\l2_unseen_validation,2026-07-17,NSE,HCLTECH,1587,55711159
real_data_sample\l2_unseen_validation,2026-07-17,NSE,HDFCBANK,1587,57174993
real_data_sample\l2_unseen_validation,2026-07-17,NSE,HINDUNILVR,1587,55533087
real_data_sample\l2_unseen_validation,2026-07-17,NSE,ICICIBANK,1587,56756611
real_data_sample\l2_unseen_validation,2026-07-17,NSE,INFY,1587,56777328
real_data_sample\l2_unseen_validation,2026-07-17,NSE,ITBEES,1587,54821778
real_data_sample\l2_unseen_validation,2026-07-17,NSE,ITC,1588,56629775
real_data_sample\l2_unseen_validation,2026-07-17,NSE,JUNIORBEES,1587,55863425
real_data_sample\l2_unseen_validation,2026-07-17,NSE,KOTAKBANK,1587,56061538
real_data_sample\l2_unseen_validation,2026-07-17,NSE,LT,1588,56372344
real_data_sample\l2_unseen_validation,2026-07-17,NSE,M&M,1587,55882896
real_data_sample\l2_unseen_validation,2026-07-17,NSE,MARUTI,1587,55564536
real_data_sample\l2_unseen_validation,2026-07-17,NSE,NESTLEIND,1587,55180828
real_data_sample\l2_unseen_validation,2026-07-17,NSE,NIFTYBEES,1587,55632670
real_data_sample\l2_unseen_validation,2026-07-17,NSE,ONGC,1587,55263651
real_data_sample\l2_unseen_validation,2026-07-17,NSE,RELIANCE,1587,56740012
real_data_sample\l2_unseen_validation,2026-07-17,NSE,SBIN,1587,56326434
real_data_sample\l2_unseen_validation,2026-07-17,NSE,SUNPHARMA,1587,55880840
real_data_sample\l2_unseen_validation,2026-07-17,NSE,TCS,1587,57059130
real_data_sample\l2_unseen_validation,2026-07-17,NSE,TECHM,1587,57015727
real_data_sample\l2_unseen_validation,2026-07-17,NSE,ULTRACEMCO,1587,55150896
real_data_sample\l2_unseen_validation,2026-07-17,NSE,WIPRO,1587,56309080
real_data_sample\l2_unseen_validation,2026-07-20,NSE,ADANIPORTS,1576,54892320
real_data_sample\l2_unseen_validation,2026-07-20,NSE,AXISBANK,1576,56833722
real_data_sample\l2_unseen_validation,2026-07-20,NSE,BAJAJ-AUTO,1576,55417649
real_data_sample\l2_unseen_validation,2026-07-20,NSE,BANKBEES,1576,55386831
real_data_sample\l2_unseen_validation,2026-07-20,NSE,BHARTIARTL,1576,55252231
real_data_sample\l2_unseen_validation,2026-07-20,NSE,BPCL,1575,54718611
real_data_sample\l2_unseen_validation,2026-07-20,NSE,BRITANNIA,1574,54358338
real_data_sample\l2_unseen_validation,2026-07-20,NSE,CIPLA,1576,54898235
real_data_sample\l2_unseen_validation,2026-07-20,NSE,DRREDDY,1576,54798360
real_data_sample\l2_unseen_validation,2026-07-20,NSE,GOLDBEES,1576,54664014
real_data_sample\l2_unseen_validation,2026-07-20,NSE,HCLTECH,1575,55062422
real_data_sample\l2_unseen_validation,2026-07-20,NSE,HDFCBANK,1576,57104103
real_data_sample\l2_unseen_validation,2026-07-20,NSE,HINDUNILVR,1575,54854213
real_data_sample\l2_unseen_validation,2026-07-20,NSE,ICICIBANK,1576,56705950
real_data_sample\l2_unseen_validation,2026-07-20,NSE,INFY,1576,56468462
real_data_sample\l2_unseen_validation,2026-07-20,NSE,ITBEES,1576,54376880
real_data_sample\l2_unseen_validation,2026-07-20,NSE,ITC,1576,55943909
real_data_sample\l2_unseen_validation,2026-07-20,NSE,JUNIORBEES,1576,55424185
real_data_sample\l2_unseen_validation,2026-07-20,NSE,KOTAKBANK,1576,56201179
real_data_sample\l2_unseen_validation,2026-07-20,NSE,LT,1576,55613428
real_data_sample\l2_unseen_validation,2026-07-20,NSE,M&M,1576,55486957
real_data_sample\l2_unseen_validation,2026-07-20,NSE,MARUTI,1576,55355940
real_data_sample\l2_unseen_validation,2026-07-20,NSE,NESTLEIND,1576,54938832
real_data_sample\l2_unseen_validation,2026-07-20,NSE,NIFTYBEES,1576,55558081
real_data_sample\l2_unseen_validation,2026-07-20,NSE,ONGC,1576,54919935
real_data_sample\l2_unseen_validation,2026-07-20,NSE,RELIANCE,1575,56340766
real_data_sample\l2_unseen_validation,2026-07-20,NSE,SBIN,1575,56224078
real_data_sample\l2_unseen_validation,2026-07-20,NSE,SUNPHARMA,1575,54947132
real_data_sample\l2_unseen_validation,2026-07-20,NSE,TCS,1575,55910237
real_data_sample\l2_unseen_validation,2026-07-20,NSE,TECHM,1575,55007508
real_data_sample\l2_unseen_validation,2026-07-20,NSE,ULTRACEMCO,1575,55081016
real_data_sample\l2_unseen_validation,2026-07-20,NSE,WIPRO,1576,54824977
real_data_sample\l2_unseen_validation,2026-07-21,NSE,ADANIPORTS,1569,54573121
real_data_sample\l2_unseen_validation,2026-07-21,NSE,AXISBANK,1568,56459562
real_data_sample\l2_unseen_validation,2026-07-21,NSE,BAJAJ-AUTO,1568,55799875
real_data_sample\l2_unseen_validation,2026-07-21,NSE,BANKBEES,1569,54922511
real_data_sample\l2_unseen_validation,2026-07-21,NSE,BHARTIARTL,1568,55069104
real_data_sample\l2_unseen_validation,2026-07-21,NSE,BPCL,1569,54310835
real_data_sample\l2_unseen_validation,2026-07-21,NSE,BRITANNIA,1568,54058239
real_data_sample\l2_unseen_validation,2026-07-21,NSE,CIPLA,1569,54734233
real_data_sample\l2_unseen_validation,2026-07-21,NSE,DRREDDY,1569,54707905
real_data_sample\l2_unseen_validation,2026-07-21,NSE,GOLDBEES,1568,54471274
real_data_sample\l2_unseen_validation,2026-07-21,NSE,HCLTECH,1568,55018761
real_data_sample\l2_unseen_validation,2026-07-21,NSE,HDFCBANK,1568,56478251
real_data_sample\l2_unseen_validation,2026-07-21,NSE,HINDUNILVR,1568,54619961
real_data_sample\l2_unseen_validation,2026-07-21,NSE,ICICIBANK,1568,56292144
real_data_sample\l2_unseen_validation,2026-07-21,NSE,INFY,1568,56155639
real_data_sample\l2_unseen_validation,2026-07-21,NSE,ITBEES,1569,54115847
real_data_sample\l2_unseen_validation,2026-07-21,NSE,ITC,1569,55708762
real_data_sample\l2_unseen_validation,2026-07-21,NSE,JUNIORBEES,1568,54910416
real_data_sample\l2_unseen_validation,2026-07-21,NSE,KOTAKBANK,1568,55409892
real_data_sample\l2_unseen_validation,2026-07-21,NSE,LT,1569,55004117
real_data_sample\l2_unseen_validation,2026-07-21,NSE,M&M,1568,55363512
real_data_sample\l2_unseen_validation,2026-07-21,NSE,MARUTI,1568,55175825
real_data_sample\l2_unseen_validation,2026-07-21,NSE,NESTLEIND,1568,54501837
real_data_sample\l2_unseen_validation,2026-07-21,NSE,NIFTYBEES,1568,54633121
real_data_sample\l2_unseen_validation,2026-07-21,NSE,ONGC,1569,54869558
real_data_sample\l2_unseen_validation,2026-07-21,NSE,RELIANCE,1568,55627621
real_data_sample\l2_unseen_validation,2026-07-21,NSE,SBIN,1568,55654096
real_data_sample\l2_unseen_validation,2026-07-21,NSE,SUNPHARMA,1568,54790362
real_data_sample\l2_unseen_validation,2026-07-21,NSE,TCS,1569,55444595
real_data_sample\l2_unseen_validation,2026-07-21,NSE,TECHM,1569,54915825
real_data_sample\l2_unseen_validation,2026-07-21,NSE,ULTRACEMCO,1568,55304186
real_data_sample\l2_unseen_validation,2026-07-21,NSE,WIPRO,1568,54671581
real_data_sample\l2_unseen_validation,2026-07-22,NSE,ADANIPORTS,1563,54595588
real_data_sample\l2_unseen_validation,2026-07-22,NSE,AXISBANK,1563,54875804
real_data_sample\l2_unseen_validation,2026-07-22,NSE,BAJAJ-AUTO,1563,55793489
real_data_sample\l2_unseen_validation,2026-07-22,NSE,BANKBEES,1564,54549301
real_data_sample\l2_unseen_validation,2026-07-22,NSE,BHARTIARTL,1563,54507329
real_data_sample\l2_unseen_validation,2026-07-22,NSE,BPCL,1562,54348573
real_data_sample\l2_unseen_validation,2026-07-22,NSE,BRITANNIA,1561,54059517
real_data_sample\l2_unseen_validation,2026-07-22,NSE,CIPLA,1563,54417824
real_data_sample\l2_unseen_validation,2026-07-22,NSE,DRREDDY,1563,54670142
real_data_sample\l2_unseen_validation,2026-07-22,NSE,GOLDBEES,1564,54336697
real_data_sample\l2_unseen_validation,2026-07-22,NSE,HCLTECH,1562,54201722
real_data_sample\l2_unseen_validation,2026-07-22,NSE,HDFCBANK,1563,56023854
real_data_sample\l2_unseen_validation,2026-07-22,NSE,HINDUNILVR,1563,54561554
real_data_sample\l2_unseen_validation,2026-07-22,NSE,ICICIBANK,1563,55329624
real_data_sample\l2_unseen_validation,2026-07-22,NSE,INFY,1563,55586087
real_data_sample\l2_unseen_validation,2026-07-22,NSE,ITBEES,1564,53949001
real_data_sample\l2_unseen_validation,2026-07-22,NSE,ITC,1563,55574496
real_data_sample\l2_unseen_validation,2026-07-22,NSE,JUNIORBEES,1564,55074141
real_data_sample\l2_unseen_validation,2026-07-22,NSE,KOTAKBANK,1563,54537459
real_data_sample\l2_unseen_validation,2026-07-22,NSE,LT,1563,54616945
real_data_sample\l2_unseen_validation,2026-07-22,NSE,M&M,1563,55409060
real_data_sample\l2_unseen_validation,2026-07-22,NSE,MARUTI,1563,54901845
real_data_sample\l2_unseen_validation,2026-07-22,NSE,NESTLEIND,1563,55483367
real_data_sample\l2_unseen_validation,2026-07-22,NSE,NIFTYBEES,1564,54525362
real_data_sample\l2_unseen_validation,2026-07-22,NSE,ONGC,1563,54633837
real_data_sample\l2_unseen_validation,2026-07-22,NSE,RELIANCE,1563,55611479
real_data_sample\l2_unseen_validation,2026-07-22,NSE,SBIN,1563,55165912
real_data_sample\l2_unseen_validation,2026-07-22,NSE,SUNPHARMA,1563,54683152
real_data_sample\l2_unseen_validation,2026-07-22,NSE,TCS,1563,54831882
real_data_sample\l2_unseen_validation,2026-07-22,NSE,TECHM,1564,54387543
real_data_sample\l2_unseen_validation,2026-07-22,NSE,ULTRACEMCO,1563,54418371
real_data_sample\l2_unseen_validation,2026-07-22,NSE,WIPRO,1563,54222883
real_data_sample\l2_unseen_validation,2026-07-23,NSE,ADANIPORTS,1560,54960177
real_data_sample\l2_unseen_validation,2026-07-23,NSE,AXISBANK,1560,55868963
real_data_sample\l2_unseen_validation,2026-07-23,NSE,BAJAJ-AUTO,1560,55556158
real_data_sample\l2_unseen_validation,2026-07-23,NSE,BANKBEES,1561,54582202
real_data_sample\l2_unseen_validation,2026-07-23,NSE,BHARTIARTL,1560,54657802
real_data_sample\l2_unseen_validation,2026-07-23,NSE,BPCL,1560,54296854
real_data_sample\l2_unseen_validation,2026-07-23,NSE,BRITANNIA,1560,54309861
real_data_sample\l2_unseen_validation,2026-07-23,NSE,CIPLA,1560,55350281
real_data_sample\l2_unseen_validation,2026-07-23,NSE,DRREDDY,1560,55641468
real_data_sample\l2_unseen_validation,2026-07-23,NSE,GOLDBEES,1561,54230450
real_data_sample\l2_unseen_validation,2026-07-23,NSE,HCLTECH,1560,54293713
real_data_sample\l2_unseen_validation,2026-07-23,NSE,HDFCBANK,1560,56142322
real_data_sample\l2_unseen_validation,2026-07-23,NSE,HINDUNILVR,1560,54434671
real_data_sample\l2_unseen_validation,2026-07-23,NSE,ICICIBANK,1560,55464566
real_data_sample\l2_unseen_validation,2026-07-23,NSE,INFY,1560,56133729
real_data_sample\l2_unseen_validation,2026-07-23,NSE,ITBEES,1561,53898409
real_data_sample\l2_unseen_validation,2026-07-23,NSE,ITC,1560,55700537
real_data_sample\l2_unseen_validation,2026-07-23,NSE,JUNIORBEES,1561,54612583
real_data_sample\l2_unseen_validation,2026-07-23,NSE,KOTAKBANK,1560,54579857
real_data_sample\l2_unseen_validation,2026-07-23,NSE,LT,1560,54917400
real_data_sample\l2_unseen_validation,2026-07-23,NSE,M&M,1560,55334076
real_data_sample\l2_unseen_validation,2026-07-23,NSE,MARUTI,1561,54898758
real_data_sample\l2_unseen_validation,2026-07-23,NSE,NESTLEIND,1560,55389805
real_data_sample\l2_unseen_validation,2026-07-23,NSE,NIFTYBEES,1561,54537997
real_data_sample\l2_unseen_validation,2026-07-23,NSE,ONGC,1561,54429810
real_data_sample\l2_unseen_validation,2026-07-23,NSE,RELIANCE,1560,55265991
real_data_sample\l2_unseen_validation,2026-07-23,NSE,SBIN,1560,55137882
real_data_sample\l2_unseen_validation,2026-07-23,NSE,SUNPHARMA,1561,55134753
real_data_sample\l2_unseen_validation,2026-07-23,NSE,TCS,1560,55431312
real_data_sample\l2_unseen_validation,2026-07-23,NSE,TECHM,1560,54524647
real_data_sample\l2_unseen_validation,2026-07-23,NSE,ULTRACEMCO,1560,54232425
real_data_sample\l2_unseen_validation,2026-07-23,NSE,WIPRO,1561,54430877
real_data_sample\l2_unseen_validation,2026-07-24,NSE,ADANIPORTS,1566,54693897
real_data_sample\l2_unseen_validation,2026-07-24,NSE,AXISBANK,1566,55049591
real_data_sample\l2_unseen_validation,2026-07-24,NSE,BAJAJ-AUTO,1566,55064449
real_data_sample\l2_unseen_validation,2026-07-24,NSE,BANKBEES,1566,55082301
real_data_sample\l2_unseen_validation,2026-07-24,NSE,BHARTIARTL,1566,54727789
real_data_sample\l2_unseen_validation,2026-07-24,NSE,BPCL,1565,54187508
real_data_sample\l2_unseen_validation,2026-07-24,NSE,BRITANNIA,1566,54135974
real_data_sample\l2_unseen_validation,2026-07-24,NSE,CIPLA,1566,54930195
real_data_sample\l2_unseen_validation,2026-07-24,NSE,DRREDDY,1566,55172323
real_data_sample\l2_unseen_validation,2026-07-24,NSE,GOLDBEES,1565,54521242
real_data_sample\l2_unseen_validation,2026-07-24,NSE,HCLTECH,1566,55067580
real_data_sample\l2_unseen_validation,2026-07-24,NSE,HDFCBANK,1566,56198260
real_data_sample\l2_unseen_validation,2026-07-24,NSE,HINDUNILVR,1566,54682813
real_data_sample\l2_unseen_validation,2026-07-24,NSE,ICICIBANK,1566,55460738
real_data_sample\l2_unseen_validation,2026-07-24,NSE,INFY,1566,56835666
real_data_sample\l2_unseen_validation,2026-07-24,NSE,ITBEES,1566,54082215
real_data_sample\l2_unseen_validation,2026-07-24,NSE,ITC,1566,55855390
real_data_sample\l2_unseen_validation,2026-07-24,NSE,JUNIORBEES,1565,55052711
real_data_sample\l2_unseen_validation,2026-07-24,NSE,KOTAKBANK,1566,54391073
real_data_sample\l2_unseen_validation,2026-07-24,NSE,LT,1566,55099819
real_data_sample\l2_unseen_validation,2026-07-24,NSE,M&M,1566,55599924
real_data_sample\l2_unseen_validation,2026-07-24,NSE,MARUTI,1566,55084717
real_data_sample\l2_unseen_validation,2026-07-24,NSE,NESTLEIND,1565,54492114
real_data_sample\l2_unseen_validation,2026-07-24,NSE,NIFTYBEES,1566,54837564
real_data_sample\l2_unseen_validation,2026-07-24,NSE,ONGC,1566,54418427
real_data_sample\l2_unseen_validation,2026-07-24,NSE,RELIANCE,1565,55328408
real_data_sample\l2_unseen_validation,2026-07-24,NSE,SBIN,1565,55588537
real_data_sample\l2_unseen_validation,2026-07-24,NSE,SUNPHARMA,1565,54442605
real_data_sample\l2_unseen_validation,2026-07-24,NSE,TCS,1565,55738749
real_data_sample\l2_unseen_validation,2026-07-24,NSE,TECHM,1566,54582291
real_data_sample\l2_unseen_validation,2026-07-24,NSE,ULTRACEMCO,1566,54444164
real_data_sample\l2_unseen_validation,2026-07-24,NSE,WIPRO,1565,54856967
real_data_sample\l2_unseen_validation,2026-07-27,NSE,ADANIPORTS,178,6225896
real_data_sample\l2_unseen_validation,2026-07-27,NSE,AXISBANK,177,6130746
real_data_sample\l2_unseen_validation,2026-07-27,NSE,BAJAJ-AUTO,177,6268210
real_data_sample\l2_unseen_validation,2026-07-27,NSE,BANKBEES,177,6213087
real_data_sample\l2_unseen_validation,2026-07-27,NSE,BHARTIARTL,177,6136224
real_data_sample\l2_unseen_validation,2026-07-27,NSE,BPCL,177,6117980
real_data_sample\l2_unseen_validation,2026-07-27,NSE,BRITANNIA,177,6100015
real_data_sample\l2_unseen_validation,2026-07-27,NSE,CIPLA,177,6103378
real_data_sample\l2_unseen_validation,2026-07-27,NSE,DRREDDY,177,6146061
real_data_sample\l2_unseen_validation,2026-07-27,NSE,GOLDBEES,177,6103307
real_data_sample\l2_unseen_validation,2026-07-27,NSE,HCLTECH,177,6246137
real_data_sample\l2_unseen_validation,2026-07-27,NSE,HDFCBANK,177,6368200
real_data_sample\l2_unseen_validation,2026-07-27,NSE,HINDUNILVR,177,6158961
real_data_sample\l2_unseen_validation,2026-07-27,NSE,ICICIBANK,177,6134210
real_data_sample\l2_unseen_validation,2026-07-27,NSE,INFY,177,6400742
real_data_sample\l2_unseen_validation,2026-07-27,NSE,ITBEES,177,6111823
real_data_sample\l2_unseen_validation,2026-07-27,NSE,ITC,177,6232607
real_data_sample\l2_unseen_validation,2026-07-27,NSE,JUNIORBEES,177,6197293
real_data_sample\l2_unseen_validation,2026-07-27,NSE,KOTAKBANK,177,6127137
real_data_sample\l2_unseen_validation,2026-07-27,NSE,LT,177,6165179
real_data_sample\l2_unseen_validation,2026-07-27,NSE,M&M,177,6243300
real_data_sample\l2_unseen_validation,2026-07-27,NSE,MARUTI,177,6187868
real_data_sample\l2_unseen_validation,2026-07-27,NSE,NESTLEIND,177,6126309
real_data_sample\l2_unseen_validation,2026-07-27,NSE,NIFTYBEES,177,6165182
real_data_sample\l2_unseen_validation,2026-07-27,NSE,ONGC,177,6302328
real_data_sample\l2_unseen_validation,2026-07-27,NSE,RELIANCE,177,6177442
real_data_sample\l2_unseen_validation,2026-07-27,NSE,SBIN,177,6125524
real_data_sample\l2_unseen_validation,2026-07-27,NSE,SUNPHARMA,177,6139864
real_data_sample\l2_unseen_validation,2026-07-27,NSE,TCS,177,6388263
real_data_sample\l2_unseen_validation,2026-07-27,NSE,TECHM,177,6192004
real_data_sample\l2_unseen_validation,2026-07-27,NSE,ULTRACEMCO,177,6127663
real_data_sample\l2_unseen_validation,2026-07-27,NSE,WIPRO,177,6178276
real_data_sample\l2_unseen_validation,2026-08-03,NSE,ADANIPORTS,1560,54429787
real_data_sample\l2_unseen_validation,2026-08-03,NSE,AXISBANK,1560,54689229
real_data_sample\l2_unseen_validation,2026-08-03,NSE,BAJAJ-AUTO,1560,54067388
real_data_sample\l2_unseen_validation,2026-08-03,NSE,BANKBEES,1590,55120806
real_data_sample\l2_unseen_validation,2026-08-03,NSE,BHARTIARTL,1560,54400359
real_data_sample\l2_unseen_validation,2026-08-03,NSE,BPCL,1560,53857030
real_data_sample\l2_unseen_validation,2026-08-03,NSE,BRITANNIA,1560,53991556
real_data_sample\l2_unseen_validation,2026-08-03,NSE,CIPLA,1561,54170346
real_data_sample\l2_unseen_validation,2026-08-03,NSE,DRREDDY,1560,54386508
real_data_sample\l2_unseen_validation,2026-08-03,NSE,GOLDBEES,1589,55532105
real_data_sample\l2_unseen_validation,2026-08-03,NSE,HCLTECH,1560,54402191
real_data_sample\l2_unseen_validation,2026-08-03,NSE,HDFCBANK,1561,55698561
real_data_sample\l2_unseen_validation,2026-08-03,NSE,HINDUNILVR,1560,54092682
real_data_sample\l2_unseen_validation,2026-08-03,NSE,ICICIBANK,1561,54847070
real_data_sample\l2_unseen_validation,2026-08-03,NSE,INFY,1561,55727140
real_data_sample\l2_unseen_validation,2026-08-03,NSE,ITBEES,1590,54899150
real_data_sample\l2_unseen_validation,2026-08-03,NSE,ITC,1561,56043996
real_data_sample\l2_unseen_validation,2026-08-03,NSE,JUNIORBEES,1590,55964396
real_data_sample\l2_unseen_validation,2026-08-03,NSE,KOTAKBANK,1560,54586013
real_data_sample\l2_unseen_validation,2026-08-03,NSE,LT,1560,54379397
real_data_sample\l2_unseen_validation,2026-08-03,NSE,M&M,1560,54659383
real_data_sample\l2_unseen_validation,2026-08-03,NSE,MARUTI,1560,55056783
real_data_sample\l2_unseen_validation,2026-08-03,NSE,NESTLEIND,1560,54082293
real_data_sample\l2_unseen_validation,2026-08-03,NSE,NIFTYBEES,1590,55142018
real_data_sample\l2_unseen_validation,2026-08-03,NSE,ONGC,1560,54164438
real_data_sample\l2_unseen_validation,2026-08-03,NSE,RELIANCE,1560,54467083
real_data_sample\l2_unseen_validation,2026-08-03,NSE,SBIN,1560,54939859
real_data_sample\l2_unseen_validation,2026-08-03,NSE,SUNPHARMA,1560,55604238
real_data_sample\l2_unseen_validation,2026-08-03,NSE,TCS,1560,55215389
real_data_sample\l2_unseen_validation,2026-08-03,NSE,TECHM,1560,55008032
real_data_sample\l2_unseen_validation,2026-08-03,NSE,ULTRACEMCO,1559,53839583
real_data_sample\l2_unseen_validation,2026-08-03,NSE,WIPRO,1560,54479927
real_data_sample\l2_unseen_validation,2026-08-04,NSE,ADANIPORTS,1572,54581962
real_data_sample\l2_unseen_validation,2026-08-04,NSE,AXISBANK,1573,54884075
real_data_sample\l2_unseen_validation,2026-08-04,NSE,BAJAJ-AUTO,1573,54790531
real_data_sample\l2_unseen_validation,2026-08-04,NSE,BANKBEES,1607,55882655
real_data_sample\l2_unseen_validation,2026-08-04,NSE,BHARTIARTL,1573,54754652
real_data_sample\l2_unseen_validation,2026-08-04,NSE,BPCL,1573,54311128
real_data_sample\l2_unseen_validation,2026-08-04,NSE,BRITANNIA,1570,54425790
real_data_sample\l2_unseen_validation,2026-08-04,NSE,CIPLA,1572,54639927
real_data_sample\l2_unseen_validation,2026-08-04,NSE,DRREDDY,1573,54664824
real_data_sample\l2_unseen_validation,2026-08-04,NSE,GOLDBEES,1606,55790860
real_data_sample\l2_unseen_validation,2026-08-04,NSE,HCLTECH,1573,54722019
real_data_sample\l2_unseen_validation,2026-08-04,NSE,HDFCBANK,1573,56389523
real_data_sample\l2_unseen_validation,2026-08-04,NSE,HINDUNILVR,1573,54851114
real_data_sample\l2_unseen_validation,2026-08-04,NSE,ICICIBANK,1573,55211277
real_data_sample\l2_unseen_validation,2026-08-04,NSE,INFY,1573,55276926
real_data_sample\l2_unseen_validation,2026-08-04,NSE,ITBEES,1606,55393161
real_data_sample\l2_unseen_validation,2026-08-04,NSE,ITC,1573,55403343
real_data_sample\l2_unseen_validation,2026-08-04,NSE,JUNIORBEES,1607,56527419
real_data_sample\l2_unseen_validation,2026-08-04,NSE,KOTAKBANK,1573,54685003
real_data_sample\l2_unseen_validation,2026-08-04,NSE,LT,1573,54870169
real_data_sample\l2_unseen_validation,2026-08-04,NSE,M&M,1573,55012194
real_data_sample\l2_unseen_validation,2026-08-04,NSE,MARUTI,1573,54819384
real_data_sample\l2_unseen_validation,2026-08-04,NSE,NESTLEIND,1573,55296892
real_data_sample\l2_unseen_validation,2026-08-04,NSE,NIFTYBEES,1606,56035376
real_data_sample\l2_unseen_validation,2026-08-04,NSE,ONGC,1573,54552523
real_data_sample\l2_unseen_validation,2026-08-04,NSE,RELIANCE,1573,55265835
real_data_sample\l2_unseen_validation,2026-08-04,NSE,SBIN,1573,55084736
real_data_sample\l2_unseen_validation,2026-08-04,NSE,SUNPHARMA,1573,54682671
real_data_sample\l2_unseen_validation,2026-08-04,NSE,TCS,1573,55097748
real_data_sample\l2_unseen_validation,2026-08-04,NSE,TECHM,1573,54632011
real_data_sample\l2_unseen_validation,2026-08-04,NSE,ULTRACEMCO,1573,54289455
real_data_sample\l2_unseen_validation,2026-08-04,NSE,WIPRO,1574,54616818
