root,trade_date,symbol,sample_file,column_count,has_l1,has_top5,missing_required_columns
real_data_sample\l2_multiday_panel,2026-07-10,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\part-034515_924773-000042.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\part-034502_462491-000014.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\part-034502_590319-000015.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\part-034502_714378-000016.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\part-034502_837031-000017.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=INFY\part-034502_957663-000018.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\part-034516_587518-000048.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITC\part-034503_084233-000019.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\part-034516_831123-000050.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\part-034503_210949-000020.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=LT\part-034503_332609-000021.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=M&M\part-034503_456777-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-034503_581048-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-034503_704039-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-034517_509328-000056.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-034503_830760-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-034503_950112-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-034504_082031-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\part-034504_206778-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=TCS\part-034504_326835-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\part-034504_447838-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\part-034504_579897-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-034504_701826-000032.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-062603_563467-000001.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-062603_714610-000002.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-062603_859366-000003.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-062604_015424-000004.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-062604_161207-000005.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-062604_289867-000006.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-062604_429679-000007.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-062604_571900-000008.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-062604_717234-000009.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-062604_855433-000010.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-062604_988832-000011.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-062605_125051-000012.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-062605_266987-000013.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-062605_407053-000014.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-062605_543700-000015.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-062605_682267-000016.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-062605_817390-000017.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-062605_956663-000018.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-062606_134313-000019.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-062606_274994-000020.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-062606_408397-000021.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-062606_541546-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-062606_708199-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-062606_871561-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-062607_032914-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-062607_166803-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-062607_297281-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-062607_430516-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-062607_576207-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-062607_717273-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-062607_847509-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-09,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-062607_986353-000032.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\part-073443_831343-000001.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\part-073443_970901-000002.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\part-073444_080201-000003.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\part-073444_224685-000004.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\part-073444_337478-000005.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\part-073444_450400-000006.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\part-073444_559438-000007.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\part-073444_685953-000008.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\part-073444_858308-000009.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\part-073444_976748-000010.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-073445_125270-000011.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-073445_239174-000012.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-073445_351918-000013.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-073445_486437-000014.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-073445_602798-000015.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-073445_718369-000016.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-073445_866169-000017.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-073445_997997-000018.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-073446_107086-000019.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-073446_226721-000020.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-073446_344136-000021.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-073446_469930-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-073446_613957-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-073446_725850-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-073446_843264-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-073446_959823-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-073447_069045-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-073447_183315-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-073447_291090-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-073447_402618-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-073447_534086-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-08,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-073447_655264-000032.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,ADANIPORTS,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=ADANIPORTS\part-034500_792939-000001.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,AXISBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=AXISBANK\part-034500_926180-000002.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,BAJAJ-AUTO,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_058034-000003.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,BANKBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=BANKBEES\part-034501_201742-000004.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,BHARTIARTL,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=BHARTIARTL\part-034501_330707-000005.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,BPCL,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=BPCL\part-034501_467677-000006.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,BRITANNIA,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=BRITANNIA\part-034501_609973-000007.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,CIPLA,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=CIPLA\part-034501_756204-000008.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,DRREDDY,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=DRREDDY\part-034501_893104-000009.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,GOLDBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=GOLDBEES\part-034502_026026-000010.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,HCLTECH,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=HCLTECH\part-034502_153712-000011.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,HDFCBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=HDFCBANK\part-034502_278710-000012.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,HINDUNILVR,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=HINDUNILVR\part-034502_405463-000013.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,ICICIBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=ICICIBANK\part-034502_552294-000014.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,INFY,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=INFY\part-034502_684000-000015.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,ITBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=ITBEES\part-034502_809035-000016.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,ITC,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=ITC\part-034502_943233-000017.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,JUNIORBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=JUNIORBEES\part-034503_070203-000018.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,KOTAKBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=KOTAKBANK\part-034503_202513-000019.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,LT,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=LT\part-034503_337768-000020.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,M&M,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=M&M\part-034503_461108-000021.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,MARUTI,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=MARUTI\part-034503_581774-000022.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,NESTLEIND,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=NESTLEIND\part-034503_710767-000023.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,NIFTYBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=NIFTYBEES\part-034503_848784-000024.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,ONGC,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=ONGC\part-034503_971022-000025.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,RELIANCE,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=RELIANCE\part-034504_125498-000026.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,SBIN,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=SBIN\part-034504_267831-000027.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,SUNPHARMA,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=SUNPHARMA\part-034504_394983-000028.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,TCS,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=TCS\part-034504_517082-000029.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,TECHM,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=TECHM\part-034504_641998-000030.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,ULTRACEMCO,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=ULTRACEMCO\part-034504_768467-000031.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-04,WIPRO,real_data_sample\l2_unseen_validation\trade_date=2026-08-04\exchange=NSE\symbol=WIPRO\part-034504_897911-000032.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,ADANIPORTS,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=ADANIPORTS\part-034500_616394-000001.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,AXISBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=AXISBANK\part-034500_747657-000002.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,BAJAJ-AUTO,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=BAJAJ-AUTO\part-034500_880442-000003.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,BANKBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=BANKBEES\part-034501_028674-000004.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,BHARTIARTL,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=BHARTIARTL\part-034501_178607-000005.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,BPCL,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=BPCL\part-034501_324576-000006.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,BRITANNIA,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=BRITANNIA\part-034501_517911-000007.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,CIPLA,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=CIPLA\part-034501_663877-000008.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,DRREDDY,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=DRREDDY\part-034501_788767-000009.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,GOLDBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=GOLDBEES\part-034501_916937-000010.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,HCLTECH,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=HCLTECH\part-034502_080305-000011.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,HDFCBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=HDFCBANK\part-034502_215748-000012.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,HINDUNILVR,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=HINDUNILVR\part-034502_345763-000013.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,ICICIBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=ICICIBANK\part-034502_502155-000014.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,INFY,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=INFY\part-034502_639731-000015.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,ITBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=ITBEES\part-034502_802209-000016.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,ITC,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=ITC\part-034502_931948-000017.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,JUNIORBEES,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=JUNIORBEES\part-034503_097186-000018.parquet,54,1,1,
real_data_sample\l2_unseen_validation,2026-08-03,KOTAKBANK,real_data_sample\l2_unseen_validation\trade_date=2026-08-03\exchange=NSE\symbol=KOTAKBANK\part-034503_223111-000019.parquet,54,1,1,
