remote_path,local_path,bytes,status,error
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095329_525763-049093.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095329_525763-049093.parquet,34390,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094909_696450-048517.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094909_696450-048517.parquet,34471,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095358_806056-049157.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095358_806056-049157.parquet,34541,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095246_235484-048997.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095246_235484-048997.parquet,34360,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095413_317724-049189.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095413_317724-049189.parquet,34522,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095104_024306-048773.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095104_024306-048773.parquet,36749,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094549_743231-048069.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094549_743231-048069.parquet,35710,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095808_778177-049701.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095808_778177-049701.parquet,34442,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095202_738115-048901.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095202_738115-048901.parquet,35602,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094423_486426-047877.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094423_486426-047877.parquet,35690,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095526_487498-049349.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095526_487498-049349.parquet,36369,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094812_729161-048389.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094812_729161-048389.parquet,34644,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095555_501533-049413.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095555_501533-049413.parquet,36142,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095457_242140-049285.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095457_242140-049285.parquet,36280,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095148_006814-048869.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095148_006814-048869.parquet,35981,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094744_238953-048325.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094744_238953-048325.parquet,34528,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095344_255453-049125.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095344_255453-049125.parquet,34521,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095654_433977-049541.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095654_433977-049541.parquet,35301,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095231_713603-048965.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095231_713603-048965.parquet,34605,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094701_458061-048229.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094701_458061-048229.parquet,34403,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095300_536248-049029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095300_536248-049029.parquet,34358,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-094855_489110-048485.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-094855_489110-048485.parquet,34713,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095442_522736-049253.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095442_522736-049253.parquet,36173,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095609_985761-049445.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095609_985761-049445.parquet,35755,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095624_254529-049477.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095624_254529-049477.parquet,35786,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095512_028175-049317.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095512_028175-049317.parquet,36244,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095639_248833-049509.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095639_248833-049509.parquet,35422,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095709_277943-049573.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095709_277943-049573.parquet,35642,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095724_002210-049605.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095724_002210-049605.parquet,35254,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095938_876561-049893.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095938_876561-049893.parquet,36152,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034642_645350-000230.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034642_645350-000230.parquet,34717,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095923_171839-049861.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095923_171839-049861.parquet,34662,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095020_500906-048677.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095020_500906-048677.parquet,36046,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095428_033481-049221.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095428_033481-049221.parquet,35572,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095034_981280-048709.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095034_981280-048709.parquet,35658,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095954_616995-049925.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095954_616995-049925.parquet,35934,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034501_580665-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034501_580665-000006.parquet,34052,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034852_406727-000518.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034852_406727-000518.parquet,34696,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034656_869254-000262.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034656_869254-000262.parquet,34386,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034711_182304-000294.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034711_182304-000294.parquet,34651,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095738_864024-049637.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095738_864024-049637.parquet,34436,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095753_780892-049669.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095753_780892-049669.parquet,34521,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034837_922242-000486.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034837_922242-000486.parquet,34691,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034740_153121-000358.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034740_153121-000358.parquet,36247,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034530_684732-000070.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034530_684732-000070.parquet,34451,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035047_654688-000774.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035047_654688-000774.parquet,34341,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-100107_576504-049957.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-100107_576504-049957.parquet,35019,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034754_339216-000390.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034754_339216-000390.parquet,36143,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095049_531225-048741.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095049_531225-048741.parquet,35651,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095838_080389-049765.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095838_080389-049765.parquet,34658,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034935_885785-000614.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034935_885785-000614.parquet,36081,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095852_796431-049797.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095852_796431-049797.parquet,34469,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034516_350098-000038.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034516_350098-000038.parquet,34125,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095540_982316-049381.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095540_982316-049381.parquet,36428,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034545_047183-000102.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034545_047183-000102.parquet,34393,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035102_166064-000806.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035102_166064-000806.parquet,34307,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034725_398397-000326.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034725_398397-000326.parquet,35292,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034823_475787-000454.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034823_475787-000454.parquet,35777,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034559_373876-000134.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034559_373876-000134.parquet,34453,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034613_798566-000166.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034613_798566-000166.parquet,34455,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035145_411446-000902.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035145_411446-000902.parquet,34301,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034906_974055-000550.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034906_974055-000550.parquet,34354,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035004_365390-000678.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035004_365390-000678.parquet,35841,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034921_402417-000582.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034921_402417-000582.parquet,34709,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035033_157296-000742.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035033_157296-000742.parquet,34675,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035116_671139-000838.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035116_671139-000838.parquet,34435,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034628_263998-000198.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034628_263998-000198.parquet,34465,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035243_944316-001030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035243_944316-001030.parquet,34549,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035258_418072-001062.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035258_418072-001062.parquet,34678,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035018_895547-000710.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035018_895547-000710.parquet,36076,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034808_877437-000422.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034808_877437-000422.parquet,36279,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035426_161892-001254.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035426_161892-001254.parquet,34451,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095907_644528-049829.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095907_644528-049829.parquet,34651,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035159_896975-000934.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035159_896975-000934.parquet,34678,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035720_406873-001638.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035720_406873-001638.parquet,34365,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035342_161793-001158.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035342_161793-001158.parquet,34665,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035131_141592-000870.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035131_141592-000870.parquet,34554,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-034949_895730-000646.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034949_895730-000646.parquet,35666,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035214_332263-000966.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035214_332263-000966.parquet,34396,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035608_199785-001478.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035608_199785-001478.parquet,34669,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035327_464112-001126.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035327_464112-001126.parquet,34595,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035356_892488-001190.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035356_892488-001190.parquet,34396,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035637_162160-001542.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035637_162160-001542.parquet,34594,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035651_580406-001574.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035651_580406-001574.parquet,34703,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035440_934168-001286.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035440_934168-001286.parquet,34394,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035847_905573-001830.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035847_905573-001830.parquet,34678,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035524_403729-001382.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035524_403729-001382.parquet,34477,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035411_405853-001222.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035411_405853-001222.parquet,34390,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035705_937353-001606.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035705_937353-001606.parquet,34411,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035229_184215-000998.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035229_184215-000998.parquet,34418,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035945_920947-001958.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035945_920947-001958.parquet,34483,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035455_363479-001318.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035455_363479-001318.parquet,34451,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035931_228835-001926.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035931_228835-001926.parquet,34501,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BHARTIARTL/part-095823_528768-049733.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-095823_528768-049733.parquet,34461,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035539_171515-001414.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035539_171515-001414.parquet,34662,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035735_418660-001670.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035735_418660-001670.parquet,34437,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035916_689636-001894.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035916_689636-001894.parquet,34360,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035750_066908-001702.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035750_066908-001702.parquet,34338,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035819_160895-001766.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035819_160895-001766.parquet,34436,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040241_153131-002342.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040241_153131-002342.parquet,34368,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035509_862994-001350.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035509_862994-001350.parquet,34466,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040310_900825-002406.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040310_900825-002406.parquet,34420,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040325_604519-002438.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040325_604519-002438.parquet,34432,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040143_129239-002214.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040143_129239-002214.parquet,34540,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035312_820541-001094.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035312_820541-001094.parquet,34634,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035833_402167-001798.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035833_402167-001798.parquet,34522,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040522_131086-002694.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040522_131086-002694.parquet,34696,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035902_380466-001862.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035902_380466-001862.parquet,34610,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040000_526193-001990.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040000_526193-001990.parquet,34412,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-040029_669656-002054.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-040029_669656-002054.parquet,34371,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=BPCL/part-035553_903762-001446.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-035553_903762-001446.parquet,34607,skipped_existing,
