queue_rank,trade_month,symbol,priority_bucket,realism_review_flag,opportunity_abstention_flag,candidate_generation_allowed,precommit_scope,strategy_replay_allowed,must_include_guardrail,why
1,2026-01,ADANIPORTS,P1_clean_allowed,0,0,1,label_or_feature_design_only,0,standard_no_replay_guardrail,allowed for label/precommit design only; replay still closed
179,2026-04,LT,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
180,2026-04,M&M,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
181,2026-04,NESTLEIND,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
182,2026-04,NIFTYBEES,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
183,2026-04,SBIN,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
184,2026-04,SUNPHARMA,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
185,2026-04,TCS,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
186,2026-04,TECHM,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
187,2026-04,ULTRACEMCO,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
188,2026-04,WIPRO,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
189,2026-05,ADANIPORTS,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
190,2026-05,GOLDBEES,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
191,2026-05,HDFCBANK,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
192,2026-05,INFY,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
193,2026-05,JUNIORBEES,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
194,2026-05,M&M,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
195,2026-05,MARUTI,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
196,2026-05,NESTLEIND,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
197,2026-05,ONGC,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
198,2026-05,SBIN,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
199,2026-07,ADANIPORTS,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
200,2026-07,BHARTIARTL,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
201,2026-07,CIPLA,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
202,2026-07,DRREDDY,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
203,2026-07,INFY,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
204,2026-07,JUNIORBEES,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
205,2026-07,KOTAKBANK,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
206,2026-07,LT,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
207,2026-07,MARUTI,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
208,2026-07,SBIN,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
209,2026-07,SUNPHARMA,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
210,2026-07,ULTRACEMCO,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
211,2026-07,WIPRO,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
212,2026-08,GOLDBEES,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
213,2026-08,HCLTECH,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
214,2026-08,HINDUNILVR,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
215,2026-08,JUNIORBEES,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
216,2026-08,LT,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
217,2026-08,RELIANCE,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
218,2026-08,SBIN,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
219,2026-08,SUNPHARMA,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
220,2026-08,ULTRACEMCO,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
221,2026-11,BRITANNIA,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
222,2026-11,ICICIBANK,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
223,2026-11,LT,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
224,2026-11,M&M,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
225,2026-11,RELIANCE,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
226,2026-11,TCS,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
227,2026-11,TECHM,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
228,2026-11,WIPRO,P2_allowed_with_realism_review,1,0,1,label_or_feature_design_only,0,realism_review_required_before_any_future_replay_gate,allowed for label/precommit design with realism-review warning; replay still closed
