phase288_variant_id,liquidity_family,pressure_column,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scenario_id,best_initial_capital_inr,best_fixed_notional_inr,best_max_concurrent_positions,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,positive_but_below12,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,full_depth_positive_clue,same_pressure_route_exhausted_for_acceptance
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H3,replenishment_absorption,replenishment_dominance,INV,3,12,18,4,0,0,0,0,-10.220481227650478,-8.712516844730956,-2.55512030691262,-81.1149303781784,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2361111111111111,5,17,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H3,spread_compression_pressure,replenishment_dominance,INV,3,12,38,4,0,0,0,0,-10.220481227650478,-8.712516844730956,-2.55512030691262,-81.1149303781784,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2434210526315789,16,34,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H3,spread_compression_pressure,replenishment_dominance,INV,3,12,30,4,0,0,0,0,-10.220481227650478,-8.712516844730956,-2.55512030691262,-81.1149303781784,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2416666666666666,11,27,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H3,spread_compression_pressure,replenishment_dominance,INV,3,12,23,4,0,0,0,0,-10.220481227650478,-8.712516844730956,-2.55512030691262,-81.1149303781784,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H8,open_pressure_burst,top5_churn_pressure,ORIG,8,12,55,4,0,0,0,0,-10.403547443629954,-6.506334078172986,-2.6008868609074884,-82.56783685420598,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,10,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H8,open_pressure_burst,top5_churn_pressure,ORIG,8,12,44,4,0,0,0,0,-10.403547443629954,-6.506334078172986,-2.6008868609074884,-82.56783685420598,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H8,open_pressure_burst,top5_churn_pressure,ORIG,8,12,33,4,0,0,0,0,-10.403547443629954,-6.506334078172986,-2.6008868609074884,-82.56783685420598,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H8,open_pressure_burst,top5_churn_pressure,ORIG,8,12,22,4,0,0,0,0,-10.403547443629954,-6.128078430969005,-2.6008868609074884,-82.56783685420598,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,15,4,0,0,0,0,-10.465896728305012,-10.205596570472878,-2.616474182076253,-72.67983839100702,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,73,4,0,0,0,0,-10.852066767391564,-9.437367478985031,-2.6722007097224023,-84.83176856261593,P271_P288_P288_LIQUIDITY_VACUUM_Q50_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2465753424657534,42,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,58,4,0,0,0,0,-10.852066767391564,-9.437367478985031,-2.6722007097224023,-84.83176856261593,P271_P288_P288_LIQUIDITY_VACUUM_Q60_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2456896551724137,29,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,44,4,0,0,0,0,-10.852066767391564,-9.437367478985031,-2.6722007097224023,-84.83176856261593,P271_P288_P288_LIQUIDITY_VACUUM_Q70_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,24,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,29,4,0,0,0,0,-10.852066767391564,-9.437367478985031,-2.6722007097224023,-84.83176856261593,P271_P288_P288_LIQUIDITY_VACUUM_Q80_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,16,23,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,55,4,0,0,0,0,-11.0028403272849,-6.651202336617103,-2.750710081821225,-87.3241295816262,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,10,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,44,4,0,0,0,0,-11.0028403272849,-6.651202336617103,-2.750710081821225,-87.3241295816262,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,33,4,0,0,0,0,-11.0028403272849,-6.651202336617103,-2.750710081821225,-87.3241295816262,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,22,4,0,0,0,0,-11.0028403272849,-6.228764425437165,-2.750710081821225,-87.3241295816262,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H3,replenishment_absorption,replenishment_dominance,INV,3,12,12,4,0,0,0,0,-11.02346610527213,-10.788233864135693,-2.7558665263180324,-65.61586967423887,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,109,6,0,0,0,0,-16.90134654401222,-14.209155036134336,-2.82397416287215,-89.64997342451271,P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2477064220183486,47,96,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,87,5,0,0,0,0,-11.378964845165733,-11.240966162075011,-2.82397416287215,-89.64997342451271,P271_P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2471264367816092,41,76,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,65,5,0,0,0,0,-11.378964845165733,-11.240966162075011,-2.82397416287215,-89.64997342451271,P271_P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2461538461538461,30,56,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,44,5,0,0,0,0,-11.378964845165733,-11.240966162075011,-2.82397416287215,-89.64997342451271,P271_P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,17,41,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,15,4,0,0,0,0,-11.661400710752991,-11.332144161132646,-2.915350177688248,-80.98194938022911,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,29,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,11,26,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,23,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,18,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2361111111111111,5,17,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,38,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2434210526315789,16,34,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,30,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2416666666666666,11,27,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,23,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,12,4,0,0,0,0,-12.21021284968918,-11.906529332218357,-3.052553212422295,-72.67983839100702,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,15,4,0,0,0,0,-12.33518053924882,-11.96706052575476,-3.083795134812205,-85.6609759670057,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,109,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181156,P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2477064220183486,48,96,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,87,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181156,P271_P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2471264367816092,41,76,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,65,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181156,P271_P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2461538461538461,30,56,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,44,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181156,P271_P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,17,41,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,29,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494492,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,11,26,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,23,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494492,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,18,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494492,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2361111111111111,5,17,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,38,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494492,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2434210526315789,16,34,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,30,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494492,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2416666666666666,11,27,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,23,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494492,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,12,4,0,0,0,0,-13.60496749587849,-13.220834854654754,-3.401241873969622,-80.98194938022911,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,29,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930432,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,11,26,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,23,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930432,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,18,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930432,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2361111111111111,5,17,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,38,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930432,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2434210526315789,16,34,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,30,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930432,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2416666666666666,11,27,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,23,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930432,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,12,4,0,0,0,0,-14.391043962456957,-13.961570613380552,-3.597760990614239,-85.6609759670057,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,109,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186,P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2477064220183486,49,96,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,87,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186,P271_P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2471264367816092,42,76,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,65,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186,P271_P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2461538461538461,31,56,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,44,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186,P271_P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,18,41,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,73,7,0,0,0,0,-15.426080179392134,-12.73151636615592,-3.853047272127277,-122.31896101991356,P271_P288_P288_LIQUIDITY_VACUUM_Q50_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2431506849315068,39,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,58,7,0,0,0,0,-15.426080179392134,-12.73151636615592,-3.853047272127277,-122.31896101991356,P271_P288_P288_LIQUIDITY_VACUUM_Q60_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2413793103448276,26,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,44,7,0,0,0,0,-15.426080179392134,-12.73151636615592,-3.853047272127277,-122.31896101991356,P271_P288_P288_LIQUIDITY_VACUUM_Q70_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2386363636363636,21,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,29,6,0,0,0,0,-15.426080179392134,-11.091637457104934,-3.853047272127277,-122.31896101991356,P271_P288_P288_LIQUIDITY_VACUUM_Q80_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2327586206896551,14,23,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,109,4,0,0,0,0,-16.172276582105713,-11.13972513440828,-4.043069145526428,-128.3514014452834,P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2477064220183486,49,96,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,87,4,0,0,0,0,-16.172276582105713,-11.13972513440828,-4.043069145526428,-128.3514014452834,P271_P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2471264367816092,42,76,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,65,4,0,0,0,0,-16.172276582105713,-11.13972513440828,-4.043069145526428,-128.3514014452834,P271_P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2461538461538461,31,56,1,1,0,0,0,1,1,0,1
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,44,4,0,0,0,0,-16.172276582105713,-11.13972513440828,-4.043069145526428,-128.3514014452834,P271_P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,18,41,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,111,8,0,0,4,0,-22.52285826779813,-21.35031899750688,-5.614588959925465,-178.24091936271316,P271_P288_P288_PRESSURE_CONTINUATION_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2454954954954954,26,103,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,89,8,0,0,4,0,-22.52285826779813,-21.35031899750688,-5.614588959925465,-178.24091936271316,P271_P288_P288_PRESSURE_CONTINUATION_Q60_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2443820224719101,21,81,1,1,0,0,0,0,1,0,1
