symbol,strategy_id,transition_type,side,shard_symbol_label_rows,symbols,trade_dates,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,mean_cost_clearing_rate,mean_adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps,label_candidate
BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3450,0.0,0.0,-13.952502838378651,0.0,1.0,0.0,0.0,3.456255225585762,-0.003688307304430674,10.66322630280969,13.952502838378651,False
BANKBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3450,0.0,-0.0,-13.952502838378658,0.0,1.0,-0.0,-0.0,3.4562552255857604,-0.003688307304430665,10.66322630280968,13.952502838378658,False
JUNIORBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,1950,0.0,-0.0,-14.09929677422422,0.0,1.0,-0.0,-0.0,3.5541178494828167,0.004675259487228296,13.108040069093155,14.09929677422422,False
JUNIORBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,1950,0.0,0.0,-14.099296774224221,0.0,1.0,0.0,0.0,3.554117849482816,0.004675259487228295,13.108040069093159,14.099296774224221,False
JUNIORBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3450,0.0,0.0,-14.102009353473312,0.0,1.0,0.0,0.0,3.5559262356488692,-0.004002518699499737,11.258780906261407,14.102009353473312,False
JUNIORBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3450,0.0,-0.0,-14.102009353473315,0.0,1.0,-0.0,-0.0,3.555926235648871,-0.004002518699499736,11.258780906261416,14.102009353473315,False
BRITANNIA,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3200,0.0,-0.0,-14.264104251424351,0.0,1.0,-0.0,-0.0,3.663989500949579,-0.004213848697631927,11.496899932068539,14.264104251424351,False
BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3200,0.0,0.0,-14.264104251424364,0.0,1.0,0.0,0.0,3.6639895009495795,-0.004213848697631931,11.496899932068551,14.264104251424364,False
BRITANNIA,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2050,0.0,0.0,-14.270245409349032,0.0,1.0,0.0,0.0,3.668083606232692,0.005707337896197915,15.51956443494411,14.270245409349032,False
BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2050,0.0,-0.0,-14.270245409349032,0.0,1.0,-0.0,-0.0,3.6680836062326905,0.005707337896197915,15.519564434944115,14.270245409349032,False
