shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
119,2026-04-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,33644,550,-43.555231225226045,-33.90294852915976,1.0,0.0,-51.823351225226105,-231.24340155978751,-3.8302169295589827,4.818671867396602,0.39632208238545286
119,2026-04-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,206336,2750,-36.120654514755515,-30.563186813187258,1.0,0.0,-44.38877451475539,-168.0929095354522,-3.726539738465595,4.812592451752767,0.4158245658693715
120,2026-04-01,NIFTYBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,239980,2650,-33.43540340794538,-25.854435983708733,1.0,0.0,-41.703523407945205,-206.31758679567457,-0.35648082133188375,3.577292702299281,0.6218682301587344
120,2026-04-01,NIFTYBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,239980,3050,-31.38341012907919,-19.709729439169045,1.0,0.0,-39.65153012907925,-156.16147308781802,0.0,3.5772927022991903,0.6218682301587471
122,2026-04-01,RELIANCE,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,245932,3200,-47.92255405517081,-36.78678678678771,1.0,0.0,-56.190674055170945,-273.79886601014647,-4.411440335269079,2.9918449411102146,0.44567840746185705
122,2026-04-01,RELIANCE,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,245932,2800,-51.56933889291185,-32.64130112075547,1.0,0.0,-59.83745889291206,-456.8416428728317,0.0,2.991844941110153,0.44567840746187226
124,2026-04-01,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,109120,1450,-31.10331846968087,-25.234682547693453,1.0,0.0,-39.37143846968085,-162.43551105889375,-2.0544427324098447,4.095361480587706,0.3086545906732294
124,2026-04-01,SUNPHARMA,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,109120,1250,-41.88550061774763,-31.772061084350824,1.0,0.0,-50.153620617747606,-286.0458076884276,-3.5912169095020374,4.095361480588189,0.30865459067321976
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,47616,600,-93.38654412581288,-52.489584661536966,1.0,0.0,-101.65466412581294,-323.71454263058985,-14.932802389248101,4.961024105736635,0.4382650135562292
127,2026-04-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I01_0p30_0p40,43564,600,-93.13813583567548,-26.73796791443861,1.0,0.0,-101.40625583567552,-378.93541058098054,-6.76361176868423,5.05105552030458,0.39376835499099877
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I02_0p40_0p60,134912,1300,-25.465928464172702,-24.31597771654248,1.0,0.0,-33.7340484641728,-78.00704579768447,-0.8379420144122296,5.05638908574856,0.4387585567530157
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I01_0p30_0p40,43564,400,-38.12448128569013,-25.636796354278623,1.0,0.0,-46.39260128569013,-122.34222072224132,-7.610350076103778,5.051055520304438,0.3937683549910196
127,2026-04-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,13888,150,-151.46162325906712,-41.93734067922006,1.0,0.0,-159.72974325906722,-404.28159736517034,-8.165931732810883,4.942412639568831,0.3926368729904019
127,2026-04-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I02_0p40_0p60,134912,1950,-31.842817223844346,-26.861411902963095,1.0,0.0,-40.11093722384426,-92.48260648226703,-2.5054284282610695,5.056389085748323,0.4387585567530112
127,2026-04-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,47616,550,-29.21022116111425,-26.556016597509835,1.0,0.0,-37.47834116111427,-74.67585754144079,0.0,4.961024105736758,0.43826501355622377
132,2026-05-01,BANKBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,247916,2500,-19.01811425718921,-7.4602469425566476,1.0,0.0,-27.28623425718917,-197.44025482517634,-0.2502690392169882,3.4875999108417015,0.328669166538417
132,2026-05-01,BANKBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,247916,3200,-16.341493158247683,-9.498628958458099,1.0,0.0,-24.609613158247676,-181.28751130477627,-0.416701391784402,3.487599910841633,0.32866916653842254
136,2026-05-01,CIPLA,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,245932,2400,-15.141827541233576,-10.368433062938331,1.0,0.0,-23.40994754123359,-67.96116504854344,-0.69170643978822,2.7830238417586406,0.5683296261136576
136,2026-05-01,CIPLA,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,245932,3400,-12.357712966514377,-9.096955026574594,1.0,0.0,-20.625832966514352,-51.58951477969964,-0.6984703499346434,2.783023841758672,0.5683296261137233
139,2026-05-01,HCLTECH,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,41580,450,-23.79977839084142,-17.578284686451397,1.0,0.0,-32.06789839084146,-40.18461048778343,-13.583600889107705,2.4299765424830064,0.30647951278224045
139,2026-05-01,HCLTECH,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,41580,550,-29.167471278124232,-26.31898611167305,1.0,0.0,-37.43559127812426,-42.98051817633986,-10.030895157083775,2.4299765424829456,0.3064795127822521
140,2026-05-01,HDFCBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,243948,2150,-32.37635079937105,-22.640610104862624,1.0,0.0,-40.64447079937102,-243.6844613918021,0.0,1.2126181051173073,0.571550374123162
140,2026-05-01,HDFCBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,243948,3700,-22.15336114112032,-13.901062247450579,1.0,0.0,-30.42148114112033,-157.67534585875765,-1.2012733497512862,1.2126181051173217,0.5715503741231361
142,2026-05-01,ICICIBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,245932,3750,-21.964092748514922,-14.821088291341322,1.0,0.0,-30.232212748515074,-351.26538514728026,-1.1102230246251565e-12,1.411209221860005,0.3677075550712211
142,2026-05-01,ICICIBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,245932,2350,-29.889338735767357,-13.624955181069653,1.0,0.0,-38.1574587357676,-311.08950767307687,0.0,1.4112092218600214,0.3677075550712388
144,2026-05-01,ITBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,247916,2600,-17.85613601844672,-10.701727564591534,1.0,0.0,-26.124256018446676,-142.18009478673133,-1.5199878400984357,3.081831781344334,0.7412377657065735
144,2026-05-01,ITBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,247916,3200,-16.91328130101908,-10.881414116499233,1.0,0.0,-25.18140130101914,-99.84639016896946,-1.5356265356269994,3.081831781344453,0.7412377657065403
145,2026-05-01,ITC,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,247916,2350,-20.397113679205365,-13.090147482328618,1.0,0.0,-28.6652336792054,-144.77494077388963,-0.8798944126697794,1.769876682716044,0.5103195788393857
145,2026-05-01,ITC,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,247916,3650,-15.886218574335821,-11.655011655012926,1.0,0.0,-24.154338574335934,-107.47990213212266,-0.8798169980639425,1.7698766827158268,0.5103195788394083
146,2026-05-01,JUNIORBEES,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,239980,2198,-29.36575407644729,-19.96617196342587,0.9554140127388535,0.0,-37.633874076447334,-148.4704007689097,0.1292941830555172,3.586670102627305,0.6974254285485078
146,2026-05-01,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,239980,3450,-20.703892937383895,-13.16095068514378,1.0,0.0,-28.972012937383997,-133.5984196130091,0.0,3.586670102627287,0.6974254285484782
151,2026-05-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,5952,150,-22.20063507779848,-20.24432809773158,1.0,0.0,-30.468755077798463,-26.113249037932327,-20.24432809773158,2.7774159868672994,0.3988951832731757
151,2026-05-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,234028,2200,-20.50315444919972,-11.409741553544128,1.0,0.0,-28.771274449199698,-140.65085493657037,-1.3675213675212738,2.7554886089906794,0.4132900207638056
151,2026-05-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,234028,3550,-16.804266761018948,-14.650481372960877,1.0,0.0,-25.072386761019008,-113.55815554026205,0.0,2.755488608990721,0.4132900207638327
152,2026-05-01,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,245932,2500,-15.891186697330836,-10.572247115575584,1.0,0.0,-24.159306697330873,-112.42816091953989,-0.3595440980830311,1.4458211177719407,0.6213846964090866
152,2026-05-01,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,245932,3400,-13.873095603067425,-10.116703399933868,1.0,0.0,-22.141215603067458,-78.11940084569646,-1.0824463287018027,1.4458211177718996,0.6213846964091287
154,2026-05-01,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,249900,3800,-26.64149205554678,-13.953488372092648,1.0,0.0,-34.909612055546866,-299.0332009293273,-0.7567158531962548,1.5283328421555757,0.4447544949174552
154,2026-05-01,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,249900,2400,-37.07778483972971,-13.719512195122796,1.0,0.0,-45.3459048397297,-301.9631350217278,-0.7562580352427073,1.5283328421555777,0.444754494917457
156,2026-05-01,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,61420,850,-17.204248340663675,-13.983840894965516,1.0,0.0,-25.472368340663703,-43.54871379380177,-3.1207739519401034,2.0550709893951447,0.3057700770657415
156,2026-05-01,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,61420,650,-21.011564559377245,-18.49378403369961,1.0,0.0,-29.279684559377195,-81.51755960010276,-1.519371992909635,2.0550709893950874,0.30577007706575715
159,2026-05-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,249900,2600,-25.22120004855733,-12.615826336624947,1.0,0.0,-33.48932004855733,-147.18906836489353,-1.283202874374778,2.5744319956789665,0.4351000979861014
159,2026-05-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,249900,3250,-22.675884204413766,-16.10796691336569,1.0,0.0,-30.944004204413663,-143.0138373270329,-0.42778918548980194,2.5744319956789488,0.4351000979861387
164,2026-06-01,BANKBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,247916,2700,-4.004810928917992,-2.9167562391180235,1.0,0.0,-12.272930928918013,-16.630080489591357,-0.16634783331914704,2.997664425387164,0.32833297938807393
164,2026-06-01,BANKBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,247916,2300,-4.591788449216829,-3.4937113196231717,1.0,0.0,-12.859908449216812,-14.989507344860264,-0.16647522016577376,2.99766442538701,0.32833297938806
168,2026-06-01,CIPLA,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,245932,2950,-8.038796145266959,-5.2567022954264075,1.0,0.0,-16.30691614526693,-46.46937563327569,-0.34993176330377906,2.10155921399276,0.567977855392194
168,2026-06-01,CIPLA,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,245932,2650,-8.444333851415116,-5.9448873968392935,1.0,0.0,-16.71245385141512,-50.65679150363156,-0.3493571827817288,2.101559213992725,0.5679778553921966
171,2026-06-01,HCLTECH,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,19840,150,-9.452797187331864,-5.347813566990434,1.0,0.0,-17.720917187331846,-17.662764428014732,-5.347813566990434,2.469153447696837,0.3015081496819184
171,2026-06-01,HCLTECH,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,19840,350,-10.269231120665669,-11.98347107438047,1.0,0.0,-18.537351120665672,-20.89992623555359,-2.056766762649209,2.4691534476968378,0.30150814968192136
172,2026-06-01,HDFCBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,239980,2400,-8.31969958737193,-7.054674053244558,0.9583333333333334,0.0,-16.587819587371953,-62.94304571009657,2.220446049250313e-12,1.226126869531404,0.572664515417736
172,2026-06-01,HDFCBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,239980,3449,-6.273082482062735,-5.513354569959272,0.9857929834734706,0.0,-14.541202482062726,-25.1533742331278,2.220446049250313e-12,1.2261268695314405,0.5726645154177236
174,2026-06-01,ICICIBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,245932,2450,-8.182518580591168,-6.416197333712903,0.9591836734693877,0.0,-16.45063858059114,-51.30032062700462,2.220446049250313e-12,1.428109090550998,0.36903805552717606
174,2026-06-01,ICICIBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,245932,3300,-6.954208203292881,-6.399317406143856,1.0,0.0,-15.222328203292935,-32.156638559383,0.0,1.4281090905510219,0.3690380555272082
176,2026-06-01,ITBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,245932,2600,-5.993152133354763,-4.672897196259518,1.0,0.0,-14.26127213335483,-26.479750778813926,-1.5556938394534203,3.1185832759837933,0.7404345109081414
176,2026-06-01,ITBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,245932,2750,-5.921929481985486,-4.6736251752610425,1.0,0.0,-14.190049481985488,-29.562782013380364,-1.5559358954420066,3.118583275983622,0.7404345109081029
177,2026-06-01,ITC,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,245932,2700,-6.444153326145886,-4.462691895751325,1.0,0.0,-14.712273326145848,-40.13556903317617,-0.8919015340702607,1.7860818168646497,0.50988308515381
177,2026-06-01,ITC,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,245932,3050,-6.12983531941647,-4.456725198324074,1.0,0.0,-14.39795531941647,-40.13914905004023,-0.8911861687899147,1.7860818168645916,0.5098830851537839
178,2026-06-01,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,249900,2300,-4.869835117257108,-3.458523338627506,1.0,0.0,-13.137955117257102,-29.2581518600743,-0.12825281194284166,3.0814704940979296,0.697958423275336
178,2026-06-01,JUNIORBEES,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,249900,2850,-4.271847631350403,-3.5846423679120054,1.0,0.0,-12.539967631350406,-16.449904898987455,-0.1285677552065323,3.0814704940973976,0.6979584232753484
183,2026-06-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,245932,2450,-6.625415712252031,-3.8469609008862093,1.0,0.0,-14.893535712252039,-50.47691986354019,-0.34806822137078974,2.094637765570376,0.4119539104884396
183,2026-06-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,245932,2800,-6.627981954696444,-5.9367906408236415,1.0,0.0,-14.896101954696428,-43.62240446693421,-0.3486142583242202,2.094637765570367,0.41195391048848
184,2026-06-01,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,247916,2850,-4.8320415728977615,-4.1777923092300995,1.0,0.0,-13.100161572897765,-15.404411098423054,-0.1812152293301228,1.0897360835302925,0.6209964888275434
184,2026-06-01,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,247916,2900,-4.287819283550746,-2.7267790257490265,1.0,0.0,-12.555939283550776,-17.255785229046694,-0.18145527127533256,1.0897360835303311,0.6209964888275451
186,2026-06-01,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,249900,2800,-6.7702363866489295,-5.3964460628291855,0.9821428571428571,0.0,-15.038356386648935,-38.46449726902068,2.220446049250313e-12,1.5419406571564656,0.4434091381560071
186,2026-06-01,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,249900,3299,-6.307624663525515,-5.396238051187385,0.9851470142467414,0.0,-14.575744663525514,-38.54752910338433,2.220446049250313e-12,1.5419406571564371,0.4434091381559617
188,2026-06-01,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,113088,1150,-5.938334330897092,-2.8638375423062357,1.0,0.0,-14.206454330897083,-38.21755407653838,-0.26083781105024073,1.5624404408786126,0.3059850791115366
188,2026-06-01,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,113088,1600,-6.606409562774961,-4.430891130398074,1.0,0.0,-14.874529562774985,-32.54615044132603,-0.7794839816044341,1.562440440878828,0.30598507911154893
191,2026-06-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,247916,2650,-8.330818805725029,-6.454666724041713,1.0,0.0,-16.598938805725073,-43.49136631787487,-0.43053343092069873,2.585605008580116,0.40817765560775604
191,2026-06-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,247916,2500,-7.854579932028195,-5.164697038686494,1.0,0.0,-16.122699932028205,-41.781529979324496,-0.43066322136131596,2.5856050085800653,0.40817765560778935
