symbol,horizon_sec,spread_regime,liquidity_regime,receive_event_rate_zscore_bucket,baseline_mid_return_bps,baseline_abs_return_bps,baseline_spread_change_bps,baseline_rows
BRITANNIA,1,high,mid,positive,0.0,0.0,0.0,186
BRITANNIA,1,low,high,normal,0.0,0.0,0.0,1773
BRITANNIA,1,low,high,positive,0.0,0.0,0.0,288
BRITANNIA,1,low,low,normal,0.0,0.0,0.0,1437
BRITANNIA,1,low,low,positive,0.0,0.0,0.0,242
BRITANNIA,1,low,mid,normal,0.0,0.0,0.0,1537
BRITANNIA,1,low,mid,positive,0.0,0.0,0.0,245
BRITANNIA,1,mid,high,normal,0.0,0.0,0.0,927
BRITANNIA,1,mid,high,positive,0.0,0.0,0.0,171
BRITANNIA,1,mid,low,normal,0.0,0.0,0.0,789
BRITANNIA,1,mid,low,positive,0.0,0.0,0.0,133
BRITANNIA,1,mid,mid,normal,0.0,0.0,0.0,931
BRITANNIA,1,mid,mid,positive,0.0,0.0,0.0,157
BRITANNIA,5,high,high,normal,0.0,0.0,0.0,520
BRITANNIA,5,high,high,positive,0.0,0.4662656781834289,0.0,94
BRITANNIA,5,high,low,normal,0.0,0.0,0.0,806
BRITANNIA,5,high,low,positive,0.0,0.46550600502746486,0.0,168
BRITANNIA,5,high,mid,normal,0.0,0.0,0.0,752
BRITANNIA,5,high,mid,positive,0.0,0.46496489917129036,0.0,128
BRITANNIA,5,low,high,normal,0.0,0.0,0.0,1091
BRITANNIA,5,low,high,positive,0.0,0.46596151157914356,0.0,187
BRITANNIA,5,low,low,normal,0.0,0.0,0.0,858
BRITANNIA,5,low,low,positive,0.0,0.46637440537263314,0.0,157
BRITANNIA,5,low,mid,normal,0.0,0.0,0.0,943
BRITANNIA,5,low,mid,positive,0.0,0.46629830343693435,0.0,164
BRITANNIA,5,mid,high,normal,0.0,0.0,0.0,562
BRITANNIA,5,mid,high,positive,0.0,0.46583127591186474,0.0,121
BRITANNIA,5,mid,low,normal,0.0,0.0,0.0,486
BRITANNIA,5,mid,low,positive,0.0,0.4652244708071645,0.0,102
BRITANNIA,5,mid,mid,normal,0.0,0.0,0.0,547
BRITANNIA,5,mid,mid,positive,0.0,0.4673556052250938,0.0,120
BRITANNIA,15,high,high,normal,0.0,0.9267209379364878,-0.9310337653872058,214
BRITANNIA,15,high,high,positive,0.0,0.9290658243136526,0.0,25
BRITANNIA,15,high,low,normal,0.0,0.47054394880481837,-0.9281173140284933,323
BRITANNIA,15,high,low,positive,0.0,0.6988501977979977,-0.9329882744180242,28
BRITANNIA,15,high,mid,normal,0.0,0.471475869918327,0.0,312
BRITANNIA,15,high,mid,positive,0.0,0.465961739210909,-0.9286793652473089,24
BRITANNIA,15,low,high,normal,0.0,0.47046646776285983,0.0,452
BRITANNIA,15,low,high,positive,0.0,0.93038410106811,0.9299081841324134,36
BRITANNIA,15,low,low,normal,0.0,0.9311203710904496,0.0,362
BRITANNIA,15,low,low,positive,0.0,0.9298219724754281,0.0,28
BRITANNIA,15,low,mid,normal,0.0,0.46637440537263314,0.0,379
BRITANNIA,15,low,mid,positive,0.0,0.932642346883988,0.0,32
BRITANNIA,15,mid,high,normal,0.0,0.467551898260707,0.0,216
BRITANNIA,15,mid,high,positive,0.0,0.9316625518237295,0.0,27
BRITANNIA,15,mid,low,normal,0.0,0.46661379291473026,0.0,210
BRITANNIA,15,mid,low,positive,-0.4662439388287952,1.3949595461731612,-0.9291953168556031,21
BRITANNIA,15,mid,mid,normal,0.0,0.9298001010183935,0.0,228
BRITANNIA,15,mid,mid,positive,0.0,0.9295624210465461,0.0,24
BRITANNIA,60,high,high,normal,0.23148148148148148,1.8609891173609316,-1.8609022693086337,30
BRITANNIA,60,high,low,normal,-0.4640480998415223,2.3294415953269727,-0.9334453549082444,56
BRITANNIA,60,high,low,positive,-4996.505125815471,5003.494874184529,-5.142814203932321,2
BRITANNIA,60,high,mid,normal,-0.46486763120298125,1.8604651323782813,-1.8540841927995584,46
BRITANNIA,60,low,high,normal,-0.23238520171035507,2.337271596367699,0.0,118
BRITANNIA,60,low,high,positive,0.9316625518237295,1.8619373458083135,0.9306654257794323,7
BRITANNIA,60,low,low,normal,0.0,1.4119640419823976,0.9314456035767511,95
BRITANNIA,60,low,low,positive,0.936373425722178,0.936373425722178,3.717126661090977,3
BRITANNIA,60,low,mid,normal,0.0,2.3265553022195338,0.9333146670399926,113
BRITANNIA,60,low,mid,positive,0.0,1.8603785870424632,0.0,5
BRITANNIA,60,mid,high,normal,0.46459765842780154,2.327205026762858,-0.929022668153103,89
BRITANNIA,60,mid,high,positive,0.9332275675423453,0.9332275675423453,0.0,1
BRITANNIA,60,mid,low,normal,0.0,1.4008872285780996,-0.9266123054114158,85
BRITANNIA,60,mid,low,positive,-0.9336855102409005,1.633007836320008,-0.0010198479687028583,4
BRITANNIA,60,mid,mid,normal,0.0,1.3974950407544564,0.0,84
BRITANNIA,60,mid,mid,positive,-1.3963880096816235,1.3963880096816235,0.930925339787749,1
CIPLA,1,high,high,normal,0.0,0.0,0.0,1049
CIPLA,1,high,high,positive,0.0,0.0,0.0,66
CIPLA,1,high,low,normal,0.0,0.0,0.0,1556
CIPLA,1,high,low,positive,0.0,0.0,0.0,103
CIPLA,1,high,mid,normal,0.0,0.0,0.0,1411
CIPLA,1,high,mid,positive,0.0,0.0,0.0,79
CIPLA,1,low,high,normal,0.0,0.0,0.0,2007
CIPLA,1,low,high,positive,0.0,0.0,0.0,121
CIPLA,1,low,low,normal,0.0,0.0,0.0,1710
CIPLA,1,low,low,positive,0.0,0.0,0.0,90
CIPLA,1,low,mid,normal,0.0,0.0,0.0,1945
CIPLA,1,low,mid,positive,0.0,0.0,0.0,116
CIPLA,1,mid,high,normal,0.0,0.0,0.0,1855
CIPLA,1,mid,high,positive,0.0,0.0,0.0,98
CIPLA,1,mid,low,normal,0.0,0.0,0.0,1653
CIPLA,1,mid,low,positive,0.0,0.0,0.0,86
CIPLA,1,mid,mid,normal,0.0,0.0,0.0,1702
CIPLA,1,mid,mid,positive,0.0,0.0,0.0,99
CIPLA,5,high,high,normal,0.0,0.34542910941377003,0.0,538
CIPLA,5,high,high,positive,0.0,0.34482758620815107,0.0,41
CIPLA,5,high,low,normal,0.0,0.34473842982013253,0.0,790
CIPLA,5,high,low,positive,0.0,0.3439913315198967,0.0,60
CIPLA,5,high,mid,normal,0.0,0.3446374414113216,0.0,735
CIPLA,5,high,mid,positive,0.0,0.0,0.0,40
CIPLA,5,low,high,normal,0.0,0.0,0.0,1038
CIPLA,5,low,high,positive,0.0,0.0,0.0,67
CIPLA,5,low,low,normal,0.0,0.0,0.0,910
CIPLA,5,low,low,positive,0.0,0.3445780707070091,0.0,46
CIPLA,5,low,mid,normal,0.0,0.0,0.0,997
CIPLA,5,low,mid,positive,0.0,0.0,0.0,72
CIPLA,5,mid,high,normal,0.0,0.34537542308614977,0.0,961
CIPLA,5,mid,high,positive,0.0,0.34480380663527965,0.0,51
CIPLA,5,mid,low,normal,0.0,0.0,0.0,843
CIPLA,5,mid,low,positive,0.0,0.0,0.0,47
CIPLA,5,mid,mid,normal,0.0,0.0,0.0,892
CIPLA,5,mid,mid,positive,0.0,0.0,0.0,41
CIPLA,15,high,high,normal,0.0,1.0334493105376015,-0.6973014510427356,222
CIPLA,15,high,high,positive,0.0,0.0,0.0,1
CIPLA,15,high,low,normal,0.0,1.0342687768960368,-0.6931327887869576,306
CIPLA,15,high,low,positive,0.3457216940359863,0.3457216940359863,-0.6914433880719726,1
CIPLA,15,high,mid,normal,0.0,0.6936255809123704,-0.6909417536095424,277
CIPLA,15,high,mid,positive,0.6896313920203375,0.6896313920203375,0.0,1
CIPLA,15,low,high,normal,0.0,0.6958821649567833,1.5671756316876976e-12,416
CIPLA,15,low,high,positive,0.0,0.0,0.0,1
CIPLA,15,low,low,normal,0.0,0.6957126708776328,1.5733841511593016e-12,360
CIPLA,15,low,low,positive,-0.34702942809676496,1.3827433628337447,0.0,7
CIPLA,15,low,mid,normal,0.0,0.6919696917268731,0.0,385
CIPLA,15,low,mid,positive,1.8980704745703874,2.415878635529217,0.0,4
CIPLA,15,mid,high,normal,0.0,0.6982753018153776,0.0,330
CIPLA,15,mid,high,positive,-3.4501129459507616,3.4501129459507616,0.6875451201478814,2
CIPLA,15,mid,low,normal,0.0,0.6923050295961974,0.0,298
CIPLA,15,mid,mid,normal,0.0,0.6934933093345325,0.0,330
CIPLA,15,mid,mid,positive,0.5182779351810205,0.5182779351810205,1.0365558703612554,2
CIPLA,60,high,high,normal,-0.34546558567555563,2.76191806010175,-1.3856918884307192,54
CIPLA,60,high,low,normal,0.0,2.084636230978959,-1.389709203349515,77
CIPLA,60,high,mid,normal,-0.3447563376392294,2.2486144390368734,-1.3827674451675622,70
CIPLA,60,low,high,normal,0.0,2.4244141177857172,0.6896551756933332,110
CIPLA,60,low,low,normal,0.0,2.7722914313371247,7.840201215241959e-13,84
CIPLA,60,low,mid,normal,0.0,2.0824298328299085,0.6903226973741483,102
CIPLA,60,low,mid,positive,4.160743386152605,4.160743386152605,1.5767391938090363e-12,1
CIPLA,60,mid,high,normal,0.0,2.4194663348535124,-1.5711824996941027e-12,81
CIPLA,60,mid,low,normal,0.0,2.7754171144550104,0.0,84
CIPLA,60,mid,mid,normal,0.0,2.4268478713070936,0.0,77
DRREDDY,1,high,high,normal,0.0,0.0,0.0,1257
DRREDDY,1,high,high,positive,0.0,0.0,0.0,515
DRREDDY,1,high,low,normal,0.0,0.39195704150789423,0.0,1835
DRREDDY,1,high,low,positive,0.0,0.0,0.0,643
DRREDDY,1,high,mid,normal,0.0,0.37232854270574517,0.0,1673
DRREDDY,1,high,mid,positive,0.0,0.0,0.0,709
DRREDDY,1,low,high,normal,0.0,0.0,0.0,2963
DRREDDY,1,low,high,positive,0.0,0.0,0.0,793
DRREDDY,1,low,low,normal,0.0,0.0,0.0,2204
DRREDDY,1,low,low,positive,0.0,0.0,0.0,669
DRREDDY,1,low,mid,normal,0.0,0.0,0.0,2460
DRREDDY,1,low,mid,positive,0.0,0.0,0.0,720
DRREDDY,1,mid,high,normal,0.0,0.0,0.0,2078
DRREDDY,1,mid,high,positive,0.0,0.0,0.0,686
DRREDDY,1,mid,low,normal,0.0,0.0,0.0,2263
DRREDDY,1,mid,low,positive,0.0,0.0,0.0,680
DRREDDY,1,mid,mid,normal,0.0,0.0,0.0,2253
DRREDDY,1,mid,mid,positive,0.0,0.0,0.0,728
DRREDDY,5,high,high,normal,0.0,0.7444907724419516,-0.7859009447714851,556
DRREDDY,5,high,high,positive,0.0,0.40262513925095944,-0.3908081913411363,150
DRREDDY,5,high,low,normal,0.0,0.8020371773252744,-0.8003361414998807,790
DRREDDY,5,high,low,positive,0.0,0.7875256544135394,-0.801138104212787,190
DRREDDY,5,high,mid,normal,0.0,0.8018603159340585,-0.8005764150199057,779
DRREDDY,5,high,mid,positive,0.0,0.8053150795241317,-0.786936848318996,197
DRREDDY,5,low,high,normal,0.0,0.7400007400009083,0.0,1102
DRREDDY,5,low,high,positive,0.0,0.7871226730696715,0.7836376459517989,227
DRREDDY,5,low,low,normal,0.0,0.803503274275112,1.826661381347516e-12,801
DRREDDY,5,low,low,positive,0.0,0.788705733889968,0.7861017215620553,189
DRREDDY,5,low,mid,normal,0.0,0.8021658481118188,0.0,860
DRREDDY,5,low,mid,positive,0.0,0.8054772465744755,0.7855462646755791,216
DRREDDY,5,mid,high,normal,0.0,0.403112024829501,0.0,603
DRREDDY,5,mid,high,positive,0.0,0.4021488138941348,0.0,166
DRREDDY,5,mid,low,normal,0.0,0.736471931463349,0.0,638
DRREDDY,5,mid,low,positive,0.0,0.7837451624917096,0.0,196
DRREDDY,5,mid,mid,normal,0.0,0.736024730430273,0.0,647
DRREDDY,5,mid,mid,positive,0.0,0.7821666014854051,0.0,189
DRREDDY,15,high,high,normal,0.0,1.6048144433303548,-1.4882059677079607,189
DRREDDY,15,high,high,positive,0.0,1.5790928111803364,-1.5633549597439653,43
DRREDDY,15,high,low,normal,0.0,1.601537499083785,-1.484563841931667,286
DRREDDY,15,high,low,positive,0.39137411451570997,1.17582503723339,-1.5715857300019291,57
DRREDDY,15,high,mid,normal,0.0,1.607394012457669,-1.5681354869064252,247
DRREDDY,15,high,mid,positive,0.0,1.5742453461375534,-0.787959971634516,65
DRREDDY,15,low,high,normal,1.832107291754821e-12,1.4818656688774532,0.7843752451165507,421
DRREDDY,15,low,high,positive,0.0,1.5746791615611653,1.791473013236555e-12,62
DRREDDY,15,low,low,normal,0.0,1.9660660410608937,0.8058991833201227,298
DRREDDY,15,low,low,positive,0.3932054105078791,1.9561050037165997,1.5654351909834494,53
DRREDDY,15,low,mid,normal,0.0,1.2087513598441804,0.7874325760867468,327
DRREDDY,15,low,mid,positive,0.9847205008363712,1.968620750283506,0.7897658336040738,56
DRREDDY,15,mid,high,normal,0.0,1.5754275031369915,-1.7618483234102793e-12,196
DRREDDY,15,mid,high,positive,0.0,1.5792798483876982,0.0,61
DRREDDY,15,mid,low,normal,0.0,1.8578483999019197,0.0,216
DRREDDY,15,mid,low,positive,0.39230474297126655,1.963838922708181,0.0,62
DRREDDY,15,mid,mid,normal,0.0,1.547241904958359,0.0,236
DRREDDY,15,mid,mid,positive,0.39323634476628455,1.9606007272334272,0.0,68
DRREDDY,60,high,high,normal,1.1417657565834767,4.382680491551833,-1.608881866577712,54
DRREDDY,60,high,high,positive,0.9843600589964705,5.094682230581973,-1.5723910385319577,10
DRREDDY,60,high,low,normal,0.4011714205494597,2.8191703584366414,-1.4884274763698602,75
DRREDDY,60,high,low,positive,0.0,1.574679159119897,-1.5706600698947302,7
DRREDDY,60,high,mid,normal,0.0,3.209500120356984,-1.6003840921843069,59
DRREDDY,60,high,mid,positive,0.3932517991266233,4.723951303731703,-2.3548349396053982,28
DRREDDY,60,low,high,normal,0.0,3.218542581124095,0.8029065219337305,102
DRREDDY,60,low,high,positive,1.5748651521717034,2.7637397346802675,0.7874635798087176,19
DRREDDY,60,low,low,normal,-1.17412234354713,4.421044170250027,0.8059316569947538,73
DRREDDY,60,low,low,positive,0.19808286321009505,6.673214598331371,1.1802510618569564,18
DRREDDY,60,low,mid,normal,0.4026413271036169,3.718854592785422,0.8020854220985476,75
DRREDDY,60,low,mid,positive,-1.3780124868994728,4.345040228193964,1.5702240716758844,14
DRREDDY,60,mid,high,normal,0.38207500124289334,4.174913447055797,8.903346990493854e-13,46
DRREDDY,60,mid,high,positive,-1.7740601443880457,3.3538312111902764,-0.3914047516542266,14
DRREDDY,60,mid,low,normal,0.4012519376024737,3.4689918423763864,0.0,56
DRREDDY,60,mid,low,positive,4.319729794283932,6.46706075746555,0.7869994820688269,16
DRREDDY,60,mid,mid,normal,1.2078753472648949,4.098360655737366,0.0,57
DRREDDY,60,mid,mid,positive,-1.1795234725178183,5.117505806401534,0.0,17
GOLDBEES,1,high,high,normal,0.0,0.0,0.0,1287
GOLDBEES,1,high,high,positive,0.0,0.0,0.0,77
GOLDBEES,1,high,low,normal,0.0,0.0,0.0,1559
GOLDBEES,1,high,low,positive,0.0,0.0,0.0,102
GOLDBEES,1,high,mid,normal,0.0,0.0,0.0,1465
GOLDBEES,1,high,mid,positive,0.0,0.0,0.0,115
GOLDBEES,1,low,high,normal,0.0,0.0,0.0,3382
GOLDBEES,1,low,high,positive,0.0,0.0,0.0,236
GOLDBEES,1,low,low,normal,0.0,0.0,0.0,2964
GOLDBEES,1,low,low,positive,0.0,0.0,0.0,213
GOLDBEES,1,low,mid,normal,0.0,0.0,0.0,3200
GOLDBEES,1,low,mid,positive,0.0,0.0,0.0,244
GOLDBEES,1,mid,high,normal,0.0,0.0,0.0,1407
GOLDBEES,1,mid,high,positive,0.0,0.0,0.0,90
GOLDBEES,1,mid,low,normal,0.0,0.0,0.0,1515
GOLDBEES,1,mid,low,positive,0.0,0.0,0.0,126
GOLDBEES,1,mid,mid,normal,0.0,0.0,0.0,1549
GOLDBEES,1,mid,mid,positive,0.0,0.0,0.0,102
GOLDBEES,5,high,high,normal,0.0,0.42192312560613077,0.0,559
GOLDBEES,5,high,high,positive,0.0,0.4221992781515949,-0.8436326838316124,32
GOLDBEES,5,high,low,normal,0.0,0.4223151315519797,-1.1989247207628453e-12,644
GOLDBEES,5,high,low,positive,0.0,0.4223864836321396,0.0,43
GOLDBEES,5,high,mid,normal,0.0,0.42194092826965846,0.0,624
GOLDBEES,5,high,mid,positive,0.0,0.0,0.0,59
GOLDBEES,5,low,high,normal,0.0,0.0,0.0,1408
GOLDBEES,5,low,high,positive,0.0,0.0,0.0,120
GOLDBEES,5,low,low,normal,0.0,0.0,0.0,1272
GOLDBEES,5,low,low,positive,0.0,0.0,0.0,110
GOLDBEES,5,low,mid,normal,0.0,0.0,0.0,1373
GOLDBEES,5,low,mid,positive,0.0,0.0,0.0,104
GOLDBEES,5,mid,high,normal,0.0,0.0,0.0,600
GOLDBEES,5,mid,high,positive,0.0,0.0,0.0,41
GOLDBEES,5,mid,low,normal,0.0,0.42133648230389636,0.0,634
GOLDBEES,5,mid,low,positive,0.0,0.42169182761199736,0.0,57
GOLDBEES,5,mid,mid,normal,0.0,0.4217273954112224,0.0,620
GOLDBEES,5,mid,mid,positive,0.0,0.0,0.0,61
GOLDBEES,15,high,high,normal,0.0,0.8440955516156753,-0.8436682696368105,225
GOLDBEES,15,high,low,normal,0.0,0.42694902228756415,-0.8447729672642792,239
GOLDBEES,15,high,mid,normal,0.0,0.42751488427119827,-0.844665934623889,234
GOLDBEES,15,low,high,normal,0.0,0.8424954775666939,0.0,532
GOLDBEES,15,low,high,positive,-10000.0,10000.0,-0.8447729672642792,1
GOLDBEES,15,low,low,normal,0.0,0.8434192215232914,0.0,489
GOLDBEES,15,low,mid,normal,0.0,0.42292239374036394,0.0,514
GOLDBEES,15,mid,high,normal,0.0,0.42285086730694305,0.0,214
GOLDBEES,15,mid,low,normal,0.0,0.42691256830562263,0.0,245
GOLDBEES,15,mid,mid,normal,0.0,0.42302974580413133,0.0,250
GOLDBEES,60,high,high,normal,0.4258643599267492,1.267829047461881,-0.8460595158326012,56
GOLDBEES,60,high,low,normal,0.4219412918514542,1.2751638747101617,-0.8449335704917688,60
GOLDBEES,60,high,mid,normal,-0.42183413481780585,1.6866250632481044,-0.8448443374312606,71
GOLDBEES,60,low,high,normal,-0.4216209805749328,1.686696195846538,0.0,138
GOLDBEES,60,low,high,positive,-10000.0,10000.0,-0.8447729672642792,1
GOLDBEES,60,low,low,normal,0.0,1.483706712945716,1.1996838221435993e-12,112
GOLDBEES,60,low,mid,normal,0.0,1.2817773979931448,1.2136175511509461e-12,129
GOLDBEES,60,mid,high,normal,-0.42208340368138303,1.266570970194611,0.0,49
GOLDBEES,60,mid,low,normal,0.4228329839966261,1.7011380558613576,0.0,72
GOLDBEES,60,mid,mid,normal,-0.42186972662923244,1.6904741780077956,-0.8435970980264144,51
HCLTECH,1,high,high,normal,0.0,0.0,0.0,1301
HCLTECH,1,high,high,positive,0.0,0.0,0.0,176
HCLTECH,1,high,low,normal,0.0,0.0,0.0,2151
HCLTECH,1,high,low,positive,0.0,0.0,0.0,264
HCLTECH,1,high,mid,normal,0.0,0.0,0.0,2047
HCLTECH,1,high,mid,positive,0.0,0.0,0.0,248
HCLTECH,1,low,high,normal,0.0,0.0,0.0,3248
HCLTECH,1,low,high,positive,0.0,0.0,0.0,487
HCLTECH,1,low,low,normal,0.0,0.0,0.0,2447
HCLTECH,1,low,low,positive,0.0,0.0,0.0,342
HCLTECH,1,low,mid,normal,0.0,0.0,0.0,2672
HCLTECH,1,low,mid,positive,0.0,0.0,0.0,382
HCLTECH,1,mid,high,normal,0.0,0.0,0.0,1896
HCLTECH,1,mid,high,positive,0.0,0.0,0.0,318
HCLTECH,1,mid,low,normal,0.0,0.0,0.0,1883
HCLTECH,1,mid,low,positive,0.0,0.0,0.0,339
HCLTECH,1,mid,mid,normal,0.0,0.0,0.0,1959
HCLTECH,1,mid,mid,positive,0.0,0.0,0.0,340
HCLTECH,5,high,high,normal,0.0,0.4318721658385189,0.0,419
HCLTECH,5,high,high,positive,0.0,0.4318721658385189,-0.8522969402551474,111
HCLTECH,5,high,low,normal,0.0,0.43612894044712,-0.4213187276180526,716
HCLTECH,5,high,low,positive,0.0,0.4341785342148481,-1.943863173832881e-12,173
HCLTECH,5,high,mid,normal,0.0,0.43261951113955893,0.0,681
HCLTECH,5,high,mid,positive,0.0,0.432769290692707,-0.8542262845419983,175
HCLTECH,5,low,high,normal,0.0,0.4296824646562725,0.0,1081
HCLTECH,5,low,high,positive,0.0,0.43092303714321417,0.0,291
HCLTECH,5,low,low,normal,0.0,0.4304593000727866,0.0,761
HCLTECH,5,low,low,positive,0.0,0.43144361032170075,0.0,235
HCLTECH,5,low,mid,normal,0.0,0.43005203629795635,0.0,841
HCLTECH,5,low,mid,positive,0.0,0.43081166193989334,0.0,240
HCLTECH,5,mid,high,normal,0.0,0.4318535152891854,0.0,707
HCLTECH,5,mid,high,positive,0.0,0.431053177962983,0.0,180
HCLTECH,5,mid,low,normal,0.0,0.4304222442211899,0.0,713
HCLTECH,5,mid,low,positive,0.0,0.4307930900804023,0.0,191
HCLTECH,5,mid,mid,normal,0.0,0.43183486634671614,0.0,777
HCLTECH,5,mid,mid,positive,0.0,0.4324511330215752,0.0,159
HCLTECH,15,high,high,normal,-0.42956263506361586,1.3042674302706483,-0.8651829108160847,174
HCLTECH,15,high,high,positive,0.0,1.2993762993770872,-0.8638935683135626,21
HCLTECH,15,high,low,normal,0.0,1.2918227643122044,-0.8656322365500675,270
HCLTECH,15,high,low,positive,0.0,1.289795882696525,-0.8638005411411007,28
HCLTECH,15,high,mid,normal,0.0,0.8645283997571457,-0.8641921963456459,275
HCLTECH,15,high,mid,positive,-0.8643415877966759,2.995293110825067,-0.8679425422048902,27
HCLTECH,15,low,high,normal,0.0,0.8677167082895065,1.978969280153462e-12,414
HCLTECH,15,low,high,positive,0.0,1.5083395163195106,0.8565705046590568,38
HCLTECH,15,low,low,normal,0.0,0.8726765004835833,0.8584059401702769,324
HCLTECH,15,low,low,positive,-0.43226419987660725,1.7251789873222876,1.9784526903914036e-12,29
HCLTECH,15,low,mid,normal,0.0,0.8726003507023933,0.8598822024962935,328
HCLTECH,15,low,mid,positive,0.0,1.7290066592375248,9.767330016032993e-13,40
HCLTECH,15,mid,high,normal,0.0,1.293940047445253,0.0,305
HCLTECH,15,mid,high,positive,-0.6515446781365342,1.2906609300610214,-0.8635787662374794,20
HCLTECH,15,mid,low,normal,0.0,1.2999393361651004,0.0,291
HCLTECH,15,mid,low,positive,0.6451339945610087,1.0819393699085715,-0.4303111149366827,30
HCLTECH,15,mid,mid,normal,0.0,0.866515046493746,0.0,302
HCLTECH,15,mid,mid,positive,0.0,1.2813394268149398,0.0,27
HCLTECH,60,high,high,normal,-1.0752174474320624,4.100947218989268,-0.863147902000594,54
HCLTECH,60,high,high,positive,13.545279967330515,13.545279967330515,-1.3036110024766632,2
HCLTECH,60,high,low,normal,0.4294425835261919,3.441600344160817,-0.8601410631316161,79
HCLTECH,60,high,low,positive,2.581533430859495,2.581533430859495,-0.8647900722091846,3
HCLTECH,60,high,mid,normal,-0.8673414901164908,4.043437230867349,-1.714683198717109,62
HCLTECH,60,high,mid,positive,-4.532692719342629,7.129870452873769,-0.4319467841557991,2
HCLTECH,60,low,high,normal,0.42927708728712666,2.158428808734029,0.8621991287825299,110
HCLTECH,60,low,high,positive,2.5986400450427003,2.5986400450427003,1.7324266966977595,1
HCLTECH,60,low,low,normal,-0.859882196140302,2.586095426920861,0.859808262758578,73
HCLTECH,60,low,low,positive,2.1658147795180853,2.6106252447457208,0.0,7
HCLTECH,60,low,mid,normal,-0.858922052822925,3.4558728238808665,0.8602890571224109,91
HCLTECH,60,low,mid,positive,0.2235360248537439,3.919235056777464,-9.893124285046862e-13,4
HCLTECH,60,mid,high,normal,-0.6471688703971141,2.372562864482535,0.0,76
HCLTECH,60,mid,high,positive,5.169814716405622,5.169814716405622,0.8551028261150349,2
HCLTECH,60,mid,low,normal,-0.4305334309185616,3.466504896438954,0.0,79
HCLTECH,60,mid,low,positive,5.402292106072531,13.221037227300526,-0.8616813523178211,4
HCLTECH,60,mid,mid,normal,-0.8633341966687078,3.435983335479651,0.0,87
HCLTECH,60,mid,mid,positive,-1.7318266441523298,1.9480522106631173,-0.8637272791375412,4
HDFCBANK,1,high,high,normal,0.0,0.30293850348351725,0.0,2462
HDFCBANK,1,high,high,positive,0.0,0.0,0.0,190
HDFCBANK,1,high,low,normal,0.0,0.3031772980829544,0.0,3090
HDFCBANK,1,high,low,positive,0.0,0.15123102050748308,0.0,234
HDFCBANK,1,high,mid,normal,0.0,0.3031405359535704,0.0,3165
HDFCBANK,1,high,mid,positive,0.0,0.0,0.0,214
HDFCBANK,1,low,high,normal,0.0,0.0,0.0,4353
HDFCBANK,1,low,high,positive,0.0,0.0,0.0,382
HDFCBANK,1,low,low,normal,0.0,0.0,0.0,3689
HDFCBANK,1,low,low,positive,0.0,0.0,0.0,259
HDFCBANK,1,low,mid,normal,0.0,0.0,0.0,4027
HDFCBANK,1,low,mid,positive,0.0,0.0,0.0,289
HDFCBANK,1,mid,high,normal,0.0,0.0,0.0,2754
HDFCBANK,1,mid,high,positive,0.0,0.0,0.0,179
HDFCBANK,1,mid,low,normal,0.0,0.0,0.0,2867
HDFCBANK,1,mid,low,positive,0.0,0.0,0.0,182
HDFCBANK,1,mid,mid,normal,0.0,0.0,0.0,2750
HDFCBANK,1,mid,mid,positive,0.0,0.0,0.0,192
HDFCBANK,5,high,high,normal,0.0,0.6061340768593169,-0.6060606060607439,690
HDFCBANK,5,high,high,positive,0.0,0.6071368943312307,-0.6056935213022475,86
HDFCBANK,5,high,low,normal,0.0,0.6072106274461198,-0.6069065970755383,848
HDFCBANK,5,high,low,positive,0.0,0.30481299722731064,-0.6068329388927509,97
HDFCBANK,5,high,mid,normal,0.0,0.6083280104626886,-0.607090820787618,827
HDFCBANK,5,high,mid,positive,0.30217870848792505,0.6061891916461616,-0.6057302077662876,115
HDFCBANK,5,low,high,normal,0.0,0.30311297020371936,0.0,1285
HDFCBANK,5,low,high,positive,0.0,0.3039335118150134,0.0,158
HDFCBANK,5,low,low,normal,0.0,0.3033704467684098,0.0,1062
HDFCBANK,5,low,low,positive,0.0,0.6083280104640717,0.0,117
HDFCBANK,5,low,mid,normal,0.0,0.3034717189517849,0.0,1194
HDFCBANK,5,low,mid,positive,0.0,0.3045159718624472,0.0,134
HDFCBANK,5,mid,high,normal,0.0,0.3081759211494458,0.0,578
HDFCBANK,5,mid,high,positive,0.0,0.30506406345304776,0.0,91
HDFCBANK,5,mid,low,normal,0.0,0.30419176699111294,0.0,662
HDFCBANK,5,mid,low,positive,0.0,0.30495250002238683,0.0,102
HDFCBANK,5,mid,mid,normal,0.0,0.304618009016416,0.0,620
HDFCBANK,5,mid,mid,positive,0.0,0.45554402855794185,0.0,84
HDFCBANK,15,high,high,normal,0.0,1.5192950470981463,-0.6078103631675212,259
HDFCBANK,15,high,high,positive,-10000.0,10000.0,-3.0326004548900682,1
HDFCBANK,15,high,low,normal,0.3031221593442515,1.2327608594770525,-0.6103050171150501,300
HDFCBANK,15,high,mid,normal,0.3025993282305922,1.2140710838622362,-0.6072751563741813,321
HDFCBANK,15,low,high,normal,0.0,0.90755100972101,0.0,468
HDFCBANK,15,low,low,normal,0.0,1.2074746222043895,1.376270719980701e-12,418
HDFCBANK,15,low,mid,normal,0.0,0.9135204032284103,0.0,442
HDFCBANK,15,mid,high,normal,0.0,0.9178803221562172,0.0,244
HDFCBANK,15,mid,low,normal,0.0,0.6098119416362529,0.0,254
