horizon_sec,trade_date,exchange,symbol,split_role,rows,event_surprise_rows,up_positive_rate,down_positive_rate,vol_expansion_positive_rate,min_baseline_rows,fallback_baseline_rows,sparse_event_surprise_partition,quality_pass,model_fit_allowed,strategy_replay_allowed
5,2026-07-10,NSE,TECHM,train,4254,456,0.047954866008462625,0.03996238834038552,0.0763986835919135,68,0,0,1,0,0
5,2026-07-10,NSE,ULTRACEMCO,train,4018,627,0.033101045296167246,0.03558984569437531,0.06595321055251369,46,0,0,1,0,0
5,2026-07-10,NSE,WIPRO,train,4321,532,0.043277019208516544,0.040268456375838924,0.08308261976394353,124,0,0,1,0,0
5,2026-07-13,NSE,ADANIPORTS,validation,4268,364,0.032099343955014056,0.03350515463917526,0.06279287722586692,49,0,0,1,0,0
5,2026-07-13,NSE,AXISBANK,validation,4285,345,0.025670945157526253,0.02987164527421237,0.050175029171528586,40,0,0,1,0,0
5,2026-07-13,NSE,BAJAJ-AUTO,validation,4384,969,0.08736313868613138,0.08485401459854014,0.15351277372262773,59,0,0,1,0,0
5,2026-07-13,NSE,BANKBEES,validation,4285,427,0.028471411901983663,0.03593932322053676,0.05787631271878647,50,0,0,1,0,0
5,2026-07-13,NSE,BHARTIARTL,validation,4367,320,0.024730936569727503,0.02610487749026792,0.049461873139455007,72,0,0,1,0,0
5,2026-07-13,NSE,BPCL,validation,4189,901,0.031272380042969686,0.03198854141799952,0.07567438529481976,24,0,0,1,0,0
5,2026-07-13,NSE,BRITANNIA,validation,4043,795,0.030175612169181302,0.031164976502597082,0.06010388325500866,94,0,0,1,0,0
5,2026-07-13,NSE,CIPLA,validation,4212,328,0.01566951566951567,0.0251661918328585,0.04131054131054131,40,0,0,1,0,0
5,2026-07-13,NSE,DRREDDY,validation,4258,96,0.009394081728511038,0.00868952559887271,0.017848755284170972,150,0,0,1,0,0
5,2026-07-13,NSE,GOLDBEES,validation,4227,306,0.017506505796072866,0.018925952211970666,0.038088478826590964,32,0,0,1,0,0
5,2026-07-13,NSE,HCLTECH,validation,4400,961,0.1025,0.0834090909090909,0.17204545454545456,111,0,0,1,0,0
5,2026-07-13,NSE,HDFCBANK,validation,4473,677,0.05924435501900291,0.06259780907668232,0.11759445562262463,84,0,0,1,0,0
5,2026-07-13,NSE,HINDUNILVR,validation,4217,257,0.01849656153663742,0.021105050984111928,0.03533317524306379,56,0,0,1,0,0
5,2026-07-13,NSE,ICICIBANK,validation,4388,488,0.04398359161349134,0.03851412944393801,0.06996353691886964,58,0,0,1,0,0
5,2026-07-13,NSE,INFY,validation,4471,789,0.07224334600760456,0.0789532543055245,0.13307984790874525,72,0,0,1,0,0
5,2026-07-13,NSE,ITBEES,validation,4192,950,0.05224236641221374,0.04794847328244275,0.10019083969465649,3,0,0,1,0,0
5,2026-07-13,NSE,ITC,validation,4227,119,0.0042583392476933995,0.0033120416370948664,0.007570380884788266,58,0,0,1,0,0
5,2026-07-13,NSE,JUNIORBEES,validation,4245,401,0.0336866902237927,0.03604240282685512,0.059363957597173146,67,0,0,1,0,0
5,2026-07-13,NSE,KOTAKBANK,validation,4253,176,0.0101105102280743,0.013167176110980484,0.026804608511638843,39,0,0,1,0,0
5,2026-07-13,NSE,LT,validation,4319,320,0.02778420930771012,0.03310951609168789,0.05209539245195647,59,0,0,1,0,0
5,2026-07-13,NSE,M&M,validation,4396,552,0.050955414012738856,0.055505004549590536,0.08212010919017289,39,0,0,1,0,0
5,2026-07-13,NSE,MARUTI,validation,4442,580,0.05020261143628996,0.04164790634849167,0.09095002251238181,46,0,0,1,0,0
5,2026-07-13,NSE,NESTLEIND,validation,4206,424,0.02734189253447456,0.030432715168806468,0.05896338563956253,32,0,0,1,0,0
5,2026-07-13,NSE,NIFTYBEES,validation,4323,447,0.0395558639833449,0.029840388619014575,0.06569511913023364,40,0,0,1,0,0
5,2026-07-13,NSE,ONGC,validation,4308,507,0.03922934076137419,0.03667595171773445,0.0733519034354689,53,0,0,1,0,0
5,2026-07-13,NSE,RELIANCE,validation,4366,587,0.039624370132844706,0.04374713696747595,0.07810352725606963,42,0,0,1,0,0
5,2026-07-13,NSE,SBIN,validation,4353,499,0.03997243280496209,0.044337238685963704,0.07075580059728923,52,0,0,1,0,0
5,2026-07-13,NSE,SUNPHARMA,validation,4236,387,0.037299338999055714,0.029508970727101038,0.060906515580736544,65,0,0,1,0,0
5,2026-07-13,NSE,TCS,validation,4484,911,0.08697591436217662,0.0916592328278323,0.15388046387154328,73,0,0,1,0,0
5,2026-07-13,NSE,TECHM,validation,4288,713,0.06786380597014925,0.07695895522388059,0.13176305970149255,68,0,0,1,0,0
5,2026-07-13,NSE,ULTRACEMCO,validation,4084,764,0.037463271302644464,0.04725759059745348,0.08570029382957885,46,0,0,1,0,0
5,2026-07-13,NSE,WIPRO,validation,4288,712,0.06646455223880597,0.07112873134328358,0.12360074626865672,124,0,0,1,0,0
15,2026-07-08,NSE,ADANIPORTS,train,583,0,0.0,0.0,0.0,223,0,1,1,0,0
15,2026-07-08,NSE,AXISBANK,train,583,0,0.0,0.0,0.0,217,0,1,1,0,0
15,2026-07-08,NSE,BAJAJ-AUTO,train,583,0,0.0,0.0,0.0,256,0,1,1,0,0
15,2026-07-08,NSE,BANKBEES,train,583,0,0.0,0.0,0.0,302,0,1,1,0,0
15,2026-07-08,NSE,BHARTIARTL,train,583,0,0.0,0.0,0.0,228,0,1,1,0,0
15,2026-07-08,NSE,BPCL,train,583,0,0.0,0.0,0.0,180,0,1,1,0,0
15,2026-07-08,NSE,BRITANNIA,train,583,0,0.0,0.0,0.0,210,0,1,1,0,0
15,2026-07-08,NSE,CIPLA,train,583,0,0.0,0.0,0.0,222,0,1,1,0,0
15,2026-07-08,NSE,DRREDDY,train,583,0,0.0,0.0,0.0,189,0,1,1,0,0
15,2026-07-08,NSE,GOLDBEES,train,583,0,0.0,0.0,0.0,214,0,1,1,0,0
15,2026-07-08,NSE,HCLTECH,train,583,0,0.0,0.0,0.0,174,0,1,1,0,0
15,2026-07-08,NSE,HDFCBANK,train,583,0,0.0,0.0,0.0,236,0,1,1,0,0
15,2026-07-08,NSE,HINDUNILVR,train,583,0,0.0,0.0,0.0,266,0,1,1,0,0
15,2026-07-08,NSE,ICICIBANK,train,583,0,0.0,0.0,0.0,191,0,1,1,0,0
15,2026-07-08,NSE,INFY,train,583,0,0.0,0.0,0.0,188,0,1,1,0,0
15,2026-07-08,NSE,ITBEES,train,583,0,0.0,0.0,0.0,752,0,1,1,0,0
15,2026-07-08,NSE,ITC,train,583,0,0.0,0.0,0.0,232,0,1,1,0,0
15,2026-07-08,NSE,JUNIORBEES,train,583,0,0.0,0.0,0.0,281,0,1,1,0,0
15,2026-07-08,NSE,KOTAKBANK,train,583,0,0.0,0.0,0.0,195,0,1,1,0,0
15,2026-07-08,NSE,LT,train,583,0,0.0,0.0,0.0,268,0,1,1,0,0
15,2026-07-08,NSE,M&M,train,583,0,0.0,0.0,0.0,263,0,1,1,0,0
15,2026-07-08,NSE,MARUTI,train,583,0,0.0,0.0,0.0,201,0,1,1,0,0
15,2026-07-08,NSE,NESTLEIND,train,583,0,0.0,0.0,0.0,237,0,1,1,0,0
15,2026-07-08,NSE,NIFTYBEES,train,583,0,0.0,0.0,0.0,219,0,1,1,0,0
15,2026-07-08,NSE,ONGC,train,583,0,0.0,0.0,0.0,280,0,1,1,0,0
15,2026-07-08,NSE,RELIANCE,train,583,0,0.0,0.0,0.0,181,0,1,1,0,0
15,2026-07-08,NSE,SBIN,train,583,0,0.0,0.0,0.0,188,0,1,1,0,0
15,2026-07-08,NSE,SUNPHARMA,train,583,0,0.0,0.0,0.0,228,0,1,1,0,0
15,2026-07-08,NSE,TCS,train,583,0,0.0,0.0,0.0,209,0,1,1,0,0
15,2026-07-08,NSE,TECHM,train,583,0,0.0,0.0,0.0,152,0,1,1,0,0
15,2026-07-08,NSE,ULTRACEMCO,train,583,0,0.0,0.0,0.0,177,0,1,1,0,0
15,2026-07-08,NSE,WIPRO,train,583,0,0.0,0.0,0.0,254,0,1,1,0,0
15,2026-07-09,NSE,ADANIPORTS,train,858,5,0.0011655011655011655,0.0011655011655011655,0.002331002331002331,1,0,0,1,0,0
15,2026-07-09,NSE,AXISBANK,train,858,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-09,NSE,BAJAJ-AUTO,train,858,11,0.005827505827505828,0.0034965034965034965,0.008158508158508158,1,0,0,1,0,0
15,2026-07-09,NSE,BANKBEES,train,859,0,0.0,0.0,0.0,302,0,1,1,0,0
15,2026-07-09,NSE,BHARTIARTL,train,858,14,0.004662004662004662,0.004662004662004662,0.006993006993006993,1,0,0,1,0,0
15,2026-07-09,NSE,BPCL,train,858,8,0.004662004662004662,0.0034965034965034965,0.006993006993006993,2,0,0,1,0,0
15,2026-07-09,NSE,BRITANNIA,train,857,175,0.08984830805134189,0.08168028004667445,0.15052508751458576,21,0,0,1,0,0
15,2026-07-09,NSE,CIPLA,train,858,10,0.005827505827505828,0.0034965034965034965,0.005827505827505828,1,0,0,1,0,0
15,2026-07-09,NSE,DRREDDY,train,858,525,0.29953379953379955,0.28088578088578087,0.4347319347319347,43,0,0,1,0,0
15,2026-07-09,NSE,GOLDBEES,train,859,0,0.0,0.0,0.0,214,0,1,1,0,0
15,2026-07-09,NSE,HCLTECH,train,858,129,0.06177156177156177,0.06876456876456877,0.10139860139860139,20,0,0,1,0,0
15,2026-07-09,NSE,HDFCBANK,train,858,0,0.0,0.0,0.0,236,0,1,1,0,0
15,2026-07-09,NSE,HINDUNILVR,train,858,52,0.026806526806526808,0.02564102564102564,0.03613053613053613,1,0,0,1,0,0
15,2026-07-09,NSE,ICICIBANK,train,858,0,0.0,0.0,0.0,191,0,1,1,0,0
15,2026-07-09,NSE,INFY,train,858,2,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-09,NSE,ITBEES,train,859,85,0.03143189755529686,0.02211874272409779,0.05355064027939464,3,0,0,1,0,0
15,2026-07-09,NSE,ITC,train,858,4,0.0011655011655011655,0.0011655011655011655,0.0011655011655011655,1,0,0,1,0,0
15,2026-07-09,NSE,JUNIORBEES,train,859,0,0.0,0.0,0.0,281,0,1,1,0,0
15,2026-07-09,NSE,KOTAKBANK,train,858,0,0.0,0.0,0.0,195,0,1,1,0,0
15,2026-07-09,NSE,LT,train,858,0,0.0,0.0,0.0,268,0,1,1,0,0
15,2026-07-09,NSE,M&M,train,858,0,0.0,0.0,0.0,263,0,1,1,0,0
15,2026-07-09,NSE,MARUTI,train,858,3,0.0011655011655011655,0.0011655011655011655,0.0011655011655011655,1,0,0,1,0,0
15,2026-07-09,NSE,NESTLEIND,train,858,10,0.0034965034965034965,0.005827505827505828,0.005827505827505828,2,0,0,1,0,0
15,2026-07-09,NSE,NIFTYBEES,train,859,0,0.0,0.0,0.0,219,0,1,1,0,0
15,2026-07-09,NSE,ONGC,train,858,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-09,NSE,RELIANCE,train,858,0,0.0,0.0,0.0,181,0,1,1,0,0
15,2026-07-09,NSE,SBIN,train,858,0,0.0,0.0,0.0,188,0,1,1,0,0
15,2026-07-09,NSE,SUNPHARMA,train,858,90,0.04312354312354312,0.046620046620046623,0.06993006993006994,4,0,0,1,0,0
15,2026-07-09,NSE,TCS,train,858,10,0.002331002331002331,0.0034965034965034965,0.004662004662004662,1,0,0,1,0,0
15,2026-07-09,NSE,TECHM,train,858,43,0.02097902097902098,0.023310023310023312,0.03263403263403263,4,0,0,1,0,0
15,2026-07-09,NSE,ULTRACEMCO,train,858,2,0.002331002331002331,0.0,0.0,4,0,0,1,0,0
15,2026-07-09,NSE,WIPRO,train,858,180,0.1048951048951049,0.10023310023310024,0.16433566433566432,22,0,0,1,0,0
15,2026-07-10,NSE,ADANIPORTS,train,1502,2,0.0006657789613848203,0.0006657789613848203,0.0006657789613848203,2,0,0,1,0,0
15,2026-07-10,NSE,AXISBANK,train,1502,0,0.0,0.0,0.0,217,0,1,1,0,0
15,2026-07-10,NSE,BAJAJ-AUTO,train,1502,7,0.0013315579227696406,0.002663115845539281,0.0019973368841544607,2,0,0,1,0,0
15,2026-07-10,NSE,BANKBEES,train,1501,0,0.0,0.0,0.0,302,0,1,1,0,0
15,2026-07-10,NSE,BHARTIARTL,train,1502,0,0.0,0.0,0.0,228,0,1,1,0,0
15,2026-07-10,NSE,BPCL,train,1502,5,0.0006657789613848203,0.0013315579227696406,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,BRITANNIA,train,1501,70,0.017321785476349102,0.011325782811459028,0.021985343104596936,21,0,0,1,0,0
15,2026-07-10,NSE,CIPLA,train,1502,9,0.0013315579227696406,0.002663115845539281,0.0019973368841544607,1,0,0,1,0,0
15,2026-07-10,NSE,DRREDDY,train,1502,2,0.0,0.0013315579227696406,0.0006657789613848203,43,0,0,1,0,0
15,2026-07-10,NSE,GOLDBEES,train,1501,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,HCLTECH,train,1502,131,0.041944074567243674,0.037283621837549935,0.06458055925432757,20,0,0,1,0,0
15,2026-07-10,NSE,HDFCBANK,train,1502,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,HINDUNILVR,train,1502,0,0.0,0.0,0.0,266,0,1,1,0,0
15,2026-07-10,NSE,ICICIBANK,train,1502,0,0.0,0.0,0.0,191,0,1,1,0,0
15,2026-07-10,NSE,INFY,train,1501,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,ITBEES,train,1501,56,0.0073284477015323115,0.003997335109926716,0.015989340439706862,20,0,0,1,0,0
15,2026-07-10,NSE,ITC,train,1502,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,JUNIORBEES,train,1500,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,KOTAKBANK,train,1502,0,0.0,0.0,0.0,195,0,1,1,0,0
15,2026-07-10,NSE,LT,train,1502,0,0.0,0.0,0.0,268,0,1,1,0,0
15,2026-07-10,NSE,M&M,train,1502,0,0.0,0.0,0.0,263,0,1,1,0,0
15,2026-07-10,NSE,MARUTI,train,1502,2,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,NESTLEIND,train,1502,21,0.007323568575233023,0.005326231691078562,0.011318242343541944,2,0,0,1,0,0
15,2026-07-10,NSE,NIFTYBEES,train,1501,0,0.0,0.0,0.0,219,0,1,1,0,0
15,2026-07-10,NSE,ONGC,train,1502,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,RELIANCE,train,1501,0,0.0,0.0,0.0,181,0,1,1,0,0
15,2026-07-10,NSE,SBIN,train,1502,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-10,NSE,SUNPHARMA,train,1502,2,0.0,0.0006657789613848203,0.0013315579227696406,7,0,0,1,0,0
15,2026-07-10,NSE,TCS,train,1501,1,0.0006662225183211193,0.0,0.0,3,0,0,1,0,0
15,2026-07-10,NSE,TECHM,train,1502,28,0.009986684420772303,0.007323568575233023,0.014647137150466045,2,0,0,1,0,0
15,2026-07-10,NSE,ULTRACEMCO,train,1501,28,0.005996002664890073,0.0073284477015323115,0.009993337774816789,1,0,0,1,0,0
15,2026-07-10,NSE,WIPRO,train,1502,61,0.017976031957390146,0.017976031957390146,0.022636484687083888,22,0,0,1,0,0
15,2026-07-13,NSE,ADANIPORTS,validation,1502,6,0.003328894806924101,0.0,0.002663115845539281,1,3,0,1,0,0
15,2026-07-13,NSE,AXISBANK,validation,1502,3,0.0006657789613848203,0.0013315579227696406,0.0019973368841544607,217,3,0,1,0,0
15,2026-07-13,NSE,BAJAJ-AUTO,validation,1502,66,0.021970705725699067,0.02130492676431425,0.03395472703062583,1,6,0,1,0,0
15,2026-07-13,NSE,BANKBEES,validation,1502,0,0.0,0.0,0.0,302,0,1,1,0,0
15,2026-07-13,NSE,BHARTIARTL,validation,1502,1,0.0,0.0006657789613848203,0.0006657789613848203,228,1,0,1,0,0
15,2026-07-13,NSE,BPCL,validation,1502,47,0.005992010652463382,0.012649800266311585,0.013981358189081226,1,32,0,1,0,0
15,2026-07-13,NSE,BRITANNIA,validation,1502,77,0.015312916111850865,0.015978695073235686,0.02663115845539281,21,0,0,1,0,0
15,2026-07-13,NSE,CIPLA,validation,1502,22,0.005992010652463382,0.007989347536617843,0.011984021304926764,1,2,0,1,0,0
15,2026-07-13,NSE,DRREDDY,validation,1502,1,0.0,0.0006657789613848203,0.0006657789613848203,43,0,0,1,0,0
15,2026-07-13,NSE,GOLDBEES,validation,1502,4,0.0013315579227696406,0.0006657789613848203,0.0019973368841544607,1,3,0,1,0,0
15,2026-07-13,NSE,HCLTECH,validation,1502,179,0.06458055925432757,0.047936085219707054,0.08988015978695073,20,0,0,1,0,0
15,2026-07-13,NSE,HDFCBANK,validation,1502,1,0.0,0.0,0.0,1,0,0,1,0,0
15,2026-07-13,NSE,HINDUNILVR,validation,1502,4,0.0006657789613848203,0.0019973368841544607,0.0013315579227696406,7,0,0,1,0,0
15,2026-07-13,NSE,ICICIBANK,validation,1502,1,0.0,0.0006657789613848203,0.0006657789613848203,191,1,0,1,0,0
15,2026-07-13,NSE,INFY,validation,1502,1,0.0,0.0006657789613848203,0.0006657789613848203,1,0,0,1,0,0
15,2026-07-13,NSE,ITBEES,validation,1502,151,0.037283621837549935,0.02796271637816245,0.06391478029294274,3,20,0,1,0,0
15,2026-07-13,NSE,ITC,validation,1502,2,0.0006657789613848203,0.0006657789613848203,0.0013315579227696406,1,1,0,1,0,0
15,2026-07-13,NSE,JUNIORBEES,validation,1502,0,0.0,0.0,0.0,281,0,1,1,0,0
15,2026-07-13,NSE,KOTAKBANK,validation,1502,0,0.0,0.0,0.0,195,0,1,1,0,0
15,2026-07-13,NSE,LT,validation,1502,1,0.0,0.0006657789613848203,0.0006657789613848203,268,1,0,1,0,0
15,2026-07-13,NSE,M&M,validation,1502,0,0.0,0.0,0.0,263,0,1,1,0,0
15,2026-07-13,NSE,MARUTI,validation,1502,1,0.0006657789613848203,0.0,0.0006657789613848203,1,0,0,1,0,0
15,2026-07-13,NSE,NESTLEIND,validation,1502,31,0.007989347536617843,0.012649800266311585,0.014647137150466045,2,3,0,1,0,0
15,2026-07-13,NSE,NIFTYBEES,validation,1502,1,0.0,0.0006657789613848203,0.0006657789613848203,219,1,0,1,0,0
15,2026-07-13,NSE,ONGC,validation,1502,6,0.0013315579227696406,0.002663115845539281,0.003328894806924101,1,5,0,1,0,0
15,2026-07-13,NSE,RELIANCE,validation,1502,4,0.0013315579227696406,0.0013315579227696406,0.002663115845539281,181,4,0,1,0,0
15,2026-07-13,NSE,SBIN,validation,1502,2,0.0006657789613848203,0.0006657789613848203,0.0013315579227696406,188,2,0,1,0,0
15,2026-07-13,NSE,SUNPHARMA,validation,1502,3,0.0006657789613848203,0.0013315579227696406,0.0019973368841544607,4,0,0,1,0,0
15,2026-07-13,NSE,TCS,validation,1502,3,0.0006657789613848203,0.0013315579227696406,0.0019973368841544607,1,1,0,1,0,0
15,2026-07-13,NSE,TECHM,validation,1502,106,0.037283621837549935,0.03262316910785619,0.05392809587217044,2,0,0,1,0,0
15,2026-07-13,NSE,ULTRACEMCO,validation,1502,29,0.011318242343541944,0.006657789613848202,0.011318242343541944,1,0,0,1,0,0
15,2026-07-13,NSE,WIPRO,validation,1502,92,0.023968042609853527,0.037283621837549935,0.04460719041278296,22,0,0,1,0,0
60,2026-07-08,NSE,ADANIPORTS,train,147,0,0.0,0.0,0.0,51,0,1,1,0,0
60,2026-07-08,NSE,AXISBANK,train,147,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-08,NSE,BAJAJ-AUTO,train,147,0,0.0,0.0,0.0,63,0,1,1,0,0
60,2026-07-08,NSE,BANKBEES,train,147,0,0.0,0.0,0.0,71,0,1,1,0,0
60,2026-07-08,NSE,BHARTIARTL,train,147,0,0.0,0.0,0.0,52,0,1,1,0,0
60,2026-07-08,NSE,BPCL,train,147,0,0.0,0.0,0.0,34,0,1,1,0,0
60,2026-07-08,NSE,BRITANNIA,train,147,0,0.0,0.0,0.0,30,0,1,1,0,0
60,2026-07-08,NSE,CIPLA,train,147,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-08,NSE,DRREDDY,train,147,0,0.0,0.0,0.0,46,0,1,1,0,0
60,2026-07-08,NSE,GOLDBEES,train,147,0,0.0,0.0,0.0,49,0,1,1,0,0
60,2026-07-08,NSE,HCLTECH,train,147,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-08,NSE,HDFCBANK,train,147,0,0.0,0.0,0.0,53,0,1,1,0,0
60,2026-07-08,NSE,HINDUNILVR,train,147,0,0.0,0.0,0.0,69,0,1,1,0,0
60,2026-07-08,NSE,ICICIBANK,train,147,0,0.0,0.0,0.0,39,0,1,1,0,0
60,2026-07-08,NSE,INFY,train,147,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-08,NSE,ITBEES,train,147,0,0.0,0.0,0.0,11,0,1,1,0,0
60,2026-07-08,NSE,ITC,train,147,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-08,NSE,JUNIORBEES,train,147,0,0.0,0.0,0.0,72,0,1,1,0,0
60,2026-07-08,NSE,KOTAKBANK,train,147,0,0.0,0.0,0.0,98,0,1,1,0,0
60,2026-07-08,NSE,LT,train,147,0,0.0,0.0,0.0,67,0,1,1,0,0
60,2026-07-08,NSE,M&M,train,147,0,0.0,0.0,0.0,70,0,1,1,0,0
60,2026-07-08,NSE,MARUTI,train,147,0,0.0,0.0,0.0,50,0,1,1,0,0
60,2026-07-08,NSE,NESTLEIND,train,147,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-08,NSE,NIFTYBEES,train,147,0,0.0,0.0,0.0,49,0,1,1,0,0
60,2026-07-08,NSE,ONGC,train,147,0,0.0,0.0,0.0,63,0,1,1,0,0
60,2026-07-08,NSE,RELIANCE,train,147,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-08,NSE,SBIN,train,147,0,0.0,0.0,0.0,36,0,1,1,0,0
60,2026-07-08,NSE,SUNPHARMA,train,147,0,0.0,0.0,0.0,60,0,1,1,0,0
60,2026-07-08,NSE,TCS,train,147,0,0.0,0.0,0.0,56,0,1,1,0,0
60,2026-07-08,NSE,TECHM,train,147,0,0.0,0.0,0.0,34,0,1,1,0,0
60,2026-07-08,NSE,ULTRACEMCO,train,147,0,0.0,0.0,0.0,45,0,1,1,0,0
60,2026-07-08,NSE,WIPRO,train,147,0,0.0,0.0,0.0,61,0,1,1,0,0
60,2026-07-09,NSE,ADANIPORTS,train,216,0,0.0,0.0,0.0,51,0,1,1,0,0
60,2026-07-09,NSE,AXISBANK,train,216,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-09,NSE,BAJAJ-AUTO,train,216,0,0.0,0.0,0.0,63,0,1,1,0,0
60,2026-07-09,NSE,BANKBEES,train,216,0,0.0,0.0,0.0,71,0,1,1,0,0
60,2026-07-09,NSE,BHARTIARTL,train,216,0,0.0,0.0,0.0,52,0,1,1,0,0
60,2026-07-09,NSE,BPCL,train,216,1,0.0,0.0,0.0,1,0,0,1,0,0
60,2026-07-09,NSE,BRITANNIA,train,215,20,0.04186046511627907,0.03255813953488372,0.05581395348837209,1,0,0,1,0,0
60,2026-07-09,NSE,CIPLA,train,216,1,0.0,0.0,0.0,1,0,0,1,0,0
60,2026-07-09,NSE,DRREDDY,train,216,143,0.32407407407407407,0.32407407407407407,0.4861111111111111,7,0,0,1,0,0
60,2026-07-09,NSE,GOLDBEES,train,216,0,0.0,0.0,0.0,49,0,1,1,0,0
60,2026-07-09,NSE,HCLTECH,train,216,21,0.037037037037037035,0.05092592592592592,0.06018518518518518,1,0,0,1,0,0
60,2026-07-09,NSE,HDFCBANK,train,216,0,0.0,0.0,0.0,53,0,1,1,0,0
60,2026-07-09,NSE,HINDUNILVR,train,216,3,0.004629629629629629,0.004629629629629629,0.009259259259259259,1,0,0,1,0,0
60,2026-07-09,NSE,ICICIBANK,train,216,0,0.0,0.0,0.0,39,0,1,1,0,0
60,2026-07-09,NSE,INFY,train,216,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-09,NSE,ITBEES,train,216,5,0.009259259259259259,0.009259259259259259,0.013888888888888888,2,0,0,1,0,0
60,2026-07-09,NSE,ITC,train,216,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-09,NSE,JUNIORBEES,train,216,0,0.0,0.0,0.0,72,0,1,1,0,0
60,2026-07-09,NSE,KOTAKBANK,train,216,0,0.0,0.0,0.0,39,0,1,1,0,0
60,2026-07-09,NSE,LT,train,216,0,0.0,0.0,0.0,67,0,1,1,0,0
60,2026-07-09,NSE,M&M,train,216,0,0.0,0.0,0.0,70,0,1,1,0,0
60,2026-07-09,NSE,MARUTI,train,216,0,0.0,0.0,0.0,50,0,1,1,0,0
60,2026-07-09,NSE,NESTLEIND,train,216,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-09,NSE,NIFTYBEES,train,216,0,0.0,0.0,0.0,49,0,1,1,0,0
60,2026-07-09,NSE,ONGC,train,216,0,0.0,0.0,0.0,63,0,1,1,0,0
60,2026-07-09,NSE,RELIANCE,train,216,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-09,NSE,SBIN,train,216,0,0.0,0.0,0.0,36,0,1,1,0,0
60,2026-07-09,NSE,SUNPHARMA,train,216,10,0.013888888888888888,0.009259259259259259,0.013888888888888888,1,0,0,1,0,0
60,2026-07-09,NSE,TCS,train,216,0,0.0,0.0,0.0,56,0,1,1,0,0
60,2026-07-09,NSE,TECHM,train,216,6,0.009259259259259259,0.004629629629629629,0.013888888888888888,1,0,0,1,0,0
60,2026-07-09,NSE,ULTRACEMCO,train,216,0,0.0,0.0,0.0,45,0,1,1,0,0
60,2026-07-09,NSE,WIPRO,train,216,42,0.08796296296296297,0.08333333333333333,0.12037037037037036,2,0,0,1,0,0
60,2026-07-10,NSE,ADANIPORTS,train,377,1,0.0,0.0,0.0,1,0,0,1,0,0
60,2026-07-10,NSE,AXISBANK,train,377,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-10,NSE,BAJAJ-AUTO,train,377,1,0.0,0.0,0.0,1,0,0,1,0,0
60,2026-07-10,NSE,BANKBEES,train,376,0,0.0,0.0,0.0,71,0,1,1,0,0
60,2026-07-10,NSE,BHARTIARTL,train,377,0,0.0,0.0,0.0,52,0,1,1,0,0
60,2026-07-10,NSE,BPCL,train,377,0,0.0,0.0,0.0,34,0,1,1,0,0
60,2026-07-10,NSE,BRITANNIA,train,377,3,0.0,0.005305039787798408,0.002652519893899204,3,0,0,1,0,0
60,2026-07-10,NSE,CIPLA,train,377,0,0.0,0.0,0.0,54,0,1,1,0,0
60,2026-07-10,NSE,DRREDDY,train,377,0,0.0,0.0,0.0,46,0,1,1,0,0
60,2026-07-10,NSE,GOLDBEES,train,376,1,0.0,0.0,0.0,1,0,0,1,0,0
60,2026-07-10,NSE,HCLTECH,train,377,8,0.013262599469496022,0.005305039787798408,0.01856763925729443,2,0,0,1,0,0
60,2026-07-10,NSE,HDFCBANK,train,377,1,0.0,0.0,0.0,1,0,0,1,0,0
60,2026-07-10,NSE,HINDUNILVR,train,377,0,0.0,0.0,0.0,69,0,1,1,0,0
60,2026-07-10,NSE,ICICIBANK,train,377,0,0.0,0.0,0.0,39,0,1,1,0,0
60,2026-07-10,NSE,INFY,train,376,0,0.0,0.0,0.0,57,0,1,1,0,0
60,2026-07-10,NSE,ITBEES,train,376,3,0.0,0.0,0.0,1,0,0,1,0,0
