horizon_sec,trade_date,exchange,symbol,split_role,rows,event_surprise_rows,label_file,bytes,test_rows_used
5,2026-07-08,NSE,AXISBANK,train,1699,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,22979,0
5,2026-07-08,NSE,BAJAJ-AUTO,train,1594,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,22206,0
5,2026-07-08,NSE,BANKBEES,train,1693,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,22868,0
5,2026-07-08,NSE,BHARTIARTL,train,1616,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,22350,0
5,2026-07-08,NSE,BPCL,train,1578,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,21859,0
5,2026-07-08,NSE,BRITANNIA,train,1525,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,21633,0
5,2026-07-08,NSE,CIPLA,train,1572,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,22016,0
5,2026-07-08,NSE,DRREDDY,train,1582,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,22093,0
5,2026-07-08,NSE,GOLDBEES,train,1642,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,22508,0
5,2026-07-08,NSE,HCLTECH,train,1564,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,21974,0
5,2026-07-08,NSE,HDFCBANK,train,1745,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,23307,0
5,2026-07-08,NSE,HINDUNILVR,train,1618,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,22387,0
5,2026-07-08,NSE,ICICIBANK,train,1722,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,23154,0
5,2026-07-08,NSE,INFY,train,1682,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,22831,0
5,2026-07-08,NSE,ITBEES,train,1585,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,21162,0
5,2026-07-08,NSE,ITC,train,1643,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,22521,0
5,2026-07-08,NSE,JUNIORBEES,train,1685,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,22864,0
5,2026-07-08,NSE,KOTAKBANK,train,1664,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,22700,0
5,2026-07-08,NSE,LT,train,1733,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,23191,0
5,2026-07-08,NSE,M&M,train,1714,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,23061,0
5,2026-07-08,NSE,MARUTI,train,1679,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,22812,0
5,2026-07-08,NSE,NESTLEIND,train,1580,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,22058,0
5,2026-07-08,NSE,NIFTYBEES,train,1687,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,22822,0
5,2026-07-08,NSE,ONGC,train,1628,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,22419,0
5,2026-07-08,NSE,RELIANCE,train,1731,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,23190,0
5,2026-07-08,NSE,SBIN,train,1686,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,22851,0
5,2026-07-08,NSE,SUNPHARMA,train,1600,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,22224,0
5,2026-07-08,NSE,TCS,train,1651,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,22595,0
5,2026-07-08,NSE,TECHM,train,1574,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,22025,0
5,2026-07-08,NSE,ULTRACEMCO,train,1577,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,22080,0
5,2026-07-08,NSE,WIPRO,train,1569,0,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,21991,0
5,2026-07-09,NSE,ADANIPORTS,train,2448,240,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,30636,0
5,2026-07-09,NSE,AXISBANK,train,2522,268,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,31190,0
5,2026-07-09,NSE,BAJAJ-AUTO,train,2390,210,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,29953,0
5,2026-07-09,NSE,BANKBEES,train,2537,318,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,31146,0
5,2026-07-09,NSE,BHARTIARTL,train,2558,667,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,31930,0
5,2026-07-09,NSE,BPCL,train,2421,192,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,30003,0
5,2026-07-09,NSE,BRITANNIA,train,2364,732,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,30296,0
5,2026-07-09,NSE,CIPLA,train,2407,209,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,29914,0
5,2026-07-09,NSE,DRREDDY,train,2539,1216,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,31758,0
5,2026-07-09,NSE,GOLDBEES,train,2469,316,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,30680,0
5,2026-07-09,NSE,HCLTECH,train,2462,664,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,31055,0
5,2026-07-09,NSE,HDFCBANK,train,2557,459,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,31919,0
5,2026-07-09,NSE,HINDUNILVR,train,2484,428,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,31177,0
5,2026-07-09,NSE,ICICIBANK,train,2548,441,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,31839,0
5,2026-07-09,NSE,INFY,train,2532,296,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,31297,0
5,2026-07-09,NSE,ITBEES,train,2350,431,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,29712,0
5,2026-07-09,NSE,ITC,train,2527,403,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,31041,0
5,2026-07-09,NSE,JUNIORBEES,train,2525,325,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,31340,0
5,2026-07-09,NSE,KOTAKBANK,train,2555,489,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,31682,0
5,2026-07-09,NSE,LT,train,2557,446,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,31860,0
5,2026-07-09,NSE,M&M,train,2505,321,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,31104,0
5,2026-07-09,NSE,MARUTI,train,2493,410,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,31202,0
5,2026-07-09,NSE,NESTLEIND,train,2386,165,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,29897,0
5,2026-07-09,NSE,NIFTYBEES,train,2514,237,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,31056,0
5,2026-07-09,NSE,ONGC,train,2451,220,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,30140,0
5,2026-07-09,NSE,RELIANCE,train,2539,402,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,31382,0
5,2026-07-09,NSE,SBIN,train,2520,387,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,31336,0
5,2026-07-09,NSE,SUNPHARMA,train,2517,487,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,31453,0
5,2026-07-09,NSE,TCS,train,2530,506,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,31641,0
5,2026-07-09,NSE,TECHM,train,2392,586,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,30523,0
5,2026-07-09,NSE,ULTRACEMCO,train,2358,99,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,29302,0
5,2026-07-09,NSE,WIPRO,train,2447,779,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,30994,0
5,2026-07-10,NSE,ADANIPORTS,train,4276,379,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,45752,0
5,2026-07-10,NSE,AXISBANK,train,4310,253,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,45638,0
5,2026-07-10,NSE,BAJAJ-AUTO,train,4202,435,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,45426,0
5,2026-07-10,NSE,BANKBEES,train,4105,201,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,43102,0
5,2026-07-10,NSE,BHARTIARTL,train,4351,256,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,46022,0
5,2026-07-10,NSE,BPCL,train,4073,155,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,42422,0
5,2026-07-10,NSE,BRITANNIA,train,3917,509,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,42392,0
5,2026-07-10,NSE,CIPLA,train,4190,256,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,44584,0
5,2026-07-10,NSE,DRREDDY,train,4375,504,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,46999,0
5,2026-07-10,NSE,GOLDBEES,train,4250,311,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,45100,0
5,2026-07-10,NSE,HCLTECH,train,4425,1091,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,47676,0
5,2026-07-10,NSE,HDFCBANK,train,4448,525,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,47538,0
5,2026-07-10,NSE,HINDUNILVR,train,4184,239,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,44483,0
5,2026-07-10,NSE,ICICIBANK,train,4342,254,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,45835,0
5,2026-07-10,NSE,INFY,train,4460,671,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,48019,0
5,2026-07-10,NSE,ITBEES,train,4066,696,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,41600,0
5,2026-07-10,NSE,ITC,train,4335,364,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,45630,0
5,2026-07-10,NSE,JUNIORBEES,train,4329,456,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,46443,0
5,2026-07-10,NSE,KOTAKBANK,train,4285,181,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,45132,0
5,2026-07-10,NSE,LT,train,4270,199,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,45057,0
5,2026-07-10,NSE,M&M,train,4236,185,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,44641,0
5,2026-07-10,NSE,MARUTI,train,4273,281,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,45232,0
5,2026-07-10,NSE,NESTLEIND,train,4127,260,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,44229,0
5,2026-07-10,NSE,NIFTYBEES,train,4295,297,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,45347,0
5,2026-07-10,NSE,ONGC,train,4237,340,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,44856,0
5,2026-07-10,NSE,RELIANCE,train,4360,241,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,45384,0
5,2026-07-10,NSE,SBIN,train,4354,383,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,46410,0
5,2026-07-10,NSE,SUNPHARMA,train,4285,221,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,45293,0
5,2026-07-10,NSE,TCS,train,4481,815,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,48542,0
5,2026-07-10,NSE,TECHM,train,4254,456,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,45886,0
5,2026-07-10,NSE,ULTRACEMCO,train,4018,627,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,43500,0
5,2026-07-10,NSE,WIPRO,train,4321,532,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,46590,0
5,2026-07-13,NSE,ADANIPORTS,validation,4268,364,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,46060,0
5,2026-07-13,NSE,AXISBANK,validation,4285,345,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,45623,0
5,2026-07-13,NSE,BAJAJ-AUTO,validation,4384,969,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,47624,0
5,2026-07-13,NSE,BANKBEES,validation,4285,427,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,45456,0
5,2026-07-13,NSE,BHARTIARTL,validation,4367,320,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,46221,0
5,2026-07-13,NSE,BPCL,validation,4189,901,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,45280,0
5,2026-07-13,NSE,BRITANNIA,validation,4043,795,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,43611,0
5,2026-07-13,NSE,CIPLA,validation,4212,328,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,45025,0
5,2026-07-13,NSE,DRREDDY,validation,4258,96,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,44559,0
5,2026-07-13,NSE,GOLDBEES,validation,4227,306,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,45070,0
5,2026-07-13,NSE,HCLTECH,validation,4400,961,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,47664,0
5,2026-07-13,NSE,HDFCBANK,validation,4473,677,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,48428,0
5,2026-07-13,NSE,HINDUNILVR,validation,4217,257,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,45018,0
5,2026-07-13,NSE,ICICIBANK,validation,4388,488,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,47078,0
5,2026-07-13,NSE,INFY,validation,4471,789,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,48481,0
5,2026-07-13,NSE,ITBEES,validation,4192,950,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,45610,0
5,2026-07-13,NSE,ITC,validation,4227,119,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,43196,0
5,2026-07-13,NSE,JUNIORBEES,validation,4245,401,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,45472,0
5,2026-07-13,NSE,KOTAKBANK,validation,4253,176,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,44718,0
5,2026-07-13,NSE,LT,validation,4319,320,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,45995,0
5,2026-07-13,NSE,M&M,validation,4396,552,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,47504,0
5,2026-07-13,NSE,MARUTI,validation,4442,580,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,47825,0
5,2026-07-13,NSE,NESTLEIND,validation,4206,424,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,45162,0
5,2026-07-13,NSE,NIFTYBEES,validation,4323,447,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,46353,0
5,2026-07-13,NSE,ONGC,validation,4308,507,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,45620,0
5,2026-07-13,NSE,RELIANCE,validation,4366,587,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,46302,0
5,2026-07-13,NSE,SBIN,validation,4353,499,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,46802,0
5,2026-07-13,NSE,SUNPHARMA,validation,4236,387,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,45698,0
5,2026-07-13,NSE,TCS,validation,4484,911,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,48696,0
5,2026-07-13,NSE,TECHM,validation,4288,713,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,46563,0
5,2026-07-13,NSE,ULTRACEMCO,validation,4084,764,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,44244,0
5,2026-07-13,NSE,WIPRO,validation,4288,712,derived_phase214_event_surprise_conditional_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,46551,0
15,2026-07-08,NSE,ADANIPORTS,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,14626,0
15,2026-07-08,NSE,AXISBANK,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,14614,0
15,2026-07-08,NSE,BAJAJ-AUTO,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,14621,0
