strategy_id,predictive_requirement,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,blocking_gap,evidence_source,required_next_evidence,acceptance_eligible_now
S06,promotion_falsification_clear,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",False
S06,real_multi_day_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,Current predictive evidence has no multi-day real holdout validation.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,False
S06,strategy_support_ready,strategy is runnable in the current feature product,support_level=partial_missing_required_features,partial_or_unsupported_strategy,False,False,Runnable proxy support is necessary but not sufficient for predictive acceptance.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,False
S06,untouched_test_stability,all untouched-test cells beat local-majority baseline,0/15 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,True,False,Untouched-test stability is incomplete or failing in current proxy evidence.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,False
S07,baseline_outperformance,"beats no-skill, local majority and Brier proxy baselines with enough rows",rows=227966; baseline_pass_proxy=False; accuracy_excess_vs_majority=-0.009769464132835748; brier_skill=-0.015296289377245519,baseline_proxy_available_not_acceptance,True,False,Current baseline comparison is proxy-only and does not clear all required baseline checks.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run calibrated predictive validation and require positive accuracy/Brier skill versus no-skill and local-majority baselines.,False
S07,calibrated_model_output,calibrated probability or score model with acceptance-grade calibration diagnostics,ternary pseudo-probability proxy only,missing_calibrated_model_output,False,False,"Current Brier/calibration rows are deterministic ternary-signal pseudo-probabilities, not calibrated model outputs.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Train and freeze calibrated probability models, then evaluate Brier, calibration curve and baseline lift out of sample.",False
S07,feature_stability,stable predictive feature importance across seed samples,feature_proxy_available=True; stable_feature_count=3; feature_pass=True,feature_stability_proxy_available_not_acceptance,True,False,"Feature stability is a seed-sampled association proxy, not calibrated model importance stability.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Train calibrated predictive models across registered seeds and require stable feature importance / attribution.,False
S07,holdout_cell_stability,beats local-majority baseline in every quarter/feed/segment holdout cell,4/45 cells beating local majority; all_cell_pass=False,holdout_stability_proxy_available_not_acceptance,True,False,Current proxy holdout cells do not consistently beat local-majority baselines.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run predeclared holdout-cell validation over multi-seed synthetic and untouched holdout-generator outputs.,False
S07,multi_seed_walk_forward_validation,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,False
S07,promotion_falsification_clear,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",False
S07,real_multi_day_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,Current predictive evidence has no multi-day real holdout validation.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,False
S07,strategy_support_ready,strategy is runnable in the current feature product,support_level=runnable_proxy,runnable_proxy_not_acceptance,True,False,Runnable proxy support is necessary but not sufficient for predictive acceptance.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,False
S07,untouched_test_stability,all untouched-test cells beat local-majority baseline,1/15 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,True,False,Untouched-test stability is incomplete or failing in current proxy evidence.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,False
S08,baseline_outperformance,"beats no-skill, local majority and Brier proxy baselines with enough rows",rows=434894; baseline_pass_proxy=False; accuracy_excess_vs_majority=-0.007185154935377969; brier_skill=-0.031106465613085665,baseline_proxy_available_not_acceptance,True,False,Current baseline comparison is proxy-only and does not clear all required baseline checks.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run calibrated predictive validation and require positive accuracy/Brier skill versus no-skill and local-majority baselines.,False
S08,calibrated_model_output,calibrated probability or score model with acceptance-grade calibration diagnostics,ternary pseudo-probability proxy only,missing_calibrated_model_output,False,False,"Current Brier/calibration rows are deterministic ternary-signal pseudo-probabilities, not calibrated model outputs.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Train and freeze calibrated probability models, then evaluate Brier, calibration curve and baseline lift out of sample.",False
S08,feature_stability,stable predictive feature importance across seed samples,feature_proxy_available=True; stable_feature_count=3; feature_pass=True,feature_stability_proxy_available_not_acceptance,True,False,"Feature stability is a seed-sampled association proxy, not calibrated model importance stability.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Train calibrated predictive models across registered seeds and require stable feature importance / attribution.,False
S08,holdout_cell_stability,beats local-majority baseline in every quarter/feed/segment holdout cell,5/45 cells beating local majority; all_cell_pass=False,holdout_stability_proxy_available_not_acceptance,True,False,Current proxy holdout cells do not consistently beat local-majority baselines.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run predeclared holdout-cell validation over multi-seed synthetic and untouched holdout-generator outputs.,False
S08,multi_seed_walk_forward_validation,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,False
S08,promotion_falsification_clear,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",False
S08,real_multi_day_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,Current predictive evidence has no multi-day real holdout validation.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,False
S08,strategy_support_ready,strategy is runnable in the current feature product,support_level=partial_missing_required_features,partial_or_unsupported_strategy,False,False,Runnable proxy support is necessary but not sufficient for predictive acceptance.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,False
S08,untouched_test_stability,all untouched-test cells beat local-majority baseline,0/15 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,True,False,Untouched-test stability is incomplete or failing in current proxy evidence.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,False
S09,baseline_outperformance,"beats no-skill, local majority and Brier proxy baselines with enough rows",rows=569284; baseline_pass_proxy=False; accuracy_excess_vs_majority=-0.013470785761501791; brier_skill=-0.04824655701143241,baseline_proxy_available_not_acceptance,True,False,Current baseline comparison is proxy-only and does not clear all required baseline checks.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run calibrated predictive validation and require positive accuracy/Brier skill versus no-skill and local-majority baselines.,False
S09,calibrated_model_output,calibrated probability or score model with acceptance-grade calibration diagnostics,ternary pseudo-probability proxy only,missing_calibrated_model_output,False,False,"Current Brier/calibration rows are deterministic ternary-signal pseudo-probabilities, not calibrated model outputs.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Train and freeze calibrated probability models, then evaluate Brier, calibration curve and baseline lift out of sample.",False
S09,feature_stability,stable predictive feature importance across seed samples,feature_proxy_available=True; stable_feature_count=3; feature_pass=True,feature_stability_proxy_available_not_acceptance,True,False,"Feature stability is a seed-sampled association proxy, not calibrated model importance stability.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Train calibrated predictive models across registered seeds and require stable feature importance / attribution.,False
S09,holdout_cell_stability,beats local-majority baseline in every quarter/feed/segment holdout cell,0/45 cells beating local majority; all_cell_pass=False,holdout_stability_proxy_available_not_acceptance,True,False,Current proxy holdout cells do not consistently beat local-majority baselines.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run predeclared holdout-cell validation over multi-seed synthetic and untouched holdout-generator outputs.,False
S09,multi_seed_walk_forward_validation,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,False
S09,promotion_falsification_clear,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",False
S09,real_multi_day_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,Current predictive evidence has no multi-day real holdout validation.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,False
S09,strategy_support_ready,strategy is runnable in the current feature product,support_level=runnable_proxy,runnable_proxy_not_acceptance,True,False,Runnable proxy support is necessary but not sufficient for predictive acceptance.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,False
S09,untouched_test_stability,all untouched-test cells beat local-majority baseline,0/15 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,True,False,Untouched-test stability is incomplete or failing in current proxy evidence.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,False
S10,baseline_outperformance,"beats no-skill, local majority and Brier proxy baselines with enough rows",rows=0; baseline_pass_proxy=False; accuracy_excess_vs_majority=nan; brier_skill=nan,baseline_proxy_available_not_acceptance,True,False,Current baseline comparison is proxy-only and does not clear all required baseline checks.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run calibrated predictive validation and require positive accuracy/Brier skill versus no-skill and local-majority baselines.,False
S10,calibrated_model_output,calibrated probability or score model with acceptance-grade calibration diagnostics,ternary pseudo-probability proxy only,missing_calibrated_model_output,False,False,"Current Brier/calibration rows are deterministic ternary-signal pseudo-probabilities, not calibrated model outputs.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Train and freeze calibrated probability models, then evaluate Brier, calibration curve and baseline lift out of sample.",False
S10,feature_stability,stable predictive feature importance across seed samples,feature_proxy_available=True; stable_feature_count=3; feature_pass=True,feature_stability_proxy_available_not_acceptance,True,False,"Feature stability is a seed-sampled association proxy, not calibrated model importance stability.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Train calibrated predictive models across registered seeds and require stable feature importance / attribution.,False
S10,holdout_cell_stability,beats local-majority baseline in every quarter/feed/segment holdout cell,0/0 cells beating local majority; all_cell_pass=False,holdout_stability_proxy_available_not_acceptance,True,False,Current proxy holdout cells do not consistently beat local-majority baselines.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run predeclared holdout-cell validation over multi-seed synthetic and untouched holdout-generator outputs.,False
S10,multi_seed_walk_forward_validation,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,False
S10,promotion_falsification_clear,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",False
S10,real_multi_day_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,Current predictive evidence has no multi-day real holdout validation.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,False
S10,strategy_support_ready,strategy is runnable in the current feature product,support_level=not_supported_by_current_product,partial_or_unsupported_strategy,False,False,Runnable proxy support is necessary but not sufficient for predictive acceptance.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,False
S10,untouched_test_stability,all untouched-test cells beat local-majority baseline,0/0 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,False,False,Untouched-test stability is incomplete or failing in current proxy evidence.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,False
S11,baseline_outperformance,"beats no-skill, local majority and Brier proxy baselines with enough rows",rows=0; baseline_pass_proxy=False; accuracy_excess_vs_majority=nan; brier_skill=nan,baseline_proxy_available_not_acceptance,True,False,Current baseline comparison is proxy-only and does not clear all required baseline checks.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run calibrated predictive validation and require positive accuracy/Brier skill versus no-skill and local-majority baselines.,False
S11,calibrated_model_output,calibrated probability or score model with acceptance-grade calibration diagnostics,ternary pseudo-probability proxy only,missing_calibrated_model_output,False,False,"Current Brier/calibration rows are deterministic ternary-signal pseudo-probabilities, not calibrated model outputs.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Train and freeze calibrated probability models, then evaluate Brier, calibration curve and baseline lift out of sample.",False
S11,feature_stability,stable predictive feature importance across seed samples,feature_proxy_available=True; stable_feature_count=3; feature_pass=True,feature_stability_proxy_available_not_acceptance,True,False,"Feature stability is a seed-sampled association proxy, not calibrated model importance stability.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Train calibrated predictive models across registered seeds and require stable feature importance / attribution.,False
S11,holdout_cell_stability,beats local-majority baseline in every quarter/feed/segment holdout cell,0/0 cells beating local majority; all_cell_pass=False,holdout_stability_proxy_available_not_acceptance,True,False,Current proxy holdout cells do not consistently beat local-majority baselines.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Run predeclared holdout-cell validation over multi-seed synthetic and untouched holdout-generator outputs.,False
S11,multi_seed_walk_forward_validation,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,False
S11,promotion_falsification_clear,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",False
S11,real_multi_day_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,Current predictive evidence has no multi-day real holdout validation.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,False
S11,strategy_support_ready,strategy is runnable in the current feature product,support_level=not_supported_by_current_product,partial_or_unsupported_strategy,False,False,Runnable proxy support is necessary but not sufficient for predictive acceptance.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,False
S11,untouched_test_stability,all untouched-test cells beat local-majority baseline,0/0 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,False,False,Untouched-test stability is incomplete or failing in current proxy evidence.,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,False
