strategy_id,name,support_level,execution_profile,fill_model,queue_position_bucket,gross_edge_bps,cost_drag_bps,net_edge_bps,risk_penalty_bps,risk_adjusted_net_edge_bps,net_positive_proxy,risk_pass_candidate_proxy,net_positive_and_risk_pass_proxy,retail_or_stress_profile,retail_stress_net_positive_and_risk_pass_proxy,breach_days,daily_loss_breach_days,position_limit_breach_days,drawdown_breach_days,daily_halt_days,breach_day_fraction,daily_halt_day_fraction,risk_severity_score,risk_severity_band,risk_adjusted_frontier_status,promotion_allowed,acceptance_status,acceptance_eligible_now,blocker
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,retail_marketable_default,pessimistic_partial,back_queue_proxy,74.760393289249,10.249237888938,64.51115540031,6.5273015873015865,57.983853813008416,True,False,False,True,False,1,0,1,0,0,0.0158730158730158,0.0,6.5273015873015865,low_proxy_breach_severity,economic_positive_but_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S09,Pure queue-imbalance scalping,runnable_proxy,stressed_retail,pessimistic_partial,back_queue_proxy,2.042345443432,14.906576613199999,-12.864231169767,434.1616189531113,-447.0258501228783,False,False,False,True,False,63,57,63,58,57,1.0,0.9047619047619048,434.1616189531113,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S02,Pure multi-level OFI directional model,runnable_proxy,stressed_retail,optimistic_marketable,front_or_marketable,-0.02821462299485985,14.352417220314,-14.380631843309,441.8491720796121,-456.2298039229211,False,False,False,True,False,63,63,0,63,63,1.0,1.0,441.8491720796121,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S04,Trade-flow plus depth confirmation,partial_missing_required_features,retail_marketable_default,optimistic_marketable,front_or_marketable,6.981384287435,10.987891999384,-4.006507711948,481.1123049273723,-485.1188126393203,False,False,False,True,False,37,27,6,37,27,0.6166666666666667,0.45,481.1123049273723,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S04,Trade-flow plus depth confirmation,partial_missing_required_features,stressed_retail,optimistic_marketable,front_or_marketable,-0.755036729836591,13.099594067645,-13.854630797482,478.8868282368088,-492.7414590342908,False,False,False,True,False,42,42,6,40,42,0.7,0.7,478.8868282368088,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S07,Mean reversion after imbalance,runnable_proxy,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,-4.911728289385,3.8240583540579998,-8.735786643444,504.7334906391204,-513.4692772825645,False,False,False,False,False,58,47,44,50,47,0.9830508474576272,0.7966101694915254,504.7334906391204,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S04,Trade-flow plus depth confirmation,partial_missing_required_features,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,-7.1105476438010005,2.005682032167,-9.116229675968,541.5205319405625,-550.6367616165305,False,False,False,False,False,45,45,5,44,45,0.75,0.75,541.5205319405625,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,-78.337740584906,0.9005592997824139,-79.238299884688,474.9993593110853,-554.2376591957733,False,False,False,False,False,62,62,1,62,62,0.984126984126984,0.984126984126984,474.9993593110853,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S03,Liquidity-vacuum breakout,partial_missing_required_features,stressed_retail,neutral_partial,middle_queue_proxy,3.692505532512,11.399101416499999,-7.706595883988,557.609843999416,-565.316439883404,False,False,False,True,False,36,28,18,28,28,0.6,0.4666666666666667,557.609843999416,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,stressed_retail,optimistic_marketable,front_or_marketable,1.03743080932,12.37159007637,-11.334159267050001,556.2623556126052,-567.5965148796553,False,False,False,True,False,47,40,18,41,40,0.746031746031746,0.6349206349206349,556.2623556126052,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S05,Microprice entry/exit filter,runnable_proxy,retail_marketable_default,neutral_partial,middle_queue_proxy,-9.529261294793999,12.985398250382,-22.514659545176002,580.5052573256683,-603.0199168708442,False,False,False,True,False,63,60,63,63,60,1.0,0.9523809523809524,580.5052573256683,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S05,Microprice entry/exit filter,runnable_proxy,retail_marketable_default,pessimistic_partial,back_queue_proxy,-9.529261294793999,12.985398250382,-22.514659545176002,676.109704459275,-698.624364004451,False,False,False,True,False,63,55,63,57,55,1.0,0.873015873015873,676.109704459275,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S03,Liquidity-vacuum breakout,partial_missing_required_features,stressed_retail,optimistic_marketable,front_or_marketable,3.692505532512,11.399101416499999,-7.706595883988,736.5498454187624,-744.2564413027504,False,False,False,True,False,38,29,22,31,29,0.6333333333333333,0.4833333333333333,736.5498454187624,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S05,Microprice entry/exit filter,runnable_proxy,stressed_retail,pessimistic_partial,back_queue_proxy,0.6938646685336927,15.646968825322,-14.953104156788001,734.514984647612,-749.4680888043999,False,False,False,True,False,63,53,63,55,53,1.0,0.8412698412698413,734.514984647612,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S03,Liquidity-vacuum breakout,partial_missing_required_features,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,-65.90933413903801,0.7120685352033226,-66.621402674241,690.140541470542,-756.761944144783,False,False,False,False,False,42,42,6,41,42,0.7,0.7,690.140541470542,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S05,Microprice entry/exit filter,runnable_proxy,retail_marketable_default,optimistic_marketable,front_or_marketable,-9.529261294793999,12.985398250382,-22.514659545176002,756.4434884894748,-778.9581480346508,False,False,False,True,False,63,60,63,63,60,1.0,0.9523809523809524,756.4434884894748,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,-78.337740584906,0.9005592997824139,-79.238299884688,708.9671861533961,-788.2054860380841,False,False,False,False,False,63,63,14,63,63,1.0,1.0,708.9671861533961,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S05,Microprice entry/exit filter,runnable_proxy,stressed_retail,neutral_partial,middle_queue_proxy,0.6938646685336927,15.646968825322,-14.953104156788001,941.7237053080424,-956.6768094648304,False,False,False,True,False,63,54,63,60,54,1.0,0.8571428571428571,941.7237053080424,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,-78.337740584906,0.9005592997824139,-79.238299884688,901.9562482045282,-981.1945480892161,False,False,False,False,False,63,63,20,63,63,1.0,1.0,901.9562482045282,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S05,Microprice entry/exit filter,runnable_proxy,stressed_retail,optimistic_marketable,front_or_marketable,0.6938646685336927,15.646968825322,-14.953104156788001,1110.6195654664766,-1125.5726696232646,False,False,False,True,False,63,55,63,63,55,1.0,0.873015873015873,1110.6195654664766,high_proxy_breach_severity,economic_and_risk_blocked_proxy,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S03,Liquidity-vacuum breakout,partial_missing_required_features,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,-65.90933413903801,0.7120685352033226,-66.621402674241,1679.0181719989896,-1745.6395746732305,False,False,False,False,False,44,44,17,43,44,0.7333333333333333,0.7333333333333333,1679.0181719989896,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
S03,Liquidity-vacuum breakout,partial_missing_required_features,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,-65.90933413903801,0.7120685352033226,-66.621402674241,2751.9577332267545,-2818.5791359009954,False,False,False,False,False,45,45,22,44,45,0.75,0.75,2751.9577332267545,high_proxy_breach_severity,control_profile_not_deployable,False,blocked_not_promotable,False,Current row does not jointly clear proxy net-edge and proxy lifecycle risk-pass checks; do not promote.
