panel,trade_date,symbol,forward_ticks,max_hold_ticks,scan_points_possible,scan_points_feasible_min_hold,feasible_fraction,median_min_forward_hold,median_max_window_hold,p95_max_window_hold
synthetic,2026-02-02,BAJAJ-AUTO,12,120,100,0,0.0,3.0,24.0,60.0
synthetic,2026-02-02,BAJAJ-AUTO,12,250,99,2,0.020202020202020204,3.0,50.0,125.0
synthetic,2026-02-02,BAJAJ-AUTO,12,500,98,6,0.061224489795918366,3.0,104.0,250.0
synthetic,2026-02-02,BAJAJ-AUTO,12,1000,96,32,0.3333333333333333,3.0,210.0,390.5
synthetic,2026-02-02,BAJAJ-AUTO,12,1500,94,94,1.0,3.0,317.5,521.6999999999996
synthetic,2026-02-02,BAJAJ-AUTO,12,2500,90,90,1.0,3.0,535.5,784.0999999999998
synthetic,2026-02-02,BAJAJ-AUTO,12,5000,80,80,1.0,2.0,1042.5,1328.7499999999998
synthetic,2026-02-02,BANKBEES,3,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,BANKBEES,3,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,BANKBEES,3,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,BANKBEES,3,250,99,2,0.020202020202020204,1.0,50.0,99.79999999999984
synthetic,2026-02-02,BANKBEES,3,500,98,4,0.04081632653061224,1.0,97.0,187.14999999999964
synthetic,2026-02-02,BANKBEES,3,1000,96,17,0.17708333333333334,1.0,187.5,357.5
synthetic,2026-02-02,BANKBEES,3,1500,94,90,0.9574468085106383,1.0,276.5,512.5999999999998
synthetic,2026-02-02,BANKBEES,3,2500,90,90,1.0,1.0,456.5,757.6499999999999
synthetic,2026-02-02,BANKBEES,3,5000,80,80,1.0,1.0,917.5,1236.2499999999998
synthetic,2026-02-02,BANKBEES,6,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,BANKBEES,6,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,BANKBEES,6,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,BANKBEES,6,250,99,2,0.020202020202020204,1.0,50.0,99.79999999999984
synthetic,2026-02-02,BANKBEES,6,500,98,4,0.04081632653061224,1.0,97.0,187.14999999999964
synthetic,2026-02-02,BANKBEES,6,1000,96,17,0.17708333333333334,1.0,187.5,357.5
synthetic,2026-02-02,BANKBEES,6,1500,94,90,0.9574468085106383,1.0,276.5,512.5999999999998
synthetic,2026-02-02,BANKBEES,6,2500,90,90,1.0,1.0,456.5,757.6499999999999
synthetic,2026-02-02,BANKBEES,6,5000,80,80,1.0,1.0,917.5,1236.2499999999998
synthetic,2026-02-02,BANKBEES,12,30,100,0,0.0,2.0,6.0,15.0
synthetic,2026-02-02,BANKBEES,12,60,100,0,0.0,2.0,12.0,30.0
synthetic,2026-02-02,BANKBEES,12,120,100,0,0.0,2.0,24.0,60.0
synthetic,2026-02-02,BANKBEES,12,250,99,2,0.020202020202020204,2.0,50.0,99.79999999999984
synthetic,2026-02-02,BANKBEES,12,500,98,4,0.04081632653061224,2.0,97.0,187.14999999999964
synthetic,2026-02-02,BANKBEES,12,1000,96,17,0.17708333333333334,2.0,187.5,357.5
synthetic,2026-02-02,BANKBEES,12,1500,94,90,0.9574468085106383,2.0,276.5,512.5999999999998
synthetic,2026-02-02,BANKBEES,12,2500,90,90,1.0,2.0,456.5,757.6499999999999
synthetic,2026-02-02,BANKBEES,12,5000,80,80,1.0,2.0,917.5,1236.2499999999998
synthetic,2026-02-02,BHARTIARTL,3,30,100,0,0.0,1.0,5.0,10.0
synthetic,2026-02-02,BHARTIARTL,3,60,100,0,0.0,1.0,10.0,20.0
synthetic,2026-02-02,BHARTIARTL,3,120,100,0,0.0,1.0,20.0,40.49999999999997
synthetic,2026-02-02,BHARTIARTL,3,250,99,1,0.010101010101010102,1.0,42.0,84.0
synthetic,2026-02-02,BHARTIARTL,3,500,98,3,0.030612244897959183,1.0,84.0,167.0
synthetic,2026-02-02,BHARTIARTL,3,1000,96,19,0.19791666666666666,1.0,167.0,333.0
synthetic,2026-02-02,BHARTIARTL,3,1500,94,76,0.8085106382978723,1.0,250.0,465.3499999999999
synthetic,2026-02-02,BHARTIARTL,3,2500,90,90,1.0,1.0,419.0,719.55
synthetic,2026-02-02,BHARTIARTL,3,5000,80,80,1.0,1.0,836.5,1176.6499999999999
synthetic,2026-02-02,BHARTIARTL,6,30,100,0,0.0,1.0,5.0,10.0
synthetic,2026-02-02,BHARTIARTL,6,60,100,0,0.0,1.0,10.0,20.0
synthetic,2026-02-02,BHARTIARTL,6,120,100,0,0.0,1.0,20.0,40.49999999999997
synthetic,2026-02-02,BHARTIARTL,6,250,99,1,0.010101010101010102,1.0,42.0,84.0
synthetic,2026-02-02,BHARTIARTL,6,500,98,3,0.030612244897959183,1.0,84.0,167.0
synthetic,2026-02-02,BHARTIARTL,6,1000,96,19,0.19791666666666666,1.0,167.0,333.0
synthetic,2026-02-02,BHARTIARTL,6,1500,94,76,0.8085106382978723,1.0,250.0,465.3499999999999
synthetic,2026-02-02,BHARTIARTL,6,2500,90,90,1.0,1.0,419.0,719.55
synthetic,2026-02-02,BHARTIARTL,6,5000,80,80,1.0,1.0,836.5,1176.6499999999999
synthetic,2026-02-02,BHARTIARTL,12,30,100,0,0.0,2.0,5.0,10.0
synthetic,2026-02-02,BHARTIARTL,12,60,100,0,0.0,2.0,10.0,20.0
synthetic,2026-02-02,BHARTIARTL,12,120,100,0,0.0,2.0,20.0,40.49999999999997
synthetic,2026-02-02,BHARTIARTL,12,250,99,1,0.010101010101010102,2.0,42.0,84.0
synthetic,2026-02-02,BHARTIARTL,12,500,98,3,0.030612244897959183,2.0,84.0,167.0
synthetic,2026-02-02,BHARTIARTL,12,1000,96,19,0.19791666666666666,2.0,167.0,333.0
synthetic,2026-02-02,BHARTIARTL,12,1500,94,76,0.8085106382978723,2.0,250.0,465.3499999999999
synthetic,2026-02-02,BHARTIARTL,12,2500,90,90,1.0,2.0,419.0,719.55
synthetic,2026-02-02,BHARTIARTL,12,5000,80,80,1.0,2.0,836.5,1176.6499999999999
synthetic,2026-02-02,BPCL,3,30,100,0,0.0,1.0,6.0,10.0
synthetic,2026-02-02,BPCL,3,60,100,0,0.0,1.0,12.0,20.0
synthetic,2026-02-02,BPCL,3,120,100,0,0.0,1.0,24.0,40.0
synthetic,2026-02-02,BPCL,3,250,99,0,0.0,1.0,50.0,84.0
synthetic,2026-02-02,BPCL,3,500,98,0,0.0,1.0,100.0,167.0
synthetic,2026-02-02,BPCL,3,1000,96,13,0.13541666666666666,1.0,199.0,333.0
synthetic,2026-02-02,BPCL,3,1500,94,55,0.5851063829787234,1.0,285.0,500.0
synthetic,2026-02-02,BPCL,3,2500,90,90,1.0,1.0,452.5,716.3999999999999
synthetic,2026-02-02,BPCL,3,5000,80,80,1.0,1.0,843.5,1145.05
synthetic,2026-02-02,BPCL,6,30,100,0,0.0,1.0,6.0,10.0
synthetic,2026-02-02,BPCL,6,60,100,0,0.0,1.0,12.0,20.0
synthetic,2026-02-02,BPCL,6,120,100,0,0.0,1.0,24.0,40.0
synthetic,2026-02-02,BPCL,6,250,99,0,0.0,1.0,50.0,84.0
synthetic,2026-02-02,BPCL,6,500,98,0,0.0,1.0,100.0,167.0
synthetic,2026-02-02,BPCL,6,1000,96,13,0.13541666666666666,1.0,199.0,333.0
synthetic,2026-02-02,BPCL,6,1500,94,55,0.5851063829787234,1.0,285.0,500.0
synthetic,2026-02-02,BPCL,6,2500,90,90,1.0,1.0,452.5,716.3999999999999
synthetic,2026-02-02,BPCL,6,5000,80,80,1.0,1.0,843.5,1145.05
synthetic,2026-02-02,BPCL,12,30,100,0,0.0,3.0,6.0,10.0
synthetic,2026-02-02,BPCL,12,60,100,0,0.0,3.0,12.0,20.0
synthetic,2026-02-02,BPCL,12,120,100,0,0.0,3.0,24.0,40.0
synthetic,2026-02-02,BPCL,12,250,99,0,0.0,3.0,50.0,84.0
synthetic,2026-02-02,BPCL,12,500,98,0,0.0,3.0,100.0,167.0
synthetic,2026-02-02,BPCL,12,1000,96,13,0.13541666666666666,3.0,199.0,333.0
synthetic,2026-02-02,BPCL,12,1500,94,55,0.5851063829787234,3.0,285.0,500.0
synthetic,2026-02-02,BPCL,12,2500,90,90,1.0,3.0,452.5,716.3999999999999
synthetic,2026-02-02,BPCL,12,5000,80,80,1.0,2.0,843.5,1145.05
synthetic,2026-02-02,BRITANNIA,3,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,BRITANNIA,3,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,BRITANNIA,3,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,BRITANNIA,3,250,99,1,0.010101010101010102,1.0,50.0,125.0
synthetic,2026-02-02,BRITANNIA,3,500,98,6,0.061224489795918366,1.0,100.0,250.0
synthetic,2026-02-02,BRITANNIA,3,1000,96,16,0.16666666666666666,1.0,200.0,359.25
synthetic,2026-02-02,BRITANNIA,3,1500,94,94,1.0,1.0,300.0,471.69999999999965
synthetic,2026-02-02,BRITANNIA,3,2500,90,90,1.0,1.0,503.0,697.0999999999998
synthetic,2026-02-02,BRITANNIA,3,5000,80,80,1.0,1.0,1006.0,1170.1999999999998
synthetic,2026-02-02,BRITANNIA,6,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,BRITANNIA,6,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,BRITANNIA,6,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,BRITANNIA,6,250,99,1,0.010101010101010102,1.0,50.0,125.0
synthetic,2026-02-02,BRITANNIA,6,500,98,6,0.061224489795918366,1.0,100.0,250.0
synthetic,2026-02-02,BRITANNIA,6,1000,96,16,0.16666666666666666,1.0,200.0,359.25
synthetic,2026-02-02,BRITANNIA,6,1500,94,94,1.0,1.0,300.0,471.69999999999965
synthetic,2026-02-02,BRITANNIA,6,2500,90,90,1.0,1.0,503.0,697.0999999999998
synthetic,2026-02-02,BRITANNIA,6,5000,80,80,1.0,1.0,1006.0,1170.1999999999998
synthetic,2026-02-02,BRITANNIA,12,30,100,0,0.0,2.0,6.0,15.0
synthetic,2026-02-02,BRITANNIA,12,60,100,0,0.0,2.0,12.0,30.0
synthetic,2026-02-02,BRITANNIA,12,120,100,0,0.0,2.0,24.0,60.0
synthetic,2026-02-02,BRITANNIA,12,250,99,1,0.010101010101010102,2.0,50.0,125.0
synthetic,2026-02-02,BRITANNIA,12,500,98,6,0.061224489795918366,2.0,100.0,250.0
synthetic,2026-02-02,BRITANNIA,12,1000,96,16,0.16666666666666666,2.0,200.0,359.25
synthetic,2026-02-02,BRITANNIA,12,1500,94,94,1.0,2.0,300.0,471.69999999999965
synthetic,2026-02-02,BRITANNIA,12,2500,90,90,1.0,2.0,503.0,697.0999999999998
synthetic,2026-02-02,BRITANNIA,12,5000,80,80,1.0,2.0,1006.0,1170.1999999999998
synthetic,2026-02-02,CIPLA,3,30,100,0,0.0,1.0,5.0,10.0
synthetic,2026-02-02,CIPLA,3,60,100,0,0.0,1.0,10.0,20.0
synthetic,2026-02-02,CIPLA,3,120,100,0,0.0,1.0,20.0,40.0
synthetic,2026-02-02,CIPLA,3,250,99,1,0.010101010101010102,1.0,41.0,84.0
synthetic,2026-02-02,CIPLA,3,500,98,2,0.02040816326530612,1.0,83.0,167.0
synthetic,2026-02-02,CIPLA,3,1000,96,15,0.15625,1.0,166.0,333.0
synthetic,2026-02-02,CIPLA,3,1500,94,45,0.4787234042553192,1.0,245.5,459.75
synthetic,2026-02-02,CIPLA,3,2500,90,90,1.0,1.0,394.0,698.55
synthetic,2026-02-02,CIPLA,3,5000,80,80,1.0,1.0,766.0,1168.1
synthetic,2026-02-02,CIPLA,6,30,100,0,0.0,1.0,5.0,10.0
synthetic,2026-02-02,CIPLA,6,60,100,0,0.0,1.0,10.0,20.0
synthetic,2026-02-02,CIPLA,6,120,100,0,0.0,1.0,20.0,40.0
synthetic,2026-02-02,CIPLA,6,250,99,1,0.010101010101010102,1.0,41.0,84.0
synthetic,2026-02-02,CIPLA,6,500,98,2,0.02040816326530612,1.0,83.0,167.0
synthetic,2026-02-02,CIPLA,6,1000,96,15,0.15625,1.0,166.0,333.0
synthetic,2026-02-02,CIPLA,6,1500,94,45,0.4787234042553192,1.0,245.5,459.75
synthetic,2026-02-02,CIPLA,6,2500,90,90,1.0,1.0,394.0,698.55
synthetic,2026-02-02,CIPLA,6,5000,80,80,1.0,1.0,766.0,1168.1
synthetic,2026-02-02,CIPLA,12,30,100,0,0.0,2.0,5.0,10.0
synthetic,2026-02-02,CIPLA,12,60,100,0,0.0,2.0,10.0,20.0
synthetic,2026-02-02,CIPLA,12,120,100,0,0.0,2.0,20.0,40.0
synthetic,2026-02-02,CIPLA,12,250,99,1,0.010101010101010102,2.0,41.0,84.0
synthetic,2026-02-02,CIPLA,12,500,98,2,0.02040816326530612,2.0,83.0,167.0
synthetic,2026-02-02,CIPLA,12,1000,96,15,0.15625,2.0,166.0,333.0
synthetic,2026-02-02,CIPLA,12,1500,94,45,0.4787234042553192,2.0,245.5,459.75
synthetic,2026-02-02,CIPLA,12,2500,90,90,1.0,2.0,394.0,698.55
synthetic,2026-02-02,CIPLA,12,5000,80,80,1.0,2.0,766.0,1168.1
real_anchor,2026-07-17,ADANIPORTS,3,30,3,0,0.0,4.0,30.0,33.6
real_anchor,2026-07-17,ADANIPORTS,3,60,3,0,0.0,4.0,52.0,133.0
real_anchor,2026-07-17,ADANIPORTS,3,120,3,1,0.3333333333333333,4.0,193.0,335.2
real_anchor,2026-07-17,ADANIPORTS,3,250,3,3,1.0,4.0,298.0,489.7
real_anchor,2026-07-17,ADANIPORTS,3,500,2,2,1.0,7.0,693.5,789.35
real_anchor,2026-07-17,ADANIPORTS,3,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,3,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,3,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,3,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,6,30,3,0,0.0,7.0,30.0,33.6
real_anchor,2026-07-17,ADANIPORTS,6,60,3,0,0.0,7.0,52.0,133.0
real_anchor,2026-07-17,ADANIPORTS,6,120,3,1,0.3333333333333333,7.0,193.0,335.2
real_anchor,2026-07-17,ADANIPORTS,6,250,3,3,1.0,7.0,298.0,489.7
real_anchor,2026-07-17,ADANIPORTS,6,500,2,2,1.0,10.0,693.5,789.35
real_anchor,2026-07-17,ADANIPORTS,6,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,6,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,6,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,6,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,12,30,3,0,0.0,12.0,30.0,33.6
real_anchor,2026-07-17,ADANIPORTS,12,60,3,0,0.0,12.0,52.0,133.0
real_anchor,2026-07-17,ADANIPORTS,12,120,3,1,0.3333333333333333,12.0,193.0,335.2
real_anchor,2026-07-17,ADANIPORTS,12,250,2,2,1.0,14.5,293.5,297.55
real_anchor,2026-07-17,ADANIPORTS,12,500,1,1,1.0,17.0,587.0,587.0
real_anchor,2026-07-17,ADANIPORTS,12,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,12,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,12,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,ADANIPORTS,12,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,3,30,4,0,0.0,3.0,25.0,95.69999999999997
real_anchor,2026-07-17,AXISBANK,3,60,3,0,0.0,3.0,49.0,197.5
real_anchor,2026-07-17,AXISBANK,3,120,3,1,0.3333333333333333,3.0,93.0,318.0
real_anchor,2026-07-17,AXISBANK,3,250,3,2,0.6666666666666666,3.0,425.0,458.3
real_anchor,2026-07-17,AXISBANK,3,500,2,2,1.0,3.0,767.0,875.0
real_anchor,2026-07-17,AXISBANK,3,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,3,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,3,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,3,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,6,30,4,0,0.0,6.0,25.0,95.69999999999997
real_anchor,2026-07-17,AXISBANK,6,60,3,0,0.0,6.0,49.0,197.5
real_anchor,2026-07-17,AXISBANK,6,120,3,1,0.3333333333333333,6.0,93.0,318.0
real_anchor,2026-07-17,AXISBANK,6,250,3,2,0.6666666666666666,6.0,425.0,458.3
real_anchor,2026-07-17,AXISBANK,6,500,2,2,1.0,6.0,767.0,875.0
real_anchor,2026-07-17,AXISBANK,6,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,6,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,6,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,6,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,12,30,4,0,0.0,11.0,25.0,95.69999999999997
real_anchor,2026-07-17,AXISBANK,12,60,3,0,0.0,12.0,49.0,197.5
real_anchor,2026-07-17,AXISBANK,12,120,3,1,0.3333333333333333,12.0,93.0,318.0
real_anchor,2026-07-17,AXISBANK,12,250,3,2,0.6666666666666666,12.0,425.0,458.3
real_anchor,2026-07-17,AXISBANK,12,500,2,2,1.0,11.0,767.0,875.0
real_anchor,2026-07-17,AXISBANK,12,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,12,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,12,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,AXISBANK,12,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,3,30,6,0,0.0,2.5,21.0,114.25
real_anchor,2026-07-17,BAJAJ-AUTO,3,60,6,0,0.0,2.5,40.0,163.5
real_anchor,2026-07-17,BAJAJ-AUTO,3,120,6,0,0.0,2.5,82.0,205.25
real_anchor,2026-07-17,BAJAJ-AUTO,3,250,5,1,0.2,2.0,167.0,303.79999999999995
real_anchor,2026-07-17,BAJAJ-AUTO,3,500,4,4,1.0,2.0,326.0,469.79999999999995
real_anchor,2026-07-17,BAJAJ-AUTO,3,1000,2,2,1.0,11.5,735.0,809.7
real_anchor,2026-07-17,BAJAJ-AUTO,3,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,3,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,3,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,6,30,6,0,0.0,4.5,21.0,114.25
real_anchor,2026-07-17,BAJAJ-AUTO,6,60,6,0,0.0,4.5,40.0,163.5
real_anchor,2026-07-17,BAJAJ-AUTO,6,120,6,0,0.0,4.5,82.0,205.25
real_anchor,2026-07-17,BAJAJ-AUTO,6,250,5,1,0.2,5.0,167.0,303.79999999999995
real_anchor,2026-07-17,BAJAJ-AUTO,6,500,4,4,1.0,4.5,326.0,469.79999999999995
real_anchor,2026-07-17,BAJAJ-AUTO,6,1000,2,2,1.0,21.0,735.0,809.7
real_anchor,2026-07-17,BAJAJ-AUTO,6,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,6,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,6,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,12,30,6,0,0.0,8.5,21.0,114.25
real_anchor,2026-07-17,BAJAJ-AUTO,12,60,6,0,0.0,8.5,40.0,163.5
real_anchor,2026-07-17,BAJAJ-AUTO,12,120,6,0,0.0,8.5,82.0,205.25
real_anchor,2026-07-17,BAJAJ-AUTO,12,250,5,1,0.2,9.0,167.0,303.79999999999995
real_anchor,2026-07-17,BAJAJ-AUTO,12,500,4,4,1.0,8.5,326.0,469.79999999999995
real_anchor,2026-07-17,BAJAJ-AUTO,12,1000,2,2,1.0,36.5,735.0,809.7
real_anchor,2026-07-17,BAJAJ-AUTO,12,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,12,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BAJAJ-AUTO,12,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,3,30,2,0,0.0,9.0,95.5,159.85
real_anchor,2026-07-17,BANKBEES,3,60,2,1,0.5,9.0,184.0,307.3
real_anchor,2026-07-17,BANKBEES,3,120,2,1,0.5,9.0,352.0,576.1
real_anchor,2026-07-17,BANKBEES,3,250,1,1,1.0,16.0,961.0,961.0
real_anchor,2026-07-17,BANKBEES,3,500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,3,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,3,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,3,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,3,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,6,30,2,0,0.0,20.5,95.5,159.85
real_anchor,2026-07-17,BANKBEES,6,60,2,1,0.5,20.5,184.0,307.3
real_anchor,2026-07-17,BANKBEES,6,120,2,1,0.5,20.5,352.0,576.1
real_anchor,2026-07-17,BANKBEES,6,250,1,1,1.0,36.0,961.0,961.0
real_anchor,2026-07-17,BANKBEES,6,500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,6,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,6,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,6,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,6,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,12,30,2,0,0.0,40.5,95.5,159.85
real_anchor,2026-07-17,BANKBEES,12,60,2,1,0.5,40.5,184.0,307.3
real_anchor,2026-07-17,BANKBEES,12,120,2,1,0.5,40.5,352.0,576.1
real_anchor,2026-07-17,BANKBEES,12,250,1,1,1.0,72.0,961.0,961.0
real_anchor,2026-07-17,BANKBEES,12,500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,12,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,12,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,12,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BANKBEES,12,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,3,30,3,0,0.0,1.0,23.0,26.6
real_anchor,2026-07-17,BHARTIARTL,3,60,3,0,0.0,1.0,46.0,48.7
real_anchor,2026-07-17,BHARTIARTL,3,120,3,0,0.0,1.0,92.0,203.6
real_anchor,2026-07-17,BHARTIARTL,3,250,3,1,0.3333333333333333,1.0,193.0,645.6999999999999
real_anchor,2026-07-17,BHARTIARTL,3,500,2,2,1.0,2.0,621.5,847.85
real_anchor,2026-07-17,BHARTIARTL,3,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,3,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,3,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,3,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,6,30,3,0,0.0,3.0,23.0,26.6
real_anchor,2026-07-17,BHARTIARTL,6,60,3,0,0.0,3.0,46.0,48.7
real_anchor,2026-07-17,BHARTIARTL,6,120,3,0,0.0,3.0,92.0,203.6
real_anchor,2026-07-17,BHARTIARTL,6,250,3,1,0.3333333333333333,3.0,193.0,645.6999999999999
real_anchor,2026-07-17,BHARTIARTL,6,500,2,2,1.0,4.5,621.5,847.85
real_anchor,2026-07-17,BHARTIARTL,6,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,6,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,6,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,6,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,12,30,3,0,0.0,10.0,23.0,26.6
real_anchor,2026-07-17,BHARTIARTL,12,60,3,0,0.0,10.0,46.0,48.7
real_anchor,2026-07-17,BHARTIARTL,12,120,3,0,0.0,10.0,92.0,203.6
real_anchor,2026-07-17,BHARTIARTL,12,250,2,0,0.0,11.0,185.0,192.2
real_anchor,2026-07-17,BHARTIARTL,12,500,1,1,1.0,12.0,370.0,370.0
real_anchor,2026-07-17,BHARTIARTL,12,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,12,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,12,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BHARTIARTL,12,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,3,30,1,0,0.0,21.0,145.0,145.0
real_anchor,2026-07-17,BPCL,3,60,1,1,1.0,21.0,284.0,284.0
real_anchor,2026-07-17,BPCL,3,120,1,1,1.0,21.0,533.0,533.0
real_anchor,2026-07-17,BPCL,3,250,1,1,1.0,21.0,1034.0,1034.0
real_anchor,2026-07-17,BPCL,3,500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,3,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,3,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,3,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,3,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,6,30,1,0,0.0,37.0,145.0,145.0
real_anchor,2026-07-17,BPCL,6,60,1,1,1.0,37.0,284.0,284.0
real_anchor,2026-07-17,BPCL,6,120,1,1,1.0,37.0,533.0,533.0
real_anchor,2026-07-17,BPCL,6,250,1,1,1.0,37.0,1034.0,1034.0
real_anchor,2026-07-17,BPCL,6,500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,6,1000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,6,1500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,6,2500,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,6,5000,0,0,0.0,0.0,0.0,0.0
real_anchor,2026-07-17,BPCL,12,30,1,0,0.0,65.0,145.0,145.0
real_anchor,2026-07-17,BPCL,12,60,1,1,1.0,65.0,284.0,284.0
real_anchor,2026-07-17,BPCL,12,120,1,1,1.0,65.0,533.0,533.0
