scenario_id,panel,family_id,lookback_ticks,forward_ticks,min_forward_hold_ms,max_hold_ticks,max_spread_bps,imbalance_threshold,depth_change_threshold,cost_multiplier,order_notional_inr
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S8p0_I0p55_D0p1,synthetic,depth_pressure_reversal,360,3,250.0,2500,8.0,0.55,0.1,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S8p0_I0p55_D0p25,synthetic,depth_pressure_reversal,360,3,250.0,2500,8.0,0.55,0.25,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S8p0_I0p55_D0p4,synthetic,depth_pressure_reversal,360,3,250.0,2500,8.0,0.55,0.4,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p25_D0p1,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.25,0.1,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p25_D0p25,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.25,0.25,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p25_D0p4,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.25,0.4,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p4_D0p1,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.4,0.1,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p4_D0p25,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.4,0.25,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p4_D0p4,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.4,0.4,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p55_D0p1,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.55,0.1,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p55_D0p25,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.55,0.25,2.0,100000.0
P432_synthetic_depth_pressure_reversal_L360_F3_M2500_S12p0_I0p55_D0p4,synthetic,depth_pressure_reversal,360,3,250.0,2500,12.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p25_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p25_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p25_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p4_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p4_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p4_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p55_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p55_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S4p0_I0p55_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,4.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p25_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p25_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p25_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p4_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p4_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p4_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p55_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p55_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S8p0_I0p55_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,8.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p25_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p25_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p25_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p4_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p4_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p4_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p55_D0p1,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p55_D0p25,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L60_F3_M2500_S12p0_I0p55_D0p4,synthetic,spread_compression_breakout,60,3,250.0,2500,12.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p25_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p25_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p25_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p4_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p4_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p4_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p55_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p55_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S4p0_I0p55_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,4.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p25_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p25_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p25_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p4_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p4_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p4_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p55_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p55_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S8p0_I0p55_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,8.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p25_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p25_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p25_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p4_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p4_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p4_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p55_D0p1,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p55_D0p25,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L180_F3_M2500_S12p0_I0p55_D0p4,synthetic,spread_compression_breakout,180,3,250.0,2500,12.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p25_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p25_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p25_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p4_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p4_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p4_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p55_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p55_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S4p0_I0p55_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,4.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p25_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p25_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p25_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p4_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p4_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p4_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p55_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p55_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S8p0_I0p55_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,8.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p25_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p25_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p25_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p4_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p4_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p4_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p55_D0p1,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p55_D0p25,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_compression_breakout_L360_F3_M2500_S12p0_I0p55_D0p4,synthetic,spread_compression_breakout,360,3,250.0,2500,12.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p25_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p25_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p25_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p4_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p4_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p4_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p55_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p55_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S4p0_I0p55_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,4.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p25_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p25_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p25_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p4_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p4_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p4_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p55_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p55_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S8p0_I0p55_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,8.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p25_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p25_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p25_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p4_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p4_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p4_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p55_D0p1,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p55_D0p25,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L60_F3_M2500_S12p0_I0p55_D0p4,synthetic,spread_expansion_fade,60,3,250.0,2500,12.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p25_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p25_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p25_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p4_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p4_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p4_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p55_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p55_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S4p0_I0p55_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,4.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p25_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p25_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p25_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p4_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p4_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p4_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p55_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p55_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S8p0_I0p55_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,8.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p25_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p25_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p25_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p4_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p4_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p4_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p55_D0p1,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.55,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p55_D0p25,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.55,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L180_F3_M2500_S12p0_I0p55_D0p4,synthetic,spread_expansion_fade,180,3,250.0,2500,12.0,0.55,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p25_D0p1,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.25,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p25_D0p25,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.25,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p25_D0p4,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.25,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p4_D0p1,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.4,0.1,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p4_D0p25,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.4,0.25,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p4_D0p4,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.4,0.4,2.0,100000.0
P432_synthetic_spread_expansion_fade_L360_F3_M2500_S4p0_I0p55_D0p1,synthetic,spread_expansion_fade,360,3,250.0,2500,4.0,0.55,0.1,2.0,100000.0
