model_id,source_feature_id,feature_family,latency_profile_id,split_bucket,decision_events,decision_rate,dates_with_events,symbols_with_events,net_return_bps_after_cost_proxy_mean,net_edge_over_shuffled_time_bps_mean,net_positive_event_fraction,test_rows_used,promotion_allowed,selection_split
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,5681,0.020002464658556766,3,29,19.315416257536338,0.0004963860869846911,0.004928709734201725,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,8762,0.020002145859062716,3,31,17.95600786122019,4.562887947532864,0.0057064597123944304,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,8762,0.020002145859062716,3,31,15.44492346182117,-0.0037612187408955773,0.005021684546907099,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2841,0.010002992799676074,3,29,55.0854167388447,-0.0005207660956683819,0.010911650827173531,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,2841,0.010002992799676074,3,29,52.916889524228615,-0.0007727265368717379,0.009503695881731784,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,4381,0.010001072929531358,3,31,48.807542228237246,0.0007716133599102589,0.010043369093814198,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,4381,0.010001072929531358,3,31,46.38356147558537,4.566873886591588,0.008902077151335312,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,5681,0.020002464658556766,3,29,-45.28190751592569,-0.00027158421531511606,0.0024643548671008627,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,5681,0.020002464658556766,3,29,-47.55991247411091,0.004749395218155425,0.002288329519450801,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,8762,0.020002145859062716,3,31,-43.588587144853534,0.013474563969603386,0.0021684546907098836,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,8762,0.020002145859062716,3,31,-46.09967154425256,-0.008023838860666682,0.0018260671079662178,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2841,0.010002992799676074,3,29,-78.57505774011123,0.0024176554768343124,0.003871876099964801,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,2841,0.010002992799676074,3,29,-80.74358495472734,-6.578163826849282e-06,0.0035198873636043647,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,4381,0.010001072929531358,3,31,-74.31772228935948,-4.559658693059491,0.003423875827436658,0,0,train
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,4381,0.010001072929531358,3,31,-76.74170304201135,-4.565490135920961,0.002967359050445104,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,29,78.39807496912363,9.499233532250853,0.013763644992880873,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,29,76.22701148055538,0.01029049635323438,0.013289036544850499,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,3297,0.020005339611421914,3,31,72.21032581427083,0.004553143902592117,0.013345465574764938,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,3297,0.020005339611421914,3,31,69.74113274654492,-0.004636567302924958,0.011828935395814377,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,29,168.2683796385556,1.3806371184408778e-14,0.023719165085388995,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,29,165.94261125424686,8.628981990255486e-15,0.022770398481973434,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,31,157.04273922173235,-8.82469086013757e-15,0.023650697392359005,0,0,train
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,31,154.5253436612492,8.82469086013757e-15,0.021831412977562158,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,29,-101.8840247031207,-0.023571480621851344,0.004746084480303749,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,29,-104.05508819168894,-0.013331486749080497,0.0037968675842429997,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,3297,0.020005339611421914,3,31,-97.64566964932139,0.0020344212069811707,0.005156202608431908,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q980_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,3297,0.020005339611421914,3,31,-100.11486271704729,-0.011347663933424658,0.003639672429481347,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,29,-192.01641730245518,6.903185592204389e-15,0.007590132827324478,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q990_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,29,-194.34218568676386,-6.903185592204389e-15,0.006641366223908918,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,31,-182.53378434832894,8.82469086013757e-15,0.008489993935718617,0,0,train
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q990_S2p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,31,-185.0511799088121,1.764938172027514e-14,0.0066707095209217705,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
,,,,train,0,0.0,0,0,,,,0,0,train
