model_id,train_rows,feature_weights,feature_means,feature_stds,score_threshold,selection_split,validation_used_for_fit,extension_used_for_fit,test_used_for_fit
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q990_S1p5,284015,prior_market_active_symbol_count:0.00209652;prior_market_median_spread_bps:-0.05254914;prior_market_median_top5_imbalance:0.01432658;prior_market_receive_event_count_sum:0.00020214;prior_market_cross_symbol_arrival_share:0.00740456;market_stress_x_liquidity:0.00011706;lagged_market_imbalance_x_local_top5:-0.01068596,"{""lagged_market_imbalance_x_local_top5"": 0.011340886731737922, ""market_stress_x_liquidity"": 97.01940144802889, ""prior_market_active_symbol_count"": 23.77214935830854, ""prior_market_cross_symbol_arrival_share"": 0.7002872333368733, ""prior_market_median_spread_bps"": 1.7682317134166416, ""prior_market_median_top5_imbalance"": -0.038345585580754446, ""prior_market_receive_event_count_sum"": 147.83220956639613}","{""lagged_market_imbalance_x_local_top5"": 0.07181262718303265, ""market_stress_x_liquidity"": 272.5073226351691, ""prior_market_active_symbol_count"": 6.821435281660504, ""prior_market_cross_symbol_arrival_share"": 0.18675997890985435, ""prior_market_median_spread_bps"": 0.5119699212496005, ""prior_market_median_top5_imbalance"": 0.14565351906584628, ""prior_market_receive_event_count_sum"": 352.6185192206204}",0.1553401333113526,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q990_S2p5,438053,prior_market_active_symbol_count:0.00064945;prior_market_median_spread_bps:-0.04736094;prior_market_median_top5_imbalance:0.01491886;prior_market_receive_event_count_sum:-0.00005003;prior_market_cross_symbol_arrival_share:0.00700377;market_stress_x_liquidity:-0.00056717;lagged_market_imbalance_x_local_top5:-0.01159222,"{""lagged_market_imbalance_x_local_top5"": 0.010321314189473895, ""market_stress_x_liquidity"": 125.73788034382765, ""prior_market_active_symbol_count"": 23.72269565554853, ""prior_market_cross_symbol_arrival_share"": 0.6984057594876347, ""prior_market_median_spread_bps"": 1.8117092233587337, ""prior_market_median_top5_imbalance"": -0.039319766903139416, ""prior_market_receive_event_count_sum"": 147.50680168838016}","{""lagged_market_imbalance_x_local_top5"": 0.0710133202170223, ""market_stress_x_liquidity"": 363.992724392504, ""prior_market_active_symbol_count"": 6.864740352184829, ""prior_market_cross_symbol_arrival_share"": 0.18786720581980343, ""prior_market_median_spread_bps"": 0.5151879765173413, ""prior_market_median_top5_imbalance"": 0.14592832699516828, ""prior_market_receive_event_count_sum"": 351.64744473729786}",0.14265647147050908,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q980_S1p5,105327,prior_market_active_symbol_count:0.00948253;prior_market_median_spread_bps:-0.07856385;prior_market_median_top5_imbalance:0.02196841;prior_market_receive_event_count_sum:0.00246258;prior_market_cross_symbol_arrival_share:0.00948479;market_stress_x_liquidity:0.00224201;lagged_market_imbalance_x_local_top5:-0.01672539,"{""lagged_market_imbalance_x_local_top5"": 0.009816065300512494, ""market_stress_x_liquidity"": 22.053958831429284, ""prior_market_active_symbol_count"": 19.089777549915976, ""prior_market_cross_symbol_arrival_share"": 0.5957121032376914, ""prior_market_median_spread_bps"": 1.7836454588421469, ""prior_market_median_top5_imbalance"": -0.04382745692843949, ""prior_market_receive_event_count_sum"": 34.768245559068426}","{""lagged_market_imbalance_x_local_top5"": 0.08364323171051297, ""market_stress_x_liquidity"": 59.040710714664385, ""prior_market_active_symbol_count"": 6.968542753434852, ""prior_market_cross_symbol_arrival_share"": 0.21663931705602577, ""prior_market_median_spread_bps"": 0.5886916484527608, ""prior_market_median_top5_imbalance"": 0.17211524494478958, ""prior_market_receive_event_count_sum"": 79.92681166074138}",0.21844129612181185,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q980_S2p5,164806,prior_market_active_symbol_count:0.00893647;prior_market_median_spread_bps:-0.07147336;prior_market_median_top5_imbalance:0.02111163;prior_market_receive_event_count_sum:0.00229469;prior_market_cross_symbol_arrival_share:0.00903265;market_stress_x_liquidity:0.00143323;lagged_market_imbalance_x_local_top5:-0.01652273,"{""lagged_market_imbalance_x_local_top5"": 0.008721850771663639, ""market_stress_x_liquidity"": 28.591049541657217, ""prior_market_active_symbol_count"": 19.041036127325462, ""prior_market_cross_symbol_arrival_share"": 0.5942255765523043, ""prior_market_median_spread_bps"": 1.8219996226388577, ""prior_market_median_top5_imbalance"": -0.04421027142496332, ""prior_market_receive_event_count_sum"": 34.58730871448855}","{""lagged_market_imbalance_x_local_top5"": 0.08253803014151108, ""market_stress_x_liquidity"": 76.16929573696225, ""prior_market_active_symbol_count"": 6.968292495570001, ""prior_market_cross_symbol_arrival_share"": 0.21666939079090755, ""prior_market_median_spread_bps"": 0.5911800085070464, ""prior_market_median_top5_imbalance"": 0.17206930785163238, ""prior_market_receive_event_count_sum"": 79.14736498837566}",0.19909579566946434,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q990_S1p5,105327,prior_market_active_symbol_count:0.00948253;prior_market_median_spread_bps:-0.07856385;prior_market_median_top5_imbalance:0.02196841;prior_market_receive_event_count_sum:0.00246258;prior_market_cross_symbol_arrival_share:0.00948479;market_stress_x_liquidity:0.00224201;lagged_market_imbalance_x_local_top5:-0.01672539,"{""lagged_market_imbalance_x_local_top5"": 0.009816065300512494, ""market_stress_x_liquidity"": 22.053958831429284, ""prior_market_active_symbol_count"": 19.089777549915976, ""prior_market_cross_symbol_arrival_share"": 0.5957121032376914, ""prior_market_median_spread_bps"": 1.7836454588421469, ""prior_market_median_top5_imbalance"": -0.04382745692843949, ""prior_market_receive_event_count_sum"": 34.768245559068426}","{""lagged_market_imbalance_x_local_top5"": 0.08364323171051297, ""market_stress_x_liquidity"": 59.040710714664385, ""prior_market_active_symbol_count"": 6.968542753434852, ""prior_market_cross_symbol_arrival_share"": 0.21663931705602577, ""prior_market_median_spread_bps"": 0.5886916484527608, ""prior_market_median_top5_imbalance"": 0.17211524494478958, ""prior_market_receive_event_count_sum"": 79.92681166074138}",0.26169322551857854,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q990_S2p5,164806,prior_market_active_symbol_count:0.00893647;prior_market_median_spread_bps:-0.07147336;prior_market_median_top5_imbalance:0.02111163;prior_market_receive_event_count_sum:0.00229469;prior_market_cross_symbol_arrival_share:0.00903265;market_stress_x_liquidity:0.00143323;lagged_market_imbalance_x_local_top5:-0.01652273,"{""lagged_market_imbalance_x_local_top5"": 0.008721850771663639, ""market_stress_x_liquidity"": 28.591049541657217, ""prior_market_active_symbol_count"": 19.041036127325462, ""prior_market_cross_symbol_arrival_share"": 0.5942255765523043, ""prior_market_median_spread_bps"": 1.8219996226388577, ""prior_market_median_top5_imbalance"": -0.04421027142496332, ""prior_market_receive_event_count_sum"": 34.58730871448855}","{""lagged_market_imbalance_x_local_top5"": 0.08253803014151108, ""market_stress_x_liquidity"": 76.16929573696225, ""prior_market_active_symbol_count"": 6.968292495570001, ""prior_market_cross_symbol_arrival_share"": 0.21666939079090755, ""prior_market_median_spread_bps"": 0.5911800085070464, ""prior_market_median_top5_imbalance"": 0.17206930785163238, ""prior_market_receive_event_count_sum"": 79.14736498837566}",0.23755879992936035,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q980_S1p5,105327,prior_market_active_symbol_count:0.00948253;prior_market_median_spread_bps:-0.07856385;prior_market_median_top5_imbalance:0.02196841;prior_market_receive_event_count_sum:0.00246258;prior_market_cross_symbol_arrival_share:0.00948479;market_stress_x_liquidity:0.00224201;lagged_market_imbalance_x_local_top5:-0.01672539,"{""lagged_market_imbalance_x_local_top5"": 0.009816065300512494, ""market_stress_x_liquidity"": 22.053958831429284, ""prior_market_active_symbol_count"": 19.089777549915976, ""prior_market_cross_symbol_arrival_share"": 0.5957121032376914, ""prior_market_median_spread_bps"": 1.7836454588421469, ""prior_market_median_top5_imbalance"": -0.04382745692843949, ""prior_market_receive_event_count_sum"": 34.768245559068426}","{""lagged_market_imbalance_x_local_top5"": 0.08364323171051297, ""market_stress_x_liquidity"": 59.040710714664385, ""prior_market_active_symbol_count"": 6.968542753434852, ""prior_market_cross_symbol_arrival_share"": 0.21663931705602577, ""prior_market_median_spread_bps"": 0.5886916484527608, ""prior_market_median_top5_imbalance"": 0.17211524494478958, ""prior_market_receive_event_count_sum"": 79.92681166074138}",0.21844129612181185,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q980_S2p5,164806,prior_market_active_symbol_count:0.00893647;prior_market_median_spread_bps:-0.07147336;prior_market_median_top5_imbalance:0.02111163;prior_market_receive_event_count_sum:0.00229469;prior_market_cross_symbol_arrival_share:0.00903265;market_stress_x_liquidity:0.00143323;lagged_market_imbalance_x_local_top5:-0.01652273,"{""lagged_market_imbalance_x_local_top5"": 0.008721850771663639, ""market_stress_x_liquidity"": 28.591049541657217, ""prior_market_active_symbol_count"": 19.041036127325462, ""prior_market_cross_symbol_arrival_share"": 0.5942255765523043, ""prior_market_median_spread_bps"": 1.8219996226388577, ""prior_market_median_top5_imbalance"": -0.04421027142496332, ""prior_market_receive_event_count_sum"": 34.58730871448855}","{""lagged_market_imbalance_x_local_top5"": 0.08253803014151108, ""market_stress_x_liquidity"": 76.16929573696225, ""prior_market_active_symbol_count"": 6.968292495570001, ""prior_market_cross_symbol_arrival_share"": 0.21666939079090755, ""prior_market_median_spread_bps"": 0.5911800085070464, ""prior_market_median_top5_imbalance"": 0.17206930785163238, ""prior_market_receive_event_count_sum"": 79.14736498837566}",0.19909579566946434,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q990_S1p5,105327,prior_market_active_symbol_count:0.00948253;prior_market_median_spread_bps:-0.07856385;prior_market_median_top5_imbalance:0.02196841;prior_market_receive_event_count_sum:0.00246258;prior_market_cross_symbol_arrival_share:0.00948479;market_stress_x_liquidity:0.00224201;lagged_market_imbalance_x_local_top5:-0.01672539,"{""lagged_market_imbalance_x_local_top5"": 0.009816065300512494, ""market_stress_x_liquidity"": 22.053958831429284, ""prior_market_active_symbol_count"": 19.089777549915976, ""prior_market_cross_symbol_arrival_share"": 0.5957121032376914, ""prior_market_median_spread_bps"": 1.7836454588421469, ""prior_market_median_top5_imbalance"": -0.04382745692843949, ""prior_market_receive_event_count_sum"": 34.768245559068426}","{""lagged_market_imbalance_x_local_top5"": 0.08364323171051297, ""market_stress_x_liquidity"": 59.040710714664385, ""prior_market_active_symbol_count"": 6.968542753434852, ""prior_market_cross_symbol_arrival_share"": 0.21663931705602577, ""prior_market_median_spread_bps"": 0.5886916484527608, ""prior_market_median_top5_imbalance"": 0.17211524494478958, ""prior_market_receive_event_count_sum"": 79.92681166074138}",0.26169322551857854,train,0,0,0
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q990_S2p5,164806,prior_market_active_symbol_count:0.00893647;prior_market_median_spread_bps:-0.07147336;prior_market_median_top5_imbalance:0.02111163;prior_market_receive_event_count_sum:0.00229469;prior_market_cross_symbol_arrival_share:0.00903265;market_stress_x_liquidity:0.00143323;lagged_market_imbalance_x_local_top5:-0.01652273,"{""lagged_market_imbalance_x_local_top5"": 0.008721850771663639, ""market_stress_x_liquidity"": 28.591049541657217, ""prior_market_active_symbol_count"": 19.041036127325462, ""prior_market_cross_symbol_arrival_share"": 0.5942255765523043, ""prior_market_median_spread_bps"": 1.8219996226388577, ""prior_market_median_top5_imbalance"": -0.04421027142496332, ""prior_market_receive_event_count_sum"": 34.58730871448855}","{""lagged_market_imbalance_x_local_top5"": 0.08253803014151108, ""market_stress_x_liquidity"": 76.16929573696225, ""prior_market_active_symbol_count"": 6.968292495570001, ""prior_market_cross_symbol_arrival_share"": 0.21666939079090755, ""prior_market_median_spread_bps"": 0.5911800085070464, ""prior_market_median_top5_imbalance"": 0.17206930785163238, ""prior_market_receive_event_count_sum"": 79.14736498837566}",0.23755879992936035,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q980_S1p5,284015,asset_class_proxy_etf:-0.00252099;relative_spread_to_symbol_train_median:0.00097161;prior_market_median_spread_bps:-0.05254914,"{""asset_class_proxy_etf"": 0.10795908666795768, ""prior_market_median_spread_bps"": 1.7682317134166416, ""relative_spread_to_symbol_train_median"": 0.6633247704519757}","{""asset_class_proxy_etf"": 0.31032873259461186, ""prior_market_median_spread_bps"": 0.5119699212496005, ""relative_spread_to_symbol_train_median"": 0.3868100818898956}",0.11568239424249868,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q980_S2p5,438053,asset_class_proxy_etf:-0.00229970;relative_spread_to_symbol_train_median:-0.00053132;prior_market_median_spread_bps:-0.04736094,"{""asset_class_proxy_etf"": 0.11236768153625246, ""prior_market_median_spread_bps"": 1.8117092233587337, ""relative_spread_to_symbol_train_median"": 0.8623348489504444}","{""asset_class_proxy_etf"": 0.31581827952545716, ""prior_market_median_spread_bps"": 0.5151879765173413, ""relative_spread_to_symbol_train_median"": 0.5643001752178495}",0.10366428772088478,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q990_S1p5,284015,asset_class_proxy_etf:-0.00252099;relative_spread_to_symbol_train_median:0.00097161;prior_market_median_spread_bps:-0.05254914,"{""asset_class_proxy_etf"": 0.10795908666795768, ""prior_market_median_spread_bps"": 1.7682317134166416, ""relative_spread_to_symbol_train_median"": 0.6633247704519757}","{""asset_class_proxy_etf"": 0.31032873259461186, ""prior_market_median_spread_bps"": 0.5119699212496005, ""relative_spread_to_symbol_train_median"": 0.3868100818898956}",0.13706585991772494,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q990_S2p5,438053,asset_class_proxy_etf:-0.00229970;relative_spread_to_symbol_train_median:-0.00053132;prior_market_median_spread_bps:-0.04736094,"{""asset_class_proxy_etf"": 0.11236768153625246, ""prior_market_median_spread_bps"": 1.8117092233587337, ""relative_spread_to_symbol_train_median"": 0.8623348489504444}","{""asset_class_proxy_etf"": 0.31581827952545716, ""prior_market_median_spread_bps"": 0.5151879765173413, ""relative_spread_to_symbol_train_median"": 0.5643001752178495}",0.12599885981324205,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q980_S1p5,284015,asset_class_proxy_etf:-0.00252099;relative_spread_to_symbol_train_median:0.00097161;prior_market_median_spread_bps:-0.05254914,"{""asset_class_proxy_etf"": 0.10795908666795768, ""prior_market_median_spread_bps"": 1.7682317134166416, ""relative_spread_to_symbol_train_median"": 0.6633247704519757}","{""asset_class_proxy_etf"": 0.31032873259461186, ""prior_market_median_spread_bps"": 0.5119699212496005, ""relative_spread_to_symbol_train_median"": 0.3868100818898956}",0.11568239424249868,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q980_S2p5,438053,asset_class_proxy_etf:-0.00229970;relative_spread_to_symbol_train_median:-0.00053132;prior_market_median_spread_bps:-0.04736094,"{""asset_class_proxy_etf"": 0.11236768153625246, ""prior_market_median_spread_bps"": 1.8117092233587337, ""relative_spread_to_symbol_train_median"": 0.8623348489504444}","{""asset_class_proxy_etf"": 0.31581827952545716, ""prior_market_median_spread_bps"": 0.5151879765173413, ""relative_spread_to_symbol_train_median"": 0.5643001752178495}",0.10366428772088478,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q990_S1p5,284015,asset_class_proxy_etf:-0.00252099;relative_spread_to_symbol_train_median:0.00097161;prior_market_median_spread_bps:-0.05254914,"{""asset_class_proxy_etf"": 0.10795908666795768, ""prior_market_median_spread_bps"": 1.7682317134166416, ""relative_spread_to_symbol_train_median"": 0.6633247704519757}","{""asset_class_proxy_etf"": 0.31032873259461186, ""prior_market_median_spread_bps"": 0.5119699212496005, ""relative_spread_to_symbol_train_median"": 0.3868100818898956}",0.13706585991772494,train,0,0,0
P198_ASSET_CLASS_PROXY_H1_INVERSE_Q990_S2p5,438053,asset_class_proxy_etf:-0.00229970;relative_spread_to_symbol_train_median:-0.00053132;prior_market_median_spread_bps:-0.04736094,"{""asset_class_proxy_etf"": 0.11236768153625246, ""prior_market_median_spread_bps"": 1.8117092233587337, ""relative_spread_to_symbol_train_median"": 0.8623348489504444}","{""asset_class_proxy_etf"": 0.31581827952545716, ""prior_market_median_spread_bps"": 0.5151879765173413, ""relative_spread_to_symbol_train_median"": 0.5643001752178495}",0.12599885981324205,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q980_S1p5,105327,asset_class_proxy_etf:-0.00394109;relative_spread_to_symbol_train_median:0.00065795;prior_market_median_spread_bps:-0.07856385,"{""asset_class_proxy_etf"": 0.11158582319823028, ""prior_market_median_spread_bps"": 1.7836454588421469, ""relative_spread_to_symbol_train_median"": 0.63718758758837}","{""asset_class_proxy_etf"": 0.3148562009225856, ""prior_market_median_spread_bps"": 0.5886916484527608, ""relative_spread_to_symbol_train_median"": 0.37266950727125125}",0.1848113812774908,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q980_S2p5,164806,asset_class_proxy_etf:-0.00370179;relative_spread_to_symbol_train_median:-0.00172285;prior_market_median_spread_bps:-0.07147336,"{""asset_class_proxy_etf"": 0.11347887819618217, ""prior_market_median_spread_bps"": 1.8219996226388577, ""relative_spread_to_symbol_train_median"": 0.8327818961953863}","{""asset_class_proxy_etf"": 0.3171772728294356, ""prior_market_median_spread_bps"": 0.5911800085070464, ""relative_spread_to_symbol_train_median"": 0.5421145289536413}",0.168374784925198,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q990_S1p5,105327,asset_class_proxy_etf:-0.00394109;relative_spread_to_symbol_train_median:0.00065795;prior_market_median_spread_bps:-0.07856385,"{""asset_class_proxy_etf"": 0.11158582319823028, ""prior_market_median_spread_bps"": 1.7836454588421469, ""relative_spread_to_symbol_train_median"": 0.63718758758837}","{""asset_class_proxy_etf"": 0.3148562009225856, ""prior_market_median_spread_bps"": 0.5886916484527608, ""relative_spread_to_symbol_train_median"": 0.37266950727125125}",0.2243226033967842,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_SIGNED_Q990_S2p5,164806,asset_class_proxy_etf:-0.00370179;relative_spread_to_symbol_train_median:-0.00172285;prior_market_median_spread_bps:-0.07147336,"{""asset_class_proxy_etf"": 0.11347887819618217, ""prior_market_median_spread_bps"": 1.8219996226388577, ""relative_spread_to_symbol_train_median"": 0.8327818961953863}","{""asset_class_proxy_etf"": 0.3171772728294356, ""prior_market_median_spread_bps"": 0.5911800085070464, ""relative_spread_to_symbol_train_median"": 0.5421145289536413}",0.2040042322089879,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q980_S1p5,105327,asset_class_proxy_etf:-0.00394109;relative_spread_to_symbol_train_median:0.00065795;prior_market_median_spread_bps:-0.07856385,"{""asset_class_proxy_etf"": 0.11158582319823028, ""prior_market_median_spread_bps"": 1.7836454588421469, ""relative_spread_to_symbol_train_median"": 0.63718758758837}","{""asset_class_proxy_etf"": 0.3148562009225856, ""prior_market_median_spread_bps"": 0.5886916484527608, ""relative_spread_to_symbol_train_median"": 0.37266950727125125}",0.1848113812774908,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q980_S2p5,164806,asset_class_proxy_etf:-0.00370179;relative_spread_to_symbol_train_median:-0.00172285;prior_market_median_spread_bps:-0.07147336,"{""asset_class_proxy_etf"": 0.11347887819618217, ""prior_market_median_spread_bps"": 1.8219996226388577, ""relative_spread_to_symbol_train_median"": 0.8327818961953863}","{""asset_class_proxy_etf"": 0.3171772728294356, ""prior_market_median_spread_bps"": 0.5911800085070464, ""relative_spread_to_symbol_train_median"": 0.5421145289536413}",0.168374784925198,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q990_S1p5,105327,asset_class_proxy_etf:-0.00394109;relative_spread_to_symbol_train_median:0.00065795;prior_market_median_spread_bps:-0.07856385,"{""asset_class_proxy_etf"": 0.11158582319823028, ""prior_market_median_spread_bps"": 1.7836454588421469, ""relative_spread_to_symbol_train_median"": 0.63718758758837}","{""asset_class_proxy_etf"": 0.3148562009225856, ""prior_market_median_spread_bps"": 0.5886916484527608, ""relative_spread_to_symbol_train_median"": 0.37266950727125125}",0.2243226033967842,train,0,0,0
P198_ASSET_CLASS_PROXY_H5_INVERSE_Q990_S2p5,164806,asset_class_proxy_etf:-0.00370179;relative_spread_to_symbol_train_median:-0.00172285;prior_market_median_spread_bps:-0.07147336,"{""asset_class_proxy_etf"": 0.11347887819618217, ""prior_market_median_spread_bps"": 1.8219996226388577, ""relative_spread_to_symbol_train_median"": 0.8327818961953863}","{""asset_class_proxy_etf"": 0.3171772728294356, ""prior_market_median_spread_bps"": 0.5911800085070464, ""relative_spread_to_symbol_train_median"": 0.5421145289536413}",0.2040042322089879,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_SIGNED_Q980_S1p5,284015,spread_bps:-0.00028920;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;relative_spread_to_symbol_train_median:0.00097161,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.6633247704519757, ""spread_bps"": 0.8445413384722136, ""stale_quote_log_ms"": 3.962635113699344}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.3868100818898956, ""spread_bps"": 0.3208398335719912, ""stale_quote_log_ms"": 3.409148561219445}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_SIGNED_Q980_S2p5,438053,spread_bps:0.00039357;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;relative_spread_to_symbol_train_median:-0.00053132,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.8623348489504444, ""spread_bps"": 1.2223027341630839, ""stale_quote_log_ms"": 3.9297770662093567}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.5643001752178495, ""spread_bps"": 0.5983895595987211, ""stale_quote_log_ms"": 3.42690686683992}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_SIGNED_Q990_S1p5,284015,spread_bps:-0.00028920;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;relative_spread_to_symbol_train_median:0.00097161,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.6633247704519757, ""spread_bps"": 0.8445413384722136, ""stale_quote_log_ms"": 3.962635113699344}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.3868100818898956, ""spread_bps"": 0.3208398335719912, ""stale_quote_log_ms"": 3.409148561219445}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_SIGNED_Q990_S2p5,438053,spread_bps:0.00039357;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;relative_spread_to_symbol_train_median:-0.00053132,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.8623348489504444, ""spread_bps"": 1.2223027341630839, ""stale_quote_log_ms"": 3.9297770662093567}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.5643001752178495, ""spread_bps"": 0.5983895595987211, ""stale_quote_log_ms"": 3.42690686683992}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_INVERSE_Q980_S1p5,284015,spread_bps:-0.00028920;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;relative_spread_to_symbol_train_median:0.00097161,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.6633247704519757, ""spread_bps"": 0.8445413384722136, ""stale_quote_log_ms"": 3.962635113699344}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.3868100818898956, ""spread_bps"": 0.3208398335719912, ""stale_quote_log_ms"": 3.409148561219445}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_INVERSE_Q980_S2p5,438053,spread_bps:0.00039357;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;relative_spread_to_symbol_train_median:-0.00053132,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.8623348489504444, ""spread_bps"": 1.2223027341630839, ""stale_quote_log_ms"": 3.9297770662093567}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.5643001752178495, ""spread_bps"": 0.5983895595987211, ""stale_quote_log_ms"": 3.42690686683992}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_INVERSE_Q990_S1p5,284015,spread_bps:-0.00028920;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;relative_spread_to_symbol_train_median:0.00097161,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.6633247704519757, ""spread_bps"": 0.8445413384722136, ""stale_quote_log_ms"": 3.962635113699344}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.3868100818898956, ""spread_bps"": 0.3208398335719912, ""stale_quote_log_ms"": 3.409148561219445}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H1_INVERSE_Q990_S2p5,438053,spread_bps:0.00039357;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;relative_spread_to_symbol_train_median:-0.00053132,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.8623348489504444, ""spread_bps"": 1.2223027341630839, ""stale_quote_log_ms"": 3.9297770662093567}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.5643001752178495, ""spread_bps"": 0.5983895595987211, ""stale_quote_log_ms"": 3.42690686683992}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H5_SIGNED_Q980_S1p5,105327,spread_bps:-0.00034811;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.01588015;relative_spread_to_symbol_train_median:0.00065795,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.63718758758837, ""spread_bps"": 0.8475816873102947, ""stale_quote_log_ms"": 6.102993882194817}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.37266950727125125, ""spread_bps"": 0.32242679254087453, ""stale_quote_log_ms"": 3.1062603178000328}",,train,0,0,0
P198_MICROSTRUCTURE_TRANSFORMS_H5_SIGNED_Q980_S2p5,164806,spread_bps:0.00078091;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.01143002;relative_spread_to_symbol_train_median:-0.00172285,"{""depth_refresh_log"": NaN, ""quote_churn_log"": NaN, ""relative_spread_to_symbol_train_median"": 0.8327818961953863, ""spread_bps"": 1.23149054824982, ""stale_quote_log_ms"": 6.0711226315445455}","{""depth_refresh_log"": 1.0, ""quote_churn_log"": 1.0, ""relative_spread_to_symbol_train_median"": 0.5421145289536413, ""spread_bps"": 0.5963940640476081, ""stale_quote_log_ms"": 3.1340708373885025}",,train,0,0,0
