rule_id,feature_family,feature,side_mode,horizon_events,abs_quantile,spread_quantile,depth_quantile,abs_threshold,spread_bps_max,depth_notional_min,train_trades,train_net_pnl_inr,train_precision_cost_clear,train_mean_net_return,test_trades,test_net_pnl_inr,test_gross_pnl_proxy_inr,test_cost_pnl_drag_proxy_inr,test_precision_cost_clear,test_mean_net_return,test_positive_symbol_rows,test_symbols,test_positive_after_costs,test_positive_symbol_fraction,phase56_candidate,has_test_trades
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP00_H20,contrarian,one_tick_return,opposite,20,0.9,0.75,0.0,2.0125241688484508e-05,2.924119109118378,116846.19999999998,36612,-4755813.049493052,0.024582104228121928,-0.0012989765785788954,15171,-1967229.5931739733,0.0,1967229.5931739733,0.01964273943708391,-0.001296703970189159,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP00_H50,contrarian,one_tick_return,opposite,50,0.9,0.75,0.0,2.0125241688484508e-05,2.924119109118378,116846.19999999998,36612,-4755813.049493051,0.061455260570304815,-0.0012989765785788952,15111,-1959449.4339966448,0.0,1959449.4339966453,0.04850770961551188,-0.0012967040129684632,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP00_H100,contrarian,one_tick_return,opposite,100,0.9,0.75,0.0,2.0125241688484508e-05,2.924119109118378,116846.19999999998,36612,-4756801.95881611,0.11455260570304818,-0.0012992466838239129,15012,-1945843.0157399853,768.2436907902157,1946611.2594307757,0.08746336264321876,-0.0012961917237809654,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP50_H20,contrarian,one_tick_return,opposite,20,0.9,0.75,0.5,2.0125241688484508e-05,2.924119109118378,620123.6,21493,-2808305.407157035,0.020937049271855954,-0.0013066139706681408,8996,-1173324.7680658472,0.0,1173324.7680658472,0.014450867052023121,-0.0013042738640127248,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP50_H50,contrarian,one_tick_return,opposite,50,0.9,0.75,0.5,2.0125241688484508e-05,2.924119109118378,620123.6,21493,-2808305.407157035,0.052342623179639884,-0.0013066139706681408,8966,-1169407.3307788458,0.0,1169407.330778846,0.036248048182020966,-0.0013042687160147734,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP50_H100,contrarian,one_tick_return,opposite,100,0.9,0.75,0.5,2.0125241688484508e-05,2.924119109118378,620123.6,21493,-2808305.407157035,0.10468524635927977,-0.0013066139706681408,8916,-1162878.2686338439,0.0,1162878.2686338439,0.07290264692687304,-0.0013042600590330237,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP75_H20,contrarian,one_tick_return,opposite,20,0.9,0.75,0.75,2.0125241688484508e-05,2.924119109118378,847033.05,21153,-2766753.17598383,0.021273578215855907,-0.0013079720020724387,8924,-1165013.8774044944,0.0,1165013.8774044944,0.014567458538771852,-0.0013054839504756772,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP75_H50,contrarian,one_tick_return,opposite,50,0.9,0.75,0.75,2.0125241688484508e-05,2.924119109118378,847033.05,21153,-2766753.175983829,0.05318394553963977,-0.0013079720020724385,8894,-1161096.4401174928,0.0,1161096.440117493,0.03654148864402968,-0.0013054828424977434,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP75_DP75_H100,contrarian,one_tick_return,opposite,100,0.9,0.75,0.75,2.0125241688484508e-05,2.924119109118378,847033.05,21153,-2766753.17598383,0.10636789107927953,-0.0013079720020724387,8844,-1154567.3779724909,0.0,1154567.3779724909,0.07349615558570782,-0.0013054809791638294,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP50_DP00_H20,contrarian,one_tick_return,opposite,20,0.95,0.5,0.0,2.2937780895349036e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP50_DP00_H50,contrarian,one_tick_return,opposite,50,0.95,0.5,0.0,2.2937780895349036e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP50_DP00_H100,contrarian,one_tick_return,opposite,100,0.95,0.5,0.0,2.2937780895349036e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP50_DP50_H20,contrarian,one_tick_return,opposite,20,0.95,0.5,0.5,2.2937780895349036e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP50_DP50_H50,contrarian,one_tick_return,opposite,50,0.95,0.5,0.5,2.2937780895349036e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP50_DP50_H100,contrarian,one_tick_return,opposite,100,0.95,0.5,0.5,2.2937780895349036e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP00_H20,contrarian,one_tick_return,opposite,20,0.95,0.75,0.0,2.2937780895349036e-05,2.924119109118378,116846.19999999998,1341,-165462.05911451578,0.08277404921700224,-0.0012338706869091409,312,-37869.63063126394,277.5202385458253,38147.15086980977,0.04487179487179487,-0.0012137702125405109,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP00_H50,contrarian,one_tick_return,opposite,50,0.95,0.75,0.0,2.2937780895349036e-05,2.924119109118378,116846.19999999998,1341,-165462.05911451578,0.08277404921700224,-0.0012338706869091409,312,-37869.63063126394,277.5202385458253,38147.15086980977,0.04487179487179487,-0.0012137702125405109,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP00_H100,contrarian,one_tick_return,opposite,100,0.95,0.75,0.0,2.2937780895349036e-05,2.924119109118378,116846.19999999998,1341,-165462.05911451578,0.08277404921700224,-0.0012338706869091409,312,-37869.63063126394,277.5202385458253,38147.15086980977,0.04487179487179487,-0.0012137702125405109,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP50_H20,contrarian,one_tick_return,opposite,20,0.95,0.75,0.5,2.2937780895349036e-05,2.924119109118378,620123.6,1082,-135188.21551650492,0.10258780036968576,-0.001249428978895609,201,-24908.52963687847,277.5202385458253,25186.049875424294,0.06965174129353234,-0.0012392303301929587,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP50_H50,contrarian,one_tick_return,opposite,50,0.95,0.75,0.5,2.2937780895349036e-05,2.924119109118378,620123.6,1082,-135188.21551650492,0.10258780036968576,-0.001249428978895609,201,-24908.52963687847,277.5202385458253,25186.049875424294,0.06965174129353234,-0.0012392303301929587,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP50_H100,contrarian,one_tick_return,opposite,100,0.95,0.75,0.5,2.2937780895349036e-05,2.924119109118378,620123.6,1082,-135188.21551650492,0.10258780036968576,-0.001249428978895609,201,-24908.52963687847,277.5202385458253,25186.049875424294,0.06965174129353234,-0.0012392303301929587,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP75_H20,contrarian,one_tick_return,opposite,20,0.95,0.75,0.75,2.2937780895349036e-05,2.924119109118378,847033.05,910,-115290.45396912826,0.12197802197802197,-0.0012669280655948159,129,-16597.63897552523,277.5202385458253,16875.159214071056,0.10852713178294573,-0.0012866386802732738,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP75_H50,contrarian,one_tick_return,opposite,50,0.95,0.75,0.75,2.2937780895349036e-05,2.924119109118378,847033.05,910,-115290.45396912826,0.12197802197802197,-0.0012669280655948159,129,-16597.63897552523,277.5202385458253,16875.159214071056,0.10852713178294573,-0.0012866386802732738,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q950_SP75_DP75_H100,contrarian,one_tick_return,opposite,100,0.95,0.75,0.75,2.2937780895349036e-05,2.924119109118378,847033.05,910,-115290.45396912826,0.12197802197802197,-0.0012669280655948159,129,-16597.63897552523,277.5202385458253,16875.159214071056,0.10852713178294573,-0.0012866386802732738,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP50_DP00_H20,contrarian,one_tick_return,opposite,20,0.975,0.5,0.0,2.571169476650592e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP50_DP00_H50,contrarian,one_tick_return,opposite,50,0.975,0.5,0.0,2.571169476650592e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP50_DP00_H100,contrarian,one_tick_return,opposite,100,0.975,0.5,0.0,2.571169476650592e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP50_DP50_H20,contrarian,one_tick_return,opposite,20,0.975,0.5,0.5,2.571169476650592e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP50_DP50_H50,contrarian,one_tick_return,opposite,50,0.975,0.5,0.5,2.571169476650592e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP50_DP50_H100,contrarian,one_tick_return,opposite,100,0.975,0.5,0.5,2.571169476650592e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP00_H20,contrarian,one_tick_return,opposite,20,0.975,0.75,0.0,2.571169476650592e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP00_H50,contrarian,one_tick_return,opposite,50,0.975,0.75,0.0,2.571169476650592e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP00_H100,contrarian,one_tick_return,opposite,100,0.975,0.75,0.0,2.571169476650592e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP50_H20,contrarian,one_tick_return,opposite,20,0.975,0.75,0.5,2.571169476650592e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP50_H50,contrarian,one_tick_return,opposite,50,0.975,0.75,0.5,2.571169476650592e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP50_H100,contrarian,one_tick_return,opposite,100,0.975,0.75,0.5,2.571169476650592e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP75_H20,contrarian,one_tick_return,opposite,20,0.975,0.75,0.75,2.571169476650592e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP75_H50,contrarian,one_tick_return,opposite,50,0.975,0.75,0.75,2.571169476650592e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q975_SP75_DP75_H100,contrarian,one_tick_return,opposite,100,0.975,0.75,0.75,2.571169476650592e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP50_DP00_H20,contrarian,one_tick_return,opposite,20,0.99,0.5,0.0,2.7423135511850383e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP50_DP00_H50,contrarian,one_tick_return,opposite,50,0.99,0.5,0.0,2.7423135511850383e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP50_DP00_H100,contrarian,one_tick_return,opposite,100,0.99,0.5,0.0,2.7423135511850383e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP50_DP50_H20,contrarian,one_tick_return,opposite,20,0.99,0.5,0.5,2.7423135511850383e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP50_DP50_H50,contrarian,one_tick_return,opposite,50,0.99,0.5,0.5,2.7423135511850383e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP50_DP50_H100,contrarian,one_tick_return,opposite,100,0.99,0.5,0.5,2.7423135511850383e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP00_H20,contrarian,one_tick_return,opposite,20,0.99,0.75,0.0,2.7423135511850383e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP00_H50,contrarian,one_tick_return,opposite,50,0.99,0.75,0.0,2.7423135511850383e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP00_H100,contrarian,one_tick_return,opposite,100,0.99,0.75,0.0,2.7423135511850383e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP50_H20,contrarian,one_tick_return,opposite,20,0.99,0.75,0.5,2.7423135511850383e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP50_H50,contrarian,one_tick_return,opposite,50,0.99,0.75,0.5,2.7423135511850383e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP50_H100,contrarian,one_tick_return,opposite,100,0.99,0.75,0.5,2.7423135511850383e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP75_H20,contrarian,one_tick_return,opposite,20,0.99,0.75,0.75,2.7423135511850383e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP75_H50,contrarian,one_tick_return,opposite,50,0.99,0.75,0.75,2.7423135511850383e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q990_SP75_DP75_H100,contrarian,one_tick_return,opposite,100,0.99,0.75,0.75,2.7423135511850383e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP50_DP00_H20,contrarian,one_tick_return,opposite,20,0.995,0.5,0.0,2.830505089357338e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP50_DP00_H50,contrarian,one_tick_return,opposite,50,0.995,0.5,0.0,2.830505089357338e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP50_DP00_H100,contrarian,one_tick_return,opposite,100,0.995,0.5,0.0,2.830505089357338e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP50_DP50_H20,contrarian,one_tick_return,opposite,20,0.995,0.5,0.5,2.830505089357338e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP50_DP50_H50,contrarian,one_tick_return,opposite,50,0.995,0.5,0.5,2.830505089357338e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP50_DP50_H100,contrarian,one_tick_return,opposite,100,0.995,0.5,0.5,2.830505089357338e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP00_H20,contrarian,one_tick_return,opposite,20,0.995,0.75,0.0,2.830505089357338e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP00_H50,contrarian,one_tick_return,opposite,50,0.995,0.75,0.0,2.830505089357338e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP00_H100,contrarian,one_tick_return,opposite,100,0.995,0.75,0.0,2.830505089357338e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP50_H20,contrarian,one_tick_return,opposite,20,0.995,0.75,0.5,2.830505089357338e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP50_H50,contrarian,one_tick_return,opposite,50,0.995,0.75,0.5,2.830505089357338e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP50_H100,contrarian,one_tick_return,opposite,100,0.995,0.75,0.5,2.830505089357338e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP75_H20,contrarian,one_tick_return,opposite,20,0.995,0.75,0.75,2.830505089357338e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP75_H50,contrarian,one_tick_return,opposite,50,0.995,0.75,0.75,2.830505089357338e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q995_SP75_DP75_H100,contrarian,one_tick_return,opposite,100,0.995,0.75,0.75,2.830505089357338e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q900_SP75_DP00_H20,l1_imbalance,l1_imbalance,sign,20,0.9,0.75,0.0,0.5635910224438903,2.924119109118378,116846.19999999998,139287,-17960575.59785815,0.0025845915268474444,-0.001289465319653532,59112,-7593017.398716734,19985.257006395863,7613002.655723132,0.0023683854378129653,-0.001284513702584371,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q900_SP75_DP00_H50,l1_imbalance,l1_imbalance,sign,50,0.9,0.75,0.0,0.5635910224438903,2.924119109118378,116846.19999999998,139287,-17950841.630886517,0.006461478817118611,-0.0012887664771936015,59112,-7563039.513207141,49963.14251598965,7613002.655723132,0.005920963594532413,-0.0012794423320488465,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q900_SP75_DP00_H100,l1_imbalance,l1_imbalance,sign,100,0.9,0.75,0.0,0.5635910224438903,2.924119109118378,116846.19999999998,139287,-17934618.352600474,0.012922957634237222,-0.001287601739760385,59112,-7513076.37069115,99926.2850319793,7613002.655723132,0.011841927189064827,-0.0012709900478229718,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q950_SP75_DP00_H20,l1_imbalance,l1_imbalance,sign,20,0.95,0.75,0.0,0.5702917771883289,2.924119109118378,116846.19999999998,71424,-9185208.86141244,0.0025201612903225806,-0.0012860115453366431,43648,-5611057.77471545,10713.989142494995,5621771.763857944,0.002749266862170088,-0.0012855246001455853,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q950_SP75_DP00_H50,l1_imbalance,l1_imbalance,sign,50,0.95,0.75,0.0,0.5702917771883289,2.924119109118378,116846.19999999998,71424,-9148892.406684542,0.006300403225806451,-0.0012809269162584764,43648,-5594986.791001707,26784.972856237488,5621771.763857944,0.00687316715542522,-0.0012818426482316962,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q950_SP75_DP00_H100,l1_imbalance,l1_imbalance,sign,100,0.95,0.75,0.0,0.5702917771883289,2.924119109118378,116846.19999999998,71424,-9088364.982138045,0.012600806451612902,-0.0012724525344615318,43648,-5568201.81814547,53569.945712474975,5621771.763857944,0.01374633431085044,-0.0012757060617085477,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q975_SP75_DP00_H20,l1_imbalance,l1_imbalance,sign,20,0.975,0.75,0.0,0.5742092457420924,2.924119109118378,116846.19999999998,35712,-4576472.094566363,0.003360215053763441,-0.0012814942021075165,21824,-2806421.975446911,5092.362175797671,2811514.3376227086,0.002749266862170088,-0.0012859338230603514,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q975_SP75_DP00_H50,l1_imbalance,l1_imbalance,sign,50,0.975,0.75,0.0,0.5742092457420924,2.924119109118378,116846.19999999998,35712,-4533148.626965969,0.008400537634408602,-0.0012693628547731767,21824,-2798783.4321832145,12730.905439494178,2811514.3376227086,0.00687316715542522,-0.0012824337574153294,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q975_SP75_DP00_H100,l1_imbalance,l1_imbalance,sign,100,0.975,0.75,0.0,0.5742092457420924,2.924119109118378,116846.19999999998,35712,-4460942.847631979,0.016801075268817203,-0.0012491439425492772,21824,-2786052.5267437203,25461.810878988355,2811514.3376227086,0.01374633431085044,-0.0012766003146736256,0,1,False,0.0,False,True
