panel_name,panel_root,symbol,trade_date,sampled_files,sampled_rows,read_errors,valid_l1_book_fraction,first_receive_ms,last_receive_ms,median_gap_ms,p90_gap_ms
l2_single_day,real_data_sample\l2_single_day,GOLDBEES,2026-07-13,50,402,0,0.9950248756218906,1783914310711.0,1783936882210.0,1000.0,439511.0
l2_single_day,real_data_sample\l2_single_day,HCLTECH,2026-07-13,50,879,0,0.9988623435722411,1783914093966.0,1783936869211.0,500.0,1249.0
l2_single_day,real_data_sample\l2_single_day,HDFCBANK,2026-07-13,50,1115,0,0.9991031390134529,1783914093966.0,1783936869060.0,499.5,1000.0
l2_single_day,real_data_sample\l2_single_day,HINDUNILVR,2026-07-13,50,387,0,0.9974160206718347,1783914093966.0,1783936869060.0,1000.0,443579.0
l2_single_day,real_data_sample\l2_single_day,ICICIBANK,2026-07-13,50,799,0,0.9987484355444305,1783914093966.0,1783936869060.0,500.0,2000.0
l2_single_day,real_data_sample\l2_single_day,INFY,2026-07-13,50,1062,0,0.9990583804143126,1783914093966.0,1783936869211.0,500.0,1000.0
l2_single_day,real_data_sample\l2_single_day,ITBEES,2026-07-13,50,350,0,0.9942857142857143,1783914310462.0,1783936882210.0,1250.0,446457.0
l2_single_day,real_data_sample\l2_single_day,ITC,2026-07-13,50,370,0,0.9972972972972973,1783914093966.0,1783936869211.0,1258.0,445092.39999999997
l2_single_day,real_data_sample\l2_single_day,JUNIORBEES,2026-07-13,50,527,0,0.9962049335863378,1783914310462.0,1783936882210.0,999.0,4873.5
l2_single_day,real_data_sample\l2_single_day,KOTAKBANK,2026-07-13,50,488,0,0.9979508196721312,1783914093966.0,1783936869060.0,750.0,177198.40000001455
l2_single_day,real_data_sample\l2_single_day,LT,2026-07-13,50,596,0,0.9983221476510067,1783914093966.0,1783936869211.0,749.0,3841.6000000000035
l2_single_day,real_data_sample\l2_single_day,M&M,2026-07-13,50,841,0,0.9988109393579072,1783914093966.0,1783936900961.0,500.0,1250.0
l2_single_day,real_data_sample\l2_single_day,MARUTI,2026-07-13,50,827,0,0.9987908101571947,1783914093966.0,1783936869060.0,749.0,1250.0
l2_single_day,real_data_sample\l2_single_day,NESTLEIND,2026-07-13,50,389,0,0.9974293059125964,1783914093966.0,1783936870211.0,1000.0,443692.3
l2_single_day,real_data_sample\l2_single_day,NIFTYBEES,2026-07-13,50,738,0,0.997289972899729,1783914310711.0,1783936882210.0,501.0,2397.399999999997
l2_single_day,real_data_sample\l2_single_day,ONGC,2026-07-13,50,561,0,0.9982174688057041,1783914093966.0,1783936869211.0,749.0,4101.400000000003
l2_single_day,real_data_sample\l2_single_day,RELIANCE,2026-07-13,50,799,0,0.9987484355444305,1783914093966.0,1783936868460.0,500.0,2191.9000000000055
l2_single_day,real_data_sample\l2_single_day,SBIN,2026-07-13,50,865,0,0.9988439306358381,1783914093966.0,1783936869060.0,500.0,1750.0
l2_single_day,real_data_sample\l2_single_day,SUNPHARMA,2026-07-13,50,452,0,0.9977876106194691,1783914093966.0,1783936869060.0,751.0,437557.0
l2_single_day,real_data_sample\l2_single_day,TCS,2026-07-13,50,1154,0,0.9991334488734835,1783914093966.0,1783936868460.0,499.0,1000.0
l2_single_day,real_data_sample\l2_single_day,TECHM,2026-07-13,50,636,0,0.9984276729559748,1783914093966.0,1783936869060.0,501.0,3500.0
l2_single_day,real_data_sample\l2_single_day,ULTRACEMCO,2026-07-13,50,254,0,0.9960629921259843,1783914093966.0,1783936870211.0,2171.0,451219.4
l2_single_day,real_data_sample\l2_single_day,WIPRO,2026-07-13,50,627,0,0.9984051036682615,1783914093966.0,1783936869060.0,501.0,3491.0
