panel_name,panel_root,symbol_dir,layout_path,inferred_trade_date,inferred_exchange,symbol,parquet_files,first_file,last_file
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES,trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES,2026-07-09,NSE,NIFTYBEES,894,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-062606_871561-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-100127_659215-028546.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC,trade_date=2026-07-09\exchange=NSE\symbol=ONGC,2026-07-09,NSE,ONGC,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-062607_032914-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-100127_783397-028547.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE,trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE,2026-07-09,NSE,RELIANCE,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-062607_166803-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-100127_926700-028548.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN,trade_date=2026-07-09\exchange=NSE\symbol=SBIN,2026-07-09,NSE,SBIN,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-062607_297281-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-100128_058790-028549.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA,trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA,2026-07-09,NSE,SUNPHARMA,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-062607_430516-000028.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-100128_181143-028550.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS,trade_date=2026-07-09\exchange=NSE\symbol=TCS,2026-07-09,NSE,TCS,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-062607_576207-000029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-100128_305657-028551.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM,trade_date=2026-07-09\exchange=NSE\symbol=TECHM,2026-07-09,NSE,TECHM,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-062607_717273-000030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-100128_428176-028552.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO,trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO,2026-07-09,NSE,ULTRACEMCO,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-062607_847509-000031.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-100128_554751-028553.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO,trade_date=2026-07-09\exchange=NSE\symbol=WIPRO,2026-07-09,NSE,WIPRO,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-062607_986353-000032.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-100128_686429-028554.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS,trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS,2026-07-13,NSE,ADANIPORTS,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\part-034501_461115-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\part-100140_980924-050206.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK,trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK,2026-07-13,NSE,AXISBANK,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\part-034501_605662-000007.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\part-100122_227622-050181.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO,trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO,2026-07-13,NSE,BAJAJ-AUTO,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_757997-000008.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\part-100122_365351-050182.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES,trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES,2026-07-13,NSE,BANKBEES,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\part-034515_611482-000036.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\part-100141_131697-050207.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL,trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL,2026-07-13,NSE,BHARTIARTL,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\part-034501_889174-000009.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\part-100141_292382-050208.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL,trade_date=2026-07-13\exchange=NSE\symbol=BPCL,2026-07-13,NSE,BPCL,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\part-034502_038569-000010.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\part-100122_503645-050183.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA,trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA,2026-07-13,NSE,BRITANNIA,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\part-034502_179937-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\part-100122_650311-050184.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA,trade_date=2026-07-13\exchange=NSE\symbol=CIPLA,2026-07-13,NSE,CIPLA,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\part-034502_320381-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\part-100141_444873-050209.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY,trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY,2026-07-13,NSE,DRREDDY,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\part-034502_452126-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\part-100122_785508-050185.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES,trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES,2026-07-13,NSE,GOLDBEES,1568,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\part-034516_327126-000042.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\part-100122_930799-050186.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH,trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH,2026-07-13,NSE,HCLTECH,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\part-034502_601925-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\part-100123_073528-050187.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK,trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK,2026-07-13,NSE,HDFCBANK,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\part-034502_729724-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\part-100123_219242-050188.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR,trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR,2026-07-13,NSE,HINDUNILVR,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\part-034502_860555-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\part-100123_361642-050189.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK,trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK,2026-07-13,NSE,ICICIBANK,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\part-034502_988562-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\part-100123_501495-050190.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY,trade_date=2026-07-13\exchange=NSE\symbol=INFY,2026-07-13,NSE,INFY,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY\part-034503_117898-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY\part-100123_638331-050191.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES,trade_date=2026-07-13\exchange=NSE\symbol=ITBEES,2026-07-13,NSE,ITBEES,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\part-034517_017153-000048.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\part-100123_781513-050192.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC,trade_date=2026-07-13\exchange=NSE\symbol=ITC,2026-07-13,NSE,ITC,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC\part-034503_268298-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC\part-100123_923122-050193.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES,trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES,2026-07-13,NSE,JUNIORBEES,1568,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\part-034517_282487-000050.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\part-100124_062827-050194.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK,trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK,2026-07-13,NSE,KOTAKBANK,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\part-034503_409193-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\part-100124_217580-050195.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT,trade_date=2026-07-13\exchange=NSE\symbol=LT,2026-07-13,NSE,LT,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT\part-034503_545025-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT\part-100124_362972-050196.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M,trade_date=2026-07-13\exchange=NSE\symbol=M&M,2026-07-13,NSE,M&M,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M\part-034503_695120-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M\part-100141_602057-050210.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI,trade_date=2026-07-13\exchange=NSE\symbol=MARUTI,2026-07-13,NSE,MARUTI,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\part-034503_823825-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\part-100124_507989-050197.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND,trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND,2026-07-13,NSE,NESTLEIND,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\part-034503_950077-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\part-100124_654903-050198.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES,trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES,2026-07-13,NSE,NIFTYBEES,1568,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\part-034518_008261-000056.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\part-100124_794529-050199.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC,trade_date=2026-07-13\exchange=NSE\symbol=ONGC,2026-07-13,NSE,ONGC,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\part-034504_083380-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\part-100124_949284-050200.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE,trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE,2026-07-13,NSE,RELIANCE,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\part-034504_243903-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\part-100108_778994-050179.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN,trade_date=2026-07-13\exchange=NSE\symbol=SBIN,2026-07-13,NSE,SBIN,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\part-034504_383495-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\part-100125_096592-050201.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA,trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA,2026-07-13,NSE,SUNPHARMA,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\part-034504_524718-000028.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\part-100125_256362-050202.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS,trade_date=2026-07-13\exchange=NSE\symbol=TCS,2026-07-13,NSE,TCS,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS\part-034504_658177-000029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS\part-100108_924738-050180.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM,trade_date=2026-07-13\exchange=NSE\symbol=TECHM,2026-07-13,NSE,TECHM,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\part-034504_798344-000030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\part-100125_418803-050203.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO,trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO,2026-07-13,NSE,ULTRACEMCO,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\part-034504_922769-000031.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\part-100125_566742-050204.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO,trade_date=2026-07-13\exchange=NSE\symbol=WIPRO,2026-07-13,NSE,WIPRO,1569,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\part-034505_052199-000032.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\part-100125_705145-050205.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=ADANIPORTS,symbol=ADANIPORTS,,,ADANIPORTS,1569,real_data_sample\l2_single_day\symbol=ADANIPORTS\part-034501_461115-000006.parquet,real_data_sample\l2_single_day\symbol=ADANIPORTS\part-100140_980924-050206.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=AXISBANK,symbol=AXISBANK,,,AXISBANK,1569,real_data_sample\l2_single_day\symbol=AXISBANK\part-034501_605662-000007.parquet,real_data_sample\l2_single_day\symbol=AXISBANK\part-100122_227622-050181.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=BAJAJ-AUTO,symbol=BAJAJ-AUTO,,,BAJAJ-AUTO,1569,real_data_sample\l2_single_day\symbol=BAJAJ-AUTO\part-034501_757997-000008.parquet,real_data_sample\l2_single_day\symbol=BAJAJ-AUTO\part-100122_365351-050182.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=BANKBEES,symbol=BANKBEES,,,BANKBEES,1569,real_data_sample\l2_single_day\symbol=BANKBEES\part-034515_611482-000036.parquet,real_data_sample\l2_single_day\symbol=BANKBEES\part-100141_131697-050207.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=BHARTIARTL,symbol=BHARTIARTL,,,BHARTIARTL,1569,real_data_sample\l2_single_day\symbol=BHARTIARTL\part-034501_889174-000009.parquet,real_data_sample\l2_single_day\symbol=BHARTIARTL\part-100141_292382-050208.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=BPCL,symbol=BPCL,,,BPCL,1569,real_data_sample\l2_single_day\symbol=BPCL\part-034502_038569-000010.parquet,real_data_sample\l2_single_day\symbol=BPCL\part-100122_503645-050183.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=BRITANNIA,symbol=BRITANNIA,,,BRITANNIA,1569,real_data_sample\l2_single_day\symbol=BRITANNIA\part-034502_179937-000011.parquet,real_data_sample\l2_single_day\symbol=BRITANNIA\part-100122_650311-050184.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=CIPLA,symbol=CIPLA,,,CIPLA,1569,real_data_sample\l2_single_day\symbol=CIPLA\part-034502_320381-000012.parquet,real_data_sample\l2_single_day\symbol=CIPLA\part-100141_444873-050209.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=DRREDDY,symbol=DRREDDY,,,DRREDDY,1569,real_data_sample\l2_single_day\symbol=DRREDDY\part-034502_452126-000013.parquet,real_data_sample\l2_single_day\symbol=DRREDDY\part-100122_785508-050185.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=GOLDBEES,symbol=GOLDBEES,,,GOLDBEES,1568,real_data_sample\l2_single_day\symbol=GOLDBEES\part-034516_327126-000042.parquet,real_data_sample\l2_single_day\symbol=GOLDBEES\part-100122_930799-050186.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=HCLTECH,symbol=HCLTECH,,,HCLTECH,1569,real_data_sample\l2_single_day\symbol=HCLTECH\part-034502_601925-000014.parquet,real_data_sample\l2_single_day\symbol=HCLTECH\part-100123_073528-050187.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=HDFCBANK,symbol=HDFCBANK,,,HDFCBANK,1569,real_data_sample\l2_single_day\symbol=HDFCBANK\part-034502_729724-000015.parquet,real_data_sample\l2_single_day\symbol=HDFCBANK\part-100123_219242-050188.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=HINDUNILVR,symbol=HINDUNILVR,,,HINDUNILVR,1569,real_data_sample\l2_single_day\symbol=HINDUNILVR\part-034502_860555-000016.parquet,real_data_sample\l2_single_day\symbol=HINDUNILVR\part-100123_361642-050189.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=ICICIBANK,symbol=ICICIBANK,,,ICICIBANK,1569,real_data_sample\l2_single_day\symbol=ICICIBANK\part-034502_988562-000017.parquet,real_data_sample\l2_single_day\symbol=ICICIBANK\part-100123_501495-050190.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=INFY,symbol=INFY,,,INFY,1569,real_data_sample\l2_single_day\symbol=INFY\part-034503_117898-000018.parquet,real_data_sample\l2_single_day\symbol=INFY\part-100123_638331-050191.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=ITBEES,symbol=ITBEES,,,ITBEES,1569,real_data_sample\l2_single_day\symbol=ITBEES\part-034517_017153-000048.parquet,real_data_sample\l2_single_day\symbol=ITBEES\part-100123_781513-050192.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=ITC,symbol=ITC,,,ITC,1569,real_data_sample\l2_single_day\symbol=ITC\part-034503_268298-000019.parquet,real_data_sample\l2_single_day\symbol=ITC\part-100123_923122-050193.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=JUNIORBEES,symbol=JUNIORBEES,,,JUNIORBEES,1568,real_data_sample\l2_single_day\symbol=JUNIORBEES\part-034517_282487-000050.parquet,real_data_sample\l2_single_day\symbol=JUNIORBEES\part-100124_062827-050194.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=KOTAKBANK,symbol=KOTAKBANK,,,KOTAKBANK,1569,real_data_sample\l2_single_day\symbol=KOTAKBANK\part-034503_409193-000020.parquet,real_data_sample\l2_single_day\symbol=KOTAKBANK\part-100124_217580-050195.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=LT,symbol=LT,,,LT,1569,real_data_sample\l2_single_day\symbol=LT\part-034503_545025-000021.parquet,real_data_sample\l2_single_day\symbol=LT\part-100124_362972-050196.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=M&M,symbol=M&M,,,M&M,1569,real_data_sample\l2_single_day\symbol=M&M\part-034503_695120-000022.parquet,real_data_sample\l2_single_day\symbol=M&M\part-100141_602057-050210.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=MARUTI,symbol=MARUTI,,,MARUTI,1569,real_data_sample\l2_single_day\symbol=MARUTI\part-034503_823825-000023.parquet,real_data_sample\l2_single_day\symbol=MARUTI\part-100124_507989-050197.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=NESTLEIND,symbol=NESTLEIND,,,NESTLEIND,1569,real_data_sample\l2_single_day\symbol=NESTLEIND\part-034503_950077-000024.parquet,real_data_sample\l2_single_day\symbol=NESTLEIND\part-100124_654903-050198.parquet
l2_single_day,real_data_sample\l2_single_day,real_data_sample\l2_single_day\symbol=NIFTYBEES,symbol=NIFTYBEES,,,NIFTYBEES,1568,real_data_sample\l2_single_day\symbol=NIFTYBEES\part-034518_008261-000056.parquet,real_data_sample\l2_single_day\symbol=NIFTYBEES\part-100124_794529-050199.parquet
