scope,strategy_id,execution_profile,rows,trades,gross_return,cost_return,original_net_return,inverse_net_return,oracle_signed_net_return,original_net_pnl_inr,inverse_net_pnl_inr,oracle_signed_net_pnl_inr,original_positive,inverse_positive,oracle_signed_positive,turnover_bucket,abs_gross_to_cost_ratio,symbol,trade_date,best_expanded_variant,best_expanded_net_return,best_expanded_net_pnl_inr,best_expanded_positive
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064890371764346,-0.0064890371764346,-0.0064890371764346,-0.0064890371764346,-648.90371764346,-648.90371764346,-648.90371764346,False,False,False,2_to_5,0.0,WIPRO,2026-10-28,original,-0.0064890371764346,-648.90371764346,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,stressed_retail,1,4,0.0,0.0064890604799035,-0.0064890604799035,-0.0064890604799035,-0.0064890604799035,-648.90604799035,-648.90604799035,-648.90604799035,False,False,False,2_to_5,0.0,ONGC,2026-05-13,original,-0.0064890604799035,-648.90604799035,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-649.11709093272,-649.11709093272,-649.11709093272,False,False,False,2_to_5,0.0,WIPRO,2026-01-13,original,-0.0064911709093272,-649.11709093272,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-649.11709093272,-649.11709093272,-649.11709093272,False,False,False,2_to_5,0.0,WIPRO,2026-10-05,original,-0.0064911709093272,-649.11709093272,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-649.11709093272,-649.11709093272,-649.11709093272,False,False,False,2_to_5,0.0,WIPRO,2026-01-13,original,-0.0064911709093272,-649.11709093272,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-0.0064911709093272,-649.11709093272,-649.11709093272,-649.11709093272,False,False,False,2_to_5,0.0,WIPRO,2026-10-05,original,-0.0064911709093272,-649.11709093272,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064911744612675,-0.0064911744612675,-0.0064911744612675,-0.0064911744612675,-649.11744612675,-649.11744612675,-649.11744612675,False,False,False,2_to_5,0.0,WIPRO,2026-06-15,original,-0.0064911744612675,-649.11744612675,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064911744612675,-0.0064911744612675,-0.0064911744612675,-0.0064911744612675,-649.11744612675,-649.11744612675,-649.11744612675,False,False,False,2_to_5,0.0,WIPRO,2026-06-15,original,-0.0064911744612675,-649.11744612675,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064913047073029,-0.0064913047073029,-0.0064913047073029,-0.0064913047073029,-649.13047073029,-649.13047073029,-649.13047073029,False,False,False,2_to_5,0.0,CIPLA,2026-10-29,original,-0.0064913047073029,-649.13047073029,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064913047073029,-0.0064913047073029,-0.0064913047073029,-0.0064913047073029,-649.13047073029,-649.13047073029,-649.13047073029,False,False,False,2_to_5,0.0,CIPLA,2026-10-29,original,-0.0064913047073029,-649.13047073029,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064913757573826,-0.0064913757573826,-0.0064913757573826,-0.0064913757573826,-649.13757573826,-649.13757573826,-649.13757573826,False,False,False,2_to_5,0.0,WIPRO,2026-05-25,original,-0.0064913757573826,-649.13757573826,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064913757573826,-0.0064913757573826,-0.0064913757573826,-0.0064913757573826,-649.13757573826,-649.13757573826,-649.13757573826,False,False,False,2_to_5,0.0,WIPRO,2026-05-25,original,-0.0064913757573826,-649.13757573826,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064916824976373,-0.0064916824976373,-0.0064916824976373,-0.0064916824976373,-649.1682497637299,-649.1682497637299,-649.1682497637299,False,False,False,2_to_5,0.0,WIPRO,2026-02-19,original,-0.0064916824976373,-649.1682497637299,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064916824976373,-0.0064916824976373,-0.0064916824976373,-0.0064916824976373,-649.1682497637299,-649.1682497637299,-649.1682497637299,False,False,False,2_to_5,0.0,WIPRO,2026-11-11,original,-0.0064916824976373,-649.1682497637299,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,1,4,0.0,0.0064918524155559,-0.0064918524155559,-0.0064918524155559,-0.0064918524155559,-649.18524155559,-649.18524155559,-649.18524155559,False,False,False,2_to_5,0.0,BPCL,2026-08-13,original,-0.0064918524155559,-649.18524155559,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064922465808249,-0.0064922465808249,-0.0064922465808249,-0.0064922465808249,-649.22465808249,-649.22465808249,-649.22465808249,False,False,False,2_to_5,0.0,WIPRO,2026-08-20,original,-0.0064922465808249,-649.22465808249,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064922465808249,-0.0064922465808249,-0.0064922465808249,-0.0064922465808249,-649.22465808249,-649.22465808249,-649.22465808249,False,False,False,2_to_5,0.0,WIPRO,2026-08-20,original,-0.0064922465808249,-649.22465808249,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064927562633907,-0.0064927562633907,-0.0064927562633907,-0.0064927562633907,-649.27562633907,-649.27562633907,-649.27562633907,False,False,False,2_to_5,0.0,WIPRO,2026-10-20,original,-0.0064927562633907,-649.27562633907,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064927562633907,-0.0064927562633907,-0.0064927562633907,-0.0064927562633907,-649.27562633907,-649.27562633907,-649.27562633907,False,False,False,2_to_5,0.0,WIPRO,2026-10-20,original,-0.0064927562633907,-649.27562633907,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064931915271286,-0.0064931915271286,-0.0064931915271286,-0.0064931915271286,-649.31915271286,-649.31915271286,-649.31915271286,False,False,False,2_to_5,0.0,WIPRO,2026-05-05,original,-0.0064931915271286,-649.31915271286,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064931915271286,-0.0064931915271286,-0.0064931915271286,-0.0064931915271286,-649.31915271286,-649.31915271286,-649.31915271286,False,False,False,2_to_5,0.0,WIPRO,2026-05-05,original,-0.0064931915271286,-649.31915271286,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064962005840772,-0.0064962005840772,-0.0064962005840772,-0.0064962005840772,-649.6200584077201,-649.6200584077201,-649.6200584077201,False,False,False,2_to_5,0.0,ADANIPORTS,2026-06-02,original,-0.0064962005840772,-649.6200584077201,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064962005840772,-0.0064962005840772,-0.0064962005840772,-0.0064962005840772,-649.6200584077201,-649.6200584077201,-649.6200584077201,False,False,False,2_to_5,0.0,ADANIPORTS,2026-06-02,original,-0.0064962005840772,-649.6200584077201,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064971265272223,-0.0064971265272223,-0.0064971265272223,-0.0064971265272223,-649.71265272223,-649.71265272223,-649.71265272223,False,False,False,2_to_5,0.0,WIPRO,2026-07-09,original,-0.0064971265272223,-649.71265272223,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064971265272223,-0.0064971265272223,-0.0064971265272223,-0.0064971265272223,-649.71265272223,-649.71265272223,-649.71265272223,False,False,False,2_to_5,0.0,WIPRO,2026-07-09,original,-0.0064971265272223,-649.71265272223,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064975909945098,-0.0064975909945098,-0.0064975909945098,-0.0064975909945098,-649.75909945098,-649.75909945098,-649.75909945098,False,False,False,2_to_5,0.0,WIPRO,2026-07-03,original,-0.0064975909945098,-649.75909945098,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064978822839145,-0.0064978822839145,-0.0064978822839145,-0.0064978822839145,-649.78822839145,-649.78822839145,-649.78822839145,False,False,False,2_to_5,0.0,ADANIPORTS,2026-09-09,original,-0.0064978822839145,-649.78822839145,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064978822839145,-0.0064978822839145,-0.0064978822839145,-0.0064978822839145,-649.78822839145,-649.78822839145,-649.78822839145,False,False,False,2_to_5,0.0,ADANIPORTS,2026-09-09,original,-0.0064978822839145,-649.78822839145,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-649.78936035275,-649.78936035275,-649.78936035275,False,False,False,2_to_5,0.0,WIPRO,2026-03-26,original,-0.0064978936035275,-649.78936035275,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-649.78936035275,-649.78936035275,-649.78936035275,False,False,False,2_to_5,0.0,WIPRO,2026-12-16,original,-0.0064978936035275,-649.78936035275,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-649.78936035275,-649.78936035275,-649.78936035275,False,False,False,2_to_5,0.0,WIPRO,2026-03-26,original,-0.0064978936035275,-649.78936035275,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-0.0064978936035275,-649.78936035275,-649.78936035275,-649.78936035275,False,False,False,2_to_5,0.0,WIPRO,2026-12-16,original,-0.0064978936035275,-649.78936035275,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,1,3,0.0,0.0064985431320991,-0.0064985431320991,-0.0064985431320991,-0.0064985431320991,-649.85431320991,-649.85431320991,-649.85431320991,False,False,False,2_to_5,0.0,JUNIORBEES,2026-09-29,original,-0.0064985431320991,-649.85431320991,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065003904523021,-0.0065003904523021,-0.0065003904523021,-0.0065003904523021,-650.03904523021,-650.03904523021,-650.03904523021,False,False,False,2_to_5,0.0,ADANIPORTS,2026-07-30,original,-0.0065003904523021,-650.03904523021,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,4,0.0,0.0065194052726542,-0.0065194052726542,-0.0065194052726542,-0.0065194052726542,-651.94052726542,-651.94052726542,-651.94052726542,False,False,False,2_to_5,0.0,ONGC,2026-05-14,original,-0.0065194052726542,-651.94052726542,False
strategy_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,2,6,0.0,0.0065295112304704,-0.0065295112304704,-0.0065295112304704,-0.0065295112304704,-652.9511230470399,-652.9511230470399,-652.9511230470399,False,False,False,6_to_25,0.0,,2026-01-13,original,-0.0065295112304704,-652.9511230470399,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,1,4,0.0,0.006531153078807,-0.006531153078807,-0.006531153078807,-0.006531153078807,-653.1153078807,-653.1153078807,-653.1153078807,False,False,False,2_to_5,0.0,ADANIPORTS,2026-01-07,original,-0.006531153078807,-653.1153078807,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,4,0.0,0.0065350266432373,-0.0065350266432373,-0.0065350266432373,-0.0065350266432373,-653.5026643237301,-653.5026643237301,-653.5026643237301,False,False,False,2_to_5,0.0,HCLTECH,2026-04-20,original,-0.0065350266432373,-653.5026643237301,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,1,5,0.0,0.0065351874596798,-0.0065351874596798,-0.0065351874596798,-0.0065351874596798,-653.51874596798,-653.51874596798,-653.51874596798,False,False,False,2_to_5,0.0,MARUTI,2026-10-19,original,-0.0065351874596798,-653.51874596798,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-653.5395710559201,-653.5395710559201,-653.5395710559201,False,False,False,2_to_5,0.0,MARUTI,2026-01-27,original,-0.0065353957105592,-653.5395710559201,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-653.5395710559201,-653.5395710559201,-653.5395710559201,False,False,False,2_to_5,0.0,MARUTI,2026-10-19,original,-0.0065353957105592,-653.5395710559201,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-653.5395710559201,-653.5395710559201,-653.5395710559201,False,False,False,2_to_5,0.0,MARUTI,2026-01-27,original,-0.0065353957105592,-653.5395710559201,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-0.0065353957105592,-653.5395710559201,-653.5395710559201,-653.5395710559201,False,False,False,2_to_5,0.0,MARUTI,2026-10-19,original,-0.0065353957105592,-653.5395710559201,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065357575459177,-0.0065357575459177,-0.0065357575459177,-0.0065357575459177,-653.57575459177,-653.57575459177,-653.57575459177,False,False,False,2_to_5,0.0,WIPRO,2026-05-27,original,-0.0065357575459177,-653.57575459177,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065357575459177,-0.0065357575459177,-0.0065357575459177,-0.0065357575459177,-653.57575459177,-653.57575459177,-653.57575459177,False,False,False,2_to_5,0.0,WIPRO,2026-05-27,original,-0.0065357575459177,-653.57575459177,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,stressed_retail,1,4,0.0,0.0065358352191182,-0.0065358352191182,-0.0065358352191182,-0.0065358352191182,-653.5835219118201,-653.5835219118201,-653.5835219118201,False,False,False,2_to_5,0.0,DRREDDY,2026-09-03,original,-0.0065358352191182,-653.5835219118201,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,4,0.0,0.0065374357927613,-0.0065374357927613,-0.0065374357927613,-0.0065374357927613,-653.7435792761299,-653.7435792761299,-653.7435792761299,False,False,False,2_to_5,0.0,DRREDDY,2026-05-01,original,-0.0065374357927613,-653.7435792761299,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,stressed_retail,1,4,0.0,0.0065374580557031,-0.0065374580557031,-0.0065374580557031,-0.0065374580557031,-653.7458055703099,-653.7458055703099,-653.7458055703099,False,False,False,2_to_5,0.0,DRREDDY,2026-04-24,original,-0.0065374580557031,-653.7458055703099,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,4,0.0,0.0065386796026133,-0.0065386796026133,-0.0065386796026133,-0.0065386796026133,-653.86796026133,-653.86796026133,-653.86796026133,False,False,False,2_to_5,0.0,ONGC,2026-11-09,original,-0.0065386796026133,-653.86796026133,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,stressed_retail,1,4,0.0,0.0065393221944768,-0.0065393221944768,-0.0065393221944768,-0.0065393221944768,-653.93221944768,-653.93221944768,-653.93221944768,False,False,False,2_to_5,0.0,ONGC,2026-05-25,original,-0.0065393221944768,-653.93221944768,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,6,0.0,0.0065399830195622,-0.0065399830195622,-0.0065399830195622,-0.0065399830195622,-653.99830195622,-653.99830195622,-653.99830195622,False,False,False,6_to_25,0.0,ICICIBANK,2026-10-26,original,-0.0065399830195622,-653.99830195622,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,4,0.0,0.0065415423386424,-0.0065415423386424,-0.0065415423386424,-0.0065415423386424,-654.1542338642399,-654.1542338642399,-654.1542338642399,False,False,False,2_to_5,0.0,DRREDDY,2026-03-17,original,-0.0065415423386424,-654.1542338642399,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,4,0.0,0.0065415423386424,-0.0065415423386424,-0.0065415423386424,-0.0065415423386424,-654.1542338642399,-654.1542338642399,-654.1542338642399,False,False,False,2_to_5,0.0,DRREDDY,2026-12-07,original,-0.0065415423386424,-654.1542338642399,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.00654228680086,-0.00654228680086,-0.00654228680086,-0.00654228680086,-654.228680086,-654.228680086,-654.228680086,False,False,False,2_to_5,0.0,SBIN,2026-05-14,original,-0.00654228680086,-654.228680086,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,6,0.0,0.0065423209647354,-0.0065423209647354,-0.0065423209647354,-0.0065423209647354,-654.23209647354,-654.23209647354,-654.23209647354,False,False,False,6_to_25,0.0,ICICIBANK,2026-04-21,original,-0.0065423209647354,-654.23209647354,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065440427201379,-0.0065440427201379,-0.0065440427201379,-0.0065440427201379,-654.40427201379,-654.40427201379,-654.40427201379,False,False,False,2_to_5,0.0,SBIN,2026-09-18,original,-0.0065440427201379,-654.40427201379,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065440427201379,-0.0065440427201379,-0.0065440427201379,-0.0065440427201379,-654.40427201379,-654.40427201379,-654.40427201379,False,False,False,2_to_5,0.0,SBIN,2026-09-18,original,-0.0065440427201379,-654.40427201379,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065446649693919,-0.0065446649693919,-0.0065446649693919,-0.0065446649693919,-654.4664969391899,-654.4664969391899,-654.4664969391899,False,False,False,2_to_5,0.0,WIPRO,2026-01-08,original,-0.0065446649693919,-654.4664969391899,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065446649693919,-0.0065446649693919,-0.0065446649693919,-0.0065446649693919,-654.4664969391899,-654.4664969391899,-654.4664969391899,False,False,False,2_to_5,0.0,WIPRO,2026-01-08,original,-0.0065446649693919,-654.4664969391899,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065495803444621,-0.0065495803444621,-0.0065495803444621,-0.0065495803444621,-654.9580344462099,-654.9580344462099,-654.9580344462099,False,False,False,2_to_5,0.0,BAJAJ-AUTO,2026-07-27,original,-0.0065495803444621,-654.9580344462099,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,4,0.0,0.0065505730396018,-0.0065505730396018,-0.0065505730396018,-0.0065505730396018,-655.05730396018,-655.05730396018,-655.05730396018,False,False,False,2_to_5,0.0,HCLTECH,2026-04-10,original,-0.0065505730396018,-655.05730396018,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065545652453889,-0.0065545652453889,-0.0065545652453889,-0.0065545652453889,-655.45652453889,-655.45652453889,-655.45652453889,False,False,False,2_to_5,0.0,SBIN,2026-07-10,original,-0.0065545652453889,-655.45652453889,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065572998115801,-0.0065572998115801,-0.0065572998115801,-0.0065572998115801,-655.72998115801,-655.72998115801,-655.72998115801,False,False,False,2_to_5,0.0,MARUTI,2026-04-20,original,-0.0065572998115801,-655.72998115801,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065572998115801,-0.0065572998115801,-0.0065572998115801,-0.0065572998115801,-655.72998115801,-655.72998115801,-655.72998115801,False,False,False,2_to_5,0.0,MARUTI,2026-04-20,original,-0.0065572998115801,-655.72998115801,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065596546625407,-0.0065596546625407,-0.0065596546625407,-0.0065596546625407,-655.96546625407,-655.96546625407,-655.96546625407,False,False,False,2_to_5,0.0,SBIN,2026-03-26,original,-0.0065596546625407,-655.96546625407,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065596546625407,-0.0065596546625407,-0.0065596546625407,-0.0065596546625407,-655.96546625407,-655.96546625407,-655.96546625407,False,False,False,2_to_5,0.0,SBIN,2026-12-16,original,-0.0065596546625407,-655.96546625407,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,6,0.0,0.006560916339587,-0.006560916339587,-0.006560916339587,-0.006560916339587,-656.0916339587,-656.0916339587,-656.0916339587,False,False,False,6_to_25,0.0,NIFTYBEES,2026-04-16,original,-0.006560916339587,-656.0916339587,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,stressed_retail,1,4,0.0,0.0065616928315956,-0.0065616928315956,-0.0065616928315956,-0.0065616928315956,-656.16928315956,-656.16928315956,-656.16928315956,False,False,False,2_to_5,0.0,HCLTECH,2026-03-11,original,-0.0065616928315956,-656.16928315956,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,4,0.0,0.0065646529803403,-0.0065646529803403,-0.0065646529803403,-0.0065646529803403,-656.46529803403,-656.46529803403,-656.46529803403,False,False,False,2_to_5,0.0,HCLTECH,2026-01-21,original,-0.0065646529803403,-656.46529803403,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065664535401151,-0.0065664535401151,-0.0065664535401151,-0.0065664535401151,-656.64535401151,-656.64535401151,-656.64535401151,False,False,False,2_to_5,0.0,MARUTI,2026-04-21,original,-0.0065664535401151,-656.64535401151,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-656.6719497842801,-656.6719497842801,-656.6719497842801,False,False,False,2_to_5,0.0,MARUTI,2026-03-09,original,-0.0065667194978428,-656.6719497842801,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-656.6719497842801,-656.6719497842801,-656.6719497842801,False,False,False,2_to_5,0.0,MARUTI,2026-11-27,original,-0.0065667194978428,-656.6719497842801,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-656.6719497842801,-656.6719497842801,-656.6719497842801,False,False,False,2_to_5,0.0,MARUTI,2026-03-09,original,-0.0065667194978428,-656.6719497842801,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-0.0065667194978428,-656.6719497842801,-656.6719497842801,-656.6719497842801,False,False,False,2_to_5,0.0,MARUTI,2026-11-27,original,-0.0065667194978428,-656.6719497842801,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,6,0.0,0.0065678024869246,-0.0065678024869246,-0.0065678024869246,-0.0065678024869246,-656.78024869246,-656.78024869246,-656.78024869246,False,False,False,6_to_25,0.0,NIFTYBEES,2026-04-24,original,-0.0065678024869246,-656.78024869246,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065680661588973,-0.0065680661588973,-0.0065680661588973,-0.0065680661588973,-656.80661588973,-656.80661588973,-656.80661588973,False,False,False,2_to_5,0.0,MARUTI,2026-06-29,original,-0.0065680661588973,-656.80661588973,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,1,5,0.0,0.0065680661588973,-0.0065680661588973,-0.0065680661588973,-0.0065680661588973,-656.80661588973,-656.80661588973,-656.80661588973,False,False,False,2_to_5,0.0,MARUTI,2026-06-29,original,-0.0065680661588973,-656.80661588973,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,6,0.0,0.00656865395966,-0.00656865395966,-0.00656865395966,-0.00656865395966,-656.8653959659999,-656.8653959659999,-656.8653959659999,False,False,False,6_to_25,0.0,NIFTYBEES,2026-10-02,original,-0.00656865395966,-656.8653959659999,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,1,5,0.0,0.0065697568001398,-0.0065697568001398,-0.0065697568001398,-0.0065697568001398,-656.9756800139801,-656.9756800139801,-656.9756800139801,False,False,False,2_to_5,0.0,MARUTI,2026-05-21,original,-0.0065697568001398,-656.9756800139801,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065697727244909,-0.0065697727244909,-0.0065697727244909,-0.0065697727244909,-656.97727244909,-656.97727244909,-656.97727244909,False,False,False,2_to_5,0.0,MARUTI,2026-03-11,original,-0.0065697727244909,-656.97727244909,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,5,0.0,0.0065697727244909,-0.0065697727244909,-0.0065697727244909,-0.0065697727244909,-656.97727244909,-656.97727244909,-656.97727244909,False,False,False,2_to_5,0.0,MARUTI,2026-12-01,original,-0.0065697727244909,-656.97727244909,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,stressed_retail,1,4,0.0,0.0065698026161043,-0.0065698026161043,-0.0065698026161043,-0.0065698026161043,-656.98026161043,-656.98026161043,-656.98026161043,False,False,False,2_to_5,0.0,HCLTECH,2026-07-16,original,-0.0065698026161043,-656.98026161043,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,6,0.0,0.0065703168687583,-0.0065703168687583,-0.0065703168687583,-0.0065703168687583,-657.03168687583,-657.03168687583,-657.03168687583,False,False,False,6_to_25,0.0,NIFTYBEES,2026-10-21,original,-0.0065703168687583,-657.03168687583,False
