source_root,source_symbol_dir,symbol,source_layout,inferred_trade_date,inferred_exchange,parquet_files,first_file,last_file,ready_for_import,blocker
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT,LT,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-062606_274994-000020.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-100127_126341-028542.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M,M&M,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-062606_408397-000021.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-100127_275178-028543.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI,MARUTI,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-062606_541546-000022.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-100127_396080-028544.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND,NESTLEIND,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-062606_708199-000023.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-100127_534944-028545.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES,NIFTYBEES,nested_trade_date_exchange_symbol,2026-07-09,NSE,894,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-062606_871561-000024.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-100127_659215-028546.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC,ONGC,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-062607_032914-000025.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-100127_783397-028547.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE,RELIANCE,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-062607_166803-000026.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-100127_926700-028548.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN,SBIN,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-062607_297281-000027.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-100128_058790-028549.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA,SUNPHARMA,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-062607_430516-000028.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-100128_181143-028550.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS,TCS,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-062607_576207-000029.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-100128_305657-028551.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM,TECHM,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-062607_717273-000030.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-100128_428176-028552.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO,ULTRACEMCO,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-062607_847509-000031.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-100128_554751-028553.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO,WIPRO,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-062607_986353-000032.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-100128_686429-028554.parquet,True,
